1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11318.243),(2 26004.072),(3 44472.793),(4 66381.79),(5 83993.61),(6 104241.23),(7 110052.51),(8 119084.71),(9 133296.25),(10 154832.25),(11 182932.25),(12 202344.63),(13 229645.95),(14 257340.05),(15 285033.47),(16 333954.44),(17 371033.75),(18 423139.1),(19 460662.25),(20 500269.9),(21 549736.3),(22 586024.75),(23 630790.56),(24 673712.8),(25 721991),(26 764532.7),(27 803794.3),(28 858210),(29 897865.94),(30 948474.2),(31 985412.5),(32 1016980.56),(33 1059672),(34 1095673.5),(35 1140570.5),(36 1167289),(37 1190530.6),(38 1235026.8),(39 1268781.1),(40 1302742.5),(41 1323851.6),(42 1365496),(43 1397022.4),(44 1442685),(45 1503936.5),(46 1563686.5),(47 1633374.1),(48 1674221.9),(49 1732480.4),(50 1804350.1),(51 1874795.6),(52 1955462),(53 2016612),(54 2107194.8),(55 2175397),(56 2247765.8),(57 2338388.3),(58 2407371.8),(59 2504090.8),(60 2581645.5),(61 2655582.3),(62 2738020.5),(63 2785559),(64 2873742),(65 2939448),(66 3020762),(67 3083396),(68 3147998),(69 3241521),(70 3310084.8),(71 3406582.3),(72 3472531.3),(73 3532798.8),(74 3601309),(75 3625804),(76 3694026.8),(77 3738297.3),(78 3805349.3),(79 3858499.3),
(1 18362.365),(2 47173.15),(3 73588.516),(4 88460.914),(5 91722.016),(6 93965.86),(7 99599.68),(8 104952.36),(9 109494.51),(10 112823.61),(11 113751.664),(12 115937.336),(13 115924.61),(14 113832.72),(15 112713.914),(16 110795.2),(17 111194.71),(18 113571.93),(19 115898.2),(20 118387.47),(21 120065.6),(22 123188.52),(23 126520.984),(24 126293.53),(25 123388.016),(26 121572.82),(27 122112.57),(28 124783.3),(29 128298.9),(30 129883.95),(31 129585.68),(32 128909.96),(33 127445.47),(34 126675.734),(35 126334.78),(36 129286.22),(37 134034.78),(38 133642.19),(39 130031.12),(40 126028.51),(41 124285.41),(42 126215.6),(43 127534.836),(44 127133.08),(45 126513.79),(46 126839.77),(47 128185.41),(48 127969.836),(49 125379.8),(50 122122.375),(51 121044.95),(52 121906.43),(53 123514.414),(54 123595.875),(55 121904.38),(56 121762.57),(57 119690.57),(58 119357.45),(59 119284.18),(60 120425.05),(61 124086.59),(62 126613.47),(63 127918.88),(64 126417.84),(65 125236.32),(66 126559.766),(67 131489.95),(68 136556.77),(69 139169.58),(70 139244.28),(71 137100.86),(72 134432.56),(73 132600.22),(74 129654.13),(75 128449.15),(76 127534.65),(77 126808.54),(78 124645.95),(79 121482.7),
(1 16879.49),(2 44168.59),(3 70150.1),(4 85951.65),(5 92135.234),(6 97318.4),(7 102843.125),(8 107523.67),(9 110093.766),(10 112590.83),(11 115157.125),(12 118431.7),(13 118282.44),(14 115202.12),(15 112938.7),(16 110263.32),(17 111530.25),(18 112527.59),(19 111975.71),(20 114382.05),(21 120112.53),(22 127824.09),(23 133288.03),(24 133274.25),(25 130101.26),(26 129452.28),(27 131519.2),(28 134212.66),(29 134371.08),(30 131150.27),(31 129171.23),(32 128948.945),(33 130036.59),(34 129733.66),(35 125954.66),(36 124282.055),(37 125527.484),(38 124965.97),(39 124620.66),(40 124775.47),(41 128076.664),(42 131193.02),(43 132794.25),(44 132408.9),(45 131567.27),(46 131856.78),(47 132067.9),(48 131118.17),(49 129017.69),(50 125607.85),(51 124594.11),(52 125601.7),(53 125629.17),(54 124021.67),(55 120456.695),(56 116655.3),(57 115336.89),(58 118064.1),(59 118954.164),(60 118802.83),(61 119951.67),(62 120322.266),(63 121555.555),(64 121186.68),(65 123303.914),(66 123433.27),(67 125330.08),(68 130389.17),(69 136249.97),(70 138841.33),(71 136292.89),(72 132300.48),(73 131116.06),(74 130444.77),(75 128744.25),(76 127003.01),(77 123455.625),(78 119929.41),(79 118279.484),
(1 18849.14),(2 49263.74),(3 76638.82),(4 92530.58),(5 97137.28),(6 99110.25),(7 103179.414),(8 107629.24),(9 110154.98),(10 112427.33),(11 112727.44),(12 113583.61),(13 113330.09),(14 112370.65),(15 110926.98),(16 108594.65),(17 108130.44),(18 107410.734),(19 107997.875),(20 111296.234),(21 115836.57),(22 121897.02),(23 125368.016),(24 125187.21),(25 124447.85),(26 125471.984),(27 128335.43),(28 131399.23),(29 133817.11),(30 132674.55),(31 131878.27),(32 130349.66),(33 130051.48),(34 129091.55),(35 126643.45),(36 125376.65),(37 124624.07),(38 123887.1),(39 124682.71),(40 125741.086),(41 127016.51),(42 127596.67),(43 126319.94),(44 125052.14),(45 125728.89),(46 129557.19),(47 131634.11),(48 130357.805),(49 128125.195),(50 126607.14),(51 126760.39),(52 127582.92),(53 127815.664),(54 127474.53),(55 125501.336),(56 122084.09),(57 119809.68),(58 119947.305),(59 120060.945),(60 119311.2),(61 119819.484),(62 121375.07),(63 123894.516),(64 125273.305),(65 125721.48),(66 122926.805),(67 122417.11),(68 124968.22),(69 128059.516),(70 129310.77),(71 126877.21),(72 124048.97),(73 124797.98),(74 126799.875),(75 128570.6),(76 127678.21),(77 124958.7),(78 123055.78),(79 124830.05),
(1 17921.904),(2 46284.3),(3 71616.8),(4 86831.375),(5 93812.766),(6 99535.734),(7 104423.88),(8 106413.2),(9 108558.88),(10 112450.22),(11 116712.21),(12 120722.32),(13 118915.914),(14 114442.11),(15 112486.92),(16 110711.266),(17 109779.64),(18 107601.11),(19 107152.18),(20 109899.84),(21 114319.266),(22 118698.9),(23 118249.66),(24 114461.3),(25 114620.24),(26 116080.53),(27 119703.016),(28 121875.73),(29 123027.02),(30 124242.8),(31 126114.54),(32 126060.234),(33 125183.586),(34 123818.18),(35 121637.35),(36 120855.086),(37 120716.15),(38 120461.76),(39 121260.04),(40 120706.42),(41 121059.12),(42 122331.62),(43 123450.64),(44 124154.42),(45 124538.37),(46 127844.586),(47 130552.12),(48 131805.94),(49 131267.64),(50 129900.93),(51 129544.17),(52 127237.93),(53 126115.89),(54 125191.14),(55 122993.87),(56 120094.984),(57 118876.87),(58 121724.21),(59 124674.52),(60 125147.164),(61 125557.664),(62 126248.21),(63 127808.836),(64 129830.305),(65 130431.97),(66 128457.945),(67 128559.586),(68 127363.13),(69 125586.37),(70 123328.24),(71 120437.22),(72 120382.64),(73 122597.15),(74 122627.586),(75 121172.25),(76 118940.58),(77 117977.836),(78 119403.72),(79 120465.516),
(1 17625.473),(2 45923.8),(3 71862.92),(4 86571.15),(5 91955.07),(6 96613.33),(7 100348.14),(8 102335.21),(9 104292.32),(10 107211.516),(11 112132.91),(12 118182.66),(13 117589.6),(14 115096.016),(15 111995.95),(16 109780.9),(17 110607.95),(18 109036.945),(19 107847),(20 109843.94),(21 114202.39),(22 118269.59),(23 118738.586),(24 117325.48),(25 117234.54),(26 118423.59),(27 118811.195),(28 117985.914),(29 117937.4),(30 118097.72),(31 118943.79),(32 118150.17),(33 117220.2),(34 116778),(35 115653.96),(36 112700.93),(37 110905.48),(38 109035.14),(39 111302.96),(40 115161.28),(41 120229.45),(42 122922.78),(43 124281.69),(44 125498.52),(45 127744.73),(46 130522.6),(47 132512.36),(48 134395.03),(49 135724.17),(50 134358.13),(51 130691.04),(52 126993.36),(53 124934.11),(54 122127.55),(55 118844.77),(56 115447.92),(57 114738.1),(58 115889.8),(59 117348.36),(60 117333.68),(61 117129.695),(62 117705.41),(63 119834.87),(64 120243.68),(65 118875.37),(66 115418.67),(67 115273.41),(68 116858.766),(69 118396.984),(70 119448.79),(71 117709.12),(72 116932.81),(73 118704.375),(74 119662.05),(75 119460.16),(76 118383.266),(77 118925.42),(78 122049.98),(79 124566.72),
(1 15915.83),(2 39957.06),(3 61157.816),(4 75222.46),(5 82355.85),(6 87345.39),(7 91574.195),(8 93959.984),(9 96452.64),(10 98897.375),(11 100394.14),(12 103060.17),(13 104366.59),(14 103802.48),(15 104541.664),(16 104306.016),(17 104190.88),(18 103183.15),(19 104134.13),(20 105806.945),(21 107687.5),(22 109902.43),(23 112084.29),(24 114299.5),(25 116479.18),(26 117529.836),(27 116447.99),(28 114478.46),(29 113892.95),(30 114747.97),(31 116801.34),(32 116623.52),(33 113894.08),(34 112068.09),(35 110936.22),(36 110295.15),(37 108617.19),(38 106851.15),(39 107897.195),(40 110183.37),(41 113489.68),(42 114400.125),(43 113234.87),(44 115388.2),(45 117532.414),(46 119238.164),(47 120412.67),(48 121278.15),(49 121344.68),(50 119530.67),(51 116775.305),(52 113409.5),(53 110932.63),(54 109795.586),(55 109461.87),(56 108541.04),(57 107547.914),(58 107190.06),(59 108042.81),(60 108795.48),(61 108590.086),(62 107526.445),(63 107934.35),(64 108424.71),(65 108525.95),(66 107731.164),(67 107587.766),(68 108132.586),(69 108766.59),(70 109809.164),(71 108013.72),(72 107313.85),(73 108631.02),(74 108113.65),(75 109048.38),(76 111048.48),(77 114353.164),(78 118209.79),(79 119815.695),
(1 16008.634),(2 40327.848),(3 61551.85),(4 74656.484),(5 79932.21),(6 85141.21),(7 89198.9),(8 92812.28),(9 96501.19),(10 99681.63),(11 101259.87),(12 104752.46),(13 105204.65),(14 105589.79),(15 106388.13),(16 105511.164),(17 106216.34),(18 105776.36),(19 105515.52),(20 107346.21),(21 108941.3),(22 110647.08),(23 110941.24),(24 110467.18),(25 110476.32),(26 112413.05),(27 115390.516),(28 118373.484),(29 119448.37),(30 117201.17),(31 116559.71),(32 116950.77),(33 116155.46),(34 115075.41),(35 115273.586),(36 117131.64),(37 117749.445),(38 116577.2),(39 115404.695),(40 115162.45),(41 116564.15),(42 117848.22),(43 117720.48),(44 117468.5),(45 117002.73),(46 118539.52),(47 120659.836),(48 119474.74),(49 116829.1),(50 115231.41),(51 114718.664),(52 111915.19),(53 108695.73),(54 107313.16),(55 107628.555),(56 108237.4),(57 108043.33),(58 107791.875),(59 107854.266),(60 109254.21),(61 110936.53),(62 111456.414),(63 111218.4),(64 110833.33),(65 109437.2),(66 107437.91),(67 107352.98),(68 107178.38),(69 107573.18),(70 107466.484),(71 107167.82),(72 109315.77),(73 111875.79),(74 112149.555),(75 112348.65),(76 114080.57),(77 117990.234),(78 121283.945),(79 124121.46),
(1 14867.878),(2 36980.637),(3 56782.41),(4 68333.56),(5 72534.8),(6 76845.78),(7 81715.195),(8 86334.06),(9 90498.21),(10 92217.83),(11 91879.83),(12 92985.45),(13 92958.18),(14 93048.12),(15 92192.98),(16 90856.04),(17 90202.3),(18 90090.02),(19 89473.22),(20 89601.555),(21 89641.19),(22 91918.21),(23 95633.92),(24 97740.04),(25 98766.516),(26 99416.24),(27 100016.41),(28 100618.945),(29 100293.63),(30 100035.9),(31 100975.51),(32 103786.66),(33 104233.79),(34 104178.14),(35 103398.54),(36 103415.89),(37 104431.72),(38 104975.6),(39 105601.93),(40 106158.086),(41 107352.945),(42 107763.17),(43 106458.5),(44 104527.78),(45 102238.47),(46 102273.21),(47 103846.234),(48 105451.79),(49 105432.5),(50 104814.07),(51 103643.89),(52 101364.53),(53 99305.836),(54 98750.52),(55 99519.38),(56 101545.82),(57 102007.04),(58 102557.71),(59 103034.555),(60 103801.16),(61 104063.36),(62 103059.266),(63 102386.73),(64 101890.72),(65 99630.125),(66 95657.19),(67 93231.81),(68 91181.09),(69 90739.08),(70 92054.484),(71 95137.555),(72 97438.66),(73 99334.836),(74 98802.7),(75 101160.67),(76 102494.87),(77 104318.15),(78 107541.42),(79 111573.45),
(1 16249.304),(2 40338.37),(3 61485.242),(4 71190.64),(5 74188.47),(6 78365),(7 82773.92),(8 87461.23),(9 89202.66),(10 90211.61),(11 90953.78),(12 91914.414),(13 92281.76),(14 92713.81),(15 92402.39),(16 94194.74),(17 97755.23),(18 99701.18),(19 98265.23),(20 97097.03),(21 95771.1),(22 97095.24),(23 98082.914),(24 97988.24),(25 98591.484),(26 100583.55),(27 102327.22),(28 101600.71),(29 98705.086),(30 96670.28),(31 98073.12),(32 100380.734),(33 101124.375),(34 101296),(35 99986.69),(36 100100.3),(37 102546),(38 105383.54),(39 107377.125),(40 106900.21),(41 104274.36),(42 103278.21),(43 102977.664),(44 102676.47),(45 102215.36),(46 101093.42),(47 98528.69),(48 97377.555),(49 98097.92),(50 99947.55),(51 101638.14),(52 102065.55),(53 102895.83),(54 102789.086),(55 102227.78),(56 102650.47),(57 103609.836),(58 105349.13),(59 106181.445),(60 106709.24),(61 106592.99),(62 104749.16),(63 103494.72),(64 103063.61),(65 101495.15),(66 98132.67),(67 97382.4),(68 97750.3),(69 97880.63),(70 98260.49),(71 99854.52),(72 100909.836),(73 101015.086),(74 100577.375),(75 101308.14),(76 102772.25),(77 105270.25),(78 107964.37),(79 111895.7),
(1 15079.002),(2 37204.08),(3 56235.727),(4 66190.53),(5 68908.9),(6 71649.31),(7 75067.77),(8 80115.63),(9 82680.44),(10 81841.65),(11 79821.54),(12 79788.42),(13 81891.99),(14 84540.97),(15 85888.37),(16 87696.266),(17 89890.64),(18 91439.64),(19 91092.07),(20 89776.35),(21 88487.45),(22 88672.555),(23 90138.94),(24 90190.35),(25 89588.86),(26 88599.63),(27 89138.04),(28 89265.22),(29 90011.12),(30 90798.23),(31 91001.71),(32 92355.34),(33 91854.24),(34 91588.31),(35 89860.37),(36 89317.234),(37 90544.74),(38 93676.055),(39 95237.94),(40 95788.24),(41 95854.27),(42 94468.86),(43 92828.97),(44 91408.71),(45 90851.64),(46 91422.75),(47 90564.72),(48 89867.96),(49 90431.92),(50 90607.664),(51 92083.82),(52 94833.766),(53 96978.75),(54 97245.47),(55 96687.27),(56 97772.336),(57 99642.97),(58 100951.31),(59 101463.31),(60 101181.06),(61 101360.32),(62 100929.2),(63 100569.13),(64 99502.5),(65 98439.06),(66 96614.9),(67 95416),(68 94977.445),(69 95141.29),(70 96656.56),(71 97822.9),(72 98857.58),(73 99033.555),(74 98625.6),(75 99649.21),(76 100631.914),(77 101986.11),(78 103660.1),(79 105714.28),
(1 14570.693),(2 36117.66),(3 55099.184),(4 65486.348),(5 69610.31),(6 73819.45),(7 78216.79),(8 81745.445),(9 83124.83),(10 83396.07),(11 81611.62),(12 81673.086),(13 82318.32),(14 83901.25),(15 85052.46),(16 85254.73),(17 86288.11),(18 87469.08),(19 87089.414),(20 87069.43),(21 85443.66),(22 85022.766),(23 86163.39),(24 85955.766),(25 85208.84),(26 85185.17),(27 86986.086),(28 90065.836),(29 93723.78),(30 95581.29),(31 94955.95),(32 95874.05),(33 95837.88),(34 95704.7),(35 94251.75),(36 93156.195),(37 94082.29),(38 96440.58),(39 97618.72),(40 97476.91),(41 96837.83),(42 95649.83),(43 93506.46),(44 91760.16),(45 91508.66),(46 91400.45),(47 89769.75),(48 89149.13),(49 89790.05),(50 90125.49),(51 92032.87),(52 92947.29),(53 93957.09),(54 93853.914),(55 93747.77),(56 95073.1),(57 95253.19),(58 95599.19),(59 94653.1),(60 94482.51),(61 95434.125),(62 96739.15),(63 96369.31),(64 95140.47),(65 94656.016),(66 94205.516),(67 93912.81),(68 93243.47),(69 93762.555),(70 95203.3),(71 95421.39),(72 95042.48),(73 95026.26),(74 96783.12),(75 99208.445),(76 100377.055),(77 101734.164),(78 101691.61),(79 101468.8),
(1 15251.273),(2 37921.83),(3 57759.355),(4 66930.03),(5 71802.805),(6 77465.164),(7 82230.33),(8 84487.3),(9 85160.555),(10 85389.59),(11 85726.234),(12 85316.95),(13 84268.41),(14 83616.02),(15 84573.47),(16 84871.64),(17 84281.04),(18 82877.04),(19 81443.484),(20 80574.84),(21 79152.27),(22 78222.73),(23 79313.77),(24 81342.05),(25 81046.65),(26 81078.09),(27 82345.195),(28 84756.17),(29 88404.15),(30 92230.84),(31 92582.59),(32 92910.734),(33 92023.055),(34 91910.09),(35 90694.53),(36 89589.73),(37 89423.664),(38 91160.48),(39 91493.1),(40 91909),(41 93315.21),(42 92772.07),(43 91954.59),(44 89835.45),(45 89323.484),(46 90119.37),(47 90077.77),(48 90440.836),(49 90495.086),(50 88541.414),(51 88183.86),(52 90191.516),(53 92824.94),(54 94078.05),(55 94047.41),(56 94748.17),(57 95452.375),(58 96106.41),(59 95236.5),(60 94030.695),(61 95208.82),(62 96201.18),(63 95553.05),(64 93570.305),(65 92866.22),(66 92524.73),(67 92298.85),(68 91614.48),(69 91474.75),(70 92157.98),(71 92645.16),(72 92428.49),(73 92146.46),(74 93727.7),(75 95490.516),(76 95589.914),(77 94670.04),(78 94488.875),(79 94703.54),
(1 15313.662),(2 37314.99),(3 55489.734),(4 64335.1),(5 69323.56),(6 75577.85),(7 80749.734),(8 84679.87),(9 85567.164),(10 85692.766),(11 84950.586),(12 84638.12),(13 84086.68),(14 83791.37),(15 83736.516),(16 84779.59),(17 86641.67),(18 86086.57),(19 83700.19),(20 83590.2),(21 83953.23),(22 85209.26),(23 87719.016),(24 89546.62),(25 89171.586),(26 87998.55),(27 88256.69),(28 90305.38),(29 93235.664),(30 95905.22),(31 97802.805),(32 98307.59),(33 96960.47),(34 96057.74),(35 94707.35),(36 94425.3),(37 95073.81),(38 95051.555),(39 95537.516),(40 97301.29),(41 97614.13),(42 95252.72),(43 93864.875),(44 92171.07),(45 92413.18),(46 94019.04),(47 93806.875),(48 93420.65),(49 93337.93),(50 94048.46),(51 94467.8),(52 95039.36),(53 95260.26),(54 96470.62),(55 97297.19),(56 95713.125),(57 93630.125),(58 93370.68),(59 93304.336),(60 93661.44),(61 93912.48),(62 94221.1),(63 94595.7),(64 93063.83),(65 90899.38),(66 90585.23),(67 90699.77),(68 91008.81),(69 90359.05),(70 90068.63),(71 89488.055),(72 87930.59),(73 86859.336),(74 87887.87),(75 90109.1),(76 91584.09),(77 92028.06),(78 92213.8),(79 92221.94),
(1 16696.568),(2 40022.492),(3 57715.582),(4 65324.375),(5 70216.13),(6 77409.695),(7 80305.38),(8 83100.72),(9 85834.48),(10 88226.33),(11 89097.72),(12 87967.445),(13 86668.51),(14 85669.54),(15 86103.51),(16 85910.39),(17 86020.79),(18 85059.02),(19 83749.47),(20 83232.586),(21 83466.57),(22 84953.51),(23 88456.62),(24 92502.125),(25 94329.414),(26 93207.91),(27 91718.42),(28 93036.25),(29 97976.89),(30 102019.07),(31 104432.23),(32 104780.414),(33 104741.66),(34 104549.77),(35 102073.9),(36 99193.7),(37 98910.95),(38 98828.94),(39 99389.61),(40 98394.51),(41 97083.76),(42 94989.555),(43 93143.555),(44 91076.555),(45 90033.1),(46 90332.92),(47 91511.586),(48 90925.445),(49 90065.984),(50 89523.61),(51 89703.555),(52 89919.305),(53 88561.75),(54 88192.61),(55 89131.64),(56 89227.77),(57 87498.88),(58 86887.52),(59 88361.016),(60 90676.77),(61 91110.02),(62 91984.73),(63 94308.05),(64 95170.33),(65 92604.555),(66 89718.59),(67 90613.88),(68 92758.55),(69 92641.92),(70 91487.805),(71 90191.97),(72 90968.75),(73 90007.54),(74 86650.41),(75 86900.945),(76 89311.25),(77 91890.34),(78 92312.16),(79 91479.77),
(1 16632.264),(2 40294.77),(3 58625.02),(4 66629.93),(5 71580.26),(6 78227.06),(7 80717.54),(8 82492.15),(9 84076.12),(10 87122.38),(11 89169.2),(12 87890.66),(13 86643.46),(14 85607.98),(15 85827.89),(16 85152.445),(17 82204.586),(18 79482.59),(19 78495.836),(20 78709.95),(21 78858.5),(22 79433.586),(23 82131.75),(24 84368.61),(25 84614.43),(26 83996.94),(27 84219.25),(28 86589.93),(29 90082.08),(30 92290.56),(31 93594.76),(32 94912.99),(33 93286.41),(34 92442.35),(35 91791.34),(36 92667.74),(37 93714.65),(38 93161.96),(39 93053.32),(40 90948.28),(41 88734.95),(42 87015.54),(43 85749.06),(44 85515.35),(45 85077.38),(46 84894.12),(47 84471.23),(48 83978.305),(49 83099.14),(50 82984.93),(51 82154.1),(52 82557.26),(53 83651.03),(54 86272.445),(55 86872.74),(56 86553.914),(57 84049.34),(58 83689.62),(59 85719.91),(60 88199.734),(61 88266.12),(62 88492.234),(63 89113.836),(64 89695.36),(65 87847.38),(66 85784.64),(67 85007.45),(68 85153.07),(69 84826.45),(70 84637.9),(71 84612.82),(72 84975.54),(73 85415.58),(74 85111.86),(75 86222.516),(76 87735.9),(77 89135.414),(78 90645.305),(79 91722.75),
(1 15615.23),(2 37916.637),(3 55475.438),(4 64522.332),(5 68488.08),(6 73261.27),(7 76205.43),(8 78305.28),(9 79917.61),(10 81067.88),(11 82099.67),(12 82334.695),(13 83018.5),(14 82368.51),(15 82296.8),(16 82038.75),(17 81309.06),(18 79986.58),(19 77502.555),(20 75973.02),(21 75740.766),(22 77542.945),(23 79739.32),(24 81273.9),(25 81992.8),(26 83194.96),(27 85384.125),(28 87874.945),(29 89878.14),(30 91796.16),(31 91942.68),(32 91326.68),(33 89751.81),(34 88727.51),(35 88983.42),(36 89839.78),(37 90088.17),(38 90581.16),(39 91118.75),(40 89186.14),(41 85788.16),(42 82771.29),(43 81281.34),(44 80004.484),(45 79669.64),(46 79198.77),(47 78716.81),(48 76977.125),(49 77049.27),(50 77865.09),(51 79735.42),(52 79966.695),(53 78945.59),(54 79637.75),(55 81230.49),(56 82446.31),(57 82101.1),(58 83140.48),(59 85144.67),(60 88012.67),(61 89001.266),(62 87667.766),(63 87531.016),(64 88121.77),(65 88039.62),(66 86861.305),(67 86130.5),(68 85101.08),(69 85424.98),(70 86919.984),(71 86514.76),(72 85396.92),(73 84608.63),(74 84387.27),(75 85130.68),(76 85554.77),(77 86472.734),(78 87575.766),(79 88511.87),
(1 13906.17),(2 34176.195),(3 50941.38),(4 61164.207),(5 66062.16),(6 71858.914),(7 77450.52),(8 81125.52),(9 81219.89),(10 80873),(11 81872.11),(12 82352.766),(13 81927.336),(14 80359.75),(15 79804.664),(16 79323.55),(17 78915.32),(18 78127.67),(19 76852.58),(20 74600.266),(21 72094.5),(22 72159.61),(23 75130.8),(24 77846.76),(25 79190.98),(26 79822.07),(27 82040.19),(28 85046.484),(29 87230.57),(30 87329.68),(31 86409.266),(32 85970.87),(33 85922.68),(34 86896.88),(35 86908.99),(36 86924.68),(37 86756.4),(38 86387.57),(39 87482.89),(40 87524.52),(41 87040.61),(42 85023.14),(43 83480.14),(44 80980.14),(45 79134.68),(46 79742.32),(47 79037.8),(48 76802.85),(49 75554.15),(50 76365.516),(51 78230.086),(52 79091),(53 79584.34),(54 80941.914),(55 82822.28),(56 84315.99),(57 84495.945),(58 84248.33),(59 84902.336),(60 87858.734),(61 89437.11),(62 88921.39),(63 87949.14),(64 86701.95),(65 86062.2),(66 84880.09),(67 83001.06),(68 81964.31),(69 81171.69),(70 81615.445),(71 81973.32),(72 83609.64),(73 85172.445),(74 85626.32),(75 85582.2),(76 84634.375),(77 85764.43),(78 88050.664),(79 89358.93),
