1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 106478.49),(2 377899.9),(3 804687),(4 1396136.9),(5 2112030.8),(6 2963478.8),(7 3938670.8),(8 5013668),(9 6117737.5),(10 7273166.5),(11 8483147),(12 9767647),(13 11123201),(14 12580329),(15 14328632),(16 16126892),(17 18048850),(18 20146202),(19 22387046),(20 24863394),(21 27638638),(22 30502486),(23 33709250),(24 37022540),(25 40255840),(26 43617804),(27 46784292),(28 50210900),(29 53753732),(30 57278692),(31 61072750),(32 65094484),(33 69401590),(34 73796456),(35 78414904),(36 83270350),(37 88294344),(38 93496990),(39 98730744),(40 103801280),(41 108730824),(42 113420030),(43 117974250),(44 122281630),(45 126310530),(46 130282730),(47 134039900),(48 138108290),(49 142027780),(50 145568030),(51 149479360),(52 153200130),(53 156597840),(54 160160960),(55 163159840),(56 165954510),(57 168324820),(58 170684590),(59 172697580),(60 174312720),(61 175593420),(62 176609600),(63 177287890),(64 177776480),(65 178122190),(66 178398600),(67 178690580),(68 179256830),(69 179134900),(70 179102480),(71 179466700),(72 179815040),(73 179921090),(74 180672180),(75 181345330),(76 182264780),(77 183219020),(78 184517250),(79 185826740),
(1 7564.428),(2 9013.339),(3 9626.632),(4 10379.667),(5 11098.424),(6 11276.1455),(7 11640.368),(8 11952.02),(9 12509.6),(10 12753.456),(11 12747.7295),(12 12592.394),(13 12585.88),(14 12617.225),(15 13022.986),(16 13139.581),(17 13371.042),(18 13497.461),(19 13480.75),(20 13611.502),(21 13707.023),(22 13449.46),(23 13405.5205),(24 13454.093),(25 13649.907),(26 13484.546),(27 13688.451),(28 13766.405),(29 13775.011),(30 13858.279),(31 13949.144),(32 13949.418),(33 14051.22),(34 14085.613),(35 14126.759),(36 14054.752),(37 14197.468),(38 14466.269),(39 14603.358),(40 14546.345),(41 14451.871),(42 14573.579),(43 14517.3125),(44 14416.975),(45 14538.306),(46 14725.532),(47 14632.961),(48 14305.03),(49 14203.606),(50 14059.477),(51 14520.094),(52 13987.175),(53 13744.491),(54 13861.517),(55 13983.055),(56 13923.279),(57 13867.894),(58 13974.498),(59 14080.981),(60 13882.299),(61 13868.282),(62 14111.785),(63 14203.895),(64 14233.069),(65 14092.102),(66 14081.252),(67 13854.765),(68 13666.345),(69 13667.17),(70 13877.455),(71 13882.68),(72 13886.145),(73 14008.677),(74 14328.558),(75 14291.199),(76 14100.255),(77 14122.461),(78 14379.576),(79 14199.633),
(1 6994.443),(2 8455.5),(3 9292.684),(4 9864.164),(5 10177.696),(6 10570.989),(7 11034.755),(8 11284.423),(9 11899.026),(10 12043.927),(11 12185.987),(12 12357.504),(13 12319.5625),(14 12266.481),(15 12399.466),(16 12360.425),(17 12553.315),(18 12477.867),(19 12496.691),(20 12644.2295),(21 12765.295),(22 12921.1875),(23 12956.77),(24 12619.336),(25 12805.628),(26 12656.739),(27 13069.981),(28 13101.954),(29 13027.194),(30 12967.554),(31 13137.012),(32 13199.046),(33 13177.009),(34 13259.779),(35 13291.914),(36 13406.008),(37 13632.984),(38 13551.173),(39 13860.391),(40 13652.336),(41 13590.002),(42 13814.56),(43 13735.726),(44 13902.761),(45 13754.14),(46 13872.539),(47 13794.67),(48 13625.43),(49 13750.87),(50 13646.972),(51 13757.379),(52 13650.5),(53 13581.553),(54 13271.426),(55 13289.208),(56 13256.77),(57 13423.022),(58 13584.86),(59 13500.514),(60 13484.581),(61 13522.628),(62 14031.947),(63 13905.795),(64 13912.6),(65 13771.744),(66 13922.303),(67 13967.493),(68 13791.356),(69 13540.053),(70 13767.669),(71 14062.836),(72 13860.566),(73 13682.84),(74 13595.634),(75 13787.966),(76 13634.642),(77 13568.258),(78 13705.924),(79 13545.238),
(1 6974.8076),(2 8468.178),(3 9238.54),(4 9789.074),(5 10303.84),(6 10782.693),(7 11064.964),(8 11338.937),(9 11530.491),(10 11823.03),(11 11955.414),(12 11888.635),(13 11887.223),(14 12037.41),(15 12246.877),(16 11995.986),(17 12309.833),(18 12367.192),(19 12239.733),(20 12209.053),(21 12317.692),(22 12325.435),(23 12309.784),(24 12304.036),(25 12320.509),(26 12364.633),(27 12516.033),(28 12468.832),(29 12423.111),(30 12344.487),(31 12355.556),(32 12528.499),(33 12538.5205),(34 12688.553),(35 12817.137),(36 12550.069),(37 12999.759),(38 13034.389),(39 13067.107),(40 13003.421),(41 13401.159),(42 13542.276),(43 13267.082),(44 13565.041),(45 13684.295),(46 13904.6045),(47 13820.652),(48 13756.435),(49 13656.023),(50 13729.556),(51 13655.414),(52 13239.369),(53 13290.712),(54 13339.838),(55 13169.303),(56 13010.161),(57 13026.425),(58 13005.842),(59 12986.106),(60 12938.745),(61 12921.675),(62 13025.6455),(63 13371.681),(64 13484.922),(65 13460.288),(66 13351.213),(67 13265.703),(68 12832.387),(69 12876.54),(70 12920.403),(71 12997.731),(72 12893.243),(73 13180.117),(74 13346.514),(75 13192.32),(76 12805.008),(77 12892.539),(78 12877.086),(79 12889.062),
(1 6811.779),(2 8166.885),(3 8865.713),(4 9150.35),(5 9673.557),(6 9951.349),(7 10273.849),(8 10373.121),(9 10499.982),(10 10876.225),(11 11071.346),(12 10802.637),(13 10817.986),(14 11054.809),(15 11264.915),(16 11231.723),(17 11502.319),(18 11611.782),(19 11518.47),(20 11532.413),(21 11399.799),(22 11518.039),(23 11618.386),(24 11752.196),(25 11674.049),(26 11804.195),(27 12042.157),(28 11892.427),(29 11795.227),(30 11805.915),(31 11933.5205),(32 12226.593),(33 12334.968),(34 12295.147),(35 12616.511),(36 12792.194),(37 12633.515),(38 12704.605),(39 12980.451),(40 13098.601),(41 13277.54),(42 13430.632),(43 13189.744),(44 13118.035),(45 13136.712),(46 12929.607),(47 12965.395),(48 13019.98),(49 12965.702),(50 12915.333),(51 12923.049),(52 12706.681),(53 12568.88),(54 12772.695),(55 12700.088),(56 12926.526),(57 12887.09),(58 12720.739),(59 12646.566),(60 12741.764),(61 12907.039),(62 12838.702),(63 12572.364),(64 12434.85),(65 12442.708),(66 12702.877),(67 12850.739),(68 12770.639),(69 12733.732),(70 12659.8545),(71 12763.762),(72 12601.539),(73 12762.434),(74 12740.999),(75 12852.767),(76 12806.976),(77 12669.233),(78 12614.823),(79 12593.782),
(1 6454.906),(2 7537.53),(3 8184.5933),(4 8609.152),(5 8950.174),(6 9234.98),(7 9511.564),(8 9883.263),(9 9951.696),(10 10176.553),(11 10067.247),(12 10093.76),(13 10403.617),(14 10560.42),(15 10706.8545),(16 10913.056),(17 10994.37),(18 10911.527),(19 10709.244),(20 10575.083),(21 10629.401),(22 10851.821),(23 10792.7705),(24 11117.393),(25 11117.06),(26 11205.5625),(27 11389.59),(28 11481.653),(29 11534.285),(30 11591.239),(31 11297.365),(32 11726.053),(33 11921.749),(34 11612.77),(35 11867.966),(36 12017.404),(37 11843.605),(38 11725.747),(39 12232.88),(40 12382.88),(41 12560.879),(42 12703.997),(43 12352.636),(44 12399.231),(45 12448.393),(46 12341.916),(47 12059.018),(48 11697.351),(49 11607.07),(50 11728.318),(51 11603.3125),(52 11597.008),(53 11408.324),(54 11371.074),(55 11435.897),(56 11432.552),(57 11492.666),(58 11550.802),(59 11822.225),(60 11626.409),(61 11633.251),(62 11893.139),(63 11853.228),(64 11886.735),(65 11981.1),(66 11747.193),(67 11580.946),(68 11677.321),(69 11856.108),(70 11708.497),(71 11713.839),(72 11761.597),(73 11939.762),(74 11918.909),(75 11927.107),(76 11670.923),(77 11659.839),(78 11761.075),(79 11808.867),
(1 6571.2017),(2 7733.6074),(3 8449.874),(4 8728.485),(5 9171.649),(6 9216.496),(7 9689.603),(8 9701.9),(9 10174.723),(10 10386.662),(11 10301.778),(12 10422.309),(13 10777.004),(14 10900.563),(15 11043.748),(16 11181.026),(17 11290.093),(18 11151.505),(19 11124.648),(20 11202.629),(21 11248.574),(22 11459.872),(23 11082.042),(24 11207.587),(25 11310.461),(26 11319.077),(27 11406.951),(28 11575.858),(29 11734.954),(30 11660.857),(31 11675.269),(32 11680.165),(33 11836.187),(34 11888.271),(35 12199.5625),(36 12102.656),(37 12223.802),(38 12285.041),(39 12255.04),(40 12232.167),(41 12513.957),(42 12603.725),(43 12532.387),(44 12552.068),(45 12414.351),(46 12286.576),(47 12309.803),(48 12306.698),(49 12285.728),(50 12250.17),(51 12017.263),(52 12092.619),(53 11963.026),(54 11820.56),(55 11693.045),(56 11755.155),(57 12057.081),(58 12139.168),(59 12019.855),(60 11907.594),(61 11803.79),(62 11938.04),(63 12007.904),(64 12052.968),(65 12234.338),(66 12136.36),(67 12000.174),(68 11985.89),(69 11853.275),(70 11851.778),(71 11849.847),(72 11683.295),(73 11591.106),(74 11857.027),(75 11923.818),(76 12044.768),(77 11852.519),(78 12034.363),(79 11931.232),
(1 6249.8906),(2 7377.0654),(3 8189.3535),(4 8499.567),(5 9090.687),(6 9318.055),(7 9614.022),(8 9769.874),(9 10196.148),(10 10299.024),(11 10414.94),(12 10209.071),(13 10239.295),(14 10150.052),(15 10382.916),(16 10612.238),(17 10720.151),(18 10843.137),(19 10732.766),(20 10681.27),(21 10689.963),(22 10639.002),(23 10516.062),(24 10720.733),(25 10703.753),(26 10851.142),(27 10983.727),(28 11098.999),(29 11041.522),(30 11018.662),(31 11145.233),(32 11091.288),(33 11200.031),(34 11166.518),(35 11304.311),(36 11527.213),(37 11700.369),(38 11677.581),(39 11823.32),(40 11954.19),(41 11969.768),(42 11798.095),(43 11806.335),(44 11712.136),(45 11545.642),(46 11754.291),(47 11865.898),(48 11742.31),(49 11616.268),(50 11819.457),(51 11682.728),(52 11615.307),(53 11767.803),(54 11756.676),(55 11773.117),(56 11639.509),(57 11741.976),(58 11647.835),(59 11515.433),(60 11564.649),(61 11479.466),(62 11485.025),(63 11446.663),(64 11464.326),(65 11614.723),(66 11662.698),(67 11607.235),(68 11584.185),(69 11379.507),(70 11326.132),(71 11472.985),(72 11503.165),(73 11490.1455),(74 11587.456),(75 11463.232),(76 11531.545),(77 11621.476),(78 11767.489),(79 11562.8),
(1 6071.3086),(2 6967.411),(3 7716.8506),(4 8146.784),(5 8496.426),(6 8694.005),(7 9099.414),(8 9096.08),(9 9542.806),(10 9554.632),(11 9680.8),(12 9678.337),(13 9592.622),(14 9656.095),(15 9969.756),(16 9893.872),(17 9800.828),(18 10032.208),(19 9979.994),(20 10010.65),(21 10089.557),(22 10024.647),(23 9922.614),(24 10166.052),(25 10393.642),(26 10570.166),(27 10616.291),(28 10637.688),(29 10566.955),(30 10450.326),(31 10505.603),(32 10451.833),(33 10618.119),(34 10893.023),(35 11192.709),(36 11120.018),(37 11172.518),(38 11213.24),(39 11211.854),(40 11349.889),(41 11235.109),(42 11348.164),(43 11625.694),(44 11621),(45 11485.585),(46 11274.728),(47 11391.837),(48 11358.831),(49 11338.856),(50 11393.992),(51 11270.512),(52 10987.466),(53 11012.278),(54 11023.538),(55 10886.472),(56 11152.73),(57 11081.35),(58 10913.273),(59 11066.815),(60 11126.149),(61 11077.298),(62 11075.223),(63 11166.373),(64 11045.514),(65 10937.014),(66 10929.72),(67 11037.352),(68 10957.308),(69 10843.443),(70 10846.5),(71 10565.182),(72 10717.98),(73 10810.728),(74 10854.52),(75 10774.602),(76 10752.809),(77 10725.967),(78 10787.979),(79 10899.743),
(1 5984.3564),(2 6876.443),(3 7570.649),(4 8027.13),(5 8402.132),(6 8654.877),(7 9216.998),(8 9231.446),(9 9617.556),(10 9878.198),(11 9915.299),(12 9994.983),(13 10123.209),(14 10309.042),(15 10458.96),(16 10426.379),(17 10311.351),(18 10263.119),(19 10282.4795),(20 10318.092),(21 10273.673),(22 10263.535),(23 10076.647),(24 10280.718),(25 10591.8125),(26 10405.239),(27 10695.566),(28 10503.519),(29 10649.811),(30 10708.232),(31 10626.617),(32 10493.28),(33 10794.871),(34 11019.131),(35 11147.135),(36 11385.558),(37 11267.213),(38 11081.939),(39 11107.439),(40 10987.703),(41 11049.329),(42 11349.86),(43 11168.36),(44 11258.981),(45 11350.116),(46 11408.629),(47 11492.815),(48 11431.342),(49 11323.071),(50 11207.398),(51 11069.537),(52 11120.416),(53 10901.457),(54 11081.109),(55 10987.139),(56 11092.228),(57 11162.334),(58 11232.896),(59 11402.585),(60 11367.078),(61 11295.316),(62 11271.403),(63 11275.029),(64 11377.913),(65 11395.615),(66 11335.62),(67 11234.432),(68 11155.911),(69 11369.216),(70 11573.991),(71 11350.089),(72 11347.998),(73 11246.802),(74 11117.592),(75 11105.534),(76 11153.12),(77 11145.541),(78 11148.04),(79 11018.265),
(1 5835.0347),(2 6672.8057),(3 7466.5254),(4 7881.169),(5 8306.863),(6 8338.305),(7 8828.964),(8 9073.596),(9 9246.515),(10 9419.773),(11 9489.28),(12 9658.995),(13 9854.482),(14 9912.726),(15 10162.409),(16 10019.773),(17 10267.906),(18 10342.42),(19 10276.585),(20 10150.718),(21 10182.742),(22 10086.575),(23 9944.383),(24 10019.455),(25 10056.301),(26 10069.613),(27 10219.35),(28 10244.029),(29 10343.286),(30 10284.091),(31 10394.158),(32 10551.174),(33 10672.13),(34 10731.137),(35 10815.127),(36 10986.935),(37 11079.393),(38 11020.424),(39 11029.675),(40 11043.929),(41 11109.611),(42 11254.654),(43 11394.09),(44 11250.785),(45 11206.317),(46 11028.118),(47 11110.158),(48 11172.578),(49 11141.176),(50 11062.536),(51 10993.279),(52 10807.498),(53 10803.153),(54 10940.936),(55 10635.165),(56 10777.866),(57 10754.952),(58 10458.065),(59 10610.51),(60 10501.95),(61 10664.205),(62 10690.051),(63 10659.051),(64 10705.037),(65 10688.339),(66 10829.995),(67 10809.152),(68 10877.08),(69 10878.429),(70 10866.978),(71 10660.308),(72 10576.352),(73 10549.249),(74 10741.331),(75 10669.563),(76 10498.084),(77 10571.532),(78 10614.024),(79 10681.54),
(1 5764.205),(2 6684.124),(3 7573.7817),(4 8061.5303),(5 8473.509),(6 8623.485),(7 9057.097),(8 9256.981),(9 9432.785),(10 9394.421),(11 9774.2705),(12 9607.831),(13 9577.593),(14 9687.908),(15 10087.387),(16 10007.359),(17 10130.036),(18 10257.988),(19 10234.722),(20 10183.42),(21 10224.247),(22 10056.023),(23 10140.217),(24 10117.503),(25 10242.444),(26 10274.402),(27 10272.016),(28 10241.332),(29 10289.788),(30 10444.498),(31 10356.767),(32 10258.867),(33 10311.894),(34 10618.642),(35 10607.175),(36 10818.354),(37 10673.848),(38 10667.583),(39 10801.363),(40 10779.512),(41 10763.744),(42 10799.446),(43 10731.093),(44 10677.304),(45 10668.803),(46 10723.053),(47 11008.079),(48 10952.556),(49 11110.116),(50 10886.811),(51 10828.551),(52 10696.814),(53 10749.536),(54 10956.765),(55 10861.007),(56 10971.371),(57 10812.584),(58 10643.569),(59 10788.013),(60 10821.787),(61 11020.734),(62 10999.458),(63 11005.175),(64 11056.616),(65 10951.232),(66 10908.568),(67 10879.213),(68 10762.559),(69 10811.412),(70 10760.037),(71 10580.715),(72 10747.429),(73 10718.043),(74 10631.758),(75 10744.416),(76 10728.457),(77 10708.816),(78 10729.256),(79 10786.043),
(1 5641.921),(2 6311.733),(3 7105.702),(4 7545.3594),(5 7834.078),(6 7962.3184),(7 8215.921),(8 8289.9),(9 8453.15),(10 8478.379),(11 8492.078),(12 8490.397),(13 8561.409),(14 8670.846),(15 8874.8545),(16 8816.333),(17 9004.637),(18 9090.1),(19 9148.319),(20 9083.236),(21 9120.836),(22 8961.966),(23 9046.481),(24 8953.009),(25 9126.03),(26 9347.919),(27 9373.389),(28 9544.513),(29 9448.102),(30 9447.583),(31 9343.102),(32 9260.2295),(33 9461.429),(34 9628.518),(35 9628.95),(36 9956.886),(37 9967.762),(38 10052.197),(39 10279.479),(40 10279.684),(41 10309.587),(42 10320.409),(43 10199.301),(44 10142.244),(45 9931.377),(46 9887.014),(47 9958.179),(48 10101.649),(49 10158.811),(50 10151.742),(51 10077.826),(52 10159.832),(53 10127.706),(54 10078.531),(55 10172.157),(56 10135.398),(57 10113.1875),(58 10139.774),(59 10199.784),(60 10217.706),(61 10346.366),(62 10504.04),(63 10413.661),(64 10421.78),(65 10184.452),(66 10207.113),(67 10109.993),(68 10202.557),(69 10151.13),(70 10102.091),(71 10044.713),(72 10061.786),(73 10121.466),(74 10182.026),(75 10104.381),(76 10089.842),(77 10222.728),(78 10110.79),(79 10036.84),
(1 5486.9604),(2 6086.189),(3 6847.7915),(4 7030.4243),(5 7473.5195),(6 7643.4863),(7 7860.3945),(8 8009.727),(9 8303.898),(10 8366.292),(11 8278.845),(12 8419.316),(13 8359.233),(14 8422.327),(15 8470.262),(16 8442.52),(17 8396.193),(18 8505.739),(19 8465.984),(20 8374.051),(21 8537.588),(22 8649.292),(23 8742.114),(24 8664.53),(25 8775.896),(26 8734.567),(27 8777.564),(28 8884.036),(29 8766.293),(30 8928.5205),(31 8970.804),(32 9014.423),(33 9137.061),(34 9328.381),(35 9380.508),(36 9599.333),(37 9626.168),(38 9452.3125),(39 9563.317),(40 9548.8545),(41 9539.852),(42 9579.019),(43 9663.801),(44 9839.68),(45 9852.389),(46 9777.238),(47 9703.465),(48 9621.105),(49 9390.243),(50 9491.932),(51 9381.227),(52 9473.037),(53 9492.439),(54 9487.861),(55 9536.496),(56 9458.595),(57 9496.038),(58 9606.856),(59 9610.11),(60 9611.831),(61 9466.372),(62 9338.305),(63 9557.152),(64 9548.666),(65 9513.12),(66 9433.316),(67 9367.723),(68 9350.473),(69 9369.215),(70 9439.514),(71 9480.155),(72 9617.111),(73 9561.563),(74 9485.185),(75 9644.26),(76 9605.944),(77 9519.393),(78 9565.751),(79 9534.114),
(1 5567.351),(2 6243.911),(3 7046.2524),(4 7242.8506),(5 7593.6895),(6 7772.451),(7 7928.8164),(8 8351.679),(9 8501.61),(10 8422.468),(11 8352.019),(12 8325.966),(13 8348.895),(14 8592.821),(15 8586.946),(16 8765.463),(17 8775.901),(18 8690.677),(19 8502.21),(20 8709.16),(21 8671.281),(22 8491.803),(23 8528.228),(24 8632.3125),(25 8873.195),(26 8842.212),(27 9078.717),(28 8982.077),(29 8988.068),(30 9078.856),(31 9035.76),(32 9154.391),(33 9448.383),(34 9575.671),(35 9412.461),(36 9400.045),(37 9469.889),(38 9507.518),(39 9728.827),(40 9637.17),(41 9675.145),(42 9488.28),(43 9507.631),(44 9512.627),(45 9506.349),(46 9453.818),(47 9479.772),(48 9555.767),(49 9451.304),(50 9569.787),(51 9486.183),(52 9562.798),(53 9566.896),(54 9274.909),(55 9283.2),(56 9371.758),(57 9249.782),(58 9312.723),(59 9199.979),(60 9264.851),(61 9384.493),(62 9300.832),(63 9386.33),(64 9438.136),(65 9432.335),(66 9484.086),(67 9328.1875),(68 9443.215),(69 9452.749),(70 9352.39),(71 9497.426),(72 9556.636),(73 9601.266),(74 9433.293),(75 9412.596),(76 9502.376),(77 9328.8545),(78 9286.517),(79 9205.19),
(1 5423.101),(2 6133.75),(3 6855.084),(4 6926.893),(5 7223.0767),(6 7422.3623),(7 7578.2334),(8 7591.693),(9 7857.564),(10 7875.164),(11 7933.1396),(12 7983.9175),(13 7981.392),(14 8053.6587),(15 8181.685),(16 8028.667),(17 8099.5483),(18 8280.391),(19 8128.018),(20 8108.457),(21 8186.356),(22 8258.302),(23 8373.316),(24 8399.143),(25 8259.17),(26 8362.038),(27 8518.113),(28 8621.304),(29 8733.18),(30 8754.869),(31 8717.763),(32 8708.182),(33 8750.987),(34 8916.997),(35 9128.395),(36 9280.723),(37 9298.249),(38 9070.797),(39 9154.889),(40 9067.791),(41 9163.937),(42 9087.406),(43 9052.652),(44 8982.741),(45 8856.747),(46 8790.387),(47 8732.437),(48 8753.619),(49 8813.534),(50 8858.119),(51 8882.71),(52 8835.135),(53 8843.766),(54 8796.579),(55 8816.348),(56 8868.251),(57 8895.873),(58 8970.409),(59 8865.511),(60 8850.969),(61 8756.409),(62 8913.978),(63 8915.717),(64 8888.723),(65 8825.771),(66 8878.713),(67 8882.635),(68 8855.038),(69 8935.479),(70 8835.055),(71 8914.214),(72 8946.395),(73 9038.223),(74 9141.591),(75 9133.519),(76 9306.211),(77 9372.575),(78 9177.515),(79 9049.559),
(1 5136.2695),(2 5862.6343),(3 6526.0083),(4 6680.636),(5 7090.8535),(6 7217.1514),(7 7418.7695),(8 7679.313),(9 7580.5537),(10 7719.798),(11 7831.3257),(12 7916.6216),(13 7889.563),(14 7880.294),(15 7976.065),(16 8123.5537),(17 8125.5215),(18 8241.323),(19 8077.654),(20 8120.6606),(21 8110.767),(22 8208.971),(23 8259.222),(24 8254.326),(25 8356.828),(26 8396.351),(27 8556.132),(28 8575.321),(29 8466.913),(30 8613.884),(31 8677.306),(32 8985.188),(33 9009.972),(34 9088.581),(35 9112.768),(36 9312.918),(37 9329.677),(38 9143.637),(39 9251.584),(40 9227.277),(41 9278.906),(42 9325.552),(43 9216.246),(44 9150.75),(45 9050.034),(46 9140.864),(47 8999.371),(48 8945.908),(49 8838.781),(50 8815.516),(51 8948.605),(52 9100.143),(53 8857.122),(54 8645.021),(55 8682.251),(56 8895.107),(57 9015.62),(58 8982.327),(59 8979.607),(60 9176.34),(61 8997.183),(62 8966.834),(63 9118.396),(64 9030.979),(65 9041.246),(66 9008.619),(67 8925.217),(68 8731.371),(69 8703.343),(70 8532.221),(71 8485.846),(72 8413.0205),(73 8408.524),(74 8466.092),(75 8693.882),(76 9021.589),(77 8916.473),(78 8885.708),(79 8649.617),
(1 4876.927),(2 5556.4795),(3 6141.673),(4 6387.904),(5 6728.717),(6 6894.783),(7 7011.0986),(8 7135.4995),(9 7176.4277),(10 7227.997),(11 7193.581),(12 7281.6943),(13 7301.1113),(14 7334.1313),(15 7333.731),(16 7473.9575),(17 7455.3447),(18 7648.783),(19 7490.903),(20 7409.613),(21 7306.1763),(22 7424.4644),(23 7481.8364),(24 7476.4165),(25 7538.8516),(26 7640.4556),(27 7673.631),(28 7931.9775),(29 8014.672),(30 8015.248),(31 7943.551),(32 8059.321),(33 8162.111),(34 8363.405),(35 8418.472),(36 8590.174),(37 8578.107),(38 8532.588),(39 8733.344),(40 8580.148),(41 8563.255),(42 8614.924),(43 8620.061),(44 8608.985),(45 8370.301),(46 8383.392),(47 8229.557),(48 8204.487),(49 8160.659),(50 8200.661),(51 8276.869),(52 8303.156),(53 8338.068),(54 8431.895),(55 8306.106),(56 8230.22),(57 8309.659),(58 8299.54),(59 8306.889),(60 8240.806),(61 8257.559),(62 8257.933),(63 8295.846),(64 8135.4907),(65 8257.9),(66 8285.97),(67 8375.699),(68 8366.871),(69 8385.21),(70 8316.486),(71 8412.277),(72 8500.462),(73 8357.779),(74 8417.093),(75 8310.498),(76 8405.47),(77 8445.023),(78 8584.765),(79 8528.198),
