1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49470.547),(2 144475.8),(3 329417.97),(4 547652.94),(5 850134.25),(6 1157364.9),(7 1529665.6),(8 1892741),(9 2298644.8),(10 2665569),(11 3057845),(12 3374225.3),(13 3703409),(14 3990851.8),(15 4231795.5),(16 4451103.5),(17 4641723.5),(18 4808268.5),(19 4934020),(20 5041214.5),(21 5103789.5),(22 5146846.5),(23 5136983.5),(24 5105131),(25 5059790),(26 5014530.5),(27 4959732),(28 4899461.5),(29 4836817.5),(30 4777541.5),(31 4725573.5),(32 4705926.5),(33 4669383.5),(34 4674815.5),(35 4703534),(36 4773485.5),(37 4823805.5),(38 4902385.5),(39 5040376.5),(40 5182915.5),(41 5359357.5),(42 5494160.5),(43 5654634.5),(44 5790400),(45 5899238.5),(46 5950761.5),(47 5948384.5),(48 5899662.5),(49 5822810.5),(50 5715938.5),(51 5570357),(52 5426082.5),(53 5307277.5),(54 5173536.5),(55 5089050),(56 5033502),(57 5030702),(58 5022341.5),(59 5092028.5),(60 5165068.5),(61 5306651.5),(62 5413814.5),(63 5531692.5),(64 5639314.5),(65 5737485.5),(66 5800784),(67 5900372),(68 6004298),(69 6118827.5),(70 6253872),(71 6376897.5),(72 6507584),(73 6632100),(74 6743661.5),(75 6844048.5),(76 6937148),(77 7008367.5),(78 7070805.5),(79 7136726.5),
(1 6834.707),(2 21630.54),(3 37319.805),(4 50507.875),(5 59877.035),(6 67311.14),(7 73440.625),(8 79152.1),(9 84343.88),(10 89323.305),(11 93172.25),(12 96534.125),(13 99145.71),(14 101596.445),(15 104544.17),(16 107383.484),(17 110086.44),(18 111848.55),(19 113262.29),(20 114864.516),(21 117160.74),(22 119199.61),(23 120479.484),(24 122501.734),(25 124017.586),(26 124223.945),(27 124079.44),(28 123014.195),(29 122214.74),(30 121444.96),(31 121548.09),(32 121054.375),(33 120545.08),(34 119607.18),(35 119361.44),(36 119612.12),(37 120118.29),(38 121590.67),(39 122256.62),(40 122778.22),(41 123493.21),(42 124848.414),(43 126153.6),(44 127459.66),(45 128321.88),(46 128770.59),(47 128314.76),(48 127633.01),(49 127109.164),(50 127594.39),(51 127858.414),(52 127461.53),(53 126698.03),(54 126107.43),(55 124547.375),(56 123987.26),(57 124148.25),(58 124523.24),(59 124443.04),(60 124439.98),(61 124844.914),(62 125460.195),(63 126305.56),(64 126329.58),(65 126709.6),(66 126916.414),(67 127391.555),(68 127294.96),(69 126647.68),(70 124690.67),(71 122351.58),(72 120396.57),(73 119305.92),(74 118566.92),(75 118419.98),(76 119105.29),(77 120604.2),(78 121636.86),(79 122678.67),
(1 7301.966),(2 22803.498),(3 38598.527),(4 50719.563),(5 59160.484),(6 66490.52),(7 72909.414),(8 78977.9),(9 84367.4),(10 89717.88),(11 94505.89),(12 98657.625),(13 101322.12),(14 104365.54),(15 106991.5),(16 108364.305),(17 109004.33),(18 108807.52),(19 108410.53),(20 108016.82),(21 108458.57),(22 109978.59),(23 111762.34),(24 112294.33),(25 112562.92),(26 113716.83),(27 115725.21),(28 117911.95),(29 119376.79),(30 119270.32),(31 118694.664),(32 118050.016),(33 118210.2),(34 118637.73),(35 118659.24),(36 117268.09),(37 116616.28),(38 116784.62),(39 117012.734),(40 116825.016),(41 116022.805),(42 114686.84),(43 114125.22),(44 114113.8),(45 113094.484),(46 112760.43),(47 112452.58),(48 112394.18),(49 112097.125),(50 111913.49),(51 111372.875),(52 111588.05),(53 111606.19),(54 112343.766),(55 113661.586),(56 115233.61),(57 116933.445),(58 118423.266),(59 118973.03),(60 119443.45),(61 119389.54),(62 118833.87),(63 118895.586),(64 119076.41),(65 119432.04),(66 119569.03),(67 119482.375),(68 119215.625),(69 119220.28),(70 119752.83),(71 120320.945),(72 120886.375),(73 121844.945),(74 123139.68),(75 123925.82),(76 124142.44),(77 124835.13),(78 125058.43),(79 125795.93),
(1 6842.6177),(2 21179.908),(3 36274.5),(4 48390.69),(5 57136.285),(6 63805.93),(7 68920.33),(8 73894.01),(9 78995.375),(10 84465.01),(11 89057.945),(12 92623.75),(13 94953.84),(14 96481.82),(15 97491.02),(16 97981.98),(17 99742.984),(18 102027.68),(19 104145.1),(20 105532.875),(21 106711.65),(22 107674.33),(23 109189.35),(24 110531.01),(25 112907.98),(26 116262.94),(27 118653.26),(28 120028.55),(29 121717.125),(30 122145.03),(31 121931.74),(32 120411.625),(33 118969.65),(34 118247.13),(35 118060.79),(36 117906.766),(37 118594.766),(38 120063.79),(39 121664.5),(40 123097.81),(41 124742.27),(42 126277.66),(43 126930.37),(44 127767.72),(45 128014.84),(46 128110.16),(47 128176.72),(48 128333.75),(49 127796.555),(50 127628.3),(51 127926.25),(52 128833.56),(53 129435.94),(54 129471.195),(55 128883.74),(56 128808.13),(57 128856.34),(58 129236.06),(59 129212.62),(60 128910.72),(61 128266.87),(62 127078.25),(63 127032.766),(64 127904.99),(65 128630.234),(66 128998.23),(67 128919.89),(68 128542.086),(69 128563.66),(70 128879.54),(71 129402.32),(72 129939.29),(73 131103.69),(74 132021.16),(75 132535.25),(76 132616.92),(77 132887.58),(78 132643.7),(79 133180.13),
(1 6601.148),(2 20503.176),(3 35285.81),(4 47695.613),(5 56678.414),(6 63027.004),(7 66856.664),(8 70670.08),(9 74406.83),(10 77778.42),(11 80503.77),(12 83580.664),(13 85667.85),(14 88008.6),(15 89608.46),(16 90902.41),(17 92606.336),(18 94425.36),(19 96645.86),(20 98825.1),(21 100403.78),(22 100824.86),(23 101062.15),(24 101226.484),(25 102343.38),(26 103823.484),(27 105109.14),(28 105451.414),(29 105897.86),(30 106550.02),(31 107568.92),(32 107824.8),(33 107880.23),(34 107807.81),(35 108552.125),(36 109760.91),(37 110833.77),(38 111978.37),(39 112568.15),(40 112559.164),(41 112258.945),(42 112594.91),(43 112855.49),(44 113554.05),(45 113881.73),(46 114743.71),(47 115905.195),(48 116892.25),(49 117075.09),(50 117157.2),(51 116729.64),(52 116764.42),(53 117128.07),(54 117360.91),(55 117139.3),(56 117135.54),(57 117809.734),(58 118951.125),(59 119402.08),(60 119868.92),(61 119936.76),(62 120658.734),(63 121626.64),(64 121547.69),(65 121573.484),(66 121895.77),(67 122499.336),(68 122888.97),(69 123522.3),(70 124230.37),(71 124665.516),(72 124390.1),(73 123944.12),(74 123657.055),(75 123620.36),(76 123480.24),(77 123894.734),(78 124407.07),(79 124788.31),
(1 6981.5576),(2 21930.232),(3 37295.203),(4 49032.36),(5 56941.89),(6 63229.188),(7 68889.09),(8 74803.83),(9 79736.87),(10 83226.9),(11 85506.625),(12 87674.52),(13 89443.18),(14 91797.734),(15 94320.62),(16 96865.76),(17 99566.23),(18 101579.88),(19 102965.09),(20 103542.664),(21 104257.71),(22 104585.734),(23 104793.234),(24 105037.266),(25 105519.375),(26 106420.734),(27 107627.66),(28 108087.26),(29 108363.86),(30 108837.5),(31 109529.164),(32 110047.82),(33 111033.805),(34 111354.46),(35 110938.625),(36 109964.84),(37 109369.58),(38 109399.734),(39 109578.87),(40 109757.85),(41 109762.25),(42 109383.66),(43 108520.61),(44 107838.48),(45 108030.12),(46 109487.68),(47 110978.86),(48 112962.09),(49 114724.81),(50 115024.49),(51 113994.23),(52 113452.05),(53 113876.695),(54 114541.51),(55 115691.16),(56 116727.58),(57 117478.72),(58 117450.32),(59 117070.375),(60 117690.82),(61 118922.84),(62 120192.625),(63 121099.24),(64 121523.11),(65 121405.2),(66 121168.14),(67 120432.2),(68 119277.45),(69 117562.15),(70 115255.5),(71 114259.93),(72 113440.92),(73 112572.77),(74 111590.055),(75 110977.08),(76 111107.6),(77 111446.46),(78 112033.41),(79 113300.195),
(1 6767.6396),(2 21064.58),(3 35472.95),(4 46645.29),(5 54965.47),(6 61755.27),(7 67744.555),(8 73205.92),(9 77762.43),(10 82122.164),(11 85828.266),(12 89071.875),(13 91642.64),(14 94170.39),(15 96521.57),(16 99494.055),(17 103418.875),(18 106200.445),(19 107760.21),(20 108462.1),(21 109312.664),(22 111071.6),(23 113412.53),(24 115607.58),(25 117356.82),(26 118055.12),(27 119062.96),(28 120124.62),(29 121281.195),(30 121789.914),(31 121654.086),(32 120778.37),(33 120362.39),(34 119860.62),(35 119388.266),(36 118768.4),(37 118430.51),(38 118612.75),(39 117933.2),(40 116762.39),(41 115355.82),(42 114350.96),(43 113927.7),(44 113043.23),(45 111015.78),(46 109614.234),(47 109180.586),(48 109316.4),(49 109443.5),(50 109774.32),(51 109149.57),(52 108547.805),(53 108131.44),(54 107899.44),(55 107931.54),(56 108181.07),(57 108286.01),(58 108436.54),(59 108598.18),(60 109186.85),(61 109424.06),(62 110045.73),(63 110941.46),(64 111727.89),(65 112540.11),(66 113392.56),(67 113557.46),(68 113849.44),(69 114373.555),(70 114337.37),(71 114871.04),(72 115379.94),(73 115999.734),(74 116147.734),(75 116342.82),(76 115928.37),(77 115885.81),(78 115937.44),(79 116248.82),
(1 6739.779),(2 21195.197),(3 35621.566),(4 46777.617),(5 54995.383),(6 61673.063),(7 67262.29),(8 72284.766),(9 75938.195),(10 79031.7),(11 81333.414),(12 83943.31),(13 86173.32),(14 89193.65),(15 92280.01),(16 94318.766),(17 95436.17),(18 95562.72),(19 95282.125),(20 94923.64),(21 95927.36),(22 97785.8),(23 99431.05),(24 100930.945),(25 102887.875),(26 104732.57),(27 106631.26),(28 108287.81),(29 109371.055),(30 109674.09),(31 109841.2),(32 110010.51),(33 110338.27),(34 110217.234),(35 110359.93),(36 110472.27),(37 110859.11),(38 110902.766),(39 110122.17),(40 109472.67),(41 109618.91),(42 110020.8),(43 109750.99),(44 109676.9),(45 109753.37),(46 109999.69),(47 110170.516),(48 110370.99),(49 110257.26),(50 110946.87),(51 111734.484),(52 112744.51),(53 113579.87),(54 113447.82),(55 112487.55),(56 112213.92),(57 111950),(58 112517.055),(59 112525.2),(60 112897),(61 113154.38),(62 113796.33),(63 114321.74),(64 114419.25),(65 114626.03),(66 114491.125),(67 114883.23),(68 114872.84),(69 114911.766),(70 115075.1),(71 115769.49),(72 116640.41),(73 117257.766),(74 117017.17),(75 117117.57),(76 117481.8),(77 118102.07),(78 118359.39),(79 118227.17),
(1 6760.014),(2 21060.53),(3 35762.496),(4 47521.36),(5 55362.78),(6 61452.133),(7 66732.34),(8 71634.68),(9 75449.77),(10 78655.4),(11 80779.42),(12 83035.836),(13 85352.96),(14 87841.54),(15 90531.445),(16 93114.38),(17 95632.96),(18 97837.56),(19 99828.44),(20 100954.23),(21 102300.914),(22 103874.266),(23 105609.92),(24 106103.836),(25 106103.086),(26 105937.22),(27 105924.31),(28 105979.664),(29 106827.664),(30 107821.35),(31 108947.95),(32 110214.95),(33 110700.05),(34 110639.34),(35 111055.01),(36 111540.89),(37 112435.766),(38 113624.37),(39 113945.54),(40 113919.07),(41 114259.25),(42 114846.66),(43 115298.99),(44 116448.445),(45 117691.016),(46 118749.4),(47 118928.15),(48 118702.31),(49 118524.95),(50 118382.39),(51 118607.38),(52 119457.22),(53 120281.25),(54 120277.2),(55 118915.61),(56 117261.89),(57 115763.99),(58 115691.99),(59 116049.46),(60 116328.805),(61 116035.72),(62 114885.63),(63 113760.695),(64 113240.56),(65 113133.28),(66 112717.484),(67 112574.64),(68 112146.59),(69 112136.42),(70 112689.66),(71 113592.31),(72 113449.89),(73 112524.68),(74 111360.37),(75 110857.68),(76 110672.305),(77 110611.85),(78 110244.516),(79 109890.19),
(1 6904.5137),(2 21078.826),(3 34494.324),(4 43952.6),(5 51001.184),(6 57873.016),(7 63611.79),(8 67601.09),(9 70537.586),(10 73437.52),(11 75917.16),(12 77849.37),(13 79199.305),(14 80653.336),(15 82474.74),(16 83703.766),(17 85038.82),(18 86252.12),(19 87946.49),(20 89373.516),(21 90205.29),(22 90841.14),(23 91836.15),(24 92906.29),(25 94611.43),(26 96097.32),(27 97468.96),(28 97887.84),(29 98120.875),(30 97913.64),(31 98038.95),(32 98186.14),(33 98115.6),(34 97144.91),(35 96544.11),(36 96933.58),(37 97904.48),(38 99043.09),(39 99023.82),(40 98953.43),(41 98755.63),(42 98959.38),(43 98976.93),(44 98600.56),(45 97369.25),(46 96677.85),(47 96519.65),(48 96790.305),(49 96353.055),(50 96332.19),(51 95634.37),(52 95282.516),(53 95920.336),(54 97249.28),(55 98099.09),(56 98309.16),(57 98582.12),(58 99347.58),(59 100636.26),(60 101808.95),(61 103181.8),(62 103956.65),(63 104338.92),(64 103851.914),(65 103034.87),(66 102617.55),(67 102513.49),(68 102159.17),(69 102196.39),(70 103168.984),(71 104740.53),(72 105884.01),(73 106315.44),(74 106273.32),(75 105823.47),(76 104664.21),(77 103816.44),(78 103016.766),(79 103146.12),
(1 6240.1255),(2 19163.822),(3 31873.795),(4 41403.582),(5 48528.48),(6 54415.563),(7 58663.617),(8 62294.777),(9 65130.523),(10 67869.76),(11 70519.75),(12 72716.95),(13 74135.336),(14 75962.15),(15 78656.266),(16 81311.3),(17 83520.54),(18 84888.63),(19 86536.734),(20 87794.125),(21 88539.17),(22 88628.25),(23 88993.2),(24 89024.38),(25 89219.14),(26 89420.336),(27 90280.4),(28 90833.25),(29 91264.63),(30 91425.41),(31 91574.91),(32 92047.79),(33 92629.266),(34 93269.67),(35 93791.61),(36 93674.58),(37 93981.28),(38 94907.08),(39 95371.9),(40 95585.46),(41 95880.02),(42 96566.25),(43 96864.25),(44 96785.7),(45 96502.5),(46 95960.61),(47 95329.77),(48 95463.54),(49 95512.22),(50 95877.62),(51 95631.76),(52 95593.836),(53 95746),(54 96549.18),(55 96660.01),(56 97059.87),(57 97505.41),(58 97840.375),(59 98557.266),(60 98893.9),(61 99292.375),(62 99344.28),(63 99994.17),(64 100407.83),(65 101221.945),(66 101866.96),(67 102214.93),(68 102355.12),(69 103290.03),(70 104262.555),(71 104679.81),(72 104702.1),(73 105133.836),(74 105124.164),(75 105230.82),(76 104965.92),(77 104902.36),(78 104727.7),(79 104988.484),
(1 6745.449),(2 20543.715),(3 33832.656),(4 43224.61),(5 49479.727),(6 54786.33),(7 58861.598),(8 62398.2),(9 65627.56),(10 68999.62),(11 72091.92),(12 74939.91),(13 77116.36),(14 78955.65),(15 80709.66),(16 82017.9),(17 83612.234),(18 85132.055),(19 86197.22),(20 86517.09),(21 87716.1),(22 89498.21),(23 91148.375),(24 91523.44),(25 91337.82),(26 91186.516),(27 91161.84),(28 90798.18),(29 91217.69),(30 91880.49),(31 92428.92),(32 92700.64),(33 93175.66),(34 93268.01),(35 93292.16),(36 93010.13),(37 93644.79),(38 94776.05),(39 95911.59),(40 96125.21),(41 95610.27),(42 95647.05),(43 95220.945),(44 95133.766),(45 95009.65),(46 94485.89),(47 93690.03),(48 92950.6),(49 91656.06),(50 90749.09),(51 90369.81),(52 90268.875),(53 89885.805),(54 89656.3),(55 89386.44),(56 89260.766),(57 89018.47),(58 89364.984),(59 89454.14),(60 89597.266),(61 90204.49),(62 90736.74),(63 91438.1),(64 92416.95),(65 93805.03),(66 95047.49),(67 96217.89),(68 96396.25),(69 96794.29),(70 96607.82),(71 96388.055),(72 95942.51),(73 96027.54),(74 96612.16),(75 97570.79),(76 98269.86),(77 98485.47),(78 98361.38),(79 98702.75),
(1 6490.655),(2 19765.361),(3 32499.186),(4 41334.395),(5 47190.113),(6 52145.51),(7 55944.156),(8 59307.39),(9 61835.65),(10 64374.703),(11 66412.85),(12 68337.6),(13 69878.58),(14 71355.78),(15 72875.91),(16 74315.54),(17 75595.85),(18 76236.78),(19 76964.31),(20 77835.3),(21 79266.305),(22 80841.805),(23 82536.695),(24 82765.32),(25 82913.8),(26 83338.26),(27 83862.02),(28 84118.2),(29 84394.98),(30 84434.164),(31 84417.36),(32 84258.625),(33 84646.555),(34 85364.82),(35 85984.47),(36 86093.01),(37 85957.01),(38 85928.4),(39 85472.836),(40 85515.695),(41 85286.6),(42 85791.13),(43 87124.414),(44 88486.51),(45 89557.29),(46 90000.94),(47 89736.78),(48 89495.91),(49 89557.27),(50 90086.016),(51 90309.17),(52 90772.54),(53 90241.555),(54 90074.43),(55 90429.38),(56 91322.19),(57 92315.09),(58 93091.43),(59 92925.27),(60 92739.04),(61 92493.81),(62 91927.6),(63 91909.05),(64 91891.516),(65 91930.03),(66 91784.23),(67 91842.234),(68 91585.74),(69 91900.516),(70 91892.53),(71 91781.6),(72 90698.98),(73 90233.36),(74 90429.73),(75 91313.27),(76 92377.08),(77 93337.64),(78 93689.766),(79 94208.68),
(1 5952.773),(2 17969.877),(3 29680.063),(4 38889.53),(5 45272.293),(6 50513.355),(7 54559.215),(8 58383.496),(9 61539.59),(10 64681.645),(11 67004.14),(12 68728.67),(13 70364.04),(14 71931.18),(15 74047.86),(16 75529.82),(17 76573.76),(18 76857.305),(19 77086.945),(20 77619.99),(21 78935.58),(22 80599.734),(23 82353.484),(24 83735.45),(25 85017.34),(26 85942.4),(27 86926.2),(28 86983.58),(29 86716.96),(30 85972.34),(31 85101.94),(32 84231.266),(33 84394.33),(34 84705.055),(35 85131.98),(36 84892.305),(37 84843.4),(38 84891.61),(39 84690.01),(40 84706.88),(41 84854.82),(42 85486.6),(43 85620.7),(44 86012.88),(45 86871.47),(46 88265.47),(47 89976.67),(48 90650.836),(49 90480.086),(50 90654.44),(51 90115.34),(52 89681.695),(53 89384.55),(54 89725.36),(55 89804.07),(56 89754.79),(57 89283.28),(58 88602.72),(59 87423.164),(60 86830.086),(61 86977.8),(62 87445.664),(63 88132.47),(64 88218.586),(65 88577.13),(66 88851.48),(67 89175.266),(68 89390.8),(69 89641.96),(70 89408.984),(71 89123.2),(72 88538.766),(73 88220.93),(74 88356.61),(75 88627.97),(76 88348.28),(77 88223.29),(78 87737.55),(79 87363.79),
(1 6041.985),(2 18235.342),(3 29950.916),(4 38202.53),(5 43587.8),(6 48305.363),(7 52810.313),(8 57224.934),(9 60661.88),(10 63129.76),(11 64610.406),(12 65637.805),(13 66559.12),(14 68009.94),(15 69807.305),(16 71669.55),(17 73416.414),(18 74768.484),(19 75867.54),(20 76488.945),(21 77342.29),(22 78112.65),(23 79272.125),(24 81299.25),(25 83788.375),(26 85885.52),(27 87527.98),(28 88114.25),(29 87948.25),(30 87810.88),(31 88330.336),(32 88654.44),(33 88865.1),(34 89304.18),(35 89905.38),(36 90035.94),(37 90233.59),(38 90095.914),(39 89789.09),(40 90224.88),(41 91026.46),(42 91571.414),(43 91437.1),(44 91616.22),(45 91179.44),(46 91154.84),(47 91220.94),(48 91007.79),(49 90231.66),(50 89917.77),(51 89268.625),(52 88600.16),(53 87957.23),(54 87416.73),(55 87507.4),(56 88655.31),(57 89879.23),(58 90553.29),(59 90300.41),(60 90205.94),(61 90655.88),(62 91577.44),(63 91689.34),(64 90659.65),(65 89819.88),(66 89342.52),(67 89690.445),(68 90274.68),(69 90568.125),(70 91023.28),(71 91945.79),(72 92212.72),(73 92307.75),(74 92264.15),(75 92420.87),(76 92364.586),(77 92517.62),(78 92628.97),(79 92618.5),
(1 5926.0947),(2 17830.982),(3 29112.873),(4 37270.09),(5 42626.434),(6 47431.58),(7 51890.82),(8 55430.13),(9 57597.164),(10 59654.07),(11 61503.19),(12 64080.21),(13 66521.06),(14 69464.52),(15 71968.81),(16 73524.83),(17 75097.125),(18 76368.27),(19 77914.96),(20 79898.625),(21 81540.42),(22 82343.7),(23 83266.55),(24 84234.77),(25 85199.55),(26 86279.94),(27 87417.64),(28 88401.63),(29 89026.81),(30 89203.71),(31 89143.734),(32 88930.17),(33 88639.45),(34 87409.25),(35 86588.89),(36 85903.234),(37 85452.805),(38 85048.26),(39 84114.234),(40 83345.03),(41 83332.91),(42 83647.38),(43 83612.38),(44 84162.22),(45 83998.42),(46 83111.49),(47 82290.625),(48 82302.93),(49 82273.664),(50 82201.83),(51 81848.305),(52 82101.56),(53 82711.91),(54 83625.41),(55 84641.48),(56 85827.94),(57 86915.1),(58 87851.75),(59 88222.11),(60 88006.055),(61 87975.91),(62 88032.77),(63 88342.07),(64 88362.9),(65 88202.71),(66 87960.27),(67 88041.61),(68 87764.11),(69 87347.61),(70 87134.44),(71 86923.83),(72 86458.45),(73 86569.35),(74 87334.3),(75 88961.22),(76 90229.28),(77 90269.586),(78 89499.6),(79 88939.2),
(1 6264.87),(2 18767.023),(3 30448.086),(4 38975.742),(5 44765.15),(6 49983.883),(7 54808.754),(8 58870.523),(9 62091.582),(10 65105.12),(11 67405.69),(12 69325.3),(13 70917.86),(14 72697.78),(15 74393.62),(16 75727.89),(17 76731.18),(18 77371.875),(19 78240.15),(20 78954.73),(21 80100.37),(22 81005.25),(23 81832.01),(24 82084.016),(25 82483.875),(26 83015.83),(27 83596.586),(28 83937.98),(29 84793.945),(30 86040.6),(31 87101.164),(32 87682.2),(33 87638.81),(34 87632.78),(35 87814.11),(36 88482.19),(37 89303.35),(38 89363.125),(39 88740.195),(40 87967.97),(41 87702.1),(42 87554.21),(43 87592.664),(44 87808.2),(45 87590.516),(46 87740.266),(47 87941.6),(48 88366.87),(49 88618.164),(50 89383.37),(51 89890.43),(52 89983.98),(53 89122.47),(54 88074.33),(55 87621.66),(56 88529.88),(57 89282.734),(58 89820.33),(59 89910.64),(60 89540.01),(61 89864.78),(62 89753.47),(63 89435.95),(64 88581.96),(65 88896.13),(66 89390.03),(67 89680.555),(68 89721.86),(69 89761.54),(70 89316.75),(71 88815.945),(72 88882.09),(73 89642.266),(74 90562.63),(75 91207.555),(76 90625.99),(77 89999.766),(78 89490.164),(79 89338.086),
(1 6050.3457),(2 17906.46),(3 28667.326),(4 36265.246),(5 41284.203),(6 45645.035),(7 49586.895),(8 52982.883),(9 55650.063),(10 58517.58),(11 60520.53),(12 62182.414),(13 63419.24),(14 64463.938),(15 64708.9),(16 65132.285),(17 66567.14),(18 68326.69),(19 69817.98),(20 70970.06),(21 71855.02),(22 72052.37),(23 71898.54),(24 71464.69),(25 71788.62),(26 73033.46),(27 74675.28),(28 75399.46),(29 75622.36),(30 75192.25),(31 75362.84),(32 75427.23),(33 75470.95),(34 75610.23),(35 76517.06),(36 78062.29),(37 79300.96),(38 80959.21),(39 81657.77),(40 82205.805),(41 82409.305),(42 82576.73),(43 82465.07),(44 82531.11),(45 83431.375),(46 83810.44),(47 84050.266),(48 84206.33),(49 83388.74),(50 82928.984),(51 83410.25),(52 84235.875),(53 84862.586),(54 85301.35),(55 85828.94),(56 86650.69),(57 87654.92),(58 88735.43),(59 88466.59),(60 88390.266),(61 87694.73),(62 87138.86),(63 86992.36),(64 86900.664),(65 86573.16),(66 85776.79),(67 85167.81),(68 84523.664),(69 84316.28),(70 83831.94),(71 82995.01),(72 82858.11),(73 83537.83),(74 84140.16),(75 84495.16),(76 84789.25),(77 85611.03),(78 85822.83),(79 85379.87),
