1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12460.925),(2 38594.375),(3 82836.55),(4 138076.17),(5 189849.02),(6 252605.31),(7 310120.4),(8 355564),(9 376147.9),(10 395388.22),(11 403362.6),(12 417132.97),(13 439134),(14 474438.34),(15 530296.2),(16 596251.8),(17 672465.5),(18 730589.56),(19 793560.56),(20 850071),(21 924077.25),(22 987805.44),(23 1052460.4),(24 1110100),(25 1177595),(26 1265560),(27 1355511.6),(28 1450391.4),(29 1565004),(30 1696886),(31 1826081.4),(32 1977145.5),(33 2115855.8),(34 2246458.3),(35 2381271.5),(36 2513809),(37 2636530),(38 2774607.3),(39 2925511.8),(40 3062229),(41 3209854),(42 3369591),(43 3568228.8),(44 3799613.3),(45 4066123.3),(46 4347657),(47 4686498),(48 4996378.5),(49 5303637.5),(50 5606036),(51 5881550.5),(52 6137165.5),(53 6391484),(54 6636868),(55 6897182.5),(56 7142656),(57 7433048),(58 7748334.5),(59 8071314),(60 8394453),(61 8787516),(62 9184239),(63 9587505),(64 9971857),(65 10313417),(66 10616116),(67 10887907),(68 11103641),(69 11322101),(70 11504429),(71 11661707),(72 11804987),(73 11970392),(74 12144545),(75 12316685),(76 12500624),(77 12682687),(78 12866611),(79 13055405),
(1 8064.9556),(2 21179.068),(3 30606.014),(4 35458.016),(5 36434.348),(6 35765.223),(7 35665.637),(8 36313.773),(9 37420.133),(10 39017.07),(11 39961.914),(12 40201.4),(13 39574.84),(14 39433.406),(15 40222.3),(16 41862.254),(17 43062.754),(18 43506.188),(19 43996.63),(20 44324.145),(21 45291.44),(22 45297.24),(23 44010.543),(24 42746.34),(25 43190.348),(26 44702.58),(27 46395.156),(28 46834.68),(29 46955.195),(30 46421.055),(31 45976.527),(32 45684.63),(33 46313.29),(34 47407.914),(35 47148.348),(36 45921.188),(37 44849.086),(38 43857.84),(39 44132.844),(40 44837.004),(41 45252.863),(42 45301.168),(43 45037.594),(44 45171.746),(45 46055.094),(46 47621.1),(47 49442.71),(48 49903.992),(49 49435.203),(50 48278.17),(51 47276.883),(52 47470.168),(53 48698.008),(54 50305.03),(55 50842.1),(56 50568.08),(57 50003.375),(58 49741.168),(59 50207.477),(60 50545.92),(61 51009),(62 51458.63),(63 51493.152),(64 51292.28),(65 50505.734),(66 50184.26),(67 50054.527),(68 50058.313),(69 50169.406),(70 49585.5),(71 49327.676),(72 49549.66),(73 50437.46),(74 51091.22),(75 51265.34),(76 50628.45),(77 49900.965),(78 49509.492),(79 49912.855),
(1 8143.4517),(2 21652.113),(3 31242.598),(4 35542.918),(5 35862.215),(6 35040.973),(7 35092.684),(8 36095.25),(9 38248.9),(10 40539.637),(11 41015.965),(12 40224.45),(13 39359.027),(14 38721.547),(15 39316.684),(16 40392.836),(17 41388.043),(18 42811.336),(19 43790.06),(20 44033.51),(21 44956.914),(22 45318.363),(23 44176.316),(24 43454.824),(25 44085.027),(26 44690.84),(27 45147.36),(28 45888.668),(29 46264.664),(30 45659.3),(31 44938.676),(32 44637.734),(33 44833.156),(34 45458.01),(35 45459.543),(36 44197.492),(37 42877.75),(38 41943.69),(39 41790.82),(40 41557.594),(41 41868.027),(42 42251.203),(43 42115.66),(44 42109.316),(45 41922.914),(46 42062.93),(47 43172.438),(48 42926.88),(49 42756.055),(50 42125.72),(51 41415.3),(52 41637.723),(53 42814.05),(54 43805.617),(55 44571.9),(56 45186.215),(57 45292.742),(58 45122.914),(59 45288.84),(60 45327.85),(61 45580.25),(62 46253.49),(63 46821.457),(64 47271.574),(65 47111.55),(66 46956.074),(67 46591.723),(68 45525.582),(69 45131.62),(70 45545),(71 46198.555),(72 47561.77),(73 48869.797),(74 49449.758),(75 49178.473),(76 48728.34),(77 48778.453),(78 48202.906),(79 48439.043),
(1 8214.464),(2 21942.057),(3 31674.97),(4 35638.53),(5 35661.72),(6 35311.684),(7 35472.727),(8 35779.113),(9 36969.973),(10 38280.54),(11 39206.992),(12 39597.797),(13 38958.457),(14 38617.535),(15 39083.19),(16 40106.67),(17 41243.867),(18 42168.48),(19 42243.37),(20 42084.676),(21 42289.426),(22 42644.016),(23 42215.85),(24 42389.402),(25 43484.96),(26 43967.71),(27 43744.56),(28 44303.867),(29 44032.07),(30 42745.46),(31 41900.457),(32 42178.78),(33 42599.637),(34 43009.41),(35 43273.203),(36 42667.434),(37 42244.594),(38 41853.773),(39 41911.3),(40 41813.375),(41 42310.633),(42 43056.695),(43 42827.746),(44 42160.066),(45 41798.58),(46 41354.992),(47 41419.113),(48 41171.438),(49 41430.54),(50 41510.656),(51 41496.617),(52 42171.94),(53 43015.984),(54 43986.17),(55 44988.21),(56 44992.918),(57 45490.05),(58 45708.66),(59 45999.836),(60 46805.004),(61 47615.992),(62 48143.02),(63 48691.93),(64 49022.41),(65 47893.37),(66 46332.586),(67 45453.574),(68 44699.344),(69 44863.52),(70 45242.46),(71 45695.523),(72 47092.723),(73 47299.17),(74 46406.664),(75 44729.664),(76 43565.625),(77 44046.797),(78 44590.582),(79 44877.785),
(1 7681.379),(2 20441.063),(3 29348.215),(4 33200.934),(5 33834.273),(6 33280.402),(7 33298.527),(8 33554.26),(9 34607.395),(10 36410.668),(11 38207.56),(12 39194.39),(13 38529.055),(14 37980.76),(15 37110.504),(16 37443.125),(17 38540.46),(18 39595.402),(19 40073.37),(20 40229.613),(21 39949.93),(22 39853.51),(23 39189.582),(24 39769),(25 40749.723),(26 41527.668),(27 41611.934),(28 41577.816),(29 41598.008),(30 41088.33),(31 41201.992),(32 41582.426),(33 41128.906),(34 41131.77),(35 41582.586),(36 41826.344),(37 42450.105),(38 43349.88),(39 44247.15),(40 44216.29),(41 43899.195),(42 43599.03),(43 43089.03),(44 42843.434),(45 42544.156),(46 42564.598),(47 42508.297),(48 42083.547),(49 42252.344),(50 42800.043),(51 43222.336),(52 44284.164),(53 44957.68),(54 45670.813),(55 45716.71),(56 45048.516),(57 45016.33),(58 45248.664),(59 45581.816),(60 45888.273),(61 46030.48),(62 46007.38),(63 46301.863),(64 46344.586),(65 46331.35),(66 46191.09),(67 46889.984),(68 46949.336),(69 47247.96),(70 47329.35),(71 47465.18),(72 47384.64),(73 46767.99),(74 46656.004),(75 46331.273),(76 45157.344),(77 44873.582),(78 45137.746),(79 45581.727),
(1 6975.5664),(2 18112.43),(3 25537.316),(4 29121.904),(5 30376.922),(6 30459.307),(7 31215.004),(8 31785.281),(9 31959.514),(10 33120.793),(11 34250.977),(12 35077.625),(13 35001.492),(14 35194.69),(15 34920.176),(16 34860.2),(17 34838.926),(18 35079.758),(19 35067.887),(20 34933.527),(21 34542.633),(22 34194.23),(23 34092.52),(24 35380.246),(25 36485.41),(26 37018.848),(27 37358.887),(28 37783.566),(29 38576.582),(30 39680.426),(31 40650.242),(32 40978.938),(33 40831.81),(34 40454.625),(35 39985.23),(36 39869.93),(37 40075.83),(38 40256.793),(39 40945.72),(40 41365.99),(41 41447.2),(42 41738.918),(43 42318.34),(44 42241.39),(45 41660.973),(46 40651.023),(47 39312.098),(48 39108.395),(49 40008.164),(50 40217.97),(51 39865.09),(52 40130.563),(53 40964.277),(54 41039.63),(55 41103.38),(56 41412.21),(57 42099.438),(58 42708.332),(59 43106.67),(60 43245.027),(61 43564.95),(62 43591.535),(63 43271.01),(64 42177.5),(65 41996.273),(66 42529.54),(67 43045.535),(68 43088.85),(69 43361.816),(70 43967.906),(71 43927.438),(72 43933.473),(73 44002.45),(74 44243.906),(75 44309.426),(76 43947.727),(77 44029.992),(78 43982.895),(79 44399.98),
(1 7295.4688),(2 18764.361),(3 26352.725),(4 29769.514),(5 30678.486),(6 30569.24),(7 31148.355),(8 32237.37),(9 33212.98),(10 34112.105),(11 34104.95),(12 34582.273),(13 34430.71),(14 34721.38),(15 34593.383),(16 34051.71),(17 33792.156),(18 34446.668),(19 35862.523),(20 36518.11),(21 36492.785),(22 36054.555),(23 36076.668),(24 36890.25),(25 37507.305),(26 37506.35),(27 37079.965),(28 37027.97),(29 37319.156),(30 37545.547),(31 37868.44),(32 38380.133),(33 38769.03),(34 38752.348),(35 38763.867),(36 38776.438),(37 38808.07),(38 38678.465),(39 38764.53),(40 38822.46),(41 39035.344),(42 39533.773),(43 39743.504),(44 38774.11),(45 37278.64),(46 35991.1),(47 35659.33),(48 36851.746),(49 37785.715),(50 38493.25),(51 39157.69),(52 39487.613),(53 40234.934),(54 40889.313),(55 41396.066),(56 41078.64),(57 40826.46),(58 40745.56),(59 40812.902),(60 41016.13),(61 41558.97),(62 40979.3),(63 40653.836),(64 40289.867),(65 40677.574),(66 41181.71),(67 40876.938),(68 40881.688),(69 40961.25),(70 40975.383),(71 40796.56),(72 40494.777),(73 40894.867),(74 41364.727),(75 41316.754),(76 41060.906),(77 40616.53),(78 40262.367),(79 40440.44),
(1 7699.9966),(2 19559.21),(3 27874.729),(4 31598.58),(5 33140.023),(6 33473.438),(7 33725.938),(8 34698.76),(9 35879.516),(10 36389.64),(11 35844.68),(12 36536.523),(13 36610.31),(14 36795.23),(15 36263.31),(16 36110.656),(17 36526.72),(18 37653.863),(19 39780.54),(20 39736.785),(21 38831.613),(22 37834.594),(23 37427.656),(24 37911.426),(25 38242.22),(26 38305.867),(27 38185.39),(28 38822.68),(29 39149.145),(30 39304.83),(31 39672.297),(32 40252.746),(33 40138.207),(34 39874.55),(35 39638.84),(36 39316.063),(37 38942.87),(38 38825.633),(39 39276.36),(40 39660.72),(41 39849.8),(42 40068.25),(43 40054.344),(44 39078.023),(45 37791.617),(46 36752.88),(47 37160.25),(48 38824.66),(49 40196.617),(50 41073.47),(51 41336.418),(52 41260.66),(53 40620.16),(54 40577.453),(55 40850.883),(56 40823.1),(57 41013.836),(58 41206.43),(59 41544.926),(60 41589.56),(61 41183.28),(62 40678.008),(63 41062.773),(64 41035.957),(65 40919.457),(66 40759.676),(67 41260.81),(68 42646.34),(69 43166.074),(70 42833.543),(71 41795.043),(72 40526.98),(73 40248.492),(74 40514.61),(75 40934.84),(76 41325.086),(77 41487.477),(78 41314.4),(79 42020.26),
(1 7666.1934),(2 19188.078),(3 26601.846),(4 29366.521),(5 30230.74),(6 30202.428),(7 30496.38),(8 30883.12),(9 31564.521),(10 32694.617),(11 32822.71),(12 33950.227),(13 34421.945),(14 34437.49),(15 34349.58),(16 34302.043),(17 34465.613),(18 35748.64),(19 37318.156),(20 37385.836),(21 36890.992),(22 35422.902),(23 34636.055),(24 35075.184),(25 35918.504),(26 36444.445),(27 36581.29),(28 36747.105),(29 36615.246),(30 37006.902),(31 37812.535),(32 38167.16),(33 37648.855),(34 36933.3),(35 36746.914),(36 36526.523),(37 36256.207),(38 35876.082),(39 36077.383),(40 36759.234),(41 37735.695),(42 38256.938),(43 37943.277),(44 37225.84),(45 36600.113),(46 36157.047),(47 36757.664),(48 38018.848),(49 38662.848),(50 38276.945),(51 38325.434),(52 38807.492),(53 39397.723),(54 40142.43),(55 40112.664),(56 39441.19),(57 38844.727),(58 39042.293),(59 40066.715),(60 41194.066),(61 41598.09),(62 41562.67),(63 40305.035),(64 38431.445),(65 37541.563),(66 37980.418),(67 39311.617),(68 40288.734),(69 40601.605),(70 40472.406),(71 39827.508),(72 40171.02),(73 40941.688),(74 41827.67),(75 42121.79),(76 42227.098),(77 42539.09),(78 42671.055),(79 42355.97),
(1 7159.284),(2 17762.71),(3 24263.857),(4 26439.555),(5 27273.174),(6 28212.504),(7 28814.77),(8 28864.082),(9 29279.225),(10 30350.426),(11 30714.898),(12 31575.541),(13 31836.693),(14 32212.482),(15 33186.586),(16 33195.586),(17 32893.395),(18 32834.324),(19 33014.516),(20 33118.18),(21 32920.9),(22 32248.88),(23 32022.459),(24 32555.848),(25 32985.855),(26 33189.09),(27 32697.191),(28 31825.742),(29 32204.12),(30 33199.668),(31 34301.434),(32 34599.445),(33 34214.715),(34 33760.563),(35 34309.02),(36 34607.055),(37 33955.797),(38 33341.156),(39 33870.188),(40 34469.875),(41 34843.34),(42 35445.79),(43 36312.48),(44 37117.156),(45 37121.242),(46 36940.277),(47 37393.703),(48 38212.88),(49 37987.49),(50 37052.926),(51 36407.777),(52 35915.527),(53 36015.934),(54 36416.258),(55 36718.715),(56 37020.105),(57 37397.293),(58 37830.64),(59 38764.24),(60 39433.44),(61 39419.66),(62 39197.223),(63 38399.918),(64 37249.688),(65 36986.82),(66 37341.594),(67 37554.617),(68 37972.332),(69 37614.336),(70 36638.145),(71 35995.35),(72 36029.01),(73 36288.44),(74 36521.2),(75 36037.523),(76 35315.42),(77 35462.945),(78 35811.496),(79 36289.605),
(1 6668.054),(2 16781.256),(3 22849.46),(4 24825.398),(5 25091.725),(6 25717.223),(7 26463.277),(8 27200.95),(9 27953.58),(10 28764.45),(11 29245.523),(12 29899.283),(13 29898.41),(14 30472.025),(15 31340.967),(16 31491.965),(17 31231.477),(18 30760.059),(19 30415.162),(20 30203.781),(21 30434.248),(22 30374.412),(23 30994.246),(24 32508.393),(25 33102.29),(26 32678.303),(27 32323.316),(28 31521.05),(29 31852.45),(30 32448.643),(31 32868.926),(32 32783.438),(33 32689.56),(34 32356.445),(35 32355.746),(36 32305.475),(37 31762.494),(38 31401.11),(39 32093.58),(40 32626.936),(41 33146.953),(42 33478.06),(43 34115.902),(44 33720.84),(45 33618.863),(46 33735.863),(47 34137.188),(48 34597.27),(49 34763.574),(50 34582.324),(51 34565.906),(52 34760.88),(53 35049.12),(54 35248.523),(55 35198.414),(56 35400.387),(57 35802.305),(58 36529.027),(59 37356.824),(60 36910.008),(61 36370.14),(62 36779.613),(63 36934.395),(64 36085.863),(65 35757.375),(66 35464.9),(67 35489.207),(68 35258.656),(69 34648.04),(70 34434.547),(71 34982.836),(72 35320.207),(73 35282.453),(74 34700.133),(75 34007.344),(76 34099.863),(77 34710.156),(78 34585.05),(79 34412.645),
(1 6578.8047),(2 16437.646),(3 22761.646),(4 25203.107),(5 25654.305),(6 26046.707),(7 26779.164),(8 27475.668),(9 27958.596),(10 28566.664),(11 29462.021),(12 30037.064),(13 30172.137),(14 30131.945),(15 30668.979),(16 30975.336),(17 30969.24),(18 31333.99),(19 31607.473),(20 31520.732),(21 31220.8),(22 30712.137),(23 31406.883),(24 32351.777),(25 32874.26),(26 33292.41),(27 33860.652),(28 33502.57),(29 33638.277),(30 34273.21),(31 34871.074),(32 35006.066),(33 34721.707),(34 34631.625),(35 34537.28),(36 34084.234),(37 33074.258),(38 32592.604),(39 32617.191),(40 32941.08),(41 33230.996),(42 33771.777),(43 33875.86),(44 33413.055),(45 34036.53),(46 34728.594),(47 34913.816),(48 35078.383),(49 35256.715),(50 35163.44),(51 35087.13),(52 35236.008),(53 35383.336),(54 35960.844),(55 36117.277),(56 36041.55),(57 36169.563),(58 36145.418),(59 35741.53),(60 35060.348),(61 34884.62),(62 35176.563),(63 35569.59),(64 35334.098),(65 34875.86),(66 34699.266),(67 35078.63),(68 35396.94),(69 35000.027),(70 35107.063),(71 36253.81),(72 36938.31),(73 37049.168),(74 37085.37),(75 36559.785),(76 36304.746),(77 37180.55),(78 37118.39),(79 36787.45),
(1 6775.38),(2 16867.855),(3 23791.525),(4 26872.64),(5 27769.64),(6 27802.725),(7 27835.281),(8 27826.826),(9 28143.398),(10 28985.156),(11 29488.758),(12 29683.244),(13 30174.447),(14 30741.938),(15 31575.223),(16 31442.184),(17 31365.742),(18 31952.36),(19 32365.354),(20 32403.04),(21 31737.223),(22 31077.043),(23 31419.732),(24 31930.816),(25 32207.49),(26 32887.79),(27 33827.62),(28 34215.734),(29 34626.33),(30 34624.23),(31 34362.125),(32 34146.21),(33 34140.742),(34 34167.83),(35 34252.86),(36 33767.703),(37 33032.21),(38 32074.957),(39 32142.762),(40 33229.79),(41 34216.09),(42 35399.777),(43 35421.83),(44 34925.273),(45 35338.152),(46 35907.97),(47 36197.777),(48 36532.22),(49 36789.69),(50 36148.688),(51 35505.19),(52 35637.387),(53 35594.15),(54 35779.66),(55 35770.625),(56 36277.85),(57 36681.992),(58 36782.543),(59 36570.09),(60 36619.195),(61 36271.453),(62 36199.54),(63 35395.945),(64 34889.65),(65 35088.652),(66 35264.65),(67 35538.3),(68 35728.52),(69 35670.44),(70 35171.53),(71 35210.08),(72 35192.637),(73 35058.367),(74 35010.07),(75 34770.47),(76 34836.71),(77 34942.73),(78 34253.85),(79 33548.402),
(1 6468.1167),(2 15909.755),(3 22094.797),(4 24300.148),(5 24525.344),(6 24384.135),(7 24219.734),(8 23953.783),(9 24365.658),(10 25175.709),(11 25391.594),(12 25910.977),(13 26252.375),(14 26428.959),(15 26538.305),(16 26461.84),(17 27061.174),(18 27638.252),(19 27917.05),(20 28174.398),(21 27742.922),(22 27364.484),(23 27786.479),(24 28324.342),(25 28481.113),(26 28785.62),(27 28959.098),(28 29277.95),(29 29656.625),(30 29905.922),(31 29731.56),(32 28939.488),(33 28738.283),(34 29232.705),(35 29648.223),(36 29516.016),(37 28991.52),(38 28440.236),(39 28572.984),(40 29171.053),(41 29470.207),(42 29572.705),(43 29687.758),(44 29780.428),(45 30211.795),(46 30556.434),(47 30640.85),(48 31010.547),(49 31769.846),(50 31635.393),(51 30693.035),(52 30422.164),(53 30903.01),(54 31865.383),(55 32307.924),(56 32535.094),(57 33148.703),(58 33845.203),(59 34104.957),(60 33917.723),(61 33921.395),(62 33914.02),(63 33437.99),(64 33452.863),(65 33424.41),(66 33349.297),(67 33657.3),(68 34061.05),(69 34438.656),(70 34581.168),(71 34429.094),(72 33869.824),(73 33345.18),(74 32816.254),(75 32401.898),(76 31761.834),(77 31365.35),(78 31472.346),(79 31782.176),
(1 6591.4014),(2 16230.735),(3 22139.656),(4 24005.826),(5 23969.82),(6 23627.555),(7 23808.676),(8 24597.732),(9 25512.426),(10 26105.764),(11 26493.203),(12 26864.605),(13 26437.504),(14 26115.258),(15 25948.19),(16 26268.041),(17 27150.994),(18 28165.734),(19 28757.234),(20 29197.035),(21 28907.777),(22 28793.596),(23 29060.715),(24 28765.125),(25 28595.229),(26 28599.758),(27 28340.404),(28 28629.363),(29 29982.588),(30 30452.146),(31 29689.605),(32 28381.506),(33 27853.146),(34 28379.486),(35 29183.086),(36 29170.836),(37 28959.904),(38 29292.53),(39 30094.064),(40 30666.266),(41 30809.324),(42 30585.994),(43 30510.19),(44 30753.826),(45 31034.797),(46 30777.059),(47 30412.645),(48 30448.156),(49 30941.67),(50 30801.098),(51 30163.758),(52 29681.98),(53 29765.18),(54 30486.484),(55 31533.67),(56 32185.975),(57 33093.07),(58 33757.977),(59 33860.887),(60 33126.4),(61 32733.975),(62 33559.98),(63 33996.727),(64 34467.33),(65 34657.97),(66 34440.453),(67 34624.324),(68 34827.69),(69 34906.996),(70 35076.254),(71 34682.715),(72 34094.773),(73 34133.53),(74 34418.6),(75 34434.27),(76 33960.98),(77 33592.41),(78 33605.688),(79 33295.95),
(1 6370.5503),(2 15486.456),(3 21019.324),(4 22922.912),(5 23211.088),(6 23119.979),(7 23630.26),(8 24720.771),(9 25640.994),(10 26119.64),(11 26267.932),(12 26287.361),(13 26255.15),(14 26580.166),(15 27069.16),(16 27342.85),(17 27574.693),(18 27854.996),(19 27939.45),(20 28013.818),(21 27988.488),(22 27921.557),(23 28188.76),(24 27897.078),(25 28259.293),(26 28224.91),(27 27936.732),(28 28119.688),(29 28688.416),(30 28636.11),(31 28549.03),(32 28281.584),(33 28823.2),(34 29550.688),(35 29827.318),(36 29823.566),(37 29946.996),(38 29777.496),(39 29809.756),(40 30173.154),(41 30543.984),(42 30494.957),(43 30093.102),(44 29886.28),(45 29976.865),(46 29818.018),(47 29819.645),(48 30196.188),(49 30817.566),(50 31356.15),(51 31232.523),(52 30882.934),(53 30595.117),(54 30979.287),(55 31878.145),(56 32485.867),(57 32820.938),(58 32689.746),(59 32524.549),(60 32456.537),(61 32426.674),(62 32276.938),(63 31484.982),(64 31617.805),(65 32157.467),(66 32289.588),(67 32945.71),(68 33511.125),(69 33616.426),(70 33352.734),(71 33051.508),(72 33526.742),(73 34048.73),(74 34214.18),(75 34145.586),(76 33840.035),(77 33635.508),(78 33673.38),(79 33981.75),
(1 6409.043),(2 15737.507),(3 21255.613),(4 23126.041),(5 23532.975),(6 23503.18),(7 23716.977),(8 24575.482),(9 25646.205),(10 26098.623),(11 25633.129),(12 25139.766),(13 24923.83),(14 25847.287),(15 26880.475),(16 27462.432),(17 27903.361),(18 27875.516),(19 27643.197),(20 27156.732),(21 27195.97),(22 27742.717),(23 28392.01),(24 28534.693),(25 28420.81),(26 27862.41),(27 27354.613),(28 27596.906),(29 27973.19),(30 27854.713),(31 27853.484),(32 27802.523),(33 28075.748),(34 28552.293),(35 28893.084),(36 29024.707),(37 29043.236),(38 28570.342),(39 28542.094),(40 28654.262),(41 28400.193),(42 28461.598),(43 28561.902),(44 28429.951),(45 28389.07),(46 28358.54),(47 28088.59),(48 27966.709),(49 27724.246),(50 27735.242),(51 28150.922),(52 28144.162),(53 28218.93),(54 28165.336),(55 28210.594),(56 28597.535),(57 29210.568),(58 30008.742),(59 30913.926),(60 30941.336),(61 30572.316),(62 30431.59),(63 30659.922),(64 30985.041),(65 31132.885),(66 31141.607),(67 30886.574),(68 30760.56),(69 31519.246),(70 32314.588),(71 32491.926),(72 32576.56),(73 32500.56),(74 32053.393),(75 31971.607),(76 32073.842),(77 32055.123),(78 31712.57),(79 31447.855),
(1 5822.308),(2 14170.565),(3 19028.248),(4 20380.557),(5 20046.795),(6 19621.01),(7 19913.16),(8 21037.111),(9 22428.5),(10 23054.656),(11 22860.275),(12 22318.898),(13 21817.838),(14 22285.088),(15 22644.252),(16 23118.162),(17 23516.61),(18 23579.018),(19 23468.996),(20 23142.512),(21 23352.775),(22 23731.553),(23 24152.752),(24 24407.172),(25 24300.588),(26 24317.99),(27 24164.826),(28 24201.947),(29 24738.148),(30 24661.5),(31 24520.666),(32 24674.26),(33 25001.068),(34 25196.477),(35 25047.314),(36 24920.852),(37 25242.39),(38 25353.242),(39 25328.29),(40 24865.506),(41 25090.092),(42 25393.506),(43 25408.729),(44 24984.174),(45 25154.29),(46 25745.898),(47 25889.068),(48 26040.621),(49 25867.266),(50 26020.867),(51 26225.777),(52 26107.23),(53 25723.55),(54 25623.229),(55 25485.781),(56 25133.102),(57 25381.39),(58 25496.79),(59 25747.266),(60 26155.65),(61 26276.37),(62 26703.39),(63 27033.47),(64 28055.432),(65 28892.15),(66 29079.191),(67 28578.338),(68 28102.576),(69 28391.076),(70 29275.03),(71 29624.533),(72 29649.666),(73 29406.248),(74 29099.346),(75 28972.424),(76 28841.047),(77 29061.178),(78 29115.477),(79 29680.438),
