1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11376.867),(2 28079.172),(3 56472),(4 85299.68),(5 116210.01),(6 139714.64),(7 167494.48),(8 191225.92),(9 218667.75),(10 240342.42),(11 266153.4),(12 281354.1),(13 298776.4),(14 306820.1),(15 320425.75),(16 329667.34),(17 340800.34),(18 350834.97),(19 362642.34),(20 375368.6),(21 389878.9),(22 413684.16),(23 436875.53),(24 462768.4),(25 499585.28),(26 537118.2),(27 580913.2),(28 631932.94),(29 687568.2),(30 744389.44),(31 806020.94),(32 884477.5),(33 968706.3),(34 1055008.1),(35 1138207.6),(36 1223337.3),(37 1307221.5),(38 1391570),(39 1465005.5),(40 1531325.9),(41 1596453.1),(42 1655114.5),(43 1704234),(44 1741203.1),(45 1767597.6),(46 1784713.6),(47 1801920),(48 1817938),(49 1837209),(50 1844270.1),(51 1863112.4),(52 1871863.6),(53 1881275),(54 1872287.1),(55 1856789.9),(56 1842739),(57 1824072.5),(58 1810652.5),(59 1784267),(60 1765340.5),(61 1755196.6),(62 1758525.4),(63 1764823.6),(64 1769914),(65 1785064),(66 1791060),(67 1799189.6),(68 1808847.1),(69 1816664),(70 1828674.9),(71 1845216.4),(72 1854117.4),(73 1890347),(74 1918453.4),(75 1959969),(76 2009025.4),(77 2075282.6),(78 2136037.3),(79 2184034.8),
(1 2341.5925),(2 5476.421),(3 7098.611),(4 7520.017),(5 7773.6074),(6 7958.121),(7 7998.117),(8 8041.832),(9 7933.011),(10 7770.29),(11 7862.947),(12 8147.281),(13 8297.974),(14 8385.174),(15 8438.37),(16 8467.317),(17 8568.488),(18 8467.406),(19 8492.039),(20 8540.728),(21 8541.338),(22 8518.763),(23 8480.775),(24 8590.9795),(25 8756.284),(26 8909.769),(27 9013.304),(28 9064.894),(29 9077.046),(30 8964.237),(31 8914.7295),(32 9060.215),(33 9129.381),(34 9161.296),(35 9142.451),(36 9216.531),(37 9177.079),(38 9169.468),(39 9196.615),(40 9150.84),(41 9091.627),(42 8993.069),(43 9042.578),(44 9130.289),(45 9034.62),(46 9090.749),(47 9120.455),(48 9267.379),(49 9405.957),(50 9413.339),(51 9339.332),(52 9234.371),(53 9306.789),(54 9427.525),(55 9306.602),(56 9116.464),(57 9146.34),(58 9245.027),(59 9354.292),(60 9305.14),(61 8941.825),(62 8768.062),(63 8987.886),(64 9317.732),(65 9366.691),(66 9180.789),(67 9088.407),(68 9122.539),(69 9100.126),(70 9099.289),(71 9109.048),(72 9049.076),(73 8991.806),(74 9232.147),(75 9471.262),(76 9472.161),(77 9428.01),(78 9345.169),(79 9343.331),
(1 2242.1355),(2 5075.404),(3 6440.5054),(4 6820.1636),(5 7076.9683),(6 7212.5264),(7 7386.365),(8 7647.438),(9 7823.127),(10 7838.894),(11 7833.206),(12 7890.404),(13 7928.4434),(14 7991.4365),(15 8066.0596),(16 8042.91),(17 8067.449),(18 8105.2334),(19 8144.9785),(20 8107.9453),(21 8063.516),(22 8104.7715),(23 8221.481),(24 8439.884),(25 8581.159),(26 8509.353),(27 8460.346),(28 8471.1045),(29 8543.389),(30 8548.877),(31 8569.238),(32 8648.809),(33 8639.209),(34 8598.863),(35 8604.476),(36 8832.339),(37 8820.809),(38 8801.434),(39 8671.21),(40 8505.769),(41 8525.733),(42 8444.205),(43 8452.714),(44 8500.178),(45 8512.197),(46 8588.513),(47 8511.088),(48 8586.812),(49 8710.827),(50 8842.124),(51 8839.653),(52 8855.717),(53 8903.936),(54 8834.235),(55 8651.224),(56 8628.28),(57 8756.8545),(58 8967.682),(59 9002.434),(60 8873.932),(61 8549.653),(62 8637.456),(63 8893.883),(64 8996.653),(65 9069.46),(66 9027.966),(67 9032.219),(68 9221.867),(69 9216.35),(70 9140.211),(71 9032.569),(72 8936.2),(73 8834.214),(74 8903.611),(75 8927.519),(76 8985.701),(77 9071.335),(78 9037.861),(79 9080.031),
(1 2166.6482),(2 4942.5254),(3 6327.326),(4 6648.8843),(5 6906.5073),(6 7233.406),(7 7497.6436),(8 7544.3447),(9 7524.943),(10 7616.4683),(11 7756.816),(12 7971.169),(13 8080.6025),(14 8054.0186),(15 8133.7026),(16 8205.436),(17 8219.559),(18 8118.6284),(19 8168.6646),(20 8284.982),(21 8194.505),(22 8083.968),(23 8128.2476),(24 8243.127),(25 8374.103),(26 8478.364),(27 8552.002),(28 8650.126),(29 8883.47),(30 9058.376),(31 8989.626),(32 8738.059),(33 8725.346),(34 8820.918),(35 8723.218),(36 8641.0205),(37 8405.675),(38 8359.312),(39 8325.645),(40 8286.554),(41 8205.437),(42 8039.4033),(43 8013.9536),(44 8110.1855),(45 8165.168),(46 8142.3237),(47 8112.057),(48 8205.476),(49 8477.144),(50 8648.037),(51 8672.193),(52 8706.973),(53 8714.792),(54 8655.488),(55 8580.481),(56 8571.471),(57 8510.548),(58 8638.701),(59 8649.976),(60 8651.431),(61 8542.894),(62 8583.552),(63 8715.896),(64 8762.805),(65 8756.843),(66 8857.33),(67 9038.674),(68 9126.488),(69 9022.895),(70 8847.3955),(71 8729.07),(72 8837.166),(73 8969.46),(74 9121.331),(75 9220.448),(76 9208.929),(77 9174.943),(78 9147.882),(79 9167.388),
(1 2115.9297),(2 4827.8804),(3 6119.736),(4 6591.1265),(5 7022.117),(6 7263.0938),(7 7364.8623),(8 7356.4043),(9 7199.3765),(10 7214.4556),(11 7324.6113),(12 7618.1577),(13 7827.5337),(14 7911.571),(15 8118.2925),(16 8275.868),(17 8195.903),(18 7953.203),(19 7844.9854),(20 7849.6245),(21 7834.6416),(22 7835.4023),(23 7914.657),(24 8014.487),(25 7976.34),(26 7809.7065),(27 7714.904),(28 7697.1606),(29 7872.1953),(30 8052.031),(31 8127.8413),(32 8132.804),(33 8166.3965),(34 8249.071),(35 8275.4375),(36 8299.054),(37 8188.5713),(38 8097.7314),(39 8022.1787),(40 8036.4795),(41 8153.7573),(42 8068.467),(43 7951.6416),(44 8051.737),(45 8203.567),(46 8315.77),(47 8297.35),(48 8180.1904),(49 8200.356),(50 8248.497),(51 8412.22),(52 8558.576),(53 8513.65),(54 8454.059),(55 8386.712),(56 8484.721),(57 8386.991),(58 8482.715),(59 8557.919),(60 8542.354),(61 8334.15),(62 8360.69),(63 8392.596),(64 8510.192),(65 8493.257),(66 8459.335),(67 8532.829),(68 8639.674),(69 8631.47),(70 8519.103),(71 8502.2705),(72 8584.126),(73 8577.289),(74 8636.29),(75 8660.939),(76 8696.122),(77 8654.852),(78 8663.508),(79 8734.999),
(1 2100.0354),(2 4742.751),(3 6095.699),(4 6553.597),(5 6971.3003),(6 7086.4995),(7 7131.297),(8 7247.379),(9 7242.475),(10 7113.24),(11 7114.6396),(12 7307.0815),(13 7640.307),(14 7874.4497),(15 7882.572),(16 7921.71),(17 7968.992),(18 7878.814),(19 7933.398),(20 7988.273),(21 8121.6143),(22 8334.512),(23 8380.832),(24 8413.207),(25 8375.258),(26 8311.372),(27 8351.017),(28 8406.421),(29 8382.519),(30 8374.378),(31 8429.58),(32 8474.111),(33 8458.219),(34 8418.401),(35 8299.065),(36 8251.337),(37 8218.648),(38 8139.1206),(39 8117.9453),(40 8164.7603),(41 8156.3154),(42 8133.6396),(43 8117.381),(44 8099.3696),(45 8069.663),(46 8076.3535),(47 8091.6255),(48 8113.456),(49 8202.443),(50 8380.145),(51 8538.663),(52 8632.627),(53 8699.852),(54 8694.615),(55 8603.971),(56 8558.869),(57 8423.244),(58 8541.714),(59 8554.275),(60 8614.497),(61 8632.25),(62 8731.947),(63 8835.243),(64 8830.484),(65 8702.949),(66 8620.011),(67 8652.917),(68 8642.165),(69 8458.819),(70 8469.388),(71 8526.435),(72 8621.628),(73 8511.87),(74 8458.15),(75 8559.649),(76 8498.219),(77 8437.187),(78 8490.391),(79 8494.352),
(1 1991.3549),(2 4530.173),(3 5800.21),(4 6236.3027),(5 6540.7466),(6 6645.506),(7 6764.8765),(8 6831.089),(9 6712.293),(10 6628.917),(11 6736.384),(12 6998.9604),(13 7231.078),(14 7362.1323),(15 7370.341),(16 7441.523),(17 7392.9766),(18 7287.9097),(19 7215.2676),(20 7211.507),(21 7261.6807),(22 7342.8047),(23 7312.395),(24 7376.684),(25 7338.323),(26 7363.848),(27 7369.9653),(28 7434.838),(29 7465.8516),(30 7483.0146),(31 7537.636),(32 7620.1743),(33 7467.5264),(34 7500.5073),(35 7665.344),(36 7820.478),(37 7817.858),(38 7749.6255),(39 7833.1367),(40 7903.4185),(41 7852.3525),(42 7845.8706),(43 7854.6465),(44 7905.7964),(45 7757.0576),(46 7642.031),(47 7634.156),(48 7803.5244),(49 7932.072),(50 8007.598),(51 8064.0044),(52 7974.445),(53 7909.8413),(54 7900.6255),(55 7858.079),(56 7831.251),(57 7847.9487),(58 7960.5674),(59 7953.7007),(60 7881.812),(61 7845.69),(62 7851.8228),(63 8007.419),(64 8078.617),(65 7988.4707),(66 8013.0264),(67 8128.969),(68 8162.759),(69 8121.7383),(70 8071.323),(71 8075.713),(72 8090.7827),(73 8003.975),(74 7945.0767),(75 8037.542),(76 8050.728),(77 7984.2886),(78 7995.2534),(79 7916.518),
(1 1942.5498),(2 4388.009),(3 5528.604),(4 5838.44),(5 6044.709),(6 6219.918),(7 6380.1953),(8 6491.7334),(9 6487.1924),(10 6595.3154),(11 6847.7905),(12 7060.3657),(13 7117.3716),(14 7199.7827),(15 7138.379),(16 7177.4683),(17 7194.947),(18 7101.239),(19 7094.23),(20 7188.761),(21 7289.769),(22 7299.552),(23 7191.0366),(24 7148.2734),(25 7089.7476),(26 7216.949),(27 7401.364),(28 7475.5044),(29 7642.493),(30 7750.384),(31 7629.9043),(32 7537.986),(33 7420.4624),(34 7355.376),(35 7290.304),(36 7281.5674),(37 7291.781),(38 7355.8184),(39 7463.992),(40 7545.267),(41 7481.8247),(42 7471.325),(43 7521.0425),(44 7645.454),(45 7637.6997),(46 7648.993),(47 7653.759),(48 7672.428),(49 7648.799),(50 7559.592),(51 7652.701),(52 7599.9297),(53 7522.846),(54 7594.98),(55 7684.6743),(56 7781.6284),(57 7781.835),(58 7686.191),(59 7549.9956),(60 7561.2427),(61 7557.5024),(62 7475.1323),(63 7512.7764),(64 7675.9844),(65 7749.486),(66 7833.52),(67 7814.1006),(68 7787.592),(69 7820.7476),(70 7764.66),(71 7881.8),(72 8063.1084),(73 7980.3096),(74 7958.7085),(75 7914.3784),(76 8000.3066),(77 7953.259),(78 7944.1753),(79 7972.034),
(1 1967.498),(2 4383.3013),(3 5551.351),(4 5977.09),(5 6396.8975),(6 6611.112),(7 6637.3936),(8 6578.303),(9 6456.9946),(10 6474.8096),(11 6623.3105),(12 6911.4575),(13 7127.0103),(14 7188.596),(15 7121.972),(16 7226.744),(17 7255.342),(18 7087.7935),(19 7021.2),(20 7056.097),(21 7247.213),(22 7352.671),(23 7442.299),(24 7533.1797),(25 7406.9775),(26 7331.0234),(27 7414.883),(28 7436.0854),(29 7411.703),(30 7409.0264),(31 7312.8096),(32 7293.419),(33 7266.7573),(34 7261.651),(35 7237.7236),(36 7230.5986),(37 7215.5215),(38 7044.562),(39 7048.7715),(40 7129.331),(41 7258.157),(42 7301.19),(43 7318.5083),(44 7411.3755),(45 7378.7188),(46 7400.1035),(47 7373.651),(48 7414.0015),(49 7551.7236),(50 7542.136),(51 7650.493),(52 7559.7656),(53 7482.841),(54 7530.948),(55 7555.7227),(56 7654.9175),(57 7592.6226),(58 7439.247),(59 7412.3223),(60 7546.4604),(61 7642.8555),(62 7527.053),(63 7385.871),(64 7437.277),(65 7515.1255),(66 7518.9976),(67 7586.712),(68 7559.6265),(69 7585.4736),(70 7708.7344),(71 7791.475),(72 7778.9673),(73 7725.498),(74 7771.052),(75 7712.5156),(76 7652.3027),(77 7599.921),(78 7561.883),(79 7604.031),
(1 1915.359),(2 4262.145),(3 5482.458),(4 5881.441),(5 6166.052),(6 6333.8433),(7 6324.0474),(8 6171.144),(9 6071.238),(10 6216.754),(11 6446.7124),(12 6706.2373),(13 6769.2954),(14 6873.4683),(15 6956.1465),(16 6939.9517),(17 6890.9395),(18 6744.313),(19 6683.3184),(20 6800.02),(21 6904.762),(22 6958.3564),(23 7010.6655),(24 7080.1455),(25 7137.8745),(26 7174.547),(27 7252.3535),(28 7229.0435),(29 7087.483),(30 6950.9883),(31 6956.2925),(32 6988.8706),(33 6931.379),(34 6886.678),(35 6890.094),(36 7008.9443),(37 7127.473),(38 7082.235),(39 6846.0547),(40 6779.0293),(41 6823.0117),(42 6907.91),(43 7018.08),(44 7105.8057),(45 7121.585),(46 7178.4453),(47 7162.5327),(48 7064.2153),(49 7166.9497),(50 7226.5347),(51 7350.8955),(52 7264.3926),(53 7035.5596),(54 6992.7065),(55 7061.019),(56 7141.343),(57 7016.688),(58 6921.547),(59 6954.195),(60 7048.299),(61 7235.2476),(62 7239.713),(63 7190.9907),(64 7090.818),(65 7008.433),(66 6976.702),(67 7096.5176),(68 7203.774),(69 7224.362),(70 7315.4766),(71 7266.8726),(72 7214.9014),(73 7133.186),(74 7217.217),(75 7180.575),(76 7106.7856),(77 7034.073),(78 7037.14),(79 7221.6),
(1 1948.8379),(2 4343.3306),(3 5610.032),(4 6042.0527),(5 6250.6914),(6 6217.744),(7 6183.316),(8 6078.401),(9 5882.7026),(10 5975.502),(11 6136.0327),(12 6417.0864),(13 6567.0576),(14 6626.9355),(15 6691.2085),(16 6637.5723),(17 6572.45),(18 6454.4546),(19 6410.8857),(20 6497.7725),(21 6590.4556),(22 6726.549),(23 6941.36),(24 6927.9097),(25 6794.3467),(26 6711.736),(27 6763.6353),(28 6844.588),(29 6799.6157),(30 6723.677),(31 6843.3833),(32 6988.6606),(33 6957.017),(34 6882.973),(35 6918.0874),(36 6971.8857),(37 6975.8276),(38 7085.5977),(39 7172.305),(40 7191.7295),(41 7151.8433),(42 7127.229),(43 7131.542),(44 7185.5083),(45 7171.552),(46 7098.642),(47 7084.8545),(48 7193.9414),(49 7341.574),(50 7556.381),(51 7703.901),(52 7573.616),(53 7334.901),(54 7173.231),(55 7152.95),(56 7105.7114),(57 6969.373),(58 6950.827),(59 6985.192),(60 7062.7646),(61 7019.13),(62 6934.1904),(63 6949.379),(64 7014.5273),(65 6993.6084),(66 6852.2393),(67 6874.1133),(68 7054.5444),(69 7086.5947),(70 7126.577),(71 7031.1143),(72 7039.1465),(73 7084.498),(74 7186.263),(75 7185.974),(76 7174.111),(77 7290.0347),(78 7359.7666),(79 7416.429),
(1 1897.6113),(2 4179.124),(3 5341.017),(4 5713.023),(5 5943.9863),(6 6012.1396),(7 6060.8203),(8 5941.925),(9 5777.791),(10 5879.8955),(11 6164.308),(12 6426.307),(13 6471.1797),(14 6481.3394),(15 6587.8887),(16 6683.742),(17 6674.952),(18 6623.4614),(19 6691.1807),(20 6729.4004),(21 6689.934),(22 6783.4756),(23 7022.1167),(24 7060.9063),(25 6930.542),(26 6837.3965),(27 6801.383),(28 6887.31),(29 6979.129),(30 6895.457),(31 6773.59),(32 6764.3506),(33 6822.0664),(34 6956.589),(35 7063.594),(36 7133.102),(37 7176.918),(38 7172.08),(39 7253.007),(40 7167.355),(41 7053.4385),(42 6857.4585),(43 6759.7314),(44 6790.409),(45 6848.0703),(46 6825.186),(47 6843.1235),(48 7004.745),(49 7179.9185),(50 7211.734),(51 7142.2607),(52 6975.924),(53 6804.614),(54 6756.205),(55 6763.2856),(56 6725.328),(57 6706.475),(58 6740.0117),(59 6757.267),(60 6737.63),(61 6730.533),(62 6764.614),(63 6882.7393),(64 7042.227),(65 7176.09),(66 7160.47),(67 7092.6978),(68 7119.104),(69 7062.9536),(70 7134.259),(71 7019.417),(72 7049.123),(73 7159.4194),(74 7147.55),(75 7109.889),(76 7066.9063),(77 7021.641),(78 7080.0264),(79 7193.9614),
(1 1843.4357),(2 4072.5881),(3 5093.5703),(4 5314.8745),(5 5398.1523),(6 5504.223),(7 5569.0913),(8 5610.0835),(9 5530.4634),(10 5550.5337),(11 5824.108),(12 6107.2163),(13 6073.584),(14 5983.8867),(15 6069.4106),(16 6095.2686),(17 6118.2866),(18 6148.7715),(19 6212.455),(20 6345.544),(21 6476.136),(22 6535.3525),(23 6481.4805),(24 6409.5664),(25 6381.529),(26 6452.3535),(27 6527.965),(28 6569.4575),(29 6559.4155),(30 6509.4824),(31 6416.631),(32 6448.7407),(33 6558.672),(34 6707.1533),(35 6765.9937),(36 6721.9023),(37 6617.045),(38 6633.0933),(39 6740.012),(40 6706.751),(41 6553.169),(42 6548.445),(43 6611.2344),(44 6761.198),(45 6708.157),(46 6597.5674),(47 6584.957),(48 6614.5303),(49 6727.303),(50 6684.85),(51 6575.3784),(52 6469.433),(53 6386.995),(54 6393.0166),(55 6493.731),(56 6587.655),(57 6561.1235),(58 6562.576),(59 6503.6636),(60 6418.1953),(61 6323.3438),(62 6246.4565),(63 6343.187),(64 6444.2944),(65 6574.5225),(66 6657.8296),(67 6733.2817),(68 6763.2344),(69 6686.399),(70 6717.3975),(71 6730.834),(72 6751.7607),(73 6841.6743),(74 6757.9136),(75 6772.7754),(76 6741.449),(77 6730.4053),(78 6887.5996),(79 7166.8364),
(1 1798.8495),(2 3868.4805),(3 4801.5796),(4 5075.97),(5 5233.1177),(6 5354.8887),(7 5445.203),(8 5504.074),(9 5497.154),(10 5493.2856),(11 5669.0967),(12 5783.949),(13 5804.453),(14 5794.983),(15 5886.4365),(16 5965.8267),(17 6012.0146),(18 6092.4346),(19 6127.136),(20 6178.3447),(21 6292.3994),(22 6317.4014),(23 6238.3823),(24 6196.378),(25 6162.261),(26 6126.799),(27 6111.7813),(28 6169.4717),(29 6240.9214),(30 6244.503),(31 6182.4688),(32 6127.956),(33 6145.9004),(34 6244.332),(35 6281.224),(36 6265.6797),(37 6211.0176),(38 6254.8574),(39 6389.8237),(40 6479.2734),(41 6360.6006),(42 6266.1343),(43 6305.167),(44 6463.041),(45 6480.158),(46 6477.4844),(47 6398.9756),(48 6355.3965),(49 6343.369),(50 6268.0786),(51 6245.9287),(52 6179.5894),(53 6141.686),(54 6190.9385),(55 6353.748),(56 6443.905),(57 6385.3486),(58 6468.151),(59 6515.157),(60 6516.8164),(61 6395.261),(62 6299.976),(63 6214.936),(64 6249.6997),(65 6373.5845),(66 6468.0166),(67 6481.8057),(68 6429.701),(69 6428.875),(70 6577.859),(71 6704.3057),(72 6681.8613),(73 6588.807),(74 6567.3184),(75 6649.2134),(76 6648.9297),(77 6697.7734),(78 6755.8716),(79 6797.369),
(1 1763.0032),(2 3841.104),(3 4777.394),(4 5050.87),(5 5298.6045),(6 5349.9165),(7 5433.5894),(8 5370.6377),(9 5293.4487),(10 5460.853),(11 5675.394),(12 5791.472),(13 5829.3496),(14 5949.225),(15 6132.4634),(16 6260.375),(17 6364.4336),(18 6357.792),(19 6289.4487),(20 6173.1035),(21 6078.345),(22 6062.4604),(23 6124.7383),(24 6230.32),(25 6185.24),(26 6221.328),(27 6255.166),(28 6329.624),(29 6258.859),(30 6151.614),(31 6051.332),(32 6049.701),(33 6141.6934),(34 6216.6865),(35 6232.056),(36 6222.9487),(37 6170.8154),(38 6263.7617),(39 6314.1304),(40 6371.8335),(41 6402.8076),(42 6412.5776),(43 6386.21),(44 6432.166),(45 6454.022),(46 6498.0767),(47 6514.678),(48 6562.4053),(49 6625.238),(50 6538.7417),(51 6451.2695),(52 6439.708),(53 6383.609),(54 6429.297),(55 6517.217),(56 6520.1157),(57 6461.9087),(58 6519.647),(59 6539.46),(60 6583.466),(61 6481.507),(62 6624.29),(63 6674.433),(64 6720.491),(65 6769.1895),(66 6874.806),(67 6920.273),(68 6846.5073),(69 6762.745),(70 6877.2583),(71 6991.207),(72 6994.258),(73 6985.602),(74 7088.742),(75 7029.9614),(76 6866.1333),(77 6752.418),(78 6887.5537),(79 7070.346),
(1 1784.5928),(2 3883.8115),(3 4796.1147),(4 5099.823),(5 5360.294),(6 5362.0435),(7 5263.9614),(8 5210.4937),(9 5191.2993),(10 5329.43),(11 5513.244),(12 5601.461),(13 5666.552),(14 5704.904),(15 5798.4272),(16 5925.2095),(17 5945.55),(18 5950.6904),(19 5990.6416),(20 5990.867),(21 5937.2563),(22 5953.249),(23 5965.3687),(24 6013.6167),(25 5948.66),(26 5909.1064),(27 6034.9116),(28 6045.9556),(29 6050.088),(30 5994.2456),(31 5933.622),(32 5984.433),(33 6078.8354),(34 6104.6895),(35 6089.47),(36 6065.4404),(37 5927.451),(38 5926.509),(39 6021.147),(40 6036.651),(41 6057.134),(42 6195.8184),(43 6214.829),(44 6148.5796),(45 6117.705),(46 6115.7554),(47 6037.191),(48 6121.6006),(49 6317.724),(50 6343.0435),(51 6354.491),(52 6282.0996),(53 6166.968),(54 6162.3633),(55 6207.766),(56 6214.767),(57 6165.692),(58 6126.128),(59 6233.915),(60 6329.0005),(61 6279.658),(62 6443.893),(63 6623.8203),(64 6559.103),(65 6448.43),(66 6368.975),(67 6372.7407),(68 6386.622),(69 6364.103),(70 6464.335),(71 6488.0044),(72 6433.745),(73 6459.195),(74 6475.943),(75 6424.078),(76 6353.424),(77 6394.0156),(78 6698.028),(79 6964.505),
(1 1707.1671),(2 3659.3018),(3 4461.4263),(4 4669.4595),(5 4873.038),(6 4917.821),(7 4976.495),(8 4988.081),(9 4998.505),(10 5131.8354),(11 5307.3413),(12 5386.3887),(13 5345.947),(14 5335.32),(15 5370.6274),(16 5413.371),(17 5401.1865),(18 5450.273),(19 5514.1274),(20 5490.2114),(21 5520.088),(22 5633.3643),(23 5635.206),(24 5581.5967),(25 5579.842),(26 5627.113),(27 5615.635),(28 5524.282),(29 5521.9663),(30 5563.107),(31 5568.15),(32 5618.091),(33 5746.543),(34 5808.3584),(35 5788.1387),(36 5768.496),(37 5684.5483),(38 5751.166),(39 5824.0376),(40 5871.223),(41 5876.6523),(42 5850.82),(43 5819.472),(44 5934.5073),(45 5962.297),(46 5937.144),(47 5828.1406),(48 5821.177),(49 5929.652),(50 5868.024),(51 5792.3306),(52 5750.279),(53 5768.3423),(54 5795.173),(55 5759.5454),(56 5725.4404),(57 5692.564),(58 5701.009),(59 5713.3926),(60 5704.7886),(61 5651.8857),(62 5777.1694),(63 5905.5464),(64 5917.7065),(65 5830.782),(66 5709.594),(67 5697.88),(68 5813.756),(69 5820.8687),(70 5775.1055),(71 5873.0796),(72 6030.639),(73 6082.568),(74 6105.262),(75 6045.8047),(76 6096.3096),(77 6165.935),(78 6248.712),(79 6348.2754),
(1 1689.0342),(2 3584.4102),(3 4399.575),(4 4616.503),(5 4806.7456),(6 4903.0796),(7 4918.5376),(8 4924.1504),(9 4879.06),(10 4872.23),(11 5021.555),(12 5159.7207),(13 5164.9434),(14 5164.2026),(15 5237.7993),(16 5389.2847),(17 5432.2373),(18 5512.6113),(19 5557.004),(20 5530.5474),(21 5469.6304),(22 5524.4365),(23 5541.024),(24 5511.4644),(25 5466.216),(26 5460.109),(27 5479.79),(28 5382.4634),(29 5404.035),(30 5473.731),(31 5517.047),(32 5603.395),(33 5749.177),(34 5744.828),(35 5686.7485),(36 5695.4917),(37 5709.084),(38 5757.147),(39 5800.436),(40 5827.5073),(41 5833.9663),(42 5776.915),(43 5677.625),(44 5763.0757),(45 5771.3877),(46 5733.137),(47 5760.6763),(48 5832.8804),(49 5920.623),(50 5871.247),(51 5815.1626),(52 5657.9575),(53 5614.8477),(54 5610.197),(55 5656.4043),(56 5655.021),(57 5711.9873),(58 5728.357),(59 5707.71),(60 5729.916),(61 5723.133),(62 5800.107),(63 5808.6343),(64 5776.5684),(65 5752.3364),(66 5697.0376),(67 5755.902),(68 5921.001),(69 5866.007),(70 5717.4336),(71 5708.4297),(72 5810.2783),(73 5964.824),(74 6024.1943),(75 5971.636),(76 6014.1245),(77 6067.133),(78 6165.537),(79 6287.8433),
