1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9162.426),(2 27982.928),(3 51148.95),(4 72605.62),(5 94550.71),(6 122397.69),(7 157799.67),(8 200291.31),(9 249958.95),(10 298384.6),(11 341596.56),(12 383380.75),(13 425676.75),(14 471152.97),(15 517336.28),(16 564616.25),(17 607185.44),(18 636152.94),(19 660172.25),(20 683584.3),(21 711160.8),(22 738827.8),(23 763964.3),(24 789056.2),(25 803557.94),(26 824761.3),(27 842565.44),(28 866315.2),(29 900519.06),(30 942934.8),(31 978658.25),(32 1021044.3),(33 1073670.3),(34 1117387.4),(35 1170627.9),(36 1236443.1),(37 1300725),(38 1368150.1),(39 1432720.5),(40 1490921),(41 1538138.6),(42 1582215.6),(43 1611328),(44 1635273.6),(45 1656614.4),(46 1685013),(47 1706678.6),(48 1719748.4),(49 1729941.6),(50 1720537.4),(51 1706274.6),(52 1691997.5),(53 1670694.4),(54 1641009.5),(55 1621778),(56 1606467.4),(57 1608332.4),(58 1613193.4),(59 1608000.5),(60 1601720.4),(61 1617131.6),(62 1637378),(63 1648225.4),(64 1681398),(65 1723407.4),(66 1768138),(67 1823534),(68 1864603.4),(69 1934508.5),(70 2023765),(71 2131750.3),(72 2231996.5),(73 2341089.3),(74 2462001.8),(75 2581470.3),(76 2699679.8),(77 2810109.3),(78 2915578.8),(79 3020146.8),
(1 4083.5786),(2 9719),(3 14945.218),(4 18802.756),(5 21778.924),(6 24656.088),(7 27555.986),(8 29997.7),(9 31662.46),(10 33074.41),(11 34493.74),(12 35788.84),(13 37202.13),(14 38463.07),(15 39692.62),(16 41333.37),(17 42564.61),(18 43671.418),(19 44803.184),(20 45863.496),(21 46895.508),(22 47752.34),(23 48540.82),(24 49319.297),(25 50252.03),(26 51116.42),(27 52183.496),(28 52674.25),(29 53156.258),(30 53582.1),(31 54418.836),(32 55165.063),(33 55324.832),(34 55320.094),(35 55525.76),(36 55611.332),(37 55674.42),(38 56095.67),(39 56536.29),(40 57043.81),(41 57543.242),(42 58113.313),(43 58417.027),(44 58509.39),(45 58726.508),(46 58857.03),(47 59026.22),(48 59435.906),(49 59903.957),(50 60311.91),(51 60833.063),(52 60982.465),(53 60950.234),(54 61127.957),(55 61314.492),(56 61529.93),(57 61533.805),(58 61837.98),(59 62251.46),(60 62796.168),(61 63342.473),(62 63601.945),(63 63632.37),(64 63622.29),(65 63878.355),(66 64150.72),(67 64219.91),(68 64183.684),(69 64148.344),(70 64269.586),(71 64189),(72 64353.063),(73 64737.12),(74 65215.715),(75 65504.047),(76 65659.81),(77 65313.22),(78 65158.234),(79 65224.31),
(1 3949.1367),(2 9457.952),(3 14873.601),(4 19071.922),(5 22423.49),(6 25470.318),(7 28362.057),(8 30732.406),(9 32604.24),(10 34380.625),(11 36209.8),(12 38105.555),(13 40043.945),(14 42222.1),(15 43600.344),(16 44696.785),(17 45622.777),(18 46907.62),(19 48226.344),(20 49474.027),(21 50680.13),(22 51547.695),(23 52140.68),(24 53033.613),(25 54212.367),(26 55047.406),(27 55548.266),(28 55792.77),(29 56044.51),(30 56744.406),(31 57383.64),(32 57672.96),(33 57848.85),(34 58083.523),(35 58457.156),(36 58463.7),(37 58357.42),(38 58393.348),(39 58720.465),(40 59303.33),(41 59795.445),(42 60017.895),(43 60396.555),(44 60818.957),(45 61136.277),(46 61280.1),(47 61388.605),(48 61664.3),(49 62267.19),(50 62657.16),(51 63184.918),(52 63601.71),(53 64130.566),(54 64497.23),(55 64967.465),(56 65444.395),(57 65832.9),(58 66420.7),(59 67128.5),(60 67945.8),(61 68465.24),(62 69100.1),(63 69251.02),(64 69540.71),(65 69771.7),(66 70041.945),(67 70049.5),(68 69773.34),(69 69600.08),(70 69375.42),(71 69100.21),(72 68862.23),(73 68516.31),(74 68238.63),(75 67834.66),(76 67276.4),(77 67010.06),(78 66812.15),(79 66855.04),
(1 3978.3467),(2 9578.115),(3 14866.76),(4 18758.205),(5 21903.139),(6 24968.867),(7 28085.52),(8 30600.697),(9 32371.264),(10 33986.9),(11 35767.31),(12 37604.016),(13 39026.555),(14 40406.277),(15 41530.375),(16 42587.316),(17 43367.67),(18 44627.453),(19 45836.945),(20 47237.406),(21 48464.195),(22 49329.496),(23 50132.98),(24 51131.53),(25 51988.78),(26 52823.43),(27 53821.633),(28 54436.51),(29 54847.246),(30 55603.453),(31 56293.555),(32 56481.594),(33 56300.168),(34 56401.535),(35 56676.2),(36 56714.95),(37 56957.637),(38 57303.46),(39 57646.156),(40 58143.527),(41 58364.47),(42 58457.195),(43 58707.254),(44 58940.75),(45 58967.04),(46 58964.28),(47 59284.87),(48 59856.63),(49 60302.51),(50 60677.027),(51 60937.07),(52 61651.8),(53 62333.402),(54 62844.465),(55 63465.746),(56 63836.2),(57 64304.63),(58 64579.695),(59 64769.98),(60 64815.746),(61 65006.297),(62 65217.184),(63 65480.156),(64 65912.48),(65 66126),(66 66393.945),(67 66758.91),(68 67173),(69 67757.34),(70 68052.28),(71 68343.37),(72 68691.92),(73 68677.555),(74 68603.56),(75 68458.1),(76 68099.02),(77 67988.09),(78 68087.21),(79 68358.555),
(1 3817.2283),(2 9190.361),(3 14170.598),(4 18072.27),(5 21111.72),(6 24232.768),(7 27294.55),(8 29717.904),(9 31719.152),(10 33563.555),(11 35740.465),(12 37731.176),(13 39097.1),(14 40433.79),(15 41383.793),(16 42037.32),(17 42737.94),(18 43703.31),(19 44548.9),(20 45799.508),(21 47081.363),(22 48177.16),(23 49389.84),(24 50815.16),(25 51529.797),(26 52259.25),(27 52954.395),(28 53286.965),(29 53742.21),(30 54495.09),(31 55256.305),(32 55649.426),(33 55510.156),(34 55776.508),(35 56194.41),(36 56265.715),(37 56268.656),(38 56072.793),(39 56176.76),(40 56438.117),(41 56672.81),(42 56871.96),(43 57031.41),(44 57274.695),(45 57557.844),(46 57859.43),(47 58339.402),(48 58867.37),(49 59480.605),(50 60046.344),(51 60718.33),(52 61238.688),(53 61838.13),(54 62322.348),(55 63125.36),(56 63613.492),(57 64116.64),(58 64477.926),(59 64779.145),(60 64955.656),(61 64850.754),(62 64658.56),(63 64283.652),(64 64243.11),(65 64177.508),(66 64010.063),(67 63888.29),(68 63760.22),(69 63817.535),(70 64112.9),(71 64071.367),(72 63949.707),(73 63836.027),(74 63957.79),(75 64085.69),(76 63997.06),(77 64086.926),(78 64224.984),(79 64609.285),
(1 3754.7764),(2 8957.068),(3 13911.732),(4 17549.055),(5 20614.33),(6 23785.186),(7 26752.2),(8 29116.426),(9 30983.24),(10 32741.219),(11 34698.527),(12 36349.152),(13 37701.85),(14 38766.594),(15 39626.04),(16 40924.574),(17 41952.914),(18 43053.098),(19 43982.637),(20 45049.95),(21 46232.676),(22 47370.086),(23 48551.496),(24 49679.855),(25 50957.082),(26 52172.85),(27 53512.742),(28 54362.902),(29 54961.355),(30 55626.19),(31 55955.414),(32 55646.863),(33 55223.816),(34 55266.58),(35 55624.324),(36 55956.855),(37 55869.63),(38 55748.137),(39 55734.957),(40 56058.094),(41 56500.906),(42 56944.902),(43 56898.555),(44 56750.965),(45 56933.824),(46 57144.266),(47 57272.453),(48 56991.652),(49 57047.95),(50 57101.445),(51 57160.9),(52 57381.7),(53 57913.453),(54 58352.055),(55 58719.316),(56 59088.168),(57 59382.445),(58 59422.523),(59 59376.42),(60 59430.79),(61 59447.863),(62 59370.77),(63 59612.063),(64 59945.945),(65 60220.945),(66 60396.438),(67 60544.586),(68 60709.426),(69 61189.883),(70 61417.71),(71 61861.742),(72 62200.59),(73 62520.906),(74 62939.496),(75 63357.047),(76 63339.707),(77 63277.71),(78 63128.875),(79 63104.848),
(1 3865.1394),(2 9106.124),(3 13899.987),(4 17492.646),(5 20391.47),(6 23294.332),(7 25585.271),(8 27389.482),(9 29222.625),(10 30933.537),(11 32832.285),(12 34154.535),(13 35305.742),(14 36502.055),(15 37564.383),(16 38493.01),(17 39332.38),(18 40437.816),(19 41304.74),(20 42274.76),(21 43281.848),(22 43982.91),(23 44813.375),(24 46106.957),(25 47183.68),(26 48096.734),(27 48803.25),(28 49466.24),(29 49999.043),(30 50302.32),(31 50776.93),(32 50955.152),(33 51000.62),(34 51374.965),(35 51859.734),(36 52112.184),(37 52188.465),(38 52355.145),(39 52678.492),(40 53026.67),(41 53183.516),(42 53317.875),(43 53392.434),(44 53420.723),(45 53519.492),(46 53719.4),(47 54216.777),(48 54746.06),(49 55084.32),(50 55678.215),(51 56540.42),(52 57267.9),(53 58035.508),(54 58771.832),(55 59290.215),(56 59763.684),(57 60380.977),(58 60876.69),(59 61448.375),(60 61540.742),(61 61698.75),(62 61820.848),(63 61798.75),(64 61846.754),(65 61969.703),(66 62159.277),(67 62398.38),(68 62698.465),(69 62919.715),(70 63083.055),(71 63347.152),(72 63309.227),(73 63350.695),(74 63333.59),(75 63421.785),(76 63568.31),(77 64109.797),(78 64268.81),(79 64330.66),
(1 3599.005),(2 8325.67),(3 12550.205),(4 15556.427),(5 18372.51),(6 21067.213),(7 23216.914),(8 24801.535),(9 26460.764),(10 28366.305),(11 30166.615),(12 31368.084),(13 32326.605),(14 33308.34),(15 34134.36),(16 35325.754),(17 36157.86),(18 36932.293),(19 37707.86),(20 38592.598),(21 39935.617),(22 41164.973),(23 41780.68),(24 42395.316),(25 42947.074),(26 43465.69),(27 44337.543),(28 45093.043),(29 45752.914),(30 46297.633),(31 46648.406),(32 46670.547),(33 46830.3),(34 47157.848),(35 47362.2),(36 47348.848),(37 47115.215),(38 47124.105),(39 47265.895),(40 47732.516),(41 48263.38),(42 48739.742),(43 48849.047),(44 49264.62),(45 49663.285),(46 50134.344),(47 50897.23),(48 51442.863),(49 52081.375),(50 52903.08),(51 53737.957),(52 54462.98),(53 55253.73),(54 56264.168),(55 56880.227),(56 57750.273),(57 58416.137),(58 59076.742),(59 59676.094),(60 60163.62),(61 60577.94),(62 60774.883),(63 61025.258),(64 61384.906),(65 61851.56),(66 62347.36),(67 62604.14),(68 63233.73),(69 63503.707),(70 63418.79),(71 63269.715),(72 63241.973),(73 63392.39),(74 63338.594),(75 63339.93),(76 63377.715),(77 63766.074),(78 63830.363),(79 63825.258),
(1 3698.7388),(2 8616.343),(3 13132.074),(4 16281.122),(5 19239.63),(6 22227.6),(7 24578.287),(8 26274.629),(9 27878.508),(10 29694.693),(11 31153.97),(12 32456.021),(13 33676.348),(14 34579.336),(15 35431.508),(16 36396.64),(17 37379.625),(18 38305.387),(19 39382.926),(20 40637.684),(21 41751.652),(22 42514.63),(23 43155.12),(24 43800.277),(25 44543.94),(26 45031.746),(27 45725.7),(28 46355.64),(29 46700.23),(30 46973.18),(31 47236.22),(32 47488.4),(33 47815.53),(34 48242.965),(35 48519.53),(36 48531.527),(37 48564.215),(38 49018.12),(39 49513.387),(40 50110.59),(41 50545.53),(42 50811.652),(43 51000.707),(44 51317.848),(45 51580.313),(46 51620.434),(47 51842.2),(48 52207.31),(49 52513.727),(50 52908.71),(51 53280.78),(52 53352.457),(53 53702.98),(54 53971.145),(55 54502.457),(56 54969.184),(57 55464.883),(58 55852.883),(59 56497.973),(60 56676.516),(61 56624.18),(62 56493.152),(63 56353.957),(64 56149.973),(65 56050.348),(66 56231.86),(67 56571.098),(68 57152.273),(69 57719.57),(70 57963.375),(71 57828.523),(72 57851.668),(73 58163.777),(74 58454.125),(75 58739.27),(76 59304.746),(77 59821.957),(78 59967.254),(79 60073.28),
(1 3668.797),(2 8553.613),(3 13024.412),(4 16150.775),(5 19157.12),(6 22063.645),(7 24553.16),(8 26557.053),(9 28392.447),(10 30394.15),(11 31834.201),(12 33178.137),(13 34139.11),(14 35188.293),(15 36020.246),(16 36689.125),(17 37197.42),(18 37949.273),(19 38842.438),(20 39987.31),(21 40844.773),(22 41563.367),(23 42202.293),(24 42901.49),(25 43725.586),(26 44067.188),(27 44772.395),(28 45361.625),(29 45724.19),(30 46351.64),(31 46904.82),(32 47569.273),(33 48235.37),(34 48851.71),(35 49411.727),(36 49836.313),(37 50121.742),(38 50547.527),(39 50790.72),(40 51216.21),(41 51300.293),(42 51069.223),(43 51083.813),(44 51561.773),(45 52157.605),(46 52445.78),(47 52840.066),(48 53114.945),(49 53552.67),(50 53874.57),(51 54153.637),(52 54354.047),(53 54818.715),(54 55244.047),(55 55654.016),(56 55823.76),(57 55877.633),(58 55879.918),(59 56019.383),(60 56091.043),(61 56213.63),(62 56425.383),(63 56724.035),(64 57271.273),(65 57678.55),(66 57849.27),(67 58148.66),(68 58460.445),(69 58797.004),(70 59092.426),(71 59296.29),(72 59603.68),(73 60059.105),(74 60435.777),(75 60881.914),(76 61313.19),(77 61745.707),(78 61959.69),(79 62208.598),
(1 3404.7185),(2 8003.5947),(3 12267.924),(4 15317.976),(5 18057.084),(6 20608.1),(7 22734.828),(8 24447.146),(9 26074.482),(10 27856.81),(11 29561.396),(12 30941.383),(13 32099.168),(14 33066.746),(15 34007.816),(16 35066.504),(17 36272.992),(18 37771.043),(19 39134.246),(20 40323.55),(21 40825.348),(22 41073.375),(23 41580.254),(24 42192.434),(25 42699),(26 43093.137),(27 43560.977),(28 43501.766),(29 43670.113),(30 43968.24),(31 44599.582),(32 44955.766),(33 45406.535),(34 45712.5),(35 46123.063),(36 46450.758),(37 46729.9),(38 47285.098),(39 47541.44),(40 47920.152),(41 48006.727),(42 48119.52),(43 48308.54),(44 48856.023),(45 49398.344),(46 49787),(47 50328.438),(48 50783.727),(49 50934.688),(50 51128.066),(51 51496.5),(52 51794.184),(53 52196.457),(54 52813.996),(55 53656.043),(56 54300.234),(57 54596.66),(58 54904.363),(59 55136.664),(60 55291.313),(61 55389.613),(62 55517.6),(63 55949.246),(64 56176.184),(65 56067.145),(66 56279.836),(67 56337.164),(68 56737.3),(69 56913.688),(70 56765.938),(71 56574.625),(72 56515.277),(73 56680.4),(74 56873.855),(75 57082.434),(76 57476.758),(77 57462.684),(78 57287.992),(79 57094.74),
(1 3569.0059),(2 8412.985),(3 12729.602),(4 15778.287),(5 18582.703),(6 21035.545),(7 23160.74),(8 24898.922),(9 26634.523),(10 28382.959),(11 29867.945),(12 30937.107),(13 31918.332),(14 32925.203),(15 33726.313),(16 34757.164),(17 35482.445),(18 36560.55),(19 37681.55),(20 38581.793),(21 39298.043),(22 40072.293),(23 40849.86),(24 41473.156),(25 41908.125),(26 42029.816),(27 42257.406),(28 42568.13),(29 43025.56),(30 43497.484),(31 43941.555),(32 44356.047),(33 44760.996),(34 45060.09),(35 45278.16),(36 45815.74),(37 46397.52),(38 47014.73),(39 47468.508),(40 47987.74),(41 48426.66),(42 48975.887),(43 49153.51),(44 49557.754),(45 50230.44),(46 50604.914),(47 50916.87),(48 51059.754),(49 51257.195),(50 51368.64),(51 51640.043),(52 52035.117),(53 52664.94),(54 53106.06),(55 53751.984),(56 53969.07),(57 54028.973),(58 54163.07),(59 54378.918),(60 54548.664),(61 54509.043),(62 54447.89),(63 54843.793),(64 54869.96),(65 54926.54),(66 54959.004),(67 54821.785),(68 54894.703),(69 54862.414),(70 54831.91),(71 54698.47),(72 54499.063),(73 54346.28),(74 54230.266),(75 54315.594),(76 54468.547),(77 54393.81),(78 54191.52),(79 54160.883),
(1 3385.049),(2 7919.044),(3 12104.453),(4 15192.539),(5 17980.889),(6 20515.2),(7 22870.455),(8 24838.955),(9 26522.229),(10 28169.934),(11 29822.754),(12 31023.19),(13 32174.725),(14 33064.473),(15 33694.79),(16 34638.098),(17 35599.97),(18 36972.74),(19 37889.23),(20 38629.887),(21 39185.457),(22 39789.99),(23 40209.17),(24 40887.977),(25 41476.363),(26 42193.543),(27 43307.695),(28 44069.02),(29 44802.285),(30 45360.656),(31 45950.94),(32 46401.38),(33 46543.777),(34 46598.945),(35 46694.195),(36 46922.957),(37 47112.94),(38 47499.656),(39 47874.906),(40 48288.07),(41 48569.848),(42 48866.74),(43 48949.61),(44 49396.67),(45 49788.277),(46 49912.09),(47 50216.984),(48 50658.26),(49 50891.27),(50 51066.816),(51 51331.637),(52 51559.316),(53 51894.684),(54 52188.797),(55 52674.035),(56 52931.586),(57 53029.58),(58 53127.902),(59 53131.4),(60 52977.66),(61 53013.625),(62 53175.074),(63 53304.938),(64 53348.414),(65 53187.277),(66 53036.63),(67 53227.02),(68 53381.758),(69 53254.855),(70 52987.832),(71 52804.043),(72 52656.926),(73 52576.754),(74 52369.813),(75 52312.176),(76 52339.695),(77 52113.117),(78 51772.92),(79 51374.67),
(1 3426.9404),(2 7766.3145),(3 11771.938),(4 14626.264),(5 17358.648),(6 19861.115),(7 22229.97),(8 23836.406),(9 25469.367),(10 27138.592),(11 28606.86),(12 29816.996),(13 31135.457),(14 32062.613),(15 32830.027),(16 33572.137),(17 34267.727),(18 35436.305),(19 36519.383),(20 37030.83),(21 37377.79),(22 37928.574),(23 38686.273),(24 39332.313),(25 39630.004),(26 39841.344),(27 40457.777),(28 40969.703),(29 41390.992),(30 42000.434),(31 42608.043),(32 43122.234),(33 43203.88),(34 43324.582),(35 43771.805),(36 44133.137),(37 44504.465),(38 45078.824),(39 45322.17),(40 45560.313),(41 45863.484),(42 46148.043),(43 46424.51),(44 46879.89),(45 47442.34),(46 47756.324),(47 48101.13),(48 48183.855),(49 48310.703),(50 48780.645),(51 49392.996),(52 49819.98),(53 50261.71),(54 50618.336),(55 50783.977),(56 50755.043),(57 50711.344),(58 50851.137),(59 50986.16),(60 51217.574),(61 51251.93),(62 51191.754),(63 51278.46),(64 51216.793),(65 51129.43),(66 51090.035),(67 51051.855),(68 51166.426),(69 51316.188),(70 51384.07),(71 51523.24),(72 51593.344),(73 51670.15),(74 51596.164),(75 51709.44),(76 51800.13),(77 51892.94),(78 51648.977),(79 51539.355),
(1 3365.882),(2 7651.7744),(3 11789.085),(4 14864.296),(5 17498.977),(6 19881.61),(7 21856.525),(8 23349.025),(9 24686.535),(10 26271.611),(11 27807.207),(12 29282.977),(13 30498.602),(14 31365.902),(15 32300.088),(16 33309.23),(17 34157.58),(18 35007.188),(19 35574.96),(20 36056.082),(21 36628.37),(22 37162.8),(23 37542.68),(24 37850.71),(25 38134.758),(26 38496.48),(27 39129.125),(28 39555.313),(29 39968.93),(30 40422.758),(31 40977.113),(32 41401.855),(33 41638.227),(34 41773.2),(35 42116.77),(36 42463.957),(37 42758.953),(38 43136.746),(39 43693.55),(40 44345.13),(41 44862.508),(42 45153.02),(43 45381.613),(44 45699.43),(45 45864.766),(46 46093.453),(47 46340.914),(48 46536.047),(49 46878.883),(50 47472.773),(51 48116.527),(52 48331.25),(53 48570.094),(54 48910.46),(55 49047.758),(56 49016.863),(57 48901.055),(58 49031.266),(59 49452.77),(60 49950.934),(61 50318.855),(62 50536.805),(63 50459.34),(64 50550.207),(65 50765.332),(66 51059.996),(67 51556.906),(68 52045.418),(69 52584.348),(70 53163.086),(71 53537.406),(72 53825.09),(73 54149.64),(74 54551.008),(75 54839.156),(76 54958.055),(77 54934.38),(78 54910.71),(79 55060.996),
(1 3436.0728),(2 7801.7363),(3 11775.6045),(4 14598.689),(5 17054.328),(6 19501.701),(7 21552.613),(8 22935.041),(9 24136.756),(10 25496.424),(11 26888.28),(12 28474.074),(13 29838.281),(14 30764.305),(15 31681.566),(16 32539.268),(17 33253.76),(18 34152.95),(19 34985.86),(20 35446.22),(21 35739.918),(22 36404.742),(23 37331.477),(24 37899.957),(25 38335.293),(26 38707.203),(27 39516.742),(28 40392.797),(29 41045.66),(30 41900.63),(31 42602.867),(32 43040.133),(33 43384.133),(34 43656.66),(35 43900.617),(36 44014.836),(37 44354.004),(38 44674.195),(39 45134.11),(40 45520.49),(41 45862.906),(42 46316.91),(43 46603.094),(44 47225.05),(45 47762.297),(46 48312.56),(47 48654.156),(48 48621.85),(49 48500.563),(50 48577.504),(51 48711.285),(52 48816.824),(53 48760.92),(54 48619.703),(55 48399.465),(56 48244.36),(57 48098.742),(58 47981.61),(59 47973.4),(60 48241.563),(61 48606.543),(62 48793.605),(63 48808.246),(64 48926.39),(65 49294.56),(66 49655.19),(67 49849.37),(68 50337.402),(69 50719.945),(70 50947.656),(71 50950.473),(72 51058.85),(73 51362.49),(74 51800.55),(75 52071.29),(76 52447.83),(77 52871.168),(78 53174.47),(79 53561.05),
(1 3167.2488),(2 7061.0166),(3 10958.078),(4 13861.677),(5 16442.664),(6 18861.418),(7 20676.078),(8 22092.34),(9 23356.857),(10 24755.475),(11 26121.004),(12 27491.201),(13 28553.86),(14 29439.906),(15 30337.549),(16 31176.4),(17 31829.46),(18 32620.252),(19 33238.39),(20 33685.51),(21 34121.426),(22 34680.918),(23 35412.68),(24 36104.465),(25 36753.26),(26 37305.996),(27 38020.098),(28 38752.797),(29 39525.14),(30 40438.285),(31 40966.55),(32 41281),(33 41669.92),(34 41801.156),(35 42044.31),(36 42522.76),(37 42825.176),(38 43055.06),(39 43335.223),(40 43552.133),(41 43956.7),(42 44396.027),(43 44681.855),(44 44868.188),(45 45193.945),(46 45141.844),(47 45124.617),(48 44964.914),(49 44954.27),(50 45057.67),(51 45151.973),(52 45182.277),(53 45334.1),(54 45499.473),(55 45506.945),(56 45521.664),(57 45396.61),(58 45338.76),(59 45473.39),(60 45383.957),(61 45343.414),(62 45134.12),(63 45185.133),(64 44999.96),(65 45002.39),(66 44848.414),(67 44588.92),(68 44554.67),(69 44546.36),(70 44605.668),(71 44909.094),(72 45107.96),(73 45356.266),(74 45451.703),(75 45345.836),(76 45435.72),(77 45656.81),(78 45911.465),(79 46117.777),
(1 3169.0098),(2 7157.4604),(3 10817.993),(4 13593.164),(5 16078.361),(6 18354.576),(7 20059.164),(8 21504.004),(9 22778.729),(10 24293.695),(11 25775.535),(12 27148.268),(13 28371.232),(14 29432.729),(15 30690.66),(16 31703.889),(17 32438.463),(18 33369.133),(19 34258.566),(20 35147.926),(21 35871.777),(22 36516.465),(23 37194.535),(24 37745.09),(25 38424.703),(26 38872.605),(27 39323.605),(28 40021.633),(29 40610.234),(30 41250.746),(31 41738.72),(32 42338.965),(33 42596.92),(34 42664.367),(35 42788.645),(36 43169.098),(37 43610.027),(38 43917.734),(39 44043.406),(40 44260.305),(41 44425.87),(42 44681.27),(43 44890.34),(44 45313.594),(45 45583.617),(46 45601.35),(47 45629.105),(48 45656.465),(49 45917.508),(50 46105.008),(51 46212.918),(52 46430.926),(53 46810.074),(54 46913.242),(55 47144.008),(56 47340.266),(57 47522.965),(58 47521.92),(59 47651.36),(60 47727.73),(61 47800.074),(62 47738.69),(63 47402.27),(64 47203.64),(65 47161.86),(66 47385.074),(67 47473.945),(68 47710.59),(69 48000.4),(70 48268.75),(71 48582.473),(72 48840.074),(73 49237.297),(74 49565.27),(75 49789.098),(76 49885.07),(77 49916.63),(78 49856.023),(79 49982.344),
