1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16976.86),(2 48199.426),(3 103301.01),(4 175946.2),(5 263417.66),(6 356685.88),(7 466247.34),(8 578960.3),(9 689817.8),(10 812575.2),(11 945341.8),(12 1072582.5),(13 1210169.3),(14 1345573.4),(15 1475382.6),(16 1618214),(17 1753204.1),(18 1890085.6),(19 2028935.1),(20 2166588.3),(21 2304202.3),(22 2461697.3),(23 2613137.8),(24 2727223.5),(25 2837892.8),(26 2942739),(27 3050944),(28 3165651.3),(29 3319793.8),(30 3496913.8),(31 3699431.3),(32 3898848.8),(33 4113298.8),(34 4364228.5),(35 4577207.5),(36 4809040.5),(37 5025696),(38 5215447.5),(39 5390700),(40 5592340),(41 5805405.5),(42 6038340),(43 6301864.5),(44 6534268),(45 6807960.5),(46 7099018.5),(47 7376568.5),(48 7668364),(49 7925959.5),(50 8152321.5),(51 8344034),(52 8579591),(53 8774004),(54 8956590),(55 9087989),(56 9233059),(57 9400851),(58 9545967),(59 9709696),(60 9954761),(61 10112227),(62 10291274),(63 10478531),(64 10619887),(65 10733151),(66 10906953),(67 11015433),(68 11134681),(69 11265715),(70 11451436),(71 11640116),(72 11894612),(73 12098421),(74 12350259),(75 12563971),(76 12780661),(77 13019492),(78 13367236),(79 13580253),
(1 19883.98),(2 69271.16),(3 147413.27),(4 241540.52),(5 347673.25),(6 462355.47),(7 578950),(8 694785.06),(9 812178.25),(10 924497.6),(11 1026552),(12 1126653.6),(13 1215374.4),(14 1295424.3),(15 1366180.9),(16 1431423.3),(17 1491950.8),(18 1549384.1),(19 1605769.8),(20 1665370.8),(21 1718362.4),(22 1770662.6),(23 1823572.8),(24 1866687.5),(25 1913060.5),(26 1959222.4),(27 2017425.4),(28 2077823.6),(29 2141585.5),(30 2209767.8),(31 2288876.3),(32 2377616),(33 2474491.8),(34 2576264),(35 2691432.8),(36 2800764.8),(37 2907345),(38 3010433.8),(39 3099755.3),(40 3188684.5),(41 3265700.8),(42 3342610.8),(43 3413933.3),(44 3485989.3),(45 3557963.3),(46 3625414.3),(47 3703365.3),(48 3770038.3),(49 3834766),(50 3890746.5),(51 3955503.3),(52 4002872.3),(53 4065379.5),(54 4111457),(55 4150926),(56 4193932.5),(57 4234204.5),(58 4276535),(59 4317179),(60 4358191),(61 4391570),(62 4419132),(63 4429294.5),(64 4427019),(65 4411056.5),(66 4390385),(67 4362284.5),(68 4325895),(69 4284374),(70 4247631),(71 4213377.5),(72 4171041.8),(73 4132928),(74 4082913.5),(75 4039132.3),(76 4000588.3),(77 3980888.3),(78 3965883.8),(79 3948067.5),
(1 18843.219),(2 65070.527),(3 141768.2),(4 234464.27),(5 339487.84),(6 459066.4),(7 580607.7),(8 706300.75),(9 836838.3),(10 966292.44),(11 1090124.3),(12 1214454.9),(13 1333071.5),(14 1446214.4),(15 1550139),(16 1653019.6),(17 1751458),(18 1844784.6),(19 1936989.6),(20 2028568.5),(21 2113295.3),(22 2194191),(23 2277793.8),(24 2343194.8),(25 2414388.3),(26 2490436),(27 2561858),(28 2650208.8),(29 2736263.8),(30 2823488.8),(31 2919089.8),(32 3015141.3),(33 3098609.8),(34 3173317.3),(35 3231735.3),(36 3276303.3),(37 3304923.3),(38 3323631),(39 3326574),(40 3333586),(41 3337744),(42 3352920),(43 3372196.8),(44 3391981),(45 3416092.8),(46 3436969.3),(47 3460024),(48 3489342.8),(49 3510527.3),(50 3534467.3),(51 3557137),(52 3578504.8),(53 3604644),(54 3620227.3),(55 3636475.8),(56 3668558),(57 3705112.3),(58 3743561.3),(59 3770030.3),(60 3799070),(61 3821311.3),(62 3837645.3),(63 3833052.8),(64 3822966.8),(65 3804917.8),(66 3777207.3),(67 3752304.8),(68 3723966.3),(69 3699040),(70 3684190),(71 3681390),(72 3678070.3),(73 3681896.8),(74 3686773.8),(75 3699062.8),(76 3714009.3),(77 3733796),(78 3759236),(79 3794268.8),
(1 20356.635),(2 70267.31),(3 152808.52),(4 250165.16),(5 363795.47),(6 493521.28),(7 627789.5),(8 765897.06),(9 907484.5),(10 1046943.7),(11 1183635.8),(12 1316083.3),(13 1439449.1),(14 1557602.3),(15 1665609.5),(16 1765663.9),(17 1865329.1),(18 1971050.9),(19 2070198.8),(20 2167807.5),(21 2271557),(22 2365348.5),(23 2453952.3),(24 2528488.8),(25 2600979),(26 2672672),(27 2748082),(28 2832795.5),(29 2907995.5),(30 2988124.3),(31 3067870.5),(32 3135684.5),(33 3191029),(34 3222081),(35 3235185.5),(36 3239236.3),(37 3241195.5),(38 3239941),(39 3232800.3),(40 3226607.3),(41 3214617),(42 3196497.3),(43 3172531.3),(44 3154632.8),(45 3146492.8),(46 3153073),(47 3168124.5),(48 3194856.8),(49 3224654),(50 3269562.3),(51 3327100.5),(52 3398247.8),(53 3477367.8),(54 3551299),(55 3618730.3),(56 3692037.8),(57 3765677.5),(58 3823413.8),(59 3871049.3),(60 3914126.8),(61 3953441),(62 3986863.3),(63 4022628.5),(64 4053153),(65 4093175.8),(66 4129171.8),(67 4158525.5),(68 4185603.3),(69 4211643),(70 4232371.5),(71 4266598.5),(72 4287442),(73 4304319),(74 4309637.5),(75 4319072),(76 4315803),(77 4310540.5),(78 4289404),(79 4274707),
(1 17816.55),(2 61047.44),(3 130587.48),(4 213381.14),(5 307471.38),(6 410964),(7 520038.84),(8 628733.6),(9 739656.25),(10 845647.25),(11 950439.6),(12 1049866.3),(13 1143260.5),(14 1235200.8),(15 1324711.3),(16 1405506.1),(17 1487297.9),(18 1572735.6),(19 1654504.1),(20 1738959.6),(21 1825543.9),(22 1903755),(23 1976379.6),(24 2045829.5),(25 2110347.5),(26 2178359),(27 2249382.5),(28 2326972.8),(29 2400220),(30 2476541),(31 2560436.8),(32 2626961),(33 2687023.3),(34 2739938),(35 2774571.8),(36 2803351.8),(37 2827211.3),(38 2852155.5),(39 2873240.3),(40 2890081.3),(41 2913657),(42 2943853.5),(43 2978337.3),(44 3029366.5),(45 3079908.3),(46 3136357.8),(47 3190780.5),(48 3237279),(49 3279453),(50 3321154.3),(51 3364527),(52 3393125),(53 3404843),(54 3418606.8),(55 3418219.3),(56 3417659.5),(57 3415914.3),(58 3403900.5),(59 3380098),(60 3345734.8),(61 3304251.5),(62 3256084.5),(63 3206049),(64 3147920),(65 3085066),(66 3017317.8),(67 2942986.5),(68 2876364.8),(69 2813323.3),(70 2749810),(71 2692368.8),(72 2632466.5),(73 2577004.3),(74 2541812.8),(75 2523237),(76 2512319),(77 2503283),(78 2497050.5),(79 2496447),
(1 15908.193),(2 54732.84),(3 116600.3),(4 191296.48),(5 276091.47),(6 364756.97),(7 456650.44),(8 547613.9),(9 643535.7),(10 732713.44),(11 829230.25),(12 928286.7),(13 1023965.75),(14 1126439.5),(15 1231555.9),(16 1331142.6),(17 1436864.6),(18 1545212.3),(19 1656445.6),(20 1764293),(21 1876859),(22 1988359.1),(23 2094925),(24 2193117.5),(25 2272430.5),(26 2360738.3),(27 2446256),(28 2533996.8),(29 2614362.3),(30 2690719.8),(31 2761470.3),(32 2812510.3),(33 2846466.3),(34 2866747.3),(35 2872925.3),(36 2875301.3),(37 2872921.8),(38 2865712.5),(39 2868838.3),(40 2881873.8),(41 2903893.8),(42 2934210),(43 2956878.3),(44 2988038.3),(45 3017345),(46 3053138.3),(47 3084178.8),(48 3120716.5),(49 3149259.8),(50 3183644.5),(51 3223881.5),(52 3252785.3),(53 3281519.5),(54 3302922.3),(55 3316403.5),(56 3328152),(57 3328957.3),(58 3323580.8),(59 3312793.3),(60 3289510.8),(61 3257798.5),(62 3225051.8),(63 3193750.5),(64 3167733.3),(65 3134273.8),(66 3108111.5),(67 3078535.8),(68 3053336),(69 3028130),(70 3006549.3),(71 2997038.8),(72 2977828.5),(73 2962411.5),(74 2946013),(75 2938320.3),(76 2934271.5),(77 2930976.3),(78 2938542.8),(79 2947848.3),
(1 17303.486),(2 59465.09),(3 126618.586),(4 204867.28),(5 291450.94),(6 383294.78),(7 473699.53),(8 563537.2),(9 658871.75),(10 750635.2),(11 844756),(12 937720.3),(13 1032325.4),(14 1123727.3),(15 1211547.4),(16 1292542.1),(17 1371699.9),(18 1449316.1),(19 1521847.5),(20 1589558.5),(21 1659692.8),(22 1727979.4),(23 1797464.8),(24 1864014.4),(25 1926720.4),(26 1996046.4),(27 2063412.3),(28 2137635.3),(29 2201738.5),(30 2256830.3),(31 2301961.8),(32 2334727),(33 2351068.8),(34 2360047.8),(35 2358579),(36 2355472),(37 2354468),(38 2356284.8),(39 2365112.5),(40 2378987.5),(41 2397292.3),(42 2423883.8),(43 2451324.3),(44 2478984.8),(45 2507445.8),(46 2546504),(47 2574049),(48 2608690.8),(49 2644801.8),(50 2679710.5),(51 2710908.3),(52 2739860.8),(53 2767220),(54 2789408.8),(55 2810022.5),(56 2822317.3),(57 2829783.8),(58 2830688.8),(59 2823485.8),(60 2810036),(61 2787186.5),(62 2762645.5),(63 2740881.8),(64 2715365),(65 2691322.5),(66 2660754.8),(67 2620451),(68 2583999),(69 2548048.3),(70 2514660.8),(71 2486305.5),(72 2461248.3),(73 2448679.5),(74 2444465.8),(75 2447214.8),(76 2456485.8),(77 2468752),(78 2489640.3),(79 2508302.3),
(1 17622.69),(2 62252.01),(3 133477.95),(4 216933.55),(5 310567.63),(6 410872.78),(7 511147.3),(8 611190.25),(9 710414.06),(10 801528),(11 883908.1),(12 958363.2),(13 1024544.1),(14 1086121.3),(15 1142813.5),(16 1194108.1),(17 1245887.9),(18 1300325.1),(19 1359451.9),(20 1417644.9),(21 1485947),(22 1551992.3),(23 1629260.4),(24 1712615.3),(25 1803341.4),(26 1907908.4),(27 2017990.4),(28 2122516),(29 2219752.8),(30 2310462.5),(31 2396919.5),(32 2470762.8),(33 2528471.3),(34 2578382.3),(35 2618215.8),(36 2657914.3),(37 2692617.5),(38 2716193.8),(39 2736018),(40 2756207.5),(41 2773889),(42 2787879),(43 2792626.5),(44 2791627.3),(45 2782125.3),(46 2767429.3),(47 2748538.3),(48 2719980.3),(49 2695411),(50 2676643.5),(51 2655043.8),(52 2640434.5),(53 2624578.5),(54 2614369.5),(55 2608800),(56 2604668.5),(57 2594272.3),(58 2586114.3),(59 2576752),(60 2572466.8),(61 2568655.3),(62 2569624),(63 2572300.3),(64 2578360.3),(65 2589998.3),(66 2607449.3),(67 2625499.3),(68 2637585.5),(69 2652160.5),(70 2665504),(71 2674490.3),(72 2677390.5),(73 2684426),(74 2685195.3),(75 2682437.8),(76 2677943.3),(77 2670010.8),(78 2657091),(79 2643328.5),
(1 21162.338),(2 74959.26),(3 159885.89),(4 258701.55),(5 368985.13),(6 483199.8),(7 594680.2),(8 702149.94),(9 804190.2),(10 892473),(11 972558),(12 1043249.94),(13 1103421.6),(14 1165471.9),(15 1220391),(16 1273266.6),(17 1322772.5),(18 1373232.4),(19 1425860.4),(20 1478032.5),(21 1542755),(22 1610089.8),(23 1682146.4),(24 1758594.9),(25 1839155.4),(26 1922941.6),(27 2009351.8),(28 2091366.5),(29 2157524.3),(30 2210001.8),(31 2261031),(32 2299459),(33 2324387),(34 2345703.3),(35 2354141),(36 2358958.8),(37 2359211.5),(38 2362308.8),(39 2378352.3),(40 2403588.3),(41 2431344.5),(42 2465043.3),(43 2489740),(44 2508706.5),(45 2528832),(46 2541449.3),(47 2548217),(48 2552362.3),(49 2552519.8),(50 2548908.5),(51 2546449.8),(52 2542668.5),(53 2534459.3),(54 2518319.5),(55 2500570.3),(56 2481458.5),(57 2458770.3),(58 2440263),(59 2426027),(60 2409763),(61 2398331.5),(62 2389827.5),(63 2386912),(64 2379990),(65 2376655.5),(66 2368462.5),(67 2363250.3),(68 2356706.5),(69 2354741.3),(70 2350442.3),(71 2347985),(72 2339651.3),(73 2333821),(74 2325786),(75 2314480.3),(76 2303793.8),(77 2285808),(78 2276712.3),(79 2257932),
(1 19995.09),(2 69788.89),(3 149932.17),(4 242174.38),(5 346199.7),(6 452884.94),(7 556831.1),(8 655325.2),(9 745585.9),(10 821658.25),(11 887506.6),(12 943014.7),(13 984919),(14 1021935),(15 1051519.5),(16 1079782),(17 1108173.8),(18 1140035.8),(19 1179827),(20 1225857.8),(21 1279347.5),(22 1338073.9),(23 1397805.4),(24 1460077.1),(25 1521054.8),(26 1583497.8),(27 1643983),(28 1698970),(29 1738986.4),(30 1765844),(31 1788708.3),(32 1796142.4),(33 1804360.1),(34 1808204.6),(35 1807235.5),(36 1801715.5),(37 1801246.3),(38 1799655.8),(39 1798673.4),(40 1790007.4),(41 1772690.3),(42 1753065.3),(43 1730698.9),(44 1715145),(45 1708388.3),(46 1707697.3),(47 1703087.8),(48 1696411.8),(49 1685089.3),(50 1673199.8),(51 1666989.8),(52 1662508.4),(53 1665228.5),(54 1666891.5),(55 1671460.5),(56 1682491.5),(57 1693304.5),(58 1709661.8),(59 1730620.3),(60 1751774.8),(61 1769296.4),(62 1785918),(63 1808463),(64 1828355.5),(65 1850606.6),(66 1869396.5),(67 1890074.5),(68 1912605.5),(69 1936473.8),(70 1960307),(71 1987402.9),(72 2005864.3),(73 2042565.3),(74 2072645.8),(75 2097776.8),(76 2123164.5),(77 2147668.8),(78 2170893.3),(79 2195504.5),
(1 20601.23),(2 71959.08),(3 152133.39),(4 244417.3),(5 344289.47),(6 444118.1),(7 537456.2),(8 620719.4),(9 696023.4),(10 760561.5),(11 820390.7),(12 874653.75),(13 918353.06),(14 955802.8),(15 989343),(16 1017101.3),(17 1036173.2),(18 1061624.9),(19 1087662.9),(20 1116599.5),(21 1150004.3),(22 1189606.3),(23 1229084.4),(24 1272313.8),(25 1312471.4),(26 1350091.5),(27 1386628.4),(28 1420919),(29 1445052.5),(30 1464660.1),(31 1482111.6),(32 1489355.6),(33 1497202.6),(34 1499576.4),(35 1505899.3),(36 1511285.3),(37 1523540.9),(38 1540669.5),(39 1555819.6),(40 1566824.8),(41 1571165.3),(42 1574818.6),(43 1573445.9),(44 1570285),(45 1566097.5),(46 1561993.5),(47 1560071.6),(48 1562734.6),(49 1567026.1),(50 1573995.1),(51 1585549.6),(52 1600754),(53 1618419),(54 1639664.4),(55 1662550.6),(56 1687805.5),(57 1715474.5),(58 1741062),(59 1766655.1),(60 1799834.6),(61 1828496.9),(62 1857251.5),(63 1887490.1),(64 1908038.5),(65 1928001.1),(66 1944239.1),(67 1960940.5),(68 1977455.1),(69 1989510.8),(70 1995423.6),(71 2005453.6),(72 2009913.1),(73 2021162.8),(74 2025841.3),(75 2024129.5),(76 2014866.8),(77 2004184.3),(78 1985652.1),(79 1969925),
(1 16876.318),(2 57011.895),(3 120204.4),(4 191811.25),(5 268025.8),(6 343403.5),(7 413740.75),(8 477134.06),(9 536094.9),(10 589873.1),(11 642525.4),(12 687594.7),(13 726736.1),(14 765294.3),(15 801610.4),(16 834997.1),(17 872462.3),(18 917587),(19 965650.06),(20 1009888.3),(21 1057304.4),(22 1102655.4),(23 1143083.6),(24 1179417.5),(25 1216523.9),(26 1252264.3),(27 1287507.6),(28 1320241.4),(29 1345775.1),(30 1363541.5),(31 1376411),(32 1379182.1),(33 1385648.9),(34 1389358.1),(35 1395373.8),(36 1395783.9),(37 1398121.5),(38 1406068.8),(39 1415965),(40 1424877.5),(41 1430289.1),(42 1443196.8),(43 1447195.4),(44 1456556.8),(45 1465413.3),(46 1476399.6),(47 1490374.1),(48 1496381.6),(49 1501201.4),(50 1506692.1),(51 1516277.6),(52 1524035.6),(53 1525284.1),(54 1537753.4),(55 1550464.6),(56 1562259.9),(57 1576235.5),(58 1588609.8),(59 1599792),(60 1606109.4),(61 1613919.4),(62 1622715),(63 1634455.1),(64 1649318),(65 1669007.1),(66 1691746),(67 1710615.4),(68 1729946.8),(69 1745319.9),(70 1759720.3),(71 1767407.4),(72 1776007.6),(73 1781002.4),(74 1788382.6),(75 1787671.5),(76 1788550.5),(77 1782816.9),(78 1777629.8),(79 1773083.5),
(1 15986.151),(2 53222.023),(3 111442.62),(4 177665.13),(5 248948.5),(6 323036.84),(7 395544.13),(8 463448.2),(9 527242.75),(10 584434.06),(11 637143.1),(12 681501.7),(13 713993.75),(14 742828.5),(15 765480.75),(16 789200.5),(17 818237.4),(18 853938.94),(19 891850.6),(20 926134.2),(21 962349.1),(22 995485.9),(23 1026853.25),(24 1054612.4),(25 1078870.5),(26 1104336.5),(27 1128045.5),(28 1149599.3),(29 1170983.3),(30 1185389.9),(31 1202653.3),(32 1213276.5),(33 1224739),(34 1236513.6),(35 1249192.6),(36 1261376.3),(37 1273406.6),(38 1287318.4),(39 1299542.3),(40 1315654.1),(41 1329702),(42 1348758.9),(43 1369967.3),(44 1385793.6),(45 1400580.3),(46 1413946.9),(47 1425542.5),(48 1429362.4),(49 1434360.3),(50 1433631.3),(51 1434442.6),(52 1435024),(53 1429996),(54 1430834.6),(55 1431970.8),(56 1433896.4),(57 1434767),(58 1437517.3),(59 1435725.3),(60 1437957),(61 1441777.5),(62 1449764.3),(63 1458887.6),(64 1470845.4),(65 1485102.5),(66 1506369),(67 1530740.8),(68 1554648.6),(69 1582777.1),(70 1607698.6),(71 1625848.4),(72 1641289.3),(73 1655725),(74 1671232.9),(75 1678200.8),(76 1684883.1),(77 1691631.6),(78 1692972.5),(79 1697877.5),
(1 15371.684),(2 50927.918),(3 105553.125),(4 168748.2),(5 237561.67),(6 310731.22),(7 382186.6),(8 450347.25),(9 512055.88),(10 568127.6),(11 618827.75),(12 666941.4),(13 708914.6),(14 754137.44),(15 799424.94),(16 845261.94),(17 894144.6),(18 944187.06),(19 995085.3),(20 1045795.56),(21 1094859.6),(22 1141660.9),(23 1181988.4),(24 1218668.5),(25 1253746.5),(26 1291480),(27 1317382.9),(28 1345507.1),(29 1371868.5),(30 1392069.5),(31 1414905.1),(32 1434729.4),(33 1449950.5),(34 1465939.9),(35 1480317.1),(36 1490261),(37 1496490.8),(38 1501764.5),(39 1494116.6),(40 1482077.8),(41 1465936.3),(42 1451328.9),(43 1432504.8),(44 1416795.9),(45 1402901.4),(46 1386359.6),(47 1369213.8),(48 1354656.9),(49 1340593.4),(50 1324423.6),(51 1310500.9),(52 1296772.3),(53 1277481),(54 1263140.9),(55 1249197.4),(56 1235413.9),(57 1223449.6),(58 1211318.3),(59 1199824.9),(60 1189887.5),(61 1186742.8),(62 1186502.3),(63 1187539.9),(64 1190720.1),(65 1196371.3),(66 1207346.3),(67 1219705.9),(68 1233001.4),(69 1252152.6),(70 1271031.9),(71 1290272.6),(72 1315499.6),(73 1342185.1),(74 1370209.6),(75 1399774.3),(76 1424869.6),(77 1447752.4),(78 1469605.3),(79 1493240.4),
(1 16161.759),(2 54385.527),(3 114300.086),(4 183869.36),(5 259583.16),(6 338932.66),(7 415391.72),(8 487507.88),(9 553516.7),(10 612596.75),(11 667687),(12 721644.7),(13 769750.4),(14 818046.5),(15 866224.4),(16 915180.6),(17 964531.8),(18 1015885.9),(19 1062917.8),(20 1106388.5),(21 1147377.8),(22 1181594.8),(23 1209187.8),(24 1226082.6),(25 1239910.3),(26 1247324.5),(27 1248444.9),(28 1247998.8),(29 1247905.3),(30 1242109.5),(31 1235995.4),(32 1227387.4),(33 1218294.9),(34 1213224.6),(35 1206545.3),(36 1202102),(37 1197265.1),(38 1194958.9),(39 1188818.8),(40 1183008.1),(41 1176452.8),(42 1165822.4),(43 1153422.3),(44 1141046),(45 1129200.5),(46 1118179.8),(47 1104472.3),(48 1091095.3),(49 1079905.8),(50 1072991.9),(51 1072020.4),(52 1073471.1),(53 1077377.3),(54 1080869.1),(55 1088946.5),(56 1099268.4),(57 1108934.4),(58 1117288),(59 1126659.5),(60 1135808),(61 1144488.4),(62 1155168.4),(63 1164465.4),(64 1176185.1),(65 1186974.5),(66 1200269.8),(67 1209691.3),(68 1220703.5),(69 1233623.1),(70 1246243.8),(71 1257744.5),(72 1273348.1),(73 1286194.6),(74 1299218.9),(75 1316662.4),(76 1333265.8),(77 1351048.9),(78 1370309),(79 1390904.5),
(1 16163.536),(2 53522.035),(3 112103.336),(4 179880.7),(5 254482.4),(6 330343.97),(7 403148.28),(8 469174.03),(9 529486.3),(10 581532.6),(11 630177.7),(12 675177),(13 715390.56),(14 755120),(15 791981.94),(16 825799.3),(17 861179.2),(18 898635),(19 933438.4),(20 967050.3),(21 996933.9),(22 1024851.2),(23 1051403.3),(24 1070655),(25 1082857.3),(26 1090195.5),(27 1094377.9),(28 1092493.9),(29 1087336.8),(30 1082427),(31 1077266.6),(32 1069050.9),(33 1060186),(34 1053612.8),(35 1046872),(36 1043728),(37 1041633.1),(38 1045184.8),(39 1050310.9),(40 1055054.9),(41 1060383.4),(42 1062676.8),(43 1063839.1),(44 1064438.5),(45 1063948.3),(46 1063007.5),(47 1062736.5),(48 1064663.9),(49 1065036.1),(50 1066115.5),(51 1067853.3),(52 1064546.6),(53 1050837.1),(54 1043477.6),(55 1034835.4),(56 1028274.9),(57 1018954.06),(58 1007778.3),(59 998403.75),(60 989641.94),(61 982388.7),(62 980530.75),(63 981051.75),(64 985717.1),(65 989977.94),(66 996381.1),(67 997975.75),(68 1002086.75),(69 1004364.4),(70 1008122.06),(71 1014150.75),(72 1022102.7),(73 1030174.5),(74 1039082.4),(75 1051197),(76 1061056.3),(77 1071489.8),(78 1082780.1),(79 1095544.1),
(1 16787.184),(2 56020.727),(3 115107.62),(4 181544.33),(5 252971.73),(6 323233.84),(7 387205.3),(8 442609.38),(9 490798.1),(10 531087.8),(11 568313.75),(12 604046.5),(13 640193.44),(14 682304.8),(15 724868.1),(16 768784.2),(17 812589.44),(18 858711.25),(19 903864),(20 943683.8),(21 979293.06),(22 1005520.1),(23 1024123.1),(24 1037758.4),(25 1043274.56),(26 1048402.75),(27 1047253.6),(28 1041417.1),(29 1034688),(30 1027849.1),(31 1020237.3),(32 1016115.6),(33 1011455.5),(34 1010784.3),(35 1010016.56),(36 1008575.44),(37 1008567.5),(38 1012005.9),(39 1014780.7),(40 1015902.7),(41 1023466.2),(42 1029784.56),(43 1031712.75),(44 1037533.7),(45 1044854.7),(46 1051541.1),(47 1055166.6),(48 1060161.5),(49 1066531.8),(50 1071273.4),(51 1075959.8),(52 1080537.8),(53 1082395.1),(54 1093733.3),(55 1103080.3),(56 1108058.6),(57 1112700),(58 1108771.3),(59 1107785.8),(60 1103651.4),(61 1101573),(62 1100897.8),(63 1101319.8),(64 1100444.6),(65 1102960),(66 1106660.9),(67 1107613.4),(68 1112176.3),(69 1112893.4),(70 1111635),(71 1106753.9),(72 1099031.6),(73 1088642.3),(74 1079972.3),(75 1074146.9),(76 1070037.9),(77 1069357.9),(78 1067702.6),(79 1070535.9),
