1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25508.4),(2 88635.22),(3 183324.95),(4 289040.88),(5 417810.16),(6 573712.3),(7 736273.2),(8 926013.25),(9 1148374.6),(10 1377051.6),(11 1628283.6),(12 1883438.6),(13 2171513.5),(14 2439987),(15 2732020),(16 3031856.8),(17 3341733.3),(18 3622341.3),(19 3907260.3),(20 4202530.5),(21 4533932),(22 4906197.5),(23 5261417.5),(24 5621038),(25 5942363.5),(26 6254946),(27 6592727.5),(28 6903133.5),(29 7182300),(30 7458656.5),(31 7736928),(32 7997513.5),(33 8261742.5),(34 8483562),(35 8724820),(36 8946337),(37 9133508),(38 9353336),(39 9607279),(40 9905654),(41 10188673),(42 10458898),(43 10723062),(44 10983595),(45 11232515),(46 11468987),(47 11640796),(48 11750620),(49 11765891),(50 11754443),(51 11768171),(52 11771048),(53 11801957),(54 11842521),(55 11894583),(56 11963256),(57 12065645),(58 12244431),(59 12405112),(60 12563981),(61 12722791),(62 12915141),(63 13126200),(64 13345875),(65 13569461),(66 13817587),(67 14087357),(68 14388093),(69 14704513),(70 15048603),(71 15411859),(72 15780415),(73 16238171),(74 16665493),(75 17100800),(76 17577510),(77 18054592),(78 18547234),(79 19068046),
(1 6613.72),(2 11987.707),(3 13503.528),(4 15471.17),(5 16093.18),(6 17044.432),(7 18632.219),(8 20262.314),(9 21546.55),(10 22756.617),(11 24023.283),(12 25305.164),(13 26437.8),(14 27307.244),(15 28583.951),(16 29959.217),(17 31397.686),(18 32641.217),(19 33711.97),(20 35068.414),(21 36371.113),(22 37139.09),(23 37519.04),(24 37954.3),(25 38251.344),(26 38568.258),(27 39136.723),(28 39656.035),(29 40238.348),(30 40444.668),(31 40371.29),(32 39646.035),(33 38887.035),(34 38836.86),(35 38518.21),(36 38503.96),(37 38559.508),(38 38554.68),(39 38381.914),(40 37907.4),(41 37810.43),(42 37980.754),(43 37744.63),(44 37825.363),(45 37897.4),(46 38073.434),(47 38048.305),(48 37885.47),(49 38047.84),(50 38280.1),(51 38115.324),(52 37990.06),(53 38031.574),(54 37996.426),(55 38163.387),(56 38296.64),(57 38440.24),(58 38201.453),(59 38065.594),(60 37867.508),(61 37553.934),(62 37748.504),(63 37869.773),(64 37740.38),(65 37885.652),(66 37942.34),(67 38063.94),(68 38183.777),(69 38038.332),(70 38073.656),(71 38398.76),(72 38485.3),(73 38518.867),(74 38718.71),(75 39042.855),(76 39564.79),(77 40119.98),(78 40380.324),(79 40544.277),
(1 6339.3115),(2 11292.035),(3 12640.103),(4 14819.331),(5 15790.542),(6 16731.44),(7 18183.2),(8 19435.79),(9 20497.799),(10 21849.076),(11 23085.33),(12 24265.816),(13 25224.543),(14 25877.111),(15 27288.646),(16 28745.91),(17 29952.992),(18 30680.686),(19 31457.102),(20 32368.973),(21 33398.805),(22 34567.125),(23 35154.855),(24 35386.7),(25 35631.367),(26 36187.8),(27 37072.26),(28 37515.695),(29 37574.31),(30 38123.527),(31 38262.26),(32 38033.48),(33 37835.68),(34 37823.754),(35 37883.277),(36 38342.67),(37 38480.758),(38 38385.19),(39 38269.914),(40 38318.98),(41 38518.87),(42 38596.49),(43 38606.348),(44 38464.777),(45 38296.96),(46 38427.12),(47 38288.13),(48 38091.586),(49 38188.805),(50 38494.754),(51 38350.715),(52 38459.496),(53 38286.59),(54 38003.055),(55 38074.14),(56 37917.043),(57 38187.223),(58 38258.285),(59 38389.34),(60 38249.63),(61 38227.957),(62 38263.703),(63 37849.234),(64 37691.715),(65 38153.977),(66 38424.31),(67 38441.215),(68 38424.56),(69 38297.934),(70 37986.164),(71 37849.734),(72 37697.49),(73 37609.957),(74 37885.367),(75 38462.785),(76 39175.145),(77 39410.523),(78 39605.754),(79 39539.03),
(1 6205.816),(2 11194.528),(3 12559.433),(4 14371.335),(5 14941.062),(6 15778.753),(7 16941.635),(8 18175.594),(9 19552.19),(10 20855.525),(11 21899.773),(12 22863.342),(13 23808.604),(14 24430.93),(15 25642.39),(16 27089.975),(17 28368.572),(18 29253.135),(19 30194.18),(20 31244.89),(21 31808.182),(22 32357.158),(23 32960.22),(24 33379.01),(25 33728.438),(26 34029.723),(27 34813.61),(28 35180.168),(29 35198.41),(30 35900.543),(31 35956.8),(32 35669.03),(33 35734.41),(34 35482.715),(35 35316.445),(36 35240.586),(37 35212.914),(38 35463.063),(39 35635.313),(40 35643.703),(41 35737.09),(42 35565.227),(43 35422.34),(44 35179.527),(45 35012.31),(46 34914.695),(47 35184.87),(48 35074.21),(49 35189.496),(50 35293.727),(51 35148.855),(52 35194.484),(53 34983.082),(54 34588.297),(55 34698.145),(56 34885.695),(57 35086.953),(58 34938.996),(59 35061.137),(60 34953.004),(61 34815.484),(62 34810.74),(63 34903.64),(64 34709.285),(65 34511.766),(66 34500.793),(67 34411.42),(68 34410.574),(69 34764.945),(70 35047.64),(71 34873.613),(72 34862.34),(73 34773.3),(74 34895.453),(75 35474.773),(76 35853.637),(77 36058.227),(78 36337.555),(79 36488.023),
(1 6283.7544),(2 11231.831),(3 12599.551),(4 14476.297),(5 14705.833),(6 15378.881),(7 16693.637),(8 17923.914),(9 19146.828),(10 20255.564),(11 21596.357),(12 22796.572),(13 23760.441),(14 24633.5),(15 25376.883),(16 26085.717),(17 27353.965),(18 28324.506),(19 29494.002),(20 30568.86),(21 31150.53),(22 31720.71),(23 32294.994),(24 32903.266),(25 33306.668),(26 33614.977),(27 34358.297),(28 34799.492),(29 34825.797),(30 35106.137),(31 35129.78),(32 35126.496),(33 35006.797),(34 34516.51),(35 34482.066),(36 34908.21),(37 35375.61),(38 35080.86),(39 35104.004),(40 35157.992),(41 34668.516),(42 34568.703),(43 34675.516),(44 34624.793),(45 34814.668),(46 34926.406),(47 34788.33),(48 34904.063),(49 35086.887),(50 35240.74),(51 35316.58),(52 35222.9),(53 35180.77),(54 35417.74),(55 35517.67),(56 35602.063),(57 35790.727),(58 35662.07),(59 35666.09),(60 35721.45),(61 35669.17),(62 35778.63),(63 35711.176),(64 35950.355),(65 35550.83),(66 35833.97),(67 36003.164),(68 35980.492),(69 36026.758),(70 36042.29),(71 35730.176),(72 35704.85),(73 35738.457),(74 36131.867),(75 36524.086),(76 36962.145),(77 36840.367),(78 36729.57),(79 37118.633),
(1 6073.405),(2 10651.627),(3 11803.153),(4 13567.972),(5 13829.134),(6 14611.059),(7 16153.063),(8 17216.36),(9 18378.033),(10 19578.326),(11 20586.963),(12 21640.633),(13 22654.494),(14 23551.828),(15 24606.926),(16 25540.28),(17 27082.592),(18 27870.355),(19 28811.758),(20 29700.014),(21 29965.469),(22 30872.824),(23 31602.924),(24 32063.336),(25 32557.164),(26 33116.56),(27 33834.996),(28 34181.918),(29 34232.227),(30 34291.746),(31 34236.777),(32 34696.508),(33 35168.49),(34 35071.55),(35 35019.848),(36 35177.95),(37 35189.293),(38 34906.195),(39 34875.844),(40 35203.203),(41 35035.586),(42 35121.57),(43 34895.535),(44 34510.195),(45 34856.49),(46 34818.688),(47 34592.56),(48 34868.652),(49 35243.605),(50 35072.84),(51 35192.266),(52 35001.043),(53 34823.207),(54 34895.082),(55 34998.668),(56 34730.656),(57 34828.992),(58 34703.184),(59 34849.223),(60 34808.79),(61 34795.164),(62 34867.406),(63 34838.082),(64 35084.49),(65 35152.17),(66 35139.31),(67 35214.453),(68 35347.52),(69 35306.258),(70 35349.41),(71 35439.77),(72 35730.277),(73 35741.977),(74 36178.938),(75 36765.402),(76 37013.633),(77 37228.6),(78 37378.33),(79 37813.91),
(1 5700.0913),(2 10148.094),(3 11673.689),(4 13217.742),(5 13646.603),(6 14634.846),(7 16029.532),(8 17078.68),(9 18265.928),(10 19245.54),(11 20527.324),(12 21635.037),(13 22615.82),(14 23478.754),(15 24517.008),(16 25589.111),(17 26931.014),(18 27870.49),(19 28586.512),(20 29464.428),(21 29798.352),(22 30136.621),(23 30895.129),(24 31536.98),(25 31932.5),(26 32372.852),(27 32754.635),(28 32906.453),(29 33291.156),(30 33134.785),(31 32866.336),(32 33056.492),(33 33412.195),(34 33396.84),(35 33740.32),(36 33936.246),(37 33950.85),(38 34090.047),(39 33844.918),(40 33872.41),(41 33867.402),(42 33827.195),(43 33909.87),(44 33995.918),(45 34175.266),(46 34084.28),(47 34350.848),(48 34833.527),(49 35003.473),(50 34921.93),(51 35353.563),(52 35167.957),(53 35062.516),(54 35134.4),(55 35320.22),(56 35321.77),(57 35660.594),(58 35617.375),(59 35885.54),(60 35782.402),(61 35822.313),(62 35713.484),(63 35868.49),(64 36189.25),(65 35960.93),(66 35618.973),(67 35624.227),(68 35673.91),(69 36153.06),(70 36084.895),(71 36203.17),(72 35887.84),(73 36033.793),(74 36222.28),(75 36409.824),(76 37217.016),(77 37463.516),(78 37558.242),(79 37728.19),
(1 5843.1743),(2 10205.141),(3 11547.186),(4 13158.589),(5 13475.359),(6 14467.041),(7 16019.054),(8 16891.887),(9 17848.57),(10 18820.344),(11 19915.785),(12 20927.326),(13 21735.691),(14 22657.152),(15 23688.486),(16 24740.113),(17 26060.773),(18 26755.979),(19 27389.945),(20 28164.281),(21 28741.4),(22 29403.28),(23 29843.484),(24 30129.973),(25 30756.473),(26 31382.887),(27 31749.719),(28 31868.133),(29 32159.984),(30 32225.576),(31 32097.03),(32 32222.764),(33 32099.973),(34 31975.334),(35 32326.133),(36 32585.412),(37 32558.438),(38 32620.094),(39 32549.314),(40 32428.734),(41 32632.674),(42 32736.986),(43 32347.04),(44 32390.408),(45 32321.66),(46 32157.076),(47 32401.605),(48 32467.102),(49 32397.607),(50 32544.906),(51 32879.844),(52 32553.32),(53 32416.574),(54 32513.873),(55 32545.648),(56 32460.656),(57 32548.338),(58 32389.59),(59 32708.578),(60 32683.586),(61 32616.592),(62 32634.7),(63 32588.066),(64 32793.59),(65 32598.729),(66 32517.818),(67 32925.406),(68 33241.27),(69 33510.188),(70 33590.824),(71 33831.695),(72 33990.996),(73 34346.477),(74 34657.78),(75 34484.87),(76 34587.645),(77 34780.945),(78 34986.65),(79 35220.23),
(1 5656.9463),(2 9864.645),(3 11066.877),(4 12629.621),(5 13313.836),(6 14614.561),(7 15837.389),(8 16806.232),(9 17847.893),(10 18849.174),(11 20114.893),(12 20836.887),(13 21790.201),(14 22860.523),(15 23785.232),(16 24917.117),(17 26274.6),(18 26765.49),(19 27578.416),(20 28703.244),(21 29361.96),(22 30183.299),(23 30490.553),(24 30879.533),(25 31379.186),(26 31681.72),(27 32109.752),(28 32374.6),(29 32698.213),(30 32600.852),(31 32071.92),(32 32028.434),(33 32170.477),(34 32238.084),(35 32548.863),(36 32790.945),(37 32802.87),(38 32936.67),(39 33010.78),(40 32921.18),(41 32812.55),(42 32834.91),(43 32884.84),(44 33017.574),(45 33075.168),(46 33093.895),(47 33367.703),(48 33510.227),(49 33377.5),(50 33879.324),(51 34186.5),(52 34296.5),(53 34499.55),(54 34378.04),(55 34176.586),(56 34150.7),(57 34318.445),(58 34345.426),(59 34419.22),(60 34099.203),(61 34021.6),(62 34341.742),(63 34418.438),(64 34588),(65 34713.125),(66 35006.426),(67 35091.336),(68 34986.61),(69 35083.258),(70 35240.508),(71 35320.996),(72 35318.637),(73 35531.254),(74 35841.637),(75 35939.484),(76 35981.215),(77 36294.492),(78 36246.2),(79 35933.754),
(1 5655.487),(2 9886.177),(3 11213.578),(4 12648.187),(5 12948.218),(6 13997.093),(7 15567.774),(8 16499.283),(9 17440.666),(10 18478.445),(11 19758.3),(12 20799.428),(13 21782.533),(14 22608.902),(15 23213.523),(16 24197.068),(17 25689.184),(18 26325.727),(19 27222.979),(20 28228.38),(21 28623.54),(22 29320.975),(23 29775.668),(24 30093.244),(25 30529.402),(26 31019.693),(27 31381.318),(28 31910.363),(29 32672.186),(30 32616.596),(31 32378.654),(32 32505.977),(33 32571.313),(34 32523.945),(35 32827.434),(36 32776.668),(37 33024.367),(38 33364.105),(39 33179.184),(40 33461.17),(41 33375.57),(42 33078.758),(43 32703.4),(44 32810.668),(45 32888.813),(46 32771.883),(47 33050.79),(48 32976.785),(49 32759.047),(50 32649.135),(51 32711.855),(52 32428.639),(53 32621.549),(54 32244.342),(55 32205.748),(56 32163.572),(57 32051.219),(58 31927.08),(59 32148.002),(60 31884.5),(61 31561.053),(62 31590.943),(63 31709.057),(64 31666.137),(65 31891.36),(66 31973.32),(67 32044.598),(68 32230.957),(69 32217.057),(70 32154.598),(71 32117.754),(72 32431.873),(73 33043.254),(74 33158.17),(75 33211.285),(76 33287.824),(77 33580.266),(78 33824.914),(79 33875.805),
(1 5609.754),(2 9578.178),(3 10877.4375),(4 12300.336),(5 12343.626),(6 13261.303),(7 14776.907),(8 15806.056),(9 16697.441),(10 17716.912),(11 19099.54),(12 20152.236),(13 21058.863),(14 21842.107),(15 22436.258),(16 23461.73),(17 24768.19),(18 25636.445),(19 26767.047),(20 27278.785),(21 27669.943),(22 28184.49),(23 28569.996),(24 28676.262),(25 29147.855),(26 29650.178),(27 29788.166),(28 30050.521),(29 30362.94),(30 30218.807),(31 30189.672),(32 30218.525),(33 30164.219),(34 30420.03),(35 30403.469),(36 30576.354),(37 30954.736),(38 30924.963),(39 30753.588),(40 30936.64),(41 31205.6),(42 31076.06),(43 31065.129),(44 31089.316),(45 31075.152),(46 31038.387),(47 31412.518),(48 31234.777),(49 30871.068),(50 30745.73),(51 30709.295),(52 31000.076),(53 31152.795),(54 31107.209),(55 31157.55),(56 30959.451),(57 30860.094),(58 30829.06),(59 30633.098),(60 30611.576),(61 30563.834),(62 30290.162),(63 30053.451),(64 30049.814),(65 30121.969),(66 30687.787),(67 30778),(68 30690.52),(69 30795.38),(70 31045.86),(71 30990.104),(72 31194.578),(73 31328.535),(74 31481.518),(75 31487.48),(76 31603.764),(77 31785.186),(78 31858.408),(79 31949.914),
(1 5394.0127),(2 9348.61),(3 10487.458),(4 11720.773),(5 12243.259),(6 13441.871),(7 14746.254),(8 15457.318),(9 16388.473),(10 17565.627),(11 18948.703),(12 19850.121),(13 20359.01),(14 21123.727),(15 21999.857),(16 23158.115),(17 24595.795),(18 25144.785),(19 26117.883),(20 26842.758),(21 27289.809),(22 27976.77),(23 28436.623),(24 28675.639),(25 29347.84),(26 30112.137),(27 30391.182),(28 30417.027),(29 30759.354),(30 30918.803),(31 31121.543),(32 31305.234),(33 31380.244),(34 31620.566),(35 31667.354),(36 31756.955),(37 32005.537),(38 31912.664),(39 31674.576),(40 31769.572),(41 31803.29),(42 31816.512),(43 31662.16),(44 31551.889),(45 31424.818),(46 31369.342),(47 31625.31),(48 31344.176),(49 31609.748),(50 31667.547),(51 31261.756),(52 31403.832),(53 31442.527),(54 31496.47),(55 31704.67),(56 31354.947),(57 31102.045),(58 31278.55),(59 31377.723),(60 31259.416),(61 31539.482),(62 31549.684),(63 31253.521),(64 31153.01),(65 31067.734),(66 31311.275),(67 31309.357),(68 31163.137),(69 31498.613),(70 31673.309),(71 31712.738),(72 31429.373),(73 31331.71),(74 31568.55),(75 32084.05),(76 32117.256),(77 32030.1),(78 32241.744),(79 32414.057),
(1 5508.962),(2 9491.306),(3 10665.14),(4 12056.851),(5 12519.88),(6 13775.28),(7 15333.373),(8 16375.537),(9 17271.424),(10 18393.477),(11 19844.492),(12 21080.078),(13 21982),(14 23108.234),(15 24158.055),(16 25463.162),(17 27008.518),(18 28067.996),(19 28877.18),(20 29665.66),(21 30336.004),(22 31100.293),(23 31641.58),(24 31945.69),(25 32526.576),(26 33103.117),(27 33382.816),(28 33433.125),(29 33756.61),(30 33859.438),(31 33816.24),(32 33532.86),(33 33449.707),(34 33759.91),(35 33885.035),(36 33744.21),(37 33810.047),(38 33652.844),(39 33096.773),(40 33163.055),(41 33449.332),(42 33362.54),(43 33239.004),(44 32914.676),(45 32849.438),(46 33144.695),(47 32959.46),(48 32534.268),(49 32635.69),(50 32673.643),(51 32603.176),(52 32930.06),(53 33003.164),(54 33129.68),(55 33159.277),(56 32958.867),(57 32767.213),(58 32747.396),(59 32714.26),(60 32673.15),(61 32991.082),(62 32730.877),(63 32791.605),(64 32805.313),(65 32675),(66 32891.47),(67 32749.129),(68 32756.404),(69 32930.1),(70 33132.79),(71 33248.445),(72 33190.81),(73 33263.406),(74 33370.53),(75 33742.93),(76 33898.39),(77 33791.938),(78 34072.906),(79 34387.63),
(1 5273.4907),(2 8921.552),(3 10171.55),(4 11346.338),(5 11553.204),(6 12648.284),(7 13942.385),(8 14762.975),(9 15506.026),(10 16535.996),(11 17858.842),(12 18815.305),(13 19436.504),(14 20314.885),(15 21014.762),(16 22122.662),(17 23164.492),(18 23747.143),(19 24636.986),(20 25290.217),(21 25690.305),(22 26122.707),(23 26590.303),(24 27154.717),(25 27671.58),(26 27922.021),(27 27906.791),(28 28199.256),(29 28511.88),(30 28594.482),(31 28704.514),(32 28480.102),(33 28613.684),(34 29033.564),(35 29104.604),(36 29123.393),(37 28865.22),(38 28411.299),(39 28196.74),(40 28461.057),(41 28816.256),(42 28935.563),(43 28861.705),(44 28635.484),(45 28509.139),(46 28676.332),(47 28549.436),(48 28264.209),(49 28265.762),(50 28086.887),(51 28005.809),(52 27976.963),(53 27838.771),(54 27838.24),(55 27973.275),(56 27928.824),(57 27797.828),(58 27753.967),(59 27631.035),(60 27567.797),(61 27817.82),(62 27915.543),(63 27916.725),(64 28011.443),(65 28004.969),(66 28079.482),(67 27795.973),(68 27847.516),(69 27963.953),(70 28094.76),(71 28409.814),(72 28554.105),(73 28785.69),(74 29125.463),(75 29248.746),(76 29473.598),(77 29412.994),(78 29600.426),(79 29775.605),
(1 5139.5356),(2 8769.637),(3 9974.08),(4 11157.123),(5 11652.695),(6 12986.115),(7 14196.072),(8 14789.196),(9 15762.954),(10 17062.566),(11 18198.13),(12 19181.467),(13 20071.488),(14 21314.691),(15 22339.668),(16 23274.277),(17 24235.879),(18 25067.227),(19 25719.213),(20 26191.133),(21 26823.14),(22 27521.117),(23 28146.066),(24 28820.303),(25 29017.258),(26 29359.111),(27 29512.236),(28 29705.041),(29 30022.67),(30 29861.838),(31 29585.525),(32 29808.582),(33 30025.129),(34 30071.781),(35 29884.29),(36 29735),(37 29736.676),(38 29426.896),(39 29073.92),(40 29053.732),(41 28986.338),(42 28987.768),(43 29139.998),(44 28838.768),(45 28490.293),(46 28642.123),(47 28475.736),(48 28375.4),(49 28184.86),(50 28076.088),(51 28251.871),(52 28175.38),(53 27984.736),(54 28192.182),(55 28277.648),(56 28156.129),(57 28206.193),(58 27954.668),(59 27970.402),(60 28136.064),(61 28276.225),(62 28329.637),(63 28654.596),(64 28662.307),(65 28734.854),(66 28852.105),(67 28790.85),(68 28814.729),(69 28683.79),(70 29056.43),(71 29220.117),(72 29556.898),(73 29957.643),(74 30030.223),(75 29952.629),(76 30211.049),(77 30234.887),(78 30239.33),(79 30354.229),
(1 5058.9116),(2 8536.162),(3 9668.433),(4 10661.155),(5 11022.081),(6 12447.964),(7 13556.514),(8 14351.979),(9 15153.898),(10 16306.815),(11 17513.383),(12 18459.582),(13 19437.37),(14 20442.965),(15 21458.39),(16 22387.047),(17 23274.51),(18 23864.887),(19 24431.229),(20 24965.955),(21 25776.828),(22 26369.281),(23 26774.258),(24 27301.732),(25 27851.754),(26 27937.361),(27 28024.332),(28 28565.207),(29 28830.115),(30 28899.477),(31 28726.678),(32 28762.482),(33 28772.021),(34 28881.826),(35 29132.418),(36 29086.113),(37 28969.875),(38 28966.195),(39 28863.564),(40 29049.857),(41 28748.51),(42 28435.39),(43 28225.602),(44 28227.912),(45 28329.803),(46 28337.922),(47 28026.29),(48 27945.746),(49 27928.236),(50 27891.082),(51 28015.818),(52 27723.137),(53 27476.654),(54 27407.816),(55 27508.246),(56 27812.85),(57 27925.367),(58 27639.15),(59 27373.586),(60 27357.158),(61 27186.303),(62 27137.545),(63 27431.139),(64 27465.76),(65 27665.03),(66 27576.475),(67 27365.162),(68 27284.926),(69 27351.605),(70 27603.38),(71 27823.045),(72 28182.924),(73 28356.607),(74 28478.883),(75 28481.459),(76 28852.625),(77 28953.314),(78 28977.643),(79 29314.602),
(1 5187.779),(2 8779.055),(3 9982.446),(4 10884.1455),(5 11228.366),(6 12927.788),(7 14134.844),(8 15005.077),(9 15923.396),(10 16994.15),(11 18397.22),(12 19475.043),(13 20398.688),(14 21322.936),(15 22342.732),(16 23339.93),(17 24008.318),(18 24767.828),(19 25472.568),(20 26047.256),(21 26930.078),(22 27578.658),(23 27896.572),(24 28254.01),(25 28519.9),(26 28416.527),(27 28464.645),(28 28817.313),(29 28908.137),(30 28807.375),(31 28715.912),(32 28563.346),(33 28603.158),(34 28517.188),(35 28675.463),(36 28870.111),(37 28648.834),(38 28562.816),(39 28844.602),(40 28854.07),(41 28659.412),(42 28516.924),(43 28445.87),(44 28549.107),(45 28639.951),(46 28646.346),(47 28356.398),(48 28405.72),(49 28330.156),(50 28232.3),(51 28360.688),(52 28444.994),(53 28477.84),(54 28434.299),(55 28257.754),(56 28359.523),(57 28475.926),(58 28281.492),(59 28208.797),(60 28409.678),(61 28374.32),(62 28180.246),(63 28261.115),(64 28207.328),(65 28439.84),(66 28520.646),(67 28447.828),(68 28250.736),(69 28391.926),(70 28673.305),(71 28722.719),(72 29008.098),(73 29163.46),(74 29346.44),(75 29602.54),(76 29751.895),(77 30102.916),(78 30139.387),(79 30158.39),
(1 4888.549),(2 8338.014),(3 9446.852),(4 10253.555),(5 10606.17),(6 12101.975),(7 13346.608),(8 14108.255),(9 14976.656),(10 15719.865),(11 16912.746),(12 17867.309),(13 18550.563),(14 19203.168),(15 19852.69),(16 20734.564),(17 21404.186),(18 22216.498),(19 22900.523),(20 23252.783),(21 23736.021),(22 23960.123),(23 24219.389),(24 24910.686),(25 25420.297),(26 25412.455),(27 25645.557),(28 25862.215),(29 26084.258),(30 26204.316),(31 25959.783),(32 25820.674),(33 25897.979),(34 25853.186),(35 25913.73),(36 26278.705),(37 26159.56),(38 25957.797),(39 25702.176),(40 25597.246),(41 25400.637),(42 25202.445),(43 25158.932),(44 25441.188),(45 25754.383),(46 25512.38),(47 25024.158),(48 24712.19),(49 24551.293),(50 24860.861),(51 24981.574),(52 24810.158),(53 24869.637),(54 24901.91),(55 24848.012),(56 24920.613),(57 25189.059),(58 25070.137),(59 25095.64),(60 25341.236),(61 25343.836),(62 25413.057),(63 25612.016),(64 25610.473),(65 26032.662),(66 26099.752),(67 25968.39),(68 25927.855),(69 26035.246),(70 26160.666),(71 26138.316),(72 25991.943),(73 25956.807),(74 26148.152),(75 26299.205),(76 26544.178),(77 26807.701),(78 26883.877),(79 26935.027),
(1 4788.8223),(2 8075.17),(3 9121.926),(4 10079.917),(5 10332.274),(6 11989.539),(7 13217.542),(8 14043.266),(9 14998.208),(10 15758.953),(11 17263.83),(12 18196.635),(13 18784.31),(14 19689.588),(15 20617.365),(16 21630.322),(17 22554.338),(18 23355.922),(19 23950.293),(20 24532.982),(21 25196.613),(22 25785.664),(23 26466.406),(24 27149.965),(25 27492.76),(26 27685.217),(27 27940.232),(28 28039.2),(29 28031.428),(30 28165),(31 28376.6),(32 28549.205),(33 28693.121),(34 28584.906),(35 28541.924),(36 28484.719),(37 28044.361),(38 28256.93),(39 28177.68),(40 27982.145),(41 27804.393),(42 27815.246),(43 27776.799),(44 27914.33),(45 27916.564),(46 27716.393),(47 27551.996),(48 27542.584),(49 27569.871),(50 27775.973),(51 27944.154),(52 27835.117),(53 27977.533),(54 27850.467),(55 27808.01),(56 27717.635),(57 27814.273),(58 27981.174),(59 28153.69),(60 28285.7),(61 28291.092),(62 28270.53),(63 28423.764),(64 28660.361),(65 28670.945),(66 28774.098),(67 28841.04),(68 29024.436),(69 29148.88),(70 29080.072),(71 29165.945),(72 29007.88),(73 29082.48),(74 29584.252),(75 29811.918),(76 29895.145),(77 30050.518),(78 29990.63),(79 30152.428),
