1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8069.078),(2 15743.394),(3 33724.938),(4 48224.863),(5 66732.87),(6 84004.01),(7 108834.75),(8 132688.7),(9 157296.08),(10 180410.2),(11 213733.92),(12 244673.75),(13 287808.7),(14 329241.22),(15 389766.25),(16 442588.5),(17 488795.75),(18 544637.8),(19 595536.56),(20 646905.25),(21 701477.3),(22 749255),(23 807309.3),(24 856426),(25 915984),(26 983704.56),(27 1066424.6),(28 1136198.9),(29 1227392.1),(30 1312403.6),(31 1405045.4),(32 1495985.4),(33 1585468.6),(34 1670735.1),(35 1752373.6),(36 1837966.4),(37 1925196.4),(38 2021854),(39 2132487.5),(40 2232837),(41 2339689.8),(42 2441864.8),(43 2561997.8),(44 2682375.3),(45 2802283.8),(46 2927864),(47 3050831.3),(48 3171032),(49 3312994.3),(50 3433774),(51 3580116.8),(52 3738388),(53 3899190.8),(54 4066652),(55 4256671.5),(56 4462364),(57 4646065.5),(58 4843877.5),(59 5049238.5),(60 5246860),(61 5479348.5),(62 5709195.5),(63 5961006.5),(64 6190152.5),(65 6426824),(66 6674690.5),(67 6907172),(68 7184179.5),(69 7456280.5),(70 7722976),(71 8001822.5),(72 8260056.5),(73 8515660),(74 8743591),(75 8988733),(76 9219281),(77 9440768),(78 9668303),(79 9948612),
(1 5666.9673),(2 16626.215),(3 27085.445),(4 34343.543),(5 38440.74),(6 40104.473),(7 40366.754),(8 40472.766),(9 40885.44),(10 41319.58),(11 41187.434),(12 41606.918),(13 42729.453),(14 43721.426),(15 44257.91),(16 43966.246),(17 43015.234),(18 42268.867),(19 42074.203),(20 43085.883),(21 44611.543),(22 46178.043),(23 47697.324),(24 49153.22),(25 50035.13),(26 50254.023),(27 49696.69),(28 48911.332),(29 48525.55),(30 48256.62),(31 47615.95),(32 47501.402),(33 47049.074),(34 46115.984),(35 45176.605),(36 44622.984),(37 44478.04),(38 44764.992),(39 45195.52),(40 45747.203),(41 45750.652),(42 45517.195),(43 45162.86),(44 44901.633),(45 44790.86),(46 44657.31),(47 45061.063),(48 45755.93),(49 45913.33),(50 46634.723),(51 47832.598),(52 48760.434),(53 49009.598),(54 49220.66),(55 48812.53),(56 48334.234),(57 48250.89),(58 47542.348),(59 46730.582),(60 46075.83),(61 45724.176),(62 45879.074),(63 46627.914),(64 47637.82),(65 48250.3),(66 48968.56),(67 49288.49),(68 48591.582),(69 47570.105),(70 46699.055),(71 46532.414),(72 47305.79),(73 48591.55),(74 49968.945),(75 51066.133),(76 52125.527),(77 52723.668),(78 52531.895),(79 51926.645),
(1 5737.969),(2 16729.707),(3 26745.459),(4 33592.168),(5 37545.383),(6 38939.848),(7 38994.816),(8 39088.887),(9 39687.027),(10 40363.934),(11 41389.04),(12 42514.863),(13 43501.145),(14 44170.35),(15 44016.793),(16 42971.844),(17 42119.527),(18 41507.168),(19 41365.004),(20 41958.75),(21 43134.727),(22 44516.816),(23 45933.305),(24 47329.086),(25 48260.63),(26 48127.68),(27 47499.73),(28 46998.44),(29 46369.16),(30 45779.46),(31 45923.656),(32 46697.38),(33 47114.188),(34 46727.492),(35 46144.098),(36 46083.25),(37 46190.34),(38 46374.953),(39 46771.168),(40 47560.055),(41 48117.86),(42 47803.84),(43 47222.45),(44 47039.598),(45 46499.273),(46 45959.016),(47 45956.06),(48 46702.445),(49 47228.676),(50 47830.945),(51 47783.098),(52 46916.133),(53 45789.574),(54 44861.11),(55 44319.11),(56 44571.34),(57 45569.72),(58 46148.434),(59 46081.22),(60 45964.527),(61 45624.8),(62 45696.96),(63 45750.97),(64 45503.07),(65 45462.71),(66 45822.816),(67 46591.367),(68 46843.61),(69 46643.582),(70 46065.875),(71 45434.32),(72 45444.406),(73 45862.184),(74 46596.582),(75 47358.18),(76 48358.77),(77 49138.813),(78 49048.58),(79 48477.496),
(1 5799.1387),(2 17009.75),(3 27324.588),(4 34397.395),(5 38738.18),(6 40578.5),(7 40763.176),(8 40339.92),(9 39978.348),(10 40152.754),(11 40884.7),(12 41804.977),(13 42029.645),(14 41869.32),(15 41523.043),(16 41195.176),(17 41423.293),(18 41762.8),(19 42516.094),(20 43972.684),(21 45012.64),(22 45592.19),(23 45829.332),(24 45442.336),(25 44818.926),(26 44430.184),(27 44071.188),(28 43685.09),(29 43529.906),(30 43860.652),(31 44658.402),(32 45355.06),(33 45115.99),(34 44552.836),(35 44208.766),(36 44499.703),(37 44533.67),(38 44635.324),(39 45174.555),(40 45611.26),(41 45888.516),(42 45927.656),(43 45783.188),(44 46316.727),(45 46586.684),(46 46183.48),(47 46229.77),(48 46987.695),(49 47943.11),(50 48719.02),(51 48959.996),(52 48377),(53 47187.41),(54 46504.02),(55 46839.2),(56 47647.594),(57 48249.75),(58 48343.496),(59 47936.05),(60 47866.73),(61 48027.3),(62 48075.152),(63 48010.19),(64 47825.11),(65 47612.1),(66 47234.54),(67 47231.19),(68 47226.56),(69 46974.996),(70 46517.71),(71 46161.406),(72 45828.21),(73 45715.53),(74 45843.516),(75 45909.145),(76 46367.938),(77 46866.9),(78 46728.457),(79 46475.867),
(1 5598.787),(2 16331.45),(3 26078.996),(4 32359.955),(5 35745.17),(6 36793.223),(7 36710.508),(8 36391.973),(9 36610.68),(10 37519.68),(11 38861.137),(12 40352.71),(13 40910.207),(14 40297.184),(15 39195.883),(16 38578.086),(17 38507.566),(18 38838.094),(19 39218.74),(20 40223.996),(21 41338.586),(22 42658.023),(23 43597.516),(24 44121.35),(25 43839.223),(26 43043.36),(27 42477.965),(28 42391.81),(29 42412.86),(30 42458.324),(31 42370.605),(32 42224.89),(33 41867.375),(34 41456.863),(35 41394.668),(36 41790.316),(37 42728.71),(38 43529.598),(39 44257.207),(40 44789.113),(41 44737.42),(42 44016.914),(43 43410.125),(44 43388.613),(45 43315.465),(46 42929.816),(47 43066.184),(48 44038.3),(49 44758.81),(50 44760.8),(51 44226.02),(52 44005.406),(53 44098.105),(54 44099.273),(55 43902.684),(56 43612.535),(57 43218.99),(58 42599.246),(59 42169.785),(60 42125.23),(61 42317.203),(62 43007.17),(63 43723.46),(64 43394.207),(65 43055.05),(66 42610.73),(67 42130.227),(68 42166.184),(69 42597.676),(70 43272.9),(71 43672.855),(72 44019.31),(73 44005.313),(74 43741.676),(75 43317.504),(76 43089.414),(77 42688.61),(78 42583.285),(79 42510.055),
(1 5772.6523),(2 16950.855),(3 27277.93),(4 33950.164),(5 37619.617),(6 39158.79),(7 39736.367),(8 39622.137),(9 39082.035),(10 38888.31),(11 38995.89),(12 39345.633),(13 39513.555),(14 39478.902),(15 39113.92),(16 39308.918),(17 39693.773),(18 40049.07),(19 40592.11),(20 41752.62),(21 42945.902),(22 43841.785),(23 44261.66),(24 44424.438),(25 44315.15),(26 44510.8),(27 44800.758),(28 44337.58),(29 43309.297),(30 42774.367),(31 42586.03),(32 42677.74),(33 43143.727),(34 43437.195),(35 43537.01),(36 43990.93),(37 44855.055),(38 45205.652),(39 45186.563),(40 44887.457),(41 44481.125),(42 44165.074),(43 44051.74),(44 44559.92),(45 45153.867),(46 45315.152),(47 45506.89),(48 45852.086),(49 46307.65),(50 46754.383),(51 46959.613),(52 47110.89),(53 46904.29),(54 46640.902),(55 46104.133),(56 45528.53),(57 44772.47),(58 44214.58),(59 44008.3),(60 44076.113),(61 44150.395),(62 44538.34),(63 45060.613),(64 45592.582),(65 45800.727),(66 45767.055),(67 45826.023),(68 45651.38),(69 45173.875),(70 44378.145),(71 43451.31),(72 42781.277),(73 42922.305),(74 43319.293),(75 43829.145),(76 44240.023),(77 44330.973),(78 44027.04),(79 43629.09),
(1 5743.0273),(2 16685.21),(3 26629.197),(4 33065.02),(5 36247.152),(6 37364.633),(7 37511.227),(8 37121.547),(9 36992.668),(10 37485.152),(11 38512.688),(12 39310.457),(13 38966.55),(14 38084.516),(15 37527.438),(16 37146.86),(17 36695.855),(18 36849.12),(19 37494.633),(20 38847.24),(21 40327.05),(22 41636.383),(23 42350.293),(24 42401.125),(25 42039.805),(26 41685.984),(27 41599.33),(28 41730.44),(29 41758.97),(30 41722.15),(31 41177.21),(32 40726.008),(33 40851.45),(34 40960.465),(35 40513.99),(36 40276.9),(37 40836.355),(38 42181.813),(39 43273.48),(40 44345.926),(41 44764.477),(42 44618.61),(43 44356.39),(44 43988.215),(45 43324.977),(46 42583.285),(47 42608.594),(48 43303.805),(49 44091.797),(50 44589.875),(51 44809.38),(52 44943.813),(53 45142.395),(54 45628.902),(55 45610.637),(56 45454.375),(57 45464.81),(58 45558.426),(59 45483.535),(60 45492.63),(61 45413.086),(62 45190.594),(63 45488.91),(64 45561.926),(65 44626.086),(66 43606.223),(67 43112.188),(68 42942.938),(69 42829.676),(70 42762.86),(71 42219.65),(72 42067.758),(73 42295.285),(74 42704.523),(75 43034.137),(76 43547.82),(77 43777.184),(78 44129.168),(79 44058.816),
(1 5748.5034),(2 16509.166),(3 26034.354),(4 31848.246),(5 34291.895),(6 35210.15),(7 35658.76),(8 36148.758),(9 36744.113),(10 37288.195),(11 37973.668),(12 38326.926),(13 37906.92),(14 37141.74),(15 36730.355),(16 36615.94),(17 36684.063),(18 37387),(19 38515.984),(20 39909.617),(21 41237.26),(22 42658.727),(23 43640.707),(24 43884.926),(25 43676.543),(26 43347.28),(27 43243.383),(28 43314.566),(29 43229.35),(30 43164.457),(31 42860.57),(32 42354.105),(33 41538.426),(34 40642.477),(35 40169.66),(36 40278.504),(37 40570.813),(38 41008.426),(39 41434.52),(40 41834.094),(41 41805.85),(42 42182.934),(43 42591.883),(44 42707.58),(45 42528.324),(46 42450.832),(47 42459.96),(48 42118.535),(49 41460.816),(50 40519.21),(51 39877.082),(52 39761.277),(53 40438.117),(54 41931.066),(55 42928.29),(56 43309.168),(57 43447.273),(58 42859.023),(59 42320.617),(60 42132.906),(61 41899.355),(62 42268.633),(63 42559.145),(64 42674.406),(65 42409.285),(66 42287.984),(67 42230.086),(68 42517.04),(69 42556.875),(70 42659.473),(71 43001.117),(72 43627.086),(73 44072.5),(74 44451.797),(75 44667.727),(76 44653.805),(77 44340.34),(78 44280.58),(79 44325.305),
(1 5566.8203),(2 16115.876),(3 25800.273),(4 31870.15),(5 35130.297),(6 36140.523),(7 35978.855),(8 35772.836),(9 35830.375),(10 36412.39),(11 37147.914),(12 37944.84),(13 37677.887),(14 36678.56),(15 36101.85),(16 36390.484),(17 37294.5),(18 38561.527),(19 39986.047),(20 41326.063),(21 42059.965),(22 42649.914),(23 42427.906),(24 41526.34),(25 40663.49),(26 40498.617),(27 40380.39),(28 40482.633),(29 40525.613),(30 40482.023),(31 39853.31),(32 39553.688),(33 39442.703),(34 39717.82),(35 40419.07),(36 41544.855),(37 42261.145),(38 42858.555),(39 43399.043),(40 43168.543),(41 42580.39),(42 42553.62),(43 43091.016),(44 43549.84),(45 43458.11),(46 43491.93),(47 43285.94),(48 43358.465),(49 43204.67),(50 42963.598),(51 43011.66),(52 43653.703),(53 43819.977),(54 43911.71),(55 44153.27),(56 44028.547),(57 44219.76),(58 44613.26),(59 44519.977),(60 43919.008),(61 43451.246),(62 43367.26),(63 43480.813),(64 43187.71),(65 42864.215),(66 42560.55),(67 42243.047),(68 42143.83),(69 41614.64),(70 41111.74),(71 41230.785),(72 41574.96),(73 41734.047),(74 42230.02),(75 42657.965),(76 42807.707),(77 42631.406),(78 41548.066),(79 40680.164),
(1 5528.8687),(2 16367.353),(3 26653.514),(4 33158.547),(5 36118.926),(6 36888.887),(7 36350.35),(8 35604.246),(9 35138.223),(10 35571.547),(11 36200),(12 36569.813),(13 36096.957),(14 35548.652),(15 35251.637),(16 35317.26),(17 35623.76),(18 36141.566),(19 37069.16),(20 37797.395),(21 38082.95),(22 38685.07),(23 39202.06),(24 39553.83),(25 39888.27),(26 40064.676),(27 39962.13),(28 39573.31),(29 39366.77),(30 39159.734),(31 39062.25),(32 38783.832),(33 39142.1),(34 39552.023),(35 39264.906),(36 39086.223),(37 39654.19),(38 40541),(39 40888.863),(40 40734.44),(41 40814.023),(42 41625.676),(43 42486.93),(44 42761.445),(45 42625.715),(46 42473.113),(47 42142.563),(48 41776.023),(49 40759.17),(50 39982.96),(51 40065.734),(52 40211.703),(53 40451.797),(54 40854.484),(55 41171.273),(56 41264.02),(57 41488.23),(58 42250.617),(59 42502.066),(60 42317),(61 42081.07),(62 41558.84),(63 41122.375),(64 40304.67),(65 39594.066),(66 39431.715),(67 40119.402),(68 41080.043),(69 41575.926),(70 41218.848),(71 40745.14),(72 40506.695),(73 40905.7),(74 41969.47),(75 42478.848),(76 42461.824),(77 42007.316),(78 41226.62),(79 40563.89),
(1 5707.4),(2 16546.143),(3 26517.063),(4 32555.254),(5 34876.125),(6 35200.098),(7 34755.305),(8 33918.41),(9 33744.05),(10 33964.83),(11 34364.133),(12 34951.066),(13 35254.457),(14 35241.31),(15 35205.68),(16 35624.5),(17 36283.68),(18 37141.586),(19 37882.887),(20 38385.156),(21 38313.62),(22 38422.734),(23 38466.082),(24 38665.98),(25 38667.56),(26 38201.797),(27 38033.74),(28 38137.414),(29 38089.81),(30 38263.074),(31 38317.656),(32 38095.195),(33 38462.313),(34 38739.207),(35 38860.305),(36 39292.297),(37 40068.297),(38 40955.36),(39 41171.223),(40 40982.336),(41 40685.926),(42 40777.71),(43 40900.027),(44 40893.86),(45 40616.92),(46 40379.934),(47 39956.31),(48 39783.758),(49 39639.844),(50 39957.535),(51 40321.016),(52 40786.305),(53 40783.543),(54 40717.625),(55 40930.93),(56 41166.83),(57 41584.98),(58 41362.875),(59 40808.402),(60 40478.49),(61 39805.242),(62 38851.008),(63 38380.203),(64 38154.914),(65 38089.29),(66 38625.004),(67 39564.242),(68 40247.242),(69 40518.26),(70 40298.125),(71 40298.79),(72 40218.082),(73 40066.113),(74 40086.99),(75 39949.85),(76 39859.977),(77 39887.24),(78 39757.54),(79 39621.703),
(1 5358.2676),(2 15295.075),(3 24008.236),(4 28941.563),(5 31043.977),(6 31514.297),(7 31212.795),(8 30794.271),(9 31228.105),(10 32153.549),(11 33374.75),(12 34274.15),(13 34274.273),(14 33788.71),(15 33304.57),(16 33259.99),(17 33811.188),(18 35162.05),(19 36131.758),(20 36648.703),(21 36787.496),(22 37047.266),(23 37138.81),(24 36939.03),(25 36287.582),(26 35642.016),(27 35504.07),(28 35725.117),(29 36268.53),(30 36314.023),(31 35693.42),(32 35281.43),(33 35169.184),(34 35213.348),(35 35291.56),(36 35701.69),(37 36712.59),(38 37908.336),(39 38273.688),(40 38188.227),(41 38046.258),(42 38272.887),(43 38618.887),(44 39046.563),(45 39066.484),(46 38726.82),(47 37984.137),(48 37299.27),(49 36840.465),(50 37400.332),(51 38320.934),(52 38516.87),(53 38491.438),(54 38089.332),(55 37583.77),(56 36917.48),(57 36531.73),(58 36982.977),(59 37441.188),(60 37903.785),(61 37968.332),(62 37616.895),(63 37547.37),(64 37677.29),(65 37304.977),(66 37163.813),(67 37259.195),(68 37409.45),(69 37543.81),(70 37818.79),(71 37989.813),(72 38038.49),(73 38321.234),(74 38378.8),(75 38430.21),(76 38455.953),(77 38861.094),(78 39301.883),(79 39613.53),
(1 5367.3984),(2 15325.461),(3 23984.164),(4 29208.447),(5 31608.791),(6 31997.861),(7 31195.77),(8 30246.951),(9 30256.926),(10 31078.135),(11 32179.93),(12 33023.016),(13 33478.133),(14 33289.926),(15 33003.168),(16 32791.977),(17 32811.152),(18 33144.746),(19 33727.766),(20 34756.418),(21 35547.434),(22 35897.35),(23 35324.44),(24 34861.71),(25 34719.637),(26 34694.09),(27 34605.34),(28 34361.855),(29 34312.594),(30 33790.09),(31 33206.867),(32 32906.004),(33 32530.127),(34 32561.982),(35 33139.426),(36 34120.438),(37 35514.246),(38 37030.793),(39 37657.105),(40 37443.9),(41 37575.344),(42 37950.08),(43 37759.695),(44 37620.22),(45 37114.67),(46 36600.26),(47 36290.73),(48 36012.88),(49 36088.13),(50 36321.098),(51 36683.234),(52 36884.766),(53 36809.902),(54 36546.79),(55 36512.97),(56 35949.957),(57 35219.56),(58 34878.96),(59 34886.387),(60 35154.94),(61 35334.22),(62 35232.652),(63 35316.035),(64 35523.504),(65 35516.297),(66 35461.125),(67 35690.5),(68 35834.992),(69 35894.785),(70 35598.316),(71 35454.33),(72 35832.51),(73 36146.11),(74 36125.76),(75 35421.867),(76 34640.074),(77 34502.387),(78 34789.766),(79 34791.98),
(1 5360.5386),(2 15324.378),(3 23832.744),(4 28539.621),(5 30446.334),(6 30765.19),(7 30021.828),(8 29611.252),(9 30496.95),(10 31668.314),(11 32613.414),(12 33475.832),(13 33733.48),(14 33624.867),(15 33398.9),(16 33174.293),(17 33480.344),(18 33765.1),(19 33911.2),(20 33775.863),(21 33459.402),(22 33085.137),(23 32655.334),(24 32750.275),(25 33381.56),(26 34279.43),(27 35085.945),(28 35399.4),(29 35457.64),(30 35323.344),(31 34587.414),(32 33485.516),(33 32593.861),(34 32635.248),(35 33175.426),(36 34350.574),(37 35486.848),(38 36254.484),(39 36212.72),(40 36154.81),(41 36428.734),(42 36699.277),(43 36710.32),(44 36528.055),(45 35999.81),(46 35813.785),(47 36050.996),(48 36425.98),(49 36783.48),(50 37095.16),(51 37510.15),(52 37566.723),(53 37127.793),(54 37013.24),(55 37264.64),(56 37521.957),(57 37136.4),(58 36509.152),(59 36230.688),(60 36098.4),(61 35744.75),(62 35494.605),(63 35740.69),(64 35871.55),(65 36005.715),(66 36017.26),(67 35811.633),(68 35583.84),(69 35716.24),(70 35796.703),(71 35356.246),(72 35162.18),(73 35240.16),(74 35415.535),(75 35726.92),(76 35743.484),(77 35327.91),(78 34646.75),(79 34166.574),
(1 4985.226),(2 13971.87),(3 21431.432),(4 25294.945),(5 26784.531),(6 27211.254),(7 26892.428),(8 26703.498),(9 27329.4),(10 28588.77),(11 29639.8),(12 30082.822),(13 29853.363),(14 29340.242),(15 29088.24),(16 29014.787),(17 29159.133),(18 29509.158),(19 30010.836),(20 30491.227),(21 30551.113),(22 30214.732),(23 29914.705),(24 30052.215),(25 30463.822),(26 31189.773),(27 31550.785),(28 31404.387),(29 31210.61),(30 31075.246),(31 31178.746),(32 31604.963),(33 31927.326),(34 32295.213),(35 32763.746),(36 33312.18),(37 33285.715),(38 33225.484),(39 32746.746),(40 32589.992),(41 32862.555),(42 33201),(43 33476.063),(44 33193.867),(45 32459.273),(46 31827.672),(47 31367.773),(48 31349.832),(49 31644.965),(50 32502.078),(51 32977.5),(52 33019.555),(53 32747.938),(54 32765.85),(55 32989.535),(56 32953.754),(57 33103.766),(58 33228.863),(59 33000.93),(60 32720.24),(61 32454.445),(62 32410.137),(63 32453.518),(64 32553.637),(65 32917.68),(66 33109.32),(67 33033.35),(68 32910.07),(69 33003.367),(70 32974.91),(71 32545.982),(72 32355.592),(73 32233.404),(74 32181.928),(75 31805.113),(76 31742.068),(77 31899.563),(78 32107.877),(79 32512.291),
(1 4961.072),(2 13958.733),(3 21144.912),(4 24783.414),(5 26547.896),(6 27448.543),(7 27155.803),(8 26874.85),(9 27069.572),(10 27912.924),(11 29083.578),(12 30080.877),(13 30592.4),(14 30843.313),(15 30541.941),(16 29871.28),(17 29625.926),(18 29693.197),(19 30059.467),(20 30106.693),(21 29709.092),(22 29603.18),(23 29740.94),(24 30231.72),(25 31071.05),(26 31920.793),(27 32472.717),(28 32384.703),(29 32310.918),(30 32234.547),(31 32301.639),(32 32554.494),(33 32793.246),(34 33031.3),(35 33202.78),(36 32700.592),(37 32280.71),(38 31790.85),(39 31638.691),(40 32009.83),(41 32937.3),(42 33264.645),(43 33194.086),(44 32948.906),(45 32446.605),(46 32102.12),(47 31861.426),(48 31847.082),(49 31917.395),(50 31811.555),(51 31379.047),(52 31038.514),(53 30916.848),(54 30944.455),(55 31224.701),(56 31306.783),(57 31263.67),(58 31250.17),(59 31337.21),(60 31477.361),(61 31311.592),(62 31220.572),(63 31450.34),(64 31466.48),(65 31319.895),(66 31226.408),(67 31141.385),(68 31399.096),(69 31562.074),(70 31705.348),(71 31648.633),(72 31546.014),(73 31216.697),(74 31018.574),(75 30806.266),(76 30773.908),(77 31221.625),(78 31916.871),(79 32598.596),
(1 4854.5327),(2 13532.322),(3 20292.496),(4 23904.6),(5 25672.066),(6 26492.69),(7 26589.098),(8 26287.162),(9 26411.38),(10 27177.154),(11 27896.229),(12 28409.61),(13 28785.654),(14 29043.412),(15 29093.365),(16 28485.994),(17 28095.525),(18 28436.693),(19 29068.31),(20 29472.154),(21 29176.639),(22 28830.95),(23 28551.564),(24 28797.445),(25 29362.613),(26 29826.426),(27 29840.38),(28 29409.31),(29 29132.828),(30 28952.432),(31 28948.42),(32 29111.69),(33 29562.303),(34 29971.703),(35 30504.53),(36 31090.697),(37 31802.96),(38 32161),(39 32347.836),(40 32080.713),(41 31657.758),(42 31298.145),(43 30956.926),(44 30605.035),(45 30742.635),(46 31614.014),(47 32294.707),(48 32830.277),(49 32767.922),(50 32644.533),(51 32387.31),(52 32304.135),(53 31998.848),(54 31829.652),(55 32250.857),(56 32656.648),(57 32531.92),(58 32107.174),(59 31684.604),(60 31748.254),(61 32105.459),(62 32420.975),(63 32733.162),(64 32548.46),(65 32064.758),(66 31619.846),(67 31268.564),(68 31229.45),(69 31090.174),(70 30881.9),(71 31004.541),(72 31653.291),(73 32393.59),(74 32614.768),(75 32615.152),(76 32601.57),(77 32291.162),(78 32405.459),(79 32947.527),
(1 4715.5903),(2 12966.978),(3 19506.275),(4 22466.934),(5 23307.969),(6 23537.383),(7 23802.86),(8 24246.965),(9 25080.46),(10 26431.215),(11 27555.758),(12 28131.438),(13 28053.756),(14 27578.146),(15 26928.213),(16 26760.65),(17 27280.086),(18 27934.4),(19 28580.564),(20 28914.117),(21 28782.84),(22 28654.979),(23 28301.383),(24 28159.004),(25 28486.92),(26 28892.645),(27 29115.795),(28 28952.209),(29 28524.355),(30 28179.617),(31 27661.611),(32 27393.875),(33 27688.004),(34 28358.945),(35 28976.332),(36 29225.654),(37 29243.451),(38 29191.322),(39 29354.082),(40 29673.264),(41 29859.13),(42 29828.39),(43 29579.008),(44 29334.951),(45 29137.328),(46 29513.549),(47 29913.836),(48 29993.668),(49 30051.432),(50 30090.982),(51 29910.709),(52 29873.982),(53 30130.209),(54 30428.854),(55 30858.771),(56 30955.973),(57 30718.164),(58 30308.973),(59 29691.818),(60 29491.932),(61 29683.227),(62 29810.883),(63 29565.172),(64 29259.549),(65 28818.168),(66 28331.486),(67 28190.697),(68 28519.223),(69 28989.732),(70 29000.264),(71 29413.492),(72 29853.01),(73 29976.617),(74 29689.086),(75 29502.646),(76 29423.982),(77 29562.418),(78 29589.617),(79 29897.76),
