1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 80634),(2 291739.78),(3 600503.7),(4 973405.8),(5 1386308.9),(6 1814792.4),(7 2246928.3),(8 2675826),(9 3106481.3),(10 3539862.8),(11 3975769.8),(12 4416726),(13 4862642),(14 5307584),(15 5747398),(16 6172945.5),(17 6589794.5),(18 6998760),(19 7403672),(20 7801903.5),(21 8201613.5),(22 8597331),(23 8991203),(24 9383097),(25 9773191),(26 10161829),(27 10541743),(28 10913073),(29 11284017),(30 11672811),(31 12075403),(32 12479477),(33 12872133),(34 13248129),(35 13615261),(36 13975571),(37 14335419),(38 14692555),(39 15047595),(40 15408867),(41 15783021),(42 16158541),(43 16549812),(44 16942210),(45 17349448),(46 17770358),(47 18199130),(48 18608378),(49 19010250),(50 19406550),(51 19802566),(52 20186160),(53 20569478),(54 20950128),(55 21332848),(56 21711164),(57 22087888),(58 22459464),(59 22820438),(60 23173928),(61 23510614),(62 23829786),(63 24136234),(64 24430432),(65 24706322),(66 24962910),(67 25207758),(68 25453962),(69 25707678),(70 25981070),(71 26269910),(72 26573992),(73 26890894),(74 27208898),(75 27528200),(76 27838816),(77 28140638),(78 28413400),(79 28662854),
(1 2082.905),(2 4432.1055),(3 6493.272),(4 8179.3364),(5 9499.122),(6 10472.745),(7 11173.735),(8 11655.226),(9 12057.981),(10 12416.239),(11 12799.363),(12 13133.674),(13 13422.65),(14 13642.452),(15 13837.957),(16 14026.601),(17 14192.317),(18 14319.477),(19 14436.615),(20 14539.685),(21 14638.893),(22 14709.038),(23 14807.021),(24 14902.606),(25 15011.056),(26 15094.422),(27 15163.534),(28 15233.27),(29 15312.423),(30 15385.575),(31 15454.267),(32 15494.105),(33 15527.77),(34 15537.933),(35 15550.628),(36 15535.64),(37 15530.309),(38 15516.789),(39 15559.684),(40 15564.565),(41 15570.71),(42 15557.314),(43 15582.872),(44 15602.43),(45 15644.631),(46 15680.577),(47 15720.562),(48 15727.898),(49 15741.661),(50 15753.712),(51 15767.08),(52 15761.707),(53 15760.113),(54 15742.542),(55 15695.167),(56 15617.301),(57 15569.36),(58 15530.3),(59 15546.725),(60 15557.965),(61 15586.015),(62 15614.843),(63 15620.51),(64 15618.13),(65 15613.043),(66 15574.811),(67 15557.218),(68 15553.476),(69 15575.459),(70 15550.948),(71 15537.145),(72 15527.288),(73 15546.244),(74 15542.107),(75 15527.697),(76 15512.48),(77 15519.586),(78 15522.582),(79 15521.147),
(1 2012.0818),(2 4292.364),(3 6311.0845),(4 7952.167),(5 9219.997),(6 10171.21),(7 10863.542),(8 11342.41),(9 11714.01),(10 12032.029),(11 12348.747),(12 12671.182),(13 12948.585),(14 13168.17),(15 13379.58),(16 13559.107),(17 13718.32),(18 13844.308),(19 14002.242),(20 14132.486),(21 14230.378),(22 14283.084),(23 14342.479),(24 14394.852),(25 14461.553),(26 14515.817),(27 14578.105),(28 14632.412),(29 14703.124),(30 14757.079),(31 14816.365),(32 14841.471),(33 14886.919),(34 14929.231),(35 14955.383),(36 14959.844),(37 15000.197),(38 15046.823),(39 15084.334),(40 15093.859),(41 15083.342),(42 15069.419),(43 15063.524),(44 15065.682),(45 15074.202),(46 15071.522),(47 15075.741),(48 15063.421),(49 15060.318),(50 15055.329),(51 15085.091),(52 15111.294),(53 15128.43),(54 15119.379),(55 15144.658),(56 15141.926),(57 15126.132),(58 15097.742),(59 15070.607),(60 15031.663),(61 15014.252),(62 14981.369),(63 14961.158),(64 14939.883),(65 14926.517),(66 14908.539),(67 14935.439),(68 14948.452),(69 14960.525),(70 14970.137),(71 14988.485),(72 14998.105),(73 15021.824),(74 15029.267),(75 15038.267),(76 15067.706),(77 15086.863),(78 15099.622),(79 15121.603),
(1 1940.6609),(2 4122.8877),(3 6056.057),(4 7652.959),(5 8920.527),(6 9857.89),(7 10531.455),(8 11006.363),(9 11383.732),(10 11690.819),(11 12000.421),(12 12316.778),(13 12604.58),(14 12803.544),(15 12962.199),(16 13094.442),(17 13208.99),(18 13307.344),(19 13441.057),(20 13561.407),(21 13685.918),(22 13792.394),(23 13898.389),(24 13995.971),(25 14076.692),(26 14109.134),(27 14170.498),(28 14226.578),(29 14283.439),(30 14343.184),(31 14409.879),(32 14467.238),(33 14512.367),(34 14533.382),(35 14551.202),(36 14562.302),(37 14591.603),(38 14601.714),(39 14609.628),(40 14605.909),(41 14618.8955),(42 14624.784),(43 14647.281),(44 14622.705),(45 14590.206),(46 14559.464),(47 14550.856),(48 14526.925),(49 14523.408),(50 14536.931),(51 14570.201),(52 14573.865),(53 14578.686),(54 14582.895),(55 14608.962),(56 14606.607),(57 14609.643),(58 14625.564),(59 14644.064),(60 14641.511),(61 14631.153),(62 14592.312),(63 14562.194),(64 14502.016),(65 14464.032),(66 14418.274),(67 14395.318),(68 14381.346),(69 14366.998),(70 14341.755),(71 14336.404),(72 14320.417),(73 14327.441),(74 14338.568),(75 14347.425),(76 14358.78),(77 14389.126),(78 14411.4795),(79 14425.157),
(1 1891.8308),(2 4013.3848),(3 5875.741),(4 7404.409),(5 8594.697),(6 9475.104),(7 10102.947),(8 10531.886),(9 10892.435),(10 11209.123),(11 11511.169),(12 11788.328),(13 12063.895),(14 12283.095),(15 12491.31),(16 12678.347),(17 12858.021),(18 13006.499),(19 13159.659),(20 13276.56),(21 13378.356),(22 13468.001),(23 13550.693),(24 13628.411),(25 13713.242),(26 13780.994),(27 13829.322),(28 13881.27),(29 13926.979),(30 13952.24),(31 13988.494),(32 14023.762),(33 14091.0205),(34 14157.425),(35 14212.396),(36 14252.018),(37 14290.065),(38 14335.241),(39 14370.131),(40 14399.105),(41 14403.797),(42 14394.475),(43 14393.546),(44 14380.1045),(45 14389.104),(46 14376.213),(47 14372.128),(48 14365.296),(49 14380.31),(50 14371.133),(51 14381.532),(52 14373.206),(53 14379.513),(54 14403.312),(55 14463.017),(56 14489.038),(57 14490.618),(58 14454.35),(59 14436.324),(60 14405.791),(61 14384.157),(62 14365.098),(63 14351.504),(64 14325.241),(65 14294.273),(66 14244.185),(67 14219.582),(68 14228.104),(69 14237.44),(70 14238.89),(71 14246.716),(72 14247.711),(73 14255.715),(74 14237.77),(75 14208.24),(76 14188.443),(77 14179.249),(78 14175.726),(79 14165.768),
(1 1809.0809),(2 3814.7651),(3 5583.997),(4 7024.5),(5 8141.589),(6 8975.458),(7 9573.359),(8 9995.929),(9 10330.311),(10 10619.8125),(11 10916.161),(12 11186.472),(13 11448.518),(14 11676.479),(15 11869.462),(16 12032.936),(17 12167.831),(18 12274.679),(19 12385.037),(20 12478.192),(21 12573.016),(22 12656.849),(23 12745.194),(24 12832.172),(25 12891.071),(26 12936.931),(27 12974),(28 12983.858),(29 12994.687),(30 13014.854),(31 13065.333),(32 13126.176),(33 13175.439),(34 13222.272),(35 13283.242),(36 13302.749),(37 13317.102),(38 13340.753),(39 13351.216),(40 13343.911),(41 13353.802),(42 13371.951),(43 13418.737),(44 13443.003),(45 13461.776),(46 13455.973),(47 13439.068),(48 13427.622),(49 13450.016),(50 13466.172),(51 13496.223),(52 13494.343),(53 13507.066),(54 13485.281),(55 13473.753),(56 13441.847),(57 13441.117),(58 13425.759),(59 13421.438),(60 13384.247),(61 13345.502),(62 13303.133),(63 13284.74),(64 13272.148),(65 13271.391),(66 13240.337),(67 13219.881),(68 13211.018),(69 13207.8125),(70 13201.901),(71 13212.784),(72 13217.251),(73 13225.009),(74 13226.879),(75 13225.448),(76 13234.4795),(77 13248.05),(78 13249.347),(79 13238.248),
(1 1794.6008),(2 3802.5835),(3 5567.476),(4 7004.4595),(5 8120.1177),(6 8946.612),(7 9520.442),(8 9921.556),(9 10254.54),(10 10559.352),(11 10836.815),(12 11074.878),(13 11284.576),(14 11490.431),(15 11686.002),(16 11835.676),(17 11968.738),(18 12082.76),(19 12204.181),(20 12330.985),(21 12463.449),(22 12593.7295),(23 12711.164),(24 12808.901),(25 12881.96),(26 12934.931),(27 12992.149),(28 13036.654),(29 13093.406),(30 13140.251),(31 13194.02),(32 13242.66),(33 13289.016),(34 13294.624),(35 13302.632),(36 13297.982),(37 13323.366),(38 13316.845),(39 13307.264),(40 13284.515),(41 13272.276),(42 13244.304),(43 13250.902),(44 13250.111),(45 13280.403),(46 13296.702),(47 13321.589),(48 13354.017),(49 13380.851),(50 13398.252),(51 13430.34),(52 13443.703),(53 13451.661),(54 13439.242),(55 13427.182),(56 13387.987),(57 13342.671),(58 13309.382),(59 13275.584),(60 13233.669),(61 13202.706),(62 13169.1),(63 13183.274),(64 13185.114),(65 13187.823),(66 13170.528),(67 13155.036),(68 13122.987),(69 13109.645),(70 13099.779),(71 13091.284),(72 13059.876),(73 13048.529),(74 13039.348),(75 13044.409),(76 13055.638),(77 13070.1),(78 13073.111),(79 13072.154),
(1 1722.0348),(2 3654.8848),(3 5369.8906),(4 6750.9053),(5 7833.283),(6 8639.773),(7 9197.343),(8 9578.473),(9 9878.008),(10 10150.605),(11 10417.333),(12 10647.669),(13 10852.598),(14 11026.396),(15 11181.994),(16 11297.393),(17 11403.969),(18 11489.539),(19 11596.895),(20 11688.381),(21 11801.086),(22 11882.31),(23 11964.546),(24 12050.517),(25 12134.736),(26 12184.664),(27 12213.977),(28 12226.521),(29 12260.284),(30 12322.054),(31 12407.086),(32 12486.357),(33 12554.627),(34 12613.734),(35 12662.226),(36 12703.204),(37 12731.114),(38 12739.174),(39 12749.487),(40 12773.044),(41 12790.1),(42 12780.13),(43 12780.517),(44 12780.361),(45 12800.147),(46 12795.659),(47 12805.678),(48 12802.391),(49 12827.433),(50 12861.837),(51 12892.319),(52 12896.315),(53 12903.258),(54 12889.343),(55 12874.315),(56 12840.963),(57 12818.637),(58 12808.413),(59 12800.86),(60 12781.166),(61 12778.011),(62 12787.835),(63 12780.72),(64 12755.455),(65 12754.039),(66 12734.965),(67 12724.214),(68 12704.019),(69 12671.981),(70 12643.624),(71 12615.782),(72 12577.503),(73 12574.177),(74 12574.981),(75 12558.91),(76 12551.746),(77 12542),(78 12538.668),(79 12532.78),
(1 1677.8795),(2 3533.5688),(3 5169.876),(4 6485.851),(5 7516.224),(6 8254.946),(7 8767.56),(8 9126.187),(9 9439.489),(10 9732.667),(11 10031.546),(12 10296.683),(13 10529.452),(14 10714.631),(15 10870.22),(16 10972.25),(17 11073.505),(18 11136.8),(19 11228.04),(20 11318.314),(21 11418.601),(22 11488.342),(23 11572.64),(24 11644.614),(25 11684.061),(26 11695.774),(27 11699.364),(28 11715.597),(29 11744.943),(30 11751.817),(31 11772.162),(32 11821.745),(33 11892.24),(34 11952.695),(35 12006.516),(36 12028.178),(37 12059.008),(38 12084.334),(39 12105.969),(40 12106.414),(41 12118.25),(42 12134.781),(43 12162.694),(44 12176.23),(45 12200.461),(46 12192.065),(47 12199.665),(48 12198.63),(49 12208.628),(50 12220.491),(51 12244.143),(52 12237.022),(53 12248.923),(54 12260.663),(55 12278.979),(56 12265.171),(57 12262.943),(58 12254.67),(59 12252.091),(60 12221.97),(61 12202.194),(62 12184.269),(63 12173.498),(64 12139.971),(65 12114.893),(66 12071.458),(67 12040.153),(68 12018.48),(69 12012.17),(70 11999.796),(71 11996.717),(72 12000.727),(73 12015.191),(74 12027.402),(75 12022.119),(76 12032.009),(77 12058.806),(78 12079.23),(79 12079.937),
(1 1638.0961),(2 3465.522),(3 5062.301),(4 6355.3804),(5 7350.068),(6 8086.7705),(7 8593.564),(8 8951.567),(9 9254.519),(10 9512.672),(11 9761.158),(12 9994.008),(13 10183.712),(14 10309.408),(15 10422.056),(16 10504.331),(17 10592.579),(18 10682.124),(19 10793.666),(20 10904.01),(21 11019.091),(22 11091.074),(23 11162.176),(24 11211.926),(25 11255.128),(26 11272.873),(27 11311.61),(28 11370.426),(29 11421.231),(30 11466.614),(31 11517.462),(32 11555.8955),(33 11603.034),(34 11634.42),(35 11679.39),(36 11697.327),(37 11703.201),(38 11691.4795),(39 11668.322),(40 11626.068),(41 11601.27),(42 11575.494),(43 11569.686),(44 11550.15),(45 11541.866),(46 11544.822),(47 11577.276),(48 11590.85),(49 11606.691),(50 11617.54),(51 11626.259),(52 11613.339),(53 11626.903),(54 11645.498),(55 11679.817),(56 11700.109),(57 11733.263),(58 11749.569),(59 11776.231),(60 11789.096),(61 11787.622),(62 11776.976),(63 11762.097),(64 11745.952),(65 11748.758),(66 11750.7705),(67 11763.92),(68 11776.253),(69 11788.929),(70 11767.98),(71 11758.639),(72 11743.176),(73 11737.082),(74 11715.483),(75 11686.882),(76 11645.616),(77 11635.249),(78 11633.051),(79 11638.249),
(1 1573.011),(2 3315.7563),(3 4843.642),(4 6070.379),(5 7001.2627),(6 7680.5483),(7 8153.172),(8 8485.204),(9 8767.46),(10 9027.683),(11 9281.816),(12 9505.1875),(13 9688.076),(14 9852.186),(15 9985.749),(16 10091.272),(17 10174.022),(18 10244.19),(19 10313.468),(20 10350.09),(21 10397.577),(22 10434.416),(23 10485.392),(24 10524.136),(25 10578.235),(26 10619.424),(27 10674.8),(28 10715.537),(29 10772.079),(30 10825.143),(31 10902.41),(32 10964.274),(33 11038.675),(34 11102.0625),(35 11153.234),(36 11180.362),(37 11189.721),(38 11187.197),(39 11186.302),(40 11168.51),(41 11154.8125),(42 11143.678),(43 11133.838),(44 11131.423),(45 11134.193),(46 11126.139),(47 11136.351),(48 11137.155),(49 11155.1875),(50 11163.527),(51 11166.946),(52 11169.117),(53 11177.284),(54 11191.964),(55 11207.971),(56 11195.886),(57 11177.558),(58 11148.482),(59 11133.306),(60 11112.711),(61 11102.038),(62 11107.638),(63 11125.556),(64 11128.427),(65 11121.11),(66 11089.116),(67 11071.984),(68 11069.026),(69 11067.752),(70 11078.336),(71 11086.195),(72 11089.391),(73 11112.923),(74 11149.744),(75 11171.489),(76 11166.366),(77 11162.872),(78 11160.46),(79 11157.156),
(1 1530.0409),(2 3199.5037),(3 4672.304),(4 5859.877),(5 6788.4297),(6 7465.724),(7 7933.05),(8 8256.25),(9 8526.295),(10 8769.323),(11 8999.346),(12 9208.742),(13 9403.925),(14 9577.733),(15 9714.601),(16 9826.258),(17 9918.014),(18 9983.798),(19 10041.228),(20 10070.836),(21 10147.157),(22 10207.482),(23 10259.27),(24 10310.145),(25 10370.865),(26 10403.18),(27 10418.779),(28 10440.676),(29 10455.473),(30 10489.92),(31 10547.553),(32 10603.502),(33 10685.349),(34 10759.756),(35 10835.294),(36 10873.453),(37 10888.333),(38 10887.6),(39 10904.947),(40 10917.273),(41 10915.13),(42 10912.183),(43 10911.172),(44 10905.773),(45 10894.593),(46 10897.392),(47 10915.216),(48 10911.337),(49 10913.141),(50 10912.354),(51 10937.376),(52 10958.664),(53 10969.15),(54 10982.313),(55 11011.338),(56 11010.459),(57 11008.068),(58 10992.048),(59 10992.437),(60 10977.973),(61 10970.47),(62 10968.572),(63 10966.658),(64 10943.985),(65 10925.365),(66 10892.195),(67 10870.983),(68 10829.127),(69 10800.792),(70 10783.801),(71 10792.458),(72 10800.38),(73 10816.747),(74 10823.227),(75 10824.871),(76 10813.156),(77 10808.091),(78 10805.291),(79 10793.048),
(1 1473.0702),(2 3073.3972),(3 4473.2056),(4 5600.2183),(5 6459.7305),(6 7087.994),(7 7532.1533),(8 7844.087),(9 8100.3696),(10 8337.185),(11 8563.327),(12 8745.161),(13 8906.144),(14 9038.839),(15 9154.616),(16 9242.818),(17 9334.897),(18 9399.129),(19 9453.078),(20 9503.09),(21 9554.997),(22 9582.159),(23 9616.043),(24 9634.559),(25 9661.848),(26 9692.384),(27 9731.868),(28 9765.908),(29 9813.055),(30 9876.674),(31 9965.48),(32 10025.705),(33 10100.443),(34 10160.677),(35 10222.018),(36 10259.349),(37 10283.92),(38 10286.45),(39 10290.191),(40 10293.82),(41 10294.4),(42 10303.502),(43 10318.448),(44 10300.988),(45 10287.824),(46 10283.562),(47 10305.803),(48 10312.864),(49 10324.62),(50 10347.128),(51 10377.395),(52 10377.081),(53 10365.869),(54 10343.52),(55 10346.085),(56 10330.181),(57 10318.915),(58 10298.4375),(59 10293.225),(60 10292.385),(61 10298.345),(62 10288.667),(63 10286.351),(64 10273.2),(65 10279.332),(66 10264.522),(67 10267.6875),(68 10280.203),(69 10287.727),(70 10262.989),(71 10257.453),(72 10259.297),(73 10278.775),(74 10305.471),(75 10319.995),(76 10325.509),(77 10324.142),(78 10315.921),(79 10294.504),
(1 1428.2407),(2 2987.752),(3 4342.1963),(4 5426.233),(5 6238.0283),(6 6835.39),(7 7266.0586),(8 7568.225),(9 7825.587),(10 8037.006),(11 8240.692),(12 8416.973),(13 8551.33),(14 8660.42),(15 8760.757),(16 8836.929),(17 8914.014),(18 8982.751),(19 9053.771),(20 9137.408),(21 9215.659),(22 9276.019),(23 9327.794),(24 9378.749),(25 9415.88),(26 9427.273),(27 9433.325),(28 9431.632),(29 9443.232),(30 9461.916),(31 9501.401),(32 9541.768),(33 9587.746),(34 9620.741),(35 9646.601),(36 9662.852),(37 9676.811),(38 9679.589),(39 9691.063),(40 9689.94),(41 9665.174),(42 9637.329),(43 9633.526),(44 9626.885),(45 9628.804),(46 9625.925),(47 9642.878),(48 9640.904),(49 9653.146),(50 9667.214),(51 9706.111),(52 9727.97),(53 9736.703),(54 9727.922),(55 9723.3125),(56 9691.19),(57 9686.434),(58 9687.727),(59 9710.303),(60 9727.948),(61 9750.655),(62 9753.67),(63 9761.747),(64 9749.273),(65 9744.6455),(66 9731.553),(67 9708.476),(68 9685.991),(69 9682.859),(70 9674.693),(71 9667.528),(72 9662.854),(73 9670.352),(74 9683.972),(75 9707.369),(76 9714.561),(77 9727.409),(78 9734.379),(79 9746.592),
(1 1400.1655),(2 2931.2356),(3 4278.9727),(4 5377.6123),(5 6223.3496),(6 6841.915),(7 7269.78),(8 7555.699),(9 7779.751),(10 7990.666),(11 8198.39),(12 8386.2295),(13 8555.082),(14 8690.76),(15 8793.173),(16 8882.384),(17 8971.228),(18 9038.213),(19 9108.524),(20 9172.962),(21 9259.926),(22 9337.571),(23 9393.188),(24 9420.306),(25 9456.212),(26 9476.869),(27 9504.544),(28 9536.881),(29 9570.127),(30 9597.905),(31 9634.691),(32 9677.033),(33 9712.005),(34 9732.365),(35 9769.104),(36 9796.23),(37 9820.081),(38 9842.847),(39 9883.86),(40 9890.232),(41 9873.506),(42 9844.895),(43 9842.862),(44 9821.186),(45 9812.255),(46 9797.541),(47 9810.418),(48 9809.77),(49 9827.308),(50 9855.447),(51 9911.333),(52 9945.31),(53 9965.409),(54 9964.903),(55 9963.572),(56 9936.407),(57 9913.387),(58 9877.644),(59 9855.462),(60 9831.985),(61 9816.438),(62 9799.004),(63 9805.212),(64 9788.018),(65 9778.699),(66 9758.826),(67 9750.642),(68 9722.957),(69 9709.832),(70 9702.916),(71 9699.742),(72 9701.276),(73 9717.515),(74 9732.122),(75 9760.073),(76 9764.215),(77 9789.297),(78 9799.85),(79 9787.18),
(1 1362.8693),(2 2858.978),(3 4166.6714),(4 5207.795),(5 6014.2046),(6 6603.9805),(7 7014.2275),(8 7303.285),(9 7549.489),(10 7754.205),(11 7944.8745),(12 8115.2876),(13 8265.834),(14 8387.538),(15 8478.818),(16 8539.027),(17 8607.903),(18 8668.495),(19 8706.976),(20 8760.271),(21 8827.353),(22 8877.901),(23 8938.266),(24 8981.241),(25 9039.447),(26 9090.833),(27 9132.318),(28 9160.962),(29 9178.119),(30 9200.57),(31 9236.622),(32 9261.785),(33 9287.809),(34 9303.893),(35 9328.232),(36 9327.246),(37 9332.985),(38 9321.091),(39 9319.87),(40 9331.553),(41 9353.116),(42 9365.077),(43 9389.363),(44 9382.152),(45 9378.685),(46 9362.038),(47 9361.717),(48 9346.212),(49 9330.45),(50 9302.786),(51 9289.929),(52 9288.231),(53 9286.711),(54 9277.23),(55 9275.403),(56 9261.232),(57 9261.429),(58 9264.75),(59 9273.443),(60 9267.362),(61 9261.66),(62 9243.135),(63 9239.349),(64 9224.183),(65 9225.1455),(66 9225.34),(67 9231.934),(68 9229.069),(69 9240.91),(70 9240.352),(71 9240.267),(72 9243.816),(73 9254.213),(74 9273.32),(75 9305.305),(76 9324.233),(77 9349.384),(78 9361.734),(79 9362.097),
(1 1321.4705),(2 2762.552),(3 4032.7148),(4 5051.7173),(5 5811.156),(6 6361.242),(7 6726.8745),(8 6991.1025),(9 7207.412),(10 7397.2637),(11 7593.678),(12 7757.1626),(13 7885.0903),(14 7977.333),(15 8051.075),(16 8126.283),(17 8205.599),(18 8289.032),(19 8376.902),(20 8441.795),(21 8501.995),(22 8539.857),(23 8585.233),(24 8616.462),(25 8631.629),(26 8652.152),(27 8670.578),(28 8705.989),(29 8747.476),(30 8796.754),(31 8854.099),(32 8903.146),(33 8956.187),(34 8994.115),(35 9019.815),(36 9025.456),(37 9034.182),(38 9043.921),(39 9065.828),(40 9072.1045),(41 9079.325),(42 9082.922),(43 9106.102),(44 9121.852),(45 9132.71),(46 9144.077),(47 9180.815),(48 9196.73),(49 9218.994),(50 9235.084),(51 9274.041),(52 9306.331),(53 9318.556),(54 9307.094),(55 9312.543),(56 9303.519),(57 9297.782),(58 9286.522),(59 9275.115),(60 9243.676),(61 9220.977),(62 9192.604),(63 9175.785),(64 9167.352),(65 9161.437),(66 9149.249),(67 9143.984),(68 9131.496),(69 9120.177),(70 9089.748),(71 9057.72),(72 9031.769),(73 9012.558),(74 9002.992),(75 9011.052),(76 9015.741),(77 9018.038),(78 9020.126),(79 9022.972),
(1 1284.6044),(2 2682.6821),(3 3900.1265),(4 4887.5854),(5 5629.1123),(6 6159.1323),(7 6510.976),(8 6751.5195),(9 6948.779),(10 7124.2686),(11 7292.6367),(12 7431.1475),(13 7561.265),(14 7665.889),(15 7741.203),(16 7795.387),(17 7857.091),(18 7900.3457),(19 7965.056),(20 8040.7114),(21 8112.3164),(22 8165.9453),(23 8215.569),(24 8256.99),(25 8285.609),(26 8298.949),(27 8317.289),(28 8340.868),(29 8363.4795),(30 8382.732),(31 8417.413),(32 8445.312),(33 8477.279),(34 8516.801),(35 8566.087),(36 8589.119),(37 8606.222),(38 8601.692),(39 8602.318),(40 8584.044),(41 8571.011),(42 8559.632),(43 8564.374),(44 8558.91),(45 8572.798),(46 8572.769),(47 8585.734),(48 8580.642),(49 8585.997),(50 8591.2295),(51 8603.053),(52 8597.583),(53 8604.561),(54 8603.933),(55 8611.439),(56 8599.185),(57 8585.975),(58 8574.545),(59 8580.696),(60 8588.727),(61 8610.663),(62 8618.073),(63 8623.835),(64 8630.085),(65 8653.356),(66 8670.251),(67 8657.7295),(68 8637.847),(69 8629.589),(70 8624.091),(71 8617.834),(72 8602.158),(73 8612.333),(74 8618.753),(75 8627.45),(76 8629.629),(77 8627.84),(78 8635.036),(79 8642.057),
