1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42127.82),(2 138142.3),(3 262767.97),(4 424926.34),(5 625002.3),(6 887200),(7 1159733.3),(8 1432134.9),(9 1710658.1),(10 2011858.9),(11 2318628.8),(12 2693408.8),(13 3067765.3),(14 3522565),(15 4020143.3),(16 4540396.5),(17 5090588.5),(18 5669037.5),(19 6217380.5),(20 6825170.5),(21 7460478.5),(22 8100768.5),(23 8745369),(24 9464528),(25 10233763),(26 11063312),(27 11827844),(28 12631933),(29 13434672),(30 14299615),(31 15052949),(32 15861464),(33 16538693),(34 17280966),(35 17878064),(36 18501940),(37 19014322),(38 19471144),(39 19868350),(40 20241126),(41 20534394),(42 20794674),(43 21028374),(44 21226778),(45 21312134),(46 21403838),(47 21462542),(48 21480562),(49 21419346),(50 21377504),(51 21326422),(52 21317980),(53 21260922),(54 21331184),(55 21260006),(56 21166814),(57 21040010),(58 20919318),(59 20796256),(60 20689460),(61 20686440),(62 20627058),(63 20602992),(64 20633498),(65 20590808),(66 20577774),(67 20482448),(68 20327514),(69 20136382),(70 19980808),(71 19779874),(72 19573072),(73 19360590),(74 19175688),(75 18991756),(76 18880194),(77 18821402),(78 18828346),(79 18892172),
(1 979.11273),(2 1696.322),(3 2053.3105),(4 2212.6396),(5 2248.3455),(6 2310.522),(7 2373.77),(8 2504.7063),(9 2586.815),(10 2627.817),(11 2618.2627),(12 2596.5906),(13 2556.9202),(14 2557.1667),(15 2607.676),(16 2638.704),(17 2642.91),(18 2758.9275),(19 2804.6038),(20 2835.0574),(21 2852.1162),(22 2885.4175),(23 2894.8508),(24 2883.9985),(25 2866.9478),(26 2845.9336),(27 2841.6348),(28 2838),(29 2818.2163),(30 2900.7095),(31 2910.6184),(32 2914.6284),(33 2903.4302),(34 2923.277),(35 2933.159),(36 2944.8784),(37 2961.1123),(38 2936.784),(39 2917.1624),(40 2878.1658),(41 2838.9834),(42 2901.277),(43 2894.9146),(44 2888.5898),(45 2930.8914),(46 2931.854),(47 2930.1423),(48 2907.1743),(49 2856.7117),(50 2860.4678),(51 2896.1191),(52 2901.664),(53 2902.8274),(54 2941.7585),(55 2934.573),(56 2932.4104),(57 2916.1985),(58 2905.8418),(59 2921.5425),(60 2934.913),(61 2941.5876),(62 2935.3367),(63 2923.7717),(64 2951.0544),(65 2965.14),(66 3052.9497),(67 3046.5054),(68 3048.2844),(69 3055.7156),(70 3088.9207),(71 3110.6006),(72 3100.824),(73 3077.9011),(74 3092.8835),(75 3095.6545),(76 3102.3892),(77 3090.8188),(78 3195.9937),(79 3202.1606),
(1 967.0732),(2 1684.6804),(3 2010.6619),(4 2151.7412),(5 2189.1016),(6 2285.9768),(7 2316.0894),(8 2411.1475),(9 2477.6582),(10 2548.8816),(11 2586.7332),(12 2552.5735),(13 2524.0767),(14 2531.8628),(15 2545.901),(16 2576.5134),(17 2588.7798),(18 2693.7683),(19 2689.9858),(20 2741.9724),(21 2748.686),(22 2744.6145),(23 2771.5508),(24 2765.7126),(25 2751.8706),(26 2773.1646),(27 2740.591),(28 2725.6973),(29 2720.1738),(30 2780.9746),(31 2762.807),(32 2748.2542),(33 2784.3687),(34 2793.9868),(35 2786.8508),(36 2786.1775),(37 2790.2961),(38 2768.3794),(39 2732.6829),(40 2709.207),(41 2680.539),(42 2710.2617),(43 2706.9546),(44 2723.649),(45 2729.6606),(46 2729.8477),(47 2676.5813),(48 2684.3452),(49 2670.7937),(50 2660.942),(51 2674.456),(52 2651.6362),(53 2621.9573),(54 2654.4421),(55 2629.5144),(56 2598.0232),(57 2596.3499),(58 2603.1729),(59 2592.9192),(60 2626.2507),(61 2642.9255),(62 2645.8606),(63 2686.8013),(64 2713.4885),(65 2745.453),(66 2799.8225),(67 2822.0684),(68 2828.0005),(69 2844.6992),(70 2881.2332),(71 2886.729),(72 2836.1106),(73 2816.1062),(74 2801.5032),(75 2768.4944),(76 2783.7554),(77 2768.4636),(78 2818.947),(79 2816.6743),
(1 934.38495),(2 1590.5151),(3 1893.199),(4 2038.6318),(5 2073.106),(6 2163.1587),(7 2202.5315),(8 2282.019),(9 2355.676),(10 2434.736),(11 2460.3672),(12 2453.132),(13 2430.4082),(14 2434.339),(15 2478.62),(16 2489.1006),(17 2459.2603),(18 2539.0505),(19 2575.883),(20 2619.6316),(21 2644.073),(22 2652.057),(23 2666.3076),(24 2659.2693),(25 2629.5981),(26 2630.055),(27 2597.3123),(28 2585.541),(29 2595.7466),(30 2643.875),(31 2639.9275),(32 2647.0247),(33 2632.6287),(34 2628.2117),(35 2636.2168),(36 2653.749),(37 2648.9958),(38 2649.0315),(39 2605.5728),(40 2579.0237),(41 2551.6238),(42 2610.0188),(43 2602.542),(44 2595.5474),(45 2617.8315),(46 2596.6091),(47 2557.588),(48 2538.3838),(49 2518.8025),(50 2538.4187),(51 2590.1294),(52 2588.3333),(53 2571.2854),(54 2591.876),(55 2545.2698),(56 2538.3435),(57 2499.1563),(58 2506.3916),(59 2502.15),(60 2527.2969),(61 2556.7715),(62 2592.3284),(63 2605.2156),(64 2632.1646),(65 2674.9304),(66 2758.4258),(67 2782.7852),(68 2821.0356),(69 2844.461),(70 2857.843),(71 2884.1128),(72 2825.5796),(73 2796.3254),(74 2803.7036),(75 2782.5383),(76 2781.0012),(77 2764.1494),(78 2805.7483),(79 2853.271),
(1 905.0632),(2 1528.7921),(3 1844.8574),(4 1990.0667),(5 2003.7949),(6 2095.8452),(7 2174.5007),(8 2263.0476),(9 2329.441),(10 2384.935),(11 2395.1726),(12 2357.7783),(13 2342.643),(14 2389.4487),(15 2379.2566),(16 2404.1675),(17 2406.793),(18 2513.943),(19 2555.622),(20 2609.1108),(21 2644.8147),(22 2637.5806),(23 2617.392),(24 2600.9739),(25 2544.8882),(26 2564.6729),(27 2552.6018),(28 2544.971),(29 2583.7122),(30 2627.6584),(31 2634.2886),(32 2653.1062),(33 2641.1563),(34 2645.3845),(35 2638.0261),(36 2655.2588),(37 2672.8132),(38 2662.0408),(39 2585.216),(40 2553.488),(41 2570.8684),(42 2613.6963),(43 2608.8245),(44 2614.9512),(45 2607.5881),(46 2642.3416),(47 2608.6528),(48 2593.2192),(49 2584.2305),(50 2592.8594),(51 2590.8157),(52 2595.0852),(53 2586.4329),(54 2605.5166),(55 2584.5461),(56 2569.254),(57 2564.1677),(58 2583.5625),(59 2616.355),(60 2590.2886),(61 2615.936),(62 2612.2937),(63 2608.5005),(64 2637.3413),(65 2643.677),(66 2684.9294),(67 2698.907),(68 2705.2185),(69 2690.9268),(70 2700.0276),(71 2721.0234),(72 2659.6907),(73 2634.2568),(74 2648.017),(75 2648.0303),(76 2660.1267),(77 2648.2395),(78 2698.0015),(79 2749.5293),
(1 853.4138),(2 1438.2892),(3 1734.0356),(4 1875.0854),(5 1908.4464),(6 1987.6243),(7 2035.6986),(8 2114.1633),(9 2174.4126),(10 2228.437),(11 2241.57),(12 2209.6426),(13 2211.6028),(14 2253.3157),(15 2277.1519),(16 2266.3235),(17 2251.136),(18 2348.1582),(19 2398.2634),(20 2432.599),(21 2423.3882),(22 2453.8777),(23 2455.075),(24 2449.123),(25 2416.6626),(26 2410.7747),(27 2389.5117),(28 2430.183),(29 2472.4895),(30 2518.3196),(31 2502.803),(32 2507.3135),(33 2473.0803),(34 2476.956),(35 2462.7654),(36 2459.884),(37 2466.5889),(38 2464.8035),(39 2414.9172),(40 2351.147),(41 2331.2507),(42 2383.9604),(43 2382.4478),(44 2374.3093),(45 2411.4487),(46 2440.4146),(47 2431.3809),(48 2407.3413),(49 2373.5996),(50 2383.5823),(51 2387.0415),(52 2371.0935),(53 2345.673),(54 2386.5537),(55 2360.8582),(56 2345.0654),(57 2342.646),(58 2328.1846),(59 2359.1694),(60 2374.902),(61 2411.4167),(62 2428.1018),(63 2412.7903),(64 2438.6396),(65 2483.132),(66 2550.2795),(67 2581.6062),(68 2583.6128),(69 2569.1135),(70 2559.7654),(71 2536.0886),(72 2491.83),(73 2478.5776),(74 2449.25),(75 2431.6455),(76 2425.0938),(77 2425.1267),(78 2515.5947),(79 2551.0723),
(1 828.517),(2 1381.6252),(3 1656.4623),(4 1776.1721),(5 1821.4117),(6 1890.8519),(7 1953.1921),(8 2054.0232),(9 2110.6226),(10 2172.5305),(11 2184.1226),(12 2177.2773),(13 2180.6638),(14 2203.3662),(15 2228.0845),(16 2248.0667),(17 2232.4526),(18 2342.2134),(19 2362.8918),(20 2378.6921),(21 2400.2112),(22 2428.408),(23 2440.1758),(24 2445.1765),(25 2446.1116),(26 2442.571),(27 2426.6726),(28 2425.4368),(29 2474.2476),(30 2530.2266),(31 2501.1443),(32 2466.1282),(33 2431.922),(34 2401.006),(35 2422.3525),(36 2428.9392),(37 2446.9883),(38 2436.0803),(39 2395.0466),(40 2344.4788),(41 2315.0068),(42 2343.7878),(43 2367.1514),(44 2391.7083),(45 2445.737),(46 2476.8198),(47 2442.1377),(48 2426.7827),(49 2420.4026),(50 2397.621),(51 2377.8918),(52 2353.0273),(53 2356.3145),(54 2400.3198),(55 2377.7622),(56 2372.2368),(57 2339.6238),(58 2335.8262),(59 2333.1965),(60 2337.5325),(61 2366.5935),(62 2365.4097),(63 2362.8445),(64 2366.1514),(65 2405.6372),(66 2454.128),(67 2467.2961),(68 2502.3396),(69 2518.5793),(70 2531.2861),(71 2535.4358),(72 2499.563),(73 2499.7693),(74 2474.9102),(75 2455.3313),(76 2433.816),(77 2437.75),(78 2541.535),(79 2571.6484),
(1 792.2748),(2 1326.828),(3 1599.7865),(4 1716.5542),(5 1773.591),(6 1853.0627),(7 1895.3485),(8 1988.5273),(9 2042.6459),(10 2100.2087),(11 2093.6475),(12 2074.2515),(13 2077.4712),(14 2111.1338),(15 2131.751),(16 2148.1345),(17 2135.711),(18 2194.3472),(19 2228.7593),(20 2217.7068),(21 2269.8372),(22 2290.9126),(23 2302.9036),(24 2308.522),(25 2308.593),(26 2313.154),(27 2297.4048),(28 2322.9087),(29 2346.7878),(30 2388.58),(31 2365.2131),(32 2344.643),(33 2324.306),(34 2311.5913),(35 2334.2466),(36 2330.1191),(37 2321.3372),(38 2283.1084),(39 2262.8904),(40 2232.216),(41 2203.6335),(42 2237.4536),(43 2229.6023),(44 2255.7192),(45 2279.1667),(46 2277.6362),(47 2251.6267),(48 2246.5068),(49 2237.8352),(50 2262.3848),(51 2230.625),(52 2206.2795),(53 2206.7107),(54 2245.656),(55 2226.4028),(56 2202.9219),(57 2216.4155),(58 2229.8643),(59 2194.4556),(60 2189.0583),(61 2204.9849),(62 2187.8914),(63 2202.3767),(64 2202.1853),(65 2219.8516),(66 2300.1333),(67 2301.7317),(68 2332.6738),(69 2348.2676),(70 2387.4553),(71 2390.7212),(72 2380.6252),(73 2395.2224),(74 2376.2522),(75 2391.0327),(76 2367.5798),(77 2354.389),(78 2431.3872),(79 2419.2322),
(1 780.31885),(2 1314.2355),(3 1566.3536),(4 1673.2272),(5 1703.905),(6 1794.6882),(7 1827.6544),(8 1913.7108),(9 1946.994),(10 1972.3145),(11 1974.3103),(12 1951.1941),(13 1942.4492),(14 1980.4331),(15 1981.6989),(16 1994.4546),(17 1986.7028),(18 2056.825),(19 2076.3694),(20 2119.1367),(21 2146.8545),(22 2173.6965),(23 2196.5515),(24 2201.77),(25 2183.1797),(26 2163.5327),(27 2151.1682),(28 2162.6536),(29 2166.7654),(30 2203.4065),(31 2200.355),(32 2186.1614),(33 2172.6125),(34 2172.7915),(35 2179.525),(36 2182.5833),(37 2185.3174),(38 2175.5247),(39 2151.92),(40 2132.4006),(41 2108.8674),(42 2118.853),(43 2119.2117),(44 2124.8408),(45 2142.2585),(46 2130.105),(47 2118.9583),(48 2126.178),(49 2097.699),(50 2125.8257),(51 2106.972),(52 2113.9968),(53 2102.773),(54 2120.5012),(55 2098.1948),(56 2095.701),(57 2069.439),(58 2093.464),(59 2096.6064),(60 2095.7927),(61 2089.69),(62 2073.352),(63 2085.9675),(64 2101.0662),(65 2161.2974),(66 2237.0725),(67 2241.014),(68 2252.7087),(69 2258.8481),(70 2249.6042),(71 2221.3865),(72 2200.2043),(73 2209.6575),(74 2195.4724),(75 2192.1484),(76 2169.1155),(77 2166.1716),(78 2246.644),(79 2253.7537),
(1 778.07043),(2 1287.2878),(3 1527.1598),(4 1622.8945),(5 1657.9523),(6 1749.0837),(7 1790.4089),(8 1838.6305),(9 1890.6718),(10 1927.412),(11 1915.695),(12 1925.1184),(13 1935.3906),(14 1915.3555),(15 1918.4302),(16 1909.5796),(17 1920.4995),(18 1994.0632),(19 2020.7267),(20 2052.3179),(21 2052.0554),(22 2057.3015),(23 2042.7712),(24 2044.2546),(25 2061.0369),(26 2062.386),(27 2045.3633),(28 2057.0662),(29 2079.698),(30 2126.155),(31 2140.3596),(32 2156.085),(33 2138.0752),(34 2130.5374),(35 2135.404),(36 2146.104),(37 2158.9858),(38 2139.8318),(39 2104.802),(40 2086.9976),(41 2074.4116),(42 2098.8699),(43 2063.0283),(44 2071.3513),(45 2095.942),(46 2112.2234),(47 2092.4722),(48 2101.794),(49 2066.051),(50 2051.9812),(51 2070.4155),(52 2065.4678),(53 2043.3817),(54 2074.9302),(55 2051.773),(56 2043.7025),(57 2031.0283),(58 2055.9624),(59 2080.313),(60 2080.9124),(61 2071.459),(62 2070.0183),(63 2068.003),(64 2098.869),(65 2120.4788),(66 2173.4731),(67 2162.816),(68 2205.1216),(69 2230.2747),(70 2234.725),(71 2231.9316),(72 2185.4392),(73 2159.5923),(74 2171.3801),(75 2144.2188),(76 2127.399),(77 2140.7446),(78 2223.0889),(79 2231.8533),
(1 724.234),(2 1186.055),(3 1399.8899),(4 1513.3213),(5 1559.8373),(6 1617.0707),(7 1642.3208),(8 1698.9872),(9 1746.669),(10 1803.3184),(11 1833.5757),(12 1841.6461),(13 1842.5159),(14 1847.9463),(15 1872.3177),(16 1877.9135),(17 1906.004),(18 1998.2278),(19 2032.7668),(20 2069.107),(21 2087.2615),(22 2108.8228),(23 2076.3013),(24 2082.9136),(25 2079.555),(26 2060.5532),(27 2033.5327),(28 2037.731),(29 2051.4856),(30 2101.4036),(31 2056.5828),(32 2041.216),(33 2035.4294),(34 2044.713),(35 2047.1569),(36 2039.6503),(37 2039.2216),(38 2027.0443),(39 2017.8165),(40 1980.2905),(41 1951.6743),(42 1978.9814),(43 1968.978),(44 1949.0872),(45 1969.2312),(46 1973.6298),(47 1955.2484),(48 1961.1637),(49 1923.0432),(50 1940.1813),(51 1955.5459),(52 1977.8428),(53 1970.1107),(54 1992.5784),(55 1969.0059),(56 1949.4968),(57 1937.7345),(58 1930.5493),(59 1924.4576),(60 1913.1913),(61 1928.6271),(62 1930.3906),(63 1929.2004),(64 1927.9539),(65 1958.9812),(66 2013.9496),(67 2028.2639),(68 2050.9019),(69 2071.3442),(70 2098.5242),(71 2118.9873),(72 2105.9658),(73 2104.469),(74 2097.1926),(75 2101.475),(76 2076.2444),(77 2078.3398),(78 2188.6187),(79 2215.6563),
(1 726.7617),(2 1188.3561),(3 1424.8481),(4 1484.9613),(5 1505.7224),(6 1589.5575),(7 1635.8142),(8 1668.5509),(9 1717.7662),(10 1747.1831),(11 1769.2401),(12 1776.7494),(13 1791.3687),(14 1805.5806),(15 1805.4181),(16 1827.2197),(17 1850.249),(18 1931.4222),(19 1992.1313),(20 2030.0208),(21 2068.1895),(22 2077.384),(23 2075.4878),(24 2054.6978),(25 2038.2369),(26 2028.7975),(27 2030.8873),(28 2049.345),(29 2055.853),(30 2112.5874),(31 2066.7395),(32 2038.9523),(33 2032.3159),(34 2040.6047),(35 2068.7617),(36 2061.3762),(37 2085.1846),(38 2088.71),(39 2065.622),(40 2031.9304),(41 2022.5449),(42 2031.7308),(43 2036.9813),(44 2035.2128),(45 2033.6941),(46 2036.3545),(47 1986.7981),(48 1984.6184),(49 1946.9669),(50 1959.3267),(51 1973.4835),(52 1973.1437),(53 1967.068),(54 1987.5176),(55 1979.9635),(56 1976.2595),(57 1955.1622),(58 1940.8287),(59 1924.599),(60 1918.3114),(61 1909.005),(62 1902.1488),(63 1916.0182),(64 1928.3896),(65 1949.2479),(66 2001.104),(67 2013.6617),(68 2053.4697),(69 2072.3315),(70 2092.3247),(71 2110.994),(72 2100.418),(73 2083.7856),(74 2089.3687),(75 2101.9927),(76 2089.1177),(77 2068.34),(78 2137.0977),(79 2166.0127),
(1 693.4981),(2 1114.2751),(3 1333.2682),(4 1420.4521),(5 1437.332),(6 1499.6179),(7 1538.2876),(8 1589.9009),(9 1612.3799),(10 1625.6859),(11 1639.0723),(12 1643.6765),(13 1638.9803),(14 1655.8054),(15 1647.4835),(16 1645.9402),(17 1654.9529),(18 1703.8727),(19 1725.1848),(20 1763.276),(21 1795.3346),(22 1838.856),(23 1846.6113),(24 1842.194),(25 1829.0345),(26 1821.2714),(27 1816.3994),(28 1833.6118),(29 1837.7377),(30 1867.7915),(31 1825.2495),(32 1797.0166),(33 1808.9786),(34 1843.5913),(35 1852.6805),(36 1872.0967),(37 1879.6434),(38 1876),(39 1857.4219),(40 1833.1937),(41 1821.7189),(42 1850.8196),(43 1854.5895),(44 1837.2649),(45 1825.9403),(46 1809.2212),(47 1809.0142),(48 1801.098),(49 1781.0342),(50 1789.403),(51 1818.7684),(52 1812.3503),(53 1814.7273),(54 1835.1471),(55 1801.1859),(56 1783.8699),(57 1766.1923),(58 1750.611),(59 1763.983),(60 1762.264),(61 1764.8928),(62 1743.4816),(63 1754.6974),(64 1756.1315),(65 1773.629),(66 1810.0237),(67 1833.4313),(68 1865.2119),(69 1892.8832),(70 1909.4524),(71 1947.8705),(72 1930.6505),(73 1919.197),(74 1921.2738),(75 1913.4796),(76 1898.4728),(77 1889.8761),(78 1951.016),(79 1990.1699),
(1 667.152),(2 1065.9077),(3 1280.2122),(4 1386.4293),(5 1428.5917),(6 1481.4441),(7 1509.264),(8 1552.0621),(9 1582.5023),(10 1613.378),(11 1640.1251),(12 1634.9058),(13 1648.5912),(14 1682.446),(15 1691.5532),(16 1694.1685),(17 1680.9335),(18 1772.1647),(19 1776.8811),(20 1812.2239),(21 1822.6365),(22 1840.1091),(23 1855.1729),(24 1832.0375),(25 1805.1757),(26 1810.6696),(27 1798.3896),(28 1815.2555),(29 1821.5786),(30 1840.8308),(31 1840.3787),(32 1820.014),(33 1815.9431),(34 1823.2529),(35 1840.2284),(36 1849.968),(37 1862.9983),(38 1852.8705),(39 1816.5328),(40 1808.4315),(41 1780.6658),(42 1828.071),(43 1823.333),(44 1805.0975),(45 1806.5992),(46 1801.2069),(47 1778.4663),(48 1789.7361),(49 1757.1345),(50 1748.6208),(51 1749.7192),(52 1781.6246),(53 1768.3596),(54 1791.9413),(55 1779.6373),(56 1790.1953),(57 1767.2592),(58 1759.9219),(59 1755.4781),(60 1754.1732),(61 1743.6536),(62 1743.8743),(63 1739.1205),(64 1727.014),(65 1748.4143),(66 1759.3969),(67 1752.5916),(68 1777.7925),(69 1786.3245),(70 1805.2964),(71 1849.9603),(72 1829.5453),(73 1833.808),(74 1826.2964),(75 1820.3336),(76 1815.2632),(77 1828.6459),(78 1874.5603),(79 1898.1886),
(1 681.0202),(2 1079.3123),(3 1263.0596),(4 1338.3707),(5 1395.1702),(6 1455.0682),(7 1470.8737),(8 1516.731),(9 1549.6825),(10 1596.3445),(11 1593.8229),(12 1585.2092),(13 1586.8544),(14 1581.9656),(15 1610.5823),(16 1626.05),(17 1631.3535),(18 1679.2922),(19 1731.7739),(20 1767.0916),(21 1775.8789),(22 1787.6329),(23 1789.5675),(24 1792.7168),(25 1789.2222),(26 1793.662),(27 1802.3713),(28 1803.4849),(29 1815.2281),(30 1863.1222),(31 1817.193),(32 1797.4326),(33 1796.4188),(34 1798.5884),(35 1804.6833),(36 1810.9359),(37 1806.4733),(38 1797.0709),(39 1788.4429),(40 1771.8186),(41 1747.574),(42 1759.0249),(43 1754.6748),(44 1751.8242),(45 1749.3486),(46 1745.1108),(47 1712.3655),(48 1715.7145),(49 1686.0491),(50 1683.1141),(51 1683.3419),(52 1691.971),(53 1693.099),(54 1701.1882),(55 1683.5553),(56 1671.2572),(57 1667.6362),(58 1668.4043),(59 1664.2352),(60 1674.885),(61 1677.9373),(62 1681.2567),(63 1691.9836),(64 1709.4855),(65 1747.8263),(66 1813.8099),(67 1840.5978),(68 1872.7007),(69 1873.7692),(70 1882.8549),(71 1894.1451),(72 1877.567),(73 1884.2012),(74 1905.7379),(75 1904.758),(76 1901.8947),(77 1932.1714),(78 1991.7279),(79 2002.399),
(1 637.82086),(2 1006.2975),(3 1191.3448),(4 1280.7126),(5 1324.9049),(6 1394.1681),(7 1422.3237),(8 1454.9458),(9 1479.2041),(10 1510.5415),(11 1535.926),(12 1554.8766),(13 1557.0337),(14 1583.7832),(15 1604.4948),(16 1596.1317),(17 1583.2147),(18 1652.0354),(19 1696.3752),(20 1725.1389),(21 1703.854),(22 1714.8685),(23 1705.5225),(24 1677.9648),(25 1668.6653),(26 1657.3834),(27 1668.7161),(28 1670.262),(29 1690.6558),(30 1717.3356),(31 1702.7854),(32 1663.6793),(33 1643.6602),(34 1659.2104),(35 1691.8184),(36 1704.1083),(37 1708.9417),(38 1707.506),(39 1714.4517),(40 1721.0216),(41 1710.7449),(42 1728.0305),(43 1733.3031),(44 1718.682),(45 1717.9913),(46 1731.7035),(47 1695.614),(48 1709.7117),(49 1695.7523),(50 1680.763),(51 1687.6265),(52 1680.1993),(53 1668.8495),(54 1685.0465),(55 1673.2816),(56 1671.9274),(57 1670.5369),(58 1676.5604),(59 1675.8998),(60 1667.5381),(61 1678.1112),(62 1678.4594),(63 1684.532),(64 1668.1368),(65 1691.9146),(66 1735.9686),(67 1731.3704),(68 1751.3798),(69 1773.7227),(70 1794.6167),(71 1802.6582),(72 1780.2991),(73 1789.0082),(74 1793.6249),(75 1793.2828),(76 1797.9133),(77 1800.6101),(78 1849.1252),(79 1871.2856),
(1 627.75836),(2 985.0275),(3 1172.5254),(4 1254.5585),(5 1297.5039),(6 1349.4249),(7 1381.2096),(8 1404.0797),(9 1426.2926),(10 1448.3793),(11 1478.8959),(12 1500.1254),(13 1507.5066),(14 1515.2063),(15 1542.9974),(16 1541.1383),(17 1553.1381),(18 1616.3594),(19 1644.1411),(20 1662.4312),(21 1662.9757),(22 1663.1663),(23 1650.8818),(24 1632.6459),(25 1612.4082),(26 1616.8677),(27 1633.2095),(28 1642.6299),(29 1635.3625),(30 1645.4119),(31 1617.0792),(32 1613.1527),(33 1608.639),(34 1609.7437),(35 1628.6509),(36 1630.0477),(37 1642.6222),(38 1657.6738),(39 1669.8304),(40 1673.3074),(41 1650.6364),(42 1660.6738),(43 1646.3802),(44 1636.8672),(45 1630.0996),(46 1623.3799),(47 1603.0934),(48 1613.4419),(49 1582.2162),(50 1573.6002),(51 1593.3247),(52 1596.3816),(53 1596.8036),(54 1616.5931),(55 1606.1371),(56 1611.2418),(57 1612.188),(58 1611.2175),(59 1611.4832),(60 1574.828),(61 1571.1643),(62 1568.7816),(63 1593.723),(64 1581.7112),(65 1610.3276),(66 1681.861),(67 1690.502),(68 1721.0916),(69 1756.3846),(70 1778.7148),(71 1780.797),(72 1769.5388),(73 1774.9194),(74 1769.3818),(75 1772.0867),(76 1771.3145),(77 1772.2264),(78 1809.0063),(79 1841.9231),
