1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11036.266),(2 36136.652),(3 77316.72),(4 127593.76),(5 192680.8),(6 266789.5),(7 349307),(8 430155.63),(9 515065.6),(10 589056),(11 655283.9),(12 710235.3),(13 763706.25),(14 808962.56),(15 853818.06),(16 895451.56),(17 938403.25),(18 984072.2),(19 1042561.7),(20 1108854),(21 1189857.3),(22 1268866.5),(23 1358259.8),(24 1433454),(25 1516410),(26 1589751.1),(27 1666491.5),(28 1737150.1),(29 1813571.5),(30 1884820.6),(31 1967668.1),(32 2056104.9),(33 2155283.8),(34 2243609.3),(35 2342917.3),(36 2422283.5),(37 2505541.3),(38 2566771.5),(39 2631656.3),(40 2682776.8),(41 2735065.3),(42 2777416.3),(43 2835858.3),(44 2882200.3),(45 2950844),(46 3028523.3),(47 3132148),(48 3246466),(49 3353998.8),(50 3438397),(51 3549063.3),(52 3649086.8),(53 3749476),(54 3832175.3),(55 3938483.3),(56 4034913.3),(57 4151791.3),(58 4271864.5),(59 4429579),(60 4565272.5),(61 4716944.5),(62 4849614),(63 5007711),(64 5158895),(65 5315942.5),(66 5445516),(67 5584268),(68 5706507.5),(69 5842112),(70 5981513.5),(71 6165212.5),(72 6356221.5),(73 6571168),(74 6770270.5),(75 6951952.5),(76 7122384),(77 7314500),(78 7488188),(79 7684722.5),
(1 7039.725),(2 20977.533),(3 33985.184),(4 42600.453),(5 47549.35),(6 50402.758),(7 53728.035),(8 57865.87),(9 60998.996),(10 62393.72),(11 62800.64),(12 62657.754),(13 62795.1),(14 63420.09),(15 64869.52),(16 65793.07),(17 66284.66),(18 67319.734),(19 69305.96),(20 71603.164),(21 73234.03),(22 73181.85),(23 71038.664),(24 68881.1),(25 67666.69),(26 67819.97),(27 68656.61),(28 68764.47),(29 67600.74),(30 65929.88),(31 65352.2),(32 66122.484),(33 67493.664),(34 68486.69),(35 68421.28),(36 67073.59),(37 65860.555),(38 65730.336),(39 66336.234),(40 66669.62),(41 66775.62),(42 66881.74),(43 67410.78),(44 67295.516),(45 66805.57),(46 66613.7),(47 66364.71),(48 65946.25),(49 65909.27),(50 66219.24),(51 66381.11),(52 65793.68),(53 64645.82),(54 63751.305),(55 63685.547),(56 64037.957),(57 64450.023),(58 65672.445),(59 67015.875),(60 68012.82),(61 68886.82),(62 69687.8),(63 70407.664),(64 70951.55),(65 71540.414),(66 71506.17),(67 71103.91),(68 70349.56),(69 69537.68),(70 69134.11),(71 69041.336),(72 69125.03),(73 69391.305),(74 69428.81),(75 69514.016),(76 69860.086),(77 70126.82),(78 70429.88),(79 71201.86),
(1 7101.121),(2 21122.787),(3 33878.074),(4 41574.11),(5 45558.742),(6 48335.87),(7 50672.89),(8 52869.363),(9 54664.715),(10 55110.938),(11 55142.313),(12 55536.523),(13 56851.965),(14 58558.06),(15 60065.31),(16 60871.297),(17 61930.08),(18 64056.01),(19 65871.15),(20 67340.71),(21 68061.414),(22 67290.945),(23 65314.94),(24 63497.316),(25 62934.598),(26 63473.18),(27 63177.91),(28 62331),(29 61146.46),(30 60358.633),(31 60319.34),(32 61283.277),(33 62264.945),(34 62767.035),(35 62694.727),(36 61896.13),(37 61249.816),(38 61064.84),(39 61045.16),(40 60476.47),(41 59918.84),(42 59612.54),(43 59949.746),(44 60235.16),(45 60138.492),(46 60198.438),(47 60193.555),(48 59815.695),(49 59645.516),(50 59561.22),(51 59742.844),(52 59386.688),(53 59269.332),(54 59752.367),(55 60665.56),(56 61413.4),(57 61817.176),(58 61718.063),(59 61769.746),(60 62154.152),(61 62857.234),(62 63841.08),(63 64809.89),(64 65205.508),(65 65561.445),(66 65581.89),(67 64939.44),(68 64690.836),(69 64407.645),(70 64586.59),(71 64978.695),(72 64521.02),(73 64181.184),(74 64402.477),(75 65189.555),(76 65695.39),(77 65694.47),(78 65713.68),(79 66011.09),
(1 7163.751),(2 20900.957),(3 32843.402),(4 39997.03),(5 43994.51),(6 46991.67),(7 49687.617),(8 52473.023),(9 55228.29),(10 57498.324),(11 58699.24),(12 59049),(13 59781.79),(14 61181.953),(15 62629.54),(16 63054.426),(17 62922.49),(18 63244.773),(19 63990.715),(20 64802.285),(21 64843.48),(22 64336.97),(23 62691.41),(24 61087.2),(25 61212.87),(26 62493.89),(27 62462.71),(28 61669.465),(29 60083.457),(30 59455.438),(31 59461.336),(32 60058.742),(33 60893.664),(34 61225.996),(35 60195.566),(36 58924.594),(37 58316.496),(38 58339.11),(39 58124.21),(40 57633.703),(41 56438.617),(42 54941.05),(43 54036.914),(44 54228.336),(45 55379.645),(46 56785.8),(47 57856.49),(48 58687.43),(49 59453.03),(50 59813.832),(51 59707.547),(52 59061.16),(53 58708.926),(54 58727.94),(55 59014.34),(56 59135.434),(57 59065.547),(58 58437.094),(59 57713.996),(60 57588.484),(61 58044.79),(62 59070.97),(63 60260.68),(64 61080.184),(65 61249.52),(66 60705.96),(67 60129.074),(68 60239.227),(69 60781.438),(70 61052.656),(71 61163.06),(72 61372.92),(73 62015.043),(74 62851.69),(75 63026.883),(76 62747.92),(77 62635.813),(78 62281.023),(79 62067.7),
(1 6725.373),(2 19686.178),(3 31287.676),(4 38612),(5 42261.504),(6 44549.195),(7 47287.832),(8 49835.71),(9 51491.37),(10 52876.008),(11 53730.09),(12 54421.387),(13 55620.203),(14 57496.668),(15 59402.574),(16 59963.42),(17 60195.78),(18 61196.785),(19 62181.2),(20 63586.645),(21 63902.445),(22 63288.73),(23 62150.63),(24 61484.42),(25 61688.38),(26 62041.637),(27 61337.855),(28 59806.008),(29 58018.367),(30 57205.785),(31 57684.55),(32 58144.04),(33 58600.58),(34 58537.348),(35 58221.44),(36 58233.43),(37 58720.26),(38 59509.434),(39 59696.633),(40 60134.285),(41 60301.918),(42 59608.066),(43 59294.098),(44 59495.016),(45 59536.5),(46 59474.098),(47 59411.945),(48 59127.555),(49 58830.773),(50 58748.29),(51 58457.344),(52 58127.28),(53 58476.85),(54 59317.06),(55 60569.54),(56 61292.867),(57 61531.78),(58 61766.445),(59 62040.008),(60 62178.93),(61 61906.07),(62 61766.9),(63 62074.156),(64 62139.555),(65 62158.77),(66 62290.46),(67 62247.34),(68 62285.082),(69 61965.94),(70 61878.164),(71 62633.703),(72 63039.37),(73 62630.52),(74 62128.52),(75 62021.496),(76 61729.727),(77 61936.676),(78 62474.734),(79 62428.758),
(1 6750.9126),(2 19631.12),(3 30749.416),(4 37304.21),(5 40480.32),(6 43364.25),(7 47538.668),(8 51472.023),(9 53744.168),(10 54275.14),(11 53796.824),(12 53612.766),(13 54675.45),(14 56794.727),(15 58512.066),(16 58499.516),(17 58252.813),(18 59410.504),(19 61064.69),(20 62509.008),(21 62741.313),(22 62146.508),(23 60836.2),(24 60338.254),(25 60649.957),(26 60869.25),(27 60500.273),(28 59234.035),(29 57667.957),(30 57223.176),(31 58524.293),(32 59483.25),(33 59494.688),(34 58317.25),(35 56415.62),(36 55324.9),(37 55236),(38 55464.54),(39 55313.516),(40 54627.1),(41 53926.81),(42 52924.035),(43 52427.574),(44 52604.516),(45 53429.918),(46 54018.313),(47 54357.215),(48 54665.08),(49 55429.05),(50 56171.273),(51 56273.37),(52 56170.766),(53 55880.55),(54 55940.145),(55 56164.438),(56 56639.777),(57 57148.547),(58 57641.63),(59 57859.926),(60 57926.926),(61 57478.74),(62 57107.074),(63 57474.363),(64 57596.965),(65 57526.36),(66 57067.465),(67 56679.777),(68 56596.688),(69 56764.88),(70 57254.117),(71 58142.85),(72 59003.8),(73 59922.875),(74 60738.926),(75 61807.09),(76 61942.383),(77 61373.668),(78 60771.676),(79 60512.543),
(1 6605.343),(2 19248.549),(3 30393.688),(4 37293.332),(5 41056.43),(6 44518.996),(7 48160.46),(8 51232.234),(9 53142.406),(10 54352.754),(11 54944.258),(12 55343.992),(13 55868.664),(14 56679.902),(15 57385.06),(16 56963.016),(17 56320.023),(18 56857.277),(19 57664.785),(20 58138.098),(21 58016.203),(22 57721.6),(23 57232.125),(24 57544.445),(25 58561.676),(26 59247.58),(27 59383.38),(28 59445.445),(29 58975.184),(30 58635.133),(31 59207.918),(32 59757.207),(33 60077.53),(34 59436.496),(35 57742.98),(36 56107.145),(37 55477.266),(38 55705.508),(39 56002.703),(40 55644.688),(41 54559.62),(42 53140.582),(43 52542.344),(44 52619.305),(45 53469.14),(46 54318.93),(47 54486.633),(48 54583.875),(49 54487),(50 54318.76),(51 54187.113),(52 54056.273),(53 54040.73),(54 54547.15),(55 55494.637),(56 56395.22),(57 56780.76),(58 57116.54),(59 57504.57),(60 58141.742),(61 58046.28),(62 57570.207),(63 56378.78),(64 55502.92),(65 55179.85),(66 54815.23),(67 54854.88),(68 55518.86),(69 56522.617),(70 57462.39),(71 58344.066),(72 58848.242),(73 58738.926),(74 58904.727),(75 59145.523),(76 59542.582),(77 60203.125),(78 60477.813),(79 60423.09),
(1 6085.9775),(2 17637.457),(3 27623.834),(4 33939.563),(5 37600.426),(6 40366.656),(7 43414.457),(8 46452.316),(9 48580.164),(10 49523.69),(11 49829.984),(12 50161.277),(13 50461.723),(14 50749.027),(15 51309.836),(16 51223.19),(17 51496.73),(18 52417.684),(19 53274.9),(20 54246.18),(21 54814.914),(22 54801.88),(23 54776.598),(24 54792.83),(25 55219.86),(26 55236.598),(27 54467.03),(28 54112.92),(29 54092.848),(30 54060.813),(31 54077.402),(32 53466.844),(33 52625.85),(34 51664.707),(35 51295.645),(36 51311.676),(37 51512.74),(38 51532.977),(39 51336.793),(40 51353.45),(41 51800.855),(42 52149.773),(43 52846.277),(44 53518.617),(45 54031.46),(46 53705.094),(47 53896.992),(48 54626.98),(49 55278.125),(50 55065.9),(51 54274.145),(52 53909.41),(53 54152.727),(54 54878.684),(55 56054.48),(56 57048.883),(57 57412.28),(58 57332.44),(59 57668.016),(60 57638.695),(61 57377.188),(62 56549.39),(63 55656.516),(64 54932.266),(65 54737.9),(66 54756.18),(67 54874.465),(68 55151.387),(69 55593.836),(70 56237.902),(71 56778.734),(72 57155.207),(73 57620.85),(74 58252.105),(75 58928.88),(76 59559),(77 59441.96),(78 58772.566),(79 57662.41),
(1 6108.5156),(2 17131.674),(3 26529.967),(4 32299.379),(5 35842.918),(6 37932.883),(7 40211.758),(8 43043.99),(9 45564.824),(10 47362.566),(11 48629.508),(12 49048.766),(13 49701.695),(14 50162.703),(15 50627.5),(16 50464.008),(17 51121.254),(18 52171.043),(19 52397.508),(20 52422.785),(21 52565.016),(22 52938.566),(23 53538.613),(24 53808.195),(25 53967.836),(26 53821.832),(27 53699.11),(28 53157.42),(29 53331.94),(30 54014.707),(31 54615.68),(32 54805.992),(33 54343.996),(34 53012.203),(35 52049.535),(36 51770.074),(37 52401.89),(38 53254.883),(39 53662.96),(40 53408.785),(41 53005.55),(42 52916.008),(43 53095.46),(44 52839.043),(45 52430.19),(46 51869.9),(47 51612.793),(48 51341.816),(49 50850.79),(50 50052.64),(51 49537.92),(52 49180.293),(53 49228.746),(54 49515.965),(55 49789.758),(56 49946.5),(57 50621.9),(58 50852.08),(59 51066.85),(60 50937.83),(61 50512.184),(62 50253.68),(63 50151.742),(64 50061.7),(65 50502.4),(66 51546.754),(67 52293.605),(68 52902.016),(69 53834.64),(70 54424.395),(71 54366.918),(72 54281.184),(73 54179.063),(74 54496.824),(75 55042.066),(76 55345.055),(77 55819.867),(78 56288.395),(79 57029.508),
(1 5897.939),(2 16552.299),(3 25772.97),(4 31876.764),(5 36329.426),(6 39879.805),(7 42857.04),(8 45703.234),(9 47878.3),(10 48292.92),(11 48019.56),(12 47849.17),(13 48381.086),(14 48527.18),(15 48791.332),(16 48938.24),(17 49980.82),(18 51235.508),(19 51853.66),(20 51914.293),(21 52167.83),(22 52490.227),(23 53086.777),(24 53910.453),(25 54085.496),(26 53543.063),(27 53288.758),(28 53347.387),(29 53529.883),(30 53257.72),(31 52766.3),(32 52061.92),(33 51771.69),(34 50918.332),(35 50572.07),(36 50601.234),(37 50812.914),(38 50427.492),(39 50508.637),(40 50622.08),(41 50686.637),(42 50740.08),(43 50969.38),(44 50948.445),(45 51490.816),(46 52278.1),(47 52162.715),(48 51457.82),(49 51323.34),(50 51514.79),(51 52596.53),(52 53231.832),(53 53387.504),(54 52947.258),(55 52689.55),(56 52790.637),(57 53093.3),(58 53286.938),(59 53602.355),(60 53717.574),(61 53128.477),(62 52257.73),(63 51948.68),(64 51993.953),(65 52043.51),(66 52056.434),(67 52417.03),(68 52964.758),(69 53582.363),(70 53638.56),(71 53769.824),(72 53862.12),(73 54631.46),(74 55824.605),(75 56442.508),(76 56608.15),(77 56526.83),(78 56214.992),(79 56067.426),
(1 6111.1147),(2 16924.18),(3 25690.316),(4 30803.844),(5 34007.938),(6 36488.27),(7 39298.254),(8 42139.777),(9 44408.78),(10 45055.516),(11 45311.24),(12 46395.87),(13 47976.98),(14 48413.64),(15 48556.918),(16 48279.176),(17 48544.156),(18 48814.395),(19 49109.64),(20 49128.867),(21 49113.305),(22 48795.168),(23 48632.625),(24 49036.35),(25 49640.152),(26 49491.86),(27 49064.88),(28 48394.273),(29 48924.12),(30 49161.93),(31 49401.953),(32 49141.184),(33 48073.844),(34 46933.12),(35 46520.37),(36 46404.13),(37 46302.047),(38 45852.637),(39 45802.137),(40 45478.305),(41 45762.176),(42 45968.09),(43 46148.797),(44 46307.836),(45 46760.625),(46 47122.785),(47 47232.06),(48 46640.543),(49 45720.313),(50 44980.664),(51 45173.973),(52 45300.96),(53 45469.14),(54 45258.617),(55 44891.27),(56 44628.285),(57 44955.305),(58 46187.035),(59 47503.945),(60 48166.12),(61 47969.402),(62 47535.836),(63 47530.453),(64 47514.383),(65 47631.063),(66 47463.434),(67 47212.13),(68 47123.637),(69 47456.188),(70 47923.64),(71 48397.934),(72 48751.52),(73 49603.418),(74 50205.56),(75 50278.793),(76 50166.168),(77 50664.223),(78 50961.473),(79 50977.29),
(1 5873.495),(2 16178.402),(3 24672.361),(4 29629.88),(5 32580.29),(6 34842.51),(7 37424.656),(8 40113.71),(9 42399.594),(10 43833.58),(11 44843.453),(12 45927.223),(13 47309.76),(14 48029.49),(15 48395.035),(16 48020.91),(17 48324.523),(18 49208.24),(19 50333.37),(20 50393.734),(21 49853.75),(22 49844.414),(23 50625.492),(24 51763.504),(25 52743.49),(26 52823.445),(27 52876.688),(28 52190.02),(29 51279.023),(30 49728.69),(31 48544.87),(32 47539.688),(33 46713.766),(34 45984.715),(35 45786.004),(36 45639.41),(37 45350.813),(38 44726.473),(39 44634.97),(40 44471.99),(41 44805.36),(42 45023.605),(43 45331.07),(44 45381.05),(45 45498.45),(46 45655.844),(47 45809.53),(48 45507.55),(49 45237.49),(50 45055.805),(51 45489.35),(52 45450.227),(53 45557.215),(54 45576.375),(55 45587.383),(56 45246.645),(57 44802.45),(58 44560.492),(59 44656.14),(60 45196.203),(61 45655.035),(62 45933.91),(63 46180.26),(64 46154.266),(65 46580.383),(66 46719.906),(67 46859.223),(68 47068.434),(69 47400.492),(70 47417.684),(71 47374.69),(72 47200.215),(73 47168.906),(74 47553.855),(75 47909.848),(76 47919.418),(77 48434.55),(78 48771.06),(79 49312.23),
(1 5753.6646),(2 16013.845),(3 24375.53),(4 29235.232),(5 32119.71),(6 34816.03),(7 37982.883),(8 40366.01),(9 41747.895),(10 41795.383),(11 41866.527),(12 42952.02),(13 44354.6),(14 44523.555),(15 44303.18),(16 43955.145),(17 44475.68),(18 45505.34),(19 46222.34),(20 46124.98),(21 45750.59),(22 45770.523),(23 46584.105),(24 47652.484),(25 48012.457),(26 47492.18),(27 46899.105),(28 46761.137),(29 46721.875),(30 45925.023),(31 44859.11),(32 44472.438),(33 44247.25),(34 44422.313),(35 44430.656),(36 43659.38),(37 42634.48),(38 41725.133),(39 41495.492),(40 41687.832),(41 42090.082),(42 42166.86),(43 42391.75),(44 42775.023),(45 43187.668),(46 43802.5),(47 43832.25),(48 43094.25),(49 42809.184),(50 42807.023),(51 42903.746),(52 42597.426),(53 42340.48),(54 42521.89),(55 42762.668),(56 43071.203),(57 43424.723),(58 43859.12),(59 44234.246),(60 44090.992),(61 44115.242),(62 44192.875),(63 44815.96),(64 45369.816),(65 45486.2),(66 45303.082),(67 45085.74),(68 45203.17),(69 45380.33),(70 45171.566),(71 45025.832),(72 45222.105),(73 45697.254),(74 46021.383),(75 46154.414),(76 45959.527),(77 45676.727),(78 45574.098),(79 45684.66),
(1 5655.36),(2 15893.031),(3 24414.736),(4 29430.256),(5 32503.863),(6 35610.582),(7 38723.4),(8 41111.473),(9 43059.066),(10 44284.344),(11 45164.49),(12 46176.348),(13 47623.8),(14 48196.96),(15 48013.117),(16 48292.465),(17 49387.457),(18 49956.51),(19 50379.5),(20 50207.1),(21 49959.523),(22 49860.992),(23 49993.684),(24 50559.633),(25 51102.563),(26 50998.883),(27 50510.145),(28 49614.883),(29 48963.645),(30 47636.094),(31 46687.03),(32 46311.094),(33 46091.094),(34 45621.64),(35 44987.31),(36 44184.273),(37 43720.492),(38 43156.883),(39 43322.137),(40 43689.902),(41 44134.254),(42 44258.184),(43 44253.113),(44 43847.05),(45 43261.83),(46 42660.36),(47 41907.805),(48 41424.38),(49 41367.953),(50 41278.008),(51 41354.69),(52 41836.117),(53 42492.07),(54 43039.508),(55 43627.063),(56 44193.113),(57 44560.3),(58 44620.207),(59 44109.21),(60 43200.926),(61 42429.516),(62 42400.098),(63 43567.445),(64 44612.33),(65 45297.4),(66 45022.285),(67 44373.29),(68 43939.1),(69 44114.223),(70 44268.434),(71 44295.164),(72 44168.3),(73 43918.324),(74 43538.98),(75 43466.277),(76 43789.17),(77 44267.566),(78 44701.367),(79 45223.094),
(1 5079.1855),(2 13949.598),(3 21372.986),(4 25756.867),(5 28366.342),(6 30936.727),(7 33553.15),(8 35177.453),(9 36405.434),(10 37242.35),(11 38020.07),(12 38397.223),(13 38391.27),(14 38115.363),(15 38188.363),(16 38831.76),(17 40315.22),(18 41672.734),(19 42366.445),(20 42015.85),(21 41760.082),(22 42230.82),(23 43071.84),(24 44005.867),(25 44526.113),(26 44725.063),(27 44705.71),(28 43918.4),(29 43467.113),(30 42830.516),(31 42009.25),(32 40988.29),(33 40547.285),(34 40313.285),(35 39690.516),(36 38916.227),(37 38509.793),(38 37878.16),(39 37461.285),(40 36923.25),(41 37162.02),(42 37591.246),(43 37928.74),(44 38380.918),(45 38813.402),(46 39078.984),(47 39072.676),(48 38535.355),(49 38183.09),(50 37969.215),(51 37962.605),(52 37697.098),(53 37750.242),(54 38133.063),(55 38615.03),(56 38864),(57 38934.645),(58 38897.64),(59 38879.754),(60 39049.387),(61 39193.273),(62 39214.332),(63 39234.69),(64 39252.68),(65 39589.594),(66 39924.957),(67 40247.23),(68 40365.38),(69 40741.84),(70 41149.652),(71 41585.98),(72 41894.645),(73 42071.043),(74 42248.76),(75 42342.594),(76 42457.105),(77 42904.742),(78 43234.125),(79 43364.85),
(1 5349.8833),(2 14685.702),(3 22345.768),(4 26851.46),(5 29738.031),(6 32559.563),(7 35585.504),(8 37882.516),(9 39392.08),(10 40407.21),(11 41454.348),(12 42615.977),(13 43562.395),(14 43356.332),(15 43007.24),(16 43219.297),(17 44282.29),(18 44807.938),(19 44550.203),(20 44239.168),(21 44328.82),(22 45038.484),(23 45990.875),(24 46037.164),(25 45662.79),(26 44974.72),(27 44595.05),(28 44207.758),(29 43906.72),(30 43120.7),(31 42241.14),(32 41842.402),(33 41581.695),(34 41307.27),(35 41007.484),(36 40901.75),(37 40760.016),(38 40569.465),(39 40550.793),(40 40524.082),(41 41100.04),(42 42109.305),(43 42584.492),(44 42609.414),(45 42583.32),(46 42862.117),(47 42834.43),(48 42785.383),(49 42001.277),(50 41036.37),(51 40353.21),(52 40449.535),(53 40877.125),(54 41149.055),(55 40903.12),(56 40110.707),(57 39955.617),(58 39588.23),(59 39282.04),(60 38441.78),(61 37651.9),(62 37425.61),(63 37484.41),(64 38042.473),(65 38648.457),(66 38872.84),(67 38994.906),(68 39289.4),(69 39413.363),(70 39413.676),(71 39684.33),(72 40007.48),(73 40976.457),(74 41759.45),(75 41663.023),(76 40937.14),(77 40560.168),(78 40784.566),(79 41775.098),
(1 5248.8887),(2 14396.902),(3 21810.648),(4 26109.863),(5 28774.416),(6 31249.547),(7 34136.105),(8 36950.02),(9 38912.12),(10 40221.08),(11 41457.46),(12 42420.625),(13 42815.895),(14 42831.066),(15 43221.656),(16 43689.258),(17 43911.97),(18 43983.402),(19 43193.11),(20 42820.36),(21 42986.88),(22 43528.617),(23 43854.113),(24 43553.51),(25 42689.508),(26 42042.516),(27 42070.383),(28 42041.973),(29 41534.176),(30 40936.902),(31 40409.152),(32 40331.195),(33 40444.664),(34 40709.5),(35 40704.82),(36 40339.38),(37 40153.445),(38 40489.36),(39 40540.297),(40 40504.383),(41 40360.434),(42 40129.35),(43 39831.207),(44 39552.07),(45 39587.918),(46 40199.3),(47 40830.766),(48 41036.94),(49 41369.426),(50 41631.016),(51 41548.535),(52 41768.91),(53 42262.855),(54 42807.867),(55 42912.984),(56 42781.734),(57 42656.29),(58 42524.88),(59 42540.84),(60 42195.72),(61 41381.887),(62 40762.605),(63 40545.906),(64 40340.734),(65 40472.676),(66 40725.75),(67 40632.668),(68 40475.35),(69 40245.402),(70 40369.992),(71 40750.453),(72 41200.965),(73 41471.977),(74 41996.563),(75 42513.566),(76 42993.918),(77 43198.64),(78 43057.47),(79 42869.688),
(1 5155.0127),(2 13905.921),(3 20927.39),(4 24720.53),(5 26575.457),(6 28371.52),(7 30587.932),(8 32450.256),(9 33474.96),(10 34588.383),(11 35443.582),(12 36027.063),(13 35772.145),(14 34977.195),(15 34626.69),(16 34944.96),(17 35175.117),(18 35361.547),(19 35233.94),(20 35239.65),(21 35623.504),(22 36220.387),(23 37075.598),(24 37444.055),(25 36758.6),(26 36429.402),(27 36541.65),(28 36838.55),(29 36560.156),(30 36482.77),(31 36799.72),(32 37284.78),(33 37862.46),(34 38454.91),(35 38461.195),(36 37771.43),(37 37136.023),(38 36987.348),(39 37376.734),(40 37791.79),(41 37619.797),(42 37647.195),(43 37680.043),(44 37180.297),(45 36854.65),(46 36825.582),(47 36812.703),(48 36998.52),(49 37409.918),(50 37799.363),(51 38118.777),(52 37874.727),(53 37969.004),(54 38307.504),(55 38278.297),(56 37754.164),(57 37537.625),(58 37722.477),(59 37926.387),(60 37913.77),(61 37339.66),(62 37117.965),(63 37148.477),(64 37112.92),(65 37332.246),(66 37498.684),(67 37635.46),(68 38044.76),(69 38275.906),(70 38386.934),(71 38438.45),(72 38491.477),(73 38678.16),(74 38644.453),(75 38384.758),(76 38246.39),(77 38565.8),(78 38749.95),(79 38673.727),
