1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50900.31),(2 123329.23),(3 219128.83),(4 324899.63),(5 439119.88),(6 546389.44),(7 664579.4),(8 787888.7),(9 898756.7),(10 1021412.06),(11 1128045),(12 1222803.4),(13 1316224.6),(14 1405020),(15 1501184),(16 1604731),(17 1701262.4),(18 1771726.5),(19 1840429.6),(20 1903832.9),(21 1952456.9),(22 2003388),(23 2034905),(24 2053026.1),(25 2061887.9),(26 2062357.6),(27 2061285.6),(28 2055313.1),(29 2047146.9),(30 2036040.9),(31 2032744.1),(32 2034475),(33 2054295.1),(34 2093974.9),(35 2115523.8),(36 2113689.3),(37 2143377.8),(38 2148064.8),(39 2226781.5),(40 2253813.3),(41 2269708),(42 2263451.5),(43 2258065.3),(44 2248286.8),(45 2229594.3),(46 2205581),(47 2194379),(48 2196177),(49 2199119.3),(50 2203802),(51 2217469.3),(52 2233803),(53 2271288.8),(54 2307051.3),(55 2346029.8),(56 2400000.3),(57 2465438.8),(58 2517887.3),(59 2588456.3),(60 2644462),(61 2732607.8),(62 2816180.8),(63 2904876.3),(64 2997486),(65 3095411.3),(66 3191014.8),(67 3281671.3),(68 3378961.3),(69 3465760),(70 3541805.8),(71 3590064.3),(72 3619614.3),(73 3647885.3),(74 3666914.8),(75 3646847.8),(76 3653321),(77 3659090.8),(78 3640463.3),(79 3630212),
(1 2303.191),(2 3840.8674),(3 4803.5356),(4 5397.879),(5 5876.662),(6 6200.9053),(7 6405.6616),(8 6578.8335),(9 6656.444),(10 6923.891),(11 7123.576),(12 7134.5034),(13 7179.9756),(14 7232.4766),(15 7264.4375),(16 7261.609),(17 7418.9697),(18 7384.9106),(19 7394.0625),(20 7532.0024),(21 7580.1836),(22 7654.499),(23 7668.606),(24 7585.9507),(25 7627.738),(26 7631.32),(27 7667.3867),(28 7750.502),(29 7898.2305),(30 7942.334),(31 7957.2227),(32 7962.0786),(33 8047.155),(34 8089.841),(35 8109.6177),(36 8145.1147),(37 8203.938),(38 8160.333),(39 8216.125),(40 8238.828),(41 8144.642),(42 8087.691),(43 8034.843),(44 7914.2617),(45 7934.0024),(46 7954.808),(47 7996.6733),(48 8054.5576),(49 8111.1265),(50 7998.9346),(51 8008.461),(52 8082.2686),(53 7934.522),(54 7856.729),(55 7841.8057),(56 7825.0327),(57 7796.1943),(58 7791.4487),(59 7818.016),(60 7987.0786),(61 7990.7666),(62 8014.168),(63 8148.391),(64 8144.2793),(65 8186.3853),(66 8269.4),(67 8272.046),(68 8277.549),(69 8340.576),(70 8323.852),(71 8265.141),(72 8249.843),(73 8166.8516),(74 8143.191),(75 8093.099),(76 8064.809),(77 8112.674),(78 8258.904),(79 8328.897),
(1 2282.175),(2 3817.3513),(3 4803.335),(4 5354.6753),(5 5798.5635),(6 6225.9453),(7 6406.3203),(8 6503.4478),(9 6634.3853),(10 6869.002),(11 7038.0537),(12 6999.699),(13 7096.61),(14 7242.0557),(15 7275.6147),(16 7282.9385),(17 7460.235),(18 7425.1147),(19 7393.786),(20 7473.7573),(21 7527.2046),(22 7634.977),(23 7729.0547),(24 7662.403),(25 7668.8057),(26 7750.842),(27 7834.433),(28 7957.315),(29 8054.9863),(30 8085.8945),(31 8061.974),(32 8065.9897),(33 8090.3315),(34 8089.474),(35 8074.47),(36 8111.9424),(37 8086.8853),(38 8078.1436),(39 8105.5806),(40 8146.0405),(41 8140.3926),(42 8239.585),(43 8266.117),(44 8172.5166),(45 8170.56),(46 8180.0796),(47 8165.1313),(48 8193.102),(49 8201.497),(50 8190.972),(51 8240.207),(52 8210.638),(53 8138.126),(54 8090.7),(55 8226.651),(56 8241.673),(57 8248.1455),(58 8262.127),(59 8270.0205),(60 8265.015),(61 8232.653),(62 8249.171),(63 8286.595),(64 8275.339),(65 8337.015),(66 8419.958),(67 8423.819),(68 8455.748),(69 8553.465),(70 8582.445),(71 8602.829),(72 8667.299),(73 8672.811),(74 8664.109),(75 8682.495),(76 8660.433),(77 8601.566),(78 8707.791),(79 8714.514),
(1 2190.8655),(2 3630.2627),(3 4519.215),(4 5042.4834),(5 5483.304),(6 5823.847),(7 5945.7983),(8 6063.6484),(9 6190.7827),(10 6442.276),(11 6711.8516),(12 6781.44),(13 6946.9204),(14 7130.4956),(15 7199.8535),(16 7264.178),(17 7454.1646),(18 7480.4155),(19 7523.822),(20 7665.8745),(21 7678.4424),(22 7816.415),(23 7847.2954),(24 7843.4873),(25 7852.581),(26 7856.8423),(27 7804.797),(28 7792.0625),(29 7781.9106),(30 7822.562),(31 7891.0186),(32 8015.0044),(33 8008.5063),(34 7924.109),(35 7850.521),(36 7787.802),(37 7783.198),(38 7648.229),(39 7689.945),(40 7758.5664),(41 7754.778),(42 7831.8237),(43 7968.357),(44 7935.417),(45 7901.4253),(46 7887.504),(47 7857.5386),(48 7841.33),(49 7899.605),(50 7956.1606),(51 8002.4375),(52 7981.9263),(53 7857.9126),(54 7811.951),(55 7831.943),(56 7800.6543),(57 7835.7583),(58 7902.085),(59 7915.273),(60 7913.188),(61 7854.7554),(62 7916.783),(63 8015.189),(64 7962.8735),(65 8035.9077),(66 8214.554),(67 8329.827),(68 8300.445),(69 8327.079),(70 8314.537),(71 8384.909),(72 8454.354),(73 8460.232),(74 8456.119),(75 8466.204),(76 8441.538),(77 8485.155),(78 8617.144),(79 8622.05),
(1 2159.6824),(2 3600.592),(3 4457.7036),(4 4956.2656),(5 5406.3306),(6 5742.4473),(7 5972.326),(8 6085.337),(9 6152.6987),(10 6250.1646),(11 6429.7827),(12 6463.1997),(13 6601.115),(14 6758.345),(15 6822.62),(16 6843.0195),(17 6911.79),(18 6979.7046),(19 6985.4),(20 7055.3013),(21 7088.8325),(22 7162.929),(23 7259.5713),(24 7308.696),(25 7310.52),(26 7356.7075),(27 7358.6724),(28 7390.4453),(29 7501.196),(30 7559.47),(31 7514.299),(32 7598.0977),(33 7532.2734),(34 7462.7773),(35 7374.1777),(36 7288.66),(37 7367.337),(38 7344.291),(39 7445.4307),(40 7463.1807),(41 7465.939),(42 7560.8096),(43 7616.6904),(44 7593.459),(45 7567.4004),(46 7585.598),(47 7620.1377),(48 7712.741),(49 7778.9805),(50 7711.4907),(51 7733.755),(52 7710.8633),(53 7677.457),(54 7731.3506),(55 7783.356),(56 7772.7305),(57 7819.751),(58 7872.1255),(59 7842.605),(60 7826.42),(61 7801.927),(62 7839.634),(63 7888.607),(64 7834.828),(65 7877.2285),(66 7957.5186),(67 7921.535),(68 7904.4546),(69 7938.0596),(70 7835.219),(71 7833.106),(72 7927.8022),(73 7926.6377),(74 7962.2964),(75 8115.684),(76 8221.449),(77 8202.546),(78 8272.839),(79 8271.044),
(1 2104.066),(2 3490.2185),(3 4284.368),(4 4772.5425),(5 5092.179),(6 5407.9453),(7 5593.106),(8 5773.2573),(9 5870.9517),(10 6073.874),(11 6274.029),(12 6385.6035),(13 6479.2544),(14 6591.4556),(15 6590.6973),(16 6657.271),(17 6744.06),(18 6795.7627),(19 6811.372),(20 6874.109),(21 6901.7964),(22 6903.017),(23 6941.553),(24 6913.3027),(25 6946.7705),(26 6955.312),(27 6941.554),(28 7028.9404),(29 7121.4204),(30 7190.851),(31 7156.8657),(32 7251.076),(33 7264.893),(34 7210.4873),(35 7220.309),(36 7278.491),(37 7403.293),(38 7362.204),(39 7352.0776),(40 7334.7275),(41 7268.4175),(42 7252.61),(43 7263.0127),(44 7131.914),(45 7108.7666),(46 7208.2935),(47 7198.3438),(48 7260.1353),(49 7389.5493),(50 7410.2485),(51 7470.658),(52 7439.2573),(53 7416.8677),(54 7477.4224),(55 7616.8853),(56 7610.8237),(57 7623.1743),(58 7660.2065),(59 7679.5054),(60 7690.792),(61 7686.3096),(62 7674.592),(63 7750.0674),(64 7693.2935),(65 7745.201),(66 7800.54),(67 7756.0215),(68 7767.7725),(69 7831.7725),(70 7841.1655),(71 7909.7207),(72 8050.4937),(73 8032.3823),(74 8165.4175),(75 8257.889),(76 8314.085),(77 8378.389),(78 8456.33),(79 8426.285),
(1 2047.0051),(2 3389.1),(3 4141.4067),(4 4551.5107),(5 4885.7935),(6 5165.5435),(7 5371.1147),(8 5572.049),(9 5678.725),(10 5899.6836),(11 6090.0156),(12 6161.516),(13 6235.3394),(14 6314.595),(15 6368.5234),(16 6465.283),(17 6643.827),(18 6695.193),(19 6762.5156),(20 6880.7285),(21 6949.5796),(22 6953.5054),(23 6986.0874),(24 6978.805),(25 6992.5986),(26 7060.846),(27 7043.0747),(28 7084.427),(29 7183.7764),(30 7212.0864),(31 7252.7134),(32 7261.546),(33 7205.4033),(34 7109.6406),(35 7064.416),(36 7068.5127),(37 7199.3257),(38 7178.702),(39 7132.965),(40 7141.85),(41 7078.4043),(42 7114.3735),(43 7077.942),(44 7042.875),(45 6994.688),(46 6948.8037),(47 6921.0117),(48 6919.499),(49 6882.6025),(50 6885.9688),(51 6959.1978),(52 7005.1587),(53 6959.212),(54 6925.055),(55 6934.9834),(56 6931.9756),(57 7000.873),(58 7012.7563),(59 7052.0864),(60 7120.7446),(61 7169.0073),(62 7179.8486),(63 7230.141),(64 7180.6978),(65 7195.9224),(66 7323.6284),(67 7314.115),(68 7297.2334),(69 7331.382),(70 7330.9917),(71 7396.71),(72 7465.8193),(73 7459.6826),(74 7580.728),(75 7693.775),(76 7695.0303),(77 7704.9688),(78 7732.647),(79 7597.6313),
(1 2017.6769),(2 3306.11),(3 4104.4272),(4 4580.5913),(5 5052.8867),(6 5343.869),(7 5591.821),(8 5728.4233),(9 5877.921),(10 6089.342),(11 6167.6484),(12 6179.993),(13 6258.9136),(14 6398.6323),(15 6510.6387),(16 6617.2896),(17 6795.5313),(18 6808.2026),(19 6836.368),(20 6972.3535),(21 6961.8853),(22 6984.4517),(23 6960.1294),(24 6921.555),(25 6920.1807),(26 6942.7227),(27 6889.363),(28 6886.001),(29 6901.5576),(30 6863.9316),(31 6757.0454),(32 6777.8623),(33 6750.135),(34 6694.4795),(35 6707.201),(36 6749.2065),(37 6826.782),(38 6842.6206),(39 7001.919),(40 7063.5),(41 7096.099),(42 7073.3374),(43 7137.4395),(44 7075.25),(45 7076.116),(46 7053.697),(47 7013.3804),(48 7005.8833),(49 7060.829),(50 7021.917),(51 7070.7397),(52 7181.8706),(53 7151.4204),(54 7171.443),(55 7165.201),(56 7126.2275),(57 7143.1484),(58 7204.8374),(59 7229.6133),(60 7221.2456),(61 7235.4033),(62 7211.3193),(63 7281.502),(64 7253.024),(65 7286.2046),(66 7334.593),(67 7314.393),(68 7272.9883),(69 7337.995),(70 7303.9746),(71 7303.46),(72 7374.827),(73 7319.3486),(74 7324.9614),(75 7467.018),(76 7486.0254),(77 7507.581),(78 7506.36),(79 7462.8066),
(1 1928.0453),(2 3185.7097),(3 3904.7366),(4 4330.706),(5 4740.201),(6 5002.454),(7 5139.402),(8 5274.8257),(9 5353.493),(10 5482.3345),(11 5559.4946),(12 5631.836),(13 5748.061),(14 5851.021),(15 5894.7925),(16 6039.4033),(17 6195.5063),(18 6250.499),(19 6353.6274),(20 6483.157),(21 6554.8315),(22 6560.3564),(23 6566.4375),(24 6553.5205),(25 6493.9214),(26 6512.3154),(27 6455.41),(28 6507.379),(29 6500.6978),(30 6514.5254),(31 6499.271),(32 6561.845),(33 6681.8765),(34 6669.794),(35 6659.9995),(36 6667.923),(37 6621.784),(38 6605.253),(39 6793.4614),(40 6896.722),(41 6892.796),(42 6888.372),(43 6961.7266),(44 6893.9263),(45 6886.039),(46 6890.4404),(47 6862.8047),(48 6811.7856),(49 6845.1167),(50 6776.3506),(51 6819.779),(52 6823.942),(53 6838.9414),(54 6758.253),(55 6776.8003),(56 6796.7627),(57 6816.419),(58 6889.1274),(59 6979.2583),(60 6960.4575),(61 6928.2144),(62 6911.4717),(63 6983.695),(64 6928.2783),(65 6935.747),(66 6990.6333),(67 6951.151),(68 6865.6563),(69 6906.6045),(70 6832.345),(71 6813.468),(72 6825.2593),(73 6792.5757),(74 6836.4087),(75 6971.285),(76 7006.326),(77 7051.2827),(78 7085.491),(79 7101.945),
(1 1938.2142),(2 3163.669),(3 3885.7888),(4 4324.053),(5 4698.3613),(6 4970.8643),(7 5126.941),(8 5246.1396),(9 5345.0024),(10 5465.6772),(11 5592.0815),(12 5690.3647),(13 5744.3716),(14 5854.0166),(15 5958.3716),(16 6001.5923),(17 6122.178),(18 6166.697),(19 6206.7427),(20 6295.536),(21 6347.124),(22 6380.5176),(23 6325.4126),(24 6364.53),(25 6342.4883),(26 6298.303),(27 6248.0522),(28 6311.5313),(29 6360.922),(30 6344.941),(31 6388.7676),(32 6454.463),(33 6514.7725),(34 6526.033),(35 6603.552),(36 6644.393),(37 6689.857),(38 6656.834),(39 6788.2793),(40 6856.2676),(41 6878.424),(42 6891.4966),(43 6920.55),(44 6789.4497),(45 6732.3774),(46 6671.571),(47 6650.5444),(48 6678.7056),(49 6769.0117),(50 6738.117),(51 6758.994),(52 6722.2383),(53 6661.396),(54 6579.4053),(55 6616.5195),(56 6629.615),(57 6617.646),(58 6636.621),(59 6697.4585),(60 6729.6636),(61 6697.7617),(62 6709.1206),(63 6819.5903),(64 6766.6855),(65 6738.35),(66 6762.0767),(67 6708.5435),(68 6744.3647),(69 6793.028),(70 6836.1436),(71 6876.1494),(72 6909.0513),(73 6891.384),(74 6955.2754),(75 7026.5884),(76 7042.5737),(77 7148.3374),(78 7234.692),(79 7294.5713),
(1 1861.2697),(2 3023.403),(3 3702.001),(4 4102.259),(5 4427.8413),(6 4671.0137),(7 4795.327),(8 4958.465),(9 5096.8765),(10 5292.604),(11 5522.214),(12 5671.1104),(13 5754.3237),(14 5809.365),(15 5874.851),(16 5963.1797),(17 6043.033),(18 6087.566),(19 6118.297),(20 6223.868),(21 6232.7524),(22 6260.1187),(23 6242.5415),(24 6229.454),(25 6164.1436),(26 6075.167),(27 6004.3823),(28 5990.2344),(29 6046.6885),(30 6015.841),(31 5990.163),(32 6026.3096),(33 6065.2915),(34 6069.8394),(35 6090.4717),(36 6146.092),(37 6204.6035),(38 6214.613),(39 6220.4736),(40 6330.188),(41 6269.4097),(42 6326.4478),(43 6328.145),(44 6245.6772),(45 6171.571),(46 6215.6357),(47 6189.741),(48 6218.0386),(49 6279.0747),(50 6224.9463),(51 6262.1807),(52 6293.278),(53 6240.786),(54 6197.746),(55 6237.0854),(56 6283.1895),(57 6250.102),(58 6280.648),(59 6267.024),(60 6381.762),(61 6400.8438),(62 6471.039),(63 6575.8247),(64 6519.6997),(65 6502.4814),(66 6561.3237),(67 6554.0654),(68 6632.526),(69 6680.6323),(70 6706.5703),(71 6707.196),(72 6719.8115),(73 6699.5327),(74 6713.861),(75 6761.4966),(76 6756.994),(77 6754.568),(78 6801.5405),(79 6740.7734),
(1 1837.0409),(2 3010.9634),(3 3731.7632),(4 4120.512),(5 4449.3037),(6 4716.247),(7 4863.6772),(8 5046.2695),(9 5195.099),(10 5378.5444),(11 5524.3027),(12 5590.8794),(13 5710.1104),(14 5764.4175),(15 5787.684),(16 5867.929),(17 5936.5664),(18 5945.55),(19 6046.7686),(20 6178.2876),(21 6189.3003),(22 6209.1997),(23 6207.287),(24 6099.0986),(25 6027.292),(26 5984.022),(27 5997.6436),(28 6037.1777),(29 6029.9004),(30 5937.0254),(31 5883.5723),(32 5894.8877),(33 5923.4385),(34 5947.3604),(35 5974.774),(36 5982.122),(37 6006.913),(38 6081.729),(39 6094.953),(40 6109.8833),(41 6057.104),(42 6049.5923),(43 6068.974),(44 6053.9336),(45 6027.098),(46 6072.1206),(47 6040.7695),(48 6027.2886),(49 6033.8896),(50 5944.997),(51 5964.498),(52 5989.108),(53 6019.7827),(54 6036.268),(55 6112.422),(56 6092.4697),(57 6128.923),(58 6151.944),(59 6150.617),(60 6293.679),(61 6322.064),(62 6347.263),(63 6422.1553),(64 6380.363),(65 6402.4014),(66 6456.303),(67 6564.7217),(68 6601.077),(69 6717.2607),(70 6738.1636),(71 6808.8633),(72 6797.8223),(73 6714.1055),(74 6732.5566),(75 6760.086),(76 6679.838),(77 6689.373),(78 6755.869),(79 6704.0923),
(1 1816.2286),(2 3027.286),(3 3716.5068),(4 4070.3733),(5 4405.025),(6 4618.5825),(7 4764.4043),(8 4915.0522),(9 5038.039),(10 5216.195),(11 5400.2485),(12 5463.8555),(13 5533.6904),(14 5591.3774),(15 5617.1274),(16 5625.44),(17 5805.436),(18 5839.5493),(19 5948.9272),(20 6018.6973),(21 5990.8726),(22 6062.3286),(23 6065.086),(24 5943.5605),(25 5903.2295),(26 5953.3433),(27 6033.799),(28 6070.0435),(29 6029.0234),(30 5952.4),(31 5963.3706),(32 5939.2534),(33 5899.8643),(34 5887.473),(35 5945.5493),(36 6037.6753),(37 6118.4824),(38 6162.996),(39 6151.678),(40 6180.891),(41 6145.5356),(42 6289.2056),(43 6373.4478),(44 6376.1206),(45 6403.9653),(46 6437.2563),(47 6347.821),(48 6303.798),(49 6317.268),(50 6311.6353),(51 6336.797),(52 6337.861),(53 6331.8516),(54 6354.0386),(55 6382.935),(56 6343.361),(57 6367.1577),(58 6434.627),(59 6467.02),(60 6517.2217),(61 6540.4546),(62 6575.835),(63 6592.5034),(64 6583.127),(65 6579.9927),(66 6617.5254),(67 6620.0313),(68 6621.913),(69 6704.739),(70 6723.4746),(71 6746.491),(72 6796.3237),(73 6738.2886),(74 6749.3384),(75 6787.261),(76 6792.36),(77 6815.2793),(78 6897.29),(79 6834.864),
(1 1765.8135),(2 2868.581),(3 3451.3123),(4 3785.3313),(5 4096.589),(6 4318.026),(7 4436.062),(8 4543.471),(9 4622.0024),(10 4783.379),(11 4894.4497),(12 4953.3164),(13 5036.773),(14 5154.9175),(15 5221.2417),(16 5218.2954),(17 5302.9004),(18 5336.092),(19 5441.831),(20 5600.377),(21 5602.135),(22 5630.017),(23 5702.577),(24 5651.5786),(25 5668.174),(26 5690.539),(27 5749.399),(28 5684.777),(29 5678.159),(30 5629.5996),(31 5588.4326),(32 5541.636),(33 5471.2363),(34 5427.074),(35 5453.5337),(36 5534.635),(37 5582.912),(38 5552.3857),(39 5628.1147),(40 5640.899),(41 5669.8213),(42 5743.9263),(43 5770.0303),(44 5669.0034),(45 5709.5313),(46 5729.0713),(47 5701.619),(48 5680.148),(49 5797.573),(50 5748.4565),(51 5816.4717),(52 5831.9585),(53 5801.5874),(54 5888.304),(55 5996.387),(56 6003.186),(57 6065.929),(58 6146.507),(59 6170.467),(60 6213.321),(61 6180.8545),(62 6198.0425),(63 6222.391),(64 6249.8286),(65 6250.3154),(66 6226.4653),(67 6208.127),(68 6205.6953),(69 6262.242),(70 6231.233),(71 6246.9463),(72 6263.3037),(73 6203.6177),(74 6202.74),(75 6315.1377),(76 6293.702),(77 6282.2813),(78 6337.0815),(79 6319.1914),
(1 1732.6392),(2 2815.7603),(3 3385.9788),(4 3753.4429),(5 4057.4775),(6 4249.61),(7 4385.688),(8 4508.5435),(9 4631.0806),(10 4852.2095),(11 4970.5625),(12 4985.9536),(13 5014.885),(14 5104.3677),(15 5132.742),(16 5247.2617),(17 5437.5986),(18 5473.1064),(19 5555.3525),(20 5694.58),(21 5803.101),(22 5758.7837),(23 5776.2036),(24 5739.2324),(25 5721.2773),(26 5774.009),(27 5813.075),(28 5788.8735),(29 5763.0522),(30 5713.3047),(31 5707.8364),(32 5795.9224),(33 5814.356),(34 5824.244),(35 5834.3213),(36 5812.495),(37 5858.783),(38 5892.856),(39 5955.905),(40 5943.143),(41 5922.3613),(42 5923.2646),(43 5935.171),(44 5890.12),(45 5882.9033),(46 5926.494),(47 5827.6753),(48 5840.9346),(49 5871.49),(50 5879.4023),(51 5958.5366),(52 6014.129),(53 5967.4214),(54 6003.597),(55 6024.756),(56 6009.3677),(57 6040.553),(58 6038.67),(59 6098.6123),(60 6168.243),(61 6164.6924),(62 6185.2817),(63 6289.8457),(64 6272.422),(65 6259.885),(66 6278.807),(67 6204.001),(68 6156.8457),(69 6173.571),(70 6158.6216),(71 6186.3105),(72 6255.3696),(73 6157.107),(74 6092.6987),(75 6167.444),(76 6144.04),(77 6134.7944),(78 6218.4487),(79 6202.9116),
(1 1725.0127),(2 2815.7373),(3 3355.9683),(4 3696.587),(5 4005.084),(6 4204.885),(7 4380.374),(8 4440.531),(9 4572.0913),(10 4758.4355),(11 4944.2744),(12 4991.5815),(13 5015.501),(14 5077.476),(15 5096.9185),(16 5106.145),(17 5232.974),(18 5315.5015),(19 5363.045),(20 5441.7256),(21 5481.639),(22 5427.6855),(23 5472.7617),(24 5437.8306),(25 5425.495),(26 5435.6353),(27 5455.426),(28 5506.918),(29 5575.653),(30 5590.6846),(31 5572.747),(32 5601.0664),(33 5590.1),(34 5570.2993),(35 5643.3774),(36 5637.5615),(37 5683.521),(38 5699.465),(39 5795.3213),(40 5854.194),(41 5766.675),(42 5711.4727),(43 5749.221),(44 5702.9634),(45 5725.0283),(46 5745.6753),(47 5714.0967),(48 5726.7637),(49 5747.551),(50 5695.1777),(51 5776.5317),(52 5853.0625),(53 5861.393),(54 5916.634),(55 5953.3535),(56 5961.18),(57 5959.316),(58 6023.723),(59 6020.9805),(60 6068.549),(61 6067.134),(62 6070.331),(63 6140.8413),(64 6121.3433),(65 6124.8906),(66 6141.4663),(67 6052.462),(68 6029.203),(69 6055.547),(70 6050.292),(71 6073.3286),(72 6174.426),(73 6137.94),(74 6129.398),(75 6189.138),(76 6153.6333),(77 6151.5464),(78 6231.1284),(79 6181.7515),
(1 1679.1671),(2 2717.4993),(3 3268.8306),(4 3629.265),(5 3923.9873),(6 4197.679),(7 4353.0254),(8 4477.9585),(9 4573.6445),(10 4757.212),(11 4882.33),(12 4907.668),(13 4912.844),(14 4976.877),(15 4990.179),(16 4988.584),(17 5111.424),(18 5156.0176),(19 5189.9883),(20 5271.424),(21 5306.115),(22 5290.3574),(23 5357.455),(24 5389.7456),(25 5390.6274),(26 5479.672),(27 5498.8086),(28 5507.873),(29 5515.2866),(30 5539.221),(31 5517.29),(32 5519.338),(33 5471.5386),(34 5486.1533),(35 5561.4033),(36 5595.0137),(37 5638.708),(38 5629.2383),(39 5674.543),(40 5766.11),(41 5706.8984),(42 5690.4746),(43 5703.2354),(44 5702.0723),(45 5712.2407),(46 5743.148),(47 5743.971),(48 5744.237),(49 5741.058),(50 5631.8774),(51 5641.708),(52 5664.346),(53 5673.509),(54 5673.0957),(55 5722.6826),(56 5757.955),(57 5802.5435),(58 5889.1924),(59 5963.8325),(60 6017.959),(61 5975.7944),(62 5928.8457),(63 5919.377),(64 5815.3306),(65 5788.472),(66 5787.81),(67 5711.7886),(68 5688.6973),(69 5745.79),(70 5795.872),(71 5834.6025),(72 5931.1724),(73 5919.1616),(74 5896.497),(75 5879.144),(76 5838.884),(77 5845.112),(78 5877.1323),(79 5833.1675),
