1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58842.574),(2 31528.922),(3 121242.664),(4 121859.53),(5 234717.33),(6 256879.36),(7 389852.88),(8 430593.72),(9 578805.3),(10 640119.6),(11 802896.7),(12 886735),(13 1068592.6),(14 1163564),(15 1339602.6),(16 1443457.5),(17 1652771.5),(18 1791450),(19 2013953.4),(20 2173581.8),(21 2429050.3),(22 2620841),(23 2881386.8),(24 3079138),(25 3361009),(26 3568547.3),(27 3884757),(28 4109508.8),(29 4424334.5),(30 4652320.5),(31 4953109.5),(32 5155605.5),(33 5455822),(34 5614805.5),(35 5831276.5),(36 5986150.5),(37 6217344),(38 6374432),(39 6577030.5),(40 6716812),(41 6918662.5),(42 7049838.5),(43 7212275.5),(44 7314622.5),(45 7440064.5),(46 7512197.5),(47 7616222.5),(48 7637705.5),(49 7712081.5),(50 7717224),(51 7768900),(52 7772518.5),(53 7829118),(54 7815086.5),(55 7873977.5),(56 7888916.5),(57 7971606.5),(58 7976929.5),(59 8047630.5),(60 8062290.5),(61 8134794.5),(62 8148311.5),(63 8249525.5),(64 8287009.5),(65 8409230),(66 8473760),(67 8596263),(68 8680116),(69 8829936),(70 8959995),(71 9165261),(72 9334968),(73 9524505),(74 9665278),(75 9878207),(76 9989256),(77 10145623),(78 10220636),(79 10346212),
(1 4380.511),(2 6695.394),(3 9538.961),(4 9539.187),(5 11441.844),(6 11403.247),(7 12212.777),(8 12070.046),(9 13213.721),(10 12726.23),(11 13627.413),(12 13307.25),(13 14417.971),(14 13311.584),(15 14022.678),(16 13573.067),(17 14720.269),(18 14141.516),(19 15370.216),(20 15139.556),(21 16832.857),(22 16653.441),(23 17934.57),(24 17567.576),(25 19227.72),(26 19092.574),(27 20720.893),(28 20665.676),(29 22365.742),(30 22287.918),(31 23941.215),(32 24174.18),(33 26126.379),(34 26599.248),(35 28926.408),(36 29637.521),(37 32195.688),(38 33157.44),(39 35804.676),(40 36474.3),(41 38664.45),(42 39105.664),(43 40850.816),(44 41231.95),(45 42945.555),(46 42962.633),(47 44615.64),(48 44658.07),(49 46488.56),(50 46424.08),(51 48022.94),(52 47988.684),(53 49100.79),(54 48625.273),(55 49911.383),(56 49446.426),(57 50541.547),(58 49409.848),(59 49863.777),(60 48829.594),(61 49066.586),(62 47951.42),(63 48279.65),(64 46853.19),(65 47312.707),(66 46884.094),(67 48103.38),(68 48050.8),(69 49493.8),(70 48978.344),(71 49857.61),(72 49522.64),(73 50718.465),(74 50099.164),(75 51140.996),(76 50309.24),(77 51172.08),(78 50969.133),(79 52270.92),
(1 4105.677),(2 6503.447),(3 9321.345),(4 9382.357),(5 11256.791),(6 11221.894),(7 11769.048),(8 11546.767),(9 12435.791),(10 11915.3),(11 12816.197),(12 12250.561),(13 13283.526),(14 12364.345),(15 13001.111),(16 12638.665),(17 13803.832),(18 13372.446),(19 14396.016),(20 14165.941),(21 15820.191),(22 15779.727),(23 17247.182),(24 17159.027),(25 19007.578),(26 19016.533),(27 20955.775),(28 21065.148),(29 22797.082),(30 22711.39),(31 24593.482),(32 25090.264),(33 27294.135),(34 28248.174),(35 30605.44),(36 31390.39),(37 34050.62),(38 35428.203),(39 38508.84),(40 39914.69),(41 42467.98),(42 43152.645),(43 45246.918),(44 45869.816),(45 47843.64),(46 48063.77),(47 49854.21),(48 49899.875),(49 51800.566),(50 51996.84),(51 53413.47),(52 53462.418),(53 54957.934),(54 54617.965),(55 55784.55),(56 55275.977),(57 56153.938),(58 55011.348),(59 55317.75),(60 54077.332),(61 54004.594),(62 52346.156),(63 52593.953),(64 51390.55),(65 51784.08),(66 51399.3),(67 52598.1),(68 52471.477),(69 53795.18),(70 53268.71),(71 54608.574),(72 54383.863),(73 55777.414),(74 55483.72),(75 56677.707),(76 56248.08),(77 57575.938),(78 57461.336),(79 58819.566),
(1 3988.5562),(2 6207.733),(3 8945.292),(4 8878.671),(5 10711.578),(6 10558.541),(7 11535.964),(8 11298.255),(9 12094.766),(10 11432.816),(11 12288.491),(12 11708.686),(13 12707.425),(14 11769.756),(15 12745.986),(16 12432.444),(17 13559.347),(18 13192.598),(19 14328.942),(20 14360.121),(21 16063.376),(22 16224.736),(23 17702.395),(24 17424.525),(25 18982.834),(26 18940.11),(27 20887.963),(28 21176.021),(29 23287.363),(30 23533.785),(31 25711.021),(32 26130.314),(33 28492.293),(34 29277.115),(35 31743.398),(36 32572.314),(37 35531.96),(38 36718.39),(39 39760.547),(40 40877.063),(41 43420.65),(42 43993.7),(43 45799.45),(44 46213.605),(45 48064.223),(46 48066.223),(47 49633.004),(48 49194.734),(49 50904.695),(50 50653.566),(51 52069.367),(52 51881.39),(53 53177.53),(54 52599.3),(55 53535.15),(56 52698.395),(57 53465.508),(58 52237.547),(59 52562.527),(60 51177.47),(61 51438.105),(62 49964.477),(63 50164.977),(64 48819.51),(65 49460.29),(66 49343.688),(67 50992.32),(68 50987.637),(69 52963.273),(70 52658.293),(71 53801.96),(72 53444.598),(73 55084.895),(74 54817.75),(75 56158.59),(76 55912.895),(77 57439.8),(78 57256.688),(79 58952.465),
(1 3851.7314),(2 6170.505),(3 8847.536),(4 8890.073),(5 10786.738),(6 10581.62),(7 11410.824),(8 11129.63),(9 12080.239),(10 11547.868),(11 12570.148),(12 11887.044),(13 12966.441),(14 12190.155),(15 13192.57),(16 12856.131),(17 13993.172),(18 13499.315),(19 14443.087),(20 14172.545),(21 15818.665),(22 15979.359),(23 17433.094),(24 17328.123),(25 18871.682),(26 18701.787),(27 20282.256),(28 20247.092),(29 22043.262),(30 22284.617),(31 24156.99),(32 24588.51),(33 27055.998),(34 27877.854),(35 30270.977),(36 31023.209),(37 33657.574),(38 34787.543),(39 37729.027),(40 38986.855),(41 41561.594),(42 42099.215),(43 43784.953),(44 44145.777),(45 46047.582),(46 46020.477),(47 47725.574),(48 47600.273),(49 49431.688),(50 49259.3),(51 50695.98),(52 50592.926),(53 52068.4),(54 51523.277),(55 52356.137),(56 51454.605),(57 52026.543),(58 50796.563),(59 51118.027),(60 49751.82),(61 49758.984),(62 48252.105),(63 48521.047),(64 47412.98),(65 48055.742),(66 47806.44),(67 49511.4),(68 49409.574),(69 51018.387),(70 50741.566),(71 52248.445),(72 52132.32),(73 53708.207),(74 53662.895),(75 55216.098),(76 54891.535),(77 56625.105),(78 56613.535),(79 58140.98),
(1 3731.6584),(2 6004.3594),(3 8469.759),(4 8674.001),(5 10264.796),(6 9830.661),(7 10677.93),(8 10406.165),(9 11646.685),(10 11151.981),(11 12137.617),(12 11570.095),(13 12618.326),(14 11952.396),(15 12674.65),(16 12120.026),(17 13083.002),(18 12431.444),(19 13397.716),(20 13256.646),(21 14723.513),(22 14585.557),(23 16022.273),(24 15781.564),(25 17177.295),(26 17040.11),(27 18731.195),(28 18952.17),(29 20859.793),(30 20868.273),(31 22666.486),(32 23184.418),(33 25433.33),(34 26099.219),(35 28469.943),(36 29290.29),(37 31879.664),(38 33072.004),(39 35819.62),(40 36903.96),(41 39352.69),(42 40028.57),(43 41743.098),(44 42153.77),(45 44113.613),(46 44446.395),(47 46101.992),(48 45995.996),(49 47800.727),(50 47703.53),(51 49048.063),(52 48929.902),(53 50071.8),(54 49549.527),(55 50369.184),(56 49929.26),(57 50669.84),(58 49638.42),(59 49957.484),(60 48750.113),(61 48920.742),(62 47705.063),(63 47865.535),(64 46913.605),(65 47402.617),(66 47239.07),(67 48477.4),(68 48261.934),(69 49563.465),(70 49158),(71 50126.645),(72 50076.805),(73 51602.824),(74 51634.934),(75 53026.96),(76 53056.707),(77 54372.72),(78 54471.617),(79 56076.82),
(1 3709.2466),(2 5675.331),(3 8195.922),(4 8253.904),(5 9866.384),(6 9419.677),(7 10274.165),(8 9910.8955),(9 11124.9795),(10 10731.858),(11 11827.09),(12 11175.608),(13 12288.19),(14 11382.753),(15 12274.043),(16 11816.104),(17 12929.609),(18 12611.461),(19 13577.5625),(20 13450.935),(21 15094.147),(22 15236.192),(23 16946.969),(24 16757.625),(25 18213.662),(26 18161.348),(27 19789.582),(28 19761.967),(29 21508.406),(30 21598.072),(31 23300.885),(32 23599.756),(33 25762.37),(34 26152.055),(35 28127.45),(36 28759.896),(37 31323.084),(38 32391.877),(39 35374.035),(40 36139.906),(41 38248.715),(42 38454.664),(43 39919.023),(44 40214.02),(45 42032.156),(46 42228.984),(47 43909.89),(48 43444.258),(49 44908.93),(50 44810.848),(51 45972.094),(52 45608.93),(53 46878.805),(54 46277.945),(55 47151.92),(56 46652.66),(57 47786.75),(58 46706.168),(59 46993.73),(60 45577.586),(61 45605.977),(62 44376.363),(63 44723.836),(64 43596.277),(65 44158.85),(66 43813.27),(67 45190.65),(68 44878.676),(69 46330.23),(70 46040.08),(71 47237.258),(72 47158.06),(73 48796.656),(74 48697.9),(75 50195.805),(76 49951.797),(77 51374.75),(78 51260.363),(79 52795.563),
(1 3546.0261),(2 5678.43),(3 8093.616),(4 8180.004),(5 9695.583),(6 9287.829),(7 9909.312),(8 9568.016),(9 10759.21),(10 10572.461),(11 11458.815),(12 10932.929),(13 11682.942),(14 10992.528),(15 11683.713),(16 11238.511),(17 12232.026),(18 11854.0625),(19 12674.795),(20 12597.356),(21 13953.102),(22 14035.646),(23 15371.251),(24 15255.348),(25 16517.906),(26 16474.63),(27 17953.576),(28 17843.486),(29 19258.127),(30 19129.637),(31 20574.658),(32 20781.602),(33 22696.873),(34 23361.24),(35 25436.014),(36 26022.867),(37 28380.266),(38 29288.514),(39 31732.828),(40 32507.15),(41 34329.484),(42 34741.16),(43 36093.11),(44 36307.07),(45 37968.527),(46 38036.965),(47 39415.95),(48 39151.934),(49 40546.496),(50 40303.05),(51 41384.94),(52 41133.066),(53 42301.715),(54 41862.887),(55 42610.98),(56 41951.54),(57 42497.406),(58 41499.53),(59 41841.39),(60 40937.195),(61 41035.21),(62 39896.31),(63 40210.387),(64 38995.05),(65 39257.17),(66 39029.953),(67 40231.02),(68 40062.813),(69 41172.387),(70 40766.605),(71 41716.074),(72 41310.332),(73 42387.918),(74 42246.176),(75 43607.06),(76 43492.97),(77 44819.676),(78 44656.49),(79 45721.66),
(1 3476.474),(2 5406.13),(3 7761.0054),(4 7760.279),(5 9326.684),(6 8928.435),(7 9679.761),(8 9166.134),(9 10280.284),(10 9838.377),(11 10613.546),(12 10063.01),(13 11002.517),(14 10152.62),(15 10987.24),(16 10350.644),(17 11310.143),(18 11010.541),(19 12089.461),(20 11888.998),(21 13271.955),(22 13426.814),(23 14746.801),(24 14739.499),(25 16128.549),(26 16025.802),(27 17578.719),(28 17570.6),(29 19148.053),(30 19377.357),(31 20886.693),(32 21155.963),(33 22931.033),(34 23437.498),(35 25355.428),(36 25791.895),(37 27835.092),(38 28901.895),(39 31148.547),(40 31713.68),(41 33224.55),(42 33627.008),(43 35027.676),(44 35385.66),(45 36884.484),(46 37028.48),(47 38108.23),(48 37654.04),(49 38924.574),(50 38612.84),(51 39539.32),(52 39315.348),(53 40163.555),(54 39503.145),(55 40196.758),(56 39585.754),(57 40178.496),(58 39076.605),(59 39410.2),(60 38393.563),(61 38482.64),(62 37431.504),(63 37529.95),(64 36513.594),(65 36772),(66 36387.824),(67 37540.39),(68 37494.176),(69 38931.33),(70 38788.883),(71 39930.273),(72 39845.13),(73 41238.016),(74 41069.938),(75 42418.36),(76 42392.7),(77 43721.184),(78 43602.508),(79 44888.32),
(1 3416.715),(2 5185.6855),(3 7460.504),(4 7384.4155),(5 8932.402),(6 8537.032),(7 9606.618),(8 9111.308),(9 10298.15),(10 9746.794),(11 10786.525),(12 10099.444),(13 10968.179),(14 10072.384),(15 10940.024),(16 10392.11),(17 11475.228),(18 10937.297),(19 11913.702),(20 11696.296),(21 13210.751),(22 13301.136),(23 14725.008),(24 14530.711),(25 15983.657),(26 15926.75),(27 17538.94),(28 17582.768),(29 19078.115),(30 18902.98),(31 20652.035),(32 20990.422),(33 23132.53),(34 23776.695),(35 25961.098),(36 26592.047),(37 28857.725),(38 29848.936),(39 32614.328),(40 33570.87),(41 35697.316),(42 35916.73),(43 37402.49),(44 37626.33),(45 39158.44),(46 38889.64),(47 40195.992),(48 39692.195),(49 41050.71),(50 40865.16),(51 42088.957),(52 41876.97),(53 42947.95),(54 42180.785),(55 42758.58),(56 41824.7),(57 42239.28),(58 41018.76),(59 41156.336),(60 39774.434),(61 39785.35),(62 38378.137),(63 38372.836),(64 37059.07),(65 37465.355),(66 37035.94),(67 38321.805),(68 38197.387),(69 39710.27),(70 39436.926),(71 40610.03),(72 40412.65),(73 41775.324),(74 41739.547),(75 43280.383),(76 43223.39),(77 44902.195),(78 44894.797),(79 46399.887),
(1 3172.2808),(2 4950.109),(3 7058.075),(4 7277.68),(5 8537.184),(6 8107.8574),(7 8961.115),(8 8551.281),(9 9513.154),(10 9126.074),(11 10023.95),(12 9500.2295),(13 10357.856),(14 9642.168),(15 10558.005),(16 9993.758),(17 10893.173),(18 10569.198),(19 11522.9375),(20 11392.229),(21 12638.599),(22 12792.298),(23 14072.741),(24 13880.185),(25 15050.636),(26 15048.766),(27 16451.16),(28 16398.037),(29 17961.818),(30 18071.39),(31 19720.547),(32 20113.137),(33 22094.201),(34 22712.785),(35 24683.238),(36 25301.479),(37 27590.57),(38 28551.27),(39 30826.875),(40 31354.203),(41 32946.043),(42 33176.227),(43 34526.418),(44 34729.83),(45 36101.64),(46 35951.977),(47 37210.406),(48 36741.89),(49 37848.355),(50 37527.777),(51 38309.055),(52 37757.24),(53 38484.07),(54 37647.19),(55 37997.465),(56 37177.98),(57 37496.965),(58 36177.082),(59 36051.414),(60 34823.465),(61 34884.85),(62 33485.477),(63 33517.68),(64 32538.713),(65 32731.656),(66 32567.398),(67 33854.207),(68 33827.23),(69 35113.387),(70 34932.875),(71 36125.902),(72 36181.645),(73 37479.12),(74 37803.484),(75 39371.285),(76 39715.336),(77 41064.676),(78 41160.617),(79 42685.637),
(1 3252.4966),(2 4941.097),(3 7081.622),(4 7048.6343),(5 8366.581),(6 7807.959),(7 8628.349),(8 8274.194),(9 9365.075),(10 8814.783),(11 9700.046),(12 9000.579),(13 9910.058),(14 9316.069),(15 10223.969),(16 9682.072),(17 10675.3),(18 10257.311),(19 11154.296),(20 11128.936),(21 12471.205),(22 12352.936),(23 13653.65),(24 13609.061),(25 14932.958),(26 14934.858),(27 16428.121),(28 16441.445),(29 18012.549),(30 18127.754),(31 19847.088),(32 20166.95),(33 22243.885),(34 22863.592),(35 25045.6),(36 25570.69),(37 27676.053),(38 28596.797),(39 31073.158),(40 31863.592),(41 33608.906),(42 33732.656),(43 34922.82),(44 34808.887),(45 36075.98),(46 35870.61),(47 37065.008),(48 36691.63),(49 37918.008),(50 37289.695),(51 37985.113),(52 37477.348),(53 38373.3),(54 37695.555),(55 38167.652),(56 37195.543),(57 37338.824),(58 35869.89),(59 35594.266),(60 34124.19),(61 34064.566),(62 32836.938),(63 32977.516),(64 31934.26),(65 32254.977),(66 32070.861),(67 33449.695),(68 33249.91),(69 34645.57),(70 34635.44),(71 35830.047),(72 35806.434),(73 37321.57),(74 37241.42),(75 38662.82),(76 38626.83),(77 39947.145),(78 40031.05),(79 41793.445),
(1 3137.074),(2 4808.8135),(3 7083.5845),(4 7183.581),(5 8476.481),(6 7912.0034),(7 8755.228),(8 8203.6045),(9 9197.208),(10 8642.776),(11 9426.255),(12 8897.582),(13 9815.543),(14 9210.895),(15 10165.781),(16 9622.143),(17 10500.84),(18 10011.762),(19 10942.811),(20 10830.455),(21 12097.897),(22 11959.585),(23 13323.715),(24 13252.221),(25 14647.042),(26 14610.621),(27 16077.921),(28 15858.917),(29 17370.41),(30 17235.9),(31 18648.305),(32 18764.412),(33 20656.86),(34 21367.762),(35 23050.08),(36 23293.727),(37 25402.256),(38 26073.639),(39 28156.973),(40 28442.027),(41 30052.174),(42 30199.438),(43 31437.666),(44 31383.828),(45 32711.816),(46 32456.475),(47 33687.6),(48 33294.33),(49 34442.746),(50 33952.31),(51 34788.883),(52 34438.652),(53 35424.766),(54 34653.82),(55 35093.734),(56 34081.9),(57 34393.95),(58 32997.95),(59 33101.117),(60 31784.867),(61 31949.531),(62 30792.996),(63 30804.879),(64 29704.854),(65 30219.432),(66 29964.393),(67 31351.504),(68 31197.658),(69 32491.023),(70 32309.908),(71 33488.41),(72 33176.59),(73 34535.55),(74 34547.95),(75 35978.09),(76 35801.75),(77 36984.273),(78 36769.43),(79 38356.81),
(1 3077.4248),(2 4687.4404),(3 6852.4175),(4 6927.055),(5 8202.601),(6 7633.9673),(7 8576.494),(8 8051.0615),(9 8993.453),(10 8309.239),(11 9269.834),(12 8659.235),(13 9670.101),(14 9100.188),(15 9988.942),(16 9379.088),(17 10276.501),(18 9732.666),(19 10800.505),(20 10604.95),(21 12058.224),(22 11948.328),(23 13161.912),(24 12905.879),(25 14161.901),(26 14125.84),(27 15537.37),(28 15268.796),(29 16644.635),(30 16634.877),(31 18196.367),(32 18412.266),(33 20248.76),(34 20706.979),(35 22397.55),(36 22684.771),(37 24693.658),(38 25340.08),(39 27643.703),(40 28106.117),(41 29811.232),(42 29965.22),(43 31242.521),(44 31282.502),(45 32605.182),(46 32127.12),(47 33243.637),(48 32723.604),(49 33693.637),(50 32922.44),(51 33659.55),(52 33130.477),(53 33935.137),(54 33065.48),(55 33496.11),(56 32431.332),(57 32688.412),(58 31411.207),(59 31582.139),(60 30314.521),(61 30381.35),(62 29136.594),(63 29444.734),(64 28336.549),(65 28757.943),(66 28412.014),(67 29792.434),(68 29553.516),(69 30898.732),(70 30842.977),(71 32089.885),(72 32108.389),(73 33655.44),(74 33639.684),(75 35262.332),(76 35300.176),(77 36787.57),(78 36647.43),(79 38226.39),
(1 3066.9065),(2 4601.9277),(3 6709.896),(4 6713.206),(5 8048.1504),(6 7519.7446),(7 8569.011),(8 8028.2817),(9 9002.564),(10 8367.106),(11 9237.773),(12 8697.227),(13 9719.119),(14 9105.005),(15 10013.335),(16 9350.527),(17 10318.314),(18 9874.804),(19 10908.465),(20 10727.926),(21 12171.95),(22 12061.765),(23 13303.804),(24 13064.751),(25 14400.38),(26 14388.746),(27 15914.023),(28 15878.052),(29 17384.936),(30 17228.863),(31 18770.105),(32 19137.365),(33 21018.611),(34 21320.74),(35 22919.016),(36 23087.78),(37 25238.521),(38 25675.107),(39 27722.742),(40 27897.254),(41 29373.213),(42 29093.674),(43 30228.205),(44 29934.809),(45 31136.775),(46 30695.248),(47 31715.908),(48 30993.055),(49 31859.713),(50 31069.596),(51 31820.414),(52 31245.29),(53 32021.127),(54 31086.848),(55 31398.05),(56 30357.836),(57 30706.75),(58 29325.014),(59 29470.291),(60 28237.3),(61 28226.404),(62 26991.088),(63 27364.424),(64 26343.201),(65 26852.55),(66 26457.287),(67 27759.951),(68 27605.572),(69 28876.773),(70 28666.584),(71 30249.092),(72 30381.361),(73 31753.43),(74 31789.723),(75 33229.58),(76 33281.055),(77 34680.81),(78 34859.188),(79 36500.47),
(1 3014.3857),(2 4602.2607),(3 6586.0483),(4 6642.099),(5 7817.153),(6 7273.403),(7 8181.045),(8 7711.454),(9 8670.152),(10 8156.8296),(11 8951.1),(12 8323.684),(13 9153.157),(14 8433.339),(15 9222.684),(16 8734.752),(17 9644.324),(18 9207.387),(19 10165.351),(20 9987.312),(21 11292.563),(22 11192.589),(23 12441.393),(24 12218.399),(25 13401.925),(26 13210.148),(27 14475.1),(28 14460.192),(29 16013.899),(30 16044.582),(31 17525.813),(32 17657.166),(33 19314.113),(34 19667.957),(35 21272.984),(36 21628.947),(37 23561.006),(38 24115.78),(39 26222.725),(40 26673.814),(41 28133.924),(42 28095.256),(43 29263.883),(44 29137.5),(45 30265.28),(46 29843.293),(47 30793.107),(48 30461.71),(49 31644.72),(50 31307.6),(51 32174.81),(52 31671.975),(53 32459.615),(54 31911.182),(55 32592.508),(56 31799.572),(57 32242.777),(58 31209.531),(59 31408.541),(60 30273.746),(61 30294.303),(62 29126.762),(63 29454.559),(64 28492.432),(65 28851.623),(66 28580.625),(67 29975.604),(68 29919.537),(69 30998.434),(70 30858.395),(71 31957.22),(72 31846.336),(73 33100.492),(74 32959.28),(75 34277.71),(76 34113.305),(77 35443.563),(78 35425.57),(79 36796.58),
(1 3035.676),(2 4555.1567),(3 6524.741),(4 6551.781),(5 7754.9097),(6 7177.6816),(7 8120.5293),(8 7658.089),(9 8675.923),(10 8016.7886),(11 8742.56),(12 8093.475),(13 8982.455),(14 8310.278),(15 9070.177),(16 8413.134),(17 9251.435),(18 8798.589),(19 9888.21),(20 9707.458),(21 10912.346),(22 10682.331),(23 11814.151),(24 11416.264),(25 12690.062),(26 12640.629),(27 13955.755),(28 13947.833),(29 15374.157),(30 15376.628),(31 16694.318),(32 16826.887),(33 18587.563),(34 18918.232),(35 20679.434),(36 21021.275),(37 22954.152),(38 23284.135),(39 25320.037),(40 25760.068),(41 27237.713),(42 27293.906),(43 28490.727),(44 28474.781),(45 29790.848),(46 29510.492),(47 30578.266),(48 30118.84),(49 31450.045),(50 30944.639),(51 31805.67),(52 31294.557),(53 32102.92),(54 31300.914),(55 31884.469),(56 30924.018),(57 31455.475),(58 30381.387),(59 30746.266),(60 29658.434),(61 29881.213),(62 28770.932),(63 29142.459),(64 28148.86),(65 28561.447),(66 28276.334),(67 29726.035),(68 29575.902),(69 30678.229),(70 30393.803),(71 31668.139),(72 31673.781),(73 33093.816),(74 33075.504),(75 34327.082),(76 34126.137),(77 35324.445),(78 35294.47),(79 36485.25),
(1 2980.2344),(2 4441.0215),(3 6341.0474),(4 6294.742),(5 7508.0684),(6 6903.207),(7 7850.6763),(8 7356.616),(9 8361.86),(10 7862.233),(11 8709.803),(12 8043.799),(13 8812.274),(14 8159.08),(15 8864.917),(16 8334.469),(17 9267.043),(18 8794.019),(19 9701.239),(20 9641.261),(21 10987.6875),(22 10810.849),(23 11881.666),(24 11550.753),(25 12745.726),(26 12727.683),(27 14058.563),(28 13914.837),(29 15356.682),(30 15365.474),(31 16716.898),(32 16934.787),(33 18741.902),(34 19170.994),(35 20708.314),(36 20974.363),(37 22842.16),(38 23206.332),(39 25108.916),(40 25273.912),(41 26620.963),(42 26676.555),(43 27778.031),(44 27675.71),(45 28851.066),(46 28554.848),(47 29628.846),(48 29162.736),(49 30336.531),(50 29970.506),(51 30855.924),(52 30330.564),(53 31002.96),(54 30229.041),(55 30651.875),(56 29696.723),(57 30245.219),(58 29047.502),(59 29313.582),(60 28039.166),(61 28272.549),(62 27032.023),(63 27358.877),(64 26264.12),(65 26742.76),(66 26457.357),(67 27764.764),(68 27414.775),(69 28686.287),(70 28400.803),(71 29647.04),(72 29615.744),(73 31090.072),(74 31118.39),(75 32617.186),(76 32568.482),(77 33838.813),(78 33707.96),(79 35150.246),
