1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13947.489),(2 29795.47),(3 56500.49),(4 85563.414),(5 124971.18),(6 158149.58),(7 195722.95),(8 239057.11),(9 277029.97),(10 303581.72),(11 345245.53),(12 372172.6),(13 416610.66),(14 445290.03),(15 486158.66),(16 512550),(17 560861.44),(18 593365.2),(19 631663.3),(20 665264.8),(21 706173.2),(22 737003.8),(23 792471.25),(24 849409.75),(25 904051.25),(26 950333.3),(27 995733.75),(28 1022706.2),(29 1049843.4),(30 1084715.6),(31 1118897.9),(32 1148039.9),(33 1203965.1),(34 1232447),(35 1279553.3),(36 1311706.9),(37 1364595.1),(38 1376821.4),(39 1437595),(40 1483377.5),(41 1536919),(42 1602295.4),(43 1670807.4),(44 1721063.1),(45 1781094),(46 1824687.1),(47 1886759),(48 1954937.9),(49 2022458.9),(50 2058312.6),(51 2100084.8),(52 2129910.5),(53 2213605.3),(54 2236388.5),(55 2276775),(56 2336384),(57 2370076.8),(58 2459088.8),(59 2500764.3),(60 2571412.3),(61 2600913),(62 2676838),(63 2726018.8),(64 2797063),(65 2830754),(66 2897119.8),(67 3001246),(68 3050907.3),(69 3110470.3),(70 3171600),(71 3231120),(72 3311400),(73 3405833.3),(74 3497304),(75 3621352.8),(76 3749834.8),(77 3893242.3),(78 4345922.5),(79 4541686),
(1 18840.934),(2 65031.56),(3 139724.27),(4 230592.33),(5 339074.66),(6 459100.66),(7 593307.5),(8 735027.6),(9 876416.7),(10 1025801.75),(11 1175319.4),(12 1314224.4),(13 1456287),(14 1594925.9),(15 1734209.9),(16 1868871),(17 1995147),(18 2109169),(19 2210103.3),(20 2296493),(21 2370563.8),(22 2429925.8),(23 2491655.5),(24 2533844.5),(25 2575030.5),(26 2622601),(27 2665162.5),(28 2703811.8),(29 2750388.3),(30 2794376.8),(31 2835135.3),(32 2875729.8),(33 2918790.3),(34 2952995.5),(35 2991862.3),(36 3032709.5),(37 3072796.5),(38 3108795.3),(39 3145281.5),(40 3172623.3),(41 3205568.3),(42 3237994.8),(43 3275606.3),(44 3318126),(45 3367682),(46 3419149.3),(47 3467517.3),(48 3510999),(49 3559624),(50 3602086.3),(51 3631313.5),(52 3670127.8),(53 3698318),(54 3725587.8),(55 3753428.3),(56 3776341.5),(57 3783026.8),(58 3774730),(59 3754992.8),(60 3726078),(61 3685816),(62 3641694.3),(63 3595443.5),(64 3539808),(65 3485896),(66 3421511),(67 3349897),(68 3275630),(69 3209076.3),(70 3143586.5),(71 3085084.3),(72 3036078),(73 2991621.5),(74 2961472),(75 2938184.8),(76 2929234.8),(77 2938219.8),(78 2970928.8),(79 3018784.3),
(1 17568.607),(2 61345.26),(3 136525.16),(4 227521.06),(5 339262.13),(6 465123.13),(7 607389.3),(8 755282.3),(9 906853.56),(10 1063248.6),(11 1219240.3),(12 1372803.9),(13 1529371.6),(14 1684974),(15 1838846.9),(16 1982319.9),(17 2110297),(18 2225206.8),(19 2326420),(20 2417700.5),(21 2503737.3),(22 2568295.8),(23 2631472.8),(24 2685472),(25 2731638.3),(26 2776962.8),(27 2821694.8),(28 2842381.3),(29 2865064.8),(30 2884884),(31 2887808.8),(32 2895199.3),(33 2894231.3),(34 2878692.8),(35 2857494),(36 2824081.8),(37 2792247.3),(38 2768147.3),(39 2750085),(40 2723121.8),(41 2695404.5),(42 2673053.5),(43 2656987.3),(44 2648140),(45 2644353.5),(46 2647773.5),(47 2654474.5),(48 2655727.3),(49 2660311.3),(50 2659655.8),(51 2660405.3),(52 2663618.3),(53 2661966.8),(54 2663227.3),(55 2666823.8),(56 2674864),(57 2682826.8),(58 2694308),(59 2703675.5),(60 2712756.3),(61 2714714.5),(62 2718143.8),(63 2714846.3),(64 2709599.8),(65 2709938.8),(66 2703054),(67 2692965),(68 2669229),(69 2642066.3),(70 2609057.3),(71 2587008.8),(72 2569791.8),(73 2554427.3),(74 2547249.8),(75 2543602.3),(76 2552092.3),(77 2565423.8),(78 2592393.3),(79 2623934.3),
(1 21468.074),(2 74732.38),(3 162937.1),(4 272517.16),(5 406433.75),(6 553509.25),(7 716851.06),(8 884469.94),(9 1054621.8),(10 1220823.5),(11 1378366.9),(12 1522500.8),(13 1651243.3),(14 1774058.9),(15 1886689.9),(16 1987264),(17 2073584.4),(18 2146131),(19 2207348.5),(20 2252177.5),(21 2289863),(22 2314459),(23 2330480.3),(24 2335198.5),(25 2335469.5),(26 2328090.3),(27 2315227.8),(28 2296877.5),(29 2271944),(30 2250438.3),(31 2217831.3),(32 2186093.8),(33 2157982),(34 2127137.5),(35 2099668.8),(36 2077865.3),(37 2068641.3),(38 2073125.8),(39 2089665),(40 2109120.3),(41 2134955.8),(42 2172250.5),(43 2213402),(44 2255309.8),(45 2299170.3),(46 2341274.3),(47 2386151.8),(48 2427610.3),(49 2471068.5),(50 2511706),(51 2548543.5),(52 2575921.5),(53 2606064.3),(54 2631140.3),(55 2654956.8),(56 2665069.5),(57 2667502),(58 2664747.8),(59 2659160),(60 2647287.5),(61 2634374.5),(62 2616402.3),(63 2593517),(64 2571714.5),(65 2558434),(66 2543169.3),(67 2535279),(68 2531377.3),(69 2533108.8),(70 2534438),(71 2535112.3),(72 2533318),(73 2529525),(74 2519530.5),(75 2502793),(76 2485068.3),(77 2463844.5),(78 2442125),(79 2420601.3),
(1 22725.373),(2 80771.33),(3 172769.45),(4 287387.63),(5 423013.8),(6 571112.5),(7 731234.06),(8 898633.7),(9 1069914.8),(10 1240001.3),(11 1409386.4),(12 1565888.6),(13 1712607.3),(14 1843462.8),(15 1969990.8),(16 2086989.8),(17 2191480.8),(18 2281236.3),(19 2366051.3),(20 2433289.5),(21 2489180.3),(22 2530864),(23 2560725),(24 2578645),(25 2582210),(26 2573756.3),(27 2557671.3),(28 2535585.5),(29 2506452.3),(30 2473830.3),(31 2437172.8),(32 2396133),(33 2355863),(34 2312956.3),(35 2271210.3),(36 2234051.8),(37 2196376.8),(38 2165231),(39 2146980.5),(40 2134382),(41 2135476.8),(42 2150116.8),(43 2176095.5),(44 2219079),(45 2267650.8),(46 2332787.8),(47 2414485.8),(48 2508032.3),(49 2606544.3),(50 2709060.5),(51 2803984),(52 2897931),(53 2987401.5),(54 3073050.5),(55 3155751.8),(56 3224259.8),(57 3270707),(58 3307320),(59 3335020.5),(60 3350324.5),(61 3356553),(62 3352455),(63 3340508.3),(64 3323433.5),(65 3300935),(66 3274785.3),(67 3253770.3),(68 3232541),(69 3210656),(70 3192154.3),(71 3172388.3),(72 3156965.5),(73 3147579),(74 3149452.8),(75 3150265.5),(76 3149482.3),(77 3152022),(78 3163068.3),(79 3177971.5),
(1 18753.67),(2 64317.703),(3 139686.8),(4 231070.78),(5 340655.66),(6 459097.63),(7 585107.2),(8 714699.06),(9 844003.44),(10 968688.8),(11 1091577),(12 1205909.4),(13 1319446.3),(14 1423128),(15 1511930.6),(16 1594063.3),(17 1669515.1),(18 1734597.4),(19 1788218.3),(20 1830578.4),(21 1864963.3),(22 1890197),(23 1918871.1),(24 1947912.3),(25 1965917.5),(26 1983989.9),(27 1995267.4),(28 2000079.8),(29 2002131.3),(30 2001396.5),(31 2008303.1),(32 2015119.5),(33 2028200.3),(34 2038132.5),(35 2050550.5),(36 2070384),(37 2088711.4),(38 2108010.8),(39 2125862.8),(40 2145244.3),(41 2165697),(42 2188844.5),(43 2208755.3),(44 2229241.3),(45 2240562.3),(46 2247619),(47 2253110.8),(48 2258381),(49 2261278.8),(50 2260134),(51 2255466.3),(52 2246108.5),(53 2237669.8),(54 2227407.5),(55 2217002),(56 2208865.3),(57 2197634.8),(58 2182114.8),(59 2164376.3),(60 2151222.3),(61 2137184.3),(62 2124619.8),(63 2115077.8),(64 2104427.3),(65 2093804.5),(66 2080085.9),(67 2056642.4),(68 2029147.8),(69 1992448.9),(70 1950516.6),(71 1903273.6),(72 1863587.8),(73 1828190.5),(74 1797757.8),(75 1774201.5),(76 1754395.1),(77 1745209.4),(78 1741506.5),(79 1751104),
(1 24046.752),(2 86052.734),(3 188272.64),(4 315875.53),(5 468578.4),(6 634527.75),(7 812013.44),(8 989065.06),(9 1162655.8),(10 1324673.1),(11 1475572.3),(12 1602232.8),(13 1708674.4),(14 1789916.8),(15 1847769.1),(16 1883591.5),(17 1900323.8),(18 1904825.6),(19 1894006.1),(20 1875206.1),(21 1856718.8),(22 1835028.4),(23 1821065.6),(24 1813637.9),(25 1806720.3),(26 1808604),(27 1822289.6),(28 1837841.4),(29 1867628.3),(30 1910734.9),(31 1962646.5),(32 2031683.9),(33 2105365),(34 2182601.8),(35 2259800),(36 2327268.8),(37 2384077),(38 2428205),(39 2456903.5),(40 2475819.3),(41 2493114.5),(42 2497927.3),(43 2493181),(44 2474135.3),(45 2442340),(46 2401499),(47 2353436.8),(48 2303564.8),(49 2252604.3),(50 2210746.8),(51 2169905),(52 2136443.3),(53 2094896),(54 2071007.9),(55 2055263.5),(56 2050475.5),(57 2053632.1),(58 2066956),(59 2085191.3),(60 2110026.5),(61 2133483),(62 2152740.3),(63 2170020),(64 2178499.5),(65 2177530.8),(66 2161967),(67 2134145.5),(68 2098116.5),(69 2050100),(70 1998452.3),(71 1941225.9),(72 1887066.5),(73 1843103.4),(74 1812916),(75 1789655.3),(76 1773843.8),(77 1770399.8),(78 1778746.4),(79 1796580.5),
(1 23342.86),(2 81868.516),(3 177132.48),(4 294520.44),(5 433668.22),(6 585228.06),(7 748875.5),(8 906887.6),(9 1061706.5),(10 1199761.8),(11 1319448.8),(12 1412044.6),(13 1483735.1),(14 1534611.6),(15 1566278.5),(16 1584048.8),(17 1588040.4),(18 1585425.9),(19 1578428.4),(20 1568324.6),(21 1558172.1),(22 1551832.9),(23 1549454.9),(24 1543124.9),(25 1539256.6),(26 1540333.6),(27 1538955.9),(28 1543990.8),(29 1559564.6),(30 1586788.9),(31 1621168),(32 1663507.1),(33 1712575.8),(34 1760379.3),(35 1805910.8),(36 1841339.8),(37 1868265.8),(38 1883901.1),(39 1889288.9),(40 1888677.6),(41 1872919.5),(42 1857065.1),(43 1834326.8),(44 1810640.8),(45 1790522.9),(46 1767739.1),(47 1749983.9),(48 1734459.9),(49 1722993.4),(50 1715503.5),(51 1713556.9),(52 1714035.9),(53 1712211.9),(54 1719747.4),(55 1732874.9),(56 1753301.5),(57 1779187.3),(58 1812230.3),(59 1842505),(60 1875280.5),(61 1900873.6),(62 1920621.8),(63 1935435.5),(64 1946688.6),(65 1947492.4),(66 1939808.4),(67 1925892.4),(68 1905463.5),(69 1884188.4),(70 1858479.6),(71 1833286.8),(72 1811418.1),(73 1792197),(74 1782081.1),(75 1773412.6),(76 1768554.4),(77 1774703.8),(78 1784413.6),(79 1799182.4),
(1 21901.58),(2 76227.875),(3 161380.48),(4 266037.47),(5 388468.25),(6 520160.84),(7 656323.06),(8 790296.3),(9 917432.5),(10 1035975.75),(11 1143577),(12 1233961.5),(13 1305011.6),(14 1364589.1),(15 1406617.5),(16 1437388.5),(17 1457451.9),(18 1468857.6),(19 1473650.3),(20 1475284.5),(21 1479330.1),(22 1485897.8),(23 1494898.8),(24 1502466.4),(25 1515167.3),(26 1532298.6),(27 1550401.8),(28 1567942.9),(29 1589709.3),(30 1615416.8),(31 1649297.1),(32 1679987.1),(33 1712335.8),(34 1741233.8),(35 1763750.5),(36 1779702.8),(37 1790758.8),(38 1795569.5),(39 1800159.1),(40 1806159.3),(41 1806974.6),(42 1805119.5),(43 1797520.3),(44 1781469.5),(45 1764916.9),(46 1742956.1),(47 1718794.1),(48 1692509.4),(49 1667797.6),(50 1639159.9),(51 1624317.6),(52 1607764.4),(53 1590343.4),(54 1574838.8),(55 1563305.3),(56 1556864.8),(57 1558414.8),(58 1566969.1),(59 1583722.1),(60 1601974.5),(61 1626362),(62 1643394.9),(63 1655996.9),(64 1665304.6),(65 1666134.5),(66 1659998.1),(67 1651884.6),(68 1643406.1),(69 1632763.4),(70 1622328.8),(71 1614108.4),(72 1615009.3),(73 1615414.8),(74 1628536.6),(75 1649099.8),(76 1670575.9),(77 1692163.6),(78 1711790.5),(79 1730635.5),
(1 23132.688),(2 80360.11),(3 171184.42),(4 283898),(5 413835.16),(6 551971.44),(7 693285.3),(8 828627.56),(9 954267.4),(10 1059261.9),(11 1143196.5),(12 1211669.6),(13 1258644),(14 1285271),(15 1299692.4),(16 1302565.4),(17 1298267.4),(18 1291844.4),(19 1279907.5),(20 1267791),(21 1259971.9),(22 1258288),(23 1264998.9),(24 1278806.5),(25 1294974.3),(26 1317120),(27 1339725.5),(28 1365536.5),(29 1399785.8),(30 1433243.5),(31 1471749.3),(32 1504387.6),(33 1528489),(34 1551588.1),(35 1568464),(36 1573828.3),(37 1573227.5),(38 1562782),(39 1554919.5),(40 1545608.8),(41 1539592.3),(42 1532231.3),(43 1525141),(44 1518466.8),(45 1518298),(46 1519436.3),(47 1520007.8),(48 1521930.8),(49 1523890.5),(50 1526144.3),(51 1530880.3),(52 1527443.1),(53 1514926.1),(54 1501993),(55 1482656),(56 1464598.1),(57 1452282.5),(58 1439834.5),(59 1435950.6),(60 1430900.8),(61 1431617.3),(62 1429410.8),(63 1430555),(64 1431847.4),(65 1440590.9),(66 1446613.5),(67 1460187),(68 1471085),(69 1488196.3),(70 1499477),(71 1511251),(72 1527566.3),(73 1543855.8),(74 1561121.3),(75 1572628.3),(76 1580961.8),(77 1581043.8),(78 1585461.3),(79 1596684.3),
(1 24353.27),(2 83243.734),(3 174460.11),(4 286592.75),(5 411009.72),(6 541410.06),(7 671903.44),(8 792841.44),(9 900033.56),(10 990095.1),(11 1058720.4),(12 1104660.8),(13 1128427.3),(14 1136787.6),(15 1137805.4),(16 1130475.8),(17 1124521.8),(18 1115775.9),(19 1113702.8),(20 1113272.4),(21 1121021.6),(22 1134264.4),(23 1158938.8),(24 1192072.9),(25 1226854.8),(26 1269797.4),(27 1311328.4),(28 1348026.8),(29 1385321.4),(30 1411416.9),(31 1430770.8),(32 1440256.9),(33 1439348.1),(34 1439366),(35 1434601.6),(36 1421436.8),(37 1405874),(38 1386828.8),(39 1370198.1),(40 1353992.4),(41 1344265.9),(42 1345794.8),(43 1352268.9),(44 1364375.4),(45 1376233.3),(46 1384310),(47 1391325.9),(48 1391442),(49 1385086),(50 1372681.8),(51 1356273.8),(52 1334544.6),(53 1308574.9),(54 1288119.1),(55 1260174),(56 1234661.6),(57 1210028.5),(58 1180218.8),(59 1151513.1),(60 1124911.8),(61 1101877.3),(62 1086225.6),(63 1069745.3),(64 1058957.3),(65 1055493.5),(66 1060905.3),(67 1071537.3),(68 1087595.6),(69 1111089.8),(70 1132994.8),(71 1156908),(72 1185367.8),(73 1211583.6),(74 1223801.9),(75 1225201),(76 1216294.3),(77 1199801.3),(78 1178707.5),(79 1165898),
(1 22122.871),(2 75898.64),(3 159318.7),(4 257235.52),(5 366983.22),(6 478861.8),(7 587480.06),(8 686801.9),(9 777621.7),(10 852679.4),(11 913725.7),(12 959860.25),(13 992457.7),(14 1011441.25),(15 1020341.4),(16 1027668.7),(17 1035962.75),(18 1048189.94),(19 1064747.3),(20 1084338),(21 1106358.1),(22 1128671.1),(23 1156035.9),(24 1180706),(25 1205010.8),(26 1229419.4),(27 1248660.8),(28 1263425.9),(29 1278007.5),(30 1285027.3),(31 1288522),(32 1285408.5),(33 1281457.6),(34 1276739.5),(35 1274902),(36 1273619.6),(37 1275720.6),(38 1282254.4),(39 1291351.3),(40 1304733.5),(41 1319180.1),(42 1336931.3),(43 1363356.6),(44 1391524.8),(45 1419175.6),(46 1444487.9),(47 1465853.4),(48 1481484.4),(49 1492832.6),(50 1498599.8),(51 1496389.8),(52 1493058.4),(53 1481393.4),(54 1468527.5),(55 1451808),(56 1432248.8),(57 1411832.1),(58 1389535.1),(59 1370062.6),(60 1346385.6),(61 1320348.3),(62 1296985.8),(63 1274529.4),(64 1251012.6),(65 1226388.4),(66 1207753.9),(67 1194008.8),(68 1186369.4),(69 1184716.1),(70 1184615.1),(71 1183327.4),(72 1185737.4),(73 1195720.6),(74 1208724.4),(75 1221282.5),(76 1231079.9),(77 1237484.6),(78 1237900.8),(79 1241515.8),
(1 25080.83),(2 86177.82),(3 182871.66),(4 295202.9),(5 420590.94),(6 542664.8),(7 660491.4),(8 766515.2),(9 855220.2),(10 930809.94),(11 990174.75),(12 1030608.56),(13 1058904.8),(14 1072137.5),(15 1079801.8),(16 1082490.1),(17 1084022.5),(18 1086910.9),(19 1087898.8),(20 1095362),(21 1107854.9),(22 1121972.5),(23 1142624.4),(24 1160941.5),(25 1177624.5),(26 1188771.8),(27 1198749.6),(28 1205617.3),(29 1215843.5),(30 1222405.1),(31 1227915.6),(32 1232356.4),(33 1238135.1),(34 1241556.5),(35 1250227.6),(36 1256214),(37 1264287.3),(38 1271764.6),(39 1280723),(40 1292528.4),(41 1302689.8),(42 1312169.4),(43 1324750.3),(44 1330571.9),(45 1337090.4),(46 1345754.3),(47 1351700.1),(48 1358243.4),(49 1361853.1),(50 1363382.3),(51 1361019.9),(52 1355616.9),(53 1347904.3),(54 1336617),(55 1328079.9),(56 1320027.1),(57 1316732.4),(58 1313057.4),(59 1316289.5),(60 1326081),(61 1339284.8),(62 1355425.9),(63 1377593.8),(64 1400700.5),(65 1422620.4),(66 1442692.8),(67 1458122.4),(68 1465241.4),(69 1470061),(70 1470160.5),(71 1468644.9),(72 1469821.1),(73 1470525.4),(74 1473087.6),(75 1472493.4),(76 1471316.9),(77 1470479.3),(78 1457807.1),(79 1453676.3),
(1 30766.314),(2 108161.97),(3 229562.52),(4 374349.13),(5 530758),(6 681477.94),(7 821212.56),(8 938653.4),(9 1027673.9),(10 1089474.9),(11 1120543.3),(12 1129169.9),(13 1119264.5),(14 1098688.4),(15 1074999.8),(16 1052317),(17 1033782.3),(18 1026749.9),(19 1030261.56),(20 1042105.75),(21 1063276.5),(22 1086065.3),(23 1113151.8),(24 1136708.6),(25 1150175.5),(26 1158712.4),(27 1160929.3),(28 1157665.8),(29 1149267.4),(30 1133624.1),(31 1111368.9),(32 1085828.6),(33 1064617.5),(34 1051986),(35 1046829),(36 1047646.06),(37 1054560.9),(38 1066784.1),(39 1080043.5),(40 1093943.1),(41 1100318.1),(42 1103210.5),(43 1100297.4),(44 1094522.4),(45 1088820.3),(46 1086871.9),(47 1090127.1),(48 1098091.8),(49 1107925.6),(50 1118199.5),(51 1130533.9),(52 1145445.6),(53 1159211.8),(54 1176942),(55 1195231.1),(56 1208275.6),(57 1221696.5),(58 1229743.6),(59 1241122.5),(60 1250628.5),(61 1256927.3),(62 1264692.8),(63 1272050),(64 1280237.6),(65 1282334),(66 1281384.3),(67 1277503.1),(68 1269524.1),(69 1261529.9),(70 1250939),(71 1241738.4),(72 1232182.5),(73 1229983),(74 1233905),(75 1240590.8),(76 1249003.5),(77 1256353.9),(78 1254912.9),(79 1254186),
(1 24740.15),(2 85336.555),(3 180686.02),(4 289221.44),(5 404522.5),(6 516609.97),(7 618680.25),(8 705784.2),(9 773086.06),(10 821739.6),(11 852547.6),(12 871889.7),(13 887982.75),(14 901040.44),(15 917001.1),(16 935794.3),(17 958474.9),(18 984167.2),(19 1014117.44),(20 1045374.4),(21 1079451),(22 1110807.1),(23 1140282.3),(24 1161285.8),(25 1168726.3),(26 1165735.5),(27 1150255.1),(28 1131589.9),(29 1106982.6),(30 1082778.6),(31 1059221.8),(32 1040033),(33 1028034.4),(34 1026161.5),(35 1029262.3),(36 1032478.94),(37 1038631.3),(38 1044223.6),(39 1051217.4),(40 1055260.6),(41 1054976.8),(42 1051988.1),(43 1042319.44),(44 1036931.6),(45 1031582.06),(46 1031961.5),(47 1039130.75),(48 1049358.3),(49 1067464.4),(50 1080271.6),(51 1094460.1),(52 1110224.8),(53 1123362),(54 1133434.6),(55 1140468.1),(56 1144661.1),(57 1147483),(58 1149934.3),(59 1149918.9),(60 1145627.9),(61 1141865.6),(62 1139863.8),(63 1137272.1),(64 1135854),(65 1136949.5),(66 1144425.1),(67 1154787.5),(68 1164812.5),(69 1176936.8),(70 1186237.8),(71 1196375.6),(72 1201919.5),(73 1208855.6),(74 1211245.4),(75 1209370.9),(76 1210142.9),(77 1209594.9),(78 1201019.5),(79 1193993.3),
(1 24191.479),(2 82683.98),(3 175673.67),(4 282195.6),(5 397286.56),(6 509806.72),(7 610734.4),(8 700092.06),(9 769408.06),(10 822598.9),(11 853588),(12 869155.94),(13 877839.1),(14 880289.06),(15 882643.94),(16 884059.94),(17 888209.94),(18 894051.3),(19 900416.2),(20 908321),(21 913668.7),(22 915966.9),(23 915326.25),(24 912454.75),(25 910541.6),(26 907186.7),(27 906765.5),(28 908377.25),(29 911067.4),(30 912931),(31 913448.06),(32 913478.94),(33 912571.4),(34 913355.75),(35 911047.6),(36 903213.6),(37 893773.5),(38 880945.6),(39 867725.6),(40 854548.25),(41 842952.9),(42 835956.8),(43 833589.06),(44 839125.94),(45 849659.3),(46 865431.75),(47 886736.06),(48 907015.3),(49 925354.94),(50 938018.1),(51 950772.25),(52 960704.9),(53 965068.8),(54 972206.25),(55 977009.9),(56 978865),(57 976338.94),(58 969912.4),(59 958732.06),(60 947050.94),(61 937505),(62 932513.9),(63 932544.25),(64 936410.7),(65 943267.75),(66 950352.56),(67 954489.75),(68 961347),(69 965271.44),(70 966228.6),(71 964464.56),(72 961890.06),(73 959446.4),(74 958562.7),(75 964331.75),(76 974019.94),(77 988296.44),(78 999113.94),(79 1016680.56),
(1 24496.893),(2 83818.95),(3 175644.55),(4 279184.9),(5 387132.28),(6 491952.38),(7 584485.3),(8 661093),(9 715768.5),(10 748616.06),(11 761850.56),(12 760372.7),(13 756339.6),(14 753572),(15 755896.8),(16 763174.1),(17 780380.5),(18 803858.94),(19 836301.06),(20 869368.56),(21 903250.9),(22 930753.7),(23 951607.44),(24 961140.2),(25 970471.5),(26 970779.25),(27 970674.3),(28 973578.1),(29 979203.1),(30 988392.1),(31 996076.2),(32 1001370.56),(33 1007724.2),(34 1011792.7),(35 1016112.94),(36 1017788.2),(37 1020781.1),(38 1019630.1),(39 1018488.2),(40 1012759.8),(41 1008521.3),(42 1006478.2),(43 1006803.8),(44 1015576.1),(45 1027814.7),(46 1044589.44),(47 1058464.8),(48 1072605.9),(49 1081852.6),(50 1088053.9),(51 1089478),(52 1090107.4),(53 1092000.1),(54 1094097.9),(55 1095408.5),(56 1100675.8),(57 1107047.6),(58 1112919.3),(59 1119563.4),(60 1122145.1),(61 1121936.6),(62 1122065.8),(63 1119604),(64 1118652.3),(65 1122974.9),(66 1131042.1),(67 1138597.9),(68 1150266.6),(69 1160723.8),(70 1171848.9),(71 1182339.8),(72 1195437.4),(73 1205072.3),(74 1213231.8),(75 1218377.4),(76 1220576.4),(77 1216745.1),(78 1209782),(79 1201168),
