1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 57473.074),(2 206642.7),(3 422873.22),(4 667298.2),(5 902020.2),(6 1088178.3),(7 1221194.6),(8 1294497.8),(9 1345718.8),(10 1391630.4),(11 1451861.5),(12 1541745.1),(13 1676268.1),(14 1839846),(15 2016658),(16 2204318.3),(17 2360169),(18 2497985.5),(19 2584969.3),(20 2637567),(21 2669589.3),(22 2690547.3),(23 2726242),(24 2821354.8),(25 2948735.3),(26 3129298),(27 3391830),(28 3690906),(29 4029405.8),(30 4384986),(31 4722005.5),(32 5039144.5),(33 5274604.5),(34 5457317),(35 5601530.5),(36 5806132),(37 6006117.5),(38 6212861.5),(39 6448798),(40 6700975.5),(41 6919514.5),(42 7119082.5),(43 7237200.5),(44 7302214.5),(45 7300587.5),(46 7269360.5),(47 7212292),(48 7192128.5),(49 7203390.5),(50 7299288),(51 7399690.5),(52 7514574.5),(53 7661976),(54 7781574),(55 7932717.5),(56 8104984),(57 8228163.5),(58 8329098.5),(59 8372531.5),(60 8381815.5),(61 8431094),(62 8492199),(63 8623167),(64 8816149),(65 9039448),(66 9311745),(67 9609343),(68 9938908),(69 10276278),(70 10593262),(71 10892597),(72 11192744),(73 11478723),(74 11798309),(75 12167941),(76 12580496),(77 12966013),(78 13399500),(79 13875051),
(1 11029.941),(2 29209.791),(3 43752.945),(4 52814.605),(5 58122.61),(6 61746.22),(7 64630.35),(8 67151.37),(9 69270.875),(10 70291.6),(11 70906.71),(12 71348.66),(13 72425.805),(14 73425.734),(15 73960.484),(16 74544.15),(17 75261.48),(18 75511.945),(19 76311.52),(20 77270.16),(21 78042.266),(22 79518.97),(23 80697.98),(24 81519.06),(25 81926.78),(26 82094.44),(27 82362.125),(28 82763.93),(29 83126.664),(30 83540.4),(31 84364.734),(32 85331.414),(33 85969.85),(34 86206.055),(35 86100.11),(36 85631.95),(37 85473.836),(38 85592.77),(39 85228.71),(40 84968.82),(41 85058.516),(42 85270.945),(43 85410.35),(44 85311.53),(45 85755.164),(46 85760.12),(47 85654.555),(48 86419.91),(49 86911.086),(50 87636.586),(51 87697.88),(52 87660.36),(53 87583.484),(54 86940.58),(55 86050.98),(56 85129.45),(57 84782.875),(58 84997.15),(59 85471.5),(60 86242.79),(61 86739.055),(62 86929.1),(63 86799.89),(64 86919.45),(65 87009.88),(66 86844.13),(67 86389.41),(68 85545.88),(69 84573.29),(70 84089.23),(71 84294.15),(72 83566.78),(73 82282.195),(74 81188.72),(75 80587.84),(76 79768.016),(77 79936.67),(78 80728.77),(79 81846.67),
(1 11010.521),(2 29453.227),(3 44117.184),(4 53394.945),(5 58604.758),(6 61518.574),(7 63422.734),(8 65458.305),(9 67212.37),(10 68666.95),(11 69612.21),(12 70609.56),(13 71835.62),(14 72889.75),(15 74141.3),(16 74766.58),(17 75369.25),(18 75912.17),(19 76419.44),(20 76525.05),(21 76929.95),(22 77806.64),(23 78984.195),(24 79623.58),(25 80516.04),(26 81256.914),(27 81481.586),(28 81552.766),(29 81211.45),(30 80940.16),(31 81348.445),(32 81649.805),(33 81815.67),(34 82167.055),(35 82455.805),(36 82892.97),(37 83134.61),(38 83464.09),(39 83476.24),(40 83668.68),(41 83567.484),(42 83719.13),(43 84025.305),(44 84611.07),(45 85206.21),(46 85458.36),(47 85141.25),(48 85002.72),(49 84607.89),(50 84064.664),(51 83520.87),(52 83721.95),(53 84177.484),(54 83951.336),(55 83318.664),(56 83148.05),(57 82771.3),(58 82017.01),(59 81919.055),(60 82170.3),(61 82287.32),(62 82464.4),(63 82433.84),(64 82058.75),(65 81712.414),(66 81688.75),(67 81655.12),(68 82131.82),(69 81768.77),(70 81713.805),(71 81936.445),(72 81973.47),(73 81316.664),(74 80358.42),(75 79369.21),(76 78913.95),(77 79382.41),(78 79591.88),(79 79211.01),
(1 10922.649),(2 28996.207),(3 43253.105),(4 52059.066),(5 57107.184),(6 60212.047),(7 62462.527),(8 64586.313),(9 66581.95),(10 67753.875),(11 68658.37),(12 69770.57),(13 71017.41),(14 71942.086),(15 72194.51),(16 72015.29),(17 71654.734),(18 71632.95),(19 72368.75),(20 73182.734),(21 74240.15),(22 75441.49),(23 76168.15),(24 76917.99),(25 78189.41),(26 79208.56),(27 79505.41),(28 79613.03),(29 79686.01),(30 79747.74),(31 79987.57),(32 80125.42),(33 79874.19),(34 80348.76),(35 80683.94),(36 80593.49),(37 80117.63),(38 80296.96),(39 80828.04),(40 81550.016),(41 81698.69),(42 81046.65),(43 80965.64),(44 81062.45),(45 80856.875),(46 80573.97),(47 80029.89),(48 79870.75),(49 79601.55),(50 80033.32),(51 80276.6),(52 80503.37),(53 81129.67),(54 82019.57),(55 82582.12),(56 83055.914),(57 83676.016),(58 84157.39),(59 83503.79),(60 82890.35),(61 82440.89),(62 81993.36),(63 82109.13),(64 81970.836),(65 81283.945),(66 80732.01),(67 80592.05),(68 80771.07),(69 80717.75),(70 80924.04),(71 80815.17),(72 79865.21),(73 78919.414),(74 78911.43),(75 79227.21),(76 79305.016),(77 79657.31),(78 78932.55),(79 78055.664),
(1 10560.439),(2 27647.934),(3 40905.594),(4 48917.152),(5 53605.45),(6 56320.098),(7 58358.066),(8 60331.28),(9 61772.973),(10 62892.137),(11 63624.73),(12 64548.613),(13 65652.87),(14 66110.53),(15 66892.91),(16 68069.08),(17 68686.02),(18 69105.12),(19 69253.32),(20 69869.98),(21 70708.49),(22 71419.65),(23 71922.21),(24 71988.27),(25 72584.03),(26 73300.57),(27 73840.805),(28 74284.46),(29 73958.99),(30 73998.44),(31 74169.43),(32 74380.125),(33 74166.375),(34 74186.734),(35 73964.195),(36 73894.99),(37 73691.836),(38 74229.61),(39 74500.14),(40 75146.805),(41 76168.92),(42 76490.56),(43 76341.6),(44 75955.63),(45 75761.87),(46 75259.99),(47 74460.14),(48 73815.375),(49 73500.46),(50 73997.49),(51 74261.14),(52 74683.984),(53 74646.43),(54 74788.38),(55 74729.12),(56 74998.3),(57 75559.19),(58 76339.37),(59 76357.46),(60 75904.016),(61 75816.49),(62 76476),(63 76837.91),(64 76880.3),(65 76818.65),(66 76581.13),(67 76361.28),(68 76494.48),(69 76357.12),(70 76687.96),(71 76992.41),(72 77153.086),(73 77193.98),(74 77075.68),(75 77205.99),(76 77905.086),(77 78661.164),(78 78646.04),(79 78621.93),
(1 10179.091),(2 26821.13),(3 39963.78),(4 47909.242),(5 52522.95),(6 55384.203),(7 57075.117),(8 59407.703),(9 61741.656),(10 63056.133),(11 64206.03),(12 65928.836),(13 66821.77),(14 66751.99),(15 67101.88),(16 68390.09),(17 69153.48),(18 69188.78),(19 69499.25),(20 69875.3),(21 70351.15),(22 71164.055),(23 72430.664),(24 73904.65),(25 75189.13),(26 76124.25),(27 76664.5),(28 76944.99),(29 76559.59),(30 76311.41),(31 76342.76),(32 76565.07),(33 76053.75),(34 74988.086),(35 74106.555),(36 73371.164),(37 72934.01),(38 74020.04),(39 75243.945),(40 76178.234),(41 77113.41),(42 78176.83),(43 78613.69),(44 78513.96),(45 78327.61),(46 77909.56),(47 77481.445),(48 76952.1),(49 76795.766),(50 77133.96),(51 77700.66),(52 77648.18),(53 78143.46),(54 79067.29),(55 79695.87),(56 80292.15),(57 81198.71),(58 82541.02),(59 82953.82),(60 82807.695),(61 82576.29),(62 82754.76),(63 82501.49),(64 82097.35),(65 81488.766),(66 80975.41),(67 80191.086),(68 79155.16),(69 78686.58),(70 78629.86),(71 78285.43),(72 77856.07),(73 78057.805),(74 78471.03),(75 78167.07),(76 77529.61),(77 77327.1),(78 77044.71),(79 77044.766),
(1 9951.61),(2 25552.773),(3 37561.43),(4 44551.98),(5 48783.76),(6 51499.24),(7 53494.492),(8 55396.082),(9 57030.336),(10 58125.766),(11 58786.297),(12 59545.734),(13 60456.746),(14 61193.008),(15 62003.914),(16 63394.1),(17 64459.133),(18 65258.43),(19 65925.69),(20 66785.29),(21 67676.516),(22 68662.04),(23 69555.47),(24 70434.43),(25 71095.695),(26 71633.09),(27 71644.06),(28 71351.87),(29 70931.3),(30 70981.3),(31 71506.17),(32 72288.195),(33 72678.414),(34 72775.24),(35 72488.49),(36 72572.52),(37 72673.13),(38 72826.59),(39 72880.88),(40 73018.39),(41 73368.13),(42 73975.31),(43 74746.05),(44 75328.914),(45 75293.805),(46 74800.37),(47 74584),(48 74163.45),(49 74313.74),(50 74876.82),(51 75644.22),(52 76061.45),(53 75822.414),(54 75340.03),(55 74998.02),(56 74806.61),(57 75311.34),(58 75558.484),(59 75538.16),(60 76129.25),(61 76558.38),(62 77357.52),(63 78150.05),(64 78501.75),(65 78481.17),(66 78002.16),(67 77736.57),(68 77235.13),(69 76953.984),(70 77492.14),(71 77858.016),(72 77561.64),(73 77133.23),(74 76876.47),(75 75897.4),(76 75265),(77 75098.35),(78 74480.016),(79 73864.914),
(1 9844.129),(2 25678.299),(3 38152.996),(4 46645.832),(5 51505.367),(6 53755.52),(7 54611.39),(8 55872.332),(9 57394.953),(10 59216.582),(11 60724.62),(12 61734.414),(13 62881.836),(14 63995.96),(15 64719.992),(16 65566.305),(17 66437.914),(18 67400.805),(19 68444.195),(20 69076.06),(21 69015.414),(22 68935.76),(23 68680.96),(24 68568.93),(25 69297.78),(26 70383.29),(27 70315.55),(28 69828.63),(29 68564.09),(30 67644.46),(31 67595.07),(32 67426.31),(33 67382.51),(34 67517.57),(35 67746.68),(36 68567.336),(37 69129.71),(38 69641.555),(39 69522.63),(40 69212.43),(41 69266.49),(42 69824.78),(43 70189.88),(44 70631.086),(45 71100.195),(46 71504.99),(47 71708.58),(48 71745.49),(49 71993.89),(50 72703.63),(51 73707.69),(52 74335.67),(53 75364.95),(54 76389.1),(55 77113.08),(56 77630.99),(57 77951.61),(58 78143.83),(59 77957.195),(60 78198.17),(61 78797.88),(62 79523.31),(63 79770.984),(64 79834.586),(65 79837.14),(66 79496.56),(67 79018.23),(68 78568.734),(69 78468.89),(70 78856.35),(71 78914.55),(72 78861.81),(73 78418.484),(74 77875.72),(75 76741.945),(76 75687.1),(77 75530.61),(78 75393.91),(79 75533.01),
(1 9603.051),(2 24625.377),(3 36233.645),(4 43763.242),(5 47796.926),(6 50309.496),(7 51816.98),(8 53589.375),(9 55300.996),(10 56774.73),(11 58253.848),(12 59271.566),(13 59798.797),(14 59818.336),(15 60221.797),(16 61306.125),(17 62155.85),(18 62665.902),(19 63028.848),(20 63216.42),(21 63309.98),(22 64349.49),(23 65816.305),(24 66495.46),(25 67477.984),(26 68659.85),(27 69071.14),(28 69051.42),(29 68307.58),(30 67138.34),(31 66513.25),(32 66450.336),(33 66523.62),(34 66471.62),(35 66336.66),(36 66108.47),(37 65888.016),(38 66508.195),(39 67170.12),(40 67864.76),(41 68268.08),(42 68594.914),(43 68628.25),(44 68712.555),(45 68452.19),(46 67892.52),(47 67891.65),(48 68312.96),(49 68914.25),(50 69531.4),(51 70209.99),(52 71252.29),(53 72753.77),(54 73947.27),(55 75132.28),(56 75747.06),(57 76291.08),(58 76614.39),(59 76349.766),(60 75913.96),(61 75413.51),(62 75491.22),(63 75434.02),(64 75177.93),(65 75272.6),(66 75396.234),(67 75215.36),(68 75445.836),(69 75641.195),(70 75683.61),(71 75021.73),(72 74114.29),(73 73752.66),(74 73422.25),(75 72589.42),(76 71744.43),(77 71498.57),(78 71187.72),(79 71189.72),
(1 9396.37),(2 23592.996),(3 34727.203),(4 42070.8),(5 46590.9),(6 49269.676),(7 50830.75),(8 52366.543),(9 53743.45),(10 54878.234),(11 55558.504),(12 56340.64),(13 56822.05),(14 57473.434),(15 58414.063),(16 59184.387),(17 59915.598),(18 60130.75),(19 60161.535),(20 60391.37),(21 60867.37),(22 61518.043),(23 62158.203),(24 62682.95),(25 63699.48),(26 65127.324),(27 66144.945),(28 66313.33),(29 66099.12),(30 65984.06),(31 66484.086),(32 67455.54),(33 67828.414),(34 67802.414),(35 67850.54),(36 67399.01),(37 67227.41),(38 67413.31),(39 67672.65),(40 67918.86),(41 68303.15),(42 68748.01),(43 68677.086),(44 68498.28),(45 68493.03),(46 68238.93),(47 68430.086),(48 69049.93),(49 69884.91),(50 70127.766),(51 70001.69),(52 69713),(53 69655.66),(54 69852.63),(55 70084.42),(56 70108.01),(57 70730.47),(58 70964.83),(59 70537.53),(60 69896.66),(61 68857.48),(62 68265.6),(63 68013.86),(64 67586.02),(65 67446.35),(66 68306.04),(67 69421.67),(68 70926.57),(69 71923.234),(70 72013.164),(71 71883.23),(72 71584.99),(73 71814.055),(74 72373.445),(75 72082.05),(76 71688.04),(77 71549.99),(78 71296.95),(79 71071.61),
(1 9440.772),(2 24249.178),(3 35321.72),(4 42167.305),(5 46286.742),(6 48740.85),(7 50385.785),(8 52048.176),(9 53564.844),(10 54985.89),(11 56203.082),(12 57079.457),(13 57045.69),(14 57541.07),(15 58481.81),(16 59099.543),(17 59831.92),(18 60691.434),(19 61698.266),(20 61825.777),(21 62260.85),(22 62800.695),(23 63306.83),(24 63352.297),(25 63603.195),(26 64488.445),(27 65684.59),(28 66752.75),(29 67566.96),(30 68078.62),(31 68163.44),(32 68013.61),(33 67792.695),(34 67553.06),(35 67009.305),(36 66188.78),(37 65656.51),(38 65917.37),(39 66196.164),(40 65889.71),(41 65429.87),(42 65293.484),(43 65350.22),(44 65047.61),(45 65309.324),(46 65567.58),(47 66129.09),(48 67086.586),(49 68218.695),(50 68754),(51 68628.82),(52 68277),(53 68349.29),(54 68501.34),(55 68622.414),(56 68607.625),(57 68598.38),(58 68935.25),(59 69029.59),(60 68911.55),(61 68164.26),(62 67173.82),(63 66706.84),(64 66524.09),(65 66291.445),(66 66496.14),(67 66594.516),(68 66786.39),(69 67304.61),(70 67483.79),(71 67560.71),(72 67822.68),(73 68245.18),(74 68626.69),(75 67938.84),(76 66691.32),(77 65519.754),(78 64712.457),(79 64533.61),
(1 9037.318),(2 22845.313),(3 33220.72),(4 39648.633),(5 44021.13),(6 46825.55),(7 47961.38),(8 49037.965),(9 50054.67),(10 51329.656),(11 52327.348),(12 52915.59),(13 53601.676),(14 54734.91),(15 55970.055),(16 56802.24),(17 57295.344),(18 57571.65),(19 57810.492),(20 58048.766),(21 58465.97),(22 58892.316),(23 59032.434),(24 59016.324),(25 58750.773),(26 58401.234),(27 58187.24),(28 58513.82),(29 59532.117),(30 60959.81),(31 61678.266),(32 61529.293),(33 61074.42),(34 60785.777),(35 60577.332),(36 60404.035),(37 60317.953),(38 60936.023),(39 61417.105),(40 61993.83),(41 62287.41),(42 61995.395),(43 61893.895),(44 61855.547),(45 61946.953),(46 61820.13),(47 61815.273),(48 61942.293),(49 61878.723),(50 61942.848),(51 61933.164),(52 61764.523),(53 61931.535),(54 62340.613),(55 62545.72),(56 62488.316),(57 62618.254),(58 62939.043),(59 62940.18),(60 63070.008),(61 62906.93),(62 62883.754),(63 63418.51),(64 63748.547),(65 64480.438),(66 64979.035),(67 65113.406),(68 64680.64),(69 64756.535),(70 64996.395),(71 64746.125),(72 64246.547),(73 63747.86),(74 63251.516),(75 62784.305),(76 62227.74),(77 61885.043),(78 61738.145),(79 61623.46),
(1 8835.258),(2 22201.82),(3 32213.434),(4 38324.375),(5 42430.547),(6 45175.496),(7 46818.273),(8 48345.008),(9 49872.867),(10 51224.332),(11 52522.605),(12 53215.15),(13 53502.36),(14 54106.582),(15 54775.547),(16 54969.305),(17 54739.043),(18 54738.813),(19 55432.24),(20 55928.945),(21 56673.918),(22 57654.297),(23 58050.082),(24 58125.094),(25 58575.484),(26 59094.79),(27 59353.973),(28 58862.8),(29 58019.75),(30 56998.508),(31 56487.65),(32 56449.543),(33 56260.383),(34 56143.47),(35 56384.793),(36 56430.496),(37 56553.69),(38 57292.055),(39 57966.516),(40 58557.992),(41 59110.203),(42 59658.23),(43 59699.88),(44 60176.754),(45 60615.664),(46 60725.453),(47 61113.324),(48 61291.742),(49 61292.023),(50 61464.492),(51 61988.582),(52 62017.813),(53 61998.336),(54 61490.434),(55 61239.133),(56 61186.97),(57 61139.996),(58 60641.176),(59 60228.566),(60 59903.64),(61 59253.71),(62 58871.953),(63 58916.703),(64 59044.492),(65 59059.53),(66 59320.477),(67 59509.934),(68 59518.734),(69 58797.92),(70 58496.797),(71 58480.918),(72 58284.555),(73 58240.754),(74 58182.82),(75 59014.965),(76 59751.65),(77 60038.234),(78 60358.254),(79 60691.12),
(1 8409.852),(2 21370.723),(3 31165.803),(4 37321.434),(5 40901.918),(6 43056.6),(7 44829.27),(8 46322.105),(9 47321.223),(10 48259.152),(11 49519.227),(12 50522.656),(13 51204.457),(14 52287.773),(15 53169.594),(16 53407.72),(17 53509.65),(18 53804.87),(19 54437.297),(20 55111.156),(21 55933.758),(22 56750.98),(23 57195.824),(24 57662.203),(25 58153.324),(26 58635.406),(27 59061.87),(28 58716.973),(29 58045.91),(30 57811.82),(31 57687.652),(32 58132.965),(33 58506.48),(34 58559.246),(35 58267.895),(36 57538.547),(37 57195.645),(38 57327.504),(39 58011.617),(40 58512.1),(41 58894.016),(42 59102.473),(43 59171.656),(44 59053.02),(45 58755.156),(46 58738.176),(47 58950.02),(48 59467.617),(49 59580.684),(50 59240.734),(51 59055.215),(52 59105.59),(53 59277.87),(54 59493.715),(55 59288.105),(56 59333.27),(57 59242.59),(58 59052.87),(59 58803.797),(60 58755.934),(61 59293.418),(62 59492.484),(63 59533.59),(64 59065.105),(65 58211.59),(66 57668.78),(67 57776.934),(68 58335.62),(69 58352.61),(70 58257.973),(71 58392.047),(72 58792.656),(73 59007.65),(74 59084.758),(75 59297.043),(76 59015.75),(77 58823.7),(78 58641.63),(79 58409.555),
(1 8476.355),(2 21621.723),(3 31649.592),(4 37839.1),(5 41494.746),(6 44111.313),(7 46103.914),(8 47534.742),(9 48773.664),(10 49778.77),(11 51290.46),(12 52420.37),(13 53151.64),(14 54018.766),(15 54263.703),(16 53837.563),(17 53564.406),(18 53596.67),(19 53612.793),(20 53594.086),(21 54118.914),(22 54427.098),(23 54280.406),(24 54292.82),(25 54645.543),(26 55340.176),(27 55615.324),(28 55218.863),(29 54904.332),(30 54771.09),(31 54699.086),(32 54554.24),(33 54403.44),(34 54353.152),(35 54389.477),(36 54512.97),(37 54620.64),(38 55032.996),(39 55708.355),(40 56130.97),(41 56373.965),(42 56403.363),(43 56554.547),(44 56677.97),(45 56949.09),(46 57400.566),(47 57508.62),(48 57490.977),(49 57397.215),(50 57248.62),(51 56781.254),(52 56917.59),(53 57431.336),(54 57399.625),(55 57232.473),(56 57156.035),(57 57007.867),(58 57179.4),(59 56881.06),(60 57129.668),(61 57534.06),(62 57719.086),(63 57885.75),(64 58183.6),(65 57927.746),(66 57547.105),(67 57298.69),(68 57191.273),(69 56924.348),(70 56993.99),(71 56761.76),(72 56673.668),(73 56706.41),(74 56561.773),(75 56306.836),(76 56282.707),(77 56248.86),(78 55949.074),(79 55727.395),
(1 8352.224),(2 21042.281),(3 30511.621),(4 36139.992),(5 39805.79),(6 42619.777),(7 45384.746),(8 47180.42),(9 47624.793),(10 47952.55),(11 48398.09),(12 49486.41),(13 50298.387),(14 51431.477),(15 52169.855),(16 52325.74),(17 52539.645),(18 52706.33),(19 52696.93),(20 52561.113),(21 52408.375),(22 52480.25),(23 52190.64),(24 51891.89),(25 52117.383),(26 52955.254),(27 53172.31),(28 52623.188),(29 52051.707),(30 52254.754),(31 52770.79),(32 53394.656),(33 53599.37),(34 53972.402),(35 53937.8),(36 54223.93),(37 54572.53),(38 54819.676),(39 54938.89),(40 54898.168),(41 55118.59),(42 55377.32),(43 55510.887),(44 55551.13),(45 55611.938),(46 55499.395),(47 55208.184),(48 55260.324),(49 55471.242),(50 56308.977),(51 56359.34),(52 56074.355),(53 56432.152),(54 56750),(55 56554.723),(56 56664.55),(57 56687.723),(58 56245.953),(59 55494.465),(60 55455.8),(61 55948.438),(62 56560.92),(63 56667.72),(64 56790.586),(65 56342.324),(66 55921.496),(67 55479.004),(68 54975.605),(69 54600.32),(70 54965.3),(71 55519.7),(72 55579.81),(73 55967.53),(74 56664.535),(75 56934.242),(76 57116.27),(77 57178.24),(78 56791.727),(79 56378.54),
(1 8218.108),(2 20668.348),(3 30118.52),(4 35825.18),(5 38999.867),(6 40817.215),(7 41882.68),(8 42956.902),(9 43495.832),(10 43692.125),(11 43878.66),(12 44494.957),(13 45517.418),(14 46766.32),(15 47750.023),(16 48181.87),(17 48601.55),(18 49212.59),(19 49823.24),(20 50134.445),(21 50344.668),(22 50243.55),(23 49902.957),(24 50046.35),(25 50380.055),(26 50902.227),(27 51063.06),(28 50818.094),(29 50911.387),(30 50961.523),(31 50517.574),(32 50446.86),(33 50303.926),(34 50186.83),(35 49964.152),(36 50149.06),(37 51060.76),(38 51497.355),(39 51478.285),(40 51233.1),(41 51915.39),(42 52074.297),(43 52211.492),(44 52276.613),(45 52276.105),(46 52379.215),(47 52464.06),(48 52435.074),(49 52457.793),(50 52886.688),(51 52798.574),(52 52980.594),(53 52838.03),(54 52746.785),(55 52606.75),(56 52605.195),(57 52695.9),(58 52706.113),(59 52711.375),(60 52748.39),(61 52553.617),(62 52547.17),(63 52614.31),(64 52566.11),(65 52545.32),(66 52468.477),(67 52107.625),(68 51760.01),(69 51556.15),(70 51597.73),(71 51889.117),(72 51797.582),(73 51805.09),(74 52172.66),(75 52448.07),(76 52656.34),(77 52992.406),(78 53367.887),(79 53554.34),
(1 7977.823),(2 19889.602),(3 28703.762),(4 34091.137),(5 37620.07),(6 39792.973),(7 41215.9),(8 42416.063),(9 43233.973),(10 43722.477),(11 44330.31),(12 44936.957),(13 45395.195),(14 46093.695),(15 46783.254),(16 47274.72),(17 47759.887),(18 48424.77),(19 49029.305),(20 49482.953),(21 49980.426),(22 50013.5),(23 49832.625),(24 49652.332),(25 49966.277),(26 50716.16),(27 51098.34),(28 50853.652),(29 50709.875),(30 50660.01),(31 51198.77),(32 51855.742),(33 52085.195),(34 52185.797),(35 52266.355),(36 52206.5),(37 52603.67),(38 53314.16),(39 53582.39),(40 53709.805),(41 53866.88),(42 53795.44),(43 54286.203),(44 54300.332),(45 54389.035),(46 54452.844),(47 54240.72),(48 53683.11),(49 53445.848),(50 53560.367),(51 53994.73),(52 54238.055),(53 54438.58),(54 54501.21),(55 54701.855),(56 55112.03),(57 55606.535),(58 56067.38),(59 56062.46),(60 55986.605),(61 55987.125),(62 56099.38),(63 56733.07),(64 57134.7),(65 57422.254),(66 57463.44),(67 57105.105),(68 57121.664),(69 57236),(70 57196.37),(71 56944.64),(72 55946.277),(73 55470.688),(74 55082.56),(75 54724.133),(76 54586.6),(77 54666.133),(78 54790.434),(79 55077.164),
