1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 6859.155),(2 7692.1685),(3 9006.535),(4 8246.295),(5 10473.859),(6 9520.704),(7 11609.544),(8 11679.84),(9 12574.242),(10 9658.056),(11 13363.03),(12 12984.419),(13 13499.733),(14 12129.117),(15 13743.505),(16 12235.147),(17 13778.961),(18 13341.267),(19 13713.086),(20 10312.2295),(21 13945.075),(22 13784.8545),(23 14455.29),(24 13267.653),(25 14993.368),(26 13592.362),(27 15152.852),(28 14921.802),(29 15386.362),(30 12028.961),(31 15515.753),(32 15209.169),(33 15650.648),(34 14210.77),(35 15623.341),(36 13975.829),(37 15435.133),(38 14948.403),(39 15103.97),(40 11712.481),(41 15568.024),(42 15436.672),(43 16300.602),(44 15160.677),(45 16945.6),(46 15656),(47 17430.756),(48 17043.852),(49 17741.646),(50 14495.198),(51 17977.826),(52 17603.178),(53 18155.35),(54 16618.295),(55 18215.41),(56 16690.467),(57 18005.012),(58 17493.283),(59 17939.615),(60 14256.958),(61 17927.725),(62 17719.85),(63 18409.416),(64 17301.281),(65 19036.547),(66 17689.244),(67 19374.404),(68 19091.746),(69 19742.744),(70 16469.79),(71 20036.768),(72 19828.02),(73 20393.064),(74 18992.818),(75 20583.709),(76 19097.756),(77 20560.6),(78 20033.62),(79 20388.973),
(1 983.8558),(2 1716.2787),(3 2255.5964),(4 2687.4836),(5 2963.1406),(6 3190.636),(7 3317.2297),(8 3441.8723),(9 3545.5967),(10 3421.9634),(11 3656.4631),(12 3673.1501),(13 3685.7905),(14 3734.5085),(15 3730.0134),(16 3753.3806),(17 3727.4385),(18 3736.5964),(19 3748.89),(20 3557.7864),(21 3757.2253),(22 3749.1204),(23 3745.761),(24 3781.0747),(25 3767.1868),(26 3785.5046),(27 3757.173),(28 3762.9385),(29 3775.4285),(30 3586.317),(31 3783.9802),(32 3777.37),(33 3778.8572),(34 3821.716),(35 3813.081),(36 3832.3848),(37 3806.171),(38 3815.8547),(39 3830.5203),(40 3646.2864),(41 3833.2173),(42 3821.4375),(43 3814.6143),(44 3847.4138),(45 3831.7786),(46 3848.4668),(47 3820.3892),(48 3826.1553),(49 3839.6062),(50 3657.0369),(51 3846.173),(52 3839.0625),(53 3836.3765),(54 3869.2407),(55 3857.5706),(56 3876.0051),(57 3849.7876),(58 3857.5398),(59 3866.5247),(60 3687.5947),(61 3866.5703),(62 3854.386),(63 3848.544),(64 3878.2563),(65 3863.2983),(66 3875.3196),(67 3846.9553),(68 3851.3645),(69 3857.2793),(70 3674.9902),(71 3851.2783),(72 3840.5085),(73 3839.5469),(74 3875.2617),(75 3864.9246),(76 3884.3884),(77 3858.83),(78 3866.262),(79 3878.1746),
(1 938.371),(2 1625.2732),(3 2126.7336),(4 2531.9485),(5 2791.8936),(6 2997.686),(7 3112.2913),(8 3236.12),(9 3333.6348),(10 3211.553),(11 3432.5928),(12 3445.1633),(13 3454.9854),(14 3505.6633),(15 3507.3364),(16 3525.617),(17 3500.4773),(18 3513.531),(19 3525.067),(20 3343.7185),(21 3533.3196),(22 3527.1213),(23 3515.4932),(24 3547.1987),(25 3537.7622),(26 3546.6357),(27 3515.2634),(28 3525.1118),(29 3538.5234),(30 3360.6448),(31 3548.5884),(32 3546.2834),(33 3546.3008),(34 3590.9402),(35 3589.4814),(36 3604.4404),(37 3578.413),(38 3594.715),(39 3610.6016),(40 3439.4187),(41 3619.846),(42 3608.4937),(43 3597.8894),(44 3631.3425),(45 3621.6262),(46 3629.7769),(47 3596.4092),(48 3602.1582),(49 3608.6155),(50 3435.5427),(51 3613.048),(52 3600.8735),(53 3595.4114),(54 3628.8394),(55 3621.149),(56 3635.0103),(57 3610.984),(58 3625.934),(59 3638.715),(60 3470.7144),(61 3641.8555),(62 3630.697),(63 3619.678),(64 3650.4668),(65 3637.7834),(66 3640.7273),(67 3606.4548),(68 3611.0984),(69 3616.6794),(70 3450.1206),(71 3623.561),(72 3618.0696),(73 3613.2302),(74 3647.9019),(75 3641.4539),(76 3651.5686),(77 3625.9297),(78 3637.3994),(79 3648.4478),
(1 903.65125),(2 1564.9908),(3 2039.232),(4 2421.7979),(5 2669.4097),(6 2849.973),(7 2947.3755),(8 3057.4888),(9 3140.0796),(10 3018.2202),(11 3228.9048),(12 3246.1096),(13 3251.921),(14 3299.4824),(15 3305.125),(16 3311.7476),(17 3282.066),(18 3295.2021),(19 3303.2449),(20 3128.4385),(21 3313.1658),(22 3313.0852),(23 3308.204),(24 3344.3904),(25 3342.9214),(26 3345.9314),(27 3314.1929),(28 3323.8755),(29 3330.557),(30 3158.202),(31 3340.0608),(32 3342.499),(33 3341.0908),(34 3384.302),(35 3385.595),(36 3393.2043),(37 3369.6318),(38 3383.7988),(39 3394.7122),(40 3230.5427),(41 3403.9783),(42 3400.5315),(43 3394.1462),(44 3429.758),(45 3426.7896),(46 3427.5142),(47 3394.7974),(48 3401.9712),(49 3404.4878),(50 3236.487),(51 3407.2883),(52 3404.763),(53 3401.2683),(54 3436.8982),(55 3435.4692),(56 3438.9604),(57 3407.5881),(58 3415.9583),(59 3419.0566),(60 3253.0579),(61 3416.562),(62 3409.8254),(63 3399.7083),(64 3434.1348),(65 3434.587),(66 3438.1018),(67 3407.9912),(68 3415.8381),(69 3417.8398),(70 3256.604),(71 3421.0925),(72 3419.502),(73 3414.412),(74 3451.3372),(75 3451.8413),(76 3455.899),(77 3428.6426),(78 3437.0295),(79 3441.9224),
(1 870.758),(2 1493.1238),(3 1934.442),(4 2292.5027),(5 2532.1995),(6 2695.3186),(7 2788.1443),(8 2895.0205),(9 2970.4927),(10 2853.096),(11 3056.8328),(12 3072.0603),(13 3075.5361),(14 3118.617),(15 3131.3052),(16 3132.7764),(17 3108.4253),(18 3123.1707),(19 3127.278),(20 2955.541),(21 3129.4219),(22 3128.5344),(23 3119.9597),(24 3154.601),(25 3162.3984),(26 3158.7678),(27 3128.7498),(28 3140.8318),(29 3143.0786),(30 2972.4185),(31 3146.1604),(32 3149.311),(33 3143.999),(34 3180.3257),(35 3188.701),(36 3188.5034),(37 3165.2078),(38 3182.1372),(39 3189.2703),(40 3030.5776),(41 3199.12),(42 3199.4773),(43 3189.1829),(44 3220.1702),(45 3223.873),(46 3220.8667),(47 3194.647),(48 3207.7864),(49 3213.796),(50 3055.5593),(51 3221.8005),(52 3218.114),(53 3207.245),(54 3236.9124),(55 3240.3845),(56 3238.886),(57 3217.1582),(58 3229.4036),(59 3232.8137),(60 3076.1711),(61 3233.179),(62 3226.502),(63 3214.9802),(64 3245.0332),(65 3248.534),(66 3247.3762),(67 3224.0579),(68 3237.6252),(69 3239.235),(70 3083.0225),(71 3240.7795),(72 3237.709),(73 3230.4756),(74 3261.8657),(75 3267.426),(76 3267.4648),(77 3245.7466),(78 3258.7295),(79 3262.256),
(1 832.7608),(2 1419.3083),(3 1834.5026),(4 2165.041),(5 2388.0886),(6 2535.5667),(7 2626.1072),(8 2729.1309),(9 2802.9202),(10 2687.7542),(11 2881.235),(12 2894.441),(13 2896.1226),(14 2933.5513),(15 2946.1072),(16 2940.6267),(17 2916.8918),(18 2929.0044),(19 2933.0186),(20 2770.7844),(21 2936.5713),(22 2933.0566),(23 2923.298),(24 2952.9836),(25 2962.494),(26 2955.0608),(27 2929.7146),(28 2943.2024),(29 2950.4475),(30 2791.1858),(31 2958.166),(32 2959.4753),(33 2954.2234),(34 2988.8425),(35 3000.471),(36 2994.1548),(37 2971.402),(38 2987.9077),(39 2998.4216),(40 2847.1167),(41 3008.199),(42 3007.2258),(43 2999.4644),(44 3028.274),(45 3037.1501),(46 3031.5173),(47 3007.3481),(48 3017.0027),(49 3021.6396),(50 2871.0513),(51 3026.2432),(52 3018.5708),(53 3006.6912),(54 3031.5386),(55 3037.173),(56 3029.0044),(57 3004.0225),(58 3014.2336),(59 3018.9124),(60 2870.0688),(61 3020.7297),(62 3015.3037),(63 3008.6526),(64 3040.4883),(65 3049.9692),(66 3044.8098),(67 3024.7139),(68 3036.4558),(69 3038.2324),(70 2888.4614),(71 3038.218),(72 3033.9993),(73 3027.1948),(74 3056.7139),(75 3065.5664),(76 3060.3591),(77 3040.043),(78 3049.1084),(79 3053.2085),
(1 798.1159),(2 1354.1947),(3 1741.239),(4 2050.8496),(5 2266.198),(6 2394.6936),(7 2477.9253),(8 2571.4697),(9 2634.7288),(10 2525.272),(11 2707.8792),(12 2723.5986),(13 2724.023),(14 2757.1006),(15 2779.9514),(16 2770.3044),(17 2752.215),(18 2767.4128),(19 2769.6563),(20 2614.252),(21 2770.0608),(22 2771.5344),(23 2763.3936),(24 2789.4895),(25 2802.3489),(26 2785.178),(27 2758.7454),(28 2772.6797),(29 2777.605),(30 2628.4512),(31 2787.3467),(32 2789.9084),(33 2783.9863),(34 2815.7239),(35 2838.0828),(36 2829.535),(37 2811.8926),(38 2826.2358),(39 2830.451),(40 2684.3755),(41 2835.4714),(42 2835.7278),(43 2828.2537),(44 2854.1575),(45 2867.5234),(46 2855.8376),(47 2836.783),(48 2848.736),(49 2853.005),(50 2710.9216),(51 2857.3481),(52 2855.7012),(53 2846.2722),(54 2870.2854),(55 2882.9783),(56 2869.1797),(57 2848.2385),(58 2857.661),(59 2856.767),(60 2713.93),(61 2857.721),(62 2854.6843),(63 2845.1128),(64 2864.9138),(65 2876.8262),(66 2864.5786),(67 2845.0215),(68 2854.9019),(69 2855.2302),(70 2716.1062),(71 2858.4465),(72 2858.8208),(73 2854.502),(74 2881.1042),(75 2896.2278),(76 2888.4158),(77 2873.3813),(78 2886.219),(79 2889.7224),
(1 769.5098),(2 1296.961),(3 1662.7523),(4 1950.2189),(5 2157.54),(6 2273.5898),(7 2349.4827),(8 2434.7651),(9 2494.478),(10 2387.5002),(11 2561.3787),(12 2572.0166),(13 2571.2122),(14 2599.8872),(15 2623.8328),(16 2606.9978),(17 2586.531),(18 2600.1177),(19 2602.693),(20 2455.3938),(21 2610.8772),(22 2612.8115),(23 2606.0862),(24 2630.2893),(25 2648.628),(26 2631.1384),(27 2610.8308),(28 2621.1736),(29 2621.7158),(30 2473.8835),(31 2627.0579),(32 2629.13),(33 2624.0474),(34 2651.2842),(35 2672.9727),(36 2661.581),(37 2649.5332),(38 2663.492),(39 2665.8384),(40 2524.536),(41 2671.9487),(42 2672.7756),(43 2667.3452),(44 2692.4578),(45 2712.2805),(46 2697.1978),(47 2681.733),(48 2694.7954),(49 2700.9106),(50 2564.7866),(51 2706.5117),(52 2702.3423),(53 2693.5073),(54 2712.8362),(55 2725.7625),(56 2708.307),(57 2691.0383),(58 2699.9844),(59 2700.7344),(60 2561.4644),(61 2700.49),(62 2697.5562),(63 2690.5422),(64 2711.0823),(65 2725.6924),(66 2709.586),(67 2694.2773),(68 2701.4668),(69 2701.056),(70 2564.5837),(71 2701.4475),(72 2700.2021),(73 2697.094),(74 2720.5374),(75 2737.328),(76 2723.928),(77 2710.628),(78 2719.0103),(79 2720.2705),
(1 736.1724),(2 1233.4192),(3 1574.2155),(4 1838.1523),(5 2034.2992),(6 2135.6912),(7 2209.9575),(8 2287.212),(9 2340.064),(10 2237.4214),(11 2404.4756),(12 2416.4353),(13 2415.7935),(14 2442.5117),(15 2470.9033),(16 2452.117),(17 2437.785),(18 2449.5593),(19 2452.4426),(20 2313.9814),(21 2459.4565),(22 2458.3354),(23 2448.3066),(24 2465.1746),(25 2487.095),(26 2468.3452),(27 2454.353),(28 2463.551),(29 2465.3215),(30 2326.6636),(31 2468.8523),(32 2470.2295),(33 2467.7178),(34 2487.431),(35 2509.9956),(36 2492.9788),(37 2483.3203),(38 2495.079),(39 2498.2607),(40 2365.3352),(41 2505.5469),(42 2505.064),(43 2500.2366),(44 2523.4875),(45 2548.6895),(46 2533.0493),(47 2520.078),(48 2527.6943),(49 2529.1924),(50 2399.7866),(51 2534.5522),(52 2534.4458),(53 2529.292),(54 2547.0159),(55 2564.0933),(56 2542.631),(57 2526.9377),(58 2532.2566),(59 2529.6567),(60 2396.565),(61 2526.9268),(62 2525.8882),(63 2519.6208),(64 2537.1865),(65 2556.0908),(66 2536.6772),(67 2524.654),(68 2532.2314),(69 2533.0737),(70 2406.5623),(71 2534.2585),(72 2533.5806),(73 2528.9587),(74 2545.7158),(75 2565.3738),(76 2548.896),(77 2537.4102),(78 2545.2102),(79 2548.3),
(1 705.33746),(2 1172.2098),(3 1489.8557),(4 1734.8378),(5 1920.8352),(6 2012.8413),(7 2083.6365),(8 2158.0374),(9 2208.1077),(10 2108.301),(11 2265.6992),(12 2277.3877),(13 2279.632),(14 2301.3574),(15 2330.5583),(16 2310.373),(17 2301.3606),(18 2315.1636),(19 2317.4104),(20 2184.3374),(21 2323.0723),(22 2321.2473),(23 2310.3088),(24 2323.2544),(25 2345.4016),(26 2322.0027),(27 2308.6348),(28 2317.2622),(29 2317.1614),(30 2184.5337),(31 2320.1714),(32 2322.47),(33 2317.466),(34 2337.734),(35 2366.4067),(36 2345.615),(37 2336.7463),(38 2349.822),(39 2354.978),(40 2229.7979),(41 2362.447),(42 2363.2366),(43 2357.3389),(44 2376.497),(45 2405.7285),(46 2387.595),(47 2381.0242),(48 2394.3948),(49 2398.4067),(50 2276.7502),(51 2402.3108),(52 2397.0205),(53 2384.9133),(54 2394.4844),(55 2412.7112),(56 2388.7043),(57 2377.0918),(58 2386.389),(59 2387.673),(60 2264.2944),(61 2387.1965),(62 2385.9666),(63 2378.9963),(64 2391.739),(65 2411.7046),(66 2390.2053),(67 2380.2786),(68 2388.4065),(69 2390.7021),(70 2269.9365),(71 2392.1777),(72 2391.7173),(73 2387.841),(74 2401.3225),(75 2421.9736),(76 2403.0195),(77 2394.0225),(78 2403.2122),(79 2406.1563),
(1 678.2891),(2 1113.5685),(3 1413.7793),(4 1638.8228),(5 1812.6277),(6 1893.7295),(7 1960.7402),(8 2027.7616),(9 2081.0364),(10 1983.4469),(11 2134.5642),(12 2139.2202),(13 2141.996),(14 2159.7112),(15 2186.5598),(16 2162.7773),(17 2154.687),(18 2162.634),(19 2168.0137),(20 2039.8425),(21 2175.9304),(22 2171.6694),(23 2167.2737),(24 2178.7966),(25 2201.1704),(26 2176.945),(27 2166.122),(28 2170.9268),(29 2174.7085),(30 2046.3223),(31 2179.1216),(32 2176.9902),(33 2174.778),(34 2190.1626),(35 2215.2693),(36 2192.5217),(37 2185.279),(38 2194.067),(39 2202.2654),(40 2079.1306),(41 2211.2832),(42 2210.7852),(43 2209.288),(44 2222.8804),(45 2246.9883),(46 2226.9749),(47 2223.644),(48 2233.4585),(49 2242.7632),(50 2124.4063),(51 2248.942),(52 2243.244),(53 2237.349),(54 2246.2122),(55 2265.3054),(56 2241.5203),(57 2231.9224),(58 2234.2798),(59 2236.4285),(60 2112.405),(61 2232.926),(62 2226.262),(63 2221.5684),(64 2233.046),(65 2257.2427),(66 2240.381),(67 2235.6404),(68 2240.4673),(69 2243.1455),(70 2127.5974),(71 2249.9426),(72 2248.866),(73 2249.2334),(74 2261.52),(75 2284.2524),(76 2264.6343),(77 2259.4944),(78 2265.167),(79 2269.4636),
(1 651.8445),(2 1064.7466),(3 1347.8456),(4 1556.6162),(5 1718.654),(6 1790.8468),(7 1853.4469),(8 1914.2725),(9 1957.81),(10 1863.9504),(11 2008.2164),(12 2017.1124),(13 2019.3582),(14 2035.7881),(15 2065.1482),(16 2043.0808),(17 2036.8865),(18 2045.3413),(19 2047.6993),(20 1923.0432),(21 2049.1836),(22 2046.9841),(23 2042.0732),(24 2052.0017),(25 2078.04),(26 2056.7659),(27 2050.5552),(28 2056.963),(29 2058.8486),(30 1936.5437),(31 2061.7603),(32 2063.9324),(33 2062.9414),(34 2075.14),(35 2100.9504),(36 2078.7578),(37 2072.0686),(38 2080.9358),(39 2085.5986),(40 1968.7092),(41 2093.3018),(42 2094.005),(43 2092.9714),(44 2106.8464),(45 2135.65),(46 2117.014),(47 2113.8496),(48 2122.97),(49 2126.692),(50 2015.0597),(51 2131.6506),(52 2128.0293),(53 2120.9377),(54 2125.6926),(55 2143.7607),(56 2117.483),(57 2109.5295),(58 2113.7573),(59 2112.6638),(60 1996.2875),(61 2109.8855),(62 2108.0266),(63 2103.6143),(64 2114.1316),(65 2138.961),(66 2119.325),(67 2114.9924),(68 2120.2522),(69 2121.8706),(70 2013),(71 2124.9683),(72 2125.4763),(73 2124.5205),(74 2131.864),(75 2154.436),(76 2136.5564),(77 2132.3064),(78 2138.62),(79 2142.3037),
(1 628.2064),(2 1011.56525),(3 1274.9277),(4 1464.9464),(5 1615.7822),(6 1682.8541),(7 1745.3053),(8 1800.803),(9 1845.8075),(10 1752.0602),(11 1889.434),(12 1891.1366),(13 1893.2975),(14 1903.9794),(15 1931.4092),(16 1910.4884),(17 1907.4412),(18 1914.9246),(19 1921.6604),(20 1800.0789),(21 1926.3737),(22 1922.2878),(23 1920.8898),(24 1930.0618),(25 1954.3156),(26 1933.4469),(27 1927.9945),(28 1933.0731),(29 1939.9893),(30 1822.253),(31 1945.1198),(32 1940.6895),(33 1939.5212),(34 1947.56),(35 1972.6465),(36 1951.4268),(37 1949.8365),(38 1957.9955),(39 1968.2866),(40 1852.9982),(41 1972.3997),(42 1967.649),(43 1968.0931),(44 1976.3652),(45 2000.9229),(46 1982.8623),(47 1983.0399),(48 1992.1707),(49 2001.8191),(50 1894.2712),(51 2010.7616),(52 2005.3118),(53 2001.712),(54 2004.6454),(55 2022.6368),(56 1999.2418),(57 1993.8995),(58 1997.3715),(59 2002.4269),(60 1890.628),(61 2003.3218),(62 1997.0143),(63 1994.9141),(64 2000.6818),(65 2021.4697),(66 2002.6523),(67 1998.8293),(68 2001.8491),(69 2007.6494),(70 1899.4548),(71 2008.6326),(72 2003.9645),(73 2003.4323),(74 2009.0793),(75 2031.3948),(76 2013.5242),(77 2012.9474),(78 2016.7814),(79 2023.8135),
(1 601.63904),(2 962.57153),(3 1206.6481),(4 1381.5874),(5 1523.9631),(6 1584.3383),(7 1640.6719),(8 1692.1459),(9 1733.6017),(10 1644.8381),(11 1773.3163),(12 1775.8939),(13 1777.0944),(14 1787.1375),(15 1812.3138),(16 1791.591),(17 1788.5342),(18 1793.7334),(19 1797.6927),(20 1685.2341),(21 1803.5371),(22 1799.9283),(23 1796.9166),(24 1802.2552),(25 1825.4686),(26 1806.8097),(27 1804.5175),(28 1810.3497),(29 1816.0087),(30 1704.0366),(31 1821.3306),(32 1820.2579),(33 1819.0634),(34 1824.5719),(35 1848.3649),(36 1829.1692),(37 1824.9736),(38 1830.4908),(39 1836.2235),(40 1728.945),(41 1842.394),(42 1841.8461),(43 1843.1553),(44 1849.0956),(45 1873.3273),(46 1856.5715),(47 1855.7649),(48 1864.868),(49 1871.692),(50 1768.0385),(51 1874.5071),(52 1869.0686),(53 1864.9049),(54 1865.6129),(55 1883.9434),(56 1863.8323),(57 1859.2778),(58 1860.5695),(59 1862.6848),(60 1757.164),(61 1864.2645),(62 1862.294),(63 1861.0111),(64 1863.6708),(65 1885.2316),(66 1867.1759),(67 1864.5964),(68 1870.2977),(69 1873.9728),(70 1773.3492),(71 1876.7225),(72 1873.0985),(73 1870.2501),(74 1874.6533),(75 1895.9377),(76 1879.6377),(77 1877.9371),(78 1882.5209),(79 1886.744),
(1 579.34515),(2 918.4493),(3 1151.297),(4 1311.7305),(5 1442.2145),(6 1500.3022),(7 1555.2461),(8 1599.6481),(9 1639.718),(10 1553.3815),(11 1679.3585),(12 1678.2825),(13 1679.5764),(14 1684.8152),(15 1707.1875),(16 1688.8275),(17 1688.96),(18 1693.7661),(19 1701.5819),(20 1590.0115),(21 1704.9528),(22 1698.4185),(23 1696.0449),(24 1699.4667),(25 1719.385),(26 1700.9026),(27 1700.1873),(28 1704.9681),(29 1713.5994),(30 1606.8732),(31 1720.3259),(32 1715.0459),(33 1715.0258),(34 1719.8044),(35 1741.8247),(36 1724.5448),(37 1724.2135),(38 1729.3695),(39 1736.896),(40 1629.5564),(41 1740.0692),(42 1736.2661),(43 1737.9789),(44 1742.9325),(45 1764.4476),(46 1749.6654),(47 1752.2306),(48 1759.8799),(49 1768.5775),(50 1667.8499),(51 1770.516),(52 1760.9741),(53 1755.7131),(54 1755.453),(55 1774.0243),(56 1755.7593),(57 1752.6102),(58 1755.0133),(59 1760.0135),(60 1657.8448),(61 1762.7108),(62 1758.2449),(63 1757.1693),(64 1759.141),(65 1777.7151),(66 1761.5801),(67 1763.005),(68 1767.4076),(69 1776.0968),(70 1680.3502),(71 1781.6749),(72 1775.068),(73 1773.3531),(74 1773.9403),(75 1793.2279),(76 1777.1024),(77 1775.7323),(78 1779.5253),(79 1784.8278),
(1 556.2186),(2 871.6569),(3 1086.3505),(4 1235.4819),(5 1355.488),(6 1409.2926),(7 1460.0831),(8 1502.6787),(9 1541.2009),(10 1457.6168),(11 1577.034),(12 1576.5121),(13 1577.4615),(14 1581.0103),(15 1600.9912),(16 1585.0823),(17 1585.0062),(18 1589.5731),(19 1598.2032),(20 1494.0043),(21 1603.9751),(22 1597.8909),(23 1597.4724),(24 1598.4202),(25 1615.6956),(26 1598.2045),(27 1596.0355),(28 1599.0894),(29 1606.9761),(30 1504.1158),(31 1611.0052),(32 1605.5302),(33 1604.8209),(34 1608.6976),(35 1629.6808),(36 1614.7347),(37 1614.9238),(38 1619.4851),(39 1628.825),(40 1527.7754),(41 1633.1609),(42 1628.0466),(43 1627.827),(44 1632.3804),(45 1652.2018),(46 1637.2645),(47 1637.9873),(48 1643.8557),(49 1653.6051),(50 1556.5311),(51 1654.7677),(52 1646.45),(53 1642.5048),(54 1641.8573),(55 1657.2273),(56 1640.3273),(57 1637.6182),(58 1638.755),(59 1645.2314),(60 1547.9672),(61 1647.8529),(62 1643.2529),(63 1641.2354),(64 1643.5747),(65 1661.5758),(66 1646.7286),(67 1646.7003),(68 1650.0015),(69 1658.2079),(70 1567.7418),(71 1665.673),(72 1659.8475),(73 1659.3983),(74 1660.9064),(75 1677.9747),(76 1665.2489),(77 1665.2346),(78 1668.2834),(79 1676.3411),
(1 535.30505),(2 830.68854),(3 1030.307),(4 1167.3121),(5 1274.163),(6 1325.4152),(7 1372.1879),(8 1410.4142),(9 1446.9799),(10 1364.5461),(11 1476.458),(12 1474.3585),(13 1476.8192),(14 1481.4606),(15 1498.4729),(16 1486.1819),(17 1486.8248),(18 1491.0066),(19 1498.0573),(20 1395.9233),(21 1499.3473),(22 1491.8384),(23 1491.3129),(24 1493.873),(25 1507.6544),(26 1495.3079),(27 1494.7245),(28 1499.0214),(29 1507.8203),(30 1409.1443),(31 1511.2533),(32 1507.8046),(33 1507.8021),(34 1510.321),(35 1526.7499),(36 1515.0013),(37 1514.9385),(38 1518.9634),(39 1526.1196),(40 1429.0756),(41 1530.237),(42 1525.5392),(43 1524.1401),(44 1527.0768),(45 1542.3986),(46 1531.6096),(47 1532.6451),(48 1536.9456),(49 1545.1072),(50 1452.5088),(51 1547.8042),(52 1540.3654),(53 1536.4818),(54 1536.4487),(55 1549.7396),(56 1537.616),(57 1535.363),(58 1536.3739),(59 1542.2225),(60 1451.3574),(61 1546.9752),(62 1542.0264),(63 1539.7524),(64 1539.8933),(65 1553.2357),(66 1542.8403),(67 1542.2164),(68 1546.3922),(69 1554.0436),(70 1466.5917),(71 1557.6355),(72 1551.6125),(73 1550.8496),(74 1552.3854),(75 1565.9036),(76 1556.8317),(77 1556.244),(78 1559.8785),(79 1566.945),
