1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46923.785),(2 120002.445),(3 228615.2),(4 354052.16),(5 492098.84),(6 659831.8),(7 818681.94),(8 1001360.3),(9 1343350.3),(10 1548902.1),(11 1755852.4),(12 2031369.1),(13 2245230.3),(14 2474821.8),(15 2702882.5),(16 2977923.3),(17 3230476),(18 3514612),(19 3744251.3),(20 3990944.3),(21 4254235.5),(22 4477639.5),(23 4709871.5),(24 4958456),(25 5162673.5),(26 5389143.5),(27 5589849.5),(28 5760838),(29 5934964.5),(30 6046950),(31 6120592.5),(32 6232088),(33 6375606.5),(34 6533177.5),(35 6706216.5),(36 6914054),(37 7091493.5),(38 7271792),(39 7486092),(40 7790464.5),(41 8051112),(42 8288782),(43 8525697),(44 8772478),(45 9024197),(46 9298242),(47 9593951),(48 9902485),(49 10237347),(50 10547779),(51 10883897),(52 11461325),(53 11942875),(54 12353089),(55 12773040),(56 13168301),(57 13583393),(58 14004464),(59 14372293),(60 14728892),(61 15086607),(62 15417725),(63 15807325),(64 16173421),(65 16514509),(66 16863008),(67 17179974),(68 17482284),(69 17729214),(70 17955000),(71 18278166),(72 18574986),(73 18927790),(74 19591182),(75 20078000),(76 20549852),(77 21083558),(78 21723890),(79 22231030),
(1 24807.633),(2 58416.81),(3 83102.01),(4 99644.19),(5 112462.15),(6 124298.266),(7 130477.82),(8 132837.3),(9 134345.94),(10 135976.42),(11 136543.02),(12 136295.17),(13 135504.19),(14 136690.63),(15 138879.72),(16 140519.28),(17 144234.27),(18 146805.95),(19 148095.56),(20 149036.86),(21 149403.08),(22 148716.64),(23 150053.61),(24 153057.77),(25 153209.81),(26 153389.58),(27 153185.94),(28 151724.63),(29 149765.92),(30 149304.72),(31 150028.63),(32 148901.64),(33 146951.8),(34 146020.61),(35 146331.14),(36 146331.81),(37 147373.44),(38 146393.19),(39 145872.2),(40 146717.77),(41 148258.67),(42 147886.13),(43 148694.81),(44 149950.77),(45 150054.28),(46 150246.67),(47 151769.92),(48 151057.8),(49 150343.8),(50 150759.11),(51 150354.23),(52 151367.38),(53 152285.58),(54 153092.39),(55 154521.64),(56 155820.53),(57 155324),(58 154874.52),(59 154396.38),(60 151679.47),(61 151321.86),(62 151811.06),(63 152639.56),(64 154399.31),(65 156195.53),(66 156895.13),(67 157180.69),(68 156280.64),(69 156771.38),(70 155756.86),(71 154214.34),(72 153462.77),(73 153511.11),(74 153895.98),(75 154704.61),(76 153373.02),(77 152626.72),(78 153079.14),(79 153307.86),
(1 24192.88),(2 57216.62),(3 81029.29),(4 98383.625),(5 113533.484),(6 122799.99),(7 128432.69),(8 132331.66),(9 135643.19),(10 138057.81),(11 138487.31),(12 139013.31),(13 138204.23),(14 137489.36),(15 137242.05),(16 137834.64),(17 139809.3),(18 140864.8),(19 142623.64),(20 144262.02),(21 144733.42),(22 143913.48),(23 144648.61),(24 147915.83),(25 149823.95),(26 152047.48),(27 153418.23),(28 152965.17),(29 153678.84),(30 155397.02),(31 154517.69),(32 154240.28),(33 152688.11),(34 152924.66),(35 155167.02),(36 156190.69),(37 156136.94),(38 155061.66),(39 155052.78),(40 156207.84),(41 157357.75),(42 157168.4),(43 156204.9),(44 155540.13),(45 155006.48),(46 155826.19),(47 155818.55),(48 155006.64),(49 152590.8),(50 151931.02),(51 152096.88),(52 153015.92),(53 154212.11),(54 154267.63),(55 155334.16),(56 156807.9),(57 156948.16),(58 156767.25),(59 156832.92),(60 156814.33),(61 156271.47),(62 156137.25),(63 155895.34),(64 156926.19),(65 156621.66),(66 156413.92),(67 156948.86),(68 157441.7),(69 157585.92),(70 156208.78),(71 155364.84),(72 153091.7),(73 151929.77),(74 150783.36),(75 150722.52),(76 150027.31),(77 150045.13),(78 151985.17),(79 152576.55),
(1 23276.373),(2 54061.81),(3 76299.08),(4 91467.12),(5 103794.734),(6 113258),(7 117040.32),(8 118538.79),(9 119954.75),(10 121026.63),(11 122448.1),(12 124697.37),(13 126370.95),(14 126737.95),(15 127202.086),(16 127863.516),(17 130281.58),(18 131469.08),(19 131011.71),(20 130617.914),(21 129825.64),(22 129664.84),(23 130660.22),(24 133740.13),(25 137959.6),(26 141021.45),(27 141562.97),(28 142452.69),(29 144204.77),(30 144711.73),(31 141204.25),(32 141035.31),(33 143382.86),(34 144136.63),(35 143818.19),(36 143780.25),(37 145268.48),(38 146729.86),(39 148041.72),(40 150345.39),(41 152130.05),(42 151589.98),(43 148585.72),(44 147675.38),(45 147527.36),(46 145511.98),(47 143194.9),(48 141698.19),(49 141277.36),(50 141463.03),(51 142822.25),(52 143612.14),(53 144686.23),(54 143609.08),(55 143690.42),(56 144885.45),(57 144324.44),(58 143092.2),(59 142744.83),(60 142798.52),(61 140142.3),(62 138191.53),(63 137471.08),(64 137033.97),(65 137964.19),(66 139844.25),(67 141104.94),(68 142262.27),(69 141358.36),(70 140079.13),(71 139322.2),(72 138684.3),(73 139282.92),(74 139648.03),(75 140362.06),(76 141063.3),(77 142574.55),(78 144880.88),(79 146265.4),
(1 22891.924),(2 53219.492),(3 74528.55),(4 87866.664),(5 98173.47),(6 106755.555),(7 110203.7),(8 111181.3),(9 113688.24),(10 114863.59),(11 114795.125),(12 115442.516),(13 117037.38),(14 118720.98),(15 120434.65),(16 122915.9),(17 125636.1),(18 125249.87),(19 124531.05),(20 124817.125),(21 124474.83),(22 124228.61),(23 124844.72),(24 125524.38),(25 127724.97),(26 128890.016),(27 129550.99),(28 130187.55),(29 130709.16),(30 130947.14),(31 131167.94),(32 131553.06),(33 132328.17),(34 133363.14),(35 133684.23),(36 133814.88),(37 134359.25),(38 135245.89),(39 135508.61),(40 135996.75),(41 136443.64),(42 137230.25),(43 137791.4),(44 140138.5),(45 141191.9),(46 139269.72),(47 136702.05),(48 135125.39),(49 136341.88),(50 137025.88),(51 136441.13),(52 134912.03),(53 134431.17),(54 133307.9),(55 133050.28),(56 133272.52),(57 134985.78),(58 135999),(59 136474.23),(60 138164.69),(61 137861.06),(62 137256.98),(63 136774.73),(64 136023.38),(65 134871.52),(66 133612.78),(67 132430.42),(68 132224.1),(69 134102.16),(70 135825.33),(71 137240.53),(72 138119.56),(73 140948.3),(74 140906.6),(75 140920.27),(76 141450.98),(77 142169.63),(78 142498.69),(79 142125.78),
(1 24451.848),(2 57043.246),(3 78698.58),(4 91145.164),(5 102338.63),(6 111301.87),(7 113037.42),(8 112064.91),(9 113621),(10 113456.88),(11 111528.7),(12 111782),(13 114315.66),(14 118213.914),(15 121016.734),(16 122536.7),(17 123910.875),(18 123604.36),(19 124599.66),(20 124954.85),(21 125357.7),(22 126109.195),(23 126893.375),(24 128006.99),(25 128588.805),(26 129391.9),(27 130013.17),(28 129614.13),(29 128615.22),(30 128945.73),(31 129291.91),(32 130089.54),(33 131466.23),(34 132831.81),(35 133435.2),(36 133707.95),(37 134077.22),(38 133792.81),(39 132893.94),(40 131591.52),(41 132190.36),(42 133726.73),(43 133508.66),(44 131709.66),(45 129780.35),(46 128308.71),(47 126293.82),(48 125081.65),(49 126627.64),(50 128109.84),(51 127947.03),(52 126896.82),(53 126978.125),(54 127259.55),(55 126489.15),(56 125162.63),(57 125179.13),(58 125474.25),(59 126624.39),(60 130253.95),(61 132886.33),(62 134806.02),(63 135731.17),(64 135939.58),(65 137231.31),(66 137640.14),(67 137983.47),(68 138323.06),(69 139876.53),(70 141434.34),(71 142556.14),(72 141840.86),(73 141117.73),(74 141890.25),(75 142847.6),(76 142471.94),(77 142072.27),(78 141384.67),(79 139437.88),
(1 22941.295),(2 53082.98),(3 72500.3),(4 84764.67),(5 95908.61),(6 103359.86),(7 105040.96),(8 104493.29),(9 106773.47),(10 107689.125),(11 107916.48),(12 109298.375),(13 110065.39),(14 110171.25),(15 110126.74),(16 109407.01),(17 109085.805),(18 109174.13),(19 111286.06),(20 113595.65),(21 115052.37),(22 115669.09),(23 116497.97),(24 117418.71),(25 118055.24),(26 119563.125),(27 121039.19),(28 121678.2),(29 121065.96),(30 121668.305),(31 121908.62),(32 123412.086),(33 124844.28),(34 125460.81),(35 124193.88),(36 123804.03),(37 124823.51),(38 126070.53),(39 126976.09),(40 127171.23),(41 128086.52),(42 128616.34),(43 128976.25),(44 129806.78),(45 130295.26),(46 130273.12),(47 128893.68),(48 128017.766),(49 129627.164),(50 131047.63),(51 130888.516),(52 130205.766),(53 130718.49),(54 130555.24),(55 130301.68),(56 129342.66),(57 128664.06),(58 128236.88),(59 129322.56),(60 130199.16),(61 129968.39),(62 129639.055),(63 130915.766),(64 132291.89),(65 132611.17),(66 133132.84),(67 134427.33),(68 134750.92),(69 132355.83),(70 130543.8),(71 129499.08),(72 129876.81),(73 129149.09),(74 129538.57),(75 130349.03),(76 129751.234),(77 128089.484),(78 126598.77),(79 125293.35),
(1 23167.705),(2 51770.496),(3 70011.984),(4 81511.47),(5 91824.09),(6 97878.06),(7 98435.31),(8 98424.45),(9 101557.15),(10 102042.67),(11 101633.18),(12 103576.52),(13 106512.36),(14 108548.75),(15 109198.02),(16 109638.055),(17 110696.38),(18 111428.3),(19 111903.4),(20 111618.03),(21 110984.02),(22 111838.43),(23 112480.11),(24 114166.2),(25 114849.195),(26 115135.336),(27 116204.34),(28 117206.195),(29 117221.734),(30 116691.305),(31 115756.59),(32 115944.79),(33 115289.3),(34 115513.02),(35 117425.04),(36 120256.03),(37 121311.805),(38 121729.875),(39 121933.305),(40 120386.63),(41 121265.56),(42 122765.11),(43 123134.45),(44 124305.055),(45 125305.07),(46 123885.84),(47 122517.91),(48 121589.93),(49 121289.26),(50 121446.12),(51 122301.83),(52 121995.414),(53 121778.79),(54 121143.59),(55 120350.14),(56 119164.9),(57 119202.445),(58 119792.26),(59 119904.73),(60 121119.37),(61 121026.81),(62 121350.234),(63 122461.23),(64 123515.21),(65 123535.12),(66 122880.33),(67 122129.2),(68 122609.8),(69 122766.14),(70 122437.055),(71 124068.85),(72 127718.49),(73 128844.19),(74 128459.56),(75 129392.19),(76 129620.61),(77 128393.87),(78 126316.9),(79 124860.76),
(1 22413.795),(2 50129.574),(3 68887.516),(4 81071.836),(5 90398.67),(6 96153.516),(7 98894.484),(8 99953.61),(9 101895.914),(10 102869.29),(11 103050.4),(12 103539.23),(13 104425.75),(14 105485.28),(15 105676.48),(16 105854.8),(17 107155.77),(18 108032.8),(19 107251.07),(20 107245.62),(21 108485.555),(22 109783.14),(23 110823.57),(24 113087.52),(25 113840.68),(26 115009.22),(27 116804.1),(28 117223.72),(29 116884.15),(30 117781.02),(31 118796.484),(32 120798.35),(33 123295.74),(34 123065.734),(35 123158.63),(36 123029.55),(37 121897.97),(38 121830.83),(39 121687.63),(40 121132.5),(41 122677.586),(42 122278.53),(43 121385.57),(44 122173),(45 122515.695),(46 121839.695),(47 122265.33),(48 123656.85),(49 125138.8),(50 127075.13),(51 127822.51),(52 127196.16),(53 125690.84),(54 125303.305),(55 125378.83),(56 125540.03),(57 125316.42),(58 124746.17),(59 123912.51),(60 123950),(61 124250.72),(62 125465.15),(63 126553.52),(64 127697.6),(65 128471.766),(66 128637.46),(67 128952.12),(68 129988.68),(69 132190.52),(70 133483.19),(71 134203.97),(72 134262.5),(73 132507.72),(74 131094.34),(75 130830.2),(76 129030.734),(77 126180.84),(78 124336.98),(79 124734.2),
(1 20937.398),(2 47592.574),(3 64853.836),(4 74467.8),(5 81307.336),(6 87721.74),(7 89584.54),(8 89925.34),(9 91746.42),(10 92896.695),(11 94023.12),(12 95440.125),(13 94707.59),(14 94467.66),(15 95920.65),(16 98532.74),(17 101245.984),(18 103324.68),(19 104580.305),(20 106100.41),(21 107862.87),(22 108357.4),(23 108997.305),(24 110611.164),(25 111686.09),(26 111021.945),(27 109531.58),(28 109022.89),(29 108913.93),(30 109272.96),(31 109927.305),(32 111997.37),(33 112332.15),(34 113603.71),(35 115831.234),(36 117053.64),(37 116442.9),(38 116184.914),(39 116547.85),(40 117603.445),(41 118754.98),(42 118497.8),(43 117708.91),(44 117824.63),(45 119262.74),(46 119500.586),(47 121168.11),(48 122192.74),(49 121637.97),(50 121063.99),(51 120697.14),(52 118620.375),(53 116142.47),(54 114414.2),(55 113422.234),(56 112575.69),(57 112912.28),(58 114180.71),(59 115380.87),(60 116101.766),(61 116420.09),(62 117854.51),(63 119402.4),(64 118579.766),(65 115700.44),(66 114562.99),(67 114649.164),(68 115465.38),(69 117247.88),(70 118440.62),(71 120464.4),(72 122354.88),(73 123449.12),(74 123926.945),(75 122390.05),(76 120974.4),(77 120099.79),(78 118437.26),(79 118455.93),
(1 20542.984),(2 46943.016),(3 63368.27),(4 71717.5),(5 78863.875),(6 84907.6),(7 86214.555),(8 86147.39),(9 87967.27),(10 90150.484),(11 91995.49),(12 94469.65),(13 96088.9),(14 96292.18),(15 97201.14),(16 98949.39),(17 101894.164),(18 103870.164),(19 104282.11),(20 104158.79),(21 106168.28),(22 107343.766),(23 108035.75),(24 107999.5),(25 107063.35),(26 106725.95),(27 106305.5),(28 105665.68),(29 105280.5),(30 105500.13),(31 106755.32),(32 108115.94),(33 107794.914),(34 109575.64),(35 110751.54),(36 111224.5),(37 111552.234),(38 112055.95),(39 111707.79),(40 112038.12),(41 114242.91),(42 115356.73),(43 115505.75),(44 116715.62),(45 117833.71),(46 118422.21),(47 120497.805),(48 121316.35),(49 120025.164),(50 119531.15),(51 118964.02),(52 116183.4),(53 113529.164),(54 112957.984),(55 112399.55),(56 111103.16),(57 110851.22),(58 110660.195),(59 111646.53),(60 115603.19),(61 116797.3),(62 117025.65),(63 117444.305),(64 114642.74),(65 112137.52),(66 111791.4),(67 113203.5),(68 113754.03),(69 115198.88),(70 116514.34),(71 118131.76),(72 118385.89),(73 117883.82),(74 116807.89),(75 117172.51),(76 116395.14),(77 116202.164),(78 116585.91),(79 116265.4),
(1 20456.42),(2 46323.195),(3 62744.215),(4 70964.555),(5 76515.65),(6 82121.02),(7 85044.41),(8 86271.51),(9 89212.805),(10 91058.86),(11 91382.484),(12 91731.03),(13 92934.72),(14 94174.04),(15 95300.71),(16 96435.4),(17 98079.22),(18 98988.96),(19 98616.82),(20 99108.945),(21 100897.53),(22 100618.42),(23 100983.82),(24 102141.32),(25 102509.016),(26 101972.94),(27 101046.68),(28 100862.42),(29 100279.88),(30 99606.48),(31 100180.21),(32 101267.67),(33 101997.85),(34 102100.75),(35 102958.414),(36 103550.85),(37 105023.8),(38 106696.21),(39 108219.04),(40 110152.33),(41 110655.14),(42 110662.66),(43 111231.836),(44 112462.21),(45 112063.73),(46 111542.51),(47 111770.38),(48 111235.695),(49 110025.38),(50 109737.38),(51 109021.28),(52 108038.45),(53 106781.555),(54 105940.07),(55 105884.14),(56 106214.73),(57 107342.01),(58 107275.6),(59 106345),(60 107140.39),(61 108189.02),(62 108297.85),(63 107515.414),(64 107131.89),(65 108387),(66 110280.31),(67 111745.17),(68 113131.59),(69 112979.586),(70 114218.48),(71 114816.75),(72 115786.15),(73 115365.79),(74 114473.625),(75 115685.82),(76 117540.63),(77 118845.18),(78 118859.82),(79 119543.266),
(1 19635.748),(2 44175.617),(3 60394.535),(4 69473.6),(5 75839.766),(6 81976.64),(7 85286.48),(8 86724.33),(9 88587.234),(10 90905.52),(11 92565.625),(12 94163.32),(13 94212.05),(14 93817.44),(15 94693.52),(16 96373.52),(17 97962.305),(18 98632.16),(19 99245.055),(20 100713.18),(21 100829.79),(22 99169),(23 98888.93),(24 99798.53),(25 98000.91),(26 97053.66),(27 96728.836),(28 97065.21),(29 97521.305),(30 98160.375),(31 99180.58),(32 100352.33),(33 99963.18),(34 99431.875),(35 99786.5),(36 99462.35),(37 99850.93),(38 100613.664),(39 101464.78),(40 102533.19),(41 102309.3),(42 101817.78),(43 101042.484),(44 102492.49),(45 104917.79),(46 107103.6),(47 107938.37),(48 107746.1),(49 107690.08),(50 108238.99),(51 107460.85),(52 107117.62),(53 107638.59),(54 107725.39),(55 107210),(56 107324.586),(57 108023.875),(58 107252.5),(59 107166.57),(60 108853.57),(61 109554.73),(62 109934.586),(63 109904.22),(64 109527.586),(65 109516.664),(66 109801.91),(67 109798.59),(68 110224.51),(69 111200.64),(70 111806.08),(71 111267.89),(72 110016.67),(73 109486.59),(74 108286.36),(75 108749.73),(76 108497.27),(77 108965.04),(78 110825.49),(79 112346.94),
(1 20159.107),(2 44697.66),(3 60230.496),(4 68738.375),(5 75049.26),(6 80029.54),(7 80872.64),(8 82402.3),(9 85972.625),(10 89086.66),(11 91824.055),(12 92485.9),(13 92118.99),(14 92923.57),(15 94141.36),(16 96317.49),(17 98906.22),(18 99306.16),(19 98628.24),(20 99369.92),(21 100473.86),(22 100309.9),(23 101796.34),(24 103268.11),(25 102785.33),(26 102581.336),(27 101998.49),(28 101119.734),(29 100380.28),(30 101541.914),(31 104284.98),(32 106354.17),(33 105869.75),(34 104570.33),(35 103835.4),(36 103841.125),(37 104261.57),(38 104269.03),(39 103709.05),(40 103306.87),(41 104515.945),(42 104805.305),(43 103833.04),(44 105271.53),(45 107448.695),(46 109127.63),(47 108867.14),(48 107991.414),(49 107405.305),(50 107032.41),(51 106625.85),(52 104209.58),(53 103083.375),(54 103666.74),(55 104292.03),(56 103539.57),(57 102999.55),(58 103248.13),(59 104212.24),(60 104294.93),(61 104381.52),(62 106144.234),(63 107530.92),(64 107906.8),(65 107358.555),(66 107388.05),(67 107570.914),(68 107956.555),(69 106809.95),(70 106462.11),(71 106730.28),(72 106793.375),(73 106518.85),(74 105952.05),(75 108005.07),(76 108560.07),(77 108741.44),(78 108448.71),(79 109037.83),
(1 19295.932),(2 42632.547),(3 56957.457),(4 65228.31),(5 71963.805),(6 76397.97),(7 78285.91),(8 79898.91),(9 82953.44),(10 84637.13),(11 86170.23),(12 86492.18),(13 86142.984),(14 87589.16),(15 89350.26),(16 91648.555),(17 93725.77),(18 93306.58),(19 93145.36),(20 94443.16),(21 94690.336),(22 95025.22),(23 95427.805),(24 95232.54),(25 94127.234),(26 94569.69),(27 95382.97),(28 95520.73),(29 95446.12),(30 96394.74),(31 98572.97),(32 100363.914),(33 98979.61),(34 98264.836),(35 98482.055),(36 97440.92),(37 97042.15),(38 98184.78),(39 99209.805),(40 100025.83),(41 99953.14),(42 100122.88),(43 101392.82),(44 103349.72),(45 103537.016),(46 102685.82),(47 102902.914),(48 103178.94),(49 102773.28),(50 102236.125),(51 102830.09),(52 101474.85),(53 99541.195),(54 98933.37),(55 99861.61),(56 100208.57),(57 100359.164),(58 100206.48),(59 100260.64),(60 99730.336),(61 98868.516),(62 99312.7),(63 99886.586),(64 99472.46),(65 99360.23),(66 99278.1),(67 100603.65),(68 101248.42),(69 101000.53),(70 100276.99),(71 99765.57),(72 99647.586),(73 100729.664),(74 102838.81),(75 104733.164),(76 105566.41),(77 105004.72),(78 105173.22),(79 105700.41),
(1 18945.096),(2 41624.348),(3 54900.1),(4 62981.824),(5 70125.64),(6 74880.93),(7 76254.625),(8 78341.08),(9 81673.25),(10 82131.84),(11 83150.516),(12 83921.7),(13 84243.33),(14 85227.33),(15 86616.81),(16 89204.75),(17 90767.51),(18 90199.945),(19 90460.09),(20 91356.07),(21 91119.664),(22 91783.78),(23 92754.22),(24 91906.65),(25 91566.11),(26 92463.35),(27 93431.56),(28 93748.914),(29 94095.69),(30 94339.625),(31 96162.914),(32 97036.055),(33 95275.77),(34 93935.25),(35 93278.2),(36 93045.586),(37 92750.45),(38 93095.74),(39 92781.625),(40 90972.78),(41 89543.45),(42 89811.42),(43 90226.56),(44 91917.35),(45 92826.266),(46 93541.516),(47 94674.39),(48 95295.05),(49 94353.46),(50 93327.95),(51 93912.08),(52 94267.6),(53 94630.32),(54 95772.56),(55 97621.016),(56 97981.945),(57 98175.12),(58 97971.01),(59 98942.55),(60 99510.15),(61 99728.71),(62 100913.59),(63 102263.05),(64 102629.89),(65 103739.79),(66 105290.07),(67 105843.97),(68 105221.12),(69 104529.19),(70 104909.305),(71 104799.234),(72 103777.336),(73 104778.54),(74 105844.22),(75 105832.52),(76 104850.75),(77 103612.016),(78 104997.15),(79 105922.87),
(1 18739.832),(2 40163.215),(3 52117.08),(4 59030.45),(5 65978.195),(6 70414.2),(7 70809.09),(8 72237.086),(9 74756.664),(10 75570.07),(11 76790.195),(12 78685.25),(13 80817.2),(14 81986.414),(15 82623.51),(16 84099.21),(17 85008.11),(18 84395.45),(19 84642.37),(20 85702.11),(21 85326.91),(22 84614.62),(23 85532.92),(24 86081.305),(25 86331.08),(26 87511.59),(27 88784.45),(28 89156.53),(29 89485.32),(30 90040.1),(31 91574.914),(32 92722.516),(33 90713.086),(34 89716.38),(35 90060),(36 91536.55),(37 93230.13),(38 93438.96),(39 92609.87),(40 91038.16),(41 90411.57),(42 90598.195),(43 91351.46),(44 93181.89),(45 94262.68),(46 94514.69),(47 94645.38),(48 93658.766),(49 93056.26),(50 93114.06),(51 92708.87),(52 91509.516),(53 91767.54),(54 91113.02),(55 90587.32),(56 90588.92),(57 91634.28),(58 91724.75),(59 91658.89),(60 91746.51),(61 92318.305),(62 93155.984),(63 94180.32),(64 94422.69),(65 95440.43),(66 97186.29),(67 97210.375),(68 95681.37),(69 94266.2),(70 93743.41),(71 93967.74),(72 93763.9),(73 94050),(74 94664.375),(75 95716.14),(76 96355.234),(77 95640.23),(78 95768.555),(79 96363.15),
(1 18340.299),(2 39811.71),(3 51576.605),(4 58342.258),(5 64950.016),(6 70645.266),(7 71965.22),(8 73852.6),(9 76397.414),(10 76909.76),(11 77863.53),(12 79219.78),(13 79671.66),(14 79891.52),(15 80267.4),(16 82321.41),(17 83307.484),(18 83952.13),(19 84450.14),(20 84230.98),(21 84315.14),(22 84903.64),(23 85486.664),(24 85661.234),(25 85706.29),(26 86578.945),(27 87355.68),(28 88073.61),(29 88431.68),(30 89398.46),(31 89279.02),(32 89441.09),(33 89524.59),(34 89686.5),(35 90225.164),(36 91592.97),(37 92754.7),(38 92328.67),(39 91904.68),(40 91531.06),(41 91287.375),(42 91159.84),(43 92679.09),(44 94567.445),(45 95389.47),(46 95648.64),(47 95903.09),(48 95800.305),(49 94918.53),(50 94754.695),(51 94144.5),(52 93285.74),(53 92553.3),(54 92404.05),(55 92350.234),(56 92995.84),(57 94876.914),(58 95502.2),(59 94431.46),(60 94886.26),(61 95483.445),(62 95738.16),(63 95528.766),(64 95319.95),(65 95413.59),(66 96769.84),(67 97505.31),(68 96867.555),(69 96320.1),(70 95600.51),(71 94231.75),(72 93558.664),(73 93225.57),(74 92784.69),(75 93046.53),(76 93341.24),(77 92974.875),(78 93050.266),(79 93917.46),
(1 18132.037),(2 39551.918),(3 51116.215),(4 58038.977),(5 63801.695),(6 67799.94),(7 69438.65),(8 72696.914),(9 76770.43),(10 77542.75),(11 78289.97),(12 79392.84),(13 80255.64),(14 81281.86),(15 82907.375),(16 84532.7),(17 86657.13),(18 88341.48),(19 88305.9),(20 87844.52),(21 89048.34),(22 91020.195),(23 92312.68),(24 93143.47),(25 91586.36),(26 90598.17),(27 90103.93),(28 89490.64),(29 88438.75),(30 88444.984),(31 88334.18),(32 87716.94),(33 85633.94),(34 85322.19),(35 86486.805),(36 87280.94),(37 87830.555),(38 86776.3),(39 86092.414),(40 85974.2),(41 86370.15),(42 87820.25),(43 89008.95),(44 88708.39),(45 87849.125),(46 87200.02),(47 87220.7),(48 86799.95),(49 85957.71),(50 85810.805),(51 85675.625),(52 86581.25),(53 85886.12),(54 85802.77),(55 85807.64),(56 85937.06),(57 87109.875),(58 88381.805),(59 89250.75),(60 90670.25),(61 91537.04),(62 92429.47),(63 94461.984),(64 95511.625),(65 95221.1),(66 94158.914),(67 93337.13),(68 93125.336),(69 92997.414),(70 92591.27),(71 92954.266),(72 93289.125),(73 93134.3),(74 92992.97),(75 92320.086),(76 92628.34),(77 92816.26),(78 92567.805),(79 92220.21),
