1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 114255.46),(2 221001.23),(3 331838.2),(4 387908.34),(5 523272.6),(6 701961.5),(7 876763.5),(8 841722.8),(9 882427.7),(10 951233.06),(11 984074.3),(12 922474.8),(13 918091.7),(14 976569.2),(15 981302.2),(16 991517.3),(17 986909.25),(18 1076241),(19 1128285.1),(20 1180304.9),(21 1202184),(22 1255953.9),(23 1318091),(24 1382296.9),(25 1399808),(26 1436873),(27 1508901),(28 1565401.6),(29 1637799.6),(30 1657420.5),(31 1714800.6),(32 1811369.4),(33 1970134.6),(34 1958990),(35 1980926),(36 1991465.4),(37 2073880.6),(38 1992827),(39 1925245.4),(40 1853256.1),(41 1812138.6),(42 1766508.9),(43 1706106.4),(44 1651991.4),(45 1606194.5),(46 1535402.1),(47 1485478.1),(48 1456857),(49 1519614.6),(50 1504579),(51 1443202.4),(52 1457630.4),(53 1504423.4),(54 1547216.6),(55 1550621.6),(56 1535003.6),(57 1631723.6),(58 1630272),(59 1638542.4),(60 1577478.6),(61 1582361),(62 1630271),(63 1630434.9),(64 1579126),(65 1538209),(66 1599158),(67 1680504.6),(68 1634296.4),(69 1661047),(70 1689385.1),(71 1754982.4),(72 1787021.6),(73 1849323),(74 1928653),(75 2020078.4),(76 2036019.6),(77 2087212.5),(78 2116014.8),(79 2176664.3),
(1 33618.574),(2 97627.336),(3 184529.48),(4 280375.4),(5 390202.03),(6 497824.88),(7 599018.9),(8 697126),(9 791924),(10 874088.2),(11 953757.4),(12 1034735.6),(13 1110707.8),(14 1185280.4),(15 1251985.6),(16 1315254.5),(17 1381389),(18 1439851.3),(19 1496731.5),(20 1553088.1),(21 1609133.6),(22 1678687.9),(23 1744400.8),(24 1802732.9),(25 1865332.5),(26 1920973.6),(27 1961707.9),(28 1993953.8),(29 2019335.6),(30 2033976.4),(31 2047667.5),(32 2061171.9),(33 2069665),(34 2076173.9),(35 2088343.1),(36 2101035.3),(37 2109818),(38 2115674),(39 2130387),(40 2145507.3),(41 2174780.3),(42 2192052.3),(43 2224980.5),(44 2247691.3),(45 2273070),(46 2286858.8),(47 2296969.3),(48 2288921.5),(49 2285656),(50 2288456.8),(51 2302354),(52 2306026),(53 2304338.8),(54 2301091.5),(55 2298758.5),(56 2296258.8),(57 2301264.3),(58 2304529.8),(59 2306516.5),(60 2316808.3),(61 2311040.3),(62 2303387.8),(63 2309546.5),(64 2306296),(65 2307334.5),(66 2316989.5),(67 2325205.8),(68 2333588.8),(69 2352292.8),(70 2377314.5),(71 2409028),(72 2429384.8),(73 2445185.5),(74 2455333),(75 2466432.5),(76 2470642.5),(77 2468909.5),(78 2468285.5),(79 2451493.8),
(1 33699.035),(2 97624.97),(3 178717.5),(4 269378.38),(5 372509.97),(6 464056.5),(7 548679.1),(8 626286.56),(9 703945.3),(10 772016),(11 831138.2),(12 888822.06),(13 942459.5),(14 993722.8),(15 1027137.7),(16 1063394.9),(17 1108559.9),(18 1162000.3),(19 1203056.9),(20 1249288.1),(21 1295656.9),(22 1341772.8),(23 1384970.4),(24 1418363),(25 1458344.4),(26 1499144),(27 1536641.6),(28 1573563.6),(29 1623363.9),(30 1668051.4),(31 1722109.5),(32 1762695.6),(33 1800749.4),(34 1834294.6),(35 1874488.5),(36 1911894),(37 1945962.6),(38 1977305.9),(39 2006714),(40 2031821),(41 2071104),(42 2089914.5),(43 2111564.8),(44 2139224.3),(45 2174891.8),(46 2198553.8),(47 2224544.8),(48 2248888.8),(49 2271421.3),(50 2294505.8),(51 2328685),(52 2350842),(53 2370334.8),(54 2376274.3),(55 2398722),(56 2409746),(57 2423293.3),(58 2420954),(59 2415830.8),(60 2399365.3),(61 2378715.3),(62 2363247),(63 2367072.8),(64 2364752.3),(65 2357720.3),(66 2348788.3),(67 2344712),(68 2334411),(69 2325418),(70 2322692.8),(71 2319833.3),(72 2309324.8),(73 2300406.8),(74 2284939.3),(75 2270015),(76 2259624.3),(77 2246537),(78 2229116.3),(79 2209699.8),
(1 36727.74),(2 106781.45),(3 196985.27),(4 295883.25),(5 406677.84),(6 510509.38),(7 608701.06),(8 701827.06),(9 795997.6),(10 889100.25),(11 977138.94),(12 1059463.4),(13 1143841),(14 1220175.1),(15 1280500.1),(16 1338053.6),(17 1398584.4),(18 1455772),(19 1502346.3),(20 1555506.9),(21 1598033.6),(22 1649461.8),(23 1690885.5),(24 1738198.5),(25 1783232.5),(26 1828940.8),(27 1870600.5),(28 1906787.9),(29 1943121.1),(30 1965769.3),(31 1985521),(32 2005045.1),(33 2025621.3),(34 2042302.3),(35 2062404),(36 2075348.8),(37 2085978.5),(38 2088768.6),(39 2096949.8),(40 2116128.3),(41 2127465.3),(42 2138181.5),(43 2158726),(44 2177631),(45 2197323.3),(46 2214618),(47 2244413.5),(48 2261871.3),(49 2278888.8),(50 2298620.8),(51 2326598),(52 2347511.8),(53 2367742.8),(54 2381022.8),(55 2397582.5),(56 2413835.8),(57 2434229.8),(58 2450554.3),(59 2468493),(60 2483679.8),(61 2492077.3),(62 2501138.8),(63 2521319.3),(64 2542643),(65 2569829.3),(66 2600151),(67 2644734.5),(68 2681872.8),(69 2722080.8),(70 2769324.8),(71 2818402.5),(72 2849214),(73 2880496.8),(74 2891904.8),(75 2894025),(76 2895667.8),(77 2889520.8),(78 2878574.5),(79 2869461.8),
(1 33412.816),(2 94676.65),(3 169686.8),(4 252680.69),(5 348736),(6 443534.8),(7 528092.2),(8 613173.8),(9 699513.7),(10 784711.5),(11 865336.06),(12 938453.94),(13 1007557.4),(14 1070404.8),(15 1122715.6),(16 1177015.9),(17 1231760.1),(18 1285709.4),(19 1333186.5),(20 1391026.8),(21 1432973.1),(22 1467459),(23 1509669.8),(24 1549292.8),(25 1585812),(26 1634703.9),(27 1675736.1),(28 1711042.9),(29 1743077.1),(30 1770674.8),(31 1804027),(32 1827840.1),(33 1869050.5),(34 1910635),(35 1942663.6),(36 1976927),(37 2010943.3),(38 2037490.4),(39 2064403.4),(40 2091320.1),(41 2116718),(42 2133524),(43 2154698),(44 2168500.8),(45 2180609.5),(46 2190539.3),(47 2196603.8),(48 2187349),(49 2181972.8),(50 2175410),(51 2172080.8),(52 2156067.3),(53 2141687),(54 2120303.8),(55 2097881.8),(56 2079668.6),(57 2060508.5),(58 2040040.8),(59 2028598.5),(60 2020696.4),(61 2005552.8),(62 1993192.1),(63 1977090.3),(64 1966920.6),(65 1958918.9),(66 1962480),(67 1965144.1),(68 1969403.3),(69 1980132.1),(70 1994959.9),(71 2022669.6),(72 2047309.9),(73 2072956.1),(74 2089579.5),(75 2111054.5),(76 2130241.8),(77 2144125.5),(78 2163733),(79 2183728.3),
(1 35448.977),(2 104006.78),(3 189941.52),(4 285311.16),(5 395662.97),(6 504229.94),(7 601548.94),(8 691940.94),(9 779890.1),(10 860601.3),(11 934626.7),(12 1000698.4),(13 1064984),(14 1121699.1),(15 1161890.9),(16 1202851.8),(17 1244781.4),(18 1291815.1),(19 1324217.6),(20 1361572.1),(21 1394825.9),(22 1425604.3),(23 1448758.9),(24 1477709.5),(25 1507263.8),(26 1539862.9),(27 1566477.6),(28 1590428),(29 1618767.1),(30 1637750.1),(31 1662999.5),(32 1686484),(33 1715269),(34 1729694.1),(35 1749449.5),(36 1769892.5),(37 1792580.1),(38 1812342.3),(39 1838132.5),(40 1850770.1),(41 1860806.3),(42 1865318.4),(43 1875219.3),(44 1882535.9),(45 1883758.5),(46 1882982.9),(47 1885241),(48 1876986.4),(49 1874884.3),(50 1865601.6),(51 1859333.8),(52 1846476),(53 1829001),(54 1804097.8),(55 1790782.1),(56 1771717.4),(57 1757497.8),(58 1751139.4),(59 1750532.8),(60 1755898.6),(61 1768783.9),(62 1791458.5),(63 1819705),(64 1844965.1),(65 1875059.3),(66 1905568.6),(67 1934707.8),(68 1966937.6),(69 2006887.5),(70 2042016.8),(71 2075193.4),(72 2102850),(73 2131841.3),(74 2163603.5),(75 2202642),(76 2237580),(77 2273438),(78 2299671.5),(79 2335604.3),
(1 33912.574),(2 98770.5),(3 178296.19),(4 266611.63),(5 370471.97),(6 471700.9),(7 566172.94),(8 652685.2),(9 741935.44),(10 825290),(11 903473.8),(12 973453.3),(13 1043388.56),(14 1100412.3),(15 1143428.3),(16 1178496.4),(17 1207593.9),(18 1233966.6),(19 1259060.5),(20 1279430.1),(21 1300737.5),(22 1312055.5),(23 1325373.3),(24 1346690.8),(25 1369648.1),(26 1384533.6),(27 1392591.8),(28 1400877.3),(29 1414315.3),(30 1423702.6),(31 1437356.9),(32 1458878.5),(33 1483344.9),(34 1501956.3),(35 1535585.3),(36 1565667.3),(37 1601931.6),(38 1637220.5),(39 1678288.3),(40 1716560.4),(41 1752237.4),(42 1785600.4),(43 1825521.1),(44 1854058.9),(45 1885086.6),(46 1906056.3),(47 1927368.5),(48 1934698.9),(49 1938820),(50 1933399.5),(51 1928748),(52 1915477.9),(53 1894646),(54 1874554.1),(55 1860581.8),(56 1844558),(57 1834794),(58 1828177.4),(59 1830743.9),(60 1832306.6),(61 1843892.1),(62 1852655.8),(63 1870852.1),(64 1882535.6),(65 1903930.4),(66 1923513.9),(67 1939777.6),(68 1954979.3),(69 1973078),(70 1992901.6),(71 2009061.1),(72 2023384.9),(73 2038613.9),(74 2054545.5),(75 2075337.1),(76 2088820.5),(77 2101720.5),(78 2108695),(79 2111379.5),
(1 34223.848),(2 98379.586),(3 178528.3),(4 268021.84),(5 369769.22),(6 467113.9),(7 553638.9),(8 630110),(9 705608.56),(10 769622.2),(11 825499.1),(12 875829.1),(13 923439.25),(14 967225.8),(15 1005939.9),(16 1041577.44),(17 1077620.8),(18 1104213),(19 1129193.3),(20 1154279.6),(21 1183091.9),(22 1206682.4),(23 1237717.8),(24 1268070.5),(25 1293603.9),(26 1316078.4),(27 1345193.5),(28 1363769.8),(29 1385079.6),(30 1398869.6),(31 1414262.5),(32 1424678.5),(33 1439082.3),(34 1444242.3),(35 1451506.9),(36 1458054.4),(37 1467567),(38 1465517.4),(39 1473124.1),(40 1478004.9),(41 1484484.4),(42 1487107.4),(43 1501977.5),(44 1512861.4),(45 1533467.1),(46 1551152.8),(47 1577415.8),(48 1601294.8),(49 1622919.5),(50 1640514.8),(51 1658725.6),(52 1664887.9),(53 1672940.5),(54 1673092.3),(55 1675965.6),(56 1683488.9),(57 1690757.3),(58 1704695.9),(59 1721692),(60 1731209.8),(61 1756894.9),(62 1783438.3),(63 1812204.5),(64 1837548),(65 1867095.3),(66 1893578.1),(67 1911143.4),(68 1923713.9),(69 1941907.8),(70 1950693.1),(71 1963747.9),(72 1974092.1),(73 1989155.8),(74 1991336.8),(75 2005426.1),(76 2020408.3),(77 2040316.9),(78 2047190.1),(79 2060609.1),
(1 30698.932),(2 87395.63),(3 154488.56),(4 226257.25),(5 309690.38),(6 388111.03),(7 461675),(8 528447.6),(9 599370.6),(10 660228.4),(11 717567.44),(12 776662.25),(13 835868.94),(14 891961.8),(15 947540.8),(16 1011218.94),(17 1070038),(18 1122661.6),(19 1174243.1),(20 1225243),(21 1274452.3),(22 1319159.1),(23 1369024.5),(24 1416228.6),(25 1461698.1),(26 1503125.6),(27 1545615.3),(28 1582739.1),(29 1614411.1),(30 1643125.5),(31 1675106.1),(32 1702098.6),(33 1723356.1),(34 1737738.1),(35 1753843.9),(36 1755380.5),(37 1754615.8),(38 1750746.6),(39 1742514.5),(40 1742589.9),(41 1735712.5),(42 1717891.1),(43 1704844.8),(44 1682797.5),(45 1659555.8),(46 1640651.6),(47 1622732),(48 1603756.9),(49 1587470.8),(50 1571950.9),(51 1561976.6),(52 1548069.4),(53 1540191.8),(54 1530266),(55 1527754.5),(56 1523640.5),(57 1522684.6),(58 1527469.6),(59 1538326.6),(60 1545253.9),(61 1551553.8),(62 1553244.1),(63 1562248.1),(64 1564319.9),(65 1564852.4),(66 1570694),(67 1578932.4),(68 1586501.5),(69 1587954.1),(70 1591378.6),(71 1596944),(72 1599058.9),(73 1600423.6),(74 1600900.9),(75 1615174.3),(76 1624850),(77 1631682.5),(78 1637410),(79 1646088.3),
(1 32435.795),(2 93793),(3 169595.03),(4 253919.16),(5 354416.38),(6 453542.34),(7 549569.75),(8 637896.5),(9 725184.25),(10 797350.5),(11 859267.25),(12 919334.7),(13 980344.75),(14 1033400.9),(15 1078478),(16 1122680.3),(17 1161148),(18 1193341.5),(19 1219367),(20 1250028.3),(21 1273605.3),(22 1293679),(23 1315931.3),(24 1333041.4),(25 1353259.5),(26 1369224),(27 1386485.3),(28 1398663),(29 1407508),(30 1412295.8),(31 1417290.6),(32 1416810.6),(33 1422647),(34 1429092.4),(35 1435386.3),(36 1434602.8),(37 1434123.5),(38 1424113.3),(39 1416502),(40 1409760.3),(41 1397178.5),(42 1383116.3),(43 1371716.9),(44 1353659.3),(45 1343784.1),(46 1329352.5),(47 1317993.3),(48 1309687.5),(49 1309189.1),(50 1307442.3),(51 1310459),(52 1311282.5),(53 1316041.1),(54 1319499),(55 1321483.1),(56 1316756.4),(57 1314956.1),(58 1318671.5),(59 1325868.4),(60 1336195.3),(61 1345392.5),(62 1360082.1),(63 1382267.6),(64 1400143),(65 1421999.3),(66 1441009.6),(67 1460664.6),(68 1477816.8),(69 1495858.5),(70 1503094.3),(71 1512597.8),(72 1523182.6),(73 1531490),(74 1529754),(75 1531934.4),(76 1532131.5),(77 1524898.8),(78 1512749),(79 1502745),
(1 32337.406),(2 93479.375),(3 169058.11),(4 251850.05),(5 349350.1),(6 447219.25),(7 538957.3),(8 623024.6),(9 707403.8),(10 777434.75),(11 836264.6),(12 892825.06),(13 944193.3),(14 988324.56),(15 1028540.75),(16 1069348.9),(17 1109152.4),(18 1141945.4),(19 1175790.5),(20 1207889.5),(21 1235732.5),(22 1259492.8),(23 1279863.1),(24 1291625.6),(25 1304639.1),(26 1318342.6),(27 1331513.3),(28 1342303.6),(29 1355171.4),(30 1366423.8),(31 1385786),(32 1396942.6),(33 1413771.9),(34 1427648.6),(35 1442562),(36 1457394.6),(37 1470302.9),(38 1472116.1),(39 1474022),(40 1473703.8),(41 1471011.4),(42 1466854.5),(43 1467092.1),(44 1467924),(45 1471125),(46 1469289.1),(47 1470088.6),(48 1467920.9),(49 1468817.5),(50 1475276.8),(51 1488156.3),(52 1493173.8),(53 1495280),(54 1497194),(55 1505526.4),(56 1504411.8),(57 1503682),(58 1510893.6),(59 1527165.1),(60 1545333.4),(61 1559477.6),(62 1575488.5),(63 1597923.3),(64 1617376.4),(65 1631271.6),(66 1647173.9),(67 1666639.1),(68 1676410.9),(69 1684744),(70 1690060.1),(71 1695994.4),(72 1689173.1),(73 1675105.1),(74 1667932.1),(75 1662200.1),(76 1644580.8),(77 1634325.9),(78 1626652.1),(79 1625066.8),
(1 29708.408),(2 87162.53),(3 159005.55),(4 237344.77),(5 326974.97),(6 415368.75),(7 495463.66),(8 565998.6),(9 630544.5),(10 685660.1),(11 733707.9),(12 778625.1),(13 821851.7),(14 857990.44),(15 892102.6),(16 928695.8),(17 957581.3),(18 978642.06),(19 997073.6),(20 1015953.8),(21 1032999.75),(22 1046433.7),(23 1063269.3),(24 1073300.8),(25 1093974.6),(26 1112985.1),(27 1129861.8),(28 1148061.5),(29 1165152),(30 1175012.4),(31 1195195.6),(32 1216678.3),(33 1236648.6),(34 1250292.6),(35 1263677.8),(36 1278417.4),(37 1286386.5),(38 1288970.9),(39 1296458.5),(40 1304314.8),(41 1306689.6),(42 1307543.5),(43 1310286),(44 1308430.9),(45 1304655.8),(46 1297964.8),(47 1290816.8),(48 1277596.1),(49 1264053.5),(50 1252346.6),(51 1248972.8),(52 1242363.3),(53 1238620.1),(54 1234913.9),(55 1238319.8),(56 1239943.5),(57 1243857.6),(58 1248530.3),(59 1254362.8),(60 1254393.4),(61 1259159.6),(62 1261974.4),(63 1271234.8),(64 1276815),(65 1283071.3),(66 1284433.4),(67 1295711.1),(68 1297732.1),(69 1300092),(70 1299904.6),(71 1303079.6),(72 1294702),(73 1285432.6),(74 1270659),(75 1264745.6),(76 1252042.4),(77 1248872.8),(78 1245109.9),(79 1250202),
(1 32901.438),(2 97870.41),(3 181661.94),(4 273445.13),(5 377060.2),(6 477301.84),(7 572447),(8 659690.06),(9 738873.94),(10 810460.56),(11 875200.25),(12 938707),(13 997166.9),(14 1047667.7),(15 1092206.5),(16 1131740.1),(17 1156976.4),(18 1180726.1),(19 1194741.9),(20 1214335.3),(21 1226450.5),(22 1233870.6),(23 1233666.5),(24 1233562.1),(25 1234639),(26 1238499.8),(27 1249042.3),(28 1256399.5),(29 1270260.8),(30 1286724),(31 1309787.5),(32 1328816.1),(33 1347798.5),(34 1364408.4),(35 1380256.3),(36 1395811.5),(37 1411859.4),(38 1428006.5),(39 1439563.5),(40 1456772.4),(41 1470231.5),(42 1482373.5),(43 1499174.9),(44 1509612.3),(45 1514187.5),(46 1511902.5),(47 1511531.5),(48 1494163.4),(49 1487213),(50 1480146.5),(51 1480220.3),(52 1470236.4),(53 1463355.5),(54 1452920.5),(55 1447872),(56 1443335.9),(57 1440601.1),(58 1444556.1),(59 1451994.9),(60 1465455.3),(61 1472574.5),(62 1485198.1),(63 1503317.1),(64 1515781.1),(65 1520536.6),(66 1525994.5),(67 1542684.8),(68 1549448.3),(69 1553068.4),(70 1556267.6),(71 1560563.3),(72 1555673.5),(73 1548958.5),(74 1546048),(75 1547560),(76 1538936.6),(77 1535777.1),(78 1534519.6),(79 1533770.3),
(1 32280.453),(2 95878.76),(3 179242.98),(4 271935.22),(5 377180.88),(6 480026.28),(7 575684.2),(8 664310.25),(9 747970.94),(10 823754.5),(11 884437.2),(12 936524.06),(13 982119.94),(14 1012782.7),(15 1036039.25),(16 1059162.8),(17 1081944.6),(18 1104103.9),(19 1118720.4),(20 1138588.3),(21 1158497.1),(22 1178862),(23 1196749.5),(24 1216060.5),(25 1236387),(26 1255175.6),(27 1276494.9),(28 1288291.3),(29 1299846.5),(30 1310288.1),(31 1319729.9),(32 1325914.3),(33 1333597.3),(34 1341526.4),(35 1345020.6),(36 1350810.8),(37 1356378.4),(38 1351700.5),(39 1350240.4),(40 1350132.5),(41 1352310.9),(42 1356344.1),(43 1365529.1),(44 1373472.5),(45 1383200.9),(46 1393875.1),(47 1406370.5),(48 1414384.6),(49 1421787.9),(50 1432720.8),(51 1451156.9),(52 1462343.4),(53 1472649.1),(54 1478812.6),(55 1483064.6),(56 1484277.9),(57 1482101.4),(58 1474384.4),(59 1470742),(60 1464566),(61 1455446.4),(62 1447152.4),(63 1434290.3),(64 1422519),(65 1404666.1),(66 1390323.9),(67 1380500.8),(68 1362397.5),(69 1347099.1),(70 1329579),(71 1318805),(72 1303447.4),(73 1290717.9),(74 1281221.4),(75 1272007.6),(76 1267042.3),(77 1261642.4),(78 1262809.3),(79 1271539.1),
(1 34099.09),(2 97146.34),(3 174189.72),(4 262181.5),(5 364599.6),(6 464470.94),(7 553378.9),(8 638895.56),(9 716413.75),(10 786356.25),(11 841314.56),(12 889442.5),(13 932558.5),(14 968343.94),(15 998531),(16 1026480),(17 1054523.9),(18 1083728.5),(19 1103534.3),(20 1134305.3),(21 1162653.5),(22 1184604.9),(23 1205093.8),(24 1225041.8),(25 1241753.6),(26 1257115.4),(27 1270208.9),(28 1282325),(29 1292942.8),(30 1300620.6),(31 1309761.1),(32 1314349.1),(33 1323417.1),(34 1334047.5),(35 1342228),(36 1355004.8),(37 1366454.1),(38 1371279.9),(39 1377763.8),(40 1381623.4),(41 1383327.9),(42 1389365.9),(43 1398375.3),(44 1406839.8),(45 1415657.4),(46 1428233.4),(47 1441860.5),(48 1457978.9),(49 1471968.6),(50 1485369.9),(51 1506080.1),(52 1519848.1),(53 1532747.8),(54 1536789.1),(55 1546503.6),(56 1552203),(57 1559809.4),(58 1566851),(59 1580680.1),(60 1589137.4),(61 1594505.6),(62 1604016.9),(63 1620565.8),(64 1632852.3),(65 1635438.3),(66 1644183.9),(67 1654685.1),(68 1652701.1),(69 1647795),(70 1645985.3),(71 1642022.9),(72 1624166.3),(73 1611432.1),(74 1593907.8),(75 1575475.5),(76 1554568.5),(77 1529876.6),(78 1512211.8),(79 1490948.4),
(1 30509.316),(2 85894.375),(3 153707.2),(4 226888.02),(5 307157.9),(6 384133.56),(7 452824),(8 515190.13),(9 574667.75),(10 632111.8),(11 682513.6),(12 733908.2),(13 781200.4),(14 821700.9),(15 856784.25),(16 896064),(17 934689.44),(18 977725),(19 1013335.1),(20 1049332.9),(21 1079611.8),(22 1110178),(23 1134793.9),(24 1155284.8),(25 1175421.4),(26 1185510.3),(27 1199467.9),(28 1210352.5),(29 1228724.1),(30 1244002.3),(31 1265306),(32 1285122.1),(33 1303772.5),(34 1324647.6),(35 1349303.1),(36 1372250.4),(37 1400798.6),(38 1422266.1),(39 1446288.8),(40 1465402.3),(41 1483532.1),(42 1498399.5),(43 1514706.9),(44 1529185.8),(45 1543435.8),(46 1553032.5),(47 1560326.3),(48 1563240.5),(49 1561613),(50 1554685.4),(51 1551291.8),(52 1547219.5),(53 1541706.3),(54 1528496.9),(55 1515763.5),(56 1503687.5),(57 1495502.3),(58 1485372.5),(59 1476816.1),(60 1464290.1),(61 1461859.1),(62 1460124.1),(63 1467066.3),(64 1471398.6),(65 1474298.9),(66 1477099.3),(67 1480487.6),(68 1482025.1),(69 1483232.5),(70 1476429.9),(71 1469451.9),(72 1455956.1),(73 1447278.1),(74 1435634.8),(75 1422977.3),(76 1413636.6),(77 1403519.5),(78 1393038.4),(79 1387982.9),
(1 33146.785),(2 94369.75),(3 167243.42),(4 249469.08),(5 345431.1),(6 437200),(7 520291.44),(8 594232.3),(9 666376.2),(10 728577.7),(11 782959.75),(12 837854),(13 888563.3),(14 935219.8),(15 971948.56),(16 1011553.25),(17 1044827.5),(18 1075566.3),(19 1099072.5),(20 1121811.1),(21 1134795),(22 1143460.6),(23 1149231.6),(24 1149612.8),(25 1155893.9),(26 1150497.5),(27 1141612.1),(28 1134299.3),(29 1134811.8),(30 1127862.9),(31 1124776),(32 1126389),(33 1130556.1),(34 1131924.9),(35 1140258.5),(36 1149134),(37 1158952),(38 1166789.9),(39 1178855.9),(40 1191800.3),(41 1203018.8),(42 1218187.4),(43 1233797.8),(44 1247911.4),(45 1260449.8),(46 1277058.8),(47 1294360),(48 1307885.9),(49 1323882.6),(50 1331217.9),(51 1345684.4),(52 1356201.5),(53 1367024.3),(54 1371885),(55 1376630.8),(56 1379646.1),(57 1382743.1),(58 1379732.5),(59 1376432.3),(60 1367863.6),(61 1355577.5),(62 1344766.6),(63 1333904.4),(64 1323170),(65 1316891),(66 1314899.5),(67 1314825.8),(68 1312709.4),(69 1313363.8),(70 1312445.1),(71 1316572.3),(72 1316058.8),(73 1320833.3),(74 1325101.1),(75 1338340.8),(76 1354375.5),(77 1372641.1),(78 1384988.8),(79 1392873.5),
