1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18523.568),(2 42512.586),(3 62977.145),(4 106227.75),(5 136960.86),(6 168024.98),(7 196027.38),(8 221660.83),(9 251718.67),(10 283548.38),(11 311289.72),(12 334793.34),(13 369914.16),(14 399529.6),(15 428988.5),(16 456713.88),(17 490498.25),(18 520883.72),(19 556225.7),(20 588132.75),(21 624022.44),(22 677595.2),(23 727766.2),(24 768286.7),(25 857054.7),(26 916244),(27 969661.75),(28 1046093.3),(29 1120675.6),(30 1217008.5),(31 1335604),(32 1427992.9),(33 1500207.6),(34 1570289.6),(35 1624148),(36 1667196.1),(37 1711026.5),(38 1762098.6),(39 1803420.6),(40 1841187.5),(41 1841621.5),(42 1857196.4),(43 1861919.6),(44 1853774),(45 1844677.1),(46 1858994.5),(47 1854062),(48 1854667.9),(49 1861259.1),(50 1858583),(51 1839819),(52 1830258.1),(53 1796196),(54 1761803.1),(55 1726275.4),(56 1685652.4),(57 1650132),(58 1614926.5),(59 1578746),(60 1566241.5),(61 1559834.1),(62 1564459),(63 1549167.9),(64 1538498.9),(65 1532260.5),(66 1513203.4),(67 1519624.6),(68 1523360.9),(69 1605427.1),(70 1632149.1),(71 1667560.4),(72 1647562.1),(73 1669018.6),(74 1668677.9),(75 1675639),(76 1716176.6),(77 1743385.5),(78 1757084.6),(79 1824954.4),
(1 15286.111),(2 49183.926),(3 98659.086),(4 174761.34),(5 270035.4),(6 372951.47),(7 477133.03),(8 591547.8),(9 709058),(10 833638.6),(11 962855.6),(12 1096045.9),(13 1244088.4),(14 1389239.5),(15 1534645.9),(16 1672630.1),(17 1815297.3),(18 1957636.5),(19 2096623.6),(20 2232400.8),(21 2360140),(22 2500182.5),(23 2617135.8),(24 2724372.3),(25 2829350.8),(26 2915028.3),(27 2983150.5),(28 3044323.5),(29 3091916.3),(30 3135368.3),(31 3147578.5),(32 3163792.8),(33 3170251.8),(34 3162916.5),(35 3154814.3),(36 3142291.5),(37 3123992.8),(38 3101549.5),(39 3081559.3),(40 3055188.3),(41 3037044.8),(42 3017091.5),(43 3005491.8),(44 3001375.8),(45 2998796.8),(46 3005311),(47 3028752.8),(48 3050369),(49 3081594.5),(50 3103561.8),(51 3127105.5),(52 3158795.3),(53 3197121),(54 3240595.3),(55 3290859.8),(56 3342538),(57 3394130),(58 3453909.5),(59 3519445.3),(60 3582518.3),(61 3643395.5),(62 3703974.3),(63 3765380.8),(64 3832762),(65 3882668.8),(66 3930509.3),(67 3970485.5),(68 4005935.3),(69 4037710.3),(70 4063135),(71 4076926.3),(72 4091819.3),(73 4102834.8),(74 4111046.5),(75 4120464.8),(76 4133552),(77 4127680.3),(78 4129216.8),(79 4122527.3),
(1 14642.901),(2 46612.094),(3 90451.125),(4 153903.73),(5 233337.23),(6 316460.75),(7 400792.4),(8 490472.22),(9 587737.75),(10 687323.7),(11 789640.5),(12 895176.56),(13 1015008.2),(14 1132121.1),(15 1242339.1),(16 1348994.5),(17 1451899.5),(18 1554075.9),(19 1648099.6),(20 1740230.4),(21 1824588),(22 1912217.4),(23 1993189),(24 2063514.5),(25 2146272.8),(26 2204651.3),(27 2265319),(28 2317158.3),(29 2366432.3),(30 2418030.8),(31 2451713),(32 2481613),(33 2507457.8),(34 2529051.8),(35 2548700.5),(36 2564358.8),(37 2581233),(38 2590801.8),(39 2599680.8),(40 2605549),(41 2606981.8),(42 2605017),(43 2606109.3),(44 2610226),(45 2618698.8),(46 2632527.5),(47 2660357.3),(48 2675285.3),(49 2706115.3),(50 2726946.3),(51 2746721.8),(52 2770984),(53 2804455),(54 2845504),(55 2890613.3),(56 2935485.3),(57 2984129.3),(58 3037958.8),(59 3104204.8),(60 3164398.3),(61 3229358.8),(62 3291855.8),(63 3355165.3),(64 3419253),(65 3464801.3),(66 3512749),(67 3553462),(68 3587504),(69 3632570.3),(70 3671829.8),(71 3708891.3),(72 3744832),(73 3783211.3),(74 3819808),(75 3854539.8),(76 3897448.8),(77 3932324),(78 3971189),(79 4006406.3),
(1 14640.795),(2 47774.844),(3 94766.67),(4 163481.39),(5 244445.08),(6 329841.5),(7 417684.88),(8 511971.63),(9 611807.1),(10 711889.1),(11 809179.06),(12 905489.94),(13 1008216.25),(14 1097663.3),(15 1180362.5),(16 1256342.4),(17 1324093.8),(18 1384605.9),(19 1434430.4),(20 1472476.8),(21 1508484.4),(22 1538620.8),(23 1556101),(24 1564506.4),(25 1564070.8),(26 1558705.9),(27 1549397.1),(28 1538511.6),(29 1530498.5),(30 1528437.6),(31 1538469.9),(32 1541522.9),(33 1546281.8),(34 1556289.3),(35 1570832),(36 1592794.5),(37 1619685),(38 1653784.8),(39 1693136.8),(40 1738447),(41 1803526.8),(42 1860913.5),(43 1912976.8),(44 1974763.6),(45 2033107.5),(46 2092009.8),(47 2152453),(48 2213153.3),(49 2268447),(50 2319065),(51 2362185.8),(52 2394058),(53 2425403),(54 2455076.8),(55 2479844.8),(56 2499880.5),(57 2518750.5),(58 2535873),(59 2561491),(60 2578263.3),(61 2597567.3),(62 2606439.3),(63 2617548.3),(64 2632194),(65 2641430.8),(66 2651436),(67 2661241.5),(68 2686120.3),(69 2745261.8),(70 2788309.8),(71 2829275),(72 2868387.3),(73 2907754.3),(74 2944815.3),(75 2975995.3),(76 2998870.5),(77 3023368),(78 3048123),(79 3070855),
(1 15748.706),(2 51452.96),(3 101870.85),(4 180513.22),(5 269222.13),(6 361794.8),(7 453991.16),(8 545774.25),(9 638691.4),(10 729780.56),(11 819241.7),(12 906928.06),(13 995318.75),(14 1073590.5),(15 1147576.4),(16 1213320.5),(17 1272788.5),(18 1325710.8),(19 1373080.1),(20 1414167),(21 1446521.8),(22 1474110.9),(23 1492502.4),(24 1499372.4),(25 1507249.8),(26 1500153.9),(27 1487674.9),(28 1473339.4),(29 1457129.5),(30 1450040.6),(31 1450245.1),(32 1446459.5),(33 1442866.4),(34 1442237.1),(35 1447431.6),(36 1459865),(37 1476417.3),(38 1498381.6),(39 1521824.5),(40 1550696.4),(41 1597310.4),(42 1632941.6),(43 1672859.4),(44 1714182.1),(45 1753828.5),(46 1787786.9),(47 1818509.5),(48 1859264.4),(49 1901671.4),(50 1952220.4),(51 2003302.1),(52 2058792.4),(53 2119495),(54 2180530.3),(55 2249269.5),(56 2310457.5),(57 2370644.8),(58 2424506.5),(59 2471391.8),(60 2508586.5),(61 2531887),(62 2544173.3),(63 2549094),(64 2555392.8),(65 2559056),(66 2565439.3),(67 2573921),(68 2591995.5),(69 2611152.3),(70 2631575.3),(71 2646372.3),(72 2660003),(73 2675654.5),(74 2688456.8),(75 2704268.8),(76 2718569.5),(77 2733157.5),(78 2748075),(79 2762683.5),
(1 18927.227),(2 61871.008),(3 123916.86),(4 218460.38),(5 330328.03),(6 449188.2),(7 570003.9),(8 693061.75),(9 820172),(10 946661.94),(11 1071312.3),(12 1198559.3),(13 1334392.8),(14 1454427.5),(15 1566004.1),(16 1667756.1),(17 1754934.9),(18 1832669.8),(19 1896429),(20 1949588.3),(21 1993228.9),(22 2025560.3),(23 2048075.3),(24 2059930.9),(25 2065551),(26 2060868),(27 2048355.3),(28 2029065.8),(29 2007984.6),(30 1987647),(31 1969484.1),(32 1945882.5),(33 1921109.1),(34 1893799.9),(35 1864804.1),(36 1836194.1),(37 1805343.8),(38 1777907.5),(39 1755421),(40 1736959.4),(41 1733326.6),(42 1727665.8),(43 1730696.6),(44 1738918.5),(45 1752070.3),(46 1767560),(47 1771529),(48 1792448.3),(49 1809427.8),(50 1830605.1),(51 1857414.3),(52 1886908.8),(53 1920184.9),(54 1957132.5),(55 1994813.8),(56 2027617.5),(57 2059981),(58 2096007.1),(59 2135998.5),(60 2165302),(61 2199449),(62 2233550.5),(63 2264830.5),(64 2306124.3),(65 2350342.3),(66 2402072),(67 2451014.5),(68 2508483.5),(69 2558737.8),(70 2615098.8),(71 2668702.8),(72 2730515.3),(73 2798470.8),(74 2865534.3),(75 2930002),(76 3004272),(77 3061863.5),(78 3118369.8),(79 3164240.3),
(1 20774.947),(2 69183.53),(3 138945.66),(4 247100.6),(5 378154.56),(6 516052.13),(7 660297.7),(8 812139.94),(9 968236),(10 1126475.3),(11 1283896),(12 1438040.8),(13 1600329.9),(14 1738183.1),(15 1864495.8),(16 1967162.8),(17 2060779.5),(18 2141231.5),(19 2203794.5),(20 2252169.3),(21 2280913.3),(22 2280500.3),(23 2276136.3),(24 2258609.5),(25 2217190.8),(26 2177330.3),(27 2136616),(28 2089534.5),(29 2037027.4),(30 1981710.1),(31 1928969.1),(32 1881324.5),(33 1834716.3),(34 1791653.4),(35 1746641.5),(36 1700236.5),(37 1658544.5),(38 1618408.8),(39 1579830.9),(40 1546565.5),(41 1527990),(42 1511581.1),(43 1511990.6),(44 1519677.9),(45 1538134),(46 1562647.5),(47 1591797.6),(48 1626905.8),(49 1669623.5),(50 1705836),(51 1746535.5),(52 1787987.6),(53 1827262.8),(54 1867728.8),(55 1910640.6),(56 1944711.6),(57 1978486.1),(58 2005956.3),(59 2028614.1),(60 2043610.3),(61 2047283.3),(62 2046705.9),(63 2040340.9),(64 2033883.1),(65 2027844.5),(66 2025805.8),(67 2028275.1),(68 2030766.6),(69 2027810.4),(70 2026228.8),(71 2032324.5),(72 2042794.8),(73 2059002.8),(74 2076597.6),(75 2097949.8),(76 2130568.3),(77 2163207),(78 2200379.5),(79 2240633.3),
(1 18338.238),(2 62043.69),(3 124846.73),(4 226775.63),(5 345587.94),(6 467143.8),(7 590124.75),(8 717562.75),(9 843119.1),(10 967805.1),(11 1084488.1),(12 1194555),(13 1291439),(14 1378152.1),(15 1456054.1),(16 1521005),(17 1576358.8),(18 1622823.5),(19 1663044.6),(20 1697002.9),(21 1721391.3),(22 1745488.3),(23 1764170.3),(24 1774639),(25 1775033.3),(26 1765165.4),(27 1754231.8),(28 1740045.4),(29 1725401),(30 1707357.9),(31 1684423.5),(32 1665070.4),(33 1644540.1),(34 1630722.9),(35 1612890.5),(36 1596932),(37 1579206.4),(38 1566775.9),(39 1554704.1),(40 1540883.6),(41 1532529.3),(42 1521151.8),(43 1508829.1),(44 1497104.1),(45 1483445.6),(46 1471561.4),(47 1458764.9),(48 1456339.9),(49 1456397),(50 1461405.4),(51 1472376.9),(52 1484960),(53 1503869.3),(54 1523088.5),(55 1546161.8),(56 1565620.1),(57 1589851),(58 1615892.9),(59 1639317.9),(60 1663208.5),(61 1683242.4),(62 1700492.6),(63 1718301.9),(64 1732597.1),(65 1753291.3),(66 1777756.6),(67 1800723.6),(68 1831704.8),(69 1853535),(70 1882378.5),(71 1912416.9),(72 1945100.9),(73 1976819.3),(74 2004280.1),(75 2028142.4),(76 2056642.1),(77 2074310.1),(78 2091553.5),(79 2112680.3),
(1 19719.295),(2 64845.348),(3 129008.92),(4 227262.48),(5 346623.22),(6 471502.66),(7 599240.4),(8 731157.7),(9 864068.75),(10 996865.3),(11 1127784.6),(12 1253018.4),(13 1377713.1),(14 1480151.3),(15 1566835.3),(16 1641430.3),(17 1699858),(18 1745832.8),(19 1780695.1),(20 1811903.9),(21 1834113),(22 1849129.8),(23 1859886.6),(24 1867825.5),(25 1874409.5),(26 1881083.9),(27 1886385.4),(28 1889117.6),(29 1890837.4),(30 1895529),(31 1891830),(32 1892466.6),(33 1890403.1),(34 1882382.3),(35 1875869.1),(36 1867677),(37 1854805.1),(38 1844579.4),(39 1835090.6),(40 1824137.4),(41 1807249.6),(42 1789915.9),(43 1767165.4),(44 1748953.9),(45 1734035.6),(46 1722647),(47 1716269.6),(48 1718480),(49 1726748.9),(50 1732854.1),(51 1739886.8),(52 1748735.1),(53 1756137),(54 1759888.6),(55 1763651),(56 1763225.3),(57 1761114),(58 1759310),(59 1748701.1),(60 1741372.9),(61 1729999.4),(62 1724096.6),(63 1724202.4),(64 1725318.3),(65 1731305.9),(66 1742522.1),(67 1758671.3),(68 1777746.5),(69 1796622.6),(70 1824552.4),(71 1856213.9),(72 1892952.6),(73 1928947.6),(74 1970783.1),(75 2009503.9),(76 2052147.4),(77 2098112.3),(78 2142144.5),(79 2175939.8),
(1 19822.605),(2 66510.516),(3 133666),(4 231885.63),(5 347133.78),(6 464634.47),(7 577801.8),(8 692259.2),(9 808293.25),(10 919032.56),(11 1025522),(12 1125477.5),(13 1220194.1),(14 1299856.5),(15 1370094.8),(16 1426698.3),(17 1477264.1),(18 1518460.9),(19 1551784.6),(20 1576148.9),(21 1599721.5),(22 1620672.3),(23 1647061),(24 1676251.4),(25 1713699),(26 1748720.5),(27 1784438.4),(28 1817007.4),(29 1849024.5),(30 1876460),(31 1906311.5),(32 1929708.3),(33 1945940.9),(34 1954448.8),(35 1960669.8),(36 1959990),(37 1949008),(38 1929254.1),(39 1905645.5),(40 1879401.3),(41 1855089.5),(42 1836530.8),(43 1820695.5),(44 1813782.6),(45 1814462.9),(46 1821344),(47 1828703.9),(48 1835312.3),(49 1835840.8),(50 1837804),(51 1839837.8),(52 1843385.5),(53 1845998),(54 1850160.8),(55 1850835.4),(56 1848825.3),(57 1839135),(58 1825959.3),(59 1801794),(60 1781989.1),(61 1760733.3),(62 1740849.4),(63 1721850.3),(64 1706663.9),(65 1698972.6),(66 1694472.5),(67 1690976),(68 1686394.6),(69 1680283.6),(70 1681243.3),(71 1689903.4),(72 1701350.8),(73 1720987.5),(74 1742591.5),(75 1770380.5),(76 1808244.8),(77 1842635.3),(78 1880893),(79 1912323.3),
(1 19253.84),(2 63801.1),(3 125129.63),(4 212866.14),(5 312057.2),(6 411110.8),(7 507595.7),(8 602631.06),(9 693091.6),(10 777595.5),(11 854348.9),(12 921559.8),(13 982991.7),(14 1031574.06),(15 1073239.6),(16 1103584),(17 1130406.5),(18 1152081.8),(19 1167917.4),(20 1185314.6),(21 1200912.9),(22 1224220.1),(23 1244446.3),(24 1271408),(25 1302183.4),(26 1334825.4),(27 1363552.8),(28 1393911.1),(29 1423434.9),(30 1449101.6),(31 1472931),(32 1490075),(33 1501097.3),(34 1508832.6),(35 1508071.4),(36 1509232.6),(37 1502931.6),(38 1490416),(39 1476094),(40 1459802.4),(41 1443766.8),(42 1430634.8),(43 1417883.8),(44 1406216.6),(45 1403973.6),(46 1408413.8),(47 1412733.3),(48 1423271.8),(49 1442886.9),(50 1458653.8),(51 1472695.9),(52 1483384.6),(53 1494410),(54 1503456.3),(55 1509739),(56 1518972.4),(57 1526861.4),(58 1530376.4),(59 1537738.8),(60 1544295.6),(61 1551137.6),(62 1557568.6),(63 1559986.6),(64 1566279),(65 1572602.3),(66 1577360.3),(67 1583529.9),(68 1592809.5),(69 1618788.9),(70 1640123.4),(71 1668768.3),(72 1695398.4),(73 1721786),(74 1745396.1),(75 1765331),(76 1786840.6),(77 1803051.3),(78 1812333.4),(79 1814309.9),
(1 19787.813),(2 65568.125),(3 128854.62),(4 220461.66),(5 324330.34),(6 426835.25),(7 527061.6),(8 624856.94),(9 718648),(10 810125.7),(11 895569.56),(12 971287.44),(13 1039836),(14 1093902.4),(15 1137367.5),(16 1172382),(17 1201708.6),(18 1226885),(19 1248553.6),(20 1271494.4),(21 1293145.9),(22 1316891.8),(23 1343727.1),(24 1371231.4),(25 1392363.4),(26 1415061.5),(27 1426835.1),(28 1430809.9),(29 1431385.3),(30 1426615.4),(31 1415007.3),(32 1400408.1),(33 1381809.3),(34 1359231),(35 1334160.6),(36 1307041),(37 1279928.8),(38 1252488.5),(39 1227248),(40 1205045.4),(41 1186948.9),(42 1169914),(43 1159252.4),(44 1145223.9),(45 1133272.6),(46 1120441.5),(47 1105154.5),(48 1100434.8),(49 1115276.5),(50 1128580.5),(51 1151797.4),(52 1179669.5),(53 1210407.4),(54 1245663.6),(55 1286766.8),(56 1327194.4),(57 1364733.6),(58 1398490.5),(59 1418169.8),(60 1443067.9),(61 1469805),(62 1495832.9),(63 1517039.3),(64 1539455.3),(65 1561552.6),(66 1584764.6),(67 1609635.6),(68 1633531),(69 1641799.9),(70 1646188.4),(71 1649184.5),(72 1646248.6),(73 1640396.8),(74 1629722.4),(75 1616049.3),(76 1605168.9),(77 1599672.3),(78 1601939.9),(79 1611054.1),
(1 19997.303),(2 66632.88),(3 131241.81),(4 222158.06),(5 324487.5),(6 424821.56),(7 521789.38),(8 613757.8),(9 697799.9),(10 773374.94),(11 839286.75),(12 895340.9),(13 945093.7),(14 984209.44),(15 1012810.25),(16 1033844.25),(17 1049063.9),(18 1060802.6),(19 1070432.9),(20 1081618.4),(21 1092236.9),(22 1102204.3),(23 1118943.1),(24 1136912.6),(25 1156675.5),(26 1175518.1),(27 1193255.5),(28 1211178.6),(29 1227436.9),(30 1240191.6),(31 1255836.9),(32 1265745.5),(33 1277631.5),(34 1289401.8),(35 1303230.8),(36 1314590),(37 1318702.4),(38 1321768.8),(39 1323439.4),(40 1323029.6),(41 1315587),(42 1318480.3),(43 1325970.6),(44 1333679),(45 1346089.4),(46 1357157.4),(47 1360053.1),(48 1367945.5),(49 1375658.8),(50 1382424.5),(51 1386814.5),(52 1391977.4),(53 1395130.4),(54 1398260.5),(55 1399449.4),(56 1398996.1),(57 1402169.3),(58 1403159),(59 1405652.3),(60 1403532.5),(61 1400707.5),(62 1400445),(63 1405265.4),(64 1409784),(65 1421223.9),(66 1430788.5),(67 1442594.5),(68 1459065.9),(69 1480906.9),(70 1500506),(71 1515646.5),(72 1526104.9),(73 1533817.4),(74 1531826.6),(75 1518809.5),(76 1499120.9),(77 1477826.6),(78 1456997.3),(79 1437131.3),
(1 16996.67),(2 56132.51),(3 112517.164),(4 194975.11),(5 284663.78),(6 372983.03),(7 460126.28),(8 542984.8),(9 620105),(10 690655.8),(11 754148.25),(12 806435.2),(13 857895.25),(14 893336.6),(15 919242.1),(16 938603.44),(17 955083.75),(18 967460.25),(19 981334.8),(20 994297.1),(21 1007958.7),(22 1020157.2),(23 1032688.8),(24 1044933.75),(25 1060408.6),(26 1075674.5),(27 1092607.5),(28 1111161.6),(29 1125331.8),(30 1136415.4),(31 1150939.9),(32 1162243.4),(33 1175574.8),(34 1186505.3),(35 1199677.6),(36 1212066.8),(37 1220595.1),(38 1228349.9),(39 1235336.9),(40 1237514.4),(41 1231846),(42 1225277.1),(43 1219781.8),(44 1212316.8),(45 1207732.3),(46 1204835.1),(47 1211738),(48 1219551.5),(49 1232770.5),(50 1241653.5),(51 1248187.4),(52 1252835.8),(53 1258938.4),(54 1262395.1),(55 1265477.8),(56 1265338.5),(57 1266513.4),(58 1269823),(59 1274452.9),(60 1284934.4),(61 1295992.1),(62 1309259.1),(63 1323428),(64 1337425.9),(65 1353023.1),(66 1368087.1),(67 1377586.4),(68 1380475.5),(69 1369259.8),(70 1360654.6),(71 1346114.1),(72 1329783.9),(73 1309320.5),(74 1288575.5),(75 1264836.3),(76 1245716.5),(77 1230889.9),(78 1217689.6),(79 1209968.4),
(1 17298.848),(2 55206.813),(3 105908.87),(4 181477.53),(5 263877.34),(6 340713.97),(7 412849.88),(8 481767.06),(9 543957.3),(10 602965.94),(11 654693.8),(12 700357.1),(13 741717.06),(14 774781.6),(15 802880.9),(16 824983.44),(17 844843.6),(18 861410.7),(19 877608.9),(20 894833.7),(21 916905.25),(22 947112.7),(23 975564.6),(24 1004123),(25 1028024.8),(26 1048884.1),(27 1064075.4),(28 1078992.1),(29 1093107.5),(30 1105560.3),(31 1123021.1),(32 1133843.3),(33 1145273.1),(34 1157298.3),(35 1168541.6),(36 1177750.8),(37 1188319.3),(38 1198712.9),(39 1210878),(40 1222734.9),(41 1224721),(42 1229596.1),(43 1227366.6),(44 1222730.1),(45 1217261.1),(46 1211840.9),(47 1197656.4),(48 1192816.4),(49 1189223.9),(50 1183723.9),(51 1176896),(52 1173283.3),(53 1169538),(54 1168843.4),(55 1168675.5),(56 1173425.8),(57 1178162.3),(58 1183002.4),(59 1180477.1),(60 1185795.5),(61 1192020.6),(62 1202803.5),(63 1210879.4),(64 1222163.4),(65 1233045.1),(66 1248158.3),(67 1266418.9),(68 1287391.3),(69 1323041.8),(70 1346803.8),(71 1366898.3),(72 1382246.8),(73 1392046.6),(74 1397035.8),(75 1396080.9),(76 1379413.8),(77 1366963.8),(78 1354414.8),(79 1345892.1),
(1 18065.83),(2 59699.61),(3 117793.19),(4 198561.47),(5 285851.6),(6 369926.2),(7 446583.5),(8 516374.22),(9 581025.5),(10 635422.7),(11 684718.56),(12 724286.2),(13 757733.9),(14 783390.4),(15 806136.6),(16 824715.75),(17 842995.2),(18 863089.6),(19 880879.44),(20 898540.06),(21 915145.06),(22 934060.44),(23 950287),(24 968454.5),(25 976557),(26 986008.4),(27 987593.06),(28 986205.06),(29 978876.6),(30 970787.6),(31 960727.2),(32 947234.1),(33 933367.3),(34 922858.75),(35 910811.75),(36 902058.94),(37 893516.56),(38 888672.56),(39 888442.56),(40 891216.06),(41 899068.2),(42 908488.7),(43 920198.75),(44 937342.75),(45 957998.56),(46 977347.94),(47 999022.4),(48 1017146.25),(49 1037912.9),(50 1057330.3),(51 1074066),(52 1090104),(53 1103350.6),(54 1114057.8),(55 1123780.3),(56 1136481.1),(57 1145599.3),(58 1151691.9),(59 1154760.8),(60 1156073.8),(61 1154122.3),(62 1157883.5),(63 1163111.5),(64 1169656.1),(65 1175436.1),(66 1181638.9),(67 1187162),(68 1190181.9),(69 1218020.5),(70 1233586.3),(71 1246768.3),(72 1251545.1),(73 1246348.5),(74 1234803.5),(75 1219459.9),(76 1195207.5),(77 1175941),(78 1162039.3),(79 1152482.3),
(1 17457.91),(2 57249.867),(3 110568.62),(4 183166.92),(5 259787.14),(6 332691.06),(7 398219.56),(8 459292.66),(9 516142.44),(10 565587.6),(11 610260.25),(12 645614.56),(13 677827.5),(14 699345.5),(15 714786.4),(16 729298.56),(17 739866.1),(18 754538),(19 770322.56),(20 785141.3),(21 799308.3),(22 813359.44),(23 822560.94),(24 829948.9),(25 831317.5),(26 833732.3),(27 831321.1),(28 829216.2),(29 823563.8),(30 818066.3),(31 808926.1),(32 799734.7),(33 791880),(34 782992.2),(35 774972.2),(36 770098.2),(37 765520.9),(38 764431.9),(39 765741.06),(40 765243.06),(41 763902.75),(42 765268.7),(43 770038.06),(44 782967.4),(45 801723.3),(46 822947.06),(47 848192.7),(48 871103.1),(49 891636.7),(50 909283.44),(51 926575.06),(52 945126.2),(53 964393.25),(54 987973.5),(55 1013154.9),(56 1035931.06),(57 1059333.4),(58 1080281),(59 1103672),(60 1123459.3),(61 1139269),(62 1153791.3),(63 1168695),(64 1181892.6),(65 1192272.3),(66 1202055.1),(67 1205085.4),(68 1201995.6),(69 1193187.5),(70 1195726.6),(71 1198643),(72 1205251.8),(73 1209905.3),(74 1211913.9),(75 1209424.8),(76 1197643.4),(77 1188850.6),(78 1173763.8),(79 1158097.5),
