1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12271.816),(2 39055.855),(3 83020.586),(4 139796.11),(5 203716.58),(6 261375.33),(7 325685.97),(8 404015.34),(9 474964.63),(10 550506.44),(11 633567.56),(12 739941.44),(13 852312.75),(14 986349),(15 1151457.4),(16 1324302.5),(17 1502736.1),(18 1688173.4),(19 1904986.6),(20 2134763),(21 2352161.3),(22 2584254.8),(23 2808211.3),(24 3057122.8),(25 3312610.8),(26 3599530.8),(27 3975324),(28 4358986.5),(29 4740877),(30 5218119.5),(31 5658296.5),(32 6129092),(33 6561521.5),(34 6991064),(35 7414197.5),(36 7833580),(37 8244606.5),(38 8672944),(39 9130784),(40 9625225),(41 10093247),(42 10614895),(43 11158509),(44 11746789),(45 12311741),(46 12912591),(47 13522744),(48 14081125),(49 14619725),(50 15144451),(51 15666651),(52 16199063),(53 16730783),(54 17278808),(55 17860766),(56 18465258),(57 19057558),(58 19565448),(59 20105330),(60 20671052),(61 21229990),(62 21774966),(63 22338758),(64 22912498),(65 23428762),(66 23957478),(67 24483190),(68 24963554),(69 25535390),(70 26092608),(71 26690170),(72 27251594),(73 27821310),(74 28352438),(75 28885934),(76 29394880),(77 29925494),(78 30441018),(79 31039186),
(1 6214.2363),(2 16011.151),(3 22028.059),(4 23303.41),(5 22718.865),(6 22133.002),(7 22067.426),(8 22431.096),(9 23353.82),(10 24100.963),(11 24580.422),(12 24659.402),(13 24463.777),(14 23914.791),(15 23245.213),(16 22640.908),(17 22603.473),(18 22983.066),(19 23627.604),(20 24334.768),(21 24998.531),(22 24904.764),(23 24989.674),(24 24964.314),(25 24523.602),(26 23987.48),(27 23593.04),(28 23866.043),(29 24370.336),(30 24633.227),(31 24515.178),(32 24818.936),(33 25116.736),(34 25268.895),(35 25154.979),(36 24898.229),(37 24565.262),(38 24424.957),(39 24641.99),(40 25172.05),(41 25801.082),(42 26039.73),(43 25873.002),(44 25609.43),(45 25514.922),(46 25832.227),(47 26553.197),(48 27358.885),(49 28054.701),(50 28148.756),(51 27929.025),(52 27863.838),(53 27625.96),(54 27278.559),(55 26949.158),(56 26776.496),(57 26959.166),(58 27107.541),(59 27285.523),(60 27402.13),(61 27571.865),(62 27738.906),(63 28041.322),(64 28137.777),(65 27977.664),(66 27517.313),(67 26819.469),(68 26255.14),(69 25594.732),(70 25284.865),(71 25244.56),(72 25355.547),(73 25604.734),(74 26121.31),(75 26017.547),(76 25618.465),(77 25429.488),(78 25379.768),(79 25131.395),
(1 5679.069),(2 14830.6875),(3 20104.742),(4 20966.709),(5 20292.73),(6 19938.594),(7 20620.297),(8 21198.475),(9 21680.35),(10 22052.365),(11 22392.146),(12 22185.979),(13 21856.207),(14 21580.26),(15 21381.52),(16 21298.434),(17 21522.904),(18 21577.797),(19 21987.098),(20 22628.64),(21 22998.508),(22 22854.09),(23 22899.182),(24 23059.758),(25 23009.094),(26 22695.135),(27 22687.787),(28 22841.05),(29 23124.736),(30 22951.719),(31 22921.355),(32 23442.066),(33 23829.158),(34 23970.479),(35 23692.281),(36 23352.908),(37 23271.732),(38 23314.537),(39 23680.592),(40 23676.158),(41 23817.787),(42 23983.488),(43 23889.57),(44 23939.275),(45 23898.756),(46 23669.105),(47 23651.01),(48 23671.53),(49 23991.107),(50 24025.705),(51 23640.223),(52 23233.055),(53 22898.02),(54 23219.074),(55 23896.719),(56 24200.578),(57 24103.766),(58 23808.814),(59 23813.23),(60 23705.34),(61 23426.734),(62 23226.217),(63 23066.668),(64 23045.695),(65 23217.91),(66 22998.023),(67 22642.248),(68 22580.129),(69 22469.26),(70 22544.58),(71 22729.725),(72 23022.744),(73 23289.576),(74 23466.365),(75 23760.629),(76 23762.854),(77 23427.018),(78 23245.512),(79 23052.35),
(1 5761.317),(2 14736.554),(3 19585.53),(4 20341.898),(5 19395.805),(6 18772.59),(7 19204.92),(8 20268.998),(9 21018.068),(10 21434.693),(11 21902.283),(12 22086.424),(13 22461.135),(14 22447.855),(15 22169.064),(16 21692.043),(17 21735.11),(18 22007.666),(19 22036.713),(20 22428.959),(21 22895.725),(22 22968.518),(23 23249.402),(24 23156.275),(25 22972.576),(26 22661.186),(27 22662.07),(28 23082.338),(29 23263.78),(30 23402.553),(31 23627.281),(32 23853.633),(33 24010.172),(34 23662.588),(35 23452.88),(36 23340.506),(37 23293.656),(38 23268.957),(39 23448.383),(40 23578.941),(41 23578.986),(42 23192.479),(43 22679.348),(44 22698.451),(45 22679.586),(46 22737.406),(47 22738.967),(48 23028.477),(49 23318.525),(50 23064.271),(51 22715.037),(52 22380.74),(53 22271.43),(54 22343.87),(55 22322.422),(56 22720.37),(57 22797.129),(58 22737.525),(59 22803.885),(60 22877.738),(61 23207.11),(62 23299.621),(63 23333.264),(64 23305.813),(65 23240.682),(66 22921.05),(67 22504.072),(68 22325.615),(69 22417.451),(70 22701.648),(71 23056.246),(72 23402.018),(73 23660.525),(74 23499.473),(75 23139.686),(76 22796.08),(77 22604.912),(78 22548.793),(79 22479.828),
(1 5391.8716),(2 13745.059),(3 18795.068),(4 19969.78),(5 19265.459),(6 18202.756),(7 18078.98),(8 18742.299),(9 19667.877),(10 20554.828),(11 20905.945),(12 20543.398),(13 20215.633),(14 19896.55),(15 19920.53),(16 19855.908),(17 20153.797),(18 20789.773),(19 21155.648),(20 21721.553),(21 21916.168),(22 21555.557),(23 21351.424),(24 21104.773),(25 20911.947),(26 20778.807),(27 21057.535),(28 21513.314),(29 21872.74),(30 22246.492),(31 22280.498),(32 22168.277),(33 22123.125),(34 21661.63),(35 21742.387),(36 21968.283),(37 22460.672),(38 22626.908),(39 22400.256),(40 22047.953),(41 21750.666),(42 21478.965),(43 21354.738),(44 21621.26),(45 22094.375),(46 22461.932),(47 22634.557),(48 22493.436),(49 22686.242),(50 22489.46),(51 22134.238),(52 21846.355),(53 21850.63),(54 22136.275),(55 22575.654),(56 22582.26),(57 22312.453),(58 22054.803),(59 22209.041),(60 22596.56),(61 22980.611),(62 22959.984),(63 22883.656),(64 22847.496),(65 22853.898),(66 22750.764),(67 22479.861),(68 22355.604),(69 22572.904),(70 22768.564),(71 22899.29),(72 22859.795),(73 23085.375),(74 23068.688),(75 23121.193),(76 22726.166),(77 22234.125),(78 21986.27),(79 21942.143),
(1 5281.928),(2 13519.826),(3 18165.666),(4 19053.906),(5 18222.295),(6 17674.283),(7 17668.139),(8 18072.107),(9 18593.91),(10 19191.496),(11 19750.148),(12 19330.783),(13 19120.559),(14 19267.2),(15 19502.732),(16 19578.191),(17 19355.123),(18 19368.098),(19 19956.865),(20 20850.406),(21 21463.447),(22 21424.03),(23 21308.145),(24 20876.756),(25 20389.299),(26 19929.354),(27 19921.797),(28 20291.85),(29 20673.951),(30 20816.406),(31 20897.273),(32 20851.744),(33 20665.81),(34 20495.355),(35 20696.852),(36 20960.313),(37 21208.955),(38 21564.602),(39 21872.402),(40 21739.012),(41 21328.19),(42 20921.41),(43 21048.725),(44 21402.26),(45 21364.541),(46 21127.82),(47 21122.389),(48 21227.121),(49 21197.424),(50 21186.65),(51 21169.07),(52 20868.293),(53 20652.195),(54 21054.506),(55 21143.164),(56 20899.83),(57 20829.012),(58 21122.172),(59 21585.248),(60 21731.12),(61 21754.748),(62 21703.795),(63 21634.355),(64 21557.717),(65 21508.994),(66 21479.041),(67 21731.945),(68 22093.123),(69 22046.516),(70 22065.586),(71 22030.637),(72 21755.545),(73 21664.518),(74 21648.686),(75 21967.965),(76 22139.293),(77 21994.129),(78 21471.293),(79 21286.795),
(1 5658.9805),(2 14263.106),(3 19152.213),(4 19943.582),(5 18963.63),(6 18379.438),(7 18776.975),(8 19308.752),(9 19607.676),(10 19790.145),(11 20154.12),(12 20065.582),(13 19891.93),(14 19582.063),(15 19564.348),(16 19327.328),(17 19840.104),(18 20626.232),(19 21125.541),(20 21754.766),(21 22074.354),(22 22117.07),(23 22469.457),(24 22349.102),(25 22057.361),(26 21794.408),(27 22122.135),(28 22442.828),(29 22802.963),(30 22885.88),(31 22795.268),(32 22635.377),(33 22391.707),(34 22451.807),(35 22599.979),(36 22099.701),(37 21956.84),(38 22299.727),(39 22354.66),(40 21988.373),(41 21505.834),(42 21526.656),(43 21929.688),(44 22250.049),(45 22475.488),(46 22785.402),(47 22862.563),(48 22564.834),(49 22355.223),(50 21908.992),(51 21399.033),(52 21099.47),(53 21577.895),(54 22077.025),(55 21974.658),(56 21902.656),(57 21942.738),(58 21916.115),(59 22017.697),(60 21939.566),(61 21739.152),(62 21748.348),(63 21568.35),(64 21290.643),(65 21227.412),(66 21358.303),(67 21660.033),(68 22025.828),(69 21873.857),(70 21098.262),(71 20671.748),(72 20441.533),(73 20460.895),(74 20600.648),(75 20597.135),(76 20839.277),(77 20749.146),(78 20540.254),(79 20781.9),
(1 5096.713),(2 12726.39),(3 16860.62),(4 17475.244),(5 16705.91),(6 16121.735),(7 16249.144),(8 16705.66),(9 17134.03),(10 17786.293),(11 18362.338),(12 18426.479),(13 18231.11),(14 17976.535),(15 17931.465),(16 17713.87),(17 17693.215),(18 17991.99),(19 18409.482),(20 19082.244),(21 19295.668),(22 19103.656),(23 18999.955),(24 18886.295),(25 18841.035),(26 19038.906),(27 19499.664),(28 19803.084),(29 20078.414),(30 20217.93),(31 19943.865),(32 19746.21),(33 19614.025),(34 19888.533),(35 20174.537),(36 20264.834),(37 20559.924),(38 20734.51),(39 20948.111),(40 20701.174),(41 20050.408),(42 19934.492),(43 20262.545),(44 20690.727),(45 21008.438),(46 20861.81),(47 21053.37),(48 20970.658),(49 21025.158),(50 20844.713),(51 20674.615),(52 20651.805),(53 20872.346),(54 20937.246),(55 20532.072),(56 20058.955),(57 19872.893),(58 19856.2),(59 19900.49),(60 19819.295),(61 19891.223),(62 20038.459),(63 19938.674),(64 19608.76),(65 19344.477),(66 19051.338),(67 19263.926),(68 19705.16),(69 19956.016),(70 19737.021),(71 19631.217),(72 19679.678),(73 19708.084),(74 19581.5),(75 19729.094),(76 19718.146),(77 19702.764),(78 19581.865),(79 19474.998),
(1 5169.8975),(2 12787.718),(3 16414.586),(4 16640.66),(5 16177.087),(6 16083.1),(7 16307.963),(8 16776.414),(9 17167.043),(10 17790.047),(11 18133.992),(12 18066.426),(13 18035.328),(14 17780.994),(15 17642.756),(16 17358.098),(17 17583.695),(18 18130.418),(19 18605.916),(20 19237.395),(21 19625.201),(22 19585.418),(23 19005.799),(24 18444.873),(25 18236.057),(26 18104.05),(27 18301.691),(28 18590.611),(29 19212.318),(30 19457.875),(31 19546.2),(32 19551.314),(33 19792.53),(34 20013.068),(35 19969.139),(36 19912.7),(37 20308.39),(38 20251.191),(39 19984.709),(40 19520.566),(41 19480.297),(42 20004.309),(43 20460.486),(44 20664.277),(45 20587.445),(46 20282.592),(47 20394.275),(48 20174.158),(49 19743.621),(50 19396.273),(51 19497.791),(52 19908.752),(53 20405.482),(54 20393.57),(55 20126.854),(56 19841.9),(57 19973.87),(58 19953.275),(59 20009.809),(60 20103.273),(61 20268.303),(62 20137.238),(63 19765.629),(64 19261.848),(65 19145.297),(66 19303.291),(67 19438.906),(68 19428.82),(69 19451.67),(70 19256.215),(71 19188.135),(72 19012.574),(73 19031.955),(74 19297.725),(75 19339.014),(76 19228.12),(77 19019.096),(78 18936.947),(79 18940.354),
(1 5057.6475),(2 12337.725),(3 16081.953),(4 16359.024),(5 15525.815),(6 15255.622),(7 16021.246),(8 16808.14),(9 17118.111),(10 17322.924),(11 17835.602),(12 17823.332),(13 17400.385),(14 16851.021),(15 16868.914),(16 16991.266),(17 16867.365),(18 16921.766),(19 17301.75),(20 17434.684),(21 17517.73),(22 17591.48),(23 17834.365),(24 17911.729),(25 18022.008),(26 17926.67),(27 18070.95),(28 18361.135),(29 18602.36),(30 18575.738),(31 18423.559),(32 18340.127),(33 18759.031),(34 18872.693),(35 18929.79),(36 19014.082),(37 18985.822),(38 18801.889),(39 18529.238),(40 18277.125),(41 18445.898),(42 18646.602),(43 19132.73),(44 19509.291),(45 19766.229),(46 19567.271),(47 19278.023),(48 18851.357),(49 18673.6),(50 18722.76),(51 18797.248),(52 18772.648),(53 18616.01),(54 18505.535),(55 18673.213),(56 18539.541),(57 18479.256),(58 18324.295),(59 18180.477),(60 18068.467),(61 18175.135),(62 18244.324),(63 18218.143),(64 18177.568),(65 17938.77),(66 17862.352),(67 17940.78),(68 18025.867),(69 17875.178),(70 17518.086),(71 17398.154),(72 17305.17),(73 17531.896),(74 17741.014),(75 18031.998),(76 18101.197),(77 18132.291),(78 18061.959),(79 18122.898),
(1 4871.7344),(2 11902.928),(3 15514.1),(4 15968.19),(5 15570.741),(6 15252.489),(7 15666.553),(8 16500.781),(9 17002.344),(10 17247.918),(11 17249.13),(12 17028.615),(13 16783.635),(14 16512.904),(15 16800.42),(16 17113.535),(17 17086.875),(18 17222.813),(19 17741.479),(20 18082.91),(21 18212.617),(22 18224.873),(23 17912.75),(24 17645.648),(25 17691.838),(26 17697.537),(27 17431.227),(28 17430.672),(29 17829.504),(30 18130.973),(31 18392.46),(32 18628.229),(33 18763.89),(34 18801.746),(35 18631.684),(36 18639.143),(37 18875.773),(38 18885.988),(39 18708.756),(40 18360.906),(41 18233.36),(42 18393.305),(43 18576.682),(44 18915.242),(45 19215.527),(46 19094.549),(47 18866.049),(48 18659.965),(49 18537.465),(50 18647.867),(51 18953.64),(52 19075.236),(53 19038.55),(54 18968.828),(55 18809.727),(56 18683.676),(57 18854.674),(58 18704.783),(59 18278.566),(60 17806.582),(61 17572.35),(62 17670.803),(63 18096.871),(64 18437.459),(65 18348.016),(66 18201.426),(67 18248.826),(68 18460.742),(69 18613.625),(70 18474.879),(71 18169.475),(72 17789.299),(73 18050.537),(74 18201.867),(75 18089.246),(76 17746.688),(77 17734.016),(78 18066.832),(79 18308.36),
(1 4759.446),(2 11751.539),(3 15376.566),(4 15735.344),(5 15206.514),(6 15112.816),(7 15706.149),(8 16404.348),(9 16647.04),(10 16788.525),(11 16738.725),(12 16641.734),(13 16482.145),(14 16406.18),(15 16353.759),(16 16550.22),(17 16967.506),(18 17427.586),(19 17589.4),(20 17540.225),(21 17353.297),(22 17189.52),(23 17262.559),(24 17598.885),(25 18220.6),(26 18050.637),(27 17335.85),(28 17296.822),(29 17749.207),(30 18202.1),(31 18250.459),(32 17876.043),(33 17694.47),(34 17564.65),(35 17536.516),(36 17805.875),(37 18261.86),(38 18330.78),(39 18185.389),(40 18208.504),(41 17885.795),(42 18124.281),(43 18519.438),(44 18444.848),(45 18309.236),(46 18267.063),(47 18064.77),(48 18189.596),(49 18565.412),(50 18906.107),(51 18990.2),(52 18936.783),(53 18788.559),(54 18557.854),(55 18381.248),(56 18186.936),(57 18377.973),(58 18266.783),(59 17715.65),(60 17437.195),(61 17367.066),(62 17564.697),(63 17653.496),(64 17761.354),(65 17767.393),(66 17750.06),(67 17580.506),(68 17747.79),(69 17977.201),(70 17768.477),(71 17640.14),(72 17709.922),(73 17842.691),(74 17813.152),(75 17864.346),(76 18041.338),(77 18417.38),(78 18369.293),(79 18295.639),
(1 4413.607),(2 10583.066),(3 13577.095),(4 13714.668),(5 13160.655),(6 13047.347),(7 13516.192),(8 13913.322),(9 14457.881),(10 14752.747),(11 14831.679),(12 14546.074),(13 14321.562),(14 14377.877),(15 14614.148),(16 15073.587),(17 15323.443),(18 15362.339),(19 15283.025),(20 15185.466),(21 15388.894),(22 15342.201),(23 15241.661),(24 15275.032),(25 15466.139),(26 15477.216),(27 15241.616),(28 15124.763),(29 15391.032),(30 15671.733),(31 15659.153),(32 15410.089),(33 15498.726),(34 15582.626),(35 15790.156),(36 15974.042),(37 16046.274),(38 15912.391),(39 15914.442),(40 16079.332),(41 16284.455),(42 16514.547),(43 16667.594),(44 16566.71),(45 16496.44),(46 16569.393),(47 16682.08),(48 16790.48),(49 16962.83),(50 16998.717),(51 16786.791),(52 16513.313),(53 16532.385),(54 16679.521),(55 16579.992),(56 16209.336),(57 15927.743),(58 16035.307),(59 16152.942),(60 16001.916),(61 15931.104),(62 16041.255),(63 16264.359),(64 16408.465),(65 16415.322),(66 16212.037),(67 16157.2295),(68 16259.703),(69 16526.768),(70 16386.209),(71 16274),(72 16089.433),(73 16194.136),(74 16352.951),(75 16603.676),(76 16936.076),(77 17221.035),(78 17225.123),(79 16897.648),
(1 4349.182),(2 10355.096),(3 13257.061),(4 13468.266),(5 13079.131),(6 13066.62),(7 13363.248),(8 13651.188),(9 14080.526),(10 14600.741),(11 14551.359),(12 14095.271),(13 13559.844),(14 13318.273),(15 13480.269),(16 13767.504),(17 13883.978),(18 14097.566),(19 14466.255),(20 14677.016),(21 14953.0205),(22 14888.327),(23 14908.366),(24 14689.643),(25 14582.457),(26 14471.693),(27 14442.894),(28 14692.716),(29 15047.366),(30 15146.404),(31 15110.85),(32 15208.275),(33 15370.462),(34 15124.684),(35 15081.13),(36 15254.223),(37 15447.897),(38 15442.65),(39 15542.382),(40 15837.363),(41 16072.364),(42 15940.9795),(43 15659.157),(44 15508.707),(45 15589.293),(46 15706.899),(47 15584.336),(48 15512.428),(49 15760.327),(50 15933.796),(51 16073.587),(52 16060.891),(53 15963.918),(54 15681.582),(55 15343.32),(56 15310.052),(57 15353.346),(58 15407.309),(59 15425.482),(60 15101.252),(61 14922.768),(62 14973.818),(63 15291.034),(64 15378.136),(65 15334.552),(66 15317.964),(67 15360.113),(68 15336.816),(69 15200.452),(70 15066.318),(71 15152.305),(72 15193.42),(73 15188.205),(74 14915.5),(75 14908.257),(76 15149.113),(77 15450.948),(78 15773.859),(79 15714.884),
(1 4164.996),(2 10001.588),(3 12851.389),(4 12861.993),(5 12414.65),(6 12375.268),(7 12706.403),(8 13065.879),(9 13452.737),(10 13945.758),(11 14169.859),(12 13833.513),(13 13452.907),(14 13642.114),(15 13897.9),(16 14062.235),(17 14135.638),(18 14602.085),(19 14912.687),(20 14923.8955),(21 14869.638),(22 14813.435),(23 14859.389),(24 14899.828),(25 15009.194),(26 15045.582),(27 15071.301),(28 15139.794),(29 15409.245),(30 15419.808),(31 15215.322),(32 15465.837),(33 15658.771),(34 15533.342),(35 15333.187),(36 15308.724),(37 15301.871),(38 15380.466),(39 15568.762),(40 15518.616),(41 15323.813),(42 15201.951),(43 15215.173),(44 15082.922),(45 14949.18),(46 14854.636),(47 14874.207),(48 15092.257),(49 15434.034),(50 15581.512),(51 15530.082),(52 15380.772),(53 15265.894),(54 15123.447),(55 15168.794),(56 14915.67),(57 14842.502),(58 14981.102),(59 15086.214),(60 15232.794),(61 15331.093),(62 15177.102),(63 15006.729),(64 14964.451),(65 15279.378),(66 15146.248),(67 14917.959),(68 14730.332),(69 14751.327),(70 15022.301),(71 15170.886),(72 15263.961),(73 15162.308),(74 14875.813),(75 14890.144),(76 15100.322),(77 15343.6045),(78 15176.065),(79 15029.389),
(1 4248.6416),(2 9935.313),(3 12579.055),(4 12528.962),(5 12027.245),(6 12012.09),(7 12513.122),(8 13049.591),(9 13240.854),(10 13240.3125),(11 13140.654),(12 12609.554),(13 12167.791),(14 12335.401),(15 12611.983),(16 13023.556),(17 13174.231),(18 13457.902),(19 13614.356),(20 13553.096),(21 13478.783),(22 13430.696),(23 13534.377),(24 13651.874),(25 14106.426),(26 14397.14),(27 14528.562),(28 14345.253),(29 14300.095),(30 14391.25),(31 14555.981),(32 14543.317),(33 14434.797),(34 14405.01),(35 14398.49),(36 14391.551),(37 14348.781),(38 14221.516),(39 14228.869),(40 14170.582),(41 14233.157),(42 14430.508),(43 14400.724),(44 13987.885),(45 13901.314),(46 14201.373),(47 14401.877),(48 14302.564),(49 14494.958),(50 14534.332),(51 14742.176),(52 14919.44),(53 15044.961),(54 15154.953),(55 15027.945),(56 14769.346),(57 14526.744),(58 14552.591),(59 14728.276),(60 14870.28),(61 14729.373),(62 14332.088),(63 14177.319),(64 14298.273),(65 14563.675),(66 14587.508),(67 14369.252),(68 14147.1875),(69 14248.752),(70 14444.131),(71 14669.51),(72 14592.184),(73 14605.481),(74 14574.732),(75 14612.853),(76 14799.913),(77 14970.706),(78 15097.701),(79 14893.462),
(1 4148.028),(2 9827.611),(3 12509.31),(4 12256.73),(5 11720.788),(6 11835.615),(7 12369.978),(8 12767.766),(9 13057.258),(10 13254.371),(11 13117.586),(12 12783.351),(13 12665.758),(14 12593.014),(15 12558.697),(16 12604.668),(17 12680.609),(18 13063.298),(19 13467.377),(20 13717.158),(21 13837.272),(22 13807.997),(23 13599.979),(24 13626.539),(25 13866.098),(26 13923.07),(27 14065.422),(28 14050.971),(29 14234.15),(30 14378.869),(31 14393.595),(32 14489.418),(33 14614.446),(34 14601.114),(35 14886.323),(36 14896.408),(37 14701.366),(38 14578.469),(39 14482.183),(40 14371.328),(41 14433.568),(42 14417.894),(43 14227.5625),(44 14067.947),(45 13776.369),(46 13954.267),(47 14262.383),(48 14480.147),(49 14662.3955),(50 14540.633),(51 14476.065),(52 14468.219),(53 14658.021),(54 14707.866),(55 14437.99),(56 14173.8545),(57 14155.129),(58 14581.412),(59 14862.304),(60 14728.913),(61 14695.971),(62 14408.345),(63 14281.699),(64 14466.77),(65 14897.524),(66 15089.983),(67 14624.612),(68 14153.451),(69 14246.572),(70 14603.233),(71 15197.144),(72 15135.539),(73 14692.374),(74 14465.4375),(75 14378.932),(76 14521.672),(77 14810.65),(78 14959.714),(79 14725.886),
(1 3952.3682),(2 9100.784),(3 11250.868),(4 11034.802),(5 10726.985),(6 11000.459),(7 11513.719),(8 11665.588),(9 11771.029),(10 12056.104),(11 12307.319),(12 12048.466),(13 11941.983),(14 12087.277),(15 12192.274),(16 12298.0625),(17 12353.445),(18 12419.488),(19 12358.836),(20 12569.617),(21 12757.801),(22 12713.702),(23 12491.542),(24 12470.598),(25 12728.975),(26 12742.934),(27 12603.552),(28 12297.129),(29 12326.727),(30 12431.681),(31 12405.305),(32 12429.548),(33 12656.88),(34 12725.731),(35 12937.756),(36 13103.336),(37 13070.945),(38 13004.756),(39 13065.503),(40 13340.575),(41 13585.986),(42 13630.77),(43 13231.569),(44 12924.272),(45 13054.867),(46 13439.594),(47 13719.634),(48 13695.909),(49 13694.836),(50 13553.492),(51 13542.98),(52 13546.67),(53 13395.33),(54 13416.658),(55 13330.908),(56 13086.538),(57 12851.408),(58 12812.992),(59 13027.744),(60 13137.489),(61 13314.055),(62 13383.11),(63 13337.019),(64 13207.051),(65 13219.533),(66 13085.801),(67 12889.408),(68 12745.35),(69 12894.369),(70 13021.12),(71 13025.917),(72 12943.14),(73 12994.525),(74 13083.483),(75 13149.402),(76 13325.509),(77 13431.425),(78 13239.259),(79 12879.604),
