1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 52914.11),(2 162064.8),(3 291417.5),(4 437319.9),(5 581726.7),(6 744296.5),(7 886697.8),(8 1023094.94),(9 1148563.5),(10 1248484.6),(11 1340092.6),(12 1426317.4),(13 1540060),(14 1684680.4),(15 1821752.4),(16 1965965.4),(17 2122831.8),(18 2250421.3),(19 2354403.3),(20 2403085.3),(21 2431438),(22 2442068.3),(23 2434105.8),(24 2423256),(25 2410689),(26 2431707),(27 2477258.3),(28 2529107.8),(29 2614715.5),(30 2710544.3),(31 2774201),(32 2819536),(33 2893143.8),(34 2917842),(35 2953782.8),(36 2991723.3),(37 3009402),(38 3066218.8),(39 3112338.8),(40 3166067.3),(41 3258550),(42 3376950.8),(43 3503230),(44 3641734),(45 3731980),(46 3764671.3),(47 3773460.8),(48 3765257.3),(49 3744215.3),(50 3669106.8),(51 3587520.8),(52 3525502.3),(53 3490424.8),(54 3465317.3),(55 3443119.3),(56 3450115.3),(57 3453036),(58 3456209.3),(59 3485122),(60 3503202.3),(61 3527066.8),(62 3592733.8),(63 3620244.8),(64 3658682.8),(65 3750343.3),(66 3826976.8),(67 3940305.8),(68 4067504),(69 4213712.5),(70 4385745.5),(71 4574145.5),(72 4729052.5),(73 4932953.5),(74 5117874),(75 5301267),(76 5499442),(77 5696279.5),(78 5901048.5),(79 6116144.5),
(1 2409.0854),(2 5423.5586),(3 7718.295),(4 9492.982),(5 10647.275),(6 11469.167),(7 12058.998),(8 12605.297),(9 13069.191),(10 13384.204),(11 13724.659),(12 13932.895),(13 14047.197),(14 14377.393),(15 14680.435),(16 14874.752),(17 15150.619),(18 15338.451),(19 15498.121),(20 15566.015),(21 15752.283),(22 16033.45),(23 16160.642),(24 16298.349),(25 16380.567),(26 16418.92),(27 16395.975),(28 16391.127),(29 16348.462),(30 16293.651),(31 16380.538),(32 16486.293),(33 16662.42),(34 16840.016),(35 17011.766),(36 17098.465),(37 17089.672),(38 17231.168),(39 17229.61),(40 17202.16),(41 17129.877),(42 17135.791),(43 17171.287),(44 17218.58),(45 17196.092),(46 17229.057),(47 17190.914),(48 17180.205),(49 17094.63),(50 17251.207),(51 17208.299),(52 17166.262),(53 17181.334),(54 17236.516),(55 17249.582),(56 17235.113),(57 17196.92),(58 17163.68),(59 17212.56),(60 17193.299),(61 17185.822),(62 17404.457),(63 17444.69),(64 17518.348),(65 17646.918),(66 17813.992),(67 17945.477),(68 18046.396),(69 18132.367),(70 18256.273),(71 18222.336),(72 18189.684),(73 18220.236),(74 18371.984),(75 18466.582),(76 18478.568),(77 18431.95),(78 18347.242),(79 18278.488),
(1 2347.2246),(2 5350.7915),(3 7619.975),(4 9446.454),(5 10761.768),(6 11704.223),(7 12413.82),(8 12793.048),(9 13132.934),(10 13450.911),(11 13733.802),(12 13918.967),(13 14044.101),(14 14475.221),(15 14680.072),(16 14791.4375),(17 14960.912),(18 15135.068),(19 15396.292),(20 15548.712),(21 15765.822),(22 15895.93),(23 15914.835),(24 16030.913),(25 16056.61),(26 16105.756),(27 16138.472),(28 16155.852),(29 16204.317),(30 16251.018),(31 16229.589),(32 16328.303),(33 16380.372),(34 16477.861),(35 16424.598),(36 16424.016),(37 16372.425),(38 16504.793),(39 16594.346),(40 16625.377),(41 16633.904),(42 16661.506),(43 16614.22),(44 16660.709),(45 16645.773),(46 16663.322),(47 16557.85),(48 16532.416),(49 16539.113),(50 16723.623),(51 16763.963),(52 16647.197),(53 16575.924),(54 16560.928),(55 16630.186),(56 16641.533),(57 16602.148),(58 16563.676),(59 16644.342),(60 16690.408),(61 16663.154),(62 16874.988),(63 16890.643),(64 16930.982),(65 16936.814),(66 17028.559),(67 17242.504),(68 17280.916),(69 17330.684),(70 17265.79),(71 17148.607),(72 17036.313),(73 16940.803),(74 16926.852),(75 16907.428),(76 16887.854),(77 16862.193),(78 16734.998),(79 16715.908),
(1 2325.854),(2 5280.3755),(3 7536.8545),(4 9285.035),(5 10589.506),(6 11581.385),(7 12179.802),(8 12534.123),(9 12759.033),(10 12947.439),(11 13080.442),(12 13154.974),(13 13189.474),(14 13391.079),(15 13558.276),(16 13635.343),(17 13771.844),(18 13840.839),(19 14037.679),(20 14180.491),(21 14324.723),(22 14489.965),(23 14563.853),(24 14660.91),(25 14706.321),(26 14698.736),(27 14794.279),(28 14797.749),(29 14875.609),(30 15015.765),(31 15248.348),(32 15430.149),(33 15416.421),(34 15594.485),(35 15544.149),(36 15461.036),(37 15365.544),(38 15531.57),(39 15614.006),(40 15621.124),(41 15670.999),(42 15846.844),(43 15932.877),(44 15978.376),(45 15854.072),(46 15780.362),(47 15808.535),(48 15826.265),(49 15866.601),(50 16020.383),(51 16052.912),(52 16016.8545),(53 15935.974),(54 15952.949),(55 16012.278),(56 16042.075),(57 16076.896),(58 16085.561),(59 16098.824),(60 16028.235),(61 16156.792),(62 16568.873),(63 16838.55),(64 16906.047),(65 16928.07),(66 16975.367),(67 16967.865),(68 16946.041),(69 16845.984),(70 16614.678),(71 16345.155),(72 16084.166),(73 15888.725),(74 16022.898),(75 16068.394),(76 16077.807),(77 16035.167),(78 15916.824),(79 15891.984),
(1 2251.1538),(2 5110.9614),(3 7220.5825),(4 8887.632),(5 10139.922),(6 11106.547),(7 11719.693),(8 12001.573),(9 12282.056),(10 12464.758),(11 12581.168),(12 12713.631),(13 12821.326),(14 13158.701),(15 13450.167),(16 13552.949),(17 13593.215),(18 13653.686),(19 13826.89),(20 13906.517),(21 14049.062),(22 14190.808),(23 14342.47),(24 14441.719),(25 14639.301),(26 14900.489),(27 15135.89),(28 15179.458),(29 15279.743),(30 15388.234),(31 15569.28),(32 15683.2),(33 15762.058),(34 15935.298),(35 15794.788),(36 15563.448),(37 15370.892),(38 15461.889),(39 15439.647),(40 15394.87),(41 15415.672),(42 15548.608),(43 15539.994),(44 15508.8),(45 15473.062),(46 15452.122),(47 15444.953),(48 15321.606),(49 15271.945),(50 15464.703),(51 15440.633),(52 15407.442),(53 15287.248),(54 15263.458),(55 15217.093),(56 15133.398),(57 15100.644),(58 15023.995),(59 15016.522),(60 15081.517),(61 15055.915),(62 15227.778),(63 15331.931),(64 15313.433),(65 15325.126),(66 15341.533),(67 15308.306),(68 15356.069),(69 15363.988),(70 15340.944),(71 15109.489),(72 14996.124),(73 14944.258),(74 15153.81),(75 15234.882),(76 15199.522),(77 15184.436),(78 15159.39),(79 15173.928),
(1 2159.4275),(2 4896.9414),(3 6988.5156),(4 8632.831),(5 9776.1875),(6 10733.873),(7 11448.487),(8 11881.955),(9 12179.365),(10 12392.39),(11 12520.286),(12 12596.617),(13 12625.7),(14 12813.271),(15 12959.145),(16 13065.265),(17 13189.598),(18 13228.584),(19 13260.7295),(20 13363.516),(21 13515.32),(22 13543.202),(23 13554.351),(24 13627.416),(25 13711.657),(26 13943.988),(27 14111.461),(28 14138.32),(29 14112.476),(30 14016.32),(31 13998.465),(32 14025.452),(33 14071.642),(34 14113.933),(35 14044.761),(36 14022.966),(37 13978.154),(38 14062.738),(39 14169.892),(40 14122.087),(41 14157.563),(42 14283.369),(43 14304.25),(44 14348.587),(45 14372.584),(46 14296.802),(47 14153.359),(48 13989.3),(49 13983.86),(50 14068.338),(51 14098.063),(52 14031.019),(53 14039.316),(54 14062.189),(55 14010.427),(56 13993.218),(57 14023.186),(58 14043.203),(59 13997.054),(60 14039.695),(61 14069.68),(62 14246.763),(63 14281.018),(64 14330.008),(65 14287.9),(66 14277.588),(67 14340.022),(68 14340.64),(69 14333.78),(70 14417.4375),(71 14386.676),(72 14419.309),(73 14455.006),(74 14705.4),(75 14747.84),(76 14737.346),(77 14691.061),(78 14690.379),(79 14594.618),
(1 2064.7087),(2 4675.627),(3 6586.0313),(4 8045.9526),(5 9085.11),(6 9902.166),(7 10455.469),(8 10887.569),(9 11174.839),(10 11374.3),(11 11579.648),(12 11770.548),(13 11923.895),(14 12323.208),(15 12688.169),(16 12960.307),(17 13101.097),(18 13208.193),(19 13282.564),(20 13371.048),(21 13436.404),(22 13499.397),(23 13440.852),(24 13442.931),(25 13529.945),(26 13691.255),(27 13739.384),(28 13684.35),(29 13658.353),(30 13618.884),(31 13620.159),(32 13648.563),(33 13690.9),(34 13715.987),(35 13584.173),(36 13517.088),(37 13401.582),(38 13520.644),(39 13599.006),(40 13573.417),(41 13555.447),(42 13534.13),(43 13524.08),(44 13536.004),(45 13627.031),(46 13595.715),(47 13466.922),(48 13431.326),(49 13418.163),(50 13577.741),(51 13609.102),(52 13623.596),(53 13667.486),(54 13669.799),(55 13772.18),(56 13873.128),(57 13851.554),(58 13874.17),(59 13873.301),(60 13851.237),(61 13834.261),(62 14018.603),(63 14133.248),(64 14096.912),(65 13973.706),(66 13918.1045),(67 13895.861),(68 13934.555),(69 13952.006),(70 13886.066),(71 13770.573),(72 13692.606),(73 13701.446),(74 13848.681),(75 13852.006),(76 13778.733),(77 13666.3125),(78 13614.097),(79 13554.281),
(1 2059.218),(2 4674.805),(3 6616.169),(4 8091.9644),(5 9108.497),(6 9829.949),(7 10363.947),(8 10669.364),(9 10883.957),(10 11050.771),(11 11171.08),(12 11372.863),(13 11575.753),(14 11919.407),(15 12145.895),(16 12340.048),(17 12597.393),(18 12695.723),(19 12657.698),(20 12610.801),(21 12624.735),(22 12677.231),(23 12701.294),(24 12768.662),(25 12849.422),(26 13147.859),(27 13252.487),(28 13169.372),(29 13156.216),(30 13246.631),(31 13292.773),(32 13329.432),(33 13285.967),(34 13277.362),(35 13284.0205),(36 13291.792),(37 13264.1),(38 13403.668),(39 13439.238),(40 13368.456),(41 13315.917),(42 13257.875),(43 13121.668),(44 13073.545),(45 13111.087),(46 13024.392),(47 12923.218),(48 12779.026),(49 12673.507),(50 12792.6),(51 12837.806),(52 12806.766),(53 12770.865),(54 12730.414),(55 12830.633),(56 12927.287),(57 12973.805),(58 13076.504),(59 12946.143),(60 12915.285),(61 12935.856),(62 12895.698),(63 12896.402),(64 12923.766),(65 12868.148),(66 12861.896),(67 12927.021),(68 12979.947),(69 13047.456),(70 13116.519),(71 13172.086),(72 13083.028),(73 13111.587),(74 13383.195),(75 13433.996),(76 13428.676),(77 13454.392),(78 13504.032),(79 13533.2),
(1 1975.34),(2 4519.487),(3 6423.1294),(4 7814.883),(5 8781.179),(6 9595.086),(7 10065.122),(8 10368.96),(9 10588.538),(10 10716.562),(11 10784.959),(12 10902.491),(13 10990.339),(14 11309.217),(15 11466.918),(16 11636.178),(17 11831.418),(18 12004.288),(19 12086.944),(20 12075.647),(21 12110.236),(22 12284.886),(23 12434.789),(24 12574.986),(25 12679.172),(26 12908.723),(27 13139.753),(28 13152.299),(29 13290.559),(30 13383.737),(31 13434.738),(32 13406.421),(33 13333.726),(34 13326.848),(35 13223.617),(36 13224.46),(37 13292.809),(38 13526.602),(39 13498.002),(40 13447.272),(41 13455.091),(42 13479.652),(43 13390.886),(44 13338.66),(45 13383.351),(46 13335.743),(47 13222.044),(48 13098.591),(49 12988.902),(50 13049.408),(51 13002.143),(52 12877.4375),(53 12925.9),(54 12920.792),(55 12979.742),(56 13001.649),(57 13024.936),(58 13032.604),(59 12952.216),(60 12920.832),(61 12863.85),(62 13106.829),(63 13101.948),(64 13069.74),(65 13098.733),(66 13215.521),(67 13359.047),(68 13428.791),(69 13397.39),(70 13482.018),(71 13416.407),(72 13394.267),(73 13465.613),(74 13604.009),(75 13702.887),(76 13736.161),(77 13766.402),(78 13793.616),(79 13827.84),
(1 1893.5442),(2 4333.0317),(3 6110.291),(4 7472.573),(5 8469.466),(6 9185.3545),(7 9727.819),(8 10025.566),(9 10185.846),(10 10274.995),(11 10291.911),(12 10332.871),(13 10353.384),(14 10653.1),(15 10869.907),(16 11140.2),(17 11327.8545),(18 11466.5),(19 11535.984),(20 11614.496),(21 11749.757),(22 11946.656),(23 12054.17),(24 12171.4795),(25 12237.483),(26 12400.895),(27 12455.203),(28 12415.987),(29 12376.812),(30 12377.104),(31 12413.218),(32 12377.426),(33 12375.94),(34 12459.71),(35 12495.956),(36 12594.716),(37 12616.685),(38 12910.219),(39 12925.752),(40 12940.676),(41 12910.622),(42 12934.026),(43 12867.886),(44 12853.872),(45 12920.161),(46 12913.983),(47 12936.064),(48 12952.254),(49 12928.629),(50 13008.53),(51 12991.163),(52 12882.504),(53 12738.0625),(54 12733.121),(55 12757.154),(56 12736.63),(57 12718.134),(58 12705.482),(59 12642.301),(60 12544.649),(61 12451.898),(62 12705.813),(63 12749.816),(64 12718.437),(65 12700.78),(66 12775.746),(67 12911.14),(68 12934.518),(69 13090.32),(70 13211.049),(71 13238.419),(72 13249.781),(73 13242.555),(74 13276.205),(75 13312.694),(76 13331.476),(77 13409.391),(78 13432.674),(79 13488.385),
(1 1844.9436),(2 4074.2983),(3 5736.0703),(4 7030.5444),(5 7862.812),(6 8470.281),(7 8864.38),(8 9200.688),(9 9434.907),(10 9648.403),(11 9790.524),(12 9889.284),(13 10007.4),(14 10248.888),(15 10447.028),(16 10566.916),(17 10717.772),(18 10819.196),(19 10883.154),(20 10946.011),(21 11010.951),(22 11100.852),(23 11179.631),(24 11280.363),(25 11302.806),(26 11461.312),(27 11501.688),(28 11474.121),(29 11423.753),(30 11445.696),(31 11552.423),(32 11666.284),(33 11738.343),(34 11910.465),(35 11999.603),(36 12121.262),(37 12167.211),(38 12333.079),(39 12419.927),(40 12411.11),(41 12379.332),(42 12455.813),(43 12400.265),(44 12440.733),(45 12379.0625),(46 12421.362),(47 12346.778),(48 12274.81),(49 12261.037),(50 12296.87),(51 12294.262),(52 12250.443),(53 12178.116),(54 12142.662),(55 12108.08),(56 11997.77),(57 11873.684),(58 11801.751),(59 11693.036),(60 11529.182),(61 11474.729),(62 11657.84),(63 11640.714),(64 11587.664),(65 11562.119),(66 11553.24),(67 11554.715),(68 11686.183),(69 11755.551),(70 11846.117),(71 11868.951),(72 11808.586),(73 11833.848),(74 11995.677),(75 12085.179),(76 12079.516),(77 12102.683),(78 12159.4375),(79 12212.046),
(1 1782.5087),(2 4060.5845),(3 5639.8643),(4 6864.6533),(5 7695.5996),(6 8398.123),(7 8829.282),(8 9189.722),(9 9435.651),(10 9645.784),(11 9750.972),(12 9828.292),(13 9900.419),(14 10181.402),(15 10347.863),(16 10460.839),(17 10630.82),(18 10753.224),(19 10830.129),(20 10837.363),(21 10820.802),(22 10849.661),(23 10822.375),(24 10827.918),(25 10858.112),(26 11050.588),(27 11103.358),(28 10988.529),(29 10943.522),(30 10948.405),(31 11014.136),(32 11078.977),(33 11158.923),(34 11234.581),(35 11269.339),(36 11335.452),(37 11344.617),(38 11395.083),(39 11383.582),(40 11296.771),(41 11294.516),(42 11388.531),(43 11450.711),(44 11499.578),(45 11541.517),(46 11602.793),(47 11597.041),(48 11565.654),(49 11515.016),(50 11725.232),(51 11797.387),(52 11805.277),(53 11875.279),(54 11887.796),(55 11943.5),(56 11998.71),(57 11992.595),(58 11955.25),(59 11950.784),(60 11846.503),(61 11765.51),(62 11938.513),(63 11859.606),(64 11775.166),(65 11739.981),(66 11703.635),(67 11732.363),(68 11793.009),(69 11831.208),(70 11892.922),(71 11953.415),(72 11890.764),(73 11910.568),(74 12032.344),(75 12116.101),(76 12092.463),(77 12152.744),(78 12139.034),(79 12173.181),
(1 1788.8042),(2 3987.9648),(3 5579.0103),(4 6777.0513),(5 7621.351),(6 8360.618),(7 8836.553),(8 9154.528),(9 9455.242),(10 9716.871),(11 9797.987),(12 9836.126),(13 9865.232),(14 10032.687),(15 10171.219),(16 10237.688),(17 10397.532),(18 10459.51),(19 10492.31),(20 10552.958),(21 10631.616),(22 10782.702),(23 10869.256),(24 10934.411),(25 11065.4795),(26 11301.956),(27 11374.948),(28 11333.854),(29 11299.451),(30 11262.187),(31 11250.564),(32 11173.49),(33 11126.594),(34 11137.01),(35 11088.356),(36 11071.698),(37 11096.714),(38 11196.021),(39 11243.413),(40 11210.541),(41 11179.043),(42 11144.104),(43 11156.513),(44 11135.681),(45 11093.446),(46 11139.571),(47 11164.518),(48 11142.139),(49 11164.532),(50 11344.074),(51 11407.1),(52 11384.553),(53 11495.529),(54 11570.158),(55 11578.727),(56 11597.708),(57 11613.149),(58 11639.863),(59 11659.551),(60 11561.867),(61 11565.106),(62 11673.111),(63 11728.932),(64 11806.6455),(65 11806.623),(66 11882.961),(67 11910.054),(68 11913.048),(69 11961.209),(70 11963.95),(71 11895.487),(72 11837.338),(73 11839.414),(74 11923.458),(75 11972.792),(76 11979.154),(77 11995.037),(78 12035.259),(79 12085.874),
(1 1722.9454),(2 3773.1208),(3 5192.8237),(4 6196.732),(5 6953.8916),(6 7582.5913),(7 8015.4917),(8 8355.311),(9 8599.308),(10 8796.364),(11 8924.255),(12 9055.166),(13 9206.718),(14 9431.356),(15 9590.717),(16 9687.622),(17 9874.425),(18 9961.019),(19 10039.674),(20 10146.371),(21 10237.57),(22 10349.8125),(23 10405.607),(24 10363.018),(25 10473.732),(26 10607.721),(27 10685.501),(28 10752.605),(29 10741.203),(30 10777.019),(31 10822.822),(32 10844.688),(33 10926.877),(34 11000.66),(35 10974.33),(36 10952.477),(37 10866.309),(38 11106.436),(39 11223.964),(40 11277.667),(41 11319.12),(42 11298.535),(43 11244.832),(44 11169.151),(45 11150.328),(46 11055.823),(47 10973.754),(48 10985.262),(49 10871.759),(50 10834.331),(51 10796.743),(52 10779.492),(53 10752.862),(54 10782.004),(55 10747.373),(56 10769.791),(57 10779.161),(58 10767.545),(59 10796.799),(60 10801.798),(61 10770.675),(62 10962.989),(63 10995.2705),(64 10965.318),(65 10920.285),(66 10898.892),(67 10927.411),(68 10990.656),(69 10947.694),(70 10895.202),(71 10853.709),(72 10847.388),(73 10883.947),(74 10933.742),(75 10955.754),(76 10945.433),(77 10936.049),(78 10903.191),(79 10918.983),
(1 1696.5424),(2 3662.1472),(3 5043.9653),(4 6068.005),(5 6789.624),(6 7314.609),(7 7735.904),(8 8038.8667),(9 8285.344),(10 8428.433),(11 8534.105),(12 8621.003),(13 8736.739),(14 8997.349),(15 9186.509),(16 9301.411),(17 9421.976),(18 9411.812),(19 9427.998),(20 9445.308),(21 9493.874),(22 9546.962),(23 9595.806),(24 9576.189),(25 9693.697),(26 9970.518),(27 10196.389),(28 10290.887),(29 10320.153),(30 10368.136),(31 10436.42),(32 10527.814),(33 10545.819),(34 10565.566),(35 10510.501),(36 10433.086),(37 10368.731),(38 10535.721),(39 10554.961),(40 10506.457),(41 10495.519),(42 10488.987),(43 10523.17),(44 10512.559),(45 10543.3),(46 10591.459),(47 10558.365),(48 10569.561),(49 10574.301),(50 10620.817),(51 10621.668),(52 10605.948),(53 10614.329),(54 10646.893),(55 10678.553),(56 10610.427),(57 10603.88),(58 10575.633),(59 10524.586),(60 10469.254),(61 10478.873),(62 10535.797),(63 10558.825),(64 10540.219),(65 10555.273),(66 10533.263),(67 10460.009),(68 10381.908),(69 10346.958),(70 10256.065),(71 10184.725),(72 10253.401),(73 10267.981),(74 10314.736),(75 10404.76),(76 10413.552),(77 10413.801),(78 10452.094),(79 10517.987),
(1 1609.8138),(2 3511.883),(3 4845.547),(4 5912.1714),(5 6669.2173),(6 7204.5728),(7 7565.3896),(8 7858.17),(9 8071.53),(10 8232.1045),(11 8263.332),(12 8327.392),(13 8380.921),(14 8669.581),(15 8876.832),(16 9005.661),(17 9198.797),(18 9320.098),(19 9387.271),(20 9411.739),(21 9456.918),(22 9470.808),(23 9454.543),(24 9492.636),(25 9632.908),(26 9807.004),(27 9945.81),(28 9961.088),(29 10028.88),(30 10068.236),(31 10093.37),(32 10069.879),(33 10020.975),(34 10059.5625),(35 10072.756),(36 10087.026),(37 10091.033),(38 10205.863),(39 10198.677),(40 10254.479),(41 10317.918),(42 10323.62),(43 10406.876),(44 10464.363),(45 10493.467),(46 10609.407),(47 10634.667),(48 10538.053),(49 10528.363),(50 10544.221),(51 10513.181),(52 10491.01),(53 10518.898),(54 10520.255),(55 10471.085),(56 10391.286),(57 10394.786),(58 10402.522),(59 10338.857),(60 10260.025),(61 10291.054),(62 10448.608),(63 10457.31),(64 10330.683),(65 10227.135),(66 10203.753),(67 10165.262),(68 10201.78),(69 10198.391),(70 10098.977),(71 9997.463),(72 9927.018),(73 9914.108),(74 10002.479),(75 10139.786),(76 10215.462),(77 10352.621),(78 10413.332),(79 10537.55),
(1 1635.57),(2 3546.4036),(3 4937.9004),(4 6011.7954),(5 6852.459),(6 7456.134),(7 7881.075),(8 8149.567),(9 8327.444),(10 8504.461),(11 8669.086),(12 8730.285),(13 8714.55),(14 8906.256),(15 9048.289),(16 9184.944),(17 9278.484),(18 9320.987),(19 9297.513),(20 9326.946),(21 9320.997),(22 9363.487),(23 9359.0625),(24 9416.422),(25 9480.847),(26 9614.799),(27 9695.974),(28 9759.074),(29 9850.669),(30 9923.986),(31 9914.599),(32 9849.005),(33 9766.786),(34 9710.461),(35 9690.177),(36 9757.96),(37 9778.154),(38 10036.847),(39 10111.805),(40 10205.493),(41 10224.446),(42 10263.227),(43 10303.85),(44 10301.667),(45 10310.077),(46 10369.002),(47 10393.635),(48 10381.935),(49 10453.234),(50 10539.473),(51 10576.631),(52 10507.984),(53 10522.228),(54 10536.442),(55 10623.58),(56 10622.847),(57 10588.236),(58 10663.312),(59 10640.014),(60 10589.868),(61 10579.693),(62 10684.472),(63 10637.401),(64 10591.353),(65 10549.094),(66 10453.435),(67 10417.845),(68 10457.748),(69 10418.354),(70 10464.482),(71 10409.006),(72 10342.511),(73 10327.401),(74 10500.815),(75 10579.273),(76 10614.324),(77 10729.311),(78 10783.05),(79 10878.419),
(1 1564.7632),(2 3380.495),(3 4686.626),(4 5602.3574),(5 6292.3203),(6 6823.5967),(7 7162.823),(8 7402.8706),(9 7654.585),(10 7857.472),(11 7939.31),(12 8039.1055),(13 8121.093),(14 8280.407),(15 8427.226),(16 8536.752),(17 8636.358),(18 8708.059),(19 8699.784),(20 8777.308),(21 8870.382),(22 8912.935),(23 8776.362),(24 8787.396),(25 8850.132),(26 9023.197),(27 9061.083),(28 9075.153),(29 9173.499),(30 9206.341),(31 9218.568),(32 9214.841),(33 9170.506),(34 9135.115),(35 9130.712),(36 9093.872),(37 9133.144),(38 9361.421),(39 9428.6455),(40 9411.856),(41 9374.071),(42 9333.8125),(43 9341.937),(44 9457.844),(45 9558.172),(46 9613.913),(47 9565.74),(48 9583.241),(49 9621.643),(50 9696.541),(51 9746.723),(52 9715.3955),(53 9696.111),(54 9700.154),(55 9692.362),(56 9661.138),(57 9688.234),(58 9725.697),(59 9676.473),(60 9535.885),(61 9498.335),(62 9656.26),(63 9753.515),(64 9780.56),(65 9767.903),(66 9731.028),(67 9700.034),(68 9651.865),(69 9592.665),(70 9596.574),(71 9507.543),(72 9418.711),(73 9441.071),(74 9660.82),(75 9695.118),(76 9608.65),(77 9559.182),(78 9519.587),(79 9446.24),
