1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67437.26),(2 209642.8),(3 424239.66),(4 702046.5),(5 1018878.75),(6 1345658.9),(7 1655068.5),(8 1936773),(9 2252697.8),(10 2579778.8),(11 2899857.8),(12 3244435.3),(13 3654992),(14 4031615.3),(15 4369553.5),(16 4691650),(17 4956998),(18 5137656),(19 5286408),(20 5385737.5),(21 5441016.5),(22 5552704),(23 5665009.5),(24 5785449.5),(25 5932352.5),(26 6070136),(27 6225373.5),(28 6344564.5),(29 6456438.5),(30 6596846.5),(31 6715220.5),(32 6795341.5),(33 6895221.5),(34 6954262.5),(35 6918770.5),(36 6866672),(37 6816141.5),(38 6746829.5),(39 6725237.5),(40 6716457.5),(41 6688101.5),(42 6719789.5),(43 6769732),(44 6801220.5),(45 6993732),(46 7136812),(47 7313086),(48 7540572.5),(49 7756948),(50 7978847.5),(51 8205066.5),(52 8393614),(53 8622157),(54 8831288),(55 9045401),(56 9267077),(57 9416182),(58 9603682),(59 9720984),(60 9834207),(61 9924183),(62 9961799),(63 9982047),(64 10037744),(65 10033980),(66 10010247),(67 9980744),(68 9948543),(69 9903100),(70 10012008),(71 10055556),(72 10158575),(73 10288086),(74 10332837),(75 10449142),(76 10588087),(77 10733473),(78 11210264),(79 11464859),
(1 4919.3765),(2 8926.6045),(3 11893.301),(4 14267.79),(5 15649.047),(6 17001.09),(7 18281.004),(8 18780.492),(9 19469.412),(10 20305.465),(11 21142.361),(12 22225.293),(13 22621.732),(14 22687.576),(15 23211.98),(16 23518.912),(17 23636.67),(18 23787.932),(19 24250.406),(20 24833.389),(21 25282.8),(22 24581.02),(23 24568.078),(24 24809.662),(25 24509.04),(26 24721.979),(27 24800.639),(28 24570.457),(29 24583.652),(30 24827.523),(31 24929.031),(32 25291.945),(33 24924.432),(34 25009.875),(35 24811.277),(36 24972.418),(37 25187.713),(38 24959.514),(39 24904.244),(40 24951.441),(41 24774.836),(42 24907.592),(43 25276.762),(44 25160.453),(45 25499.174),(46 25354.473),(47 25723.57),(48 25958.68),(49 25770.805),(50 26096.533),(51 25845.943),(52 26271.984),(53 26013.264),(54 26017.662),(55 26305.705),(56 26263.127),(57 26110.205),(58 25918.752),(59 25982.521),(60 25954.086),(61 25899.322),(62 25999.719),(63 26149.643),(64 26070.637),(65 25944.996),(66 26129.115),(67 26605.115),(68 26082.248),(69 25896.729),(70 26292.033),(71 25588.408),(72 25400.066),(73 25337.166),(74 25155.002),(75 25696.201),(76 26167.219),(77 26608.691),(78 27352.143),(79 26992.877),
(1 4842.6377),(2 8569.137),(3 11400.889),(4 13414.222),(5 14809.849),(6 16131.589),(7 17369.729),(8 18086.637),(9 18848.078),(10 19632.033),(11 20402),(12 21137.67),(13 21534.584),(14 21754.275),(15 22274.004),(16 22721.521),(17 22756.584),(18 22934.842),(19 23229.25),(20 23460.834),(21 23807.979),(22 23291.99),(23 23462.252),(24 23881.074),(25 23588.322),(26 23538.709),(27 23960.5),(28 23846.688),(29 23838.307),(30 23920.385),(31 23470.865),(32 23580.986),(33 23374.049),(34 23457.734),(35 23451.37),(36 23479.9),(37 23677.621),(38 23392.768),(39 23338.29),(40 23455.25),(41 23290.434),(42 23283.775),(43 23434.6),(44 23142.797),(45 23432.787),(46 23625.611),(47 24035.703),(48 24553.813),(49 24631.287),(50 24913.791),(51 24985.709),(52 25541.217),(53 25353.346),(54 25697.902),(55 26387.795),(56 26457.877),(57 26691.059),(58 26718.145),(59 26654.145),(60 26744.07),(61 26619.438),(62 26101.678),(63 26043.51),(64 25698.387),(65 25594.73),(66 25707.814),(67 25980.352),(68 25825.107),(69 25557.285),(70 25786.62),(71 25334.28),(72 25271.193),(73 25413.53),(74 25188.273),(75 25355.637),(76 25146.912),(77 25245.41),(78 25382.676),(79 24687.229),
(1 4620.0723),(2 8347.811),(3 11232.243),(4 13215.145),(5 14781.986),(6 15981.002),(7 17163.42),(8 17861.396),(9 18615.828),(10 19638.518),(11 20102.918),(12 20552.299),(13 21068.648),(14 21409.219),(15 21823.266),(16 22099.06),(17 22108.621),(18 22618.941),(19 23140.525),(20 23219.678),(21 23320.855),(22 23348.04),(23 23599.42),(24 23910.83),(25 23621.42),(26 23636.182),(27 23801.83),(28 23522.555),(29 23494.959),(30 23468.264),(31 23252.67),(32 23583.563),(33 23631.484),(34 23700.375),(35 23447.432),(36 23666.086),(37 23902.406),(38 24004.361),(39 24177.008),(40 24433.373),(41 24047.043),(42 23970.84),(43 24372.787),(44 23901.096),(45 23891.031),(46 23723.57),(47 23696.693),(48 23971.1),(49 24049.672),(50 24478.303),(51 24481.842),(52 24965.61),(53 24933.861),(54 25095.104),(55 25533.85),(56 25621.393),(57 25915.213),(58 26038.354),(59 26259.209),(60 26283.441),(61 26521.31),(62 26356.826),(63 26414.424),(64 26238.775),(65 26187.246),(66 26121.383),(67 26224.584),(68 25975.328),(69 25802.037),(70 25932.75),(71 25526.498),(72 25616.33),(73 25747.07),(74 25463.266),(75 25419.04),(76 25178.637),(77 25172.975),(78 25315.145),(79 24928.332),
(1 4474.3394),(2 7929.688),(3 10566.79),(4 12408.675),(5 13821.862),(6 14982.625),(7 15901.098),(8 16601.783),(9 17313.113),(10 18255.443),(11 18677.045),(12 19158.693),(13 19597.662),(14 19732.959),(15 19865.285),(16 20145.33),(17 20385.469),(18 20787.775),(19 21237.666),(20 21414.393),(21 21616.395),(22 21706.893),(23 21998.027),(24 22463.79),(25 22159.338),(26 22170.637),(27 22487.71),(28 22542.283),(29 22554.47),(30 22590.37),(31 22421.082),(32 22883.037),(33 22930.293),(34 22876.963),(35 22609.322),(36 22845.21),(37 23259.79),(38 23416.191),(39 23554.957),(40 23515.582),(41 23382.78),(42 23482.45),(43 23674.793),(44 23434.43),(45 23823.957),(46 23830.89),(47 23630.055),(48 23586.652),(49 23576.89),(50 23971.182),(51 23772.828),(52 24019.785),(53 23910.318),(54 24114.602),(55 24345.586),(56 24301.617),(57 24156.045),(58 24165.012),(59 24277.916),(60 24100.785),(61 24035.43),(62 23815.39),(63 23744.164),(64 23454.984),(65 23178.604),(66 23075.38),(67 23236.861),(68 23181.475),(69 22934.19),(70 23332.129),(71 23198.027),(72 23268.664),(73 23247.08),(74 23176.615),(75 23529.559),(76 23247.16),(77 23533.645),(78 23834.41),(79 23693.479),
(1 4566.415),(2 7800.501),(3 10552.936),(4 12640.897),(5 13988.463),(6 15282.521),(7 16217.964),(8 16814.871),(9 17396.248),(10 18013.693),(11 18261.057),(12 18681.127),(13 19141.215),(14 19458.125),(15 19952.809),(16 20414.102),(17 20575.021),(18 20676.285),(19 20710.145),(20 20841.94),(21 20922.281),(22 20784.918),(23 20767.867),(24 21118.338),(25 20752.148),(26 20944.508),(27 21231.563),(28 21015.31),(29 21058.135),(30 21349.953),(31 21393.72),(32 21905.473),(33 21896.916),(34 21962.055),(35 21833.092),(36 22163.207),(37 22306.604),(38 22396.371),(39 22470.05),(40 22623.225),(41 22187.541),(42 22267.525),(43 22727.475),(44 22555.797),(45 22765.078),(46 22608.975),(47 22291.049),(48 22439.176),(49 22379.316),(50 22579.625),(51 22577.168),(52 22731.834),(53 22593.557),(54 22721.268),(55 23050.934),(56 23113.615),(57 23196.271),(58 23430.94),(59 23346.818),(60 23624.191),(61 23481.236),(62 23158.791),(63 23000.281),(64 23106.248),(65 22925.023),(66 22789.24),(67 23135.664),(68 23070.854),(69 22893.662),(70 23537.33),(71 23208.986),(72 23214.049),(73 23265.355),(74 22832.395),(75 22855.545),(76 22694.186),(77 23114.094),(78 23536.756),(79 23164.361),
(1 4351.5874),(2 7408.265),(3 10094.911),(4 11967.548),(5 13385.27),(6 14441.048),(7 15420.244),(8 16013.057),(9 16393.492),(10 17200.586),(11 17331.748),(12 17812.684),(13 18214.932),(14 18298.885),(15 18795.355),(16 19285.518),(17 19469.924),(18 19862.104),(19 20171.203),(20 20552.143),(21 20397.387),(22 20223.455),(23 20330.125),(24 20635.375),(25 20229.145),(26 20507.486),(27 20893.611),(28 20528.787),(29 20412.684),(30 20710.516),(31 20581.186),(32 20842.57),(33 20556.1),(34 20597.008),(35 20458.602),(36 20522.275),(37 20600.533),(38 20692.705),(39 20731.291),(40 20819.506),(41 20715.113),(42 20916.352),(43 20968.043),(44 21089.205),(45 21869.555),(46 21872.396),(47 21822.906),(48 21748.793),(49 21751.75),(50 22140.713),(51 22133.168),(52 22592.441),(53 22521.588),(54 22837.76),(55 23093.217),(56 22782.807),(57 22839.195),(58 23149.28),(59 23406.295),(60 23501.963),(61 23318.852),(62 23081.385),(63 23039.08),(64 22951.51),(65 22755.928),(66 22542.195),(67 22625.168),(68 22576.625),(69 22385.496),(70 22836.057),(71 22559.05),(72 22575.441),(73 22692.045),(74 22468.123),(75 22789.12),(76 22663.521),(77 22924.158),(78 23168.736),(79 22655.01),
(1 4165.696),(2 7144.2593),(3 9577.719),(4 11373.569),(5 12671.433),(6 13758.023),(7 14796.03),(8 15386.511),(9 15929.664),(10 16672.031),(11 16926.701),(12 17613.805),(13 17802.924),(14 17920.887),(15 18285.621),(16 18633.846),(17 18830.555),(18 19285.818),(19 19580.621),(20 19685.057),(21 19623.844),(22 19249.143),(23 19201.824),(24 19351.953),(25 19240.23),(26 19579.621),(27 19819.008),(28 19539.732),(29 19575.158),(30 19815.2),(31 19401.896),(32 19374.371),(33 19092.37),(34 19095.281),(35 19088.805),(36 19317.436),(37 19325.584),(38 19279.414),(39 19297.865),(40 19396.668),(41 19309.516),(42 19419.443),(43 19432.357),(44 19552.86),(45 20152.533),(46 20150.783),(47 20104.084),(48 20149.848),(49 20260.314),(50 20485.295),(51 20422.926),(52 20744),(53 20748.822),(54 20868.428),(55 21273.506),(56 21375.916),(57 21301.516),(58 21604.135),(59 21722.08),(60 21868.035),(61 21795.078),(62 21517.309),(63 21526.055),(64 21452.213),(65 21324.426),(66 20998.3),(67 21074.145),(68 20828.396),(69 20552.068),(70 20606.318),(71 20431.598),(72 20445.012),(73 20546.72),(74 20501.418),(75 20754.629),(76 20593.453),(77 20965.26),(78 21189.414),(79 20967.111),
(1 4175.631),(2 7279.599),(3 9837.46),(4 11654.193),(5 12857.302),(6 13869.163),(7 14871.072),(8 15293.257),(9 15620.938),(10 16144.796),(11 16592.777),(12 16980.572),(13 17336.586),(14 17356.35),(15 17626.52),(16 17903.467),(17 18096.355),(18 18225.707),(19 18685.645),(20 19106.084),(21 19436.693),(22 19229.197),(23 19273.25),(24 19549.316),(25 19461.244),(26 19811.031),(27 20091.043),(28 19960.703),(29 20134.615),(30 20273.65),(31 20241.004),(32 20527.877),(33 20508.373),(34 20852.676),(35 20956.43),(36 21207.004),(37 21478.965),(38 21390.578),(39 21440.463),(40 21621.383),(41 21498.156),(42 21512.713),(43 21833.598),(44 21880.7),(45 22321.537),(46 22216.281),(47 22407.496),(48 22597.684),(49 22685.982),(50 22864.447),(51 22770.11),(52 22875.139),(53 22732.686),(54 22896.121),(55 23113.945),(56 23253.176),(57 23107.195),(58 23467.723),(59 23295.01),(60 23313.654),(61 23221.771),(62 22864.148),(63 22702.53),(64 22418.666),(65 21988.09),(66 21627.078),(67 21789.898),(68 21412.996),(69 21078.512),(70 21428.492),(71 21338.615),(72 21202.1),(73 21434.102),(74 21431.256),(75 21723.52),(76 21873.803),(77 22219.62),(78 22497.027),(79 22202.256),
(1 3979.2722),(2 6831.4033),(3 9033.743),(4 10649.169),(5 11909.574),(6 13011.693),(7 13863.402),(8 14409.215),(9 14877.882),(10 15593.089),(11 15837.361),(12 15983.524),(13 16319.129),(14 16398.314),(15 16714.57),(16 16877.436),(17 16934.166),(18 17051.451),(19 17383.85),(20 17894.12),(21 18014.402),(22 18058.35),(23 18080.887),(24 18438.707),(25 18268.316),(26 18375.219),(27 18729.357),(28 18804.547),(29 18901.27),(30 19389.12),(31 19366.8),(32 19785.326),(33 19769.611),(34 20139.71),(35 20058.402),(36 20393.178),(37 20554.316),(38 20405.916),(39 20433.797),(40 20764.44),(41 20651.629),(42 20460.262),(43 20821.754),(44 20787.35),(45 21017.486),(46 21072.158),(47 21221.033),(48 21299.12),(49 21159.775),(50 21405.676),(51 21270.457),(52 21493.621),(53 21362.588),(54 21522.258),(55 21614.322),(56 21534.686),(57 21434.322),(58 21688.355),(59 21497.904),(60 21618.637),(61 21639.521),(62 21320.512),(63 21446.584),(64 21303.217),(65 20986.668),(66 20976.45),(67 21195.72),(68 20757.79),(69 20542.828),(70 20612.582),(71 20680.354),(72 20875.822),(73 21316.287),(74 21352.455),(75 21691.508),(76 21735.662),(77 22096.203),(78 22560.342),(79 22477.822),
(1 4067.749),(2 7042.0527),(3 9248.823),(4 11013.979),(5 12076.163),(6 13347.517),(7 14160.651),(8 14565.422),(9 15115.596),(10 15757.266),(11 16004.463),(12 16211.218),(13 16425.156),(14 16587.357),(15 16886.287),(16 16991.709),(17 17043.217),(18 17353.926),(19 17843.365),(20 18380.03),(21 18540.742),(22 18329.41),(23 18409.68),(24 18541.48),(25 18255.56),(26 18355.729),(27 18772.502),(28 18672.203),(29 18697.781),(30 18935.965),(31 18727.506),(32 18995.328),(33 18873.227),(34 18911.865),(35 18839.65),(36 18909.951),(37 19045.66),(38 19162.879),(39 19216.143),(40 19522.223),(41 19594.26),(42 19484.12),(43 19690.979),(44 19627.72),(45 19882.479),(46 19871.986),(47 19983.543),(48 20176.904),(49 19965.984),(50 19989.348),(51 19974.6),(52 20063.578),(53 20095.623),(54 20338.086),(55 20596.572),(56 20575.602),(57 20324.447),(58 20339.725),(59 20143.166),(60 20168.121),(61 20332.178),(62 19986.545),(63 20022.889),(64 20174.148),(65 20341.146),(66 20355.102),(67 20535.078),(68 20262.906),(69 20214.172),(70 20459.486),(71 20334.959),(72 20557.902),(73 21112.6),(74 21313.055),(75 21665.422),(76 21658.164),(77 22175.207),(78 22390.133),(79 22153.93),
(1 3911.276),(2 6642.653),(3 8855.153),(4 10624.596),(5 11672.554),(6 12760.866),(7 13672.349),(8 14192.029),(9 14724.954),(10 15305.439),(11 15773.836),(12 15814.32),(13 16140.968),(14 16328.874),(15 16585.459),(16 16800.059),(17 16905.658),(18 17181.186),(19 17297.602),(20 17421.678),(21 17686.604),(22 17554.848),(23 17775.16),(24 18025.238),(25 17823.229),(26 17957.79),(27 18253.89),(28 18072.113),(29 17963.63),(30 18021.344),(31 17839.748),(32 18179.445),(33 17769.31),(34 17773.867),(35 17636.332),(36 17817.824),(37 18056.65),(38 17928.86),(39 17913.213),(40 18245.818),(41 18259.164),(42 18392.973),(43 18673.621),(44 18400.465),(45 18779.367),(46 18677.967),(47 18471.516),(48 18516.398),(49 18302.838),(50 18607.16),(51 18531.43),(52 18707.422),(53 18581.725),(54 18839.76),(55 18909.566),(56 18777.861),(57 18990.676),(58 19098.604),(59 19170.262),(60 19176.96),(61 19380.777),(62 19331.285),(63 19338.648),(64 19486.79),(65 19346.414),(66 19267.588),(67 19428.064),(68 19103.26),(69 19013.418),(70 19217.193),(71 19069.123),(72 19079.162),(73 19170.229),(74 19211.086),(75 19384.734),(76 19410.883),(77 19653.598),(78 20120.203),(79 19875.91),
(1 3656.2903),(2 6346.2524),(3 8471.64),(4 10010.2),(5 11242.81),(6 12344.175),(7 13216.831),(8 13703.733),(9 14154.822),(10 14646.557),(11 14793.1),(12 15043.532),(13 15226.626),(14 15446.024),(15 15785.518),(16 16107.95),(17 16088.582),(18 16091.513),(19 16186.734),(20 16440.273),(21 16614.74),(22 16444.352),(23 16645.531),(24 16770.688),(25 16464.625),(26 16497.049),(27 16667.889),(28 16368.283),(29 16286.156),(30 16293.537),(31 16291.202),(32 16581.31),(33 16668.873),(34 17049.951),(35 16975.082),(36 17154.27),(37 17204.242),(38 17181.201),(39 17295.428),(40 17534.258),(41 17490.44),(42 17501.605),(43 17725.191),(44 17645.072),(45 17793.877),(46 17877.664),(47 17955.627),(48 17925.924),(49 17908.713),(50 17999.598),(51 17995.357),(52 18362.38),(53 18235.613),(54 18288.395),(55 18417.781),(56 18346.084),(57 18671.715),(58 18797.514),(59 18556.566),(60 18769.414),(61 18819.078),(62 18722.914),(63 18523.93),(64 18722.695),(65 18489.6),(66 18339.37),(67 18316.72),(68 18125.19),(69 17923.143),(70 18139.105),(71 18032.47),(72 18060.203),(73 18143.559),(74 18104.549),(75 18496.47),(76 18291.291),(77 18612.7),(78 18985.535),(79 18860.934),
(1 3802.9746),(2 6385.756),(3 8394.622),(4 10025.554),(5 11127.272),(6 12112.837),(7 13099.69),(8 13519.0625),(9 13957.561),(10 14407.208),(11 14518.322),(12 14582.105),(13 14509.915),(14 14610.218),(15 14878.498),(16 15347.712),(17 15363.855),(18 15436.532),(19 15485.428),(20 15741.144),(21 16064.926),(22 15826.558),(23 15795.917),(24 15862.122),(25 15668.483),(26 15743.288),(27 16133.861),(28 16124.278),(29 16397.748),(30 16530.568),(31 16340.838),(32 16631.176),(33 16743.424),(34 17120.2),(35 16882.615),(36 16797.895),(37 17059.754),(38 17225.525),(39 17324.225),(40 17708.346),(41 17836.09),(42 18031.082),(43 18369.785),(44 18309.416),(45 18560.113),(46 18530.533),(47 18387.99),(48 18473.594),(49 18591.678),(50 18833.846),(51 18942.51),(52 19266.734),(53 19153.146),(54 19146.55),(55 19272.836),(56 19116.186),(57 19161.451),(58 19267.672),(59 19136.934),(60 19144.229),(61 19245.814),(62 19097.908),(63 18985.436),(64 19060.598),(65 18701.416),(66 18638.533),(67 18662.541),(68 18339.518),(69 18267.111),(70 18621.273),(71 18144.592),(72 18145.934),(73 18195.746),(74 18050.04),(75 18243.203),(76 18107.383),(77 18310.695),(78 18815.348),(79 18660.623),
(1 3695.0767),(2 6157.8325),(3 8091.12),(4 9517.299),(5 10612.056),(6 11399.252),(7 12226.18),(8 12517.22),(9 12868.597),(10 13208.228),(11 13404.058),(12 13794.618),(13 14079.436),(14 14129.9375),(15 14257.228),(16 14621.916),(17 14758.082),(18 14847.75),(19 14886.573),(20 15327.67),(21 15677.313),(22 15548.33),(23 15691.041),(24 16009.549),(25 15871.167),(26 15975.55),(27 16097.064),(28 16222.644),(29 16375.843),(30 16718.133),(31 16517.707),(32 16729.09),(33 16592.785),(34 16722.012),(35 16509.518),(36 16426.318),(37 16543.146),(38 16496.236),(39 16531.686),(40 16744.121),(41 16710.668),(42 16780.793),(43 17190.037),(44 17241.865),(45 17466.086),(46 17446.531),(47 17431.414),(48 17667.926),(49 17571.928),(50 17816.805),(51 17653.615),(52 17758.14),(53 17617.7),(54 17768.799),(55 18043.621),(56 18071.662),(57 18255.691),(58 18675.676),(59 18530.32),(60 18549.064),(61 18734.238),(62 18399.047),(63 18192.209),(64 18182.35),(65 18001.422),(66 17687.564),(67 17634.932),(68 17363.137),(69 17026.555),(70 17222.574),(71 16947.49),(72 17091.563),(73 17152.734),(74 17134.135),(75 17424.338),(76 17321.742),(77 17434.467),(78 17682.629),(79 17470.531),
(1 3642.9827),(2 6158.309),(3 8121.438),(4 9676.21),(5 10765.418),(6 11607.345),(7 12418.271),(8 12902.386),(9 13334.731),(10 13803.368),(11 13779.064),(12 14036.851),(13 14256.055),(14 14350.886),(15 14520.462),(16 14942.8545),(17 14999.25),(18 14888.303),(19 14926.61),(20 15424.035),(21 15576.867),(22 15450.96),(23 15576.447),(24 15857.397),(25 15836.855),(26 16096.12),(27 16396.727),(28 16197.435),(29 16165.113),(30 16371.351),(31 15998.668),(32 16126.467),(33 16029.122),(34 16046.172),(35 16053.985),(36 16164.487),(37 16250.58),(38 16256.46),(39 16325.029),(40 16523.463),(41 16527.611),(42 16333.285),(43 16530.135),(44 16318.256),(45 16547.441),(46 16518.48),(47 16593.39),(48 16711.688),(49 16896.41),(50 17331.076),(51 17102.705),(52 17186.074),(53 17067.764),(54 17227.354),(55 17350.459),(56 17433.074),(57 17765.787),(58 17968.846),(59 17850.223),(60 17876.72),(61 17990.305),(62 17797.258),(63 17711.625),(64 17841.646),(65 17823.063),(66 17827.662),(67 17997.639),(68 17892.123),(69 17689.496),(70 17921.906),(71 17722.475),(72 17745.938),(73 17940.518),(74 17943.79),(75 18013.611),(76 17712.453),(77 17790.877),(78 18190.639),(79 17889.533),
(1 3542.8975),(2 5951.149),(3 7802.7188),(4 9367.51),(5 10344.974),(6 11154.431),(7 11817.288),(8 12083.212),(9 12584.419),(10 13021.852),(11 13267.825),(12 13522.488),(13 13777.035),(14 13897.164),(15 14150.281),(16 14560.332),(17 14544.087),(18 14721.564),(19 14986.406),(20 15390.756),(21 15478.989),(22 15335.554),(23 15477.35),(24 15708.74),(25 15665.453),(26 15918.639),(27 16156.654),(28 16089.103),(29 16321.87),(30 16515.148),(31 16140.441),(32 16382.912),(33 16250.193),(34 16348.731),(35 16270.161),(36 16247.059),(37 16212.105),(38 16029.687),(39 16065.754),(40 16112.17),(41 15680.614),(42 15598.702),(43 15611.087),(44 15425.771),(45 15828.742),(46 15843.991),(47 15959.372),(48 16060.173),(49 15879.453),(50 16009.926),(51 15881.04),(52 16034.771),(53 15836.478),(54 15826.825),(55 15966.095),(56 16048.047),(57 16207.807),(58 16192.799),(59 16153.125),(60 16294.356),(61 16369.85),(62 16268.958),(63 16243.417),(64 16373.481),(65 16393.525),(66 16516.48),(67 16740.627),(68 16504.404),(69 16306.971),(70 16360.059),(71 16183.599),(72 16130.104),(73 16187.069),(74 16208.104),(75 16283.511),(76 16195.476),(77 16258.716),(78 16637.074),(79 16428.416),
(1 3464.2324),(2 5714.163),(3 7383.817),(4 8755.786),(5 9685.341),(6 10427.093),(7 11207.46),(8 11642.978),(9 12054.983),(10 12541.273),(11 12797.472),(12 13065.662),(13 13237.957),(14 13189.672),(15 13342.067),(16 13684.712),(17 13779.318),(18 13978.704),(19 14277.246),(20 14462.736),(21 14737.773),(22 14606.525),(23 14824.765),(24 15016.88),(25 14864.491),(26 14957.531),(27 15428.051),(28 15399.889),(29 15473.251),(30 15771.651),(31 15591.453),(32 15754.711),(33 15788.96),(34 15850.167),(35 15808.087),(36 15772.389),(37 15849.315),(38 15696.615),(39 15585.94),(40 15712.442),(41 15495.638),(42 15456.035),(43 15783.984),(44 15563.688),(45 15753.811),(46 15799.489),(47 15874.051),(48 16020),(49 15802.051),(50 15767.704),(51 15624.329),(52 15688.845),(53 15535.669),(54 15670.773),(55 15882.429),(56 15811.671),(57 15995.06),(58 16205.447),(59 16214.601),(60 16334.0625),(61 16452.004),(62 16316.229),(63 16426.832),(64 16599.123),(65 16689.396),(66 16774.436),(67 17034.088),(68 16765.957),(69 16590.596),(70 16481.473),(71 16186.303),(72 15985.357),(73 15802.673),(74 15537.5625),(75 15603.1),(76 15378.335),(77 15507.033),(78 15765.74),(79 15753.695),
