1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 254936.38),(2 550396.06),(3 815331.5),(4 1280892.6),(5 1691340),(6 2086037.9),(7 2592260),(8 3079869.3),(9 3596206.8),(10 4163355),(11 4622374),(12 5071284.5),(13 5843417.5),(14 6491488),(15 7106705.5),(16 7980332),(17 8638934),(18 9232326),(19 10138385),(20 10843842),(21 11458765),(22 12096271),(23 12539795),(24 13024437),(25 13557877),(26 14149283),(27 14659564),(28 14959829),(29 15268008),(30 15649663),(31 16108261),(32 16721744),(33 17209806),(34 17732684),(35 18318342),(36 18848568),(37 19311378),(38 19860826),(39 20322674),(40 20692502),(41 21773526),(42 22280630),(43 22655810),(44 23279504),(45 23687622),(46 24070000),(47 24290054),(48 24465042),(49 24662226),(50 24921318),(51 25368166),(52 25738486),(53 26327846),(54 27062422),(55 27630728),(56 28471480),(57 29481958),(58 30265014),(59 31355234),(60 32592874),(61 33505758),(62 34524684),(63 36535950),(64 37890452),(65 39079092),(66 40202852),(67 41253588),(68 42266028),(69 42950140),(70 43790820),(71 44642052),(72 44801876),(73 45368068),(74 45859796),(75 46230028),(76 46576276),(77 46869732),(78 46702944),(79 46561936),
(1 13563.069),(2 28400.844),(3 42545.56),(4 55936.016),(5 65651.945),(6 73904.44),(7 83139.445),(8 89281.195),(9 93244.66),(10 98188.49),(11 101042.04),(12 104628.555),(13 109428.19),(14 113539.7),(15 116999.1),(16 119092.86),(17 121303.64),(18 123044.56),(19 125630.31),(20 127060.04),(21 128620.23),(22 129085.805),(23 130017.734),(24 131723.08),(25 131881.73),(26 132404.98),(27 133148.44),(28 132337.61),(29 134472.97),(30 136391.06),(31 136916.05),(32 139481.17),(33 140729.39),(34 139960.33),(35 140872.78),(36 140866.5),(37 140865.78),(38 141775.81),(39 142073.66),(40 142421.86),(41 142364.55),(42 143359.67),(43 144534.45),(44 143631.86),(45 143971.98),(46 144614.27),(47 147539.69),(48 148542.38),(49 149406.3),(50 148121.92),(51 149416.05),(52 151019.39),(53 151057.75),(54 152868.28),(55 154453.92),(56 154331.89),(57 156137.48),(58 156996.03),(59 156596.61),(60 159121.69),(61 160093.39),(62 161467.75),(63 163168.08),(64 163767.05),(65 165179.28),(66 167233.63),(67 169955.88),(68 171839.94),(69 171441.48),(70 171588.67),(71 171954.4),(72 173126.88),(73 173083.39),(74 173394.25),(75 170004.53),(76 168704.66),(77 167952.45),(78 165235.19),(79 165942.19),
(1 13746.526),(2 28999.73),(3 42962.668),(4 55526.516),(5 64177.23),(6 71052.02),(7 78151.79),(8 82819.65),(9 86465.29),(10 91596.695),(11 94544.95),(12 97663.08),(13 101327.86),(14 104676.04),(15 107952.49),(16 110295.625),(17 112072.93),(18 113715.39),(19 116126.37),(20 118380.766),(21 120490.61),(22 120971.51),(23 121677.98),(24 122975.66),(25 122194.95),(26 122117.05),(27 122399.72),(28 121441.78),(29 121815.13),(30 121762.63),(31 120727.02),(32 122397.734),(33 122835.2),(34 122607.61),(35 125421.266),(36 126745.76),(37 127906.305),(38 128303.695),(39 129208.92),(40 130314.98),(41 130452.195),(42 130451.08),(43 130734.266),(44 131778.5),(45 132436.98),(46 133760.88),(47 134530.22),(48 135216.88),(49 135865.52),(50 133469.06),(51 132965.22),(52 133072.86),(53 132053.27),(54 133464.47),(55 134492.16),(56 133762.28),(57 133857.1),(58 133586.67),(59 133065.5),(60 136137.08),(61 137505.7),(62 139366.94),(63 140585.72),(64 141644.67),(65 142760.5),(66 143862.67),(67 145086.19),(68 146411.73),(69 146203.66),(70 147541.36),(71 149356),(72 149620.61),(73 150474.7),(74 151606.19),(75 150959.52),(76 152784.27),(77 154028.81),(78 152637.13),(79 153601.56),
(1 13395.08),(2 28181.896),(3 41527.74),(4 52888.04),(5 60650.66),(6 67321.52),(7 75720.17),(8 81900.82),(9 85203.02),(10 89474.75),(11 92184.484),(12 95006.79),(13 97828.16),(14 100012.27),(15 102360.53),(16 104299.17),(17 105092.01),(18 105202.95),(19 107043.445),(20 108409.9),(21 109982),(22 110065.52),(23 110017.44),(24 110575.05),(25 110132.63),(26 111382.695),(27 112356.555),(28 111439.445),(29 112478.55),(30 113838.375),(31 115430.58),(32 118626.4),(33 120197.67),(34 120919.73),(35 123772.26),(36 125898.02),(37 127626.49),(38 129370.79),(39 130192.79),(40 131113.83),(41 131806.31),(42 132285.75),(43 133217.16),(44 132988.77),(45 133307.95),(46 133969.03),(47 134888.13),(48 134997.42),(49 135295.25),(50 133407.66),(51 134117.11),(52 135042.42),(53 135110.17),(54 136805.28),(55 138388.39),(56 137647.02),(57 137964.72),(58 138362.17),(59 137712.17),(60 140306.88),(61 141708.92),(62 143693.28),(63 145026.38),(64 146318.28),(65 148072.28),(66 150223.02),(67 151875.1),(68 152909.58),(69 151459.13),(70 152536.47),(71 153836.39),(72 154190.84),(73 154722.98),(74 155574.22),(75 153642.73),(76 153900.11),(77 154091.5),(78 152020.14),(79 153050.13),
(1 12177.687),(2 25702.436),(3 37634.055),(4 47715.813),(5 54230.87),(6 60329.484),(7 68269.64),(8 73724.04),(9 77475.71),(10 82214.96),(11 85136.1),(12 87694.484),(13 89398.85),(14 91514.734),(15 92919.05),(16 95124.41),(17 96027.03),(18 97457.72),(19 99510.164),(20 101441.414),(21 103467.4),(22 104336.734),(23 104464.81),(24 105196.24),(25 105238.01),(26 105998.4),(27 106594.914),(28 105826.73),(29 107064.484),(30 108413.06),(31 109387.016),(32 111286.95),(33 112077.26),(34 110972.164),(35 112590.195),(36 113367.58),(37 114277.45),(38 116214.05),(39 117508.36),(40 119187.85),(41 119969.5),(42 121656.89),(43 123301.35),(44 122153.086),(45 123303.53),(46 124532.94),(47 125354.4),(48 125511.77),(49 125813.51),(50 125472.33),(51 127383.56),(52 128482.6),(53 128614.24),(54 129415.375),(55 130092.37),(56 129982.69),(57 131532.45),(58 132197.58),(59 131371.56),(60 133130.75),(61 133786.9),(62 134700.27),(63 133534.13),(64 134147.84),(65 135297.86),(66 136917.66),(67 137525.58),(68 138072.67),(69 135767.47),(70 135382.6),(71 135250.67),(72 133853.06),(73 133441.06),(74 133329.5),(75 130638.37),(76 129902.086),(77 128990.266),(78 125851.39),(79 126720.81),
(1 11926.353),(2 25003.926),(3 36545.56),(4 46326.477),(5 53010.816),(6 59114.375),(7 66406.836),(8 71163.36),(9 74586.85),(10 79371.664),(11 82397.79),(12 85736.84),(13 87887.39),(14 89700.89),(15 91017.61),(16 93261.914),(17 94399.47),(18 95438.805),(19 97881.32),(20 99303.7),(21 100912.28),(22 101198.54),(23 102233.195),(24 103957),(25 104345.67),(26 105533.27),(27 106639.42),(28 105961.89),(29 106997.516),(30 107613.266),(31 106627.82),(32 107694.56),(33 108073.67),(34 107806.836),(35 109640.16),(36 109987.1),(37 110478.55),(38 112019.086),(39 113200.61),(40 114026.28),(41 112085.63),(42 111840.336),(43 111957.48),(44 112603.55),(45 114067.56),(46 116037.11),(47 118830.47),(48 120476.83),(49 122552.84),(50 124178.93),(51 128012.734),(52 131545.92),(53 134104.63),(54 137399),(55 139970.77),(56 140561.63),(57 142193.45),(58 143167.6),(59 141879.72),(60 143140.4),(61 143529.2),(62 144749.88),(63 144434.7),(64 145360.67),(65 145815.08),(66 146806.39),(67 147170.84),(68 147062.78),(69 144230.58),(70 143481.17),(71 142852.98),(72 143792.3),(73 143525.11),(74 143805.78),(75 140757.67),(76 139394.94),(77 138578.25),(78 135493.03),(79 136413.63),
(1 11734.37),(2 24720.564),(3 36687.855),(4 47298.395),(5 54337.03),(6 60161.637),(7 67140.1),(8 72404.77),(9 76472.77),(10 81741.45),(11 84569.99),(12 87474.516),(13 89216.67),(14 91354.875),(15 93013.086),(16 96119.9),(17 97697.07),(18 99509.375),(19 100464.97),(20 101398.766),(21 102346.98),(22 102088.234),(23 102550.64),(24 103594.22),(25 103362.33),(26 103614.66),(27 104019.41),(28 102513.51),(29 102335.93),(30 102600.26),(31 102371.96),(32 103910.64),(33 104039.32),(34 103350.88),(35 104385.99),(36 105524.664),(37 106101.805),(38 108142.77),(39 109338.38),(40 110725.3),(41 111831.94),(42 112674.875),(43 114441.875),(44 115283.83),(45 116926.914),(46 118659.36),(47 121254.95),(48 122414.97),(49 124108.89),(50 123777.44),(51 124887.78),(52 126198.25),(53 126110.42),(54 127683.55),(55 129359.59),(56 129491.89),(57 130025.06),(58 129653.38),(59 128230.52),(60 129872.4),(61 130518.06),(62 131487.78),(63 131397.88),(64 131753.16),(65 132489.36),(66 133690.89),(67 134324.39),(68 134325.67),(69 131210.77),(70 130570.3),(71 130368.3),(72 129647.12),(73 130564.19),(74 131809.16),(75 129860.266),(76 129257.234),(77 128474.37),(78 126237.67),(79 127198.41),
(1 11457.131),(2 23920.652),(3 35338.625),(4 45325.227),(5 52243.19),(6 58016.734),(7 64812.34),(8 69123.25),(9 71927.35),(10 76538.84),(11 79393.82),(12 82088.57),(13 84368.516),(14 86971.516),(15 89375.84),(16 91192.49),(17 92086.984),(18 92965.1),(19 93712.336),(20 94526.89),(21 95133.625),(22 94875.67),(23 94130.68),(24 94281.06),(25 94081.26),(26 94660.31),(27 95889.35),(28 95284.695),(29 96310.44),(30 97687.75),(31 97665.305),(32 99334.195),(33 100439.33),(34 99905.164),(35 100785.1),(36 100917.76),(37 101156.89),(38 102961.54),(39 104801.32),(40 106576.68),(41 108450.68),(42 110534.164),(43 112685.45),(44 112758.3),(45 113972.28),(46 115356.62),(47 116934.44),(48 117544.45),(49 118368.77),(50 117725.36),(51 119105.82),(52 120373.45),(53 121121.17),(54 123352.49),(55 125191.82),(56 125443.32),(57 127257.195),(58 128603.85),(59 127071.96),(60 126880.83),(61 125959.52),(62 125377.47),(63 125962.75),(64 126102.88),(65 127421.45),(66 128758.77),(67 130249.195),(68 130719.06),(69 129197.93),(70 128809.086),(71 128836.49),(72 127874.93),(73 127668.67),(74 127797.32),(75 124664.266),(76 123037.52),(77 122037.914),(78 120136.9),(79 121091.7),
(1 10859.753),(2 22789.771),(3 33643.457),(4 42437.11),(5 47857.824),(6 51988.652),(7 57759.01),(8 62224.707),(9 65821.77),(10 70889.734),(11 74227.55),(12 77278.93),(13 80165.12),(14 82215.42),(15 84156.15),(16 86295.83),(17 87740.95),(18 88832.984),(19 89610.016),(20 90587.02),(21 91573.48),(22 92337.83),(23 92541.086),(24 93112.23),(25 93380.9),(26 95294.24),(27 97141.79),(28 97418.49),(29 98571.164),(30 99784.945),(31 99735.19),(32 101350.26),(33 102332.7),(34 101793.16),(35 102456.02),(36 102352.43),(37 102466.79),(38 102294.625),(39 102293.34),(40 102691.914),(41 105100.81),(42 106261.58),(43 107220.13),(44 107735.71),(45 108310.875),(46 109215.24),(47 109275.69),(48 109194.08),(49 109210.14),(50 108004.125),(51 108947.63),(52 110030.28),(53 110684.64),(54 112985.88),(55 114745.734),(56 115170.92),(57 116903.77),(58 118398),(59 118396.26),(60 120561.77),(61 121652.09),(62 122523.63),(63 121188.195),(64 121026.336),(65 121314.62),(66 123308.914),(67 124676.49),(68 125517.055),(69 124140.34),(70 124264.86),(71 124811.06),(72 125014.05),(73 125353.195),(74 125983.44),(75 124173.17),(76 123883.86),(77 123319.21),(78 120418.336),(79 121355.03),
(1 10320.683),(2 21732.775),(3 32079.883),(4 40952.04),(5 46873.64),(6 51773.15),(7 57129.805),(8 61191.055),(9 64204.47),(10 69189.46),(11 73132.06),(12 76691.85),(13 79859.27),(14 82225.89),(15 84432.47),(16 86439.84),(17 87782.695),(18 88719.28),(19 89488.68),(20 90368.06),(21 91064.42),(22 90902.016),(23 90874.67),(24 91401.2),(25 91335.27),(26 92780.61),(27 94041.305),(28 93910.375),(29 95363.87),(30 96665.4),(31 96744.87),(32 98543.38),(33 99276.67),(34 99160.95),(35 99881.914),(36 99831.53),(37 100192.125),(38 101616.73),(39 102864.49),(40 104119.81),(41 105329.27),(42 106235.43),(43 107612.984),(44 107704.984),(45 107916.48),(46 108386),(47 108741.37),(48 109252.43),(49 110044.97),(50 109083.99),(51 109638.78),(52 110163.234),(53 110296.77),(54 112600.74),(55 114547.336),(56 114824.68),(57 116135.914),(58 117155.53),(59 116351),(60 116622.84),(61 116149.984),(62 116312.47),(63 116310.09),(64 117315),(65 118273.305),(66 120153.85),(67 120989.87),(68 121120.9),(69 118327.47),(70 117779.875),(71 117950.4),(72 116552.28),(73 116826.055),(74 117314.27),(75 116192.4),(76 116449.72),(77 115723.49),(78 112883.305),(79 114604.83),
(1 9494.166),(2 20004.635),(3 29793.66),(4 38775.477),(5 44922.637),(6 49715.992),(7 55435.637),(8 59728.3),(9 62647.29),(10 66536.14),(11 69688.305),(12 72888.336),(13 76682.66),(14 79226.64),(15 81269.945),(16 82868.56),(17 84284.16),(18 85511.32),(19 87282.945),(20 88313.04),(21 89060.33),(22 89385.33),(23 89033.28),(24 89054.44),(25 88692.71),(26 89497.69),(27 89975.086),(28 88903.48),(29 89227.086),(30 89661.94),(31 89862.07),(32 91477.14),(33 92012.39),(34 91517.48),(35 92736.15),(36 92997.375),(37 93121.68),(38 93427.266),(39 93785.42),(40 94577.68),(41 95261.8),(42 96459.52),(43 97835.75),(44 99161.55),(45 99945.02),(46 101050.32),(47 100671.625),(48 100849.625),(49 101029.4),(50 99314.25),(51 98695.74),(52 98718.66),(53 98072.73),(54 98687.91),(55 99561.08),(56 99239.82),(57 100389.71),(58 101285.4),(59 100864.24),(60 101966.49),(61 101978.77),(62 102405.8),(63 101749.46),(64 101827.445),(65 102013.484),(66 102957.69),(67 103717.31),(68 103752.555),(69 100928.64),(70 99761.414),(71 99225.59),(72 98460.18),(73 98193.73),(74 98205.36),(75 96508.33),(76 97038.49),(77 97275.13),(78 95830.94),(79 97062.55),
(1 10083.639),(2 21326.959),(3 31735.871),(4 39918.715),(5 45028.258),(6 49215.977),(7 54234.03),(8 58081.633),(9 60728.16),(10 64717.78),(11 67366.57),(12 69697.305),(13 71296.34),(14 72275.945),(15 73324.92),(16 73940.74),(17 74688.22),(18 75092.96),(19 76189.51),(20 77786.766),(21 79145.66),(22 79749.6),(23 79263.234),(24 79376.305),(25 79239.75),(26 80961.7),(27 82326.695),(28 82636.5),(29 84022.086),(30 85274.234),(31 84931.2),(32 85463.85),(33 85706.8),(34 84699.25),(35 84886.305),(36 84611.54),(37 84495.72),(38 84706.29),(39 84752.74),(40 85208.805),(41 84914.69),(42 85219.72),(43 85718.555),(44 85647.44),(45 86206.26),(46 86934.59),(47 88173.3),(48 89041.35),(49 90004.61),(50 89662.766),(51 90782.14),(52 92180.44),(53 92880.07),(54 94917.234),(55 96451.26),(56 96725.66),(57 98005.53),(58 98837.195),(59 98223.516),(60 99539.55),(61 99738.04),(62 100368.3),(63 100422.35),(64 101430.57),(65 102481.484),(66 104335.164),(67 106017.09),(68 107041.484),(69 105580.94),(70 105030.266),(71 104847.84),(72 104529.016),(73 104813.54),(74 105508.37),(75 104129.414),(76 104448.5),(77 104420.78),(78 103215.53),(79 103885.4),
(1 9583.939),(2 20309.598),(3 29747.654),(4 37230.87),(5 42248.28),(6 46493.176),(7 51734.793),(8 55641.11),(9 58332.234),(10 61691.33),(11 63582.01),(12 65533.523),(13 66820.25),(14 68177.65),(15 69429.266),(16 70507.83),(17 71721.586),(18 72599.86),(19 73801.39),(20 74906.18),(21 75950.55),(22 76001.78),(23 75376.79),(24 75100.75),(25 74972.52),(26 76293.37),(27 77391.58),(28 77776.68),(29 78685.414),(30 79693.05),(31 79556.38),(32 80568.4),(33 81219.82),(34 80157),(35 79994.414),(36 79213.8),(37 78713.01),(38 79980.91),(39 80755.15),(40 81745.805),(41 81929.37),(42 82458.93),(43 82991.11),(44 82918.56),(45 83867.125),(46 85006.164),(47 85768.34),(48 86408.586),(49 87001.91),(50 86248.68),(51 86222.53),(52 86250.93),(53 86064.12),(54 87753.375),(55 89495.51),(56 90129.99),(57 91525.75),(58 92639.91),(59 91948.414),(60 93136.56),(61 93382.01),(62 93829.625),(63 93616.89),(64 94368.21),(65 95118.78),(66 98056.56),(67 99608.26),(68 100592.69),(69 98546.18),(70 98011.266),(71 97877.26),(72 98159.45),(73 98690.23),(74 99435.234),(75 98140.8),(76 98143.54),(77 97698.586),(78 95845.555),(79 96633.805),
(1 9633.984),(2 20292.95),(3 29561.518),(4 37063.46),(5 41922.33),(6 46231.367),(7 51338.813),(8 54993.867),(9 57793.336),(10 60762.45),(11 62374.31),(12 64228.58),(13 65743.67),(14 67426.164),(15 69006.164),(16 70435.04),(17 71916.51),(18 73072.23),(19 74504.62),(20 75200.06),(21 75986.11),(22 76746.91),(23 76886.9),(24 77532.41),(25 77539.375),(26 78757),(27 79862.53),(28 79421.984),(29 80341.625),(30 81088.44),(31 80948.38),(32 82871.6),(33 83736.9),(34 82441.92),(35 82212.92),(36 81271.47),(37 80646.52),(38 80368.65),(39 80602.31),(40 80972.87),(41 81013.04),(42 81138.805),(43 81019.71),(44 81343.57),(45 82185.125),(46 83337.89),(47 84993.51),(48 85899.984),(49 87092.96),(50 86666.19),(51 87057.555),(52 87724.266),(53 87682.914),(54 88972.48),(55 90240.2),(56 90837.34),(57 92719.79),(58 93765.62),(59 93927.266),(60 95676.65),(61 96256.03),(62 97279.03),(63 97004.234),(64 97921.16),(65 98602.41),(66 99689.766),(67 100807.59),(68 101534.43),(69 98753.9),(70 97967.68),(71 97676.516),(72 97701.34),(73 97962.51),(74 98344.83),(75 97477.63),(76 97712.34),(77 97355.016),(78 95748.02),(79 98006.6),
(1 8598.6875),(2 18138.064),(3 26765.105),(4 33821.402),(5 38509.54),(6 42743.34),(7 47980.332),(8 51674.086),(9 54338.457),(10 57264.73),(11 59008.367),(12 60684.09),(13 62359.543),(14 63893.3),(15 65418.125),(16 66188.945),(17 67210.49),(18 68115.734),(19 69496.51),(20 70333.125),(21 71160.46),(22 72068.46),(23 72236.98),(24 72833.945),(25 72384.73),(26 72700.4),(27 73276.85),(28 72863),(29 73781.9),(30 74685.65),(31 74448.94),(32 75118.78),(33 75440.984),(34 74751.77),(35 74917.63),(36 74559.75),(37 74458.24),(38 75381.54),(39 76139.26),(40 76887.18),(41 77431.57),(42 78037.28),(43 78423.17),(44 78006.15),(45 78656.38),(46 79564.68),(47 80386.54),(48 80819.6),(49 81494.34),(50 81526.266),(51 82474.016),(52 83039.14),(53 83224.13),(54 84808.55),(55 86218.26),(56 87131.54),(57 88919.45),(58 90022.09),(59 90459.66),(60 92589.875),(61 93827.195),(62 95347.41),(63 96162.09),(64 97585.94),(65 99014.38),(66 100508.14),(67 101822.055),(68 102531.28),(69 100425.78),(70 100057.02),(71 100023.11),(72 98761),(73 98139.02),(74 97622.43),(75 95269.68),(76 94398.734),(77 93483.195),(78 91259.984),(79 91896.14),
(1 8511.793),(2 17931.117),(3 26433.879),(4 33729.703),(5 38509.74),(6 42648.914),(7 47389.58),(8 50709.8),(9 53074.555),(10 56197.266),(11 58117.4),(12 60129.61),(13 61723.793),(14 63103.4),(15 64241.617),(16 65393.58),(17 66604.695),(18 67734.45),(19 69435.234),(20 70551.28),(21 71636.164),(22 71563.36),(23 71360.49),(24 71616.24),(25 71353.82),(26 71527.36),(27 71823.32),(28 71221.03),(29 71637.13),(30 72119.68),(31 71707.68),(32 72240.25),(33 72392.03),(34 71953.85),(35 73015.09),(36 73471.11),(37 74144.48),(38 74803.09),(39 75819.86),(40 76943.36),(41 77203.58),(42 77730.47),(43 78188.08),(44 77824.984),(45 78424.09),(46 79076.875),(47 79104.8),(48 79549.76),(49 79944.82),(50 79141.38),(51 79096.24),(52 79071.46),(53 78547.984),(54 79131.78),(55 79805.12),(56 80373.8),(57 81821.49),(58 82635.36),(59 82722.45),(60 84964.59),(61 86037.76),(62 87405.41),(63 88093.914),(64 89578.09),(65 90688.78),(66 92197.984),(67 93262.68),(68 93862.92),(69 92260.266),(70 91834.234),(71 91761.53),(72 91605.2),(73 91442.51),(74 91378.516),(75 89285.07),(76 88945.26),(77 88556.32),(78 86771.61),(79 87692.13),
(1 8148.206),(2 17000.805),(3 25182.107),(4 32371.098),(5 36834.363),(6 40952.63),(7 45853.234),(8 49414.195),(9 51724.324),(10 54274.883),(11 55942.242),(12 57636.94),(13 58514.43),(14 59486.914),(15 60374.418),(16 61387.363),(17 62076.66),(18 62817.434),(19 64200.11),(20 65187.23),(21 66105.5),(22 66092.9),(23 65637.61),(24 65570.33),(25 64881.387),(26 65368.336),(27 65924.39),(28 65247.19),(29 65745.52),(30 66600.555),(31 66829.945),(32 67911.914),(33 68170.51),(34 67751.516),(35 68714.04),(36 69234.25),(37 69766.78),(38 70085.484),(39 70718.125),(40 71723.22),(41 71774.03),(42 72216.58),(43 72531.65),(44 72474.19),(45 73053.66),(46 73804.086),(47 75406.96),(48 76409.44),(49 77563.84),(50 77670.12),(51 79049.57),(52 80360.05),(53 80671.125),(54 82349.336),(55 84060.16),(56 85024.49),(57 86819.26),(58 87626.91),(59 86920.34),(60 87477.29),(61 87503.81),(62 87862.63),(63 87299.6),(64 87768.91),(65 88301.49),(66 89782.82),(67 90457.41),(68 90815.41),(69 88472.04),(70 87416.41),(71 86804.02),(72 86167.9),(73 85572.96),(74 85352.805),(75 83103.87),(76 82421.516),(77 81531.73),(78 80169.305),(79 81391.414),
(1 7713.285),(2 16170.364),(3 23760.191),(4 30042.104),(5 34163.92),(6 37598.7),(7 41940.79),(8 44936.52),(9 47189.793),(10 49760.156),(11 51300.69),(12 52627.496),(13 53981.734),(14 55188.563),(15 56494.902),(16 58666.12),(17 59950.8),(18 61115.62),(19 61643.035),(20 62489.152),(21 63375.543),(22 63563.727),(23 63714.52),(24 64266.008),(25 64068.766),(26 65189.324),(27 66302.03),(28 66195.945),(29 66916.32),(30 67653.234),(31 67378.414),(32 67931.74),(33 68034.09),(34 67301.06),(35 67921.51),(36 67977.07),(37 67809.05),(38 67575.47),(39 67506.41),(40 67848.086),(41 67787.8),(42 67788.4),(43 68141.52),(44 67692.55),(45 68161.414),(46 68996.586),(47 71233.055),(48 72589.32),(49 74016.52),(50 74522.93),(51 75661.1),(52 76835.94),(53 77437.47),(54 79425.72),(55 81252.49),(56 81925.06),(57 82943.914),(58 83698.44),(59 83114.055),(60 84003.34),(61 84846.664),(62 85619.51),(63 85831.375),(64 86522.984),(65 87202.14),(66 88203.28),(67 88857.23),(68 88863.27),(69 86150.7),(70 84868.63),(71 84029.29),(72 83207.84),(73 82287.51),(74 81607.15),(75 79419.7),(76 78703.46),(77 77921.14),(78 76474.54),(79 77842.414),
(1 8231.719),(2 17140.71),(3 25114.787),(4 31833.84),(5 36426.39),(6 40385.348),(7 44693.27),(8 47724.668),(9 49597.297),(10 51648.563),(11 53043.5),(12 54041.44),(13 54717.945),(14 55625.41),(15 56613.957),(16 57608.973),(17 58176.785),(18 59243.1),(19 60429.473),(20 60971.324),(21 61338.023),(22 61641.676),(23 61862.938),(24 62510.13),(25 62723.543),(26 63851.246),(27 65048.258),(28 65297.008),(29 66432.305),(30 67360.87),(31 67402.46),(32 68337.3),(33 68480.59),(34 67330.15),(35 67513.4),(36 67525.83),(37 67653.984),(38 68265.27),(39 69447.01),(40 70298.74),(41 70277.95),(42 70486.04),(43 70733.18),(44 70086.52),(45 69980.25),(46 70130.65),(47 70920.266),(48 71303.305),(49 71838.51),(50 71335.266),(51 71741.95),(52 72365.1),(53 72250.945),(54 73176.35),(55 74607.49),(56 75243.76),(57 76380.85),(58 76925.62),(59 76429),(60 77029.6),(61 77207.625),(62 77479),(63 77014.24),(64 76974.88),(65 77202.12),(66 79229.32),(67 80286.4),(68 81072.99),(69 78993.8),(70 78496.13),(71 78399.88),(72 77569.32),(73 77045.88),(74 76743.15),(75 75561.836),(76 76788.164),(77 77526.52),(78 76681.914),(79 78540.03),
