1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31953.453),(2 102855.34),(3 208263.19),(4 328566.13),(5 469344.22),(6 621635.44),(7 790957),(8 965834.3),(9 1150776.1),(10 1337827.8),(11 1511710.5),(12 1680640.6),(13 1865098.4),(14 2049223.1),(15 2260381.3),(16 2492136),(17 2730095.8),(18 2945745),(19 3153133),(20 3350129),(21 3544934.8),(22 3705802),(23 3828374),(24 3945928.3),(25 4091364),(26 4253865.5),(27 4420960),(28 4596637.5),(29 4750578.5),(30 4906320),(31 5034238.5),(32 5164523.5),(33 5308460),(34 5444452.5),(35 5579169.5),(36 5728724),(37 5836862.5),(38 5936958),(39 6026192),(40 6143760.5),(41 6273521.5),(42 6415392.5),(43 6546214),(44 6692840.5),(45 6789134),(46 6873361.5),(47 6916250),(48 6931606),(49 6869204),(50 6812175.5),(51 6734166.5),(52 6708788),(53 6691794),(54 6719032.5),(55 6753809.5),(56 6829940),(57 6887100),(58 6892906.5),(59 6842451.5),(60 6803296.5),(61 6743338.5),(62 6695242),(63 6627546.5),(64 6563672.5),(65 6496250.5),(66 6476334.5),(67 6462021.5),(68 6476278),(69 6493182.5),(70 6531430.5),(71 6526490.5),(72 6534678.5),(73 6522173.5),(74 6513948),(75 6468324.5),(76 6405111.5),(77 6338746),(78 6326030.5),(79 6338556),
(1 4525.484),(2 7789.316),(3 10189.306),(4 10700.959),(5 11981.558),(6 11817.56),(7 12669.602),(8 12235.709),(9 12776.123),(10 12625.706),(11 13443.778),(12 13426.519),(13 14275.244),(14 14199.033),(15 14721.115),(16 14245.779),(17 15086.452),(18 15009.426),(19 15960.201),(20 15385.041),(21 15741.351),(22 15562.535),(23 15968.476),(24 15316.5),(25 16012.651),(26 15962.601),(27 16917.422),(28 16517.912),(29 17086.074),(30 16855.787),(31 17359.746),(32 16849.527),(33 17339.584),(34 17053.354),(35 17491.201),(36 17171.941),(37 17875.143),(38 17562.727),(39 18106.87),(40 17540.959),(41 17697.223),(42 17361.213),(43 17937.51),(44 17428.7),(45 17981.857),(46 18058.502),(47 18810.063),(48 18127.242),(49 18272.172),(50 17723.225),(51 18401.246),(52 17750.434),(53 18216.977),(54 17865.885),(55 18230.873),(56 17806.719),(57 18310.186),(58 17984.943),(59 18339.729),(60 17817.691),(61 18132.469),(62 17924.799),(63 18337.2),(64 17763.607),(65 18236.51),(66 17878.74),(67 17713.145),(68 16880.031),(69 17090.12),(70 17075.414),(71 17482.49),(72 16853.945),(73 17487.678),(74 17524.908),(75 18167.52),(76 17108.805),(77 17367.549),(78 17227.662),(79 17522.865),
(1 4355.879),(2 7605.048),(3 10294.027),(4 10966.5205),(5 12307.76),(6 12368.41),(7 12963.999),(8 12468.586),(9 12852.665),(10 12858.643),(11 13695.414),(12 13522.01),(13 14346.939),(14 14144.845),(15 14748.44),(16 14353.454),(17 15025.554),(18 14942.485),(19 15748.384),(20 15336.164),(21 15849.317),(22 15432.864),(23 15872.694),(24 15471.393),(25 15899.103),(26 15641.556),(27 16493.785),(28 16077.457),(29 16759.016),(30 16611.027),(31 17406.34),(32 16975.979),(33 17557.373),(34 17218.371),(35 17678.71),(36 17193.879),(37 17592.975),(38 17363.244),(39 17999.582),(40 17376.465),(41 17733.332),(42 17390.246),(43 17871.305),(44 17323.555),(45 17669.291),(46 17395.648),(47 17866.13),(48 17035.455),(49 17208),(50 16899.008),(51 17155.922),(52 16401.521),(53 16780.547),(54 16578.342),(55 17014.88),(56 16757.182),(57 17337.498),(58 17081.406),(59 17358.598),(60 16826.57),(61 17362.795),(62 17109.115),(63 17503.436),(64 16998.621),(65 17517.195),(66 17125.732),(67 17358.28),(68 16747.861),(69 17028.55),(70 16858.63),(71 17133.92),(72 16856.611),(73 17453.988),(74 17502.313),(75 17952.412),(76 16987.451),(77 17290.898),(78 17026.96),(79 17368.436),
(1 4414.313),(2 7657.2793),(3 10151.11),(4 10694.506),(5 11739.31),(6 11595.246),(7 12259.052),(8 11773.383),(9 12332.307),(10 12421.795),(11 13319.918),(12 13038.36),(13 13908.416),(14 13791.569),(15 14470.807),(16 14004.815),(17 14463.763),(18 14277.148),(19 15313.1045),(20 14890.641),(21 15433.835),(22 15221.179),(23 15917.611),(24 15298.039),(25 15630.97),(26 15399.351),(27 16091.142),(28 15691.904),(29 16504.898),(30 16269.643),(31 16630.926),(32 16125.083),(33 16504.127),(34 16141.687),(35 16529.352),(36 16008.831),(37 16381.127),(38 16199.639),(39 16886.068),(40 16361.381),(41 16602.082),(42 16250.97),(43 16535.371),(44 16115.554),(45 16446.324),(46 15999.237),(47 16387.408),(48 15892.801),(49 16246.357),(50 16113.56),(51 16408.518),(52 15831.271),(53 16283.432),(54 16081.524),(55 16553.523),(56 16141.063),(57 16622.488),(58 16286.309),(59 16474),(60 16004.784),(61 16521.887),(62 16285.731),(63 16816.965),(64 16443.816),(65 16893.059),(66 16658.139),(67 16989.244),(68 16383.98),(69 16797.514),(70 16535.223),(71 16840.414),(72 16354.641),(73 17039.305),(74 16852.395),(75 17451.648),(76 16458.137),(77 16859.166),(78 16479.441),(79 16900.275),
(1 4440.519),(2 7414.0776),(3 9742.595),(4 10131.8),(5 11232.342),(6 11029.977),(7 11677.981),(8 11268.78),(9 12044.03),(10 12203.718),(11 13068.282),(12 12857.021),(13 13682.28),(14 13472.24),(15 13999.436),(16 13527.325),(17 14122.805),(18 13926.407),(19 14720.519),(20 14049.05),(21 14820.465),(22 14906.657),(23 15473.073),(24 14690.595),(25 15141.224),(26 14891.468),(27 15667.888),(28 15383.359),(29 16280.441),(30 15894.701),(31 16410.855),(32 15782.171),(33 16326.183),(34 15794.294),(35 16330.3955),(36 15883.382),(37 16159.709),(38 15847.602),(39 16477.139),(40 15871.601),(41 16143.337),(42 15705.146),(43 16005.058),(44 15191.309),(45 15744.097),(46 15533.82),(47 16049.76),(48 15382.956),(49 15642.925),(50 15204.345),(51 15592.962),(52 15061.516),(53 15452.085),(54 15230.825),(55 15638.474),(56 14998.246),(57 15745.231),(58 15399.229),(59 15702.034),(60 15031.174),(61 15619.97),(62 15486.478),(63 15957.704),(64 15408.504),(65 16039.729),(66 15727.108),(67 15950.195),(68 15160.987),(69 15501.083),(70 15350.376),(71 15750.607),(72 15362.839),(73 15948.092),(74 15834.824),(75 16433.344),(76 15545.852),(77 15880.113),(78 15421.951),(79 15803.356),
(1 4261.3164),(2 7297.791),(3 9576.281),(4 10164.385),(5 11394.713),(6 11468.868),(7 12201.178),(8 11731.675),(9 12278.382),(10 12306.397),(11 12900.749),(12 12727.497),(13 13465.263),(14 13379.193),(15 13877.246),(16 13364.49),(17 13803.699),(18 13651.242),(19 14553.286),(20 14040.494),(21 14729.453),(22 14605.734),(23 15091.395),(24 14580.911),(25 14999.468),(26 14854.522),(27 15483.59),(28 15093.966),(29 15504.893),(30 15383.544),(31 16138.15),(32 15728.291),(33 16255.274),(34 15725.395),(35 16107),(36 15645.528),(37 16208.018),(38 16026.944),(39 16625.746),(40 16071.684),(41 16431.219),(42 16095.138),(43 16181.357),(44 15626.291),(45 15984.618),(46 15645.178),(47 15950.552),(48 15425.665),(49 15710.354),(50 15571.575),(51 15948.405),(52 15495.797),(53 15872.849),(54 15688.845),(55 16040.561),(56 15605.869),(57 16086.222),(58 15815.416),(59 16050.703),(60 15512.11),(61 16000.481),(62 15644.657),(63 16154.054),(64 15547.681),(65 15827.857),(66 15549.186),(67 15602.043),(68 15057.841),(69 15260.503),(70 15145.374),(71 15452.142),(72 14867.213),(73 15285.567),(74 15266.831),(75 15743.601),(76 14991.905),(77 15372.268),(78 15013.509),(79 15348.51),
(1 4150.6753),(2 7098.9126),(3 9526.659),(4 10269.124),(5 11275.815),(6 11206.233),(7 11776.71),(8 11386.509),(9 11912.726),(10 11954.881),(11 12654.069),(12 12413.834),(13 13138.041),(14 13019.614),(15 13699.831),(16 13292.806),(17 13614.977),(18 13428.439),(19 14187.725),(20 13933.619),(21 14525.798),(22 14677.166),(23 15182.387),(24 14622.029),(25 14955.683),(26 14565.13),(27 15150.636),(28 14838.699),(29 15275.334),(30 15215.697),(31 15689.045),(32 15254.659),(33 15612.576),(34 15464.289),(35 15822.051),(36 15455.957),(37 16014.244),(38 15897.005),(39 16400.906),(40 15754.482),(41 15899.112),(42 15484.043),(43 15695.295),(44 15186.127),(45 15460.667),(46 15244.918),(47 15630.425),(48 15169.066),(49 15363.415),(50 15002.319),(51 15325.268),(52 14884.771),(53 15341.759),(54 15279.315),(55 15720.624),(56 15338.733),(57 15804.523),(58 15426.651),(59 15683.35),(60 15123.736),(61 15421.278),(62 15103.993),(63 15616.021),(64 15083.096),(65 15488.108),(66 15103.658),(67 15339.054),(68 14826.177),(69 15178.431),(70 14971.502),(71 15505.703),(72 15148.852),(73 15680.516),(74 15387.27),(75 15882.086),(76 14898.289),(77 15003.016),(78 14729.75),(79 15150.648),
(1 4187.9907),(2 7083.6587),(3 9238.048),(4 9662.221),(5 10499.0625),(6 10591.574),(7 11275.064),(8 10980.332),(9 11483.186),(10 11473.103),(11 12086.444),(12 11848.921),(13 12628.15),(14 12569.082),(15 13267.475),(16 12885.6),(17 13178.169),(18 13120.499),(19 13875.887),(20 13325.227),(21 13868.956),(22 13743.261),(23 14142.887),(24 13626.151),(25 13960.441),(26 13714.562),(27 14418.861),(28 14138.103),(29 14657.186),(30 14399.912),(31 14815.58),(32 14457.801),(33 15008.162),(34 14748.84),(35 15121.543),(36 14735.619),(37 15231.473),(38 15176.845),(39 15642.995),(40 15076.491),(41 15317.808),(42 14986.683),(43 15370.809),(44 14963.374),(45 15395.206),(46 15279.142),(47 15642.101),(48 15127.1455),(49 15323.458),(50 14976.2295),(51 15341.075),(52 14797.096),(53 15074.471),(54 14860.946),(55 15289.649),(56 14846.545),(57 15364.267),(58 14964.78),(59 15175.4795),(60 14835.823),(61 15188.683),(62 15029.624),(63 15481.863),(64 14861.592),(65 15127.286),(66 14705.942),(67 14853.718),(68 14228.351),(69 14560.67),(70 14513.633),(71 15138.161),(72 14728.348),(73 15171.13),(74 14972.663),(75 15366.826),(76 14546.34),(77 14907.731),(78 14561.897),(79 14962.792),
(1 4215.4404),(2 6939.923),(3 9010.126),(4 9436.827),(5 10472.407),(6 10550.296),(7 11262.562),(8 10947.082),(9 11450.114),(10 11468.088),(11 12042.86),(12 11785.94),(13 12332.947),(14 12223.843),(15 12865.419),(16 12372.396),(17 12851.414),(18 12712.445),(19 13503.385),(20 13063.514),(21 13602.448),(22 13417.701),(23 13735.106),(24 13184.596),(25 13686.799),(26 13469.719),(27 14089.11),(28 13565.266),(29 14138.256),(30 13906.057),(31 14417.944),(32 14020.138),(33 14561.5),(34 14118.663),(35 14376.847),(36 14016.226),(37 14441.937),(38 14362.754),(39 15057.508),(40 14530.04),(41 14878.749),(42 14524.894),(43 14910.677),(44 14528.082),(45 14978.777),(46 14736.507),(47 15097.055),(48 14569.184),(49 14750.029),(50 14400.778),(51 14670.606),(52 14178.069),(53 14562.927),(54 14044.347),(55 14262.661),(56 13902.238),(57 14275.221),(58 13790.025),(59 14050.955),(60 13700.739),(61 14037.048),(62 13998.641),(63 14581.493),(64 14044.539),(65 14284.593),(66 13752.177),(67 14006.452),(68 13462.173),(69 13755.876),(70 13753.548),(71 14455.297),(72 14043.91),(73 14363.14),(74 14078.009),(75 14546.397),(76 13943.278),(77 14278.122),(78 13855.549),(79 14072.219),
(1 4138.7603),(2 6888.3354),(3 8933.735),(4 9372.667),(5 10367.982),(6 10515.953),(7 11242.56),(8 10969.712),(9 11579.142),(10 11607.3955),(11 12031.393),(12 11638.841),(13 12156.082),(14 11786.674),(15 12379.232),(16 11928.012),(17 12430.274),(18 12211.826),(19 13012.518),(20 12577.391),(21 13182.664),(22 13124.056),(23 13422.128),(24 13060.392),(25 13523.209),(26 13234.217),(27 13874.623),(28 13386.185),(29 13955.558),(30 13634.723),(31 14228.02),(32 13898.0625),(33 14384.751),(34 13890.442),(35 14292.941),(36 13795.496),(37 14169.879),(38 14092.4795),(39 14834.614),(40 14244.194),(41 14462.148),(42 14238.722),(43 14503.667),(44 13995.774),(45 14466.356),(46 14284.756),(47 14577.394),(48 14150.387),(49 14338.599),(50 13882.607),(51 14356.762),(52 13650.14),(53 13850.744),(54 13599.363),(55 14116.04),(56 13794.745),(57 14227.109),(58 13844.504),(59 14131.78),(60 13646.416),(61 13855.359),(62 13671.994),(63 14001.949),(64 13547.756),(65 13992.925),(66 13740.724),(67 13987.969),(68 13404.821),(69 13599.628),(70 13589.537),(71 14180.419),(72 13686.748),(73 13980.679),(74 13724.827),(75 14204.653),(76 13729.852),(77 14222.967),(78 13876.692),(79 14219.066),
(1 4059.5046),(2 6655.978),(3 8783.25),(4 9204.144),(5 10142.695),(6 10258.056),(7 11003.924),(8 10712.277),(9 11324.314),(10 11138.774),(11 11616.568),(12 11164.393),(13 11724.902),(14 11609.248),(15 12099.554),(16 11668.576),(17 12170.894),(18 11842.348),(19 12452.392),(20 11960.915),(21 12701.667),(22 12585.702),(23 12958.605),(24 12393.493),(25 12977.768),(26 12887.445),(27 13676.4375),(28 13315.337),(29 13923.025),(30 13573.116),(31 13925.54),(32 13763.168),(33 14244.275),(34 13788.725),(35 14007.404),(36 13372.151),(37 14008.889),(38 13903.461),(39 14486.731),(40 13972.163),(41 14232.397),(42 13983.417),(43 14342.962),(44 13759.149),(45 14201.368),(46 13972.285),(47 14308.523),(48 13847.098),(49 14067.731),(50 13599.86),(51 13998.66),(52 13465.064),(53 13824.8),(54 13655.664),(55 14152.434),(56 13558.884),(57 13824.915),(58 13459.579),(59 13814.474),(60 13450.121),(61 13866.618),(62 13608.264),(63 14024.875),(64 13540.45),(65 13899.687),(66 13574.095),(67 13789.332),(68 13414.358),(69 13646.611),(70 13575.469),(71 14192.702),(72 13950.332),(73 14317.186),(74 14015.924),(75 14408.019),(76 13817.379),(77 14308.262),(78 14122.002),(79 14645.237),
(1 3816.9675),(2 6504.398),(3 8612.334),(4 9039.982),(5 10125.654),(6 10232.53),(7 10639.585),(8 10406.49),(9 10851.111),(10 10626.024),(11 11113.871),(12 10819.643),(13 11430.546),(14 11243.058),(15 11743.391),(16 11424.527),(17 12039.118),(18 11709.814),(19 12322.618),(20 11785.669),(21 12275.379),(22 12068.617),(23 12417.685),(24 11815.258),(25 12305.293),(26 12200.759),(27 12945.544),(28 12600.919),(29 13225.498),(30 12881.448),(31 13441.825),(32 13136.873),(33 13622.752),(34 13317.354),(35 13690.007),(36 13234.11),(37 13660.119),(38 13554.982),(39 13919.927),(40 13333.326),(41 13791.164),(42 13713.115),(43 14055.129),(44 13618.805),(45 13950.379),(46 13727.524),(47 14082.396),(48 13776.092),(49 14029.935),(50 13558.193),(51 13846.876),(52 13281.283),(53 13652.294),(54 13565.919),(55 13849.013),(56 13447.325),(57 13907.6455),(58 13536.95),(59 13738.954),(60 13192.429),(61 13364.2),(62 13219.214),(63 13478.574),(64 13033.331),(65 13445.104),(66 13170.068),(67 13364.828),(68 12993.426),(69 13354.19),(70 13315.67),(71 13591.276),(72 13341.596),(73 13725.7),(74 13530.025),(75 14067.244),(76 13623.476),(77 14010.017),(78 13597.872),(79 14044.209),
(1 3911.25),(2 6582.7124),(3 8502.222),(4 8762.045),(5 9754.272),(6 9626.468),(7 10313.642),(8 9979.687),(9 10602.345),(10 10396.792),(11 11170.178),(12 10871.906),(13 11411.344),(14 11183.521),(15 11892.533),(16 11467.557),(17 12038.637),(18 11748.681),(19 12725.21),(20 12111.095),(21 12562.815),(22 12375.644),(23 12803.9795),(24 12020.024),(25 12401.02),(26 12030.459),(27 12952.63),(28 12657.724),(29 13446.181),(30 13235.691),(31 13893.729),(32 13369.615),(33 13930.818),(34 13493.871),(35 14035.435),(36 13503.224),(37 14021.687),(38 13892.239),(39 14270.807),(40 13583.08),(41 13981.13),(42 13680.502),(43 13996.691),(44 13590.185),(45 13959.73),(46 13546.81),(47 13956.123),(48 13420.359),(49 13839.966),(50 13223.745),(51 13441.316),(52 12939.764),(53 13347.365),(54 13061.996),(55 13300.5),(56 12836.579),(57 13370.678),(58 12957.305),(59 13245.109),(60 12611.974),(61 12943.306),(62 12732.414),(63 13182.29),(64 12588.919),(65 12892.856),(66 12496.21),(67 12839.274),(68 12331.797),(69 12801.112),(70 12643.524),(71 13170.869),(72 12891.83),(73 13393.173),(74 13289.004),(75 13895.791),(76 13212.905),(77 13581.284),(78 13170.379),(79 13591.0205),
(1 3877.8708),(2 6330.9536),(3 8310.182),(4 8634.449),(5 9579.482),(6 9567.56),(7 10179.792),(8 9788.809),(9 10403.356),(10 10305.294),(11 11009.014),(12 10686.948),(13 11214.086),(14 10959.489),(15 11617.748),(16 11228.657),(17 11660.667),(18 11448.39),(19 12462.488),(20 11986.597),(21 12531.042),(22 12312.722),(23 12676.317),(24 11940.614),(25 12340.312),(26 12004.166),(27 12890.577),(28 12360.284),(29 13009.738),(30 12840.462),(31 13541.265),(32 13018.736),(33 13290.555),(34 12840.318),(35 13257.638),(36 12729.31),(37 13274.259),(38 13128.807),(39 13685.865),(40 13024.417),(41 13145.2705),(42 12890.629),(43 13082.339),(44 12717.945),(45 12988.231),(46 12723.478),(47 13348.915),(48 12948.535),(49 13120.922),(50 12821.995),(51 13228.428),(52 12671.133),(53 12948.195),(54 12640.527),(55 12982.208),(56 12481.155),(57 12961.919),(58 12658.692),(59 12875.188),(60 12358.055),(61 12817.164),(62 12602.759),(63 13021.482),(64 12544.354),(65 13079.372),(66 12715.394),(67 13098.196),(68 12479.683),(69 12836.833),(70 12644.257),(71 13208.176),(72 12894.356),(73 13391.901),(74 13393.966),(75 13816.807),(76 13036.881),(77 13304.917),(78 13100.917),(79 13480.284),
(1 3794.3142),(2 6282.884),(3 8130.1694),(4 8322.376),(5 9261.304),(6 9351.356),(7 9953.044),(8 9706.547),(9 10381.991),(10 10258.747),(11 10856.336),(12 10575.47),(13 11150.051),(14 11056.281),(15 11500.985),(16 10992.044),(17 11354.832),(18 11283.354),(19 12102.345),(20 11678.957),(21 12211.137),(22 12004.81),(23 12334.622),(24 11588.507),(25 12088.416),(26 11885.078),(27 12610.055),(28 12061.341),(29 12773.59),(30 12554.558),(31 13030.035),(32 12372.719),(33 12693.216),(34 12269.383),(35 12557.892),(36 12025.357),(37 12466.176),(38 12328.48),(39 12763.51),(40 12276.716),(41 12573.816),(42 12347.852),(43 12704.67),(44 12409.142),(45 12767.807),(46 12549.58),(47 13265.957),(48 12587.385),(49 12825.919),(50 12415.03),(51 12890.716),(52 12333.901),(53 12658.193),(54 12348.84),(55 12672.916),(56 12146.212),(57 12583.969),(58 12206.025),(59 12439.082),(60 11882.806),(61 12359.036),(62 12010.043),(63 12632.058),(64 12273.449),(65 12839.176),(66 12509.201),(67 12887.812),(68 12140.392),(69 12379.282),(70 12279.258),(71 12831.405),(72 12457.123),(73 12870.634),(74 12785.582),(75 13420.173),(76 12616.559),(77 12957.326),(78 12571.372),(79 13009.366),
(1 3676.1245),(2 5969.8975),(3 7807.4893),(4 8173.811),(5 9033.144),(6 9140.824),(7 9714.528),(8 9408.097),(9 9974.171),(10 10065.916),(11 10668.714),(12 10463.284),(13 11162.795),(14 10941.703),(15 11433.295),(16 10797),(17 11275.135),(18 11123.104),(19 11954.737),(20 11416.566),(21 11941.3),(22 11699.324),(23 12175.46),(24 11593.128),(25 11958.102),(26 11771.898),(27 12697.256),(28 12321.9795),(29 12875.258),(30 12649.959),(31 13108.971),(32 12386.557),(33 12828.199),(34 12478.249),(35 12960.96),(36 12534.821),(37 12959.433),(38 12625.685),(39 13062.88),(40 12520.934),(41 12912.922),(42 12829.145),(43 13283.206),(44 12695.508),(45 13019.341),(46 12846.18),(47 13244.304),(48 12730.645),(49 13113.895),(50 12763.755),(51 13055.302),(52 12503.662),(53 12817.291),(54 12498.62),(55 12945.24),(56 12292.984),(57 12701.626),(58 12494.492),(59 12626.433),(60 12048.413),(61 12269.009),(62 11974.925),(63 12495.706),(64 11968.32),(65 12533.484),(66 12352.015),(67 12539.4375),(68 11894.837),(69 12116.583),(70 12074.985),(71 12436.567),(72 12176.841),(73 12563.769),(74 12455.991),(75 12953.734),(76 12054.357),(77 12327.902),(78 11959.321),(79 12211.517),
(1 3578.0405),(2 5977.721),(3 7759.768),(4 8070.7144),(5 8960.771),(6 8991.447),(7 9495.531),(8 9201.955),(9 9839.715),(10 10017.102),(11 10566.917),(12 10250.584),(13 10839.132),(14 10719.091),(15 11106.858),(16 10650.448),(17 11136.661),(18 11062.621),(19 11798.202),(20 11209.429),(21 11648.577),(22 11524.495),(23 11833.876),(24 11328.906),(25 11759.295),(26 11597.931),(27 12411.526),(28 12149.998),(29 12437.197),(30 12295.695),(31 12650.371),(32 12027.709),(33 12469.415),(34 12111.051),(35 12506.473),(36 12268.451),(37 12843.424),(38 12730.059),(39 13162.348),(40 12511.744),(41 12863.829),(42 12709.92),(43 12986.791),(44 12569.302),(45 13045.357),(46 12788.634),(47 13033.969),(48 12584.8),(49 13016.133),(50 12700.013),(51 12907.071),(52 12294.399),(53 12551.649),(54 12355.889),(55 12613.741),(56 12314.479),(57 12673.502),(58 12362.707),(59 12564.198),(60 11871.534),(61 12232.364),(62 12116.075),(63 12506.353),(64 12092.123),(65 12579.8),(66 12318.431),(67 12429.083),(68 11784.33),(69 12027.135),(70 11938.365),(71 12400.25),(72 12146.039),(73 12519.461),(74 12347.291),(75 12824.196),(76 12016.001),(77 12373.979),(78 11948.173),(79 12174.293),
(1 3644.1196),(2 5888.211),(3 7533.021),(4 7801.8174),(5 8800.506),(6 8824.647),(7 9518.325),(8 9118.404),(9 9573.175),(10 9539.606),(11 10127.564),(12 9878.604),(13 10483.409),(14 10233.569),(15 10739.166),(16 10230.631),(17 10643.687),(18 10392.864),(19 11281.452),(20 10894.046),(21 11327.705),(22 11183.011),(23 11544.591),(24 11000.893),(25 11436.765),(26 11083.607),(27 11819.179),(28 11329.291),(29 11969.624),(30 11700.724),(31 12212.987),(32 11554.998),(33 12230.025),(34 11865.285),(35 12332.496),(36 12055.182),(37 12548.836),(38 12392.233),(39 12842.517),(40 12211.163),(41 12492.044),(42 12262.364),(43 12656.354),(44 12269.644),(45 12574.888),(46 12338.369),(47 12608.917),(48 12070.285),(49 12401.461),(50 12109.348),(51 12540.926),(52 11797.637),(53 12286.984),(54 11925.881),(55 12302.783),(56 11773.33),(57 12164.221),(58 11787.052),(59 12061.873),(60 11398.0625),(61 11929.682),(62 11877.332),(63 12343.869),(64 11866.846),(65 12303.829),(66 12065.414),(67 12277.49),(68 11685.698),(69 11888.287),(70 11849.056),(71 12337.902),(72 12045.8),(73 12521.218),(74 12218.371),(75 12618.086),(76 11738.303),(77 12033.769),(78 11717.939),(79 12154.283),
