1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71594.78),(2 40934.355),(3 140994.7),(4 141372.56),(5 256068.42),(6 279510.63),(7 402792),(8 441328.9),(9 569454.56),(10 611762.94),(11 730566),(12 789171.44),(13 919992.25),(14 1007657.56),(15 1153830.4),(16 1242296.1),(17 1382829.9),(18 1501805.4),(19 1647988.6),(20 1780417.6),(21 1939015.4),(22 2084525.6),(23 2271491.8),(24 2462088),(25 2640706.8),(26 2823773),(27 3010556),(28 3191819),(29 3372359.8),(30 3559849.8),(31 3739355.8),(32 3917014),(33 4061020),(34 4219557.5),(35 4346692),(36 4477516),(37 4572984),(38 4707827.5),(39 4812760),(40 4927113.5),(41 5011307),(42 5117719.5),(43 5205448.5),(44 5311354.5),(45 5386933.5),(46 5482771.5),(47 5542512),(48 5633202),(49 5703438),(50 5806716.5),(51 5905575.5),(52 6024752),(53 6112028.5),(54 6248392.5),(55 6367188),(56 6516908.5),(57 6667272),(58 6840994),(59 6976473.5),(60 7144160),(61 7309197.5),(62 7511088),(63 7656377.5),(64 7837212.5),(65 7967093.5),(66 8136696.5),(67 8296175.5),(68 8527196),(69 8709227),(70 8910682),(71 9099831),(72 9333117),(73 9518133),(74 9745633),(75 9942991),(76 10187829),(77 10383409),(78 10628769),(79 10836895),
(1 8156.3447),(2 16248.136),(3 22529.47),(4 24583.9),(5 29873.604),(6 32637.266),(7 36738.68),(8 38289.934),(9 42556.37),(10 43906.785),(11 47046.855),(12 47416.348),(13 52620.84),(14 55957.605),(15 60313.63),(16 61532.93),(17 65111.113),(18 66289.11),(19 69804.805),(20 70761.234),(21 74833.14),(22 77226.305),(23 81652.62),(24 83604.49),(25 87940.11),(26 88736.39),(27 90979.25),(28 89706.234),(29 90682.6),(30 88508.805),(31 88612.664),(32 86268.125),(33 85307.516),(34 81940.28),(35 81397.81),(36 79303.18),(37 79972.72),(38 77611.375),(39 78202.63),(40 76958.55),(41 78418.02),(42 77566.13),(43 78519.24),(44 77721.83),(45 78991.07),(46 79017.92),(47 80566.67),(48 79201.32),(49 80397.7),(50 79568.72),(51 81282.2),(52 80197.6),(53 81243.24),(54 80406.51),(55 82127.3),(56 81324.336),(57 82562.87),(58 81338.33),(59 82806.48),(60 82141.68),(61 83846.484),(62 83239.15),(63 84566.875),(64 82713.055),(65 83222.48),(66 82002.79),(67 82637.91),(68 80458.74),(69 80866.555),(70 78678.664),(71 78255.16),(72 75224.836),(73 74837.16),(74 71922.72),(75 71422.45),(76 68142.26),(77 67703.74),(78 64934.01),(79 65285.24),
(1 8324.238),(2 16636.309),(3 22720.729),(4 24375.19),(5 29331.996),(6 31714.234),(7 35935.74),(8 37704.152),(9 41793.52),(10 42507.703),(11 45440.246),(12 45676.47),(13 50650.508),(14 53158.934),(15 57710.16),(16 59389.242),(17 63207.934),(18 64380.723),(19 67720.68),(20 68895.07),(21 72700.55),(22 74250.11),(23 78242.67),(24 79583.09),(25 83112.16),(26 83639.85),(27 85697.625),(28 84442.45),(29 84778.05),(30 82265.1),(31 81594.57),(32 78750.234),(33 78126.695),(34 75371.49),(35 76027.53),(36 74081.59),(37 74963.11),(38 73706.59),(39 74843.68),(40 73862.82),(41 75440.51),(42 74374.25),(43 75652.3),(44 74032.99),(45 75882.34),(46 75377.734),(47 77247.945),(48 76658.89),(49 77881.695),(50 76894.2),(51 78240.81),(52 77043.11),(53 78149.984),(54 77288.914),(55 79056.96),(56 78393.41),(57 79527.32),(58 77894.33),(59 79107.26),(60 77645.27),(61 78675.45),(62 77041.695),(63 77631.7),(64 75118.93),(65 75520.734),(66 73413.305),(67 73994.01),(68 71683.35),(69 71688.35),(70 68785.62),(71 68702.266),(72 65808.85),(73 65379.74),(74 62700.367),(75 62487.164),(76 59623.98),(77 59536.91),(78 57277.484),(79 57900.813),
(1 8134.4517),(2 15975.787),(3 21757.578),(4 23502.344),(5 28638.818),(6 31072.98),(7 35221.21),(8 37439.29),(9 41963.273),(10 42688.207),(11 45288.14),(12 45952.758),(13 52301.01),(14 55897.04),(15 60228.402),(16 61286.793),(17 65176.246),(18 66217.23),(19 69644.51),(20 70520.65),(21 73820.64),(22 75104.336),(23 79056.836),(24 79769.445),(25 82456.57),(26 82341.875),(27 83833.76),(28 81676.68),(29 81602.69),(30 79079.92),(31 79105.43),(32 76500.06),(33 76120.2),(34 72786.73),(35 72624.62),(36 70453.54),(37 71121.414),(38 69290.1),(39 70878.12),(40 69832.4),(41 70962.58),(42 69303.62),(43 70035.62),(44 68558.31),(45 69911.984),(46 69175.61),(47 70881.266),(48 70071.48),(49 71796.625),(50 70789.8),(51 72142.055),(52 70999.97),(53 72330.12),(54 71592.99),(55 73755.18),(56 73171.81),(57 74883.555),(58 73979.38),(59 75676.086),(60 74585.51),(61 75768.086),(62 74394.875),(63 75075.12),(64 73719.71),(65 74735.49),(66 73731.67),(67 74639.05),(68 72810.27),(69 73403.055),(70 71491.7),(71 71540.01),(72 69299.25),(73 69402.32),(74 66928.62),(75 66806.89),(76 64301.11),(77 63886.88),(78 61472.098),(79 61597.426),
(1 8051.094),(2 15702.324),(3 21513.46),(4 23467.37),(5 28730.615),(6 31473.715),(7 35237.387),(8 37333.16),(9 41473.504),(10 42107.26),(11 44719.133),(12 45424.11),(13 51788.38),(14 55227.492),(15 59221.504),(16 60294.23),(17 63627.453),(18 65012.613),(19 68472.77),(20 68944.266),(21 72224.02),(22 73486.25),(23 77072.914),(24 77919.03),(25 80382.66),(26 80260.05),(27 82305.875),(28 81042.92),(29 81968.15),(30 79597.29),(31 79315.12),(32 76282.77),(33 74833.56),(34 71191.99),(35 71338.945),(36 69326.48),(37 70452.86),(38 68762.84),(39 69881.89),(40 69091.09),(41 70466.33),(42 69024.266),(43 69796.836),(44 68605.945),(45 70181.125),(46 69727.05),(47 71516.695),(48 71148.18),(49 73239.805),(50 72536.38),(51 74524.71),(52 73720.414),(53 75270.52),(54 74293.77),(55 75702.99),(56 74690.695),(57 75899.15),(58 74707.91),(59 75837.79),(60 74354.555),(61 75164.16),(62 73889.11),(63 74777.76),(64 73199.73),(65 73921.56),(66 71939.16),(67 72104.29),(68 69991.97),(69 70518.54),(70 68557.77),(71 68409.055),(72 65929.414),(73 65766.586),(74 63296.89),(75 63624.21),(76 61603.84),(77 61991.23),(78 59816.95),(79 60283.59),
(1 7784.4453),(2 15399.234),(3 21604.885),(4 23600),(5 28432.031),(6 30869.145),(7 34633.082),(8 36679.445),(9 40293.426),(10 40671.945),(11 43034.65),(12 43699.453),(13 48811.64),(14 51769.938),(15 55197.383),(16 56245.082),(17 59891.598),(18 61541.27),(19 64694.29),(20 65814.32),(21 69531.77),(22 71629.06),(23 75312.22),(24 76588.625),(25 79750.08),(26 80052.03),(27 82074.26),(28 81289.63),(29 82088.75),(30 80015.78),(31 79790.07),(32 77210.2),(33 76150.03),(34 73109.88),(35 73169.14),(36 71213.49),(37 71620.07),(38 70203.46),(39 71289.125),(40 70584.06),(41 71524.43),(42 70434.59),(43 71361.6),(44 70801.336),(45 72680.586),(46 72519.37),(47 74533.88),(48 73875.06),(49 75690.83),(50 75252.914),(51 77344.3),(52 76553.2),(53 77764.74),(54 76484.95),(55 77538.65),(56 76398.664),(57 77419.14),(58 76047.61),(59 76856.766),(60 75063.52),(61 75851.22),(62 74272.94),(63 74861.42),(64 72625.79),(65 72827.305),(66 70723.15),(67 71005.51),(68 68557.77),(69 68814.836),(70 66395.95),(71 66032.734),(72 62917.938),(73 62299.895),(74 59401.117),(75 59245.375),(76 56824.31),(77 57009.63),(78 55033.203),(79 55431.43),
(1 7907.767),(2 15497.384),(3 21344.8),(4 23003.31),(5 27910.424),(6 30430.506),(7 34351.914),(8 36815.473),(9 40922.49),(10 41779.414),(11 44551.11),(12 46034.375),(13 52337.344),(14 55701.156),(15 59487.19),(16 60249.395),(17 63242.945),(18 64253.5),(19 67107.63),(20 67772.82),(21 70334.8),(22 71072.48),(23 73873.95),(24 74785.07),(25 77278.81),(26 77172.484),(27 78334.89),(28 76922.055),(29 76805.414),(30 74272.83),(31 73880.09),(32 70829.336),(33 69425.18),(34 66372.62),(35 65910.85),(36 64363.617),(37 65154.59),(38 64141.82),(39 65260.82),(40 64475.516),(41 65795.516),(42 64606.395),(43 65509.406),(44 64869.363),(45 66639.15),(46 66608.63),(47 68479.96),(48 68663.35),(49 70538.99),(50 70979.52),(51 72814.73),(52 72393.51),(53 73898.69),(54 73361.35),(55 74817.9),(56 74289.055),(57 75721.29),(58 74658.81),(59 75798.29),(60 74702.19),(61 75742.445),(62 73907.86),(63 73934.08),(64 71916.07),(65 72105.36),(66 70196.79),(67 70365.164),(68 68583.77),(69 69337.875),(70 67435.95),(71 67230.07),(72 64843.55),(73 64920.645),(74 63026.836),(75 63106.105),(76 61044),(77 61222.586),(78 59270.465),(79 59726.504),
(1 7908.209),(2 15532.764),(3 21809.91),(4 23655.793),(5 28526.68),(6 31291.643),(7 35855),(8 38516.035),(9 43057.773),(10 43950.594),(11 46596.742),(12 47578.35),(13 54231.574),(14 57907.92),(15 62161.69),(16 63451.848),(17 67050.375),(18 67848.68),(19 71166.05),(20 71601.46),(21 74420.2),(22 75416.625),(23 78540.49),(24 79529.93),(25 82001.02),(26 81279.98),(27 81956.8),(28 79629.73),(29 78704.6),(30 75847.2),(31 74802.695),(32 71169.77),(33 69446.77),(34 66225.89),(35 66384.55),(36 64714.52),(37 66069.57),(38 64836.883),(39 65799.26),(40 65097.543),(41 66173.875),(42 65024.05),(43 65944.11),(44 65560.086),(45 67445.99),(46 67459.09),(47 69731.85),(48 69529.516),(49 71218.5),(50 70652.5),(51 72443.56),(52 71782.8),(53 73131.34),(54 72140.91),(55 74011.33),(56 73204.5),(57 74602.586),(58 73529.63),(59 74597.375),(60 73077.7),(61 73841.586),(62 72593.5),(63 73112.125),(64 71397.59),(65 71391.6),(66 69434.16),(67 69250.016),(68 66784.99),(69 66348.125),(70 63665.867),(71 63013.727),(72 59975.766),(73 58980.676),(74 56198.297),(75 55410.184),(76 53081.484),(77 53360.484),(78 51764.26),(79 51940.207),
(1 7692.5527),(2 14991.843),(3 20407.428),(4 22050.88),(5 26626.79),(6 28686.328),(7 32868.547),(8 34888.49),(9 38480.76),(10 38823.906),(11 41225.746),(12 41852.535),(13 47759.85),(14 50794.105),(15 54921.55),(16 56259.234),(17 59847.555),(18 61225.758),(19 64718.37),(20 65513.75),(21 68691.37),(22 69531.945),(23 72331.8),(24 72933.766),(25 75749.73),(26 75563.26),(27 76894.28),(28 75186.58),(29 74830.81),(30 72077.234),(31 71579.26),(32 68234.914),(33 66664.23),(34 63827.18),(35 64065.645),(36 62552.805),(37 63865.734),(38 62824.805),(39 63777.816),(40 62761.926),(41 64608.297),(42 63731.926),(43 64629.71),(44 63972.73),(45 65930.27),(46 65295.73),(47 67118.94),(48 66700.42),(49 68548.73),(50 68048.19),(51 69774.664),(52 68697.96),(53 70290.336),(54 69111.67),(55 70463.72),(56 69618.47),(57 70881.53),(58 69626.02),(59 70608.125),(60 69668.33),(61 71016.7),(62 69534.945),(63 70562.15),(64 69033.12),(65 69462.65),(66 67365.55),(67 67293.445),(68 64786.684),(69 64631.69),(70 62083.49),(71 61606.645),(72 58812.496),(73 58342.848),(74 55649.047),(75 55099.27),(76 52858.965),(77 53113.61),(78 51380.016),(79 51918.184),
(1 7613.332),(2 14750.702),(3 19998.719),(4 21318.184),(5 25303.438),(6 27090.432),(7 31146.047),(8 33298.066),(9 36663.613),(10 36522.633),(11 38551.316),(12 39218.992),(13 45099.58),(14 47600.504),(15 51811.285),(16 53048.797),(17 56551.07),(18 57581.277),(19 60781.594),(20 60941.75),(21 63685.42),(22 64152.84),(23 67065.195),(24 67430.08),(25 69894.19),(26 69388.19),(27 70458.24),(28 68741.52),(29 69052.79),(30 66427.41),(31 66258.1),(32 63457.777),(33 62141.742),(34 59274.066),(35 59799.95),(36 58242.324),(37 59489.246),(38 57989.305),(39 58544.47),(40 56945.15),(41 58336.523),(42 56738.65),(43 57424.08),(44 56482.324),(45 58834.99),(46 58201.535),(47 59990.47),(48 59497.406),(49 61484.508),(50 61094.465),(51 63162.984),(52 62538.984),(53 63810.344),(54 62551.777),(55 63997.07),(56 63137.758),(57 64044.35),(58 62503.395),(59 63470.617),(60 62326.84),(61 63279.54),(62 61482.715),(63 62059.977),(64 60031.023),(65 60495.12),(66 58419.383),(67 58575.74),(68 56353.777),(69 56622.54),(70 54411.25),(71 54482.47),(72 52257.766),(73 52157.305),(74 49909.016),(75 50280.848),(76 48314.645),(77 48930.195),(78 47367.082),(79 47998.125),
(1 7339.551),(2 13786.561),(3 18671.072),(4 20080.844),(5 24230.852),(6 26526.83),(7 30805.904),(8 33137.47),(9 36686.027),(10 36927.75),(11 39265.746),(12 40716.64),(13 46710.56),(14 49723.78),(15 53239.246),(16 54475.44),(17 57547.637),(18 58379.97),(19 61687.477),(20 62181.15),(21 64383.96),(22 64727.246),(23 67377.125),(24 68030.85),(25 70447.586),(26 70112.31),(27 71148.016),(28 69470),(29 69654.38),(30 67134.57),(31 66457.44),(32 63315.08),(33 61617.773),(34 58627.125),(35 58962.918),(36 57574.848),(37 59134.996),(38 58456.355),(39 59682.47),(40 59006.254),(41 60232.5),(42 59263.984),(43 60382.027),(44 59829.727),(45 61134.016),(46 60535.324),(47 61942.688),(48 61360.266),(49 62645.055),(50 62157.58),(51 64015.367),(52 63621.273),(53 64981.066),(54 63769.18),(55 64816.645),(56 64092.273),(57 65196.516),(58 64112.32),(59 65309.504),(60 64261.742),(61 65204.54),(62 63512.605),(63 64104.773),(64 61969.496),(65 62007.125),(66 60010.902),(67 60059.81),(68 57682.297),(69 57654.07),(70 55523.504),(71 55765.73),(72 53401.54),(73 53171.227),(74 50877.59),(75 51005.35),(76 49237.977),(77 50074.99),(78 48815.496),(79 49945.23),
(1 7084.1587),(2 13101.017),(3 17860.533),(4 19272.297),(5 23500.15),(6 25778.717),(7 29963.795),(8 32416.154),(9 35976.023),(10 36649.523),(11 38915.406),(12 40078.574),(13 45482.887),(14 48491.38),(15 51803.38),(16 53290.383),(17 56332.44),(18 57025.883),(19 60303.152),(20 60795.066),(21 63380.137),(22 64203.406),(23 67012.984),(24 67516.36),(25 69465.445),(26 68917.22),(27 69509.13),(28 67506.664),(29 66731.29),(30 64184.6),(31 63371),(32 60214.945),(33 58657.844),(34 56003.254),(35 55987.41),(36 54929.234),(37 56073.96),(38 55540.17),(39 56585.55),(40 56216.758),(41 57664.17),(42 56682.38),(43 57557.31),(44 56874.8),(45 58501.883),(46 58081.816),(47 59550.215),(48 59532.94),(49 61084.65),(50 61189.637),(51 62919.86),(52 62524.266),(53 63718.39),(54 63057.254),(55 64239.86),(56 63377.58),(57 63939.188),(58 62518.902),(59 63020.59),(60 61138.13),(61 61412.566),(62 59649.504),(63 60036.55),(64 57979.41),(65 57762.742),(66 55561.49),(67 55560.844),(68 53489.11),(69 53653.38),(70 51880.49),(71 52084.04),(72 50087.59),(73 50678.83),(74 49209.363),(75 49920.324),(76 48913.434),(77 50074.918),(78 49221.254),(79 50654.773),
(1 7228.2134),(2 13708.882),(3 18969.25),(4 20377.463),(5 24721.623),(6 27261.582),(7 31384.139),(8 33474.113),(9 36949.973),(10 37446.28),(11 39886.44),(12 40890.484),(13 45985.477),(14 48464.137),(15 51704.246),(16 52667.727),(17 55106.215),(18 55713.113),(19 58963.02),(20 59835.234),(21 62807.297),(22 63420.555),(23 65785.04),(24 65774.24),(25 67532.93),(26 66566.21),(27 67207.8),(28 65205.047),(29 64955.91),(30 62113.79),(31 61088.535),(32 57969.465),(33 56573.52),(34 53868.99),(35 54505.063),(36 53456.863),(37 54648.996),(38 54003.195),(39 55136.91),(40 54379.605),(41 56124.98),(42 55451.6),(43 56335),(44 55770.426),(45 57206.83),(46 56659.457),(47 58304.266),(48 58070.027),(49 59828.875),(50 59942.227),(51 62293.77),(52 62181.082),(53 63712.65),(54 62803.14),(55 64191.74),(56 63301.645),(57 63881.37),(58 62691.656),(59 63617.508),(60 62361.027),(61 62962.676),(62 60891.875),(63 60947.79),(64 58986.113),(65 58940.21),(66 56959.56),(67 57024.113),(68 55184.99),(69 54955.83),(70 53011.62),(71 52668.77),(72 50480.754),(73 50318.8),(74 48297.03),(75 48509.074),(76 47141.098),(77 47531.12),(78 46127.508),(79 46762.26),
(1 6839.531),(2 12578.913),(3 17382.422),(4 18462.24),(5 22538.81),(6 24727.842),(7 28474.11),(8 29969.494),(9 33302.734),(10 33843.5),(11 36124.176),(12 36632.027),(13 41112.824),(14 43403.402),(15 46951.88),(16 47740.01),(17 50097.92),(18 50660.652),(19 53419.844),(20 53703.97),(21 56312.645),(22 56920.51),(23 59743.824),(24 59605.44),(25 61566.45),(26 60795.938),(27 62012.098),(28 60560.043),(29 61159.043),(30 59018.39),(31 58837.83),(32 56003.22),(33 55211.24),(34 52770.24),(35 53758.535),(36 52532.668),(37 53566.387),(38 52493.83),(39 53666.94),(40 52865.176),(41 53933.58),(42 52763.063),(43 53232.69),(44 51693.574),(45 52778.27),(46 52416.332),(47 53762.563),(48 53226.17),(49 54955.81),(50 54643.3),(51 56679.215),(52 56330.92),(53 57995.734),(54 57269.17),(55 58906.594),(56 58003.38),(57 59141.98),(58 58071.14),(59 58901.926),(60 57491.297),(61 58121.438),(62 56594.527),(63 57050.207),(64 55196.8),(65 55323.715),(66 53268.91),(67 53264.203),(68 51470.67),(69 52186.363),(70 50577.906),(71 50839.074),(72 48689.06),(73 48830.457),(74 47151.31),(75 47697.88),(76 46284.94),(77 47008.168),(78 45994.188),(79 46919.984),
(1 6705.4277),(2 12287.055),(3 17396.059),(4 18827.656),(5 23089.506),(6 25376.912),(7 29264.225),(8 30951.016),(9 34527.824),(10 34972.324),(11 37567.383),(12 38592.035),(13 43390.75),(14 45514.34),(15 48931.523),(16 49922.258),(17 52322.89),(18 52994.773),(19 55980.684),(20 56505.11),(21 59312.047),(22 59972.16),(23 62329.55),(24 62551.824),(25 64481.547),(26 64112.734),(27 65204.64),(28 63311.99),(29 63251.1),(30 60677.28),(31 60064.652),(32 56857.58),(33 55769.594),(34 53183.535),(35 53686.617),(36 52837.12),(37 54197.004),(38 53526.25),(39 54963.555),(40 54213.227),(41 55726.7),(42 54666.777),(43 55410.195),(44 54332.76),(45 55668.49),(46 55092.816),(47 56422.043),(48 55410.625),(49 56893.64),(50 56363.09),(51 58212.063),(52 57952.18),(53 59696.527),(54 59071.344),(55 60190.582),(56 59214.92),(57 60302.207),(58 59123.734),(59 60183.19),(60 58994.227),(61 59557.313),(62 57742.82),(63 58315.938),(64 56262.348),(65 56477.973),(66 54727.117),(67 54696.98),(68 52600.973),(69 52616.973),(70 50601.375),(71 50699.355),(72 48815.51),(73 49002.184),(74 47227.363),(75 47663.563),(76 46286.266),(77 47521.176),(78 47049.793),(79 48484),
(1 6631.9224),(2 12174.179),(3 17182.39),(4 18929.998),(5 23392.791),(6 25470.232),(7 29122.871),(8 30515.732),(9 33907.04),(10 34527.65),(11 37033.754),(12 38056.793),(13 42815.313),(14 45196.887),(15 48289.88),(16 49530.984),(17 51746.063),(18 52013.113),(19 54641.2),(20 55073.273),(21 57524.395),(22 57928.258),(23 60168.29),(24 59882.156),(25 61094.613),(26 60211.09),(27 61121.55),(28 59793.25),(29 59908.656),(30 57631.668),(31 57134.047),(32 54460.418),(33 53351.99),(34 50636.957),(35 51257.176),(36 50229.23),(37 51401.54),(38 50201.855),(39 51106.348),(40 50272.23),(41 51410.13),(42 50660.31),(43 52061.47),(44 51757.945),(45 53469.26),(46 52926.984),(47 54378.06),(48 54345.656),(49 55626.953),(50 55426.26),(51 57086.57),(52 56707.83),(53 58092.895),(54 57291.605),(55 58119.23),(56 57210.844),(57 57957.84),(58 56940.75),(59 57803.06),(60 56353.914),(61 56927.25),(62 55081.547),(63 55233.45),(64 53027.824),(65 52861.09),(66 50668.566),(67 50709.734),(68 48710.62),(69 48985.01),(70 47145.535),(71 47267.38),(72 45294.145),(73 45717.1),(74 44315.24),(75 45040.684),(76 44152.2),(77 45263.188),(78 44572.496),(79 46105.785),
(1 6459.9414),(2 12047.1875),(3 17304.184),(4 19254.006),(5 23779.01),(6 25997.475),(7 30044.102),(8 31988.652),(9 35800.855),(10 36308.633),(11 38831),(12 39607.53),(13 45027.355),(14 47352.316),(15 50773.01),(16 51529.734),(17 53682.863),(18 53753.168),(19 56294.85),(20 56586.234),(21 59359.33),(22 59997.563),(23 62447.617),(24 62399.234),(25 63694.29),(26 62491.246),(27 62931.195),(28 60119.25),(29 59535.184),(30 56595.035),(31 56002.855),(32 53046.766),(33 52191.418),(34 49693.137),(35 50665.355),(36 49723.016),(37 50997.582),(38 50304.28),(39 51705.914),(40 51060.355),(41 52383.75),(42 51328.094),(43 52336.188),(44 51508.973),(45 53154.336),(46 52904.285),(47 54938.703),(48 54660.016),(49 56461.066),(50 56192.434),(51 58164.285),(52 57720.285),(53 59522.85),(54 58544.535),(55 59461.094),(56 58358.188),(57 59061.445),(58 57831.668),(59 58587.78),(60 56903.22),(61 57162.15),(62 55404.906),(63 55411.633),(64 53071.08),(65 52904.453),(66 51225.08),(67 51190.418),(68 49109.223),(69 49018.598),(70 47177.203),(71 47064.54),(72 45086.645),(73 45375.215),(74 43871.547),(75 44594.945),(76 43435.516),(77 44492.117),(78 43899.844),(79 45171.906),
(1 6385.017),(2 11804.945),(3 16758.86),(4 18416.717),(5 22431.027),(6 24685.799),(7 28644.97),(8 30476.916),(9 33666.29),(10 34094.574),(11 36970.855),(12 38655.48),(13 44095.73),(14 46497.063),(15 49951.246),(16 50856.84),(17 52982.637),(18 53132.625),(19 55574.57),(20 55571.89),(21 58056.59),(22 58715.668),(23 60592.176),(24 60259.78),(25 61591.777),(26 60618.363),(27 61311.773),(28 59381.047),(29 59251.098),(30 56610.88),(31 55907.12),(32 53304.586),(33 52420.39),(34 50115.977),(35 51003.203),(36 50290.547),(37 52148.66),(38 51823.64),(39 53792.293),(40 52887.957),(41 54107.44),(42 52984.918),(43 54007.246),(44 53345.406),(45 54693.96),(46 54198.39),(47 55833.69),(48 55087.508),(49 56400.527),(50 55877.086),(51 57530.098),(52 56839.074),(53 58223.26),(54 57127.92),(55 57905.23),(56 57113.96),(57 57895.207),(58 56417.617),(59 56578.344),(60 54541.59),(61 54677.68),(62 52702.098),(63 52718.32),(64 50351.637),(65 50167.43),(66 47892.504),(67 48191.188),(68 46368.41),(69 46781.74),(70 44757.445),(71 44831.26),(72 43013.145),(73 43676.496),(74 42098.35),(75 42989.3),(76 41707.652),(77 43010.86),(78 42647.844),(79 44386.555),
