1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 70844.61),(2 162054.28),(3 277417.1),(4 365316.88),(5 506717.4),(6 630118.8),(7 770338.75),(8 897883.94),(9 1042010.8),(10 1226214),(11 1619748.1),(12 2166967.3),(13 2880644.3),(14 3241064.8),(15 3342146.3),(16 3389381.3),(17 3504013.3),(18 3653076),(19 3743155.3),(20 3805227),(21 3741816),(22 3727893.3),(23 3701142.8),(24 3698795.3),(25 3751939),(26 3774891.3),(27 3947707),(28 4215258.5),(29 5016751.5),(30 5472783),(31 5672371.5),(32 5692918.5),(33 5592956),(34 5408903.5),(35 5248433.5),(36 5188249),(37 5153971.5),(38 5175515.5),(39 5163307.5),(40 5116119.5),(41 4971104.5),(42 5031174.5),(43 5210888.5),(44 5413320.5),(45 5495091.5),(46 5582024),(47 5661881.5),(48 5734578),(49 5792885.5),(50 5599458),(51 5525354),(52 5505954.5),(53 5816139.5),(54 5989736),(55 6015360),(56 5959666.5),(57 5881992),(58 5909652),(59 5942688),(60 5929099.5),(61 5927437.5),(62 6001776.5),(63 6065490.5),(64 6112788),(65 6029014),(66 6025088),(67 5950928.5),(68 5906706),(69 5757286.5),(70 5646186),(71 5551559.5),(72 5438785.5),(73 5298648.5),(74 5091188.5),(75 4912126.5),(76 4798702),(77 4666890),(78 4571579.5),(79 4576932),
(1 103433.695),(2 231163.9),(3 387192.03),(4 532582.7),(5 650536.2),(6 719403.3),(7 770902.2),(8 803857.5),(9 800121.2),(10 775622),(11 761511.6),(12 759552),(13 751995.1),(14 743863.8),(15 762076.94),(16 803291.6),(17 870002),(18 917103.5),(19 960381.06),(20 981024.5),(21 1004225.4),(22 1012288),(23 1037479.6),(24 1056695),(25 1063430.8),(26 1051869.3),(27 1048622.5),(28 1061170.1),(29 1059657.5),(30 1025477.2),(31 1035391.4),(32 1077988.4),(33 1066812.5),(34 1067199.5),(35 1115049.4),(36 1172300),(37 1252004.4),(38 1258935.3),(39 1252095.3),(40 1262893),(41 1244992.6),(42 1236776.8),(43 1277101.1),(44 1318770.4),(45 1327540.5),(46 1320817.8),(47 1344425.3),(48 1352091.6),(49 1366692.8),(50 1340835.3),(51 1333391.6),(52 1341598.5),(53 1393213.5),(54 1412184.4),(55 1418710.6),(56 1420998.8),(57 1406421),(58 1387189.8),(59 1396500.1),(60 1434642.8),(61 1488413.9),(62 1512474.8),(63 1554322.4),(64 1580599.3),(65 1597445),(66 1626559.1),(67 1659400.4),(68 1677572.4),(69 1670012.4),(70 1669385.4),(71 1681036.4),(72 1686818.1),(73 1686177.8),(74 1645564.9),(75 1619236.4),(76 1603378.4),(77 1597157.6),(78 1563379.5),(79 1530219.5),
(1 98899.055),(2 225922.92),(3 375843.28),(4 497982.25),(5 589735.8),(6 617887.7),(7 632910),(8 637037.06),(9 597112.25),(10 552205.94),(11 545045.06),(12 571230.56),(13 612506),(14 622338.1),(15 651748.44),(16 694921.8),(17 727758),(18 729136.56),(19 732838.3),(20 733433.56),(21 728679.3),(22 722537),(23 735939.44),(24 750077.5),(25 750702.75),(26 746249.06),(27 769690.56),(28 813628.25),(29 829443.7),(30 843322.3),(31 883699.8),(32 939237.8),(33 952849.2),(34 950686.8),(35 972139),(36 998636.06),(37 1034833.8),(38 1036391),(39 1026109.7),(40 1029823.2),(41 998128.3),(42 1019615.56),(43 1091760),(44 1145934.5),(45 1149285.9),(46 1124593.6),(47 1107326.6),(48 1071138),(49 1033407.8),(50 992020.2),(51 972636),(52 967143.56),(53 994782.5),(54 995413.7),(55 1014754.7),(56 1031782.06),(57 1019857.44),(58 1003382.75),(59 1000208.25),(60 1020453.25),(61 1061343.4),(62 1085121.9),(63 1114020.1),(64 1126550.5),(65 1124443.4),(66 1154451.9),(67 1220737.9),(68 1267970.5),(69 1277014),(70 1268834.9),(71 1260226.5),(72 1263959.9),(73 1292060),(74 1287356.5),(75 1311298),(76 1331667.6),(77 1346854.1),(78 1332826.8),(79 1325329.9),
(1 93227.77),(2 220202.14),(3 376259.9),(4 502182.56),(5 572956.4),(6 592010.06),(7 593836.2),(8 585112.75),(9 559300.25),(10 523425.88),(11 513425.44),(12 534896),(13 584412.25),(14 605425.5),(15 633764.94),(16 654382.8),(17 670052.6),(18 665022.5),(19 664071.8),(20 669677.4),(21 681255.4),(22 695472.56),(23 727145.44),(24 755821.5),(25 754311.4),(26 734858.2),(27 720295.5),(28 714453.94),(29 711778.94),(30 717904.56),(31 761550.2),(32 820159.1),(33 841949.75),(34 824451.44),(35 819669.75),(36 821615.75),(37 806098),(38 799488.56),(39 808860.5),(40 842631.4),(41 831266),(42 860509.4),(43 926255.4),(44 960718.4),(45 953000.4),(46 934744.5),(47 925297.6),(48 898814.3),(49 884023.2),(50 880737.75),(51 912235.8),(52 955742.3),(53 1007325.1),(54 1009935.2),(55 1018429.44),(56 1025147.2),(57 1005707.8),(58 1001349.2),(59 1010579.7),(60 1021013.06),(61 1037562.25),(62 1058965),(63 1084842.1),(64 1097881),(65 1112163.6),(66 1106930.9),(67 1115841.6),(68 1132453.8),(69 1151865.8),(70 1159994.3),(71 1170740.1),(72 1179276.1),(73 1193701.8),(74 1179870.5),(75 1195295.6),(76 1218731),(77 1245087),(78 1264972.8),(79 1292404.6),
(1 90203.15),(2 213647.48),(3 355841.75),(4 464284.63),(5 510414.25),(6 508674.53),(7 497976.9),(8 483410.16),(9 478698.6),(10 468619.47),(11 475082.38),(12 493075.8),(13 532818.6),(14 545767.4),(15 560851.25),(16 570174.56),(17 570067.56),(18 558164.06),(19 554909.2),(20 552164.8),(21 554608.06),(22 557425.25),(23 572285.7),(24 585856.25),(25 603734.8),(26 607100.94),(27 621489.94),(28 635279.4),(29 635364.8),(30 630378.4),(31 659959.44),(32 697651.75),(33 692422.56),(34 670867.06),(35 670162.06),(36 689592.9),(37 711055.2),(38 725360.94),(39 757575.6),(40 805566.8),(41 785100.6),(42 781509.7),(43 794269.94),(44 797493.7),(45 802469.44),(46 791377.44),(47 805643.5),(48 819858),(49 829992.2),(50 836510.2),(51 850273.4),(52 854364.25),(53 870221.1),(54 860749.7),(55 870376.9),(56 892337.94),(57 904796.6),(58 927348.5),(59 961174.4),(60 986203.75),(61 1000761.06),(62 1002653.4),(63 1017354.25),(64 1038397.5),(65 1065238.4),(66 1056507.8),(67 1043650),(68 1035023.8),(69 1034491.25),(70 1036219.75),(71 1045338.06),(72 1054467),(73 1066865.4),(74 1068559.5),(75 1078492.3),(76 1083110.1),(77 1086466.1),(78 1085926.5),(79 1109974),
(1 84475.84),(2 193006.02),(3 321960.16),(4 421482.44),(5 455183.72),(6 442752.2),(7 417861.4),(8 394226.8),(9 371027),(10 369515.34),(11 395472.72),(12 427751.84),(13 463584.25),(14 477396.75),(15 482939.66),(16 475542.6),(17 460546.78),(18 435748.63),(19 430806.8),(20 444173.94),(21 468351.53),(22 495825.72),(23 528248.9),(24 537524.7),(25 525028.44),(26 507368.16),(27 501721.6),(28 500922.44),(29 501566.16),(30 506566.28),(31 533930.75),(32 567972),(33 577837.56),(34 567929.75),(35 567107.56),(36 574800.94),(37 589206.3),(38 584194.25),(39 600225),(40 631858.7),(41 630424.4),(42 630910.1),(43 656955.9),(44 680998.25),(45 676949.75),(46 668877.9),(47 669469.25),(48 673087.2),(49 687618.94),(50 686612.1),(51 706325.75),(52 723012.94),(53 727712.3),(54 727469.7),(55 747127.7),(56 778661.06),(57 811688.8),(58 829988),(59 862831.2),(60 895372.9),(61 914242.7),(62 907714.25),(63 908375.7),(64 908968.94),(65 898219.94),(66 897487.6),(67 917255.6),(68 938604.1),(69 946352.3),(70 952364.9),(71 961867.2),(72 960382.25),(73 953207.9),(74 940744.56),(75 939981.7),(76 940692.75),(77 930618.7),(78 916934.94),(79 921743.7),
(1 82841.83),(2 191241.05),(3 326527.13),(4 430032.88),(5 468473.2),(6 442440.3),(7 397063.5),(8 355734.16),(9 329178.84),(10 327910.47),(11 366208.34),(12 418888.4),(13 472064.66),(14 487703.47),(15 481960.72),(16 462554.03),(17 427973.78),(18 404321.4),(19 402109.2),(20 412591.9),(21 434491.34),(22 454950.47),(23 481470.28),(24 490518.1),(25 479708.53),(26 459033),(27 445594.88),(28 439575.34),(29 427909.2),(30 430582.6),(31 459663.03),(32 497384.78),(33 516716.97),(34 515749.78),(35 519072.56),(36 522730.78),(37 521864.78),(38 512968.78),(39 515536.28),(40 533954.3),(41 560316.75),(42 582580.4),(43 618037.94),(44 634235.44),(45 616150.3),(46 593401.4),(47 582689.7),(48 580703.75),(49 596703.2),(50 619763.56),(51 672516.06),(52 711813.3),(53 730750.94),(54 716346.25),(55 697595.7),(56 685943.8),(57 681822.94),(58 683332.9),(59 707953.8),(60 745323.7),(61 777754),(62 796706.56),(63 817173.75),(64 823563.75),(65 808512.8),(66 799253.7),(67 808442.7),(68 825841.4),(69 829278.3),(70 852005.6),(71 898470.9),(72 947727),(73 988657.44),(74 1008877.06),(75 1042096.7),(76 1070723.8),(77 1077368.4),(78 1069583),(79 1082004.5),
(1 83939.46),(2 198947.88),(3 328646.38),(4 419022),(5 441464.22),(6 402717.22),(7 355785.6),(8 325272.44),(9 318349.8),(10 338599.72),(11 391763.75),(12 438130.97),(13 460711.9),(14 440919.78),(15 409015.66),(16 383228.72),(17 368679.75),(18 366881.3),(19 380582.3),(20 395662.97),(21 407131.75),(22 413700.78),(23 433120.38),(24 452619.16),(25 465671.56),(26 460177.8),(27 455389.1),(28 456132.2),(29 446552.97),(30 434325.8),(31 445222.03),(32 469906.06),(33 472862.44),(34 464438.25),(35 462497.78),(36 465221.4),(37 462718.03),(38 473030.94),(39 497342.75),(40 526375.2),(41 539199.6),(42 541368.06),(43 548553.2),(44 543446.9),(45 540486.25),(46 537888.8),(47 560223.2),(48 588241.4),(49 601375.5),(50 594896.56),(51 582944.7),(52 563949.6),(53 560216.75),(54 562665.75),(55 597199.2),(56 633522.3),(57 663811.9),(58 668144.5),(59 659941.2),(60 643877.1),(61 639880.9),(62 652126.94),(63 686165.4),(64 722558.94),(65 756067.44),(66 756688),(67 749348.8),(68 736765.1),(69 730841.56),(70 733229.8),(71 760292.75),(72 793548.4),(73 827805.9),(74 837163.5),(75 851669.3),(76 869292.9),(77 900465.7),(78 923239.6),(79 964099.4),
(1 77056.195),(2 185096.9),(3 308625),(4 384304.34),(5 392728.5),(6 351854.97),(7 303013.2),(8 274619.94),(9 293720.3),(10 319764.9),(11 370424.97),(12 410293.84),(13 409651.5),(14 380761.44),(15 342184.88),(16 311948.94),(17 312014.66),(18 328934.3),(19 360014.5),(20 381479.7),(21 385847.97),(22 382657.66),(23 388505.88),(24 391479.94),(25 395595.78),(26 394728.3),(27 399637.3),(28 407155.94),(29 424426.25),(30 420647.06),(31 434033.8),(32 454834.2),(33 436082.06),(34 412792.06),(35 396166.38),(36 395201.97),(37 411641.88),(38 425607.34),(39 445210.78),(40 462570.84),(41 447390.66),(42 429831),(43 422077.03),(44 424889.78),(45 444290.16),(46 460787.03),(47 483098.75),(48 493841.88),(49 482570.22),(50 460593.56),(51 447068.6),(52 438235.97),(53 450444.6),(54 461042.16),(55 486240.06),(56 501404.2),(57 520307.75),(58 517189.1),(59 523082.5),(60 535104.9),(61 548117.8),(62 571037.06),(63 606679.2),(64 637761.94),(65 650062.5),(66 640927.1),(67 627461.7),(68 616217),(69 627843),(70 635572.94),(71 662284),(72 705829.6),(73 757136.2),(74 772723.4),(75 791919.94),(76 813917.94),(77 823727.8),(78 821607.1),(79 841694.8),
(1 63868.945),(2 144810.56),(3 241466.5),(4 306996.16),(5 312520.6),(6 279966.06),(7 248252.7),(8 238178.1),(9 259898.17),(10 283315.38),(11 325532.56),(12 358925.5),(13 352373.7),(14 329947.72),(15 306103.3),(16 292616.56),(17 299518.06),(18 315009.75),(19 338323.38),(20 348142.38),(21 340997.06),(22 332016.88),(23 346772.63),(24 361905.3),(25 366987.78),(26 366938.5),(27 373228.9),(28 383994),(29 404875.44),(30 396785.47),(31 400500.13),(32 415533.44),(33 395496.38),(34 381237.06),(35 381282.56),(36 392408.97),(37 429799.06),(38 442033.38),(39 453029),(40 455416.28),(41 428165.5),(42 415059.3),(43 421326.34),(44 437327.06),(45 432933.6),(46 424706.63),(47 414074.25),(48 400626.88),(49 393247.34),(50 384460.66),(51 400009.2),(52 420460.3),(53 442420.38),(54 446122.88),(55 452800.13),(56 452595.94),(57 449667.38),(58 449206.13),(59 465681.47),(60 482487.75),(61 504349.56),(62 519276.88),(63 538754.9),(64 547140.56),(65 542174.75),(66 537965.94),(67 542467.1),(68 553961),(69 575528.9),(70 592933.56),(71 622100),(72 652506.4),(73 691738.25),(74 707075.9),(75 729561.25),(76 751592.75),(77 780182.25),(78 780991.9),(79 793848.3),
(1 63704.863),(2 139375.44),(3 217492.11),(4 263188.75),(5 258166.33),(6 232866.75),(7 219519.45),(8 227277.11),(9 250937.97),(10 274154.84),(11 298953.6),(12 301955.5),(13 286686.25),(14 265385.7),(15 257812.86),(16 262855.13),(17 278339.1),(18 288665.13),(19 296800.88),(20 292796.75),(21 285076),(22 283541.78),(23 303137.13),(24 325379.84),(25 336688.88),(26 337083.03),(27 335257.25),(28 330254.4),(29 332372.5),(30 330465.1),(31 341672.16),(32 360114.6),(33 357474.53),(34 348565.28),(35 343880.8),(36 343972.9),(37 353498.1),(38 356369.28),(39 370668.56),(40 382366.94),(41 370793.9),(42 362109.4),(43 371724.94),(44 381978.28),(45 380924.03),(46 376651.4),(47 378098.5),(48 376435.8),(49 376333.25),(50 369041.5),(51 377558.5),(52 386702.9),(53 403103),(54 400018.97),(55 402277.94),(56 407247.5),(57 429555.03),(58 438093.7),(59 450667.9),(60 465366.22),(61 478320.44),(62 478337.5),(63 484853.34),(64 489832.3),(65 494047.78),(66 502436.7),(67 527573),(68 548645.75),(69 564395.7),(70 557038.9),(71 555659.44),(72 557802.2),(73 581496.56),(74 600198.7),(75 635038.6),(76 668922.1),(77 684018.4),(78 672359),(79 676859.4),
(1 75351.445),(2 172673.19),(3 275516.16),(4 327202.97),(5 302655.72),(6 258983.25),(7 239057.2),(8 256799.2),(9 300342),(10 325774.3),(11 333293.2),(12 314033.22),(13 284151.06),(14 261217.48),(15 270167.16),(16 300551.16),(17 344035.03),(18 356793.44),(19 344939.38),(20 316573.66),(21 293353.72),(22 290458.13),(23 317531.5),(24 348841.84),(25 373156.56),(26 371262.88),(27 355580.44),(28 330733.4),(29 309074.8),(30 300104.25),(31 320660.5),(32 357572.47),(33 378854.97),(34 367723.84),(35 348335.94),(36 329367.88),(37 318189.4),(38 328855.84),(39 365722.97),(40 400468.7),(41 389532.47),(42 369719.28),(43 358283.1),(44 357846.9),(45 382919.4),(46 402395.03),(47 420412.22),(48 423027.97),(49 394346.8),(50 367527.53),(51 364768.44),(52 383452.16),(53 408257.16),(54 427094.06),(55 450631.84),(56 465311.25),(57 477562.97),(58 477714.63),(59 484081.72),(60 494934.4),(61 503133.03),(62 505642.4),(63 509945.5),(64 505914.63),(65 507419.6),(66 501993.16),(67 509346.9),(68 522591.53),(69 541873.8),(70 559351.3),(71 583888.94),(72 602197.3),(73 618336.1),(74 615270.6),(75 617430.2),(76 624577.5),(77 617842.75),(78 615236.1),(79 633609),
(1 67749.54),(2 151404.94),(3 233031.08),(4 267316.06),(5 249031.06),(6 218277.39),(7 204843.47),(8 220563.88),(9 265095),(10 280140.78),(11 278232.94),(12 261212.67),(13 252729.58),(14 247620.14),(15 263459.34),(16 285106.9),(17 296858.06),(18 287620),(19 270459.94),(20 254298.5),(21 246692.72),(22 251914.94),(23 271630.88),(24 288734.13),(25 296574.22),(26 286255.5),(27 278416.1),(28 273448.2),(29 278516.94),(30 277525.66),(31 297792.53),(32 327626.78),(33 331664.13),(34 312805.22),(35 300534.7),(36 294630.13),(37 299918),(38 311511.16),(39 343183.88),(40 358941.06),(41 332898.3),(42 305547.75),(43 302189.9),(44 320150.03),(45 353401.38),(46 362558.88),(47 355260.53),(48 332190.38),(49 310163.84),(50 298111.16),(51 309817.25),(52 327989.38),(53 347089.38),(54 347903.63),(55 348588.6),(56 346620.53),(57 354341.72),(58 364135.34),(59 379386.03),(60 392400.6),(61 408591.53),(62 397682.1),(63 394137.13),(64 399962.6),(65 410802.97),(66 416659.97),(67 434812.63),(68 446072.88),(69 450166.72),(70 450425.34),(71 462434.03),(72 479308.63),(73 497266.88),(74 509936.78),(75 521917.38),(76 525923.1),(77 516091),(78 498514.56),(79 508250.34),
(1 53007.582),(2 114865.02),(3 173827.66),(4 203359.89),(5 208036.02),(6 196871.95),(7 200123.11),(8 216598.33),(9 242133.39),(10 250952.75),(11 253163.58),(12 244402.72),(13 236375),(14 238049.67),(15 249841.95),(16 256726.34),(17 258321.42),(18 249866.42),(19 246832.05),(20 248144.38),(21 250437.42),(22 252064.02),(23 261682.7),(24 269364.5),(25 273382.22),(26 266152.38),(27 264939.13),(28 267004.6),(29 269728.4),(30 264503.53),(31 273764.5),(32 288749.5),(33 285580.4),(34 273538.6),(35 268571.16),(36 271409.78),(37 284549.5),(38 289801.78),(39 304061.03),(40 313471.47),(41 307612.63),(42 296380.75),(43 298911.13),(44 307643.8),(45 318390.7),(46 312423.5),(47 306560.2),(48 299354.7),(49 301778.78),(50 297931),(51 305576.13),(52 310024.63),(53 316721.78),(54 315143.13),(55 325234.78),(56 337512.97),(57 353483.25),(58 359743.72),(59 373132.5),(60 382817.22),(61 389385.94),(62 384604.72),(63 385822.16),(64 386646.25),(65 387891.13),(66 381109.63),(67 391511.3),(68 406130.1),(69 432550.7),(70 448479.72),(71 476111.8),(72 498995.4),(73 517703.53),(74 518111.4),(75 520974.7),(76 531111.9),(77 543795.4),(78 552037.2),(79 578643.5),
(1 54129.07),(2 116475.58),(3 171690.28),(4 195956.52),(5 187189.06),(6 173220.39),(7 188135.38),(8 223622.89),(9 253031.42),(10 255153.17),(11 248211.17),(12 234823.42),(13 226442.63),(14 234250.36),(15 252259.11),(16 259087.44),(17 253614.56),(18 239361.63),(19 236092.83),(20 245022.44),(21 259500.4),(22 263600.72),(23 263832.63),(24 258202.36),(25 246788.73),(26 237566.36),(27 245784.1),(28 260630.72),(29 266288.25),(30 247970.33),(31 236625.67),(32 238235.84),(33 245479.78),(34 254796.8),(35 270541.13),(36 276849.8),(37 276188.9),(38 267282.72),(39 272965.25),(40 287297.03),(41 295663.8),(42 291556.66),(43 291532.8),(44 287070.72),(45 278795.06),(46 275347.38),(47 286589.5),(48 301627.8),(49 311355.5),(50 300867.6),(51 291989.78),(52 288249.94),(53 294868.63),(54 307971.25),(55 331355.2),(56 343258.28),(57 347230.8),(58 332491.03),(59 333558.88),(60 347531.3),(61 366558.9),(62 377708.94),(63 381765.78),(64 371986.8),(65 352671.88),(66 341665.5),(67 357451.97),(68 384317.97),(69 412974),(70 418458.03),(71 423053.06),(72 427765.8),(73 439033.2),(74 449044.8),(75 469632.03),(76 496673.6),(77 512285.03),(78 501556.97),(79 503573.28),
(1 46440.305),(2 97496.93),(3 142991.86),(4 163850.02),(5 159815.88),(6 150958.63),(7 165961.28),(8 192744.98),(9 210999.69),(10 209336.94),(11 201294.56),(12 190527.56),(13 187443.05),(14 192232.72),(15 201063.63),(16 201384.28),(17 198033.42),(18 188384.98),(19 186238.9),(20 192622.72),(21 203151.73),(22 208060.14),(23 212692.06),(24 211567.6),(25 206269.73),(26 203706.67),(27 215106.48),(28 227565.75),(29 229684.17),(30 210840.72),(31 201058.83),(32 204906.47),(33 211687.17),(34 222397.6),(35 241090.98),(36 252153.4),(37 256509.02),(38 247402.17),(39 247136.22),(40 254546.05),(41 262719.56),(42 266946.4),(43 271874.56),(44 267285.28),(45 257038.27),(46 256408.25),(47 269489.8),(48 280759.4),(49 282531.38),(50 273082.75),(51 270332.13),(52 275173.4),(53 280397.94),(54 291927.56),(55 310577.47),(56 319534.03),(57 325825.03),(58 313444.47),(59 310683.8),(60 318779.06),(61 338390.53),(62 342143.06),(63 338734.13),(64 326100.63),(65 314148.5),(66 312442.28),(67 327019.72),(68 348521.97),(69 371177.8),(70 382613.88),(71 402282.75),(72 417904.44),(73 442937.34),(74 455501.16),(75 468110.44),(76 479091.47),(77 483498.3),(78 473220.5),(79 475847.7),
(1 43781.977),(2 91969.305),(3 131574.94),(4 146618.64),(5 149450.72),(6 148079.25),(7 167427.83),(8 194738.77),(9 206481.45),(10 201601.69),(11 202411.23),(12 205574.19),(13 203002.28),(14 200394.9),(15 198567.1),(16 194623.83),(17 194871),(18 195943.58),(19 201611.9),(20 203551.1),(21 197603.8),(22 192114.28),(23 197810.45),(24 210679.88),(25 222334.58),(26 226009.69),(27 228264.63),(28 222212.53),(29 218385.73),(30 213020.03),(31 220968.72),(32 233894.81),(33 235683.53),(34 235994.45),(35 242578.5),(36 253004.14),(37 263433.25),(38 265552.6),(39 266730.25),(40 265518.28),(41 264107.4),(42 262284.25),(43 269149.78),(44 272520.44),(45 269643.16),(46 266782.72),(47 271061.38),(48 277542.63),(49 285807.75),(50 288145.16),(51 291642.44),(52 294496.97),(53 298071.75),(54 302547.2),(55 316253.75),(56 336362.5),(57 354858.06),(58 346847.16),(59 340936.06),(60 340229.16),(61 351299.47),(62 349642.75),(63 346782.1),(64 338169.9),(65 333248.16),(66 331287.2),(67 344753.47),(68 363880.34),(69 387356.06),(70 396846.2),(71 406188.28),(72 415696.8),(73 431129.8),(74 439386.53),(75 451728.84),(76 465662.66),(77 471101.94),(78 468354.1),(79 488962.28),
(1 43205.1),(2 89485.84),(3 126927.71),(4 141080.31),(5 140444.05),(6 144467.02),(7 170680.25),(8 198507.9),(9 201741.47),(10 190557.83),(11 183068.94),(12 185494.67),(13 196677.89),(14 197904.53),(15 195540.31),(16 181924.22),(17 169206.11),(18 168987.02),(19 181760.25),(20 193602.47),(21 196141.42),(22 184829.72),(23 176875.75),(24 180158.27),(25 196283.47),(26 208605.52),(27 219121.02),(28 212820.86),(29 200483.2),(30 199182.9),(31 213565.36),(32 230417.48),(33 226565.58),(34 217600.16),(35 217811.06),(36 228888.89),(37 243280.72),(38 246842.56),(39 248623.8),(40 246283.14),(41 237629.42),(42 234457.78),(43 243287.28),(44 250399.25),(45 243810.75),(46 232689.33),(47 228138.78),(48 230787.95),(49 235692.48),(50 231802.78),(51 228738.1),(52 226949.86),(53 235211.63),(54 242308.67),(55 253079.2),(56 262648.94),(57 266510.06),(58 261373.25),(59 265160.03),(60 271072),(61 282872.1),(62 286255.03),(63 290132.8),(64 292126.1),(65 301699.13),(66 306743.5),(67 323834.53),(68 344156.44),(69 353645.78),(70 351037.97),(71 356616.3),(72 373046.56),(73 397540.28),(74 411087.9),(75 422737.28),(76 430277.44),(77 438933.06),(78 446233.25),(79 474702.88),
