1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45726.27),(2 135942.45),(3 258888.23),(4 407366.5),(5 600252.25),(6 765100.2),(7 946877.7),(8 1130965.6),(9 1273089.6),(10 1405858.1),(11 1567144.6),(12 1746885),(13 1938910.1),(14 2198214.3),(15 2504383),(16 2820315.3),(17 3192859.8),(18 3551575),(19 3877143),(20 4144952.8),(21 4356299.5),(22 4595898.5),(23 4809096.5),(24 4972842.5),(25 5195239.5),(26 5380355.5),(27 5633170.5),(28 5875914.5),(29 6147686.5),(30 6411164.5),(31 6720426),(32 7010872.5),(33 7297138),(34 7563198),(35 7756004.5),(36 7884450.5),(37 8031124),(38 8128672),(39 8239418.5),(40 8324598.5),(41 8423866),(42 8576216),(43 8797202),(44 9036441),(45 9264934),(46 9488081),(47 9712707),(48 9847859),(49 10015985),(50 10143629),(51 10256552),(52 10400626),(53 10524238),(54 10677619),(55 10813109),(56 11001782),(57 11148151),(58 11324088),(59 11590047),(60 11822203),(61 12107088),(62 12432847),(63 12792619),(64 13108101),(65 13504044),(66 13819999),(67 14363885),(68 14822828),(69 15353576),(70 16078535),(71 16725891),(72 17377608),(73 17976994),(74 18510036),(75 19077506),(76 19660040),(77 20214978),(78 20752692),(79 21412128),
(1 18679.766),(2 47158.926),(3 70127.04),(4 83401.74),(5 91011.39),(6 98265.97),(7 103584.38),(8 107807.67),(9 112334.83),(10 115577.805),(11 117662.96),(12 120022.66),(13 122043.47),(14 121793.45),(15 121754.85),(16 121918),(17 124477.34),(18 127736.49),(19 130068.11),(20 132181.36),(21 133790.73),(22 134716.73),(23 137073.27),(24 140352.75),(25 142079.48),(26 143600.28),(27 144464.58),(28 144838.06),(29 145699.94),(30 145518.97),(31 144258.73),(32 143079.27),(33 144399.81),(34 144963.84),(35 145467.42),(36 146508.61),(37 148113.39),(38 149604.3),(39 151818.63),(40 153255.02),(41 154160.19),(42 155104.72),(43 155124.39),(44 156042.1),(45 156448.1),(46 157244.83),(47 157409.72),(48 157208.13),(49 155372.52),(50 155693.03),(51 157432.17),(52 158009.48),(53 158909.22),(54 161225.17),(55 164491.45),(56 166895.06),(57 167110.52),(58 165052.39),(59 164553.97),(60 164834.33),(61 165358.39),(62 166707.1),(63 167769),(64 167540.8),(65 167083.64),(66 167864.23),(67 167026),(68 166901.94),(69 165961.61),(70 166222.2),(71 166593.5),(72 165254.23),(73 164580.78),(74 166266.14),(75 165885.92),(76 166161.64),(77 167611.1),(78 168738.36),(79 171047.13),
(1 18523.885),(2 47763.918),(3 71723.96),(4 85069.26),(5 90137.06),(6 94429.484),(7 99791.68),(8 105687.1),(9 111512.42),(10 116666.98),(11 118295.3),(12 117853.086),(13 118179.414),(14 119678.06),(15 121558.734),(16 122977.4),(17 125642.47),(18 128234.25),(19 129331.65),(20 131097.53),(21 133254.33),(22 134996.4),(23 137405.67),(24 141322.36),(25 142304.97),(26 144028.83),(27 144505.98),(28 144694.6),(29 146288.34),(30 147481),(31 146270.8),(32 145205.8),(33 144841.58),(34 143608.73),(35 143063.4),(36 145023.31),(37 146505.69),(38 148411.89),(39 151224.97),(40 152036.19),(41 152079.88),(42 151751.03),(43 149855.58),(44 149792.88),(45 150241.72),(46 150954.8),(47 151650.69),(48 151799.72),(49 151518.1),(50 151178.28),(51 151867.88),(52 152055.61),(53 151746.48),(54 151923.14),(55 152525.4),(56 151301.16),(57 149189.53),(58 146249.97),(59 145164.11),(60 146024.6),(61 147108.36),(62 148937.1),(63 151232.28),(64 152870.47),(65 154179),(66 156727.81),(67 157476.78),(68 158119),(69 157317.6),(70 155153.47),(71 154500.9),(72 154025.8),(73 155641.23),(74 157701.86),(75 157092.23),(76 156874.19),(77 156955.88),(78 155909.3),(79 154685.4),
(1 17088.729),(2 43867.19),(3 66158.15),(4 81131.18),(5 89024.53),(6 95658.1),(7 101600.82),(8 104601.375),(9 106704.06),(10 109311.27),(11 110099.61),(12 112148.92),(13 116640.89),(14 119990.05),(15 121401.695),(16 122134.086),(17 123652.516),(18 125048.305),(19 127354.73),(20 130176.37),(21 131759.14),(22 133156.38),(23 133564.42),(24 134411.89),(25 135162.67),(26 136187.92),(27 136512.48),(28 136432.14),(29 137302.17),(30 137456.98),(31 136842.39),(32 137421.4),(33 139214.27),(34 140574.13),(35 142375.27),(36 143841.31),(37 145060.16),(38 147752.55),(39 149756.58),(40 150890.03),(41 153183.98),(42 154652.4),(43 154209.92),(44 152643.38),(45 152654.78),(46 155256.28),(47 158496.63),(48 160321.22),(49 160528.7),(50 159667.47),(51 159201.94),(52 157602),(53 156479.84),(54 155869.78),(55 154911.31),(56 153162.56),(57 152130.19),(58 150271.34),(59 150569.25),(60 152875.97),(61 155429.23),(62 157215.45),(63 159758.7),(64 160076.03),(65 160165.06),(66 160912.86),(67 160430.67),(68 158130.88),(69 156394.06),(70 155523.98),(71 155784.98),(72 155733.39),(73 155750.88),(74 154765.16),(75 153140.86),(76 153137.66),(77 152398.42),(78 151393.97),(79 150486.22),
(1 18011.816),(2 44725.85),(3 66601.375),(4 78892.7),(5 85940.28),(6 93749.27),(7 101667.94),(8 105949.38),(9 107710.41),(10 109745.73),(11 112230.734),(12 114405.05),(13 116440.7),(14 118194.18),(15 121231.34),(16 122288.484),(17 123127.086),(18 122390.914),(19 123036.34),(20 124973.83),(21 124668.734),(22 124288.77),(23 125796.484),(24 127332.33),(25 127706.89),(26 126647.11),(27 126861.336),(28 127740.26),(29 129944.64),(30 132675.11),(31 134831.3),(32 137087.03),(33 136935.11),(34 134796.6),(35 134041.44),(36 136472.94),(37 137867.28),(38 141339.64),(39 144267.19),(40 145186.11),(41 144733.56),(42 145323.77),(43 146685.89),(44 147236.69),(45 146040.69),(46 144258.08),(47 144763.48),(48 146956.33),(49 149830.66),(50 153659.69),(51 156816.84),(52 157367.56),(53 157097.1),(54 158065.7),(55 157733.27),(56 156745.4),(57 156644.58),(58 155612.42),(59 156098.45),(60 156951.16),(61 156889.67),(62 157506.4),(63 158603.89),(64 158845.45),(65 159662.7),(66 160950.77),(67 161547.33),(68 161237.52),(69 161512.97),(70 161226.28),(71 161870.11),(72 163376.73),(73 164855.2),(74 165168.25),(75 164512.06),(76 162987.53),(77 161759),(78 160965.9),(79 160975.11),
(1 16484.068),(2 40873.848),(3 62833.957),(4 77429.02),(5 84916.086),(6 91472.83),(7 98308.24),(8 102471.91),(9 105813.35),(10 109183.78),(11 111018.93),(12 113783.445),(13 116777.305),(14 117565.914),(15 118258.96),(16 119091.07),(17 120779.73),(18 121551.88),(19 121931.35),(20 123421.88),(21 125749.69),(22 126676.6),(23 127776.73),(24 131175.5),(25 133076.58),(26 134576.8),(27 136582.08),(28 136078.47),(29 135180.64),(30 134851.98),(31 134262.55),(32 134060.81),(33 134709.88),(34 135254.2),(35 135281.5),(36 134801.77),(37 133437.25),(38 133434.92),(39 133293.84),(40 132514.22),(41 133299.2),(42 134034.19),(43 133646.4),(44 134127.92),(45 133687.9),(46 133890.94),(47 135227.39),(48 137677.95),(49 139135.7),(50 140868.02),(51 142641.33),(52 141482.39),(53 140965.89),(54 140216.98),(55 139537.95),(56 140888.33),(57 142110.6),(58 143859.9),(59 145807.16),(60 148297.53),(61 148334.73),(62 147390.2),(63 146822.1),(64 146829.92),(65 148939.36),(66 150244.94),(67 149549.17),(68 149396.8),(69 150416.08),(70 150882.5),(71 151487.31),(72 150384.17),(73 150873.27),(74 151327.13),(75 153000.03),(76 154525.55),(77 155429.86),(78 154268.89),(79 153459.98),
(1 16146.461),(2 40670.305),(3 61865.773),(4 76017.625),(5 85337.28),(6 93660.17),(7 100771.35),(8 103864.27),(9 105781.64),(10 107446.91),(11 109257.07),(12 111050.31),(13 112977.03),(14 115220.53),(15 117139.766),(16 118459.41),(17 118815.164),(18 119981.78),(19 121311.41),(20 124619.51),(21 126229.03),(22 124656.53),(23 124725.07),(24 126159.016),(25 127977.47),(26 129785.86),(27 131609.73),(28 131107.95),(29 132095.75),(30 134126.63),(31 133253.53),(32 132563.39),(33 132227.55),(34 131596.4),(35 131540.89),(36 130994.39),(37 130693.73),(38 131162.5),(39 132545.95),(40 132499.52),(41 131520.27),(42 131119.05),(43 131191.28),(44 131426.6),(45 134712.78),(46 134886.77),(47 134536.53),(48 135748.92),(49 136489),(50 135520.66),(51 135617.06),(52 135686.63),(53 136078.86),(54 137050.73),(55 138065.08),(56 139753.5),(57 142238.4),(58 143496.1),(59 143705.03),(60 144838.13),(61 145284.23),(62 145871.53),(63 147746.28),(64 147331.36),(65 147857.03),(66 146923.33),(67 146096.38),(68 145999.56),(69 145248.48),(70 147406.55),(71 149707.8),(72 150737.97),(73 151853.77),(74 153448.25),(75 153064.94),(76 153471.97),(77 154594.4),(78 153241.69),(79 152113.38),
(1 15824.012),(2 39195.297),(3 57665.652),(4 68722.41),(5 75324.65),(6 82048.305),(7 88881.14),(8 93074.664),(9 95102.66),(10 96021.87),(11 96127.914),(12 97177.44),(13 100234.016),(14 102104.34),(15 104378.87),(16 107846.92),(17 109504.33),(18 110580.74),(19 110872.19),(20 112560.74),(21 114460.97),(22 113711.79),(23 114222.25),(24 116368),(25 117744.62),(26 118589.73),(27 119326.016),(28 118968.82),(29 119387.94),(30 121472.85),(31 122660.164),(32 123696.83),(33 123315.13),(34 121775.52),(35 121100.5),(36 122443.984),(37 124367.5),(38 127099.74),(39 130183.95),(40 131012.5),(41 130484.04),(42 130149.28),(43 129545.57),(44 128031.7),(45 127228.65),(46 126850.23),(47 127528.72),(48 129627.15),(49 130892.234),(50 132997.25),(51 134456.52),(52 134393.2),(53 133982.61),(54 133813.7),(55 134299.6),(56 134552.45),(57 135307.17),(58 135733.45),(59 136484.78),(60 137731.5),(61 136996.77),(62 136694.67),(63 136746.52),(64 136430.13),(65 136647.73),(66 136827.22),(67 136775.22),(68 137650.36),(69 138778.72),(70 138376.05),(71 138183.53),(72 137780.08),(73 138266.47),(74 137565.44),(75 135429.16),(76 134183.06),(77 134144.31),(78 132687.05),(79 132065.61),
(1 15388.336),(2 37957.66),(3 56240.95),(4 67434.4),(5 74316.33),(6 81779.4),(7 89670.43),(8 93678.07),(9 96134.92),(10 98539.85),(11 101333.29),(12 104844.7),(13 107589.59),(14 107767.83),(15 107013.89),(16 107006.17),(17 108531.85),(18 111235.15),(19 114232.836),(20 116764.89),(21 117860.78),(22 116552.85),(23 116422.05),(24 117267.7),(25 117115.086),(26 117762.336),(27 118121.25),(28 116544.63),(29 116289.875),(30 117797.4),(31 118571.28),(32 120072.07),(33 122125.47),(34 123083),(35 125014.62),(36 128163.164),(37 127991.6),(38 127002.17),(39 128015.1),(40 128881.555),(41 128796.51),(42 128678.21),(43 128607.06),(44 127876.96),(45 129714.58),(46 131449.63),(47 131353.94),(48 132102.83),(49 132238.27),(50 132484.08),(51 132390.11),(52 131276.42),(53 130865.3),(54 132503.72),(55 133340.39),(56 134309.8),(57 134588.55),(58 134232.81),(59 135251.92),(60 136660.95),(61 136479.5),(62 136285.1),(63 135948.03),(64 134096.25),(65 132165.16),(66 131790.08),(67 130942.96),(68 131283.9),(69 131721.34),(70 131841.86),(71 131991.52),(72 131370.58),(73 130917.125),(74 130825),(75 127359.05),(76 126451.66),(77 126385.73),(78 126508.914),(79 127601.766),
(1 15830.066),(2 39733.72),(3 57902.414),(4 69437.94),(5 75834.8),(6 81073.81),(7 86841.836),(8 91696.6),(9 95749.18),(10 99024.234),(11 99950.086),(12 100322.805),(13 101896.48),(14 104024.35),(15 105373.44),(16 107017.24),(17 108414.92),(18 109400.164),(19 111005.56),(20 112361.63),(21 114449.38),(22 113798.336),(23 113548.58),(24 114310.695),(25 113751.95),(26 113669.69),(27 113272.375),(28 112074.56),(29 112221.08),(30 113374.53),(31 113798.47),(32 113945.94),(33 114371.56),(34 114472.23),(35 114251.4),(36 115079.36),(37 115663.56),(38 117205.46),(39 119275.11),(40 119532.305),(41 119844.984),(42 120720),(43 122610.64),(44 124581.76),(45 127139.56),(46 128077.21),(47 127860.56),(48 127467.5),(49 127166.016),(50 128886.555),(51 131119),(52 130480.83),(53 129569.03),(54 130228.125),(55 131381.7),(56 132531.73),(57 134453.77),(58 134287.78),(59 132998.61),(60 131431.38),(61 129578.37),(62 128273.28),(63 128138.64),(64 127915.07),(65 127567.445),(66 127450.945),(67 127709.77),(68 129107.695),(69 130229.67),(70 131393.06),(71 131559.38),(72 129301.4),(73 128364.64),(74 127897.59),(75 125194.44),(76 124693.76),(77 124581.51),(78 123262),(79 121914.11),
(1 14881.294),(2 36429.676),(3 53464.19),(4 63265.926),(5 69629.57),(6 76103.52),(7 82368.17),(8 86410.28),(9 89261.09),(10 92265.92),(11 94471.74),(12 95766.94),(13 97525.1),(14 98283.55),(15 98821.055),(16 98856.83),(17 99153.01),(18 99743.27),(19 102017.17),(20 104720.61),(21 106111.805),(22 106200.55),(23 108157.04),(24 111609.65),(25 112624.984),(26 112863.3),(27 112639.016),(28 111128.7),(29 111433.875),(30 114052.71),(31 115229.45),(32 116014.305),(33 115826.55),(34 114263.27),(35 112747.484),(36 112191.34),(37 112529.53),(38 114896.75),(39 116982.15),(40 117733.45),(41 119575.76),(42 120786.52),(43 120353.016),(44 121240.375),(45 123403.625),(46 122936.336),(47 122329.37),(48 122804.7),(49 124066.734),(50 127138.45),(51 129505.45),(52 128789.76),(53 128301.83),(54 128854.516),(55 128961.99),(56 128637.11),(57 129140.87),(58 128114.73),(59 127068.62),(60 127208.516),(61 128288.05),(62 127935.016),(63 127546.42),(64 125997.78),(65 125041.88),(66 124739.24),(67 125335.03),(68 126493.3),(69 127049.734),(70 128901.69),(71 129872.05),(72 128708.83),(73 128324.586),(74 127685.38),(75 126101.71),(76 124156.84),(77 123024.43),(78 122065.03),(79 120271.484),
(1 14835.946),(2 35787.754),(3 51942.53),(4 62461.934),(5 69830.61),(6 77031.16),(7 83715.016),(8 86926.93),(9 88784.93),(10 91693.3),(11 94819.09),(12 97091.516),(13 99749.88),(14 100725.125),(15 101325.72),(16 102499.94),(17 102794.28),(18 103784.09),(19 104902.234),(20 107286.67),(21 108940.94),(22 110228.305),(23 112299.625),(24 115551.484),(25 117533.44),(26 117549.74),(27 118273.016),(28 117578.65),(29 117593.39),(30 117723.78),(31 116968.66),(32 116870.29),(33 117917.17),(34 118204.56),(35 117995.06),(36 116426.66),(37 115554.57),(38 116589.016),(39 117750.96),(40 118883.66),(41 120674.086),(42 123537.375),(43 123997.195),(44 124327.72),(45 124294.734),(46 124022.52),(47 123465.914),(48 123032.414),(49 122463.96),(50 122898.24),(51 123571.68),(52 123540.28),(53 123984.78),(54 125723.63),(55 126350.02),(56 126309.734),(57 126854.57),(58 127282.734),(59 126214.07),(60 124944.66),(61 123294.61),(62 122395),(63 121664),(64 120307.02),(65 119389.94),(66 119628.305),(67 119750.26),(68 120248.52),(69 120061.805),(70 121192.65),(71 122162.586),(72 123215.48),(73 125070.09),(74 126065.76),(75 125971.29),(76 125590.87),(77 125375.305),(78 124326.48),(79 123087.586),
(1 14629.44),(2 35203.563),(3 51763.77),(4 62898.508),(5 69838.25),(6 75445.21),(7 79534.664),(8 82213.97),(9 84773.67),(10 87090.1),(11 88549.766),(12 90732.76),(13 93914.98),(14 95917.09),(15 97291.41),(16 97420.86),(17 97073.85),(18 97238.52),(19 98419.11),(20 102094.836),(21 104367.734),(22 103973.19),(23 103956.664),(24 104962.96),(25 104606.88),(26 103644.81),(27 105105.945),(28 106358.65),(29 108148.914),(30 109216.34),(31 108450.87),(32 108432.414),(33 108897.71),(34 109210.74),(35 109519.77),(36 108496.664),(37 107169.28),(38 107584.32),(39 108076.87),(40 108050.01),(41 109467.78),(42 111347.16),(43 113349.86),(44 115988.8),(45 117118.24),(46 117197.13),(47 117568.67),(48 116882.29),(49 115094.92),(50 114776.84),(51 115618.23),(52 116336.65),(53 116630.03),(54 117624.17),(55 119288.69),(56 121083.54),(57 121670.8),(58 121115.06),(59 120354.01),(60 119683.65),(61 118337.14),(62 118388.62),(63 117978.05),(64 116526.29),(65 115662.945),(66 115520.16),(67 115275.88),(68 114841.805),(69 115191.086),(70 115749.76),(71 116271.97),(72 116397.67),(73 117768.625),(74 119015.56),(75 118553.26),(76 117547.086),(77 116792.695),(78 116059.95),(79 116009.9),
(1 14550.755),(2 35098.61),(3 50888.492),(4 60862.793),(5 66563.5),(6 71580.46),(7 76624.66),(8 80132.4),(9 82601.89),(10 85296.766),(11 86337.98),(12 86873.35),(13 87886.875),(14 88176.79),(15 89040.56),(16 90406.34),(17 91809.21),(18 93482.62),(19 94867.8),(20 95897.06),(21 96563.375),(22 97936.17),(23 100572.09),(24 103674.43),(25 103741.914),(26 103026.43),(27 103085.06),(28 104124.02),(29 106430.87),(30 108388.33),(31 108463.586),(32 108931.55),(33 110505.36),(34 110411.305),(35 110448.664),(36 109363.086),(37 108529.516),(38 108629.89),(39 110224.83),(40 111256.62),(41 112550.16),(42 114584.44),(43 114986.64),(44 115866.12),(45 116679.29),(46 116209.195),(47 116392),(48 116802.695),(49 116158.766),(50 117587.82),(51 118651.266),(52 118109.68),(53 116846.48),(54 116284.21),(55 115614.12),(56 116462.375),(57 117388.18),(58 117445.4),(59 117795.266),(60 117143.82),(61 116657.24),(62 116807.88),(63 116698.086),(64 116682.62),(65 118469.74),(66 119884.9),(67 119560.945),(68 119099.305),(69 118901.96),(70 119743.305),(71 121102.67),(72 121602.65),(73 121472.23),(74 121544.55),(75 120176.85),(76 120160.62),(77 120925.48),(78 120213.914),(79 119577.5),
(1 14234.515),(2 34257.043),(3 50914.59),(4 60866.53),(5 66829.914),(6 72580.25),(7 77854.2),(8 81236.625),(9 84036.65),(10 87065.31),(11 87891.43),(12 88363.305),(13 89019.28),(14 89719.67),(15 90994.89),(16 92610),(17 93565.21),(18 95741.984),(19 97197.58),(20 99295.586),(21 100410.04),(22 100207.98),(23 101515.086),(24 104060.05),(25 104285.68),(26 103883.91),(27 105023.86),(28 106845.63),(29 109080.695),(30 110407.31),(31 109012.6),(32 108257.43),(33 109485.89),(34 110743.28),(35 111211.586),(36 111443.91),(37 110362.06),(38 109832.11),(39 109882.05),(40 108990.53),(41 108836.26),(42 108877.8),(43 108419.22),(44 109011.45),(45 111725.38),(46 113202.62),(47 114143.56),(48 114238.016),(49 114058.664),(50 114419.336),(51 113528.83),(52 111084.92),(53 108989.95),(54 108387.79),(55 109470.984),(56 110871.88),(57 112334.33),(58 112257.914),(59 112338.33),(60 112487.01),(61 113100.305),(62 113963.49),(63 113979.81),(64 114331.16),(65 115924.3),(66 117349.836),(67 118058.16),(68 117543.43),(69 117225.87),(70 116642.06),(71 116810.664),(72 116181.38),(73 116594.71),(74 117570.57),(75 118235.516),(76 118335.75),(77 119283.055),(78 119911.77),(79 121314.09),
(1 14943.5),(2 35503.22),(3 51273.07),(4 60026.33),(5 64217.453),(6 68881.58),(7 74470.94),(8 76748.016),(9 77367.71),(10 79189.97),(11 80779.266),(12 83742.54),(13 86201.336),(14 86973.44),(15 88022.35),(16 89065.24),(17 89627.34),(18 90819.164),(19 92136.69),(20 94135.88),(21 95515.19),(22 94397.97),(23 94610.99),(24 96474.24),(25 97226.69),(26 96742.81),(27 97030.02),(28 96753.125),(29 98133.32),(30 100085.73),(31 100015.66),(32 100437.12),(33 101394.93),(34 102069.03),(35 102167.586),(36 101824.2),(37 100722.38),(38 99974.42),(39 100955.055),(40 100096.2),(41 99416.81),(42 99169.37),(43 98356.44),(44 98606.1),(45 100367.86),(46 102093.64),(47 103769.3),(48 105252.44),(49 105124.62),(50 105358.836),(51 106055.336),(52 105993.95),(53 106222.25),(54 107175.71),(55 107900.46),(56 108521.19),(57 109466.46),(58 109444.36),(59 109269.44),(60 109555.414),(61 109346.63),(62 109922.875),(63 109762.27),(64 109198.555),(65 108731.14),(66 109124.02),(67 109984.75),(68 111695.4),(69 112262.73),(70 112252.71),(71 112960.44),(72 112865.98),(73 113405.164),(74 114120.91),(75 113857.93),(76 112601.71),(77 112324.76),(78 111794.39),(79 112055.7),
(1 13753.538),(2 32023.123),(3 46601.176),(4 55659.75),(5 61386.016),(6 66528.21),(7 70625.44),(8 71828.03),(9 73095.68),(10 75363.65),(11 76447.17),(12 78257.35),(13 80449.33),(14 81104.35),(15 82860.12),(16 84779.43),(17 86757.234),(18 89277.98),(19 90514.8),(20 92217.53),(21 93835.805),(22 94390.516),(23 94679.99),(24 95381.375),(25 95156.18),(26 95342.04),(27 96345.41),(28 96512.945),(29 97049.18),(30 97706.24),(31 97870.914),(32 99202.54),(33 99166.12),(34 99013.73),(35 98538.79),(36 98145.24),(37 97325.92),(38 97625.305),(39 99544.84),(40 99754.81),(41 100045.93),(42 100960.71),(43 101046.49),(44 101821.48),(45 102743.21),(46 103072.266),(47 103382.62),(48 104488.76),(49 104623.625),(50 105663.14),(51 106336.305),(52 105605.26),(53 106494.734),(54 107186.55),(55 106814.88),(56 106375.65),(57 106158.4),(58 105062.72),(59 104459.41),(60 104329.03),(61 104231.38),(62 104584.05),(63 104922.59),(64 104313.08),(65 103804.195),(66 104391.61),(67 105132.07),(68 106559.73),(69 108392.445),(70 108611.09),(71 108654.37),(72 108328.94),(73 109078.79),(74 110054.33),(75 109815.53),(76 109596.01),(77 109297.695),(78 108384.37),(79 109590.44),
(1 13443.616),(2 31714.453),(3 45875.047),(4 53470.05),(5 57466.863),(6 62034.04),(7 66271.125),(8 69612.8),(9 71526.766),(10 73468.5),(11 74129.25),(12 75565.57),(13 77240.06),(14 78049.14),(15 79045.82),(16 80707.63),(17 82281.26),(18 84091.51),(19 85585.664),(20 87964.914),(21 89043.73),(22 88464.76),(23 87902.6),(24 88571.15),(25 88472.805),(26 87660.49),(27 88287.29),(28 89374.62),(29 90622.4),(30 91473.2),(31 91001.59),(32 91206.73),(33 92956.836),(34 93828.375),(35 94560.86),(36 95303.38),(37 95789.98),(38 96874.31),(39 98757.22),(40 98625.42),(41 97863.18),(42 96841.125),(43 97063.07),(44 97633.28),(45 98827.305),(46 98477.54),(47 98324.33),(48 98263.555),(49 97578.21),(50 97303.914),(51 97723.69),(52 98275.61),(53 99750.83),(54 101119.49),(55 100772.67),(56 100642.19),(57 100646.54),(58 100285.016),(59 100713.875),(60 100883.31),(61 100387.555),(62 100264.64),(63 100495.18),(64 101050.06),(65 101554.9),(66 101807.5),(67 102139.59),(68 104099.2),(69 104952.266),(70 104732.61),(71 105373.27),(72 105391.1),(73 105503.76),(74 105846.836),(75 104787.57),(76 104338.61),(77 105530.445),(78 105986.32),(79 105961.73),
(1 13106.727),(2 30737.533),(3 44086.18),(4 51862.484),(5 57306.703),(6 62504.848),(7 67495.03),(8 70490.836),(9 73064.71),(10 75712.234),(11 77858),(12 79863.65),(13 81584.39),(14 82893.64),(15 85157.97),(16 86756.35),(17 87489.57),(18 88589.84),(19 89643.07),(20 90863.47),(21 92204.336),(22 91282.95),(23 90787.53),(24 91869.414),(25 92291.37),(26 93001.77),(27 94202.06),(28 95154.87),(29 96173.46),(30 97213.25),(31 96754.766),(32 96181.44),(33 95879.01),(34 94654.1),(35 94765.695),(36 95513.41),(37 95461.01),(38 96181.95),(39 96177.336),(40 95307.484),(41 94949.69),(42 94632.33),(43 94133.09),(44 94220.31),(45 96022.31),(46 96842.46),(47 97242.25),(48 97696.27),(49 96996.91),(50 96413.19),(51 96351.51),(52 95454.586),(53 94671.01),(54 94619.49),(55 94974.16),(56 96265.69),(57 97413.16),(58 98314.59),(59 98220.63),(60 97789.18),(61 98010.19),(62 98519.75),(63 98546.695),(64 97959.46),(65 97356.26),(66 97186.234),(67 97097.83),(68 97112.29),(69 96467.9),(70 96059.28),(71 96273.99),(72 95503.305),(73 95883.97),(74 97011.9),(75 96236.586),(76 96300.79),(77 96544.945),(78 95856.05),(79 95786.125),
