1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8150.3345),(2 26081.658),(3 48167.3),(4 70894.32),(5 97098.74),(6 123076.48),(7 152711.42),(8 180981.83),(9 207221.95),(10 234538.08),(11 264059.1),(12 291148.72),(13 316109.9),(14 336479),(15 351829.72),(16 358072.16),(17 371577.78),(18 384104.1),(19 396385.63),(20 407968.4),(21 422710.6),(22 425888),(23 430836.88),(24 438322.5),(25 455534.66),(26 472596.16),(27 497225.66),(28 528125.2),(29 551406.56),(30 582129.25),(31 622211.06),(32 658582.7),(33 703993.8),(34 748555.5),(35 787612),(36 821587),(37 855289.75),(38 881985.8),(39 908072.5),(40 929112),(41 957136.2),(42 981030.5),(43 1013217.5),(44 1045034),(45 1073651.6),(46 1083606.9),(47 1097885.4),(48 1123292.1),(49 1169012),(50 1206857.1),(51 1248967.5),(52 1286209.9),(53 1318794.3),(54 1343185),(55 1355871.1),(56 1368030.5),(57 1394074.4),(58 1413635),(59 1444428.6),(60 1474259.1),(61 1506712),(62 1544503.4),(63 1588445.5),(64 1632645.9),(65 1665291.6),(66 1693974.4),(67 1727642.6),(68 1771923.6),(69 1829420),(70 1894869.4),(71 1960565.6),(72 2018342),(73 2073043.4),(74 2126478.3),(75 2184872.3),(76 2240398.5),(77 2307077),(78 2369026),(79 2432530.3),
(1 1611.0193),(2 3555.8125),(3 5308.9644),(4 6807.781),(5 7935.1875),(6 8930.447),(7 9763.208),(8 10565.432),(9 11187.445),(10 11912.776),(11 12660.062),(12 14004.548),(13 15064.717),(14 15967.845),(15 16862.408),(16 17605.957),(17 18359.4),(18 18945.598),(19 19613.781),(20 20309.453),(21 20991.88),(22 21461.559),(23 22028.79),(24 22541.023),(25 22861.781),(26 23223.355),(27 23491.8),(28 23785.861),(29 24057.34),(30 24075.783),(31 24460.389),(32 24816.498),(33 24984.363),(34 25223.734),(35 25407.277),(36 25521.953),(37 25582.916),(38 25509.71),(39 25585.133),(40 25535.85),(41 25442.262),(42 25144.906),(43 24998.82),(44 24969.35),(45 24992.766),(46 24910.865),(47 25069.674),(48 25133.809),(49 25197.44),(50 25356.877),(51 25592.057),(52 25726.578),(53 25639.36),(54 25737.46),(55 25662.229),(56 25874.586),(57 25875.537),(58 25717.035),(59 25693.602),(60 25512.293),(61 25357.104),(62 25237.709),(63 25249.17),(64 25399.951),(65 25474.053),(66 25668.14),(67 26032.96),(68 26131.479),(69 26379.758),(70 26372.826),(71 26330.396),(72 26315.21),(73 26400.914),(74 26639.404),(75 26669.924),(76 27043.854),(77 27340.555),(78 27724.076),(79 28016.828),
(1 1586.2878),(2 3473.5652),(3 5132.518),(4 6446.1694),(5 7345.5),(6 8256.961),(7 9012.261),(8 9746.617),(9 10406.785),(10 11202.942),(11 12062.692),(12 13219.828),(13 14167.742),(14 15132.134),(15 16013.512),(16 16664.8),(17 17253.623),(18 17823.197),(19 18447.074),(20 19122.932),(21 19941.963),(22 20429.951),(23 20590.867),(24 20709.354),(25 21027.37),(26 21340.77),(27 21618.484),(28 21904.547),(29 22101.678),(30 22220.416),(31 22433.951),(32 22747.75),(33 23014.578),(34 23538.496),(35 23935.604),(36 24182.523),(37 24436.428),(38 24467.646),(39 24481.777),(40 24442.934),(41 24509.053),(42 24453.666),(43 24436.533),(44 24514.87),(45 24665.076),(46 24728.605),(47 24807.34),(48 24789.195),(49 24995.742),(50 25250.588),(51 25509.256),(52 25629.928),(53 25467.86),(54 25272.287),(55 24985.143),(56 24842.277),(57 24603.084),(58 24376.559),(59 24237.492),(60 24122.256),(61 23756.059),(62 23406.703),(63 23029.316),(64 22904.434),(65 22794.172),(66 22744.156),(67 22810.41),(68 22887.713),(69 22963.984),(70 22918.047),(71 22772.396),(72 22678.762),(73 22759.566),(74 23153.121),(75 23317.23),(76 23509.174),(77 23828.162),(78 24162.863),(79 24434.605),
(1 1617.5182),(2 3575.1555),(3 5291.3955),(4 6666.5894),(5 7560.6665),(6 8367.41),(7 9074.366),(8 9760.856),(9 10305.802),(10 11018.964),(11 11876.092),(12 13144.496),(13 14216.288),(14 15307.771),(15 16208.581),(16 16897.914),(17 17673.584),(18 18263.889),(19 18874.867),(20 19472.299),(21 20249.809),(22 20646.334),(23 21136.166),(24 21429.098),(25 21641.758),(26 21835.988),(27 22055.092),(28 22412.094),(29 22447.791),(30 22570.611),(31 22826.922),(32 22993.758),(33 23129.6),(34 23491.277),(35 23688.58),(36 23659.473),(37 23590.541),(38 23551.504),(39 23550.307),(40 23534.873),(41 23463.73),(42 23336.506),(43 23286.373),(44 23255.713),(45 23322.877),(46 23317.254),(47 23470.828),(48 23572.486),(49 23850.684),(50 24022.596),(51 24261.92),(52 24379.264),(53 24207.287),(54 24096.707),(55 23967.533),(56 23903.512),(57 23968.236),(58 23731.963),(59 23627.178),(60 23466.393),(61 23201.305),(62 22935.535),(63 22653.994),(64 22420.598),(65 22204.275),(66 22276.139),(67 22493.36),(68 22769.926),(69 22845.744),(70 22886.992),(71 22920.125),(72 23050.953),(73 23275.059),(74 23647.89),(75 23829.346),(76 23995.4),(77 24168.578),(78 24388.938),(79 24639.3),
(1 1599.5144),(2 3466.589),(3 5066.0684),(4 6304.5557),(5 7144.779),(6 7928.246),(7 8724.22),(8 9535.396),(9 10129.994),(10 10787.073),(11 11473.801),(12 12572.19),(13 13580.268),(14 14583.394),(15 15312.101),(16 15904.389),(17 16615.03),(18 17113.264),(19 17805.896),(20 18264.768),(21 18922.883),(22 19449.652),(23 19930.422),(24 20253.498),(25 20441.69),(26 20860.572),(27 21133.408),(28 21326.566),(29 21435.428),(30 21571.088),(31 21819.31),(32 22009.55),(33 22201.873),(34 22656.533),(35 23017.64),(36 23308.4),(37 23406.06),(38 23457.986),(39 23566.975),(40 23605.6),(41 23672.348),(42 23664.113),(43 23720.322),(44 23845.076),(45 24056.982),(46 24255.2),(47 24509.25),(48 24561.227),(49 24772.084),(50 24940.56),(51 25098.11),(52 25197.164),(53 25114.096),(54 25068.197),(55 25023.348),(56 25010.113),(57 24935.535),(58 24613.104),(59 24440.797),(60 24179.352),(61 23848.922),(62 23599.928),(63 23133.21),(64 23038.314),(65 22769.006),(66 22663.63),(67 22815.57),(68 23061.895),(69 23157.805),(70 23078.91),(71 23146.223),(72 23244.37),(73 23422.293),(74 23716.014),(75 23946.342),(76 24077.303),(77 24223.373),(78 24308.227),(79 24500.979),
(1 1587.0975),(2 3497.4158),(3 5248.0537),(4 6624.082),(5 7461.458),(6 8178.3604),(7 8887.092),(8 9564.121),(9 10232.901),(10 11038.593),(11 11902.87),(12 13133.964),(13 14166.95),(14 15170.762),(15 15876.443),(16 16548.393),(17 17253.996),(18 17848.291),(19 18428.3),(20 19036.057),(21 19774.533),(22 20294.035),(23 20721.25),(24 21235.055),(25 21656.236),(26 22059.783),(27 22162.355),(28 22188.125),(29 22269.873),(30 22337.424),(31 22703.541),(32 22927.729),(33 23130.387),(34 23529.994),(35 23649.19),(36 23649.242),(37 23648.89),(38 23500.3),(39 23552.39),(40 23456.297),(41 23396.559),(42 23333.389),(43 23448.87),(44 23586.754),(45 23708.049),(46 23770.965),(47 24083.316),(48 24259.707),(49 24689.111),(50 25054.055),(51 25247.045),(52 25234.662),(53 25126.982),(54 25066.318),(55 25069.99),(56 25022.145),(57 25050.996),(58 24749.074),(59 24684.318),(60 24406.875),(61 24227.494),(62 24113.998),(63 24085.305),(64 24194.38),(65 24173.598),(66 24243.033),(67 24657.475),(68 24760.963),(69 24879.176),(70 24756.07),(71 24645.266),(72 24685.855),(73 24771.479),(74 24980.469),(75 24918.434),(76 24925.82),(77 25092.172),(78 25195.875),(79 25337.23),
(1 1575.5167),(2 3457.8281),(3 5089.812),(4 6351.1563),(5 7180.8506),(6 7875.6074),(7 8626.883),(8 9213.189),(9 9849.097),(10 10610.854),(11 11400.802),(12 12441.483),(13 13234.02),(14 13850.219),(15 14489.016),(16 15081.49),(17 15551.066),(18 16102.22),(19 16659.768),(20 17079.344),(21 17551.723),(22 17905.436),(23 18393.482),(24 18735.8),(25 19122.406),(26 19555.861),(27 19725.14),(28 20003.34),(29 20097.643),(30 20151.385),(31 20513.938),(32 20744.508),(33 20910.166),(34 21255.945),(35 21542.885),(36 21578.44),(37 21477.621),(38 21227.904),(39 21171.492),(40 21157.287),(41 21069.66),(42 20990.752),(43 20993.799),(44 21010.457),(45 21189.344),(46 21201.066),(47 21407.336),(48 21744.74),(49 21987.86),(50 22331.816),(51 22434.838),(52 22413.973),(53 22274.105),(54 22132.248),(55 21980.215),(56 21805.363),(57 21673.082),(58 21425.309),(59 21240.451),(60 21007.334),(61 20795.883),(62 20555.344),(63 20254.287),(64 20114.305),(65 19993.627),(66 19993.568),(67 20288.785),(68 20593.205),(69 20742.574),(70 20714.576),(71 20773.145),(72 21003.664),(73 21186.965),(74 21437.97),(75 21509.15),(76 21596.734),(77 21773.385),(78 21989.041),(79 22233.643),
(1 1488.813),(2 3204.645),(3 4742.051),(4 6091.5728),(5 6899.7417),(6 7582.831),(7 8240.738),(8 8800.043),(9 9411.087),(10 10025.17),(11 10770.221),(12 11675.996),(13 12488.507),(14 13255.39),(15 13871.331),(16 14361.219),(17 14879.899),(18 15376.195),(19 15838.797),(20 16290.017),(21 16791.104),(22 17037.26),(23 17365.287),(24 17567.436),(25 17760.89),(26 18134.816),(27 18353.86),(28 18532.535),(29 18610.703),(30 18851.863),(31 19215.508),(32 19372.383),(33 19568.24),(34 19950.926),(35 20074.996),(36 20149.277),(37 20209.94),(38 20328.959),(39 20494.172),(40 20434.203),(41 20370.621),(42 20322.566),(43 20461.41),(44 20583.008),(45 20786.518),(46 20996.746),(47 21278.375),(48 21547.164),(49 21696.018),(50 21913.545),(51 22117.816),(52 22274.803),(53 22090.904),(54 22148.738),(55 22082.254),(56 22154.066),(57 22007.535),(58 21819.42),(59 21683.8),(60 21481.113),(61 21178.346),(62 21023.746),(63 20861.22),(64 20964.262),(65 20925.305),(66 20911.531),(67 21103.096),(68 21507.79),(69 21653.758),(70 21668.639),(71 21742.715),(72 22006.756),(73 22214.85),(74 22488.576),(75 22546.84),(76 22646.229),(77 22732.314),(78 22814.38),(79 22776.063),
(1 1568.7253),(2 3419.2302),(3 5062.0527),(4 6443.0435),(5 7294.4805),(6 8053.731),(7 8854.88),(8 9653.888),(9 10444.928),(10 11339.758),(11 12355.231),(12 13388.83),(13 14085.632),(14 15160.283),(15 16067.11),(16 16724.398),(17 17526.322),(18 18144.25),(19 18850.883),(20 19406.514),(21 19901.016),(22 20265.94),(23 20687.77),(24 21001.34),(25 21102.746),(26 21520.797),(27 21796.982),(28 21910.193),(29 21859.3),(30 21986.016),(31 22449.863),(32 22786.035),(33 23143.627),(34 23886.473),(35 24136.375),(36 24250.71),(37 24263.62),(38 24349.975),(39 24276.89),(40 24041.53),(41 23916.164),(42 23795.836),(43 23879.79),(44 23910.586),(45 23985.898),(46 24053.584),(47 24093.695),(48 24134.875),(49 24332.838),(50 24604.996),(51 24700.13),(52 24710.314),(53 24474.813),(54 24345.037),(55 24260.521),(56 24317.225),(57 24211.012),(58 24141.408),(59 24109.37),(60 24058.414),(61 23918.963),(62 23762.057),(63 23469.701),(64 23279.715),(65 23160.043),(66 23136.152),(67 23289.443),(68 23412.725),(69 23538.377),(70 23545.797),(71 23618.025),(72 23820.676),(73 24060.209),(74 24354.836),(75 24528.805),(76 24710.582),(77 24900.639),(78 25048.043),(79 25168.303),
(1 1585.2697),(2 3494.4058),(3 5093.2583),(4 6323.757),(5 7090.3164),(6 7800.3066),(7 8541.697),(8 9377.711),(9 10074.842),(10 11027.55),(11 12073.735),(12 13292.966),(13 14324.612),(14 15436.301),(15 16141.464),(16 16708.395),(17 17288.469),(18 17658.05),(19 18222.021),(20 18826.379),(21 19517.93),(22 19954.857),(23 20304.963),(24 20600.016),(25 20862.092),(26 21382.555),(27 21567.596),(28 21657.75),(29 21678.473),(30 21690.668),(31 22208.902),(32 22535.88),(33 22825.898),(34 23226.61),(35 23426.398),(36 23497.783),(37 23406.064),(38 23277.293),(39 23460.783),(40 23411.697),(41 23399.766),(42 23246.783),(43 23263.035),(44 23180.889),(45 23235.309),(46 23251.11),(47 23373.43),(48 23535.25),(49 23837.441),(50 23927.742),(51 23997.098),(52 23979.682),(53 23845.129),(54 23662.875),(55 23566.379),(56 23551.861),(57 23420.326),(58 23360.85),(59 23170.814),(60 23021.23),(61 22846.578),(62 22542.885),(63 22382.113),(64 22160.813),(65 22084.35),(66 22065.396),(67 22327.709),(68 22505.293),(69 22701.77),(70 22635.14),(71 22571.342),(72 22521.855),(73 22661.508),(74 22889.73),(75 22961.084),(76 23124.752),(77 23365.24),(78 23529.723),(79 23574.057),
(1 1527.5585),(2 3290.9973),(3 4843.5684),(4 6062.7847),(5 6741.258),(6 7409.4497),(7 8205.628),(8 9003.524),(9 9664.448),(10 10446.522),(11 11263.492),(12 12397.615),(13 13466.923),(14 14583.621),(15 15432.609),(16 16121.808),(17 16644.137),(18 17011.102),(19 17355.564),(20 17754.44),(21 18339.83),(22 18915.014),(23 19511.453),(24 19948.121),(25 20104.742),(26 20330.615),(27 20575.87),(28 20775.46),(29 20803.467),(30 20780.615),(31 21195.69),(32 21605.266),(33 21946.049),(34 22239.438),(35 22445.418),(36 22442.166),(37 22247.287),(38 22082.912),(39 22190.348),(40 22040.926),(41 21927.705),(42 21607.87),(43 21530.398),(44 21425.824),(45 21374.88),(46 21300.217),(47 21541.191),(48 21705.424),(49 21987.06),(50 22097.438),(51 22054.447),(52 22089.508),(53 22041.906),(54 21982.021),(55 21797.232),(56 21688.715),(57 21550.51),(58 21227.096),(59 21038.432),(60 20806.654),(61 20620.176),(62 20457.04),(63 20276.596),(64 20183.453),(65 20110.578),(66 20092.557),(67 20204.84),(68 20364.99),(69 20558.52),(70 20575.127),(71 20584.217),(72 20644.707),(73 20701.201),(74 20949.277),(75 21067.896),(76 21161.162),(77 21284.934),(78 21424.65),(79 21692.598),
(1 1468.2374),(2 3082.0422),(3 4543.586),(4 5739.1743),(5 6484.965),(6 7254.408),(7 8117.938),(8 9008.391),(9 9796.076),(10 10557.634),(11 11355.922),(12 12377.624),(13 13335.608),(14 14176.38),(15 14886.06),(16 15510.354),(17 15981.163),(18 16489.053),(19 16899.277),(20 17222.285),(21 17817.303),(22 18350.56),(23 18985.822),(24 19373.193),(25 19745.074),(26 20041.041),(27 20310.875),(28 20543.203),(29 20741.08),(30 20814.31),(31 21161.125),(32 21491.953),(33 21797.793),(34 22190.889),(35 22449.38),(36 22414.12),(37 22283.996),(38 22108.191),(39 22056.432),(40 21865.412),(41 21684.727),(42 21313.482),(43 21115.021),(44 20750.531),(45 20570.566),(46 20531.086),(47 20473.777),(48 20566.67),(49 20640.334),(50 20763.854),(51 20715.084),(52 20754.59),(53 20620.645),(54 20586.537),(55 20458.033),(56 20328.748),(57 20119.652),(58 19902.898),(59 19682.805),(60 19514.605),(61 19311.945),(62 19071.236),(63 18987.2),(64 18801.125),(65 18507.5),(66 18309.646),(67 18314.252),(68 18286.393),(69 18331.303),(70 18421.31),(71 18411.055),(72 18559.023),(73 18719.973),(74 18894.746),(75 19104.412),(76 19217.22),(77 19348.393),(78 19476.955),(79 19817.62),
(1 1454.3766),(2 3112.1152),(3 4469.0728),(4 5612.8306),(5 6232.5034),(6 6964.017),(7 7699.0854),(8 8393.335),(9 8990.018),(10 9707.071),(11 10577.21),(12 11738.7),(13 12551.219),(14 13328.516),(15 13987.782),(16 14524.478),(17 15029.382),(18 15464.568),(19 15950.022),(20 16403.28),(21 17028.377),(22 17574.672),(23 18162.387),(24 18507.037),(25 18765.52),(26 19138.023),(27 19201.87),(28 19472.693),(29 19673.674),(30 19797.281),(31 20184.252),(32 20509.252),(33 20746.563),(34 21099.615),(35 21248.814),(36 21208.92),(37 21095.453),(38 21024.854),(39 21034.879),(40 21125.283),(41 21123.781),(42 21016.6),(43 20929.059),(44 20778.764),(45 20676.191),(46 20710.05),(47 20808.252),(48 20864.982),(49 20844.414),(50 20980.207),(51 21049.566),(52 21072.064),(53 20865.207),(54 20858.69),(55 20542.932),(56 20502.533),(57 20386.35),(58 20189.395),(59 20007.146),(60 19771.18),(61 19601.496),(62 19508.934),(63 19399.924),(64 19209.15),(65 19004.004),(66 18937.459),(67 18993.121),(68 18984.498),(69 18931.758),(70 18965.627),(71 18994.637),(72 19136.713),(73 19265.092),(74 19602.158),(75 19755.29),(76 19844.92),(77 19918.516),(78 20109.21),(79 20273.855),
(1 1430.5881),(2 3060.7468),(3 4505.206),(4 5745.623),(5 6486.5615),(6 7229.649),(7 7990.6685),(8 8743.726),(9 9361.387),(10 10126.23),(11 11032.199),(12 11981.096),(13 12697.644),(14 13436.8),(15 13996.575),(16 14445.462),(17 15091.816),(18 15611.56),(19 16230.652),(20 16658.564),(21 17089.16),(22 17398.5),(23 17729.658),(24 18174.855),(25 18445.756),(26 18804.96),(27 19013.867),(28 19146.709),(29 19193.291),(30 19169.25),(31 19473.865),(32 19833.912),(33 19995.4),(34 20250.072),(35 20419.854),(36 20366.375),(37 20056.387),(38 19688.184),(39 19642.053),(40 19522.05),(41 19442.346),(42 19325.617),(43 19151.787),(44 19110.992),(45 18959.95),(46 18924.908),(47 18998.053),(48 19104.455),(49 19273.84),(50 19632.63),(51 19867.75),(52 20108.81),(53 20019.068),(54 20031.475),(55 19825.156),(56 19681.664),(57 19652.963),(58 19586.826),(59 19542.756),(60 19473.107),(61 19431.205),(62 19291.674),(63 19100.201),(64 19101.938),(65 18976.371),(66 18892.518),(67 19075.158),(68 19207.412),(69 19254.719),(70 19315.076),(71 19379.441),(72 19575.342),(73 19779.176),(74 20008.176),(75 20186.676),(76 20374.076),(77 20610.996),(78 20745.74),(79 20776.025),
(1 1439.615),(2 3029.9946),(3 4356.4014),(4 5558.984),(5 6213.129),(6 6853.396),(7 7524.1514),(8 8325.915),(9 8980.36),(10 9742.375),(11 10587.308),(12 11646.37),(13 12413.548),(14 13206.358),(15 13881.82),(16 14279.364),(17 14708.095),(18 15074.699),(19 15540.799),(20 15957.799),(21 16213.104),(22 16497.258),(23 16969.553),(24 17329.541),(25 17563.17),(26 17806.783),(27 17810.012),(28 17814.36),(29 17906.125),(30 18016.143),(31 18267.408),(32 18549.139),(33 18776.06),(34 19063.49),(35 19225.156),(36 19197.758),(37 19141.889),(38 18925.75),(39 19050.354),(40 19089.49),(41 19201.17),(42 19046.854),(43 19057.834),(44 19112.41),(45 19091.9),(46 19072.098),(47 19117.613),(48 19312.746),(49 19486.184),(50 19730.408),(51 19808.93),(52 19938.43),(53 19938.336),(54 19925.83),(55 19806.31),(56 19752.977),(57 19764.277),(58 19685.375),(59 19544.736),(60 19291.824),(61 19089.756),(62 18859.469),(63 18732.348),(64 18673.273),(65 18564.191),(66 18525.283),(67 18675.01),(68 18784.506),(69 18771.227),(70 18719.848),(71 18599.25),(72 18649.346),(73 18719.89),(74 18775.33),(75 18868.648),(76 18854.38),(77 18920.172),(78 19000.314),(79 19178.14),
(1 1443.3705),(2 3000.7908),(3 4366.534),(4 5410.645),(5 6107.517),(6 6772.842),(7 7341.169),(8 7927.1987),(9 8395.379),(10 9091.049),(11 9788.238),(12 10822.362),(13 11568.993),(14 12147.528),(15 12680.278),(16 13169.415),(17 13722.617),(18 14131.883),(19 14667.366),(20 15165.654),(21 15652.094),(22 15977.456),(23 16377.156),(24 16695.613),(25 16939.816),(26 17169.318),(27 17317.49),(28 17433.074),(29 17449.701),(30 17542.23),(31 17841.97),(32 18090.87),(33 18326.975),(34 18662.252),(35 18902.063),(36 19038.057),(37 19084.674),(38 18964.783),(39 19130.336),(40 19023.63),(41 19026.922),(42 18839.78),(43 18808.49),(44 18835.059),(45 18940.508),(46 19043.71),(47 19277.793),(48 19568.557),(49 19763.867),(50 19976.639),(51 20129.52),(52 20287.055),(53 20324.422),(54 20412.615),(55 20330.836),(56 20275.314),(57 20068.248),(58 19976.72),(59 19816.49),(60 19499.605),(61 19246.982),(62 19083.873),(63 18964.04),(64 18888.742),(65 18627.969),(66 18612.168),(67 18875.717),(68 19138.28),(69 19137.408),(70 18943.49),(71 18828.549),(72 18899.049),(73 18985.596),(74 19187.24),(75 19357.084),(76 19535.11),(77 19630.283),(78 19704.857),(79 19888.9),
(1 1400.518),(2 2928.6553),(3 4244.8706),(4 5457.438),(5 6160.94),(6 6883.079),(7 7549.98),(8 8132.5786),(9 8717.108),(10 9488.198),(11 10270.22),(12 11411.048),(13 12282.958),(14 12998.878),(15 13650.073),(16 14278.509),(17 14648.721),(18 15085.024),(19 15676.724),(20 16084.556),(21 16811.543),(22 17388.336),(23 17785.453),(24 18034.586),(25 18387.621),(26 18472),(27 18515.816),(28 18611.879),(29 18703.97),(30 18854.477),(31 19136.824),(32 19360.637),(33 19526.352),(34 19929.441),(35 20198.826),(36 20269.434),(37 20294.299),(38 20242.43),(39 20213.885),(40 19978.072),(41 19776.574),(42 19397.74),(43 19130.322),(44 18954.164),(45 18956.4),(46 18915.26),(47 18981.271),(48 19021.383),(49 19026.639),(50 19123.602),(51 19095.03),(52 19130.186),(53 18981.453),(54 18960.97),(55 18863.313),(56 18723.5),(57 18564.95),(58 18448.36),(59 18362.81),(60 18117.168),(61 17886.11),(62 17709.568),(63 17595.016),(64 17360.992),(65 17115.207),(66 17112.871),(67 17338.893),(68 17586.03),(69 17724.99),(70 17770.625),(71 17691.941),(72 17838.887),(73 18038.668),(74 18307.8),(75 18418.938),(76 18646.691),(77 18922.271),(78 19072.146),(79 19212.664),
(1 1373.0135),(2 2882.206),(3 4173.4697),(4 5243.3896),(5 5914.9033),(6 6572.4536),(7 7242.6396),(8 7901.9272),(9 8544.022),(10 9240.813),(11 10103.977),(12 10941),(13 11666.994),(14 12462.0625),(15 12973.639),(16 13448.731),(17 13943.724),(18 14468.601),(19 14915.7295),(20 15331.446),(21 15873.439),(22 16339.364),(23 16752.725),(24 17185.88),(25 17575.81),(26 17853.635),(27 18067.867),(28 18392.215),(29 18508.49),(30 18609.611),(31 18889.395),(32 19130.482),(33 19262.074),(34 19633.846),(35 19785.768),(36 19961.064),(37 20042.984),(38 20001.918),(39 19947.793),(40 19735.854),(41 19491.047),(42 19231.559),(43 19027.717),(44 18799.838),(45 18688.742),(46 18623.75),(47 18711.87),(48 18724.387),(49 18604.447),(50 18632.377),(51 18558.018),(52 18603.377),(53 18660.39),(54 18631.057),(55 18442.79),(56 18296.1),(57 18081.1),(58 17854.53),(59 17658.734),(60 17468.959),(61 17413.752),(62 17359.668),(63 17276.371),(64 17210.771),(65 17142.953),(66 17268.191),(67 17471.76),(68 17645.64),(69 17908.982),(70 18078.938),(71 18148.855),(72 18313.727),(73 18514.53),(74 18713.98),(75 18852.988),(76 18915.498),(77 19169.453),(78 19334.434),(79 19562.482),
