1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64424.566),(2 46810.25),(3 150444.25),(4 163641.19),(5 301239.63),(6 348006.53),(7 513321.03),(8 578696.7),(9 762184.5),(10 847126.25),(11 1056926.6),(12 1178836.6),(13 1438631.5),(14 1589946.4),(15 1862846.1),(16 2013388.4),(17 2280527.3),(18 2444845),(19 2750047.8),(20 2940785.3),(21 3264361.8),(22 3481278),(23 3822666.8),(24 4021017.3),(25 4384136),(26 4621415.5),(27 4983195),(28 5205844),(29 5575669.5),(30 5795688),(31 6158955.5),(32 6347427.5),(33 6643653.5),(34 6778850.5),(35 7052444.5),(36 7252553.5),(37 7627543.5),(38 7878418.5),(39 8296701.5),(40 8540268),(41 8916999),(42 9133723),(43 9493053),(44 9683373),(45 10016775),(46 10176464),(47 10428219),(48 10529736),(49 10771721),(50 10872699),(51 11092064),(52 11198136),(53 11462117),(54 11585027),(55 11808359),(56 11860773),(57 12021409),(58 11980557),(59 12043187),(60 11917364),(61 11902819),(62 11747356),(63 11775093),(64 11715701),(65 11769499),(66 11648780),(67 11707067),(68 11644600),(69 11718811),(70 11651695),(71 11699303),(72 11590477),(73 11619227),(74 11427821),(75 11368841),(76 11125243),(77 11078917),(78 10913943),(79 10934342),
(1 6150.6377),(2 10195.406),(3 14887.991),(4 17406.436),(5 20803.85),(6 21118.559),(7 24235.766),(8 24731.34),(9 27405.967),(10 27261.986),(11 28936.11),(12 27960.977),(13 29434.578),(14 28625.61),(15 30181.297),(16 29321.797),(17 30646.115),(18 29101.307),(19 30512.994),(20 29728.844),(21 31046.031),(22 30002.65),(23 31246.027),(24 30366.84),(25 31894.215),(26 31236.371),(27 32615.95),(28 31596.715),(29 32528.691),(30 31385.244),(31 32665.082),(32 31633.361),(33 33229.137),(34 32195.06),(35 33722.645),(36 32949.543),(37 34351.43),(38 33443.96),(39 34873.805),(40 33295),(41 34603.38),(42 33833.68),(43 35344.184),(44 34245.836),(45 35596.24),(46 34625.94),(47 36346.863),(48 35573.676),(49 37293.848),(50 36745.934),(51 38901.945),(52 38198.313),(53 39827.656),(54 38589.035),(55 40196.934),(56 39405.844),(57 41100.23),(58 40524.46),(59 41863.508),(60 40806.285),(61 42592.074),(62 41395.406),(63 42556.254),(64 41551.324),(65 43076.2),(66 41678.797),(67 43288.51),(68 42925.727),(69 45062.035),(70 44331.86),(71 46494.96),(72 46545.2),(73 49017.543),(74 48856.2),(75 50895.367),(76 50542.598),(77 53022.285),(78 52562.426),(79 55125.617),
(1 5708.723),(2 9285.256),(3 13444.919),(4 15574.356),(5 18850.982),(6 19543.91),(7 22501.416),(8 23066.715),(9 25842.486),(10 25820.467),(11 27752.533),(12 27160.385),(13 28858.871),(14 28444.959),(15 29958.594),(16 29065.875),(17 29994.48),(18 29385.455),(19 30773.486),(20 30197.51),(21 31920.02),(22 31355.46),(23 33026.332),(24 31990.486),(25 33385.066),(26 32618.93),(27 33958.77),(28 32795.992),(29 33763.527),(30 32507.996),(31 33575.91),(32 32161.254),(33 33063.086),(34 32215.041),(35 33545.305),(36 32493.207),(37 33766.676),(38 32630.332),(39 33790.12),(40 32739.303),(41 33970.227),(42 33192.566),(43 34684.973),(44 33471.76),(45 34307.29),(46 33142.664),(47 34827.332),(48 33937.367),(49 35373.1),(50 34459.78),(51 36305.332),(52 35579.21),(53 36915.64),(54 36021.227),(55 37575.89),(56 37178.918),(57 38424.11),(58 37601.473),(59 38835.36),(60 38093.156),(61 39543.063),(62 38787.473),(63 40079.637),(64 39081.05),(65 40109.465),(66 39389.52),(67 40979.953),(68 40702.7),(69 42550.81),(70 42646.02),(71 45065.76),(72 45318.645),(73 47608.07),(74 47317.785),(75 49464.434),(76 49479.563),(77 51517.89),(78 51434.73),(79 53831.082),
(1 5885.1743),(2 9203.973),(3 13566.732),(4 15734.516),(5 19207.867),(6 19843.643),(7 22925.918),(8 23342.975),(9 26336.813),(10 26407.37),(11 28487.59),(12 27666.49),(13 29391.145),(14 29069.205),(15 30833.596),(16 30081.191),(17 31289.613),(18 30568.49),(19 31689.299),(20 30846.223),(21 32602.16),(22 31607.469),(23 33018.06),(24 32183.045),(25 33509.137),(26 32489.24),(27 33885.74),(28 32645.828),(29 33431.73),(30 32284.39),(31 33259.79),(32 31854.049),(33 32824.08),(34 31899.563),(35 33427.7),(36 32753.172),(37 34118.848),(38 33340.504),(39 34582.477),(40 33579.61),(41 34940.266),(42 34455.55),(43 35851.547),(44 34919.086),(45 35493.008),(46 33971.164),(47 35003.563),(48 33711.29),(49 35056.98),(50 34207.473),(51 35384.21),(52 34517.06),(53 35809.984),(54 35164.184),(55 36332.223),(56 35409.938),(57 36941.832),(58 36186.508),(59 37186.98),(60 36457.99),(61 37501.27),(62 36836.973),(63 38389.332),(64 37632.684),(65 39492.547),(66 38975.4),(67 40178.336),(68 39802.945),(69 41581.816),(70 41146.54),(71 43159.11),(72 43625.438),(73 45471.656),(74 44896.32),(75 47284.68),(76 47227.96),(77 49298.152),(78 49311.05),(79 51104.664),
(1 5666.8276),(2 8991.254),(3 13013.073),(4 15119.008),(5 18399.346),(6 19035.875),(7 21930.725),(8 22653.484),(9 25161.148),(10 25062.68),(11 26908.46),(12 26005.137),(13 27403.12),(14 26994.965),(15 28651.82),(16 27719.83),(17 28643.674),(18 27302.695),(19 28471.287),(20 27829.791),(21 29481.945),(22 28673.777),(23 29853.045),(24 28972.121),(25 30216.064),(26 29398.904),(27 30995.225),(28 30320.457),(29 31282.98),(30 29953.596),(31 31012.844),(32 30260.043),(33 31557.975),(34 30858.098),(35 32506.66),(36 31896.193),(37 33429.25),(38 32502.834),(39 33797.484),(40 32843.52),(41 33935.082),(42 33129.676),(43 34794.664),(44 34138.86),(45 35396.164),(46 34143.66),(47 35444.27),(48 34989.387),(49 36592.99),(50 35758.293),(51 37099.242),(52 36337.55),(53 37723.625),(54 36821.98),(55 37803.414),(56 36769.727),(57 37931.008),(58 37051.66),(59 38381.145),(60 37913.277),(61 39105.813),(62 38019.668),(63 38876.68),(64 37980.87),(65 39059.367),(66 37912.33),(67 38956.15),(68 38668.17),(69 40196.05),(70 39670.563),(71 42028.086),(72 41673.176),(73 43004.656),(74 42720.484),(75 44726.33),(76 44953.977),(77 47357.355),(78 47328.97),(79 49474.855),
(1 5615.088),(2 8689.103),(3 12565.167),(4 14730.47),(5 17722.943),(6 18229.014),(7 21110.752),(8 21667.42),(9 24318.07),(10 24468.422),(11 26732.273),(12 26699.648),(13 28684.896),(14 28215.85),(15 29915.31),(16 29012.947),(17 29788.947),(18 28697.98),(19 29328.057),(20 28330.305),(21 29491.691),(22 28358.908),(23 29591.041),(24 28825.418),(25 30244.762),(26 29422.176),(27 30478.088),(28 29335.352),(29 30385.463),(30 29149.842),(31 29781.928),(32 28545.488),(33 30004.475),(34 29333.938),(35 31004.01),(36 30380.912),(37 31845.594),(38 30814.44),(39 31943.273),(40 31127.195),(41 32587.912),(42 31709.65),(43 32805.555),(44 31568.418),(45 32490.29),(46 31436.613),(47 32486.938),(48 31712.748),(49 33261.348),(50 32861.516),(51 34226.617),(52 33199.23),(53 34413.094),(54 33501.773),(55 34562.066),(56 33863.27),(57 35239.684),(58 34553.21),(59 36221.293),(60 35524.246),(61 36370.098),(62 35280.363),(63 36111.254),(64 35085.32),(65 36496.984),(66 35629.883),(67 37127.273),(68 37114.906),(69 38587.082),(70 38357.18),(71 40681.75),(72 40779.02),(73 42467.395),(74 42512.64),(75 44406.41),(76 44753.98),(77 47681.902),(78 47947.33),(79 50175.59),
(1 5728.8584),(2 8784.038),(3 12791.466),(4 14694.801),(5 17548.162),(6 18012.209),(7 20724.176),(8 21060.975),(9 23780.918),(10 23844.113),(11 25914.613),(12 25359.705),(13 27304.904),(14 26956.076),(15 28656.592),(16 27658.32),(17 28516.146),(18 27250.098),(19 28199.605),(20 27628.715),(21 28954.068),(22 27970.744),(23 29313.984),(24 28259.516),(25 29356.719),(26 28467.664),(27 29763.936),(28 28681.7),(29 30049.215),(30 28908.5),(31 30211.596),(32 29142.117),(33 30639.213),(34 29602.87),(35 30867.195),(36 29690.248),(37 30783.088),(38 29832.504),(39 31068.01),(40 29621.287),(41 30826.602),(42 29962.36),(43 31306.611),(44 30076.854),(45 31084.277),(46 30204.363),(47 31747.314),(48 31111.125),(49 32745.014),(50 32090.02),(51 33599.52),(52 32429.768),(53 33413.094),(54 32218.035),(55 33569.67),(56 32685.258),(57 34250.688),(58 33729.93),(59 35491.35),(60 35032.527),(61 36795.93),(62 35998.336),(63 37814.543),(64 37252.53),(65 38813.13),(66 38235.652),(67 39386.78),(68 38636.39),(69 40043.26),(70 39657.39),(71 41829.188),(72 41586.71),(73 43817.227),(74 43581.31),(75 46101.973),(76 46841.656),(77 49162.03),(78 48988.797),(79 51330.176),
(1 5356.593),(2 8361.171),(3 12359.149),(4 14155.445),(5 16967.432),(6 17500.14),(7 20214.72),(8 20618.299),(9 22880.002),(10 22858.139),(11 24889.201),(12 24015.773),(13 25522.834),(14 25005.06),(15 26609.682),(16 25344.365),(17 26268.707),(18 24924.512),(19 25927.432),(20 25329.805),(21 26657.428),(22 25784.984),(23 27232.256),(24 26220.34),(25 27238.254),(26 26276.828),(27 27172.371),(28 25844.412),(29 26659.207),(30 25376.61),(31 26485.71),(32 25293.621),(33 26752.826),(34 25872.28),(35 27214.727),(36 25976.045),(37 27006.383),(38 26107.777),(39 27440.994),(40 26388.168),(41 27880.22),(42 27202.701),(43 28419.885),(44 27579.04),(45 28981.332),(46 28078.277),(47 29784.723),(48 29320.29),(49 30946.584),(50 30308.355),(51 31319.787),(52 30377.684),(53 31608.162),(54 30656.057),(55 32076.516),(56 31351.582),(57 33109.85),(58 32428.111),(59 33984.047),(60 33332.613),(61 35011.82),(62 34626.31),(63 36650.97),(64 36245.996),(65 37732.832),(66 37197.69),(67 38502.402),(68 37345.574),(69 38763.22),(70 38185.227),(71 40396.89),(72 40676.746),(73 42742.656),(74 42697.563),(75 45461.305),(76 45642.375),(77 48110.676),(78 48412.51),(79 50724.21),
(1 5403.9434),(2 8159.6064),(3 12354.431),(4 13940.297),(5 16806.398),(6 17365.643),(7 19946.383),(8 20295.322),(9 22484.047),(10 22183.719),(11 24333.572),(12 23912.693),(13 25969.934),(14 25322.838),(15 27136.123),(16 26029.953),(17 27264.584),(18 26289.77),(19 27381.098),(20 26426.908),(21 27521.936),(22 26516.07),(23 27957.635),(24 26882.504),(25 28210.115),(26 27334.283),(27 28160.625),(28 26870.533),(29 27466.139),(30 26181.19),(31 27159.959),(32 26052.219),(33 27286.445),(34 26243.959),(35 27620.107),(36 26642.074),(37 28020.258),(38 26873.8),(39 27892.516),(40 26819.926),(41 28338.184),(42 27572.748),(43 28786.7),(44 27940.53),(45 29222.11),(46 28376.838),(47 29741.535),(48 29038.41),(49 30536.832),(50 29715.38),(51 30957.643),(52 30162.783),(53 31301.238),(54 30789.777),(55 32033.467),(56 31475.645),(57 33356.254),(58 32859.926),(59 34583.92),(60 33793.52),(61 35075.12),(62 34343.305),(63 35776.24),(64 35088.375),(65 36697.027),(66 36101.547),(67 37661.48),(68 36682.95),(69 38061.14),(70 37277.656),(71 39597.434),(72 39292.652),(73 41312.81),(74 41377.863),(75 43597.117),(76 44057.676),(77 46626.164),(78 46257.836),(79 48081.883),
(1 5155.751),(2 7778.338),(3 11428.526),(4 13051.035),(5 15674.225),(6 16311.701),(7 18832.785),(8 19059.814),(9 21158.934),(10 20880.758),(11 22420.904),(12 21636.32),(13 23117.27),(14 22624.896),(15 24137.094),(16 23155.283),(17 23988.85),(18 22824.367),(19 23572.303),(20 23081.838),(21 24025.656),(22 23458.826),(23 24640.047),(24 23626.66),(25 24802.336),(26 23985.703),(27 24782.725),(28 23773.455),(29 24678.408),(30 23735.057),(31 24489.758),(32 23774.572),(33 25006.016),(34 24720.268),(35 26198.97),(36 25559.414),(37 26817.033),(38 25799.426),(39 26715.332),(40 25804.213),(41 27018.107),(42 26269.564),(43 27132.42),(44 26307.781),(45 27524.295),(46 26887.438),(47 28114.734),(48 27783.357),(49 29266.375),(50 28434.326),(51 29516.563),(52 28427.252),(53 29301.803),(54 28708.627),(55 30139.465),(56 29375.23),(57 30687.16),(58 30168.82),(59 31521.309),(60 30640.695),(61 31731.29),(62 30814.973),(63 31785.627),(64 30938.662),(65 32787.414),(66 32205.363),(67 33392.01),(68 32921.105),(69 34041.586),(70 33591.75),(71 35438.086),(72 34956.6),(73 36748.383),(74 36575.02),(75 38521.465),(76 38812.027),(77 40960.91),(78 41008.35),(79 43044.613),
(1 5075.5566),(2 7420.219),(3 11006.947),(4 12394.401),(5 14892.282),(6 15300.3),(7 17561.291),(8 17667.879),(9 19703.797),(10 19683.53),(11 21485.658),(12 20915.18),(13 22363.318),(14 21972.938),(15 23632.771),(16 22327.928),(17 23421.041),(18 22468.486),(19 23595.914),(20 22536.584),(21 23621.436),(22 22588.324),(23 23738.363),(24 23006.863),(25 24482.059),(26 23555.611),(27 24496.416),(28 23414.336),(29 24410.246),(30 23521.666),(31 24602.695),(32 23870.574),(33 24970.408),(34 24137.217),(35 25112.975),(36 24275.824),(37 25607.334),(38 24620.988),(39 25591.156),(40 24908.031),(41 26040.963),(42 24956.734),(43 26131.254),(44 25165.17),(45 26187.963),(46 25277.438),(47 26214.363),(48 25326.637),(49 26657.914),(50 25747.809),(51 26901.24),(52 26299.504),(53 27448.111),(54 26615.648),(55 27999.176),(56 27090.219),(57 28372.414),(58 27593.729),(59 28910.791),(60 27991.719),(61 28948.633),(62 28083.525),(63 29453.459),(64 29009.83),(65 30920.797),(66 30606.084),(67 31929.521),(68 31262.916),(69 32834.96),(70 32852.168),(71 34814.707),(72 34839.523),(73 36771.605),(74 36620.08),(75 38879.887),(76 38952.88),(77 41439.594),(78 41927.023),(79 43749.176),
(1 5171.0737),(2 7580.606),(3 11404.388),(4 12992.613),(5 15816.343),(6 16536.012),(7 18953.434),(8 19118.607),(9 21365.23),(10 21076.084),(11 22942.545),(12 22392.617),(13 24301.438),(14 23699.229),(15 25771.234),(16 24693.53),(17 25967.006),(18 24653.023),(19 25727.021),(20 24738.29),(21 25849.629),(22 24980.738),(23 26257.365),(24 25112.967),(25 26499.217),(26 25204.375),(27 26389.045),(28 25072.059),(29 26204.29),(30 25031.244),(31 26182.424),(32 25009.05),(33 26058.416),(34 25293.672),(35 26659.406),(36 25697.227),(37 26892.102),(38 25557.568),(39 26844.207),(40 25914.625),(41 27270.447),(42 26249.64),(43 27787.61),(44 26822.361),(45 28118.129),(46 27258.697),(47 28431.438),(48 27717.545),(49 29082.563),(50 28431.295),(51 29884.56),(52 28777.012),(53 30118.68),(54 29386.098),(55 30811.182),(56 30007.746),(57 31426.48),(58 30672.525),(59 31811.572),(60 30791.975),(61 32148.063),(62 31260.582),(63 32970.465),(64 32542.496),(65 33947.305),(66 33471.684),(67 34893.832),(68 34250.78),(69 36127.824),(70 35608.54),(71 37317.145),(72 37526.176),(73 39635.926),(74 39480.477),(75 41909.62),(76 42225.55),(77 44879.914),(78 45029.88),(79 46904.98),
(1 4809.52),(2 6892.5366),(3 10219.455),(4 11355.07),(5 13825.004),(6 14117.485),(7 15986.202),(8 16000.356),(9 17778.375),(10 17551.82),(11 19255.838),(12 18566.09),(13 20112.613),(14 19687.465),(15 21225.77),(16 20597.846),(17 21830.852),(18 20781.904),(19 21991.334),(20 21050.807),(21 22268.898),(22 21736.172),(23 23150.94),(24 22552.498),(25 23619.27),(26 22474.775),(27 23487.066),(28 22637.596),(29 23783.684),(30 22767.01),(31 24202.95),(32 23560.389),(33 24704.611),(34 24086.707),(35 25138.14),(36 24374.225),(37 25521.875),(38 24557.982),(39 25843.154),(40 25188.596),(41 26474.664),(42 25745.742),(43 26719.666),(44 25762.387),(45 26891.977),(46 25843.29),(47 26868.172),(48 26270.795),(49 27504.37),(50 26691.014),(51 27908.682),(52 26983.008),(53 28273.777),(54 27512.646),(55 28763.047),(56 28138.457),(57 29679.83),(58 28841.652),(59 30130.965),(60 29298.229),(61 30313.514),(62 29626.87),(63 31183.52),(64 30793.129),(65 32358.525),(66 31606.945),(67 33058.31),(68 32321.959),(69 33624.945),(70 32674.611),(71 34426.906),(72 34098.7),(73 36015.992),(74 36032.063),(75 38174.52),(76 38113.457),(77 40378.734),(78 40360.293),(79 42198.223),
(1 4870.251),(2 6991.3096),(3 10291.574),(4 11370.809),(5 13688.087),(6 13860.636),(7 15883.589),(8 15686.619),(9 17555.365),(10 17071.54),(11 18651.459),(12 18046.041),(13 19313.996),(14 18949.652),(15 20366.566),(16 19653.328),(17 21227.303),(18 20320.143),(19 21747.793),(20 20829.428),(21 22044.918),(22 21575.229),(23 22900.523),(24 22385.086),(25 23382.053),(26 22437.72),(27 23598.158),(28 22773.498),(29 23982.83),(30 23083.65),(31 24226.5),(32 23280.412),(33 24416.809),(34 23581.156),(35 24665.89),(36 24004.135),(37 25186.27),(38 24232.791),(39 25448.941),(40 24565.385),(41 25742.045),(42 25193.965),(43 26301.262),(44 25434.22),(45 26758.238),(46 26209.512),(47 27213.281),(48 26082.719),(49 27178.898),(50 26338.81),(51 27421.434),(52 26411.299),(53 27733.93),(54 26905.756),(55 28328.271),(56 27485.865),(57 28814.121),(58 28179.822),(59 29553.158),(60 29083.244),(61 30785.814),(62 29975.662),(63 31246.604),(64 30361.299),(65 31664.045),(66 30747.428),(67 31757.738),(68 31330.414),(69 32974.32),(70 32774.566),(71 35280.547),(72 35330.938),(73 37433.527),(74 37229.168),(75 39034.195),(76 39359.31),(77 41896.117),(78 42153.227),(79 44396.54),
(1 4830.583),(2 6718.393),(3 10079.475),(4 11332.445),(5 13691.192),(6 14000.4375),(7 15903.959),(8 15837.701),(9 17558.344),(10 17056.512),(11 18454.463),(12 17769.828),(13 19215.42),(14 18741.86),(15 20203.178),(16 19408.58),(17 20642.271),(18 19545.674),(19 20704.256),(20 19800.635),(21 21055.463),(22 20378.305),(23 21693.887),(24 21190.12),(25 22379.07),(26 21387.326),(27 22292.125),(28 21183.893),(29 22102.48),(30 21238.248),(31 22392.371),(32 21532.031),(33 23037.54),(34 22425.33),(35 23686.424),(36 22806.264),(37 23814.883),(38 22849.57),(39 23940.523),(40 23252.213),(41 24533.844),(42 23863.291),(43 24982.258),(44 24166.576),(45 25348.469),(46 24372.205),(47 25252.934),(48 24419.84),(49 26043.951),(50 25404.895),(51 26821.81),(52 26378.418),(53 27844.908),(54 27088.834),(55 28443.344),(56 27687.203),(57 29089.783),(58 28343.902),(59 29567.53),(60 28849.605),(61 30198.545),(62 29645.752),(63 31041.646),(64 30324.16),(65 31715.803),(66 30568.184),(67 31523.844),(68 30971.754),(69 32397.457),(70 32122.031),(71 34324.613),(72 34008.91),(73 35969.83),(74 35844.44),(75 38113.93),(76 38392.48),(77 40693.62),(78 40875.47),(79 42916.88),
(1 4766.784),(2 6651.673),(3 10154.819),(4 11214.204),(5 13795.555),(6 14243.313),(7 16199.633),(8 16314.054),(9 18079.691),(10 17808.488),(11 19223.63),(12 18662.953),(13 20034.926),(14 19359.828),(15 20625.662),(16 19811.744),(17 21018.13),(18 20198.553),(19 21407.49),(20 20511.496),(21 21858.447),(22 21219.611),(23 22434.123),(24 21658.832),(25 22532.77),(26 21665.896),(27 22715.875),(28 21838.88),(29 23070.1),(30 22294.21),(31 23535.375),(32 22607.094),(33 23985.832),(34 23141.027),(35 24248.418),(36 23257.162),(37 24041.115),(38 23057.967),(39 24293.404),(40 23434.705),(41 24795.236),(42 23975.023),(43 25041.254),(44 23944.955),(45 24990.16),(46 23951.34),(47 25077.697),(48 24355.725),(49 25988.494),(50 25303.455),(51 26801),(52 25977.086),(53 27281.701),(54 26297.326),(55 27614.334),(56 26839.137),(57 28086.82),(58 27278.932),(59 28729.643),(60 28081.107),(61 29312.838),(62 28410.85),(63 29722.303),(64 28839.674),(65 30283.521),(66 29444.574),(67 30933.857),(68 30048.035),(69 31764.924),(70 31185.902),(71 33076.19),(72 33123.836),(73 35237.484),(74 34879.285),(75 37095.07),(76 37127.9),(77 39643.75),(78 39530.215),(79 41720.617),
(1 4677.433),(2 6611.0938),(3 9875.829),(4 10948.619),(5 13149.821),(6 13337.544),(7 15279.287),(8 14921.706),(9 16455.295),(10 16187.892),(11 17740.418),(12 17043.818),(13 18334.066),(14 17831.445),(15 19297.947),(16 18788.496),(17 19800.076),(18 18839.875),(19 19982.248),(20 18934.469),(21 20068.031),(22 19382.695),(23 20660.123),(24 19959.467),(25 20702.545),(26 19797.477),(27 20796.871),(28 20219.086),(29 21304.697),(30 20611.559),(31 21714.063),(32 20797.217),(33 21942.633),(34 20984.057),(35 22066.586),(36 20941.219),(37 21820.27),(38 20972.557),(39 22145.387),(40 21300.168),(41 22626.895),(42 21695.49),(43 22619.045),(44 21579.662),(45 22641.04),(46 21636.664),(47 22612.24),(48 21953.66),(49 23337.314),(50 22519.027),(51 23900.557),(52 23105.57),(53 24485.93),(54 23973.656),(55 25401.275),(56 24669.676),(57 26261.467),(58 25595.01),(59 27138.252),(60 26432.627),(61 27894.62),(62 27120.156),(63 28359.691),(64 27527.656),(65 29036.264),(66 28573.74),(67 29888.62),(68 29602.125),(69 31355.467),(70 31102.53),(71 33476.14),(72 33420.895),(73 35168.188),(74 34853.895),(75 36872.992),(76 36901.195),(77 38970.633),(78 38582.69),(79 40468.19),
(1 4534.5425),(2 6297.744),(3 9568.028),(4 10679.488),(5 12966.964),(6 13226.533),(7 15116.2295),(8 14830.545),(9 16596.23),(10 16422.064),(11 17886.23),(12 17227.451),(13 18493.307),(14 17870.092),(15 19027.23),(16 18142.574),(17 19226.146),(18 18255.828),(19 19329.834),(20 18419.828),(21 19576.232),(22 18812.246),(23 19937.088),(24 18870.805),(25 19743.03),(26 18994.182),(27 19897.36),(28 19047.896),(29 19986.355),(30 19258.207),(31 20399.639),(32 19459.406),(33 20489.361),(34 19809.389),(35 20928.45),(36 19984.453),(37 21102.637),(38 20308.135),(39 21587.28),(40 20663.734),(41 21936.467),(42 21021.97),(43 22043.201),(44 20980.438),(45 22251.084),(46 21585.97),(47 22739.547),(48 22217.129),(49 23670.451),(50 22990.39),(51 24373.414),(52 23713.834),(53 24956.676),(54 24078.686),(55 25248.02),(56 24504.469),(57 26082.33),(58 25566.139),(59 26920.201),(60 26188.623),(61 27477.977),(62 26834.688),(63 28321.285),(64 27703.242),(65 29287.904),(66 28838.492),(67 30121.129),(68 29394.557),(69 31153.756),(70 30983.172),(71 32679.834),(72 32745.615),(73 34944.137),(74 34456.48),(75 36625.92),(76 36604.05),(77 38839.168),(78 38671.617),(79 40414.53),
