1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4227),(2 12260.28),(3 22544.678),(4 35212.76),(5 52423.49),(6 73015.62),(7 96162.445),(8 115786.48),(9 140758.25),(10 162555.42),(11 186896.75),(12 208331.75),(13 230735.7),(14 256192.5),(15 283088.9),(16 308637),(17 336819.66),(18 364290.84),(19 393047.13),(20 416576.6),(21 438883.9),(22 464702.1),(23 491865.16),(24 521970.6),(25 551530.06),(26 579979.44),(27 603645.94),(28 618900.44),(29 636839.1),(30 650770.5),(31 665647.56),(32 686438.3),(33 710347.3),(34 735359.5),(35 753415.2),(36 763393.8),(37 773232.3),(38 778389.7),(39 788112.06),(40 788213.7),(41 791347),(42 790494.25),(43 788872),(44 780994.8),(45 767211.7),(46 759508.5),(47 750006),(48 739001.75),(49 738852.5),(50 735924.3),(51 733935),(52 735684.94),(53 735159.44),(54 729921.94),(55 724827.25),(56 717128.5),(57 713014.7),(58 707834.06),(59 711618.25),(60 708650),(61 706656.75),(62 702633.2),(63 702901.44),(64 701704.06),(65 701690.8),(66 702661.3),(67 697774.3),(68 689194.7),(69 683645.3),(70 665535.56),(71 641528.56),(72 620796.7),(73 599134.8),(74 578475.3),(75 557942.4),(76 537731.3),(77 522725.34),(78 507633),(79 497592.6),
(1 2083.3088),(2 5068.098),(3 7975.915),(4 10155.45),(5 11823.379),(6 12964.247),(7 13962.0625),(8 14797.23),(9 15621.594),(10 16603.242),(11 17526.55),(12 18489.729),(13 19460.846),(14 20298.361),(15 21130.227),(16 21802.324),(17 22307.979),(18 22735.229),(19 23187.824),(20 23658.38),(21 24113.096),(22 24602.885),(23 25033.453),(24 25416.115),(25 25709.566),(26 26040.844),(27 26348.361),(28 26642.516),(29 26833.955),(30 27096.453),(31 27376.352),(32 27771.395),(33 28018.018),(34 28287.451),(35 28465.648),(36 28658.732),(37 28685.498),(38 28709.848),(39 28955.592),(40 29214.996),(41 29372.34),(42 29534.844),(43 29564.979),(44 29599.686),(45 29637.771),(46 29956.18),(47 30203.43),(48 30562.26),(49 31000.346),(50 31265.305),(51 31479.27),(52 31719.516),(53 31724.63),(54 31857.27),(55 32070.297),(56 32212),(57 32308.639),(58 32476.953),(59 32709.467),(60 32929.58),(61 33122.6),(62 33316.12),(63 33373.867),(64 33343.266),(65 33307.293),(66 33238.555),(67 33211.75),(68 33190.008),(69 33190.996),(70 33210.42),(71 33395.35),(72 33689.688),(73 33997.98),(74 34264.15),(75 34404.57),(76 34557.64),(77 34629.426),(78 34793.46),(79 34884.68),
(1 2116.5803),(2 5165.2227),(3 8186.5273),(4 10414.131),(5 12162.908),(6 13399.358),(7 14429.9),(8 15391.335),(9 16304.936),(10 17216.879),(11 18076.596),(12 18921.203),(13 19636.268),(14 20245.58),(15 20880.24),(16 21577.21),(17 22223.814),(18 22938.172),(19 23679.877),(20 24254.979),(21 24824.572),(22 25375.553),(23 25998.172),(24 26575.904),(25 27113.553),(26 27586.727),(27 27895.828),(28 28044.398),(29 28275.004),(30 28628.768),(31 29056.879),(32 29365.639),(33 29748.463),(34 30175.684),(35 30426.97),(36 30576.229),(37 30592.902),(38 30765.592),(39 31167.9),(40 31581.852),(41 31829.996),(42 32061.107),(43 32266.46),(44 32367.336),(45 32339.365),(46 32460.217),(47 32651.416),(48 32976.215),(49 33214.3),(50 33435.785),(51 33545.58),(52 33551.22),(53 33496.195),(54 33491.21),(55 33558),(56 33530.13),(57 33606.78),(58 33744.027),(59 34021.992),(60 34191.57),(61 34196.91),(62 34141.69),(63 33974.625),(64 33742.99),(65 33639.984),(66 33553.965),(67 33537.523),(68 33620.957),(69 33835.094),(70 34241.11),(71 34552.703),(72 34748.848),(73 34947.13),(74 34957.74),(75 34937.563),(76 35047.605),(77 35095.32),(78 35153.508),(79 35185.05),
(1 2087.303),(2 5016.318),(3 7729.5474),(4 9728.103),(5 11224.379),(6 12289.239),(7 13185.379),(8 14073.2705),(9 14966.116),(10 15784.391),(11 16571.6),(12 17397.268),(13 18400.979),(14 19123.621),(15 19948.137),(16 20672.785),(17 21340.297),(18 22082.998),(19 22822.816),(20 23495.016),(21 24107.27),(22 24786.814),(23 25419.055),(24 25953.29),(25 26472.627),(26 26963.21),(27 27245.203),(28 27425.838),(29 27625.945),(30 28061.46),(31 28592.488),(32 29182.674),(33 29736.648),(34 30151.879),(35 30515.484),(36 30739.553),(37 31017.166),(38 31483.309),(39 31940.39),(40 32357.998),(41 32728.887),(42 33058.33),(43 33378.527),(44 33560.46),(45 33703.19),(46 33875.97),(47 34102.02),(48 34447.125),(49 34797.305),(50 35100.38),(51 35260.656),(52 35336.547),(53 35383.465),(54 35400.434),(55 35519.97),(56 35567.625),(57 35681.496),(58 35873.598),(59 36050.637),(60 36268.043),(61 36606.438),(62 36698.344),(63 36738.637),(64 36894.535),(65 36982.227),(66 37014.1),(67 37166),(68 37305.09),(69 37442.855),(70 37683.895),(71 37951.777),(72 38221.414),(73 38402.605),(74 38532.973),(75 38613.723),(76 38778.7),(77 38828.484),(78 38769.574),(79 38682.746),
(1 2014.6998),(2 4815.949),(3 7382.922),(4 9264.604),(5 10758.171),(6 11923.381),(7 12963.453),(8 13968.96),(9 14897.6875),(10 15769.554),(11 16635.219),(12 17499.576),(13 18493.732),(14 19256.102),(15 20020.102),(16 20690.457),(17 21356.193),(18 21993.54),(19 22705.836),(20 23362.055),(21 23967.082),(22 24640.809),(23 25172.482),(24 25559.445),(25 25871.09),(26 26363.1),(27 26809.465),(28 27099.078),(29 27346.55),(30 27667.063),(31 28154.47),(32 28633.205),(33 28948.91),(34 29106.078),(35 29361.623),(36 29527.951),(37 29725.58),(38 30017.742),(39 30360.62),(40 30559.375),(41 30835.541),(42 30997.652),(43 31183.037),(44 31232.043),(45 31246.787),(46 31267.783),(47 31480.781),(48 31797.402),(49 32150.28),(50 32639.867),(51 33042.465),(52 33187.74),(53 33359.574),(54 33459.27),(55 33560.316),(56 33640.367),(57 33824.043),(58 33949.867),(59 34179),(60 34359.77),(61 34563.785),(62 34665.695),(63 34664.33),(64 34650.516),(65 34634.914),(66 34682.215),(67 34805.42),(68 34978.563),(69 35071.39),(70 35224.703),(71 35562.695),(72 35786.3),(73 36159.535),(74 36311.543),(75 36487.99),(76 36571.113),(77 36690.355),(78 36723.574),(79 36812.094),
(1 2032.0338),(2 4861.5303),(3 7526.903),(4 9441.892),(5 10851.144),(6 11860.044),(7 12829.95),(8 13889.598),(9 14724.745),(10 15539.576),(11 16398.719),(12 17140.43),(13 18025.357),(14 18594.416),(15 19255.166),(16 20064.508),(17 20783.36),(18 21409.982),(19 22101.092),(20 22664.553),(21 23279.44),(22 23995.732),(23 24637.56),(24 25105.486),(25 25559.455),(26 25954.479),(27 26214.467),(28 26647.402),(29 27030.748),(30 27510.3),(31 27902.018),(32 28189.639),(33 28466.863),(34 28796.86),(35 29118.027),(36 29486.053),(37 29772.896),(38 30067.734),(39 30436.553),(40 30582.412),(41 30762.81),(42 30776.06),(43 30940.342),(44 31080.89),(45 31141.023),(46 31169.564),(47 31303.014),(48 31601.412),(49 31884.164),(50 32131.42),(51 32320.955),(52 32473.717),(53 32611.19),(54 32840.465),(55 33148.84),(56 33199.473),(57 33300.91),(58 33385.867),(59 33524.56),(60 33724.344),(61 33873.758),(62 33934.805),(63 33869.48),(64 33767.867),(65 33652.7),(66 33690.09),(67 33732.332),(68 33831.027),(69 33698.24),(70 33628.59),(71 33583.645),(72 33465.832),(73 33607.594),(74 33731.92),(75 33861.875),(76 33996.08),(77 34145.92),(78 34358.84),(79 34612.11),
(1 1974.4442),(2 4660.3457),(3 7219.385),(4 9212.207),(5 10782.336),(6 11987.212),(7 12958.926),(8 13850.224),(9 14597.631),(10 15392.391),(11 16207.108),(12 17008.375),(13 18048.594),(14 18656.46),(15 19313.78),(16 19960.85),(17 20592.982),(18 21220.227),(19 21740.611),(20 22231.822),(21 22719.484),(22 23489.68),(23 24227.906),(24 24750.21),(25 25099.65),(26 25394.574),(27 25545.057),(28 25833.355),(29 26257.387),(30 26710.215),(31 27163.611),(32 27539.18),(33 27881.762),(34 28133.145),(35 28451.326),(36 28832.148),(37 29338.934),(38 29705.773),(39 30163.928),(40 30411.615),(41 30617.447),(42 30714.303),(43 30872.078),(44 30945.934),(45 31003.227),(46 31061.31),(47 30999.955),(48 31136.8),(49 31285.643),(50 31357.94),(51 31512.979),(52 31560.76),(53 31524.717),(54 31552.303),(55 31808.791),(56 31874.771),(57 31894.012),(58 31856.018),(59 31963.184),(60 32010.588),(61 32102.56),(62 32173.02),(63 32241.447),(64 32181.613),(65 32245.035),(66 32329.947),(67 32476.697),(68 32671.355),(69 32862.875),(70 32948.125),(71 33131.586),(72 33192.547),(73 33256.223),(74 33462.23),(75 33676.098),(76 33871.7),(77 34006.098),(78 34091.84),(79 34225.254),
(1 1950.7562),(2 4634.4116),(3 7037.0825),(4 8829.942),(5 10241.527),(6 11284.457),(7 12123.923),(8 12969.798),(9 13769.614),(10 14732.784),(11 15607.577),(12 16446.127),(13 17564.986),(14 18203.586),(15 18914.037),(16 19537.693),(17 20184.355),(18 20900.16),(19 21508.105),(20 22101.35),(21 22793.139),(22 23525.338),(23 24028.758),(24 24592.498),(25 25178.459),(26 25751.922),(27 26145.984),(28 26363.248),(29 26597.592),(30 26822.691),(31 26992.238),(32 27208.549),(33 27495.916),(34 27903.5),(35 28358.738),(36 28590.955),(37 28891.93),(38 29009.314),(39 29063.355),(40 29123.725),(41 29291.348),(42 29410.826),(43 29415.516),(44 29435.47),(45 29351.365),(46 29349.225),(47 29224.32),(48 29238.55),(49 29141.393),(50 29177.031),(51 29259.625),(52 29271.23),(53 29320.54),(54 29477.145),(55 29605.244),(56 29657.676),(57 29672.854),(58 29760.219),(59 29843.158),(60 29994.34),(61 30176.82),(62 30330.955),(63 30313.959),(64 30247.11),(65 30290.951),(66 30257.254),(67 30364.13),(68 30603.283),(69 30805.21),(70 31025.795),(71 31276.436),(72 31462.178),(73 31524.21),(74 31662.69),(75 31713.465),(76 31879.111),(77 32103.82),(78 32345.701),(79 32617.46),
(1 1986.5424),(2 4701.552),(3 7232.997),(4 9017.59),(5 10412.681),(6 11517.002),(7 12582.742),(8 13559.753),(9 14538.227),(10 15362.428),(11 16156.67),(12 17005.021),(13 18155.361),(14 18958.186),(15 19777.084),(16 20508.102),(17 21136.73),(18 21738.45),(19 22143.9),(20 22548.479),(21 23045.66),(22 23697.908),(23 24153.586),(24 24502.383),(25 24790.207),(26 25052.605),(27 25261.45),(28 25300.705),(29 25469.744),(30 25743.322),(31 25870.447),(32 26077.002),(33 26263.62),(34 26439.744),(35 26602.898),(36 26874.582),(37 27138.84),(38 27353.84),(39 27515.754),(40 27588.852),(41 27636.385),(42 27662.688),(43 27786.387),(44 27867.348),(45 27954.512),(46 28113.72),(47 28158.62),(48 28165.842),(49 28143.656),(50 28135.334),(51 28252.45),(52 28323.217),(53 28399.79),(54 28680.283),(55 28804.67),(56 29051.438),(57 29283.344),(58 29478.273),(59 29554.861),(60 29702.686),(61 30037.74),(62 30194.69),(63 30285.512),(64 30473.18),(65 30831.783),(66 31056.346),(67 31279.52),(68 31450.686),(69 31463.908),(70 31583.18),(71 31832.945),(72 31994.18),(73 32038.77),(74 32040.873),(75 32078.033),(76 32245.059),(77 32380.586),(78 32562.71),(79 32729.406),
(1 2046.4738),(2 4857.3535),(3 7450.964),(4 9146.73),(5 10379.159),(6 11312.637),(7 12203.155),(8 13084.561),(9 14047.933),(10 14860.086),(11 15553.419),(12 16307.739),(13 17177.361),(14 17838.213),(15 18470.742),(16 19018.43),(17 19666.965),(18 20240.977),(19 20652.436),(20 20928.623),(21 21298.076),(22 21698.266),(23 22002.582),(24 22290.129),(25 22649.13),(26 22908.13),(27 23122.238),(28 23434.354),(29 23915.951),(30 24379.057),(31 24620.105),(32 24926.68),(33 25311.848),(34 25679.594),(35 26012.521),(36 26283.514),(37 26549.207),(38 26670.936),(39 26842.646),(40 27076.371),(41 27320.924),(42 27518.355),(43 27584.717),(44 27737.64),(45 28030.438),(46 28224.236),(47 28333.719),(48 28472.623),(49 28562.035),(50 28598.457),(51 28651.11),(52 28676.957),(53 28758.748),(54 29039.719),(55 29222.336),(56 29360.7),(57 29374.15),(58 29419.479),(59 29573.533),(60 29700.516),(61 29849.611),(62 29921.785),(63 29927.863),(64 30048.094),(65 30342.113),(66 30573.88),(67 30870.488),(68 31037.293),(69 31117.033),(70 31122.549),(71 31073.51),(72 31176.227),(73 31309.521),(74 31336.072),(75 31415.172),(76 31498.182),(77 31602.744),(78 31819.066),(79 32045.549),
(1 1948.0314),(2 4516.388),(3 6812.1772),(4 8380.608),(5 9581.643),(6 10462.85),(7 11301.627),(8 12099.15),(9 12992.655),(10 13901.515),(11 14730.597),(12 15541.808),(13 16347.35),(14 16929.65),(15 17468.043),(16 17980.576),(17 18424.484),(18 18965.346),(19 19510.299),(20 19961.842),(21 20432.709),(22 20899.31),(23 21313.793),(24 21687.791),(25 22097.717),(26 22383.525),(27 22667.826),(28 23127.1),(29 23638.443),(30 24152.11),(31 24505.31),(32 24711.693),(33 24945.371),(34 25354.041),(35 25629.857),(36 26043.365),(37 26367.05),(38 26635.36),(39 26746.56),(40 26918.982),(41 27048.703),(42 27341.281),(43 27642.229),(44 27835.607),(45 27967.596),(46 28104.021),(47 28273.668),(48 28274.67),(49 28278.348),(50 28441.102),(51 28552.379),(52 28609.816),(53 28586.885),(54 28725.975),(55 28742.213),(56 28773.69),(57 28732.756),(58 28867.313),(59 29043.742),(60 29184.02),(61 29237.08),(62 29277.297),(63 29300.09),(64 29441.883),(65 29559.49),(66 29709.709),(67 29891.244),(68 30007.238),(69 30228.273),(70 30395.021),(71 30417.723),(72 30556.744),(73 30664.516),(74 30857.416),(75 30970.582),(76 31254.943),(77 31505.91),(78 31941.34),(79 32337.32),
(1 1986.4672),(2 4616.861),(3 7033.7056),(4 8686.782),(5 9978.044),(6 11019.543),(7 11936.15),(8 12802.797),(9 13702.329),(10 14571.056),(11 15419.962),(12 16046.133),(13 16800.56),(14 17380.926),(15 17978.293),(16 18543.809),(17 19101.607),(18 19681.975),(19 20191.05),(20 20699.443),(21 21123.92),(22 21489.37),(23 21876.701),(24 22306.879),(25 22746.223),(26 23021.283),(27 23347.186),(28 23763.104),(29 24214.445),(30 24589.807),(31 24843.53),(32 24840.582),(33 24890.107),(34 25177.49),(35 25447.436),(36 25692.518),(37 25863.943),(38 26127.31),(39 26342.018),(40 26534.254),(41 26763.03),(42 27208.262),(43 27635.893),(44 28011.352),(45 28205.998),(46 28524.752),(47 28725.018),(48 28886.94),(49 29037.166),(50 29249.97),(51 29467.385),(52 29660.678),(53 29640.492),(54 29748.123),(55 29735.95),(56 29725.36),(57 29659.588),(58 29724.555),(59 29859.92),(60 29941.81),(61 30015.098),(62 30098.654),(63 30190.838),(64 30326.975),(65 30419.932),(66 30529.865),(67 30619.621),(68 30703.709),(69 30794.033),(70 30905.74),(71 30935.664),(72 30915.383),(73 30857.861),(74 30832.836),(75 30829.297),(76 30863.658),(77 30967.7),(78 31158.307),(79 31429.754),
(1 2015.8593),(2 4744.1323),(3 7234.9634),(4 8760.836),(5 9953.994),(6 10918.926),(7 11957.303),(8 12927.767),(9 13701.946),(10 14507.782),(11 15393.82),(12 16153.464),(13 16890.871),(14 17568.033),(15 18210.11),(16 18737.55),(17 19190.715),(18 19764.486),(19 20227.574),(20 20656.521),(21 20990.191),(22 21254.227),(23 21524.672),(24 21926.453),(25 22370.846),(26 22754.357),(27 23083.361),(28 23541.727),(29 23885.127),(30 24181.695),(31 24438.887),(32 24582.502),(33 24673.328),(34 24988.04),(35 25374.73),(36 25713.797),(37 25892.367),(38 26059.38),(39 26331.607),(40 26544.379),(41 26943.697),(42 27525.256),(43 28155.072),(44 28651.393),(45 28914.55),(46 29238.605),(47 29519.879),(48 29776.326),(49 29902.033),(50 30103.322),(51 30231.857),(52 30325.285),(53 30386.725),(54 30406.45),(55 30429.746),(56 30553.834),(57 30627.441),(58 30683.174),(59 30751.88),(60 30726.355),(61 30766.266),(62 30822.371),(63 30742.861),(64 30795.559),(65 30843.715),(66 30985.762),(67 31030.86),(68 31020.928),(69 31173.13),(70 31316.393),(71 31348.102),(72 31379.781),(73 31438.074),(74 31522.617),(75 31567.701),(76 31586.465),(77 31630.877),(78 31660.582),(79 31730.916),
(1 1989.7126),(2 4682.5483),(3 7208.6685),(4 8816.278),(5 9917.891),(6 10743.814),(7 11574.136),(8 12415.556),(9 13218.939),(10 14115.979),(11 14982.716),(12 15594.313),(13 16250.944),(14 16744.512),(15 17319.434),(16 17833.17),(17 18422.783),(18 19121.158),(19 19631.453),(20 19952.854),(21 20239.697),(22 20618.482),(23 21057.916),(24 21648.744),(25 22071.984),(26 22451.824),(27 22784.834),(28 23187.547),(29 23489.041),(30 23874.115),(31 24151.873),(32 24408.832),(33 24619.219),(34 24938.113),(35 25241.824),(36 25608.105),(37 25813.92),(38 26059.084),(39 26442.133),(40 26751.893),(41 27143.715),(42 27456.205),(43 27878.125),(44 28129.477),(45 28238.98),(46 28436.063),(47 28632.537),(48 28778.596),(49 28915.523),(50 29030.883),(51 29163.846),(52 29341.42),(53 29454.707),(54 29526.305),(55 29560.666),(56 29455.363),(57 29329.178),(58 29410.977),(59 29521.926),(60 29518.441),(61 29593.482),(62 29608.451),(63 29779.314),(64 29884.455),(65 30090.277),(66 30280.555),(67 30447.736),(68 30552.004),(69 30735.72),(70 30839.393),(71 31053.195),(72 31208.816),(73 31412.148),(74 31696.559),(75 32093.965),(76 32343.914),(77 32629.723),(78 32774.77),(79 32857.555),
(1 1949.3824),(2 4585.834),(3 6972.183),(4 8593.4795),(5 9791.215),(6 10633.48),(7 11540.087),(8 12401.597),(9 13138.123),(10 13965.588),(11 14852.924),(12 15549.426),(13 16240.966),(14 16882.209),(15 17496.22),(16 18037.44),(17 18492.69),(18 18981.895),(19 19400.24),(20 19741.736),(21 20060.488),(22 20290.475),(23 20560.854),(24 20959.219),(25 21281.818),(26 21512.455),(27 21884.666),(28 22334.566),(29 22710.498),(30 22946.86),(31 23056.734),(32 23240.48),(33 23434.69),(34 23785.773),(35 24059.13),(36 24322.893),(37 24460.387),(38 24632.992),(39 24889.086),(40 25016.846),(41 25300.297),(42 25561.703),(43 25753.129),(44 25930.535),(45 25952.219),(46 26022.535),(47 26025.373),(48 26105.637),(49 26129.59),(50 26220.7),(51 26325.299),(52 26399.287),(53 26460.965),(54 26551.87),(55 26574.23),(56 26519.709),(57 26504.498),(58 26464.605),(59 26512.918),(60 26596.303),(61 26620.953),(62 26608.535),(63 26529.13),(64 26629.305),(65 26720.486),(66 26807.506),(67 26862.766),(68 26964.232),(69 27060.867),(70 27225.764),(71 27466.887),(72 27768.19),(73 28093.11),(74 28323.291),(75 28542.287),(76 28793.896),(77 29107.598),(78 29393.246),(79 29600.695),
(1 1893.4796),(2 4427.478),(3 6756.038),(4 8370.001),(5 9580.751),(6 10486.933),(7 11362.469),(8 12245.494),(9 13078.101),(10 13868.853),(11 14669.332),(12 15358.696),(13 16052.662),(14 16650.535),(15 17226.422),(16 17691.242),(17 18007.373),(18 18398.553),(19 18760.121),(20 19206.727),(21 19554.28),(22 19830.023),(23 20135.441),(24 20375.502),(25 20624.686),(26 20723.875),(27 21012.068),(28 21454.646),(29 21848.734),(30 21996.328),(31 22022.086),(32 22186.102),(33 22431.277),(34 22798.361),(35 23185.043),(36 23491.83),(37 23681.102),(38 23815.465),(39 23999.404),(40 24112.219),(41 24365.006),(42 24579.623),(43 24555.732),(44 24637.158),(45 24694.271),(46 24735.223),(47 24809.273),(48 24906.063),(49 24954.521),(50 24921.104),(51 24895.03),(52 24947.805),(53 25002.42),(54 25141.736),(55 25315.803),(56 25414.646),(57 25425.639),(58 25389.428),(59 25424.686),(60 25454.84),(61 25484.838),(62 25554.758),(63 25708.527),(64 25953.895),(65 26117.756),(66 26251.38),(67 26321.576),(68 26278.957),(69 26317.582),(70 26349.162),(71 26510.418),(72 26674.527),(73 26793.613),(74 26769.814),(75 26806.48),(76 26933.918),(77 27027.027),(78 27246.068),(79 27443.309),
(1 1844.8057),(2 4270.7964),(3 6487.1973),(4 8038.4585),(5 9215.481),(6 10128.595),(7 11020.469),(8 11924.614),(9 12788.858),(10 13671.847),(11 14405.555),(12 14988.773),(13 15757.455),(14 16336.147),(15 17102.95),(16 17687.154),(17 18228.117),(18 18709.121),(19 19103.865),(20 19592.066),(21 20059.768),(22 20537.531),(23 21097.873),(24 21693.646),(25 22182.635),(26 22474.03),(27 22814.871),(28 23343.047),(29 23834.438),(30 24208.316),(31 24481.143),(32 24735.746),(33 24951.297),(34 25099.527),(35 25378.033),(36 25721.695),(37 25931.873),(38 26018.27),(39 26105.889),(40 26005.05),(41 25999.303),(42 26187.748),(43 26244.033),(44 26258.666),(45 26168.74),(46 26117.87),(47 26103.805),(48 26148.092),(49 26116.766),(50 26051.5),(51 26039.064),(52 26069.947),(53 26090.223),(54 26088.23),(55 26147.248),(56 26216.893),(57 26405.422),(58 26658.334),(59 26959.201),(60 27231.26),(61 27504.613),(62 27747.6),(63 27973.799),(64 28149.584),(65 28319.432),(66 28492.492),(67 28678.037),(68 28777.41),(69 28786.172),(70 28808.84),(71 29042.746),(72 29168.857),(73 29267.383),(74 29335.611),(75 29479.186),(76 29630.553),(77 29708.033),(78 29793.521),(79 29813.008),
(1 1783.3159),(2 4085.6128),(3 6214.6567),(4 7644.442),(5 8746.232),(6 9632.119),(7 10458.983),(8 11262.474),(9 11999.902),(10 12714.74),(11 13434.904),(12 14161.508),(13 15054.226),(14 15709.717),(15 16418.799),(16 17074.863),(17 17673.605),(18 18190.537),(19 18653.193),(20 19049.482),(21 19544.941),(22 19830.62),(23 20212.738),(24 20566.822),(25 20702.377),(26 20832.58),(27 21147.645),(28 21559.186),(29 21853.072),(30 22123.82),(31 22372.305),(32 22680.334),(33 22836.066),(34 23080.379),(35 23232.656),(36 23390.54),(37 23433.967),(38 23378.393),(39 23397.105),(40 23309.447),(41 23416.436),(42 23597.238),(43 23809.592),(44 23869.664),(45 23887.648),(46 23956.846),(47 24135.633),(48 24348.709),(49 24518.365),(50 24621.053),(51 24720.928),(52 24765.352),(53 24857.572),(54 24990.246),(55 25114.996),(56 25203.379),(57 25177.643),(58 25275.656),(59 25361.932),(60 25550.596),(61 25689.324),(62 25820.186),(63 25971.244),(64 26208.057),(65 26418.621),(66 26564.219),(67 26679.764),(68 26791.836),(69 26892.695),(70 27127.768),(71 27433.502),(72 27633.578),(73 27864.857),(74 28080.902),(75 28314.543),(76 28531.912),(77 28794.332),(78 29207.299),(79 29425.857),
