1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 78658.38),(2 285020.9),(3 578715.3),(4 930178),(5 1327069.4),(6 1733126.5),(7 2060157.6),(8 2335638.8),(9 2573455),(10 2690926.3),(11 2748424.3),(12 2751258.8),(13 2704342.3),(14 2626930.3),(15 2507774.3),(16 2390063.3),(17 2276850.8),(18 2192793.8),(19 2176364.3),(20 2241930.3),(21 2349741.8),(22 2512221.8),(23 2745081.3),(24 2982881.3),(25 3268496.8),(26 3575878),(27 3889716.8),(28 4182198),(29 4463160.5),(30 4738186.5),(31 5030920.5),(32 5359808),(33 5662698.5),(34 5943841.5),(35 6224478),(36 6496398.5),(37 6766868),(38 7007868),(39 7183348),(40 7335493.5),(41 7430408),(42 7462432.5),(43 7429371.5),(44 7460625.5),(45 7510826),(46 7567946),(47 7624510.5),(48 7627677.5),(49 7628163.5),(50 7603732),(51 7570298),(52 7499102.5),(53 7396762),(54 7244163.5),(55 7115297.5),(56 7013275.5),(57 6915303.5),(58 6860298.5),(59 6839676),(60 6908132),(61 6996766.5),(62 7227148.5),(63 7542209.5),(64 7995263.5),(65 8581874),(66 9395207),(67 10370343),(68 11455435),(69 12474003),(70 13659936),(71 14893312),(72 16088115),(73 17311530),(74 18677266),(75 20041932),(76 21390876),(77 22853040),(78 24280586),(79 25724768),
(1 31511.807),(2 70794.37),(3 102092.484),(4 116554.6),(5 120939.8),(6 118131.02),(7 111783.93),(8 112900.516),(9 111980.37),(10 112751.6),(11 113022.64),(12 112130.79),(13 114189.555),(14 115218.73),(15 117853.195),(16 117677.484),(17 119676.06),(18 120352.836),(19 121032.09),(20 123803.55),(21 124797.92),(22 124632.586),(23 124928.95),(24 126909.43),(25 124712.37),(26 122977.72),(27 122663.62),(28 122611.125),(29 120471.05),(30 120618.664),(31 123058.57),(32 125713.44),(33 128082.125),(34 129039.67),(35 128188.234),(36 127580.44),(37 129104.11),(38 130391.79),(39 134281.64),(40 140848.14),(41 141392.25),(42 139448.23),(43 137661.05),(44 138782.2),(45 142312.9),(46 148427.03),(47 152061.48),(48 149025.5),(49 149811.31),(50 151760),(51 153704.34),(52 153877.33),(53 152204.25),(54 153233.42),(55 154984.16),(56 158598.28),(57 159502),(58 158862.94),(59 157321.64),(60 153201.95),(61 150900.94),(62 151179.44),(63 152867.72),(64 158683.48),(65 160582.95),(66 163021.98),(67 164793.9),(68 165287.69),(69 171118.3),(70 171094.05),(71 169906.14),(72 163790.28),(73 162971.56),(74 164212.53),(75 169974.48),(76 172616),(77 170058.67),(78 171153.44),(79 170943.16),
(1 30785.703),(2 66176.74),(3 95389.87),(4 108060.41),(5 110882.91),(6 110708.46),(7 105132.25),(8 105740.49),(9 103706.24),(10 106354.14),(11 107068.57),(12 104863.52),(13 106586.99),(14 107152.56),(15 107953.34),(16 105535.65),(17 109132.81),(18 111598.07),(19 115856.72),(20 121326.56),(21 123126.586),(22 118734.055),(23 114629.766),(24 114484.08),(25 114822.71),(26 115968.766),(27 116831.98),(28 117708.5),(29 119168.55),(30 121502.87),(31 122487.59),(32 122874.195),(33 121502.16),(34 121216.62),(35 124346.63),(36 128022.42),(37 131782.69),(38 131291.97),(39 131348.86),(40 131669.84),(41 130404.086),(42 132946.52),(43 135365.27),(44 138144.05),(45 138823.25),(46 140111.78),(47 141290.33),(48 140059.45),(49 138478.17),(50 140248.33),(51 141763.05),(52 144263.9),(53 144589.8),(54 143717.86),(55 142518.11),(56 141191.27),(57 140974.47),(58 142342.97),(59 144228.47),(60 145242.22),(61 146919.25),(62 151084.1),(63 151930.69),(64 153653.89),(65 153587.78),(66 155357.08),(67 156742.27),(68 157199.4),(69 160342.47),(70 156869.16),(71 159015.69),(72 157520.22),(73 161707.8),(74 165371.22),(75 168023.5),(76 169649.31),(77 167346.16),(78 169156.08),(79 163882.7),
(1 31063.314),(2 65241.957),(3 93902.65),(4 105857.016),(5 108242.06),(6 108492.98),(7 103485.22),(8 104016.695),(9 101536.81),(10 105062.45),(11 106972.375),(12 106403.89),(13 107534.055),(14 103834.9),(15 104514.914),(16 104534.49),(17 108287.55),(18 109370.555),(19 112588.19),(20 115950.72),(21 117203.22),(22 114522.06),(23 113742.75),(24 117045.65),(25 115093.42),(26 115885.2),(27 115768.88),(28 117953.7),(29 122260.17),(30 125784.32),(31 126484.74),(32 127452.1),(33 126019.945),(34 124861.17),(35 127215.59),(36 129029.664),(37 128489.375),(38 129287.25),(39 132635.97),(40 135407.63),(41 134350.52),(42 136523.1),(43 138722.67),(44 140705.9),(45 141138.11),(46 142517.53),(47 147553.48),(48 148045.16),(49 147019.77),(50 146919.08),(51 146852.52),(52 148327.5),(53 148177.28),(54 149895.16),(55 152687.69),(56 153950.1),(57 153552.44),(58 153970.1),(59 150861.34),(60 148741.58),(61 150820.16),(62 152818.4),(63 156093.36),(64 162747.69),(65 167281.89),(66 167298.64),(67 165586.92),(68 162793.45),(69 165724.03),(70 163241.25),(71 166215.73),(72 169935.11),(73 174249.45),(74 174128.3),(75 175774.03),(76 176266.4),(77 172859.56),(78 174584.64),(79 172681.53),
(1 31800.748),(2 68125.66),(3 97203.71),(4 108916.46),(5 110366.875),(6 106542.76),(7 100058.03),(8 102058.97),(9 102481.32),(10 106738.445),(11 110516.12),(12 109552.03),(13 111219.85),(14 107910.586),(15 107752.695),(16 106625.4),(17 108721.695),(18 111412.4),(19 114622.2),(20 116791.7),(21 115560.94),(22 115885.07),(23 117928.71),(24 119199.875),(25 115182.5),(26 112359.74),(27 111781.23),(28 112187.664),(29 112228.305),(30 112760.07),(31 115803.95),(32 119339.3),(33 120469.945),(34 120121.87),(35 120068.6),(36 120317.05),(37 120194.11),(38 121467.21),(39 123630.49),(40 124332.82),(41 124040.34),(42 126893.76),(43 128166.59),(44 127916.85),(45 126787.44),(46 127311.23),(47 130749.9),(48 132311.72),(49 135977.13),(50 138414.16),(51 139966.67),(52 139628.31),(53 139024.78),(54 138575.45),(55 138138.17),(56 138619.45),(57 140568.89),(58 141233.84),(59 139288.78),(60 138483.39),(61 139581.95),(62 144266.22),(63 148237.19),(64 154019.67),(65 154929.38),(66 153393.98),(67 151704.11),(68 151200.16),(69 151071.97),(70 148845.61),(71 153887.53),(72 153941.1),(73 158716.58),(74 155922.64),(75 156284.84),(76 156695.89),(77 155805.13),(78 158877.58),(79 160286),
(1 31678.115),(2 68552.58),(3 98647.21),(4 112456.13),(5 114164.89),(6 113027.77),(7 105585.57),(8 106338.67),(9 104589.9),(10 104086.66),(11 103730.06),(12 101876.75),(13 103355.87),(14 100318.87),(15 100708.4),(16 100490.01),(17 105915.44),(18 109356.94),(19 111108.59),(20 110179.34),(21 106144.086),(22 106874.72),(23 108547.48),(24 111667.01),(25 111873.66),(26 109935.69),(27 109878.87),(28 112101.84),(29 112131.13),(30 112961.266),(31 116754.12),(32 118349.26),(33 116567.57),(34 117227.86),(35 119443.914),(36 119645.625),(37 119009.12),(38 118894.03),(39 120309.67),(40 121833.195),(41 123060.375),(42 126744.26),(43 127804.17),(44 130631.11),(45 131270.8),(46 131455.3),(47 133388.4),(48 134603.56),(49 135921.81),(50 136988.13),(51 137547.17),(52 137737.61),(53 137712.34),(54 136597.75),(55 134162.81),(56 136258.8),(57 139238.5),(58 140448.58),(59 142681.9),(60 145437.47),(61 148688.14),(62 152526.72),(63 153476.78),(64 156340.06),(65 157467.72),(66 156632.52),(67 155926.56),(68 153643.86),(69 155978.77),(70 156076.83),(71 159750.63),(72 160821.98),(73 161478),(74 160147.69),(75 160910.67),(76 163274.94),(77 166158.55),(78 172077.19),(79 169552.66),
(1 31755.291),(2 69175.52),(3 100209.695),(4 113608.17),(5 113774.33),(6 110768.66),(7 103252.49),(8 104553.51),(9 103550.18),(10 106195.13),(11 104440.66),(12 102630.28),(13 103983.875),(14 101956.414),(15 101529.95),(16 102640.1),(17 106561.664),(18 109314.49),(19 110741.87),(20 110761.31),(21 109701.664),(22 111153.46),(23 110870.89),(24 111983.52),(25 112581.23),(26 113759.805),(27 116251.85),(28 118038.38),(29 116799.03),(30 114816.96),(31 113576.805),(32 115676.516),(33 118705.31),(34 123375.72),(35 123938.984),(36 123649.54),(37 122631.72),(38 123177.02),(39 121707.03),(40 125532.984),(41 129604.086),(42 133315.88),(43 133963.52),(44 135505.77),(45 135415.6),(46 135538.7),(47 137907.98),(48 140929.89),(49 142267.9),(50 141321.36),(51 137467.33),(52 135830.3),(53 133615.97),(54 133307.66),(55 136794.95),(56 143070.86),(57 147291.97),(58 147811.31),(59 145922.56),(60 144965.8),(61 145046.9),(62 148994.33),(63 149039.61),(64 149215.9),(65 148402.1),(66 149347.64),(67 150187.39),(68 151720.78),(69 152061.17),(70 149400.38),(71 153792.17),(72 153906.83),(73 155032.03),(74 154800.52),(75 156314.17),(76 159507.69),(77 164039.19),(78 171349.78),(79 167286.64),
(1 28838.545),(2 64518.816),(3 89975.375),(4 98999.52),(5 97623.27),(6 93248.26),(7 85418.09),(8 88199.5),(9 90794.66),(10 93490.12),(11 92980.164),(12 90247.08),(13 89757.59),(14 87597.06),(15 90475.62),(16 92893.125),(17 98029.516),(18 100527.43),(19 100890.07),(20 100580.664),(21 98421.12),(22 100585.75),(23 101915.78),(24 103419.13),(25 102667.37),(26 103043.34),(27 104132.055),(28 101013.15),(29 98398.23),(30 97398.3),(31 99497.01),(32 101289.02),(33 104278.77),(34 107192.13),(35 108211.195),(36 107526.33),(37 107703.9),(38 108688.68),(39 106699.81),(40 108128.17),(41 111332),(42 113817.94),(43 115728.7),(44 113800.39),(45 111802.31),(46 110143.71),(47 113005.336),(48 117977.82),(49 122165.14),(50 121116.62),(51 120058.55),(52 120638.13),(53 118971.4),(54 119300.98),(55 121536.625),(56 123740.5),(57 126534.445),(58 128853.7),(59 130056.21),(60 129721.32),(61 129374.85),(62 130198.836),(63 128255.28),(64 127286.29),(65 128362.39),(66 130144.58),(67 130294.46),(68 132596.44),(69 133618.05),(70 131313.28),(71 132375.56),(72 131434.89),(73 133452.27),(74 134082.05),(75 133321.8),(76 134491.67),(77 135385.78),(78 137202.66),(79 136100.36),
(1 28004.297),(2 62271.367),(3 87349.93),(4 96106.31),(5 95383.36),(6 93053.94),(7 87332.25),(8 87074.82),(9 87641.305),(10 90816.74),(11 92312.266),(12 92860.664),(13 91920.77),(14 88571.4),(15 92560.02),(16 95030.3),(17 95421.82),(18 93466.29),(19 91084.4),(20 90301.61),(21 90974.016),(22 96181.65),(23 100022.9),(24 104005.35),(25 105725.48),(26 105091.79),(27 103984.914),(28 101403.695),(29 97658.93),(30 95790.38),(31 96091.11),(32 98342.54),(33 102004.83),(34 104592.43),(35 106390.664),(36 104840.62),(37 104853.445),(38 105181.984),(39 104380.79),(40 106115.92),(41 109234.92),(42 112557.59),(43 114051.56),(44 114301.63),(45 114537.54),(46 113301.06),(47 113236.82),(48 113877.7),(49 114033.58),(50 115667.34),(51 118468.58),(52 119805.83),(53 120150.664),(54 122782.96),(55 122196.95),(56 120355.69),(57 119474.836),(58 120830.68),(59 120812.99),(60 119160.78),(61 120482.52),(62 120924.96),(63 120372),(64 121746.5),(65 123125.39),(66 122724.34),(67 122833.88),(68 123892.07),(69 126132.78),(70 127029.04),(71 129018.96),(72 128111.41),(73 128928.68),(74 129199.77),(75 128362.33),(76 127963.805),(77 127253.22),(78 128872.805),(79 128623.49),
(1 29127.504),(2 65018.867),(3 92262.266),(4 102373.305),(5 99540.23),(6 94279.12),(7 88076.55),(8 89885.22),(9 91932.88),(10 96720.97),(11 98067.164),(12 97206.43),(13 95854.17),(14 92972.79),(15 93988.52),(16 93113.57),(17 94369.42),(18 92881.27),(19 89634.56),(20 88970.59),(21 91145.18),(22 97080.72),(23 100742.83),(24 102398.875),(25 101461.13),(26 102014.51),(27 102290.38),(28 100111.91),(29 97649.36),(30 97148.445),(31 96364.13),(32 99247.68),(33 103135.586),(34 106361.086),(35 109564.445),(36 110276.23),(37 111266.04),(38 107998.81),(39 104726.28),(40 106403.734),(41 111220.305),(42 116505.46),(43 119060.04),(44 121506.34),(45 120427.56),(46 117123.734),(47 113259.41),(48 111605.836),(49 113851.86),(50 118555.5),(51 122328.914),(52 122458.44),(53 121523.836),(54 122633.12),(55 119940.9),(56 117213.05),(57 116491.875),(58 116952.016),(59 119296),(60 123489.086),(61 126378.15),(62 124684.125),(63 122012.2),(64 123935.05),(65 124910.87),(66 124288.164),(67 125994.98),(68 128115.31),(69 131177.92),(70 130843.01),(71 132418.4),(72 131599.83),(73 132359.42),(74 131555.8),(75 131937.64),(76 135561.94),(77 136846.02),(78 137109.13),(79 134852.6),
(1 30024.764),(2 63997.656),(3 88984.65),(4 97595.96),(5 94887.6),(6 92077.36),(7 85769.94),(8 88188.63),(9 89148.92),(10 91391.01),(11 90868.2),(12 90971.25),(13 90662.5),(14 88266.49),(15 89454.586),(16 89202.56),(17 90714.94),(18 90890.04),(19 89473.516),(20 87557.44),(21 89377.18),(22 94065.336),(23 95716.484),(24 97579.984),(25 97710.414),(26 98225.51),(27 98883.39),(28 98102.49),(29 97305.36),(30 95764.875),(31 96622.984),(32 97828.69),(33 99280.62),(34 102625.38),(35 104266.03),(36 106754.8),(37 110446.63),(38 109592.81),(39 108100.27),(40 107517.25),(41 107734.01),(42 110425.67),(43 112841.945),(44 116401.695),(45 116539.73),(46 116740.55),(47 116498.414),(48 116766.49),(49 121124.74),(50 123668.766),(51 121753.53),(52 118582.055),(53 119327.37),(54 122008.4),(55 123194.164),(56 124091.52),(57 123371.34),(58 122040.73),(59 122427.22),(60 126744.6),(61 128450.53),(62 130465.38),(63 129002.34),(64 129194.91),(65 128194.45),(66 129429.69),(67 129063.78),(68 129916.74),(69 132624.36),(70 131993.56),(71 133197.81),(72 131150.94),(73 129946.8),(74 128557.62),(75 131052.984),(76 136616.47),(77 138062.47),(78 138826.97),(79 133237.78),
(1 31097.783),(2 63296.965),(3 86539.44),(4 94863.13),(5 90277.66),(6 86197.99),(7 80073.18),(8 84917.33),(9 85876.29),(10 89309.26),(11 90542.086),(12 88454.766),(13 89110.08),(14 87050.08),(15 90261.08),(16 90356.805),(17 92952.586),(18 93748.016),(19 94385.34),(20 93205.305),(21 91102.75),(22 91459.69),(23 90496.35),(24 92516.94),(25 92715.336),(26 95176.64),(27 97914.81),(28 97963.13),(29 98313.12),(30 97289.87),(31 95658.11),(32 98164.36),(33 101582.66),(34 102816.37),(35 104473.88),(36 106724.67),(37 107923.25),(38 107776.55),(39 108039.26),(40 109982.98),(41 111591.29),(42 116707.266),(43 118475.76),(44 122292.53),(45 121606.9),(46 121723.43),(47 122511.23),(48 121914.61),(49 124749.13),(50 124815.63),(51 123232.734),(52 124520.22),(53 128699.5),(54 128637.85),(55 130290.26),(56 131447.52),(57 130306.49),(58 129513.17),(59 129888.3),(60 132355.95),(61 133785.52),(62 136751.16),(63 135994.47),(64 137962.55),(65 139334.27),(66 140577.56),(67 140047.42),(68 139619.38),(69 141283.02),(70 138319.61),(71 141383.45),(72 145123.48),(73 151739.97),(74 150087.52),(75 149713.34),(76 152399.16),(77 152283.38),(78 155744),(79 150605.11),
(1 27439.523),(2 56604.297),(3 75574.76),(4 82400.62),(5 81067.35),(6 79624.93),(7 74980.836),(8 76045.305),(9 73994.11),(10 75028.39),(11 78193.34),(12 79188.72),(13 82470.61),(14 79723.56),(15 81725.42),(16 80426.8),(17 80532.195),(18 80429.2),(19 81020.54),(20 80994.055),(21 83619.85),(22 87190.76),(23 87794.83),(24 87694.73),(25 85756.61),(26 86444.766),(27 87485.98),(28 88485.805),(29 90317.61),(30 91304.71),(31 92296.945),(32 93433.516),(33 93821.96),(34 92838.76),(35 92961.47),(36 92481.9),(37 93712.8),(38 96639.23),(39 100601.6),(40 102856.2),(41 104452.42),(42 106414.02),(43 106583.055),(44 107300.72),(45 106180.62),(46 105340.41),(47 106467.21),(48 111047.28),(49 116899.445),(50 116918.06),(51 112874.83),(52 111148.016),(53 110127.34),(54 110515.68),(55 113231.41),(56 114963.984),(57 115433.34),(58 117043.33),(59 119430.63),(60 118130.2),(61 117903.84),(62 120237.29),(63 119881.65),(64 124357.125),(65 128094.016),(66 127313.96),(67 124915.07),(68 123438.336),(69 125498.836),(70 124418.22),(71 130106.164),(72 130144.93),(73 131526.11),(74 128942.945),(75 132958.72),(76 135503.81),(77 135155.42),(78 138103.05),(79 135175.23),
(1 28252.924),(2 57270.348),(3 77493.03),(4 84209.38),(5 81917.24),(6 80829.52),(7 75242.49),(8 78767.94),(9 77091.414),(10 79793.82),(11 80534.14),(12 80034.03),(13 81609.43),(14 79375.586),(15 82606.46),(16 81760),(17 82536.086),(18 82481.47),(19 84049.734),(20 86527.6),(21 87041.66),(22 88645.15),(23 88507.41),(24 88692.695),(25 87599.47),(26 87237.34),(27 87709.6),(28 89079.92),(29 92328.11),(30 94664.47),(31 95549.87),(32 97417.28),(33 97398.38),(34 97863.15),(35 99465.086),(36 99235.11),(37 100414.27),(38 102047.22),(39 103722.6),(40 107765.56),(41 109071.89),(42 111975.875),(43 111165.086),(44 113606.55),(45 115168.55),(46 114507.836),(47 115806.74),(48 119437.74),(49 123315.96),(50 123649.67),(51 124061.36),(52 124389.58),(53 123927.766),(54 124422.29),(55 127332.27),(56 127391.74),(57 127481.71),(58 128123.766),(59 128578.305),(60 127995.6),(61 127724.125),(62 131749.22),(63 132087.86),(64 134044.77),(65 134545.92),(66 135758.97),(67 138112.08),(68 139742.84),(69 141052.84),(70 138502.33),(71 142697.75),(72 138940.84),(73 139210.52),(74 139423.94),(75 143108.25),(76 145449.1),(77 145251.42),(78 148316.06),(79 143144.98),
(1 28343.738),(2 57060.027),(3 78049.2),(4 83201.54),(5 80951.95),(6 79477.43),(7 74478.05),(8 77346.34),(9 74902.94),(10 77032.56),(11 78717.484),(12 78876.375),(13 81025.91),(14 78263.516),(15 79774.29),(16 79449.94),(17 81474.97),(18 81564.914),(19 81149.63),(20 82483.305),(21 82356.54),(22 83304.54),(23 83070.53),(24 83136.945),(25 82227.88),(26 83341.7),(27 84577.06),(28 85985.1),(29 88496.41),(30 91083.15),(31 90926.16),(32 91459.45),(33 91041.05),(34 92358),(35 95507.66),(36 94378.58),(37 94685.22),(38 96930.58),(39 98884.3),(40 99190.04),(41 98780.37),(42 98535.15),(43 97597.75),(44 101453.484),(45 103271.695),(46 103660.414),(47 104334.58),(48 105536.22),(49 108031.01),(50 109814.74),(51 111108.02),(52 110686.195),(53 110251.53),(54 111844.26),(55 113895.63),(56 113920.46),(57 113673.7),(58 113802.04),(59 112858.586),(60 113971.92),(61 115919.9),(62 118487.1),(63 119718.38),(64 122721.336),(65 125167.74),(66 127391.7),(67 127343.92),(68 125164.76),(69 124952.21),(70 124245.87),(71 129401.18),(72 127053.91),(73 128708.12),(74 128605.28),(75 130509.87),(76 132793.9),(77 131894.92),(78 133615.03),(79 129881.94),
(1 26761.5),(2 55420.805),(3 75059.45),(4 80762.24),(5 77660.5),(6 76467.11),(7 72300.875),(8 75156.26),(9 74732.016),(10 76858.305),(11 78435.47),(12 77599.89),(13 76826.164),(14 72511.3),(15 75549.24),(16 77075.57),(17 80443.81),(18 79451.05),(19 76893.64),(20 76325.7),(21 75834.38),(22 78757.92),(23 79485.04),(24 80275.92),(25 78914.64),(26 79353.47),(27 81166.68),(28 82096.555),(29 82668.234),(30 83535.52),(31 84299.08),(32 84663.14),(33 86019.19),(34 87014.125),(35 87678.23),(36 85993.305),(37 86232.664),(38 86587.04),(39 85878.66),(40 86920.46),(41 87981.92),(42 88521.9),(43 89974.79),(44 90645.664),(45 91994.89),(46 90939.375),(47 92028.71),(48 94923.086),(49 96932.266),(50 98345.4),(51 97684.07),(52 96982.4),(53 97422.87),(54 100074.36),(55 100659.59),(56 102535.11),(57 103529.71),(58 103128.984),(59 100710.06),(60 99470.97),(61 99316.32),(62 100511.445),(63 102394.3),(64 105457.305),(65 109286.95),(66 110594.414),(67 108177.57),(68 106125.71),(69 106494.91),(70 107027.77),(71 110472.555),(72 110960.6),(73 112473.984),(74 111551.13),(75 112384.29),(76 112028.91),(77 109398.83),(78 110920.125),(79 111725.96),
(1 27101.865),(2 53886.87),(3 71713.03),(4 78008.18),(5 76040.25),(6 75186.51),(7 72442.51),(8 75105.62),(9 75175.22),(10 78446.195),(11 78328.38),(12 77256.43),(13 76428.13),(14 73551.42),(15 77299.945),(16 79815.68),(17 80573.66),(18 79423.37),(19 79435.08),(20 79043.94),(21 78444.59),(22 77880.06),(23 77742.54),(24 79459.67),(25 81071.9),(26 84090.25),(27 86084.305),(28 84276.19),(29 84132.12),(30 84916.98),(31 85594.555),(32 86515.29),(33 85819.945),(34 87469.46),(35 89356.28),(36 90121.31),(37 91755.414),(38 91496.51),(39 89431.086),(40 89542.03),(41 89223.484),(42 91547.7),(43 92698.85),(44 93546.97),(45 92770.625),(46 92571.45),(47 93527.04),(48 94715.71),(49 98483.484),(50 100766.016),(51 101085.91),(52 101751.82),(53 103128.27),(54 103388.445),(55 101437.44),(56 101458.16),(57 102957.15),(58 102515.1),(59 102590.18),(60 103396.87),(61 102755.6),(62 104348.445),(63 103149.27),(64 106100.42),(65 108696.41),(66 108743.305),(67 110457.766),(68 111931.11),(69 113730.04),(70 110716.77),(71 109073.58),(72 106820.39),(73 108593.53),(74 109288.3),(75 110948.43),(76 112159.28),(77 111378.14),(78 114519.24),(79 113578.78),
(1 25407.428),(2 50279.082),(3 65061.074),(4 70307.9),(5 70076.42),(6 70370.766),(7 67536.086),(8 69348.31),(9 68363.47),(10 70890.36),(11 71235.336),(12 71733.04),(13 73387.47),(14 72176.17),(15 75999.67),(16 76427.016),(17 76067.18),(18 74609.44),(19 74641.68),(20 74621.99),(21 73995.04),(22 73695.22),(23 71183.83),(24 73302.914),(25 77030.06),(26 80043.55),(27 80337.28),(28 79273.25),(29 78993.2),(30 78561.35),(31 76526.53),(32 77813.34),(33 80250.266),(34 82111),(35 83016.38),(36 84770.71),(37 85906.45),(38 86019.25),(39 86566.8),(40 86653.055),(41 84932.305),(42 86720.91),(43 88590.2),(44 91257.87),(45 91703.375),(46 90748.39),(47 90773.125),(48 93158.16),(49 95725.984),(50 98491.22),(51 99990.94),(52 100405.13),(53 99192.625),(54 96610.58),(55 95497.99),(56 95931.89),(57 96968.67),(58 97163.03),(59 96549.27),(60 97052.195),(61 97741.77),(62 100605.875),(63 100764.2),(64 103234.94),(65 104452.47),(66 105637.98),(67 105488.27),(68 104283.09),(69 104141.96),(70 104080.22),(71 107168.62),(72 106397.83),(73 107222.49),(74 108347.47),(75 111424.555),(76 113520.07),(77 110603.98),(78 111100.51),(79 109005.69),
