1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40541.43),(2 79028.305),(3 111974.875),(4 207073.06),(5 303026.72),(6 383225.34),(7 516357.97),(8 637230.44),(9 728945.06),(10 863103.25),(11 1021493.3),(12 1130422.9),(13 1337951.6),(14 1490542),(15 1609596.6),(16 1800601.4),(17 1942035.6),(18 2064115.6),(19 2227088.5),(20 2378130.3),(21 2490587),(22 2657334.3),(23 2799652.3),(24 2924288.3),(25 3085227),(26 3223052),(27 3317001.8),(28 3479988.8),(29 3597579),(30 3687877.3),(31 3836632),(32 3963947.3),(33 4072899),(34 4225387.5),(35 4351567.5),(36 4462377.5),(37 4592670.5),(38 4714066.5),(39 4832484.5),(40 4987519.5),(41 5108956),(42 5235688.5),(43 5391206.5),(44 5522242),(45 5621238.5),(46 5775862),(47 5908230.5),(48 6028531.5),(49 6184022),(50 6332709.5),(51 6480959.5),(52 6643012),(53 6805119.5),(54 6941062.5),(55 7099935.5),(56 7255968.5),(57 7368388),(58 7531541.5),(59 7667622.5),(60 7764635.5),(61 7885604.5),(62 8021798),(63 8131711.5),(64 8281392),(65 8429558),(66 8543589),(67 8666395),(68 8821697),(69 8899348),(70 9026153),(71 9149045),(72 9242626),(73 9367316),(74 9472272),(75 9556659),(76 9678510),(77 9770683),(78 9822895),(79 9909703),
(1 4016.3901),(2 10356.171),(3 15386.561),(4 18100.67),(5 19509.398),(6 20178.727),(7 20482.19),(8 20897.428),(9 21387.89),(10 21798.467),(11 22100.297),(12 22548.408),(13 23213.955),(14 24071.268),(15 24762.291),(16 25086.828),(17 25209.203),(18 25582.947),(19 26024.172),(20 26490.53),(21 26970.934),(22 27128.266),(23 27213.07),(24 27034.367),(25 26839.33),(26 26932.361),(27 27421.643),(28 27769.49),(29 28261.76),(30 28640.027),(31 28887.586),(32 29027.139),(33 29218.227),(34 29343.348),(35 29149.934),(36 28893.727),(37 28814.041),(38 28709.363),(39 28582.361),(40 28412.734),(41 28367.096),(42 28474.229),(43 28231.652),(44 28009.61),(45 27809.555),(46 27948.205),(47 28267.172),(48 28592.477),(49 28561.514),(50 28076.213),(51 27507.875),(52 27162.188),(53 26915.695),(54 26833.352),(55 26796.098),(56 26969.89),(57 26852.393),(58 26746.04),(59 26712.887),(60 26626.982),(61 26557.578),(62 26571.533),(63 26497.225),(64 26609.93),(65 26776.44),(66 26910.947),(67 26995.09),(68 26977.28),(69 26856.762),(70 26992.74),(71 27167.836),(72 27370.547),(73 27275.51),(74 27178.51),(75 27155.805),(76 27053.854),(77 27220.01),(78 27270.586),(79 27396.982),
(1 3939.3645),(2 9984.401),(3 14732.391),(4 17579.99),(5 19085.986),(6 19764.617),(7 20277.854),(8 20835.564),(9 21412.076),(10 21940.592),(11 22443.207),(12 22987.176),(13 23804.824),(14 24802.566),(15 25481.922),(16 25683.275),(17 25590.941),(18 25371.125),(19 25265.934),(20 25327.383),(21 25737.758),(22 26125.73),(23 26262.316),(24 26292.434),(25 26370.098),(26 26868.973),(27 27383.146),(28 27726.678),(29 27973.31),(30 27922.955),(31 27975.57),(32 28032.057),(33 28017.988),(34 27943.299),(35 27661.082),(36 27628.066),(37 27650.496),(38 27908.525),(39 28134.201),(40 28142.2),(41 27915.508),(42 27724.877),(43 27642.662),(44 27621.676),(45 27604.037),(46 27748.756),(47 27533.746),(48 27258.184),(49 26845.848),(50 26408.098),(51 26041.531),(52 25864.273),(53 25546.477),(54 25323.73),(55 25299.092),(56 25555.137),(57 25709.475),(58 25780.451),(59 25759.826),(60 25764.541),(61 25947),(62 26261.053),(63 26347.346),(64 26429.908),(65 26322.031),(66 26301.95),(67 26193.799),(68 26086.307),(69 25889.17),(70 25757.537),(71 26037.9),(72 26411.184),(73 26450.822),(74 26484.256),(75 26634.582),(76 26797.59),(77 26870.37),(78 26775.607),(79 26773.555),
(1 3886.1824),(2 9958.103),(3 14598.487),(4 17121.72),(5 18561.336),(6 19513.762),(7 20315.31),(8 20901.777),(9 21298.117),(10 21608.691),(11 21862.092),(12 22152.205),(13 22654.377),(14 23419.984),(15 24084.217),(16 24466.742),(17 24406.117),(18 24393.568),(19 24587.457),(20 25017.703),(21 25437.578),(22 25738.133),(23 25747.477),(24 25645.016),(25 25736.898),(26 25832.035),(27 25945.336),(28 25876.766),(29 25854.287),(30 25920.838),(31 25831.297),(32 25741.697),(33 25546.781),(34 25524.473),(35 25379.707),(36 25296.33),(37 25252.723),(38 25166.35),(39 25120.791),(40 25121.488),(41 25114.797),(42 25016.4),(43 25014.258),(44 25196.965),(45 25227.498),(46 25125.51),(47 24934.766),(48 24784.988),(49 24571.072),(50 24349.734),(51 24247.648),(52 24273.309),(53 24463.5),(54 24496.953),(55 24430.318),(56 24355.924),(57 24298.04),(58 24414.367),(59 24367.848),(60 24244.818),(61 24104.01),(62 23935.342),(63 23983.207),(64 23905.318),(65 23872.871),(66 24019.232),(67 24350.178),(68 24778.809),(69 25176.127),(70 25428.281),(71 25455.066),(72 25520.76),(73 25373.797),(74 25244.28),(75 25219.418),(76 25319.709),(77 25501.068),(78 25549.338),(79 25439.555),
(1 3801.5854),(2 9718.112),(3 14360.625),(4 16919.482),(5 18367.4),(6 19282.826),(7 20130.623),(8 20841.854),(9 21543.238),(10 22207.695),(11 22889.564),(12 23312.883),(13 23541.838),(14 23722.434),(15 24003.021),(16 24169.303),(17 24487.164),(18 24979.947),(19 25461.148),(20 25719.57),(21 25971.148),(22 26210.129),(23 26168.666),(24 25978.111),(25 25898.309),(26 25793.549),(27 25863.164),(28 26134.408),(29 26510.479),(30 26681.998),(31 26604.549),(32 26398.242),(33 25974.93),(34 25652.348),(35 25494.209),(36 25390.584),(37 25445.336),(38 25643.18),(39 25818.584),(40 25957.996),(41 26021.578),(42 25972.033),(43 25822.592),(44 25631.662),(45 25481.387),(46 25236.172),(47 25287.648),(48 25245.254),(49 25257.371),(50 25168.404),(51 25145.697),(52 25235.85),(53 25240.11),(54 25483.113),(55 26013.703),(56 26427.576),(57 26783.648),(58 27067.592),(59 26955.422),(60 26791.848),(61 26763.877),(62 26545.537),(63 26227.936),(64 25924.385),(65 25976.201),(66 26420.195),(67 26851.527),(68 27306.342),(69 27638.498),(70 27829.39),(71 27836.385),(72 27696.387),(73 27365.842),(74 27218.922),(75 27040.375),(76 26821.518),(77 26719.184),(78 26729.705),(79 26645.121),
(1 3667.8733),(2 9167.441),(3 13381.64),(4 15828.294),(5 17155.822),(6 18012.27),(7 18713.197),(8 19504.45),(9 20327.135),(10 21092.97),(11 21477.596),(12 21610.586),(13 21841.459),(14 22339.201),(15 22781.873),(16 23072.664),(17 23379.457),(18 23888.113),(19 24529.92),(20 25000.682),(21 25213.707),(22 25198.33),(23 24901.553),(24 24467.979),(25 24161.322),(26 23932.11),(27 23780.771),(28 23855.402),(29 24032.293),(30 24184.846),(31 24477.887),(32 24679.691),(33 24651.166),(34 24585.559),(35 24566.934),(36 24628.701),(37 24653.537),(38 24734.744),(39 24883.29),(40 24995.69),(41 25165.826),(42 25090.46),(43 24886.266),(44 24765.586),(45 24609.875),(46 24586.307),(47 24766.969),(48 24909.004),(49 24850.465),(50 24776.969),(51 25003.959),(52 25410.229),(53 25807.46),(54 26146.613),(55 26442.352),(56 26615.828),(57 26628.299),(58 26594.629),(59 26558.273),(60 26317.576),(61 26253.73),(62 26313.486),(63 26522.246),(64 26643.56),(65 26689.465),(66 26689.682),(67 26813.557),(68 26949.678),(69 27051.508),(70 27221.09),(71 27247.275),(72 27105.875),(73 26846.656),(74 26705.322),(75 26723.707),(76 26850.992),(77 27041.486),(78 27193),(79 27374.162),
(1 3718.4888),(2 9279.697),(3 13579.197),(4 16129.798),(5 17542.04),(6 18409.26),(7 19309.035),(8 20354.535),(9 21499.64),(10 22603.88),(11 22941.064),(12 23034.816),(13 23249.11),(14 23836.799),(15 24325.924),(16 24704.861),(17 24818.463),(18 24888.17),(19 24938.447),(20 25282.996),(21 25751.334),(22 26039.434),(23 26157.89),(24 25929.93),(25 25806.875),(26 25842.174),(27 25845.2),(28 25649.457),(29 25719.734),(30 25853.176),(31 26071.068),(32 26193.645),(33 26434.428),(34 26565.576),(35 26527.47),(36 26644.014),(37 26803.586),(38 26989.15),(39 27295.678),(40 27518.65),(41 27649.455),(42 27641.082),(43 27368.15),(44 27167.244),(45 27018.09),(46 27059.455),(47 27295.531),(48 27379.17),(49 27560.422),(50 27668.625),(51 27597.217),(52 27564.633),(53 27809.393),(54 28224.352),(55 28493.447),(56 28615.26),(57 28650.813),(58 28566.113),(59 28393.85),(60 28095.414),(61 27716.477),(62 27393.8),(63 27091.451),(64 27013.86),(65 27184.434),(66 27210.273),(67 27183.021),(68 27156.31),(69 27126.584),(70 27150.639),(71 27088.623),(72 26545.537),(73 26254.855),(74 26037.686),(75 25816.443),(76 25696.207),(77 25732.676),(78 25813.014),(79 26124.395),
(1 3759.0095),(2 9367.779),(3 13766.651),(4 16207.497),(5 17579.254),(6 18502.49),(7 19461.379),(8 20360.547),(9 21074.73),(10 21670.045),(11 21817.098),(12 21701.33),(13 21859.34),(14 22460.797),(15 23198.441),(16 23768.361),(17 23985.33),(18 24059.348),(19 24077.516),(20 24260.602),(21 24415.05),(22 24371.576),(23 24286.191),(24 24051.887),(25 23993.58),(26 24172.488),(27 24173.402),(28 23920.184),(29 23792.89),(30 23962.879),(31 24135.088),(32 24337.79),(33 24639.045),(34 24768.074),(35 24724.814),(36 24709.986),(37 24788.223),(38 25078.453),(39 25371.559),(40 25491.707),(41 25525.734),(42 25633.367),(43 25890.996),(44 26055.684),(45 25903.898),(46 25791.744),(47 25725.982),(48 25724.805),(49 25780.31),(50 25958.72),(51 26194.678),(52 26291.582),(53 26430.217),(54 26675.996),(55 27110.082),(56 27248.28),(57 27256.39),(58 27156.16),(59 26906.158),(60 26772.344),(61 26832.225),(62 26896.502),(63 27075.877),(64 27031.344),(65 26774.436),(66 26566.67),(67 26745.41),(68 27166.16),(69 27585.79),(70 27906.547),(71 27786.705),(72 27406.58),(73 26917.59),(74 26743.986),(75 26499.291),(76 26207.605),(77 25838.762),(78 25525.172),(79 25407.943),
(1 3652.9497),(2 9024.085),(3 13071.505),(4 15254.706),(5 16431.137),(6 17124.553),(7 18001.135),(8 18902.02),(9 19817.627),(10 20191.748),(11 20314.74),(12 20283.96),(13 20610.656),(14 21082.59),(15 21362.084),(16 21395.879),(17 21416.451),(18 21487.557),(19 21692.67),(20 22188.78),(21 22724.27),(22 23137.748),(23 23296.7),(24 23145.486),(25 23199.234),(26 23296.713),(27 23453.744),(28 23768.682),(29 23921.152),(30 24152.398),(31 24212.549),(32 24125.014),(33 24070.262),(34 24168.111),(35 24402.332),(36 24728.717),(37 24856.127),(38 24862.797),(39 24756.748),(40 24576.412),(41 24372.92),(42 24321.768),(43 24251.652),(44 24368.256),(45 24418.912),(46 24385.352),(47 24334.37),(48 24349.049),(49 24403.877),(50 24578.898),(51 24741.621),(52 24773.871),(53 24844.385),(54 24837.256),(55 24677.1),(56 24650.031),(57 24753.666),(58 24750.57),(59 24651.438),(60 24556.771),(61 24506.598),(62 24415.895),(63 24315.553),(64 24328.32),(65 24138.406),(66 24036.434),(67 24158.031),(68 24303.828),(69 24442.438),(70 24646.59),(71 24605.344),(72 24499.838),(73 24430.877),(74 24278.879),(75 24189.605),(76 24282.438),(77 24402.898),(78 24442.063),(79 24403.146),
(1 3602.4941),(2 8890.174),(3 12875.825),(4 15053.974),(5 16001.137),(6 16686.34),(7 17556.572),(8 18406.648),(9 19123.924),(10 19525.805),(11 19573.363),(12 19634.127),(13 20064.17),(14 20510.246),(15 20926.7),(16 20990.008),(17 20977.688),(18 21116.209),(19 21603.47),(20 22161.99),(21 22653.617),(22 22876.03),(23 23137.117),(24 23269.516),(25 23456.941),(26 23796.654),(27 24154.188),(28 24177.574),(29 24287.4),(30 24350.28),(31 24468.096),(32 24448.57),(33 24309.451),(34 24115.164),(35 23997.896),(36 23967.262),(37 23764.654),(38 23921.291),(39 24164.27),(40 24348.582),(41 24340.605),(42 24179.79),(43 24092.164),(44 24234.266),(45 24388.19),(46 24368.375),(47 24573.508),(48 24749.334),(49 24650.709),(50 24523.941),(51 24471.602),(52 24465.094),(53 24609.586),(54 24629.475),(55 24479.385),(56 24328),(57 24170.03),(58 24181.11),(59 24361.723),(60 24530.021),(61 24533.506),(62 24538.424),(63 24644.895),(64 24699.361),(65 24732.678),(66 24694.953),(67 24658.873),(68 24606.98),(69 24577.953),(70 24581.053),(71 24594.701),(72 24372.16),(73 24194.404),(74 24283.084),(75 24473.086),(76 24577.813),(77 24539.836),(78 24700.2),(79 24949.936),
(1 3490.814),(2 8495.402),(3 12133.581),(4 14096.803),(5 14998.256),(6 15764.521),(7 16606.727),(8 17440.22),(9 18073.146),(10 18527.496),(11 18869.748),(12 19099.777),(13 19818.27),(14 20498.719),(15 20735.674),(16 20755.17),(17 20897.129),(18 21290.299),(19 22044.406),(20 22676.928),(21 23029.309),(22 23194.8),(23 23399.404),(24 23475.006),(25 23444.844),(26 23420.27),(27 23378.547),(28 23252.738),(29 23306.932),(30 23278.965),(31 23371.084),(32 23318.334),(33 22992.412),(34 22704.904),(35 22628.377),(36 22755.938),(37 22735.988),(38 23072.17),(39 23206.305),(40 23271.336),(41 23233.37),(42 23329.867),(43 23518.781),(44 23686.67),(45 23999.484),(46 24143.676),(47 24295.338),(48 24143.67),(49 23888.547),(50 23572.041),(51 23563.184),(52 23806.055),(53 23977.81),(54 24093.795),(55 24120.654),(56 23913.553),(57 23613.59),(58 23414.76),(59 23226.656),(60 23053.023),(61 22875.584),(62 22900.447),(63 23027.19),(64 23135.268),(65 23209.924),(66 23252.938),(67 23300.629),(68 23305.191),(69 23240.033),(70 23117.549),(71 23151.078),(72 23247.871),(73 23288.244),(74 23221.344),(75 23176.084),(76 23129.365),(77 23172.63),(78 23371.334),(79 23505.74),
(1 3588.1812),(2 8804.548),(3 12826.818),(4 15128.554),(5 16396.203),(6 17154.94),(7 17781.604),(8 18316.14),(9 18831.396),(10 19249.85),(11 19779.85),(12 20183.693),(13 20737.77),(14 21086.6),(15 21161.23),(16 21134.275),(17 21225.775),(18 21612.846),(19 22085.293),(20 22624.383),(21 23141.096),(22 23554.193),(23 23688.703),(24 23607.418),(25 23259.54),(26 23025.785),(27 22663.547),(28 22489.299),(29 22676.322),(30 22845.883),(31 23218.523),(32 23569.44),(33 23660.031),(34 23793.582),(35 23941.674),(36 23982.709),(37 23938.916),(38 24013.012),(39 23993.602),(40 23907.344),(41 23955.125),(42 24187.18),(43 24238.322),(44 24302.535),(45 24215.43),(46 24148.686),(47 24086.191),(48 24127.537),(49 24353.492),(50 24414.404),(51 24534.238),(52 24591.23),(53 24600.494),(54 24776.398),(55 24673.18),(56 24509.34),(57 24383.953),(58 24172.543),(59 23906.383),(60 23442.307),(61 23244.48),(62 23234.57),(63 23127.033),(64 23183.094),(65 23228.879),(66 23184.986),(67 22944.676),(68 22772.982),(69 22610.059),(70 22320.379),(71 22238.88),(72 22239.441),(73 22312.7),(74 22224.344),(75 22025.857),(76 21921.559),(77 21933.693),(78 22159.457),(79 22440.797),
(1 3514.5942),(2 8640.19),(3 12421.892),(4 14244.34),(5 15312.871),(6 16059.253),(7 16824.023),(8 17568.746),(9 18181.754),(10 18668.922),(11 19050.035),(12 19315.453),(13 19821.729),(14 20268.852),(15 20571.252),(16 20600.967),(17 20545.22),(18 20768.867),(19 21036.924),(20 21157.889),(21 21332.014),(22 21399.412),(23 21322.615),(24 21247.438),(25 21073.207),(26 21271.2),(27 21360.707),(28 21428.838),(29 21704.678),(30 22155.012),(31 22423.777),(32 22661.406),(33 22792.549),(34 22743.547),(35 22879.14),(36 22951.027),(37 22902.129),(38 23083.836),(39 23177.053),(40 23142.873),(41 23172.559),(42 23226.514),(43 23215.316),(44 23159.68),(45 23228.398),(46 23193.236),(47 22907.86),(48 22830.355),(49 22812.143),(50 22876.287),(51 23021.822),(52 23191.22),(53 23154.914),(54 23185.398),(55 23274.848),(56 23190.805),(57 23151.752),(58 22992.332),(59 22774.996),(60 22472.814),(61 22163.484),(62 22062.684),(63 22102.389),(64 22369.053),(65 22644.537),(66 22788.824),(67 22531.469),(68 22308.281),(69 22179.6),(70 22019.316),(71 21950.191),(72 21821.004),(73 21598.748),(74 21396.395),(75 21238.877),(76 21155.174),(77 21183.623),(78 21330.178),(79 21575.475),
(1 3508.7231),(2 8469.402),(3 12104.308),(4 13857.137),(5 14766.291),(6 15402.718),(7 16073.522),(8 16738.998),(9 17291.79),(10 17695.137),(11 18137.648),(12 18657.861),(13 19081.014),(14 19480.996),(15 19895.541),(16 20180),(17 20156.014),(18 20334.867),(19 20555.3),(20 20766.834),(21 21141.893),(22 21361.053),(23 21445.273),(24 21659.545),(25 21738.238),(26 21986.01),(27 22231.83),(28 22334.428),(29 22454.305),(30 22652.875),(31 22845.979),(32 23076.545),(33 23227.596),(34 23379.521),(35 23240.91),(36 23051.762),(37 22782.457),(38 22765.809),(39 22712.943),(40 22906.336),(41 23012.79),(42 23104.516),(43 23075.486),(44 23059.707),(45 22987.09),(46 22776.887),(47 22518.102),(48 22411.182),(49 22321.992),(50 22291.908),(51 22407.418),(52 22313.855),(53 22010.123),(54 21733.959),(55 21867.793),(56 22116.848),(57 22270.723),(58 22306.564),(59 22270.293),(60 22176.098),(61 22011.809),(62 21730.516),(63 21626.127),(64 21916.357),(65 22270.67),(66 22612.098),(67 22554.867),(68 22488.736),(69 22229.832),(70 22028.512),(71 21687.92),(72 21597.049),(73 21565.123),(74 21460.701),(75 21351.578),(76 21218.88),(77 21320.14),(78 21460.38),(79 21513.33),
(1 3346.7004),(2 8088.156),(3 11493.578),(4 13299.815),(5 14314.45),(6 14936.4795),(7 15488.024),(8 15963.8545),(9 16382.426),(10 16647.277),(11 16943.953),(12 17250.68),(13 17662.422),(14 18020.553),(15 18394.695),(16 18711.068),(17 19031.152),(18 19309),(19 19452.16),(20 19621.613),(21 19754.543),(22 20003.29),(23 20155.127),(24 20301.676),(25 20441.021),(26 20549.178),(27 20795.313),(28 20964.875),(29 21153.676),(30 21458.127),(31 21666.074),(32 21782.42),(33 21878.049),(34 22033.904),(35 22196.092),(36 22211.086),(37 21958.738),(38 21679.543),(39 21608.31),(40 21564.428),(41 21538.275),(42 21416.559),(43 21095.373),(44 20892.74),(45 20865.133),(46 21054.807),(47 21262.143),(48 21220.912),(49 21014.768),(50 20893.713),(51 20783.285),(52 20647.486),(53 20300.158),(54 20171.918),(55 20327.066),(56 20602.07),(57 20761.479),(58 20926.615),(59 20857.93),(60 20830.441),(61 20872.469),(62 20983.77),(63 21093.854),(64 21235.908),(65 21242.104),(66 21398.234),(67 21410.035),(68 21328.598),(69 21341.484),(70 21280.498),(71 21142.756),(72 21000.174),(73 20772.285),(74 20709.768),(75 20773.365),(76 21050.27),(77 21271.174),(78 21288.344),(79 21066.17),
(1 3369.1628),(2 8112.033),(3 11548.885),(4 13388.867),(5 14246.295),(6 14794.531),(7 15356.872),(8 15986.859),(9 16791.059),(10 17335.895),(11 17442.219),(12 17630.031),(13 17850.186),(14 18038.018),(15 18345.373),(16 18567.3),(17 18704.568),(18 18993.99),(19 19350.424),(20 19355.938),(21 19352.387),(22 19256.543),(23 19219.535),(24 19369.313),(25 19534.877),(26 19528.809),(27 19578.467),(28 19552.771),(29 19668.871),(30 19785.465),(31 19983.068),(32 20111.5),(33 20153.227),(34 20225.46),(35 20178.414),(36 20118.908),(37 20015.229),(38 19973.81),(39 20143.998),(40 20224.846),(41 20327.775),(42 20342.805),(43 20369.197),(44 20404.355),(45 20174.248),(46 19957.525),(47 19810.838),(48 19683.164),(49 19662.613),(50 19836.451),(51 20021.01),(52 20127.941),(53 19959.088),(54 19766.1),(55 19686.184),(56 19636.479),(57 19762.494),(58 19731.8),(59 19834.809),(60 19873.184),(61 19869.242),(62 19859.11),(63 19923.406),(64 20168.717),(65 20226.684),(66 20215.258),(67 20273.95),(68 20316.834),(69 20231.613),(70 20170.607),(71 20158.48),(72 20082.244),(73 19853.244),(74 19822.854),(75 20036.28),(76 20385.336),(77 20609.113),(78 20672.682),(79 20730.604),
(1 3390.225),(2 8165.895),(3 11430.127),(4 13038.184),(5 13838.7295),(6 14585.17),(7 15281.098),(8 15878.02),(9 16402.717),(10 16996.475),(11 17327.504),(12 17630.248),(13 17927.979),(14 18241.027),(15 18594.738),(16 18718.457),(17 18920.316),(18 19085.459),(19 19215.64),(20 19274.494),(21 19306.057),(22 19363.451),(23 19382.523),(24 19285.764),(25 19273.291),(26 19260.049),(27 19324.004),(28 19377.094),(29 19542.268),(30 19834.848),(31 20008.666),(32 20215.666),(33 20353.988),(34 20410.232),(35 20348.113),(36 20148.156),(37 19885.836),(38 19697.502),(39 19648.053),(40 19693.105),(41 19767.553),(42 20007.465),(43 20117.045),(44 20255.297),(45 20209.273),(46 20027.299),(47 19737.223),(48 19665.717),(49 19747.68),(50 19732.744),(51 19789.057),(52 19835.486),(53 19875.363),(54 19910.219),(55 19851.076),(56 19820.145),(57 19892.152),(58 20118.133),(59 20293.652),(60 20346.887),(61 20301.836),(62 20211.168),(63 20076.123),(64 20010.938),(65 19983.344),(66 20113.648),(67 20235.68),(68 20509.416),(69 20677.299),(70 20887.053),(71 21145.258),(72 21237.973),(73 21193.203),(74 21251),(75 21435.191),(76 21666.617),(77 21774.691),(78 21631.049),(79 21327.754),
(1 3294.9124),(2 7894.891),(3 11274.38),(4 12941.606),(5 13742.374),(6 14331.045),(7 15000.142),(8 15491.134),(9 15893.646),(10 16211.179),(11 16355.49),(12 16864.016),(13 17394.59),(14 17810.004),(15 17995.229),(16 17805.156),(17 17769.85),(18 17848.38),(19 18077.047),(20 18272.424),(21 18410.215),(22 18586.025),(23 18825.459),(24 18942.518),(25 18914.498),(26 18763.5),(27 18614.002),(28 18604.055),(29 18701.7),(30 18675.15),(31 18650.81),(32 18756.895),(33 18805.441),(34 18992.215),(35 19151.12),(36 19220.338),(37 19182.55),(38 19074.867),(39 19025.145),(40 19162.959),(41 19217.268),(42 19190.32),(43 19087.063),(44 19193.02),(45 19254.953),(46 19243.064),(47 19215.17),(48 18985.904),(49 18835.63),(50 18606.617),(51 18594.727),(52 18719.154),(53 18880.203),(54 19049.041),(55 18997.6),(56 18938.152),(57 18869.6),(58 18796.516),(59 18741.422),(60 18842.83),(61 19062.969),(62 19069.697),(63 19053.037),(64 19033.023),(65 19070.041),(66 19060.002),(67 19032.086),(68 19008.81),(69 19164.336),(70 19326.266),(71 19485.547),(72 19671.986),(73 20001.34),(74 20284.146),(75 20445.574),(76 20556.275),(77 20570.713),(78 20480.053),(79 20428.33),
