1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17777.746),(2 65172.887),(3 156444.27),(4 250574.73),(5 365971.66),(6 494635.16),(7 632853.2),(8 767770.8),(9 906630),(10 1051357.9),(11 1212944.9),(12 1392290),(13 1581249),(14 1783327.6),(15 2032161),(16 2288988),(17 2552150),(18 2832455.8),(19 3113388.3),(20 3390142.3),(21 3673467.3),(22 3944286.8),(23 4188707.3),(24 4379432.5),(25 4555904.5),(26 4717496),(27 4860409.5),(28 4983938.5),(29 5105263.5),(30 5216675),(31 5338038),(32 5442129),(33 5536128.5),(34 5630395.5),(35 5713527.5),(36 5771824),(37 5839012.5),(38 5890850),(39 5950945.5),(40 5913624.5),(41 5955773.5),(42 5989312),(43 6028272.5),(44 6075521.5),(45 6124822),(46 6216861.5),(47 6322951.5),(48 6477480),(49 6664270),(50 6877284.5),(51 7132738.5),(52 7400144.5),(53 7664466.5),(54 7940561.5),(55 8224642.5),(56 8493825),(57 8768044),(58 9056029),(59 9363040),(60 9676081),(61 10039449),(62 10401833),(63 10789905),(64 11149349),(65 11503747),(66 11789333),(67 12039871),(68 12275301),(69 12511596),(70 12723216),(71 12944621),(72 13138381),(73 13323107),(74 13497193),(75 13671227),(76 13834220),(77 13966127),(78 14114213),(79 14199899),
(1 27921.695),(2 106401.75),(3 230727.2),(4 390136.34),(5 575608.7),(6 777626.4),(7 984619.4),(8 1181592.9),(9 1363984.5),(10 1529381.4),(11 1680827.9),(12 1822521.3),(13 1958345.8),(14 2091924.9),(15 2234616.3),(16 2370240.8),(17 2505545.5),(18 2641644.3),(19 2775877.5),(20 2897910),(21 3002302.3),(22 3088784.8),(23 3155360.3),(24 3199378.8),(25 3230310),(26 3251363.3),(27 3266852.8),(28 3291059.5),(29 3338690.8),(30 3396099.5),(31 3472231.3),(32 3557547.5),(33 3648334),(34 3749030.3),(35 3854851.5),(36 3969629.3),(37 4088299.8),(38 4204739),(39 4329015),(40 4458940.5),(41 4600051),(42 4743687.5),(43 4880115),(44 5017630),(45 5157432.5),(46 5275737.5),(47 5387891),(48 5483631.5),(49 5564853),(50 5626631),(51 5664609.5),(52 5672901.5),(53 5653451),(54 5612021),(55 5550375.5),(56 5468206.5),(57 5370790.5),(58 5262986.5),(59 5151674),(60 5036810.5),(61 4926931.5),(62 4832384.5),(63 4755280.5),(64 4696524),(65 4658631),(66 4629171.5),(67 4612050),(68 4604995),(69 4633015),(70 4681577.5),(71 4743918.5),(72 4820976),(73 4907405),(74 5007406),(75 5116600.5),(76 5230710.5),(77 5342941.5),(78 5450377.5),(79 5543611),
(1 32927.918),(2 126066.914),(3 272876.1),(4 460319.13),(5 680343.94),(6 921605.5),(7 1175985.6),(8 1427136.9),(9 1668705.6),(10 1898201),(11 2120047.3),(12 2330533.3),(13 2523254.5),(14 2701556.8),(15 2857675.3),(16 2983308),(17 3081713.3),(18 3155609),(19 3208240.8),(20 3241083),(21 3257075),(22 3266042.3),(23 3285802.8),(24 3317294),(25 3367157.3),(26 3439294),(27 3537721),(28 3657832.8),(29 3805990.8),(30 3961312.8),(31 4125551),(32 4273058.5),(33 4394197.5),(34 4495740),(35 4579680.5),(36 4648051),(37 4710460),(38 4763566),(39 4830271.5),(40 4906584.5),(41 4999143.5),(42 5098256.5),(43 5193073.5),(44 5292992),(45 5396137.5),(46 5486950),(47 5582656.5),(48 5660752),(49 5735412),(50 5804082.5),(51 5871989.5),(52 5933310),(53 5989237.5),(54 6039761.5),(55 6090008.5),(56 6125859.5),(57 6150376),(58 6157991.5),(59 6148107.5),(60 6126914),(61 6086566.5),(62 6046540),(63 6022516),(64 6015243.5),(65 6035723.5),(66 6060768.5),(67 6098396),(68 6153928),(69 6236189.5),(70 6326958.5),(71 6402326),(72 6460152),(73 6497945.5),(74 6522678.5),(75 6530210),(76 6535173.5),(77 6545994.5),(78 6560199.5),(79 6583633.5),
(1 48188.18),(2 185021.14),(3 394516.56),(4 651887.4),(5 934335.5),(6 1223698.5),(7 1509438.1),(8 1784070.9),(9 2039047),(10 2280584.8),(11 2520476.3),(12 2754434.5),(13 2966345.5),(14 3156320.3),(15 3314273.3),(16 3408904.3),(17 3442646.5),(18 3409874),(19 3328873),(20 3211141.8),(21 3082028.3),(22 2967926.8),(23 2895082.5),(24 2871494.5),(25 2912178.3),(26 3014114.5),(27 3169124.8),(28 3357414),(29 3564771.3),(30 3767503.3),(31 3959351.3),(32 4118626),(33 4247589),(34 4352836),(35 4442910),(36 4508215.5),(37 4554196.5),(38 4578222.5),(39 4579529.5),(40 4559052.5),(41 4513737),(42 4432192),(43 4326861.5),(44 4215081),(45 4111885.5),(46 4025779.3),(47 3974309),(48 3959922),(49 3986142.8),(50 4039619.3),(51 4109257),(52 4174435.3),(53 4218334),(54 4230967.5),(55 4207398),(56 4134154.3),(57 4035698),(58 3926853),(59 3826062.8),(60 3743486.8),(61 3679088),(62 3644831.8),(63 3640906.3),(64 3657642.5),(65 3687777.3),(66 3712801.3),(67 3745673.5),(68 3792864.8),(69 3852107),(70 3932387.8),(71 4033726),(72 4157619.3),(73 4302867),(74 4453527.5),(75 4594828),(76 4713103.5),(77 4801624.5),(78 4849346.5),(79 4853575.5),
(1 72297.35),(2 285059.8),(3 618046.3),(4 1030299.8),(5 1486315.5),(6 1939188.5),(7 2358459),(8 2730695.8),(9 3042420.3),(10 3297753),(11 3502792.3),(12 3657466.5),(13 3756541.8),(14 3805259.5),(15 3794631.3),(16 3707215),(17 3552652.3),(18 3355296.3),(19 3148358),(20 2961478.8),(21 2837507),(22 2799106.5),(23 2861550.8),(24 3012654.8),(25 3236603),(26 3503106.3),(27 3784311.8),(28 4044659),(29 4262778),(30 4429656),(31 4542056.5),(32 4603487.5),(33 4621197.5),(34 4610122),(35 4577830.5),(36 4528029),(37 4457868.5),(38 4371837),(39 4271927),(40 4153572.5),(41 4018291.8),(42 3881243.8),(43 3760666.5),(44 3671885.8),(45 3616220.3),(46 3598419.8),(47 3617449),(48 3644924.3),(49 3672388.8),(50 3670897.5),(51 3643637),(52 3581230),(53 3500747),(54 3426007.3),(55 3384233),(56 3384624),(57 3437986.5),(58 3540812.8),(59 3679565.8),(60 3825705.5),(61 3954063),(62 4059628.3),(63 4155426),(64 4243346.5),(65 4324462),(66 4386171),(67 4434861),(68 4441390),(69 4399190.5),(70 4303503.5),(71 4169877.8),(72 4008915.8),(73 3852101.5),(74 3721004.8),(75 3632166.8),(76 3583069.5),(77 3565410.5),(78 3568961.3),(79 3590115.8),
(1 58006.703),(2 226974.03),(3 491402.13),(4 818181.75),(5 1173544.8),(6 1520401.5),(7 1830772.1),(8 2088595.9),(9 2280256.5),(10 2418873.8),(11 2517301.3),(12 2577158.3),(13 2592005),(14 2560051.3),(15 2481513.3),(16 2357255.8),(17 2203232.8),(18 2037616.9),(19 1887627.8),(20 1786691.9),(21 1765778.6),(22 1832776.3),(23 1990711.1),(24 2226884.5),(25 2514660.3),(26 2834169),(27 3151246.3),(28 3438580.3),(29 3685217),(30 3888390.3),(31 4043150.3),(32 4159478.3),(33 4238347),(34 4281692),(35 4286939.5),(36 4251106.5),(37 4177642.3),(38 4067911),(39 3936989),(40 3803865.3),(41 3698852.8),(42 3644340.3),(43 3657385.3),(44 3738091.5),(45 3880588.5),(46 4062723),(47 4267602),(48 4456613.5),(49 4597265),(50 4675361),(51 4695559),(52 4665282),(53 4593708),(54 4496887.5),(55 4390041.5),(56 4271946.5),(57 4144174.5),(58 4007290),(59 3871579.8),(60 3748666.3),(61 3664708.3),(62 3634200.3),(63 3661895),(64 3752540.5),(65 3893569.8),(66 4060749),(67 4225231),(68 4368408.5),(69 4510836.5),(70 4634643.5),(71 4737758.5),(72 4795428.5),(73 4799627.5),(74 4755927),(75 4683530),(76 4585527),(77 4490627.5),(78 4405647.5),(79 4333751.5),
(1 61190.89),(2 233088.5),(3 491821.9),(4 803497.06),(5 1131208.9),(6 1443198.1),(7 1712621.4),(8 1923149.6),(9 2070668),(10 2165560.8),(11 2226809),(12 2262085.5),(13 2273496),(14 2265280.3),(15 2232122.8),(16 2177636.3),(17 2116353.8),(18 2063609.4),(19 2035000.8),(20 2046388),(21 2106893.3),(22 2216784.8),(23 2367437.5),(24 2547902.5),(25 2727512.8),(26 2885053.8),(27 3014127.8),(28 3103627.8),(29 3159312.5),(30 3187680.3),(31 3199757.8),(32 3211005),(33 3232769.5),(34 3265684.8),(35 3304935.5),(36 3326751.5),(37 3324825.8),(38 3298422.8),(39 3261220.3),(40 3225069.5),(41 3218300.5),(42 3253228.5),(43 3327524.3),(44 3436865),(45 3553189.3),(46 3653095.5),(47 3746590.3),(48 3816923.3),(49 3869651.5),(50 3924501),(51 4009935.3),(52 4129945.3),(53 4281785),(54 4441512.5),(55 4578173.5),(56 4659945),(57 4681175.5),(58 4653331),(59 4595814),(60 4547762),(61 4528024.5),(62 4543365.5),(63 4587801),(64 4626328),(65 4636305),(66 4601940.5),(67 4548212.5),(68 4497880),(69 4469697.5),(70 4463996.5),(71 4481764.5),(72 4504755.5),(73 4516399),(74 4513741),(75 4495310.5),(76 4468640),(77 4452105.5),(78 4454579),(79 4474827.5),
(1 44949.97),(2 169146.39),(3 351008.25),(4 560284.7),(5 771458.9),(6 966030.6),(7 1136481.3),(8 1283829),(9 1410983.8),(10 1523290.4),(11 1628416),(12 1714346.1),(13 1768686.9),(14 1779302.9),(15 1752452.1),(16 1696494.4),(17 1635707.6),(18 1587529.9),(19 1567131.3),(20 1582981.6),(21 1630407.4),(22 1702839.8),(23 1788379.1),(24 1878667.9),(25 1969423.1),(26 2058239.1),(27 2156605.5),(28 2261715.5),(29 2374854.8),(30 2487325.3),(31 2593943.8),(32 2684208),(33 2749352.3),(34 2780515.5),(35 2787300.5),(36 2778946.8),(37 2773621.5),(38 2778624),(39 2807776),(40 2855577.8),(41 2920359.8),(42 2992931.8),(43 3063063.8),(44 3131679.3),(45 3189104.5),(46 3224628.5),(47 3261059.5),(48 3285270.3),(49 3296096.5),(50 3288477),(51 3260578.3),(52 3211825),(53 3147059.8),(54 3076676.3),(55 3020954.8),(56 2986796.3),(57 2984217.5),(58 3021333.3),(59 3091085.5),(60 3181125),(61 3271922),(62 3342896.5),(63 3385357),(64 3381370.3),(65 3333747.5),(66 3256821.3),(67 3162498.3),(68 3065345.8),(69 2977422),(70 2910450),(71 2869608.8),(72 2862285.5),(73 2893423.5),(74 2962520.8),(75 3065580.8),(76 3183783.8),(77 3292523.8),(78 3369578.3),(79 3394229.3),
(1 36145.94),(2 131310.55),(3 263340.5),(4 406929.25),(5 544318.44),(6 670072.2),(7 789659.25),(8 909917.2),(9 1037118.2),(10 1171534.1),(11 1305416.5),(12 1420822),(13 1503425),(14 1552710.8),(15 1573756.9),(16 1581096.6),(17 1594316.1),(18 1627695),(19 1679862),(20 1741070.8),(21 1794935),(22 1835927.4),(23 1861190.6),(24 1872355),(25 1887949.6),(26 1925297.9),(27 1991161.6),(28 2079245.6),(29 2173103),(30 2248175),(31 2286708.8),(32 2282410.3),(33 2250346.3),(34 2210136.5),(35 2174577.3),(36 2145843.5),(37 2132356),(38 2118600.8),(39 2097550),(40 2064811.6),(41 2031394.6),(42 2012381.1),(43 2017119),(44 2053093.4),(45 2116879.8),(46 2194488.8),(47 2276896.3),(48 2345453.5),(49 2385386.3),(50 2409448.3),(51 2435057.3),(52 2473486),(53 2540323),(54 2626557),(55 2721149),(56 2800736.5),(57 2860221),(58 2897085.3),(59 2925116),(60 2949518.5),(61 2978432.5),(62 3009933.5),(63 3043827),(64 3058745.3),(65 3042391.8),(66 2999353),(67 2937994),(68 2869785),(69 2813939.5),(70 2789368.8),(71 2802576.5),(72 2853060.5),(73 2936908.5),(74 3033803.3),(75 3136495.5),(76 3245718.8),(77 3352591),(78 3450149.3),(79 3526204),
(1 41196.78),(2 149518.88),(3 296249.88),(4 450018.06),(5 587882.25),(6 704072.4),(7 809359.8),(8 914254.56),(9 1030292.5),(10 1159820.8),(11 1289565),(12 1402403.8),(13 1478893),(14 1523306.8),(15 1544549.8),(16 1563114),(17 1606012),(18 1683331.5),(19 1786402.9),(20 1902745.4),(21 2000614.1),(22 2066513),(23 2095695.8),(24 2094653.8),(25 2078319.3),(26 2067410.5),(27 2074348.9),(28 2101471.5),(29 2144435),(30 2191735.8),(31 2239083.5),(32 2281646.5),(33 2328657),(34 2388302),(35 2458944.5),(36 2529949.5),(37 2592000.5),(38 2618715.3),(39 2610671),(40 2573810.5),(41 2528529.8),(42 2494249.5),(43 2484284.8),(44 2497870.3),(45 2528232.5),(46 2551833.8),(47 2561648),(48 2559642.3),(49 2556762.5),(50 2576837.5),(51 2633560),(52 2731012),(53 2854728.8),(54 2978193.5),(55 3071758.5),(56 3116171.3),(57 3120955.5),(58 3108173),(59 3105993),(60 3126659.5),(61 3167558),(62 3212399),(63 3240768),(64 3237722.5),(65 3202973.3),(66 3157612.5),(67 3124051.5),(68 3114209.8),(69 3128159),(70 3161280.5),(71 3204747),(72 3250742.8),(73 3289330.3),(74 3320051.5),(75 3347497.5),(76 3376168),(77 3415912.5),(78 3459851),(79 3497502.8),
(1 50144.688),(2 188793.89),(3 383976.47),(4 594447.5),(5 787903.8),(6 950221.8),(7 1086224.8),(8 1209655.6),(9 1331205.3),(10 1453754.8),(11 1562712),(12 1637287.1),(13 1661311.4),(14 1653018),(15 1639535.6),(16 1659499.9),(17 1740262.9),(18 1885806.8),(19 2071371.6),(20 2258115.5),(21 2404404),(22 2495452),(23 2537978.5),(24 2546240.5),(25 2538979.5),(26 2525081.5),(27 2500464.8),(28 2450948),(29 2379568.8),(30 2292813),(31 2211396.8),(32 2158848.8),(33 2156840.8),(34 2204215.3),(35 2282862),(36 2362467.3),(37 2418617.5),(38 2430298.8),(39 2405628.5),(40 2361108),(41 2319726.8),(42 2296434.5),(43 2282618.8),(44 2281297.5),(45 2285352.8),(46 2277123.3),(47 2274799.5),(48 2288262),(49 2338627.5),(50 2420477.8),(51 2514400.5),(52 2594319.3),(53 2630725),(54 2614360.3),(55 2553734.5),(56 2467239.8),(57 2382859.3),(58 2320988.5),(59 2286186.8),(60 2269290.8),(61 2271727),(62 2285415.3),(63 2315790.3),(64 2357575.3),(65 2404923),(66 2438122.5),(67 2456037.8),(68 2456803.5),(69 2444134),(70 2412421.3),(71 2357501),(72 2287838.3),(73 2218371.5),(74 2166429),(75 2146672.8),(76 2160929.3),(77 2209823),(78 2276668),(79 2342998.8),
(1 52660.727),(2 200621.94),(3 412757.13),(4 645311.2),(5 857731.1),(6 1021410.06),(7 1133154.3),(8 1198345),(9 1229679.4),(10 1241353.9),(11 1233204.8),(12 1204602.3),(13 1159204.8),(14 1117719.8),(15 1110602),(16 1159769.4),(17 1274441.9),(18 1435689.1),(19 1608931.3),(20 1756660.4),(21 1841462.3),(22 1854195.8),(23 1809126.1),(24 1730224.1),(25 1649459.3),(26 1579656.3),(27 1530171.9),(28 1495761),(29 1471480.9),(30 1459917.8),(31 1463256),(32 1483811.1),(33 1523410),(34 1565362.6),(35 1598994.4),(36 1615103.1),(37 1615607.4),(38 1616332.9),(39 1631178.5),(40 1673265.8),(41 1747721.9),(42 1840811.5),(43 1934295.8),(44 2022092.4),(45 2092277.3),(46 2125753),(47 2135254.5),(48 2116886.8),(49 2083468.8),(50 2027216),(51 1953780.8),(52 1878997.1),(53 1819358.6),(54 1796779.5),(55 1818568.3),(56 1877518.5),(57 1953707),(58 2026053),(59 2075870.1),(60 2100140),(61 2108663.8),(62 2112862.8),(63 2123518),(64 2114312.8),(65 2073030.9),(66 1989022.6),(67 1887521.4),(68 1805045),(69 1763720.6),(70 1774354.8),(71 1823103.8),(72 1883917.8),(73 1930564.6),(74 1959574),(75 1982518.4),(76 2016415.1),(77 2070432.5),(78 2133703.3),(79 2196669.5),
(1 46854.12),(2 175339.02),(3 358294.88),(4 559637.8),(5 751824.06),(6 913289.7),(7 1040548.56),(8 1130457.5),(9 1182384.9),(10 1199613.5),(11 1182892.9),(12 1145482.8),(13 1106705),(14 1096665.4),(15 1136908.3),(16 1230170.4),(17 1366008.3),(18 1522141.5),(19 1675966.6),(20 1810141.3),(21 1910564.9),(22 1972002.9),(23 1989373.8),(24 1961080.3),(25 1894345.5),(26 1803064.4),(27 1711332.8),(28 1642205.5),(29 1613650),(30 1629824.1),(31 1686690.5),(32 1765502.1),(33 1848212.4),(34 1919246.6),(35 1966482.3),(36 1976514.6),(37 1958365.4),(38 1912795.8),(39 1850014.9),(40 1781453.1),(41 1720514),(42 1672790.1),(43 1655161.9),(44 1670052.4),(45 1711473.5),(46 1767712.5),(47 1830816.3),(48 1889888),(49 1931301.5),(50 1938217.8),(51 1916505.5),(52 1868867.1),(53 1800866.9),(54 1722306.9),(55 1640060),(56 1564546.1),(57 1513759.8),(58 1498779.3),(59 1531955.5),(60 1608981),(61 1707304.8),(62 1790138.6),(63 1831319.5),(64 1816035.6),(65 1771475.5),(66 1722885.8),(67 1682848.1),(68 1651805.8),(69 1632357),(70 1631386.6),(71 1650618.5),(72 1694725.5),(73 1759740.4),(74 1841776.6),(75 1920628.9),(76 1978655.4),(77 2004331.5),(78 1999523.8),(79 1980018.6),
(1 69132.64),(2 252145.3),(3 499555.9),(4 759984.8),(5 997351.6),(6 1199167.1),(7 1364308.1),(8 1488539.3),(9 1562446.5),(10 1582592.1),(11 1553588.6),(12 1494066),(13 1437146.8),(14 1423028.3),(15 1460963),(16 1544355.4),(17 1646654.1),(18 1737632),(19 1801043.8),(20 1841199.3),(21 1866858.4),(22 1888594.4),(23 1903929.6),(24 1907242.6),(25 1894817.1),(26 1871723.1),(27 1855788.6),(28 1856069.6),(29 1877666.4),(30 1903000.1),(31 1914711.1),(32 1896461.8),(33 1848650.4),(34 1782357.3),(35 1723939),(36 1682646),(37 1659983.1),(38 1641783.5),(39 1621426.8),(40 1600167.9),(41 1585741.8),(42 1589469.4),(43 1606751.6),(44 1627488.8),(45 1633297.1),(46 1616336.5),(47 1586321.5),(48 1556092.3),(49 1544442.4),(50 1565044.3),(51 1617504.9),(52 1688310.1),(53 1760501.3),(54 1829299.5),(55 1897821.4),(56 1969164.6),(57 2033548.3),(58 2074915.8),(59 2079308.3),(60 2043991.1),(61 1979292.3),(62 1910145.1),(63 1869559.1),(64 1870890.4),(65 1915418.8),(66 1981229.6),(67 2057105.5),(68 2132142.5),(69 2200834.5),(70 2266660.5),(71 2335469.5),(72 2400760.5),(73 2458115.3),(74 2499234.5),(75 2520042.8),(76 2525619.8),(77 2518481),(78 2503753.8),(79 2473466.3),
(1 49186.168),(2 177216.64),(3 341251.63),(4 498436.8),(5 626622.9),(6 734988.8),(7 846021.75),(8 971167.8),(9 1098353.8),(10 1204558.1),(11 1278780.8),(12 1320522.9),(13 1352537.4),(14 1410431.9),(15 1504668.5),(16 1622897.6),(17 1738707.5),(18 1818255.3),(19 1851522.9),(20 1854434),(21 1850480),(22 1857355.4),(23 1865948.1),(24 1860292.6),(25 1828245.8),(26 1777823.5),(27 1735373.5),(28 1716509.4),(29 1722537.6),(30 1737583.6),(31 1739261.1),(32 1712334.6),(33 1654312.1),(34 1584981.1),(35 1523003.3),(36 1475423.9),(37 1433359.3),(38 1385261.8),(39 1332570.8),(40 1293852.5),(41 1286900.8),(42 1317779.5),(43 1376361.4),(44 1432772.4),(45 1464909.1),(46 1470387),(47 1464947.4),(48 1460129.3),(49 1472287.3),(50 1501006.6),(51 1540269.9),(52 1576443.4),(53 1611029.9),(54 1662498.9),(55 1745504.8),(56 1860661),(57 1975820.3),(58 2058336.4),(59 2082574),(60 2053568.8),(61 1999752.1),(62 1952753.1),(63 1935821.5),(64 1947913.4),(65 1980166.4),(66 2034775.3),(67 2112627.3),(68 2209601.3),(69 2322497.3),(70 2439430.5),(71 2543813.8),(72 2604482),(73 2611996.5),(74 2575452.8),(75 2524802),(76 2486168.3),(77 2473568.3),(78 2474401.3),(79 2477258.5),
(1 49098.105),(2 179920.28),(3 355763.56),(4 533162.94),(5 687857.3),(6 822649.6),(7 949627.94),(8 1076373.8),(9 1194347.9),(10 1288779.3),(11 1353734.3),(12 1396172.3),(13 1438673.5),(14 1505145.1),(15 1593591.5),(16 1684845.5),(17 1762250.5),(18 1807901.9),(19 1826786.1),(20 1841783.5),(21 1866612.3),(22 1903543.5),(23 1929957.9),(24 1926216.1),(25 1893063.5),(26 1844617.6),(27 1795341.8),(28 1755840.8),(29 1720534.3),(30 1678415.3),(31 1623474.9),(32 1566313.3),(33 1519827.9),(34 1499392.4),(35 1508825.3),(36 1528465.4),(37 1547476.3),(38 1556226.1),(39 1566510.3),(40 1590400.9),(41 1629614.9),(42 1672875.4),(43 1704624.8),(44 1717175.5),(45 1715445.4),(46 1709696.4),(47 1718925.5),(48 1746039.3),(49 1792076.5),(50 1839934.6),(51 1882890.9),(52 1921024.8),(53 1964131.8),(54 2017304.8),(55 2075070.8),(56 2118341.8),(57 2129511),(58 2108535),(59 2067132.8),(60 2026848.9),(61 2000336.1),(62 1990694),(63 1982208),(64 1974464.5),(65 1972773.8),(66 1995424.4),(67 2036883.8),(68 2079400.4),(69 2123746.5),(70 2168159.3),(71 2206964.3),(72 2233130.8),(73 2244948),(74 2234625.5),(75 2214204),(76 2193220),(77 2180313.8),(78 2170813.8),(79 2161478.5),
(1 43515.13),(2 158190.33),(3 306730.06),(4 449833.06),(5 574229.75),(6 689756.6),(7 813260.94),(8 942697.8),(9 1059350.5),(10 1148401.6),(11 1210399.3),(12 1265910.4),(13 1336323),(14 1429154.4),(15 1522914.5),(16 1594773.9),(17 1636474.5),(18 1647387),(19 1646900.8),(20 1647791.3),(21 1652985.1),(22 1654653.5),(23 1644945.4),(24 1630706.5),(25 1634987.3),(26 1662744),(27 1707305),(28 1743350.9),(29 1753374.5),(30 1726889.9),(31 1674981.4),(32 1614949.5),(33 1557170.6),(34 1501682.6),(35 1438295.4),(36 1364114.1),(37 1291525.8),(38 1236339.3),(39 1214453.4),(40 1220675.4),(41 1239654.6),(42 1256832.5),(43 1264202.5),(44 1267304),(45 1270604),(46 1271603.3),(47 1269247.6),(48 1258777.5),(49 1244345.9),(50 1231630.1),(51 1227040.1),(52 1239109.8),(53 1264449.8),(54 1298110.9),(55 1336419.8),(56 1372496),(57 1397308.1),(58 1403251.8),(59 1381997),(60 1337341.5),(61 1281696.9),(62 1236575.4),(63 1219342.9),(64 1228529.5),(65 1257875.8),(66 1288262.1),(67 1306346.6),(68 1324566.6),(69 1359823.4),(70 1403516.6),(71 1430454.5),(72 1428662.6),(73 1410319.5),(74 1403124.3),(75 1426934.8),(76 1470234.3),(77 1504451.5),(78 1508616),(79 1491213),
