1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 84750),(2 298334.97),(3 656842.56),(4 1165454.4),(5 1886142),(6 2795828.5),(7 3943780.3),(8 5354340.5),(9 7021919.5),(10 8973078),(11 11134971),(12 13627747),(13 16371187),(14 19418510),(15 22699634),(16 26435094),(17 30765168),(18 35510144),(19 40953516),(20 46782844),(21 53263410),(22 60378764),(23 68451530),(24 76667390),(25 84962770),(26 92734424),(27 100453960),(28 108205530),(29 115904380),(30 123558910),(31 130069000),(32 135243150),(33 139431120),(34 142675950),(35 145186060),(36 147294340),(37 148391630),(38 149115440),(39 148850220),(40 147681630),(41 145783730),(42 142966640),(43 139213040),(44 134415800),(45 129206360),(46 122998470),(47 116361150),(48 109244250),(49 101732410),(50 93698390),(51 85898376),(52 77647530),(53 70443720),(54 63537036),(55 57496132),(56 52127108),(57 47488068),(58 43833788),(59 41023650),(60 39271820),(61 37834636),(62 36870604),(63 36587644),(64 36726880),(65 37510956),(66 38527084),(67 39289330),(68 40433324),(69 41728660),(70 43443970),(71 45182964),(72 46685764),(73 48339696),(74 49752096),(75 51164064),(76 52638524),(77 54143300),(78 55612944),(79 56985692),
(1 54744.69),(2 110559.125),(3 115658.68),(4 122668.86),(5 148353.48),(6 152500.56),(7 143609.5),(8 141681.92),(9 143143.36),(10 146126.83),(11 150271.52),(12 159163.64),(13 167841.69),(14 174315.8),(15 181683.55),(16 187250.84),(17 189220.34),(18 192817.23),(19 199889.7),(20 208526.92),(21 212272.1),(22 217422.98),(23 224320.78),(24 232104.47),(25 239783.81),(26 249788.7),(27 260572),(28 269027.06),(29 274093.5),(30 278460.5),(31 277341.97),(32 275137.13),(33 273368.72),(34 278214.88),(35 283844.38),(36 290741.8),(37 296438.78),(38 296882.34),(39 296709.13),(40 302634.8),(41 301227.6),(42 299004.06),(43 302064.13),(44 302294.97),(45 299763.4),(46 295239.3),(47 294955.78),(48 295842.84),(49 293334.4),(50 295274.78),(51 297771.03),(52 296890.8),(53 295260.7),(54 297144.3),(55 290561.5),(56 287753.2),(57 285948.5),(58 279188.53),(59 276554.78),(60 275593.97),(61 275897.75),(62 271184.47),(63 268688.9),(64 264946.44),(65 264891.13),(66 262657.03),(67 268928.03),(68 275280.88),(69 273864.3),(70 273435.7),(71 264657.16),(72 255552.83),(73 242666.2),(74 232987.78),(75 233853.33),(76 246767.3),(77 252310.28),(78 259723.44),(79 270811.25),
(1 53058.504),(2 106145.26),(3 107737.08),(4 117077.2),(5 142316.78),(6 144850.98),(7 135368.39),(8 137292.45),(9 137614.16),(10 137503.45),(11 143366.66),(12 147217.98),(13 153863.25),(14 160679.28),(15 165537.31),(16 170277.72),(17 169778.5),(18 173932.38),(19 180955.97),(20 188977.06),(21 193918.95),(22 196063.73),(23 201808.38),(24 208169.81),(25 218099.44),(26 228053.11),(27 234943.56),(28 240086.72),(29 246570.83),(30 247605.63),(31 247181.31),(32 247462.77),(33 248289.89),(34 248015.16),(35 253629.13),(36 259752.56),(37 265189.53),(38 263357.78),(39 265827.63),(40 265173),(41 268307.7),(42 267717.03),(43 269342.6),(44 270794.2),(45 266482.2),(46 264168.53),(47 262383.9),(48 260602.58),(49 260812.52),(50 259722.88),(51 260527.1),(52 263413.25),(53 259873.48),(54 256901.17),(55 254316.84),(56 251159.52),(57 249030.78),(58 244622.4),(59 241749.86),(60 244667.73),(61 245827.63),(62 243707.75),(63 237021.52),(64 235159.64),(65 236858.92),(66 240651.55),(67 243770.25),(68 250037.88),(69 250003.61),(70 250531.36),(71 247791.08),(72 237221.45),(73 224072.03),(74 216852.16),(75 222246.84),(76 233015.72),(77 238145.75),(78 248877.7),(79 255685.48),
(1 55901.992),(2 107242.75),(3 105174.87),(4 116967.984),(5 146661.81),(6 148140.67),(7 140216.86),(8 142318.02),(9 143974.27),(10 142478.86),(11 144681.1),(12 152217.11),(13 158032.81),(14 164619.64),(15 169395.23),(16 172640.56),(17 171414.4),(18 175049.19),(19 183072.98),(20 190347.42),(21 192730.52),(22 194674.97),(23 195743.92),(24 202754.19),(25 211471.6),(26 220647.63),(27 227289.4),(28 230997.94),(29 233865.14),(30 237766.78),(31 237380.83),(32 234433.63),(33 235837.33),(34 237474.14),(35 243737.97),(36 253238.19),(37 258060.48),(38 258347.38),(39 255853.97),(40 257373.78),(41 256887.81),(42 258631.67),(43 260306.4),(44 260296.8),(45 257889.86),(46 254378.52),(47 254743.2),(48 254324.06),(49 255134.13),(50 254129.3),(51 252632.5),(52 252285.3),(53 250989.02),(54 247431.56),(55 244067.11),(56 242982),(57 239391.8),(58 232677.81),(59 230511),(60 235930.78),(61 237466.94),(62 230768.78),(63 229133.19),(64 227859.58),(65 229953.88),(66 229245.08),(67 235044.89),(68 239673.27),(69 241097.42),(70 239526.13),(71 237855.7),(72 231558.36),(73 223853.17),(74 215272.42),(75 223502.81),(76 235321.69),(77 237646.31),(78 245311.27),(79 256320.67),
(1 54863.195),(2 100886.58),(3 93605.28),(4 104924.06),(5 132028.31),(6 130276.88),(7 123387.555),(8 129992.914),(9 131948.11),(10 129632.89),(11 131915.83),(12 137348.36),(13 142932.55),(14 148694.17),(15 155372.66),(16 157903.52),(17 156512.73),(18 163988.06),(19 174564.98),(20 181203.94),(21 182926.52),(22 181989.55),(23 183155.94),(24 185203.13),(25 192496.92),(26 202210.95),(27 210466.23),(28 214231.28),(29 218478.34),(30 222232.5),(31 226742.42),(32 227322.94),(33 225816.77),(34 227379.11),(35 232057.63),(36 241898.39),(37 248435.73),(38 247214.06),(39 245471.47),(40 246273.66),(41 245949.81),(42 247765.11),(43 252194.38),(44 253084.64),(45 252096.42),(46 248562.23),(47 243677.6),(48 243947.22),(49 246840.27),(50 245545.1),(51 243821.5),(52 243884),(53 237237.3),(54 233589.81),(55 229844.16),(56 227462.89),(57 224552.13),(58 219466.34),(59 219078.3),(60 223927.44),(61 224282.97),(62 222305.02),(63 218028.66),(64 218408.81),(65 219597.3),(66 216452.34),(67 220247.17),(68 223967.73),(69 226127.42),(70 223584),(71 216825.14),(72 218735.16),(73 211159.27),(74 204796.81),(75 213447.03),(76 219184.13),(77 224526.5),(78 226941.23),(79 239706.58),
(1 57780.848),(2 104746.68),(3 91452.875),(4 103252.805),(5 131036.13),(6 125701.125),(7 117888.25),(8 129726.07),(9 132320.25),(10 129887.33),(11 133801.1),(12 138095.4),(13 140806.84),(14 147781.03),(15 154132.9),(16 155133.48),(17 154538.9),(18 161143.53),(19 173826.47),(20 183301.84),(21 186344.28),(22 188783.16),(23 188321.64),(24 188535.19),(25 193617.98),(26 202134.7),(27 212890.42),(28 218192.58),(29 217812.98),(30 222490.95),(31 229909.61),(32 231744.03),(33 233999.19),(34 236269.86),(35 237530.9),(36 243920.39),(37 247739.13),(38 246417.3),(39 244121.83),(40 242232.55),(41 241296.38),(42 240152),(43 240259.73),(44 243452.83),(45 240381.9),(46 236558.77),(47 232769.77),(48 229229.53),(49 230093.16),(50 228647.66),(51 227176.88),(52 225604.75),(53 220096.92),(54 213648.86),(55 214411.31),(56 210484.16),(57 209240.9),(58 205378.88),(59 208042.2),(60 210063.42),(61 212145.13),(62 208726.4),(63 204103.7),(64 202247.53),(65 203518.86),(66 203889.78),(67 205211.25),(68 211309.4),(69 209627.8),(70 210693.36),(71 207453.64),(72 206129.1),(73 201852.75),(74 194862.45),(75 206135.03),(76 215274.28),(77 215152.1),(78 221435.95),(79 228819.72),
(1 58481.785),(2 103765.88),(3 88227.37),(4 101357.94),(5 129849.86),(6 120552.73),(7 112648.83),(8 124847.26),(9 130706.88),(10 126503.34),(11 129667.32),(12 137595.77),(13 140905.14),(14 144727.9),(15 150427.27),(16 153553.7),(17 152403.48),(18 157273.81),(19 164910),(20 172303.42),(21 178146.81),(22 180348.22),(23 181862.8),(24 185667.27),(25 189048.58),(26 195187.05),(27 204459.73),(28 210241.92),(29 208720.02),(30 209936.17),(31 214217.6),(32 219696.75),(33 222116.86),(34 224187.72),(35 224760.81),(36 228642.36),(37 234190.23),(38 236457.45),(39 234762.34),(40 234186.55),(41 232253.84),(42 231870.92),(43 233472.28),(44 238576.39),(45 234786.36),(46 227500.13),(47 224937.83),(48 224613.33),(49 224765.36),(50 222158.23),(51 219782.16),(52 217231.88),(53 208899.92),(54 204684.44),(55 202568.48),(56 199754.7),(57 196944.36),(58 195031.67),(59 193006.28),(60 196315.53),(61 196089.19),(62 193239.95),(63 190522.4),(64 191627.53),(65 192924.8),(66 191365.69),(67 192861.4),(68 195859.03),(69 197745.67),(70 192377.69),(71 191408.66),(72 194938.53),(73 189912.89),(74 184185.53),(75 196269.5),(76 207160.64),(77 203224.88),(78 208148.61),(79 212475.78),
(1 58425.5),(2 102517.45),(3 86525.72),(4 100743.29),(5 128097.4),(6 116943.67),(7 108060.24),(8 123330.88),(9 127088.695),(10 121437.6),(11 125650.62),(12 135146),(13 140534.4),(14 144164.08),(15 147884.94),(16 152464.7),(17 152794.8),(18 158048.39),(19 164591.8),(20 169101.14),(21 172331.03),(22 175723.27),(23 180347.36),(24 183846.31),(25 187632.45),(26 193822.92),(27 201776.34),(28 209060.55),(29 210303.5),(30 209133.45),(31 210299.77),(32 215817.14),(33 220690.89),(34 223763.89),(35 224763.64),(36 226374.61),(37 229970.95),(38 232615.3),(39 235057.73),(40 236124.56),(41 235222.08),(42 232235.8),(43 231965.53),(44 237100.25),(45 234073.64),(46 226546.47),(47 224003.14),(48 221738.4),(49 223505.11),(50 223000.98),(51 220036.17),(52 218421.31),(53 211150.98),(54 205328.03),(55 205061.78),(56 202259.77),(57 200801.2),(58 199414.69),(59 196778.03),(60 193758.6),(61 192552.45),(62 191169.5),(63 187560.27),(64 190232.72),(65 193953.2),(66 191786.48),(67 192324.53),(68 196607.94),(69 196946.84),(70 194026.28),(71 190617.19),(72 189554.45),(73 183613.98),(74 177745.56),(75 185795.08),(76 195656.84),(77 192936.8),(78 196881.77),(79 203770.16),
(1 58948.688),(2 102082.56),(3 85217.15),(4 101361.25),(5 129535.38),(6 116518.43),(7 108454.17),(8 124095.766),(9 127226.836),(10 123554.04),(11 129288.9),(12 137681.67),(13 140752.45),(14 145512.22),(15 148169.98),(16 149781.75),(17 150980.78),(18 156908.44),(19 164127.23),(20 169876.92),(21 172166.69),(22 175141.66),(23 180253.66),(24 182846.25),(25 184459.08),(26 189528.73),(27 195074.88),(28 203421.1),(29 209337.69),(30 208449.08),(31 206286.31),(32 207482.66),(33 212306.38),(34 218180.58),(35 218263.9),(36 221741.98),(37 222990.78),(38 222910.75),(39 228048.47),(40 231630.02),(41 229742.5),(42 227632.94),(43 224338.84),(44 227982.69),(45 227802.08),(46 221859.89),(47 220400.13),(48 217995.84),(49 216789.9),(50 218918.88),(51 217500.89),(52 213614.9),(53 208724.98),(54 205061.5),(55 202194.53),(56 200568.8),(57 202692.13),(58 200882.7),(59 197367.56),(60 193887.88),(61 190209.61),(62 186862.9),(63 186352.47),(64 190243.66),(65 194326.2),(66 191563.13),(67 189093.13),(68 191210.08),(69 191216.98),(70 188530.63),(71 187058.83),(72 185006.52),(73 181716.64),(74 175499.94),(75 186050.64),(76 190575.97),(77 189959.42),(78 192455.06),(79 200736.39),
(1 59017.137),(2 102213.46),(3 84815.055),(4 100725.11),(5 128528.305),(6 114053.555),(7 105025.76),(8 120102.68),(9 122364.6),(10 119320.805),(11 127416.33),(12 135819.25),(13 139794.22),(14 143636.4),(15 146287.03),(16 147763.86),(17 151731.06),(18 157926.66),(19 163328.66),(20 167219.81),(21 170060.22),(22 175411.88),(23 181073.3),(24 185379.97),(25 186781.73),(26 190958.45),(27 197514.83),(28 202134.27),(29 204618.28),(30 204296.27),(31 204871.55),(32 206534.42),(33 211813.11),(34 214350.89),(35 217322.44),(36 218705.2),(37 221553.3),(38 220162.23),(39 220237.75),(40 223670.55),(41 225243.34),(42 222449.19),(43 221685.1),(44 222465.73),(45 222037.25),(46 218307.42),(47 219961.11),(48 217459.36),(49 209274.58),(50 207109.48),(51 208075.16),(52 205618.25),(53 201181.4),(54 197653.05),(55 195369.25),(56 194232.27),(57 196890.63),(58 195626.48),(59 193565.36),(60 192074.28),(61 189641.06),(62 185571.39),(63 181832.31),(64 186291.45),(65 193205.22),(66 190640.08),(67 191670.05),(68 193124.53),(69 193086.73),(70 189932),(71 186524.25),(72 188165.05),(73 184309.77),(74 178079.44),(75 182421.55),(76 186989.73),(77 184983.16),(78 188035.6),(79 193306.31),
(1 62565.61),(2 109015.26),(3 91109.61),(4 109920.32),(5 139121.94),(6 120953.73),(7 109831.63),(8 123941.71),(9 124232.836),(10 122477.36),(11 134034.05),(12 141422.7),(13 144161.94),(14 150636.64),(15 152065.44),(16 153325.83),(17 154733.94),(18 163965.77),(19 168711.47),(20 171005.36),(21 171140.69),(22 174375.33),(23 181473.16),(24 188171.83),(25 192824.22),(26 194295.58),(27 198316.06),(28 203686.83),(29 206017.42),(30 206252.44),(31 205709.72),(32 208378.36),(33 211534.64),(34 217891.98),(35 217610.83),(36 220622.39),(37 220698.42),(38 222602.5),(39 225249.02),(40 225715.58),(41 222958.19),(42 220039.25),(43 219586.61),(44 222671.5),(45 219503.98),(46 218815.11),(47 218099.08),(48 215812.53),(49 207972.03),(50 204027.61),(51 202783.61),(52 204700.95),(53 200734.55),(54 195885.64),(55 195010.98),(56 195150.94),(57 193684.23),(58 194265.06),(59 192273.92),(60 188158.6),(61 187209.53),(62 183724.44),(63 183764.78),(64 186004.83),(65 194324.97),(66 193314.52),(67 192351.3),(68 191542.78),(69 191216.9),(70 188004.06),(71 188443.4),(72 191306.17),(73 188891.84),(74 180669.95),(75 184329.23),(76 188728.31),(77 188573.69),(78 192229.84),(79 198199.61),
(1 58284.152),(2 101792.21),(3 87965.28),(4 108518.55),(5 136419.55),(6 118989.67),(7 105138.56),(8 119693.06),(9 122132.14),(10 117633.15),(11 126698.64),(12 135846.75),(13 139278.16),(14 144329.3),(15 147615.14),(16 148203.31),(17 151052.81),(18 156074.44),(19 160876.78),(20 164540),(21 167724.5),(22 170933.52),(23 174613.84),(24 178103.47),(25 184089.84),(26 190623.1),(27 192995.81),(28 193664.64),(29 196106.39),(30 197505.34),(31 197602.38),(32 199122.2),(33 203231.27),(34 208166.7),(35 210235.16),(36 209517.11),(37 209594.14),(38 209012.66),(39 214652.95),(40 218002.92),(41 216038.83),(42 211703.03),(43 210375.69),(44 211806.89),(45 209425.52),(46 207511.31),(47 206869.9),(48 202522.22),(49 198399.9),(50 197993.39),(51 197260.69),(52 197125.92),(53 198551.78),(54 195690.98),(55 194870.73),(56 196542.4),(57 194976.25),(58 194122.58),(59 192885.98),(60 189469.25),(61 185619.28),(62 182645.75),(63 181121.61),(64 185364.89),(65 188243.69),(66 188082.78),(67 184240.73),(68 182198.83),(69 182274.56),(70 182842.4),(71 184342.16),(72 186761.92),(73 184856.84),(74 176515.5),(75 178602.44),(76 179317.39),(77 179083.75),(78 180944.28),(79 189165.48),
(1 54784.406),(2 96622.29),(3 87544.32),(4 108472.51),(5 136488.22),(6 120296.305),(7 106205.35),(8 118417.92),(9 124902.52),(10 121442.07),(11 126166.83),(12 135074.47),(13 139462.77),(14 144488.16),(15 147687.19),(16 151230.47),(17 152247.3),(18 155824.05),(19 159505.56),(20 161900.44),(21 163753.69),(22 168415.33),(23 173581.27),(24 177618.47),(25 179267.23),(26 185006.58),(27 189860.13),(28 190370.14),(29 191237.1),(30 193445.39),(31 194065.4),(32 194826.55),(33 196438.92),(34 200914.58),(35 202646.2),(36 205956.86),(37 203229.33),(38 201650.1),(39 203772.25),(40 206462.5),(41 204871.5),(42 202927.69),(43 198479.73),(44 195524.34),(45 191937.52),(46 191560.66),(47 191181.38),(48 189188.16),(49 185450.02),(50 185452.61),(51 183335.98),(52 180170.97),(53 178878.97),(54 179787.45),(55 180700.6),(56 181654.48),(57 180585.06),(58 178514.02),(59 179745.97),(60 176871.06),(61 174323.55),(62 174556.33),(63 173952.06),(64 177230.48),(65 187675.31),(66 185543.22),(67 180767.16),(68 179279.73),(69 178285.4),(70 182487.34),(71 182921.13),(72 185278.23),(73 184606.88),(74 176052.4),(75 175313.63),(76 177592.92),(77 176830.19),(78 179112.89),(79 184753.28),
(1 53560.344),(2 95112.36),(3 89154.69),(4 110341.26),(5 136981.31),(6 122620.71),(7 107539.3),(8 118688.945),(9 124599.82),(10 122772.43),(11 128738.4),(12 139366.61),(13 145097.95),(14 146528.08),(15 148143.5),(16 151613.47),(17 152161.83),(18 154523.66),(19 158698.02),(20 164755.44),(21 166592.81),(22 168848.75),(23 173120.67),(24 177072.7),(25 182103.36),(26 186868.73),(27 190018.19),(28 192128.4),(29 194030.81),(30 197431.63),(31 200077.98),(32 200995.17),(33 202274.44),(34 203865.83),(35 206256.44),(36 211226.28),(37 213582.28),(38 211793.5),(39 214988.33),(40 216651.64),(41 213927),(42 215337.9),(43 215712.39),(44 210022.86),(45 203516.33),(46 201057.69),(47 197688.14),(48 194005.97),(49 191545.33),(50 192696.38),(51 189199.9),(52 185798.58),(53 184468.84),(54 182662.19),(55 184735.67),(56 184737.31),(57 183180.8),(58 182602.05),(59 182635.7),(60 177822.39),(61 173236.66),(62 173414.53),(63 174722.14),(64 174963.06),(65 180517.36),(66 180906.28),(67 176169.06),(68 172805.7),(69 173758.42),(70 177424.02),(71 179466.1),(72 180674.94),(73 180879.77),(74 175013.23),(75 171153.08),(76 171907.36),(77 172830.9),(78 174699.08),(79 181437.7),
(1 50331.305),(2 90691.32),(3 87017.73),(4 107300.99),(5 128898.016),(6 117779.21),(7 104123.63),(8 111592.41),(9 118486.1),(10 117809.08),(11 122744.125),(12 134398.72),(13 142397.77),(14 145547.53),(15 145155.94),(16 147673.67),(17 147406.89),(18 148473.53),(19 153033.05),(20 158060.97),(21 161988.14),(22 165094.33),(23 165343.11),(24 165324.34),(25 168559.1),(26 175868.55),(27 179182.84),(28 179523.8),(29 178321.5),(30 181602.38),(31 185132.84),(32 187532.25),(33 188062.36),(34 188684.89),(35 190085.11),(36 194016.92),(37 194699.38),(38 192835.9),(39 194558.77),(40 195790.1),(41 195487.73),(42 195255.64),(43 193198.67),(44 190471.64),(45 186503.88),(46 183690.38),(47 181186.27),(48 177151.97),(49 175566.03),(50 175766.44),(51 175422.19),(52 175232.73),(53 178067.06),(54 178319.48),(55 178227.63),(56 180096.63),(57 178295.5),(58 176404.55),(59 178288.77),(60 175744.02),(61 172460.64),(62 173444.67),(63 176311.14),(64 179197.88),(65 181286.97),(66 178562.92),(67 173471.69),(68 167224.45),(69 168515.13),(70 173339.5),(71 176153),(72 176225.45),(73 175745.53),(74 171998.53),(75 167079.19),(76 165521.52),(77 164470.92),(78 169311.31),(79 174055.98),
(1 49413.297),(2 88322.33),(3 87704.914),(4 110180.36),(5 129669.78),(6 117364.65),(7 106769.33),(8 112263.44),(9 118767.555),(10 118354.44),(11 124665.51),(12 137537.81),(13 146242.67),(14 149374.53),(15 151191.98),(16 152778.44),(17 153214.72),(18 154488.53),(19 159802.9),(20 164278.52),(21 167006.2),(22 169727.64),(23 172775.86),(24 174941.08),(25 176168.36),(26 181175.86),(27 187822.13),(28 190951.13),(29 189584.67),(30 193076.84),(31 197804.13),(32 202563.19),(33 202827.56),(34 204093.05),(35 205104.45),(36 208756.17),(37 211181.67),(38 209376.69),(39 210538.08),(40 212820.17),(41 213069.75),(42 217261.33),(43 215550.11),(44 211355.9),(45 208429.17),(46 207221.98),(47 205469.36),(48 200893.3),(49 197465.42),(50 196379.19),(51 193020.56),(52 193455.25),(53 196438.73),(54 197232.53),(55 196951.92),(56 198881.44),(57 197429.89),(58 193993.44),(59 192245.5),(60 190256.81),(61 188885.63),(62 190439.63),(63 192904.47),(64 195257.33),(65 198334.86),(66 192513.45),(67 188261.27),(68 184128.42),(69 180616.05),(70 187385.13),(71 187063.39),(72 190261.73),(73 188574.55),(74 183970.33),(75 180268.9),(76 178111.53),(77 179369.97),(78 179644.4),(79 187654.34),
(1 44269.613),(2 77567.62),(3 79949.1),(4 100494.766),(5 116133.22),(6 105499.766),(7 97611.3),(8 104539.9),(9 108740.48),(10 109956.836),(11 115509.664),(12 127656.11),(13 135409.42),(14 136021.66),(15 138161.75),(16 142063.28),(17 143592.58),(18 147460.83),(19 150804.38),(20 154485.98),(21 156082.69),(22 158191.19),(23 157630.73),(24 156953.27),(25 158804.92),(26 162406.08),(27 165527.58),(28 168236.77),(29 169280.02),(30 170165),(31 173355.05),(32 175963.4),(33 176559.88),(34 176521.4),(35 175705.95),(36 176748.89),(37 176770.11),(38 176066.45),(39 175862.23),(40 175935.98),(41 176877.53),(42 179689.72),(43 177858.4),(44 174004),(45 172125),(46 170346.83),(47 171063.42),(48 168754.39),(49 166054.77),(50 166072.66),(51 163227.77),(52 162546.22),(53 164317.03),(54 165085.83),(55 165448.17),(56 169985.64),(57 169918.47),(58 167549.94),(59 166181.5),(60 162621.14),(61 160764.44),(62 162928.53),(63 165326.13),(64 165847.95),(65 167034.56),(66 165139.61),(67 164963.81),(68 158562.16),(69 156716.17),(70 159636.39),(71 163289.28),(72 162988.67),(73 165348.06),(74 159979.38),(75 158774.1),(76 155339.11),(77 156925.52),(78 161996.13),(79 167297.56),
(1 43359.254),(2 74666.54),(3 78230.15),(4 99965.84),(5 112297.47),(6 103608.39),(7 98473.195),(8 103695.19),(9 108891.445),(10 110143.2),(11 117851.64),(12 127498.51),(13 133167.13),(14 134939),(15 136378.45),(16 139294.3),(17 142264.17),(18 147882.14),(19 152229.66),(20 154869.19),(21 159449.45),(22 164118.89),(23 164238.31),(24 162761.56),(25 164537.81),(26 170198.44),(27 175619.47),(28 179291.19),(29 179620.11),(30 180751.38),(31 182954.47),(32 185130.67),(33 185692.39),(34 184596.94),(35 183319.11),(36 184518.78),(37 185430.06),(38 182841.94),(39 185977.47),(40 183713.7),(41 185934.97),(42 188125.03),(43 189234.19),(44 185229.84),(45 182281.77),(46 182113.08),(47 180572.9),(48 180224.55),(49 177007.53),(50 175347.6),(51 175118.05),(52 175092.7),(53 174241.78),(54 175751.67),(55 174597.38),(56 176632.67),(57 179381.16),(58 177675.61),(59 177053.16),(60 172729.25),(61 168400.64),(62 170487.73),(63 171906.33),(64 172941.67),(65 171543.78),(66 171290.17),(67 170188.2),(68 165288.58),(69 162191.7),(70 165695.8),(71 168393.75),(72 169619.47),(73 170633.94),(74 164866.89),(75 162294.1),(76 157297.13),(77 158092.66),(78 162172.88),(79 171255.25),
(1 41879.566),(2 71356.92),(3 75240.82),(4 96333.305),(5 105930.31),(6 98111.84),(7 94205.48),(8 97881.68),(9 101807.164),(10 104979.74),(11 114417.25),(12 125570),(13 130017.625),(14 130767.83),(15 133598.42),(16 136601.69),(17 140694.67),(18 147017.64),(19 153558.45),(20 161395.69),(21 167493.66),(22 174508.19),(23 175025.36),(24 177218.19),(25 182343.94),(26 184987.33),(27 189776.89),(28 194158.63),(29 196492.94),(30 196425.98),(31 197406.63),(32 198545.44),(33 200112.48),(34 199011.9),(35 196152.1),(36 195242.3),(37 195857.78),(38 194644.64),(39 193213.97),(40 193062.47),(41 192726.27),(42 194675),(43 193523.8),(44 193735),(45 189171.77),(46 186068.47),(47 187016.23),(48 182876.77),(49 181565.58),(50 182610.53),(51 183705.7),(52 184110.94),(53 183903.6),(54 183008.97),(55 180902.9),(56 181001.08),(57 181566.03),(58 180193.1),(59 180302.64),(60 176806.16),(61 172671.52),(62 170893.36),(63 171378.45),(64 170556.45),(65 170646.95),(66 172300.63),(67 170050.9),(68 164749.73),(69 163045.23),(70 166012.13),(71 165259.9),(72 170119.48),(73 167091.45),(74 165559.67),(75 161052.05),(76 156083.31),(77 155884.69),(78 161580.22),(79 164062.94),
