1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20630.164),(2 50097.137),(3 88533.75),(4 138460.23),(5 191955.92),(6 243801.5),(7 298845.16),(8 362205.16),(9 412094.75),(10 454166.5),(11 496147.5),(12 519008.13),(13 553230.56),(14 589945.2),(15 622017.3),(16 658751.94),(17 697811.44),(18 731449.25),(19 774774.25),(20 824590.2),(21 864361.2),(22 914693.25),(23 963769.44),(24 1002850.25),(25 1040553.75),(26 1068329.4),(27 1078258.5),(28 1091191.6),(29 1104389.6),(30 1150156),(31 1180339.5),(32 1227554.9),(33 1298320.9),(34 1355190.1),(35 1429105.1),(36 1494866.4),(37 1543892.4),(38 1619346),(39 1672921.6),(40 1689497.6),(41 1733111.4),(42 1762733.4),(43 1769389),(44 1799398),(45 1830022),(46 1846007.1),(47 1865655.1),(48 1882064.9),(49 1929153.6),(50 1990481.9),(51 2068547),(52 2145370),(53 2242240),(54 2317773.8),(55 2452234.3),(56 2554841.3),(57 2663873.8),(58 2772184.5),(59 2883696),(60 3002650.8),(61 3137946),(62 3292604),(63 3430741.8),(64 3553940.8),(65 3681838.8),(66 3793642.8),(67 3920637.8),(68 4073888.3),(69 4223992),(70 4372622.5),(71 4512168),(72 4638768),(73 4783180.5),(74 4882308.5),(75 4995324.5),(76 5102508.5),(77 5222523.5),(78 5313596),(79 5414284),
(1 2191.4377),(2 3877.6272),(3 4958.6133),(4 5725.2734),(5 6492.857),(6 6866.0596),(7 7325.324),(8 7740.051),(9 7954.052),(10 8182.865),(11 8517.187),(12 8488.033),(13 8613.31),(14 8750.31),(15 8685.642),(16 8782.559),(17 8952.867),(18 8936.897),(19 8880.162),(20 8925.386),(21 8770.895),(22 8786.009),(23 8882.701),(24 8689.239),(25 8661.464),(26 8894.675),(27 8977.6875),(28 9032.065),(29 9093.415),(30 9063.299),(31 9216.728),(32 9186.704),(33 9158.293),(34 9276.175),(35 9269.737),(36 9303.999),(37 9365.763),(38 9330.747),(39 9314.259),(40 9403.42),(41 9358.892),(42 9381.26),(43 9519.453),(44 9491.569),(45 9434.052),(46 9460.9795),(47 9411.724),(48 9378.142),(49 9480.743),(50 9497.245),(51 9465.723),(52 9508.84),(53 9555.421),(54 9515.644),(55 9608.264),(56 9634.972),(57 9660.103),(58 9821.57),(59 9695.957),(60 9698.053),(61 9887.035),(62 9820.932),(63 9786.834),(64 9860.941),(65 9759.242),(66 9720.0205),(67 9843.652),(68 9727.722),(69 9792.951),(70 9913.426),(71 9800.578),(72 9836.877),(73 9830.679),(74 9790.779),(75 9759.185),(76 9822.227),(77 9797.985),(78 9815.706),(79 9956.512),
(1 2109.9424),(2 3699.056),(3 4805.285),(4 5580.313),(5 6300.76),(6 6633.9116),(7 7077.1665),(8 7409.851),(9 7549.1665),(10 7672.0723),(11 7971.0093),(12 7931.214),(13 8141.605),(14 8386.977),(15 8421.105),(16 8458.018),(17 8722.179),(18 8701.065),(19 8717.099),(20 8770.831),(21 8722.635),(22 8749.837),(23 8798.779),(24 8670.402),(25 8669.632),(26 8849.552),(27 8863.238),(28 8825.982),(29 8882.209),(30 8937.394),(31 8995.743),(32 8986.612),(33 8935.81),(34 8934.295),(35 8875.983),(36 8829.105),(37 8921.061),(38 8810.732),(39 8704.04),(40 8875.394),(41 8826.83),(42 8762.489),(43 8823.097),(44 8866.651),(45 8894.602),(46 8898.874),(47 8869.432),(48 9032.385),(49 9197.79),(50 9173.802),(51 8980.024),(52 8970.215),(53 8993.502),(54 9119.831),(55 9342.042),(56 9341.073),(57 9501.413),(58 9695.923),(59 9520.69),(60 9518.467),(61 9569.895),(62 9509.977),(63 9509.833),(64 9552.971),(65 9389.437),(66 9333.238),(67 9439.113),(68 9280.989),(69 9295.22),(70 9344.255),(71 9244.228),(72 9318.304),(73 9398.916),(74 9394.764),(75 9422.096),(76 9444.774),(77 9562.388),(78 9563.736),(79 9760.182),
(1 1986.3997),(2 3478.4673),(3 4502.4556),(4 5163.954),(5 5850.338),(6 6228.167),(7 6637.786),(8 6900.5786),(9 7014.4556),(10 7195.3564),(11 7413.8477),(12 7410.8257),(13 7551.711),(14 7614.9404),(15 7581.381),(16 7651.2393),(17 7937.9824),(18 8023.7),(19 8041.709),(20 8085.237),(21 7936.8115),(22 8006.0454),(23 8100.0313),(24 7993.1396),(25 7948.0977),(26 8082.2075),(27 8056.3213),(28 8084.289),(29 8218.717),(30 8306.7705),(31 8418.056),(32 8462.813),(33 8507.84),(34 8549.891),(35 8538.018),(36 8523.372),(37 8670.475),(38 8499.05),(39 8385.571),(40 8523.297),(41 8423.535),(42 8400.498),(43 8462.767),(44 8523.447),(45 8498.162),(46 8659.267),(47 8541.572),(48 8509.1875),(49 8534.138),(50 8485.106),(51 8409.7705),(52 8511.395),(53 8552.372),(54 8540.432),(55 8749.606),(56 8784.153),(57 8937),(58 9080.852),(59 8839.857),(60 8799.583),(61 8769.808),(62 8645.845),(63 8632.585),(64 8742.141),(65 8644.461),(66 8674.555),(67 8815.6),(68 8710.782),(69 8743.624),(70 8838.197),(71 8695.195),(72 8707.092),(73 8705.401),(74 8624.367),(75 8561.301),(76 8717.605),(77 8730.76),(78 8669.693),(79 8785.116),
(1 1956.3557),(2 3341.4446),(3 4222.416),(4 4867.376),(5 5403.9653),(6 5780.184),(7 6124.6064),(8 6358.0166),(9 6528.2676),(10 6752.298),(11 6959.1953),(12 6944.448),(13 7052.3813),(14 7150.7437),(15 7106.206),(16 7224.382),(17 7506.025),(18 7534.936),(19 7533.94),(20 7676.5435),(21 7699.2065),(22 7758.992),(23 7906.867),(24 7846.195),(25 7820.93),(26 7886.486),(27 7890.171),(28 7853.389),(29 7905.3076),(30 7926.695),(31 8063.1978),(32 8108.829),(33 8144.9556),(34 8230.107),(35 8198.903),(36 8212.418),(37 8333.577),(38 8270.767),(39 8202.29),(40 8252.21),(41 8119.5684),(42 8044.8447),(43 8119.5815),(44 8148.1846),(45 8174.8696),(46 8293.511),(47 8290.665),(48 8269.019),(49 8236.582),(50 8155.2437),(51 8216.2705),(52 8285.726),(53 8324.918),(54 8278.081),(55 8396.897),(56 8377.832),(57 8388.139),(58 8461.842),(59 8360.285),(60 8401.244),(61 8419.926),(62 8358.718),(63 8374.959),(64 8483.321),(65 8337.431),(66 8296.422),(67 8394.47),(68 8382.601),(69 8395.167),(70 8482.166),(71 8393.889),(72 8517.678),(73 8563.664),(74 8388.163),(75 8383.103),(76 8509.86),(77 8430.015),(78 8502.019),(79 8638.398),
(1 1984.7034),(2 3357.7773),(3 4287.0415),(4 4942.805),(5 5543.1675),(6 5803.8193),(7 6082.8066),(8 6340.9595),(9 6614.6494),(10 6862.2163),(11 7089.716),(12 6989.0684),(13 7018.5146),(14 7186.9565),(15 7206.5024),(16 7221.084),(17 7496.841),(18 7524.5664),(19 7490.766),(20 7680.9277),(21 7656.988),(22 7710.559),(23 7839.473),(24 7765.2085),(25 7759.1797),(26 7831.169),(27 7849.5),(28 7849.5884),(29 8035.0205),(30 8014.42),(31 8025.6133),(32 8006.894),(33 8097.942),(34 8218.443),(35 8208.196),(36 8222.642),(37 8313.738),(38 8107.202),(39 8036.037),(40 8142.668),(41 7982.218),(42 7913.8516),(43 8026.7427),(44 8020.188),(45 7956.2305),(46 8002.612),(47 8056.9233),(48 8043.1875),(49 7996.0996),(50 7907.082),(51 7955.448),(52 8079.9463),(53 8106.8745),(54 8053.471),(55 8135.5195),(56 7967.164),(57 7955.8467),(58 8022.632),(59 7935.466),(60 7939.9067),(61 7978.9473),(62 7837.1377),(63 7791.022),(64 7839.9863),(65 7856.8774),(66 7957.3257),(67 8022.9927),(68 7958.5137),(69 8034.311),(70 8168.615),(71 8145.561),(72 8146.6875),(73 8267.425),(74 8179.279),(75 8222.4375),(76 8406),(77 8378.23),(78 8482.44),(79 8600.373),
(1 1909.7422),(2 3273.7805),(3 4218.5884),(4 4831.649),(5 5428.649),(6 5720.6245),(7 6004.3667),(8 6318.0664),(9 6552.398),(10 6744.613),(11 6926.2104),(12 6903.919),(13 6937.4883),(14 7056.685),(15 7026.323),(16 7077.495),(17 7378.595),(18 7366.155),(19 7397.931),(20 7477.6978),(21 7425.982),(22 7518.68),(23 7670.1694),(24 7543.2144),(25 7535.12),(26 7541.621),(27 7491.6333),(28 7521.0073),(29 7705.113),(30 7769.698),(31 7810.958),(32 7796.339),(33 7851.5073),(34 7905.546),(35 7847.009),(36 7809.717),(37 7786.764),(38 7678.5845),(39 7629.1855),(40 7724.0786),(41 7576.356),(42 7478.698),(43 7524.778),(44 7543.844),(45 7538.3887),(46 7594.017),(47 7580.285),(48 7625.532),(49 7636.264),(50 7591.014),(51 7694.236),(52 7758.312),(53 7750.2905),(54 7780.4453),(55 7795.5464),(56 7664.49),(57 7737.769),(58 7842.577),(59 7727.0557),(60 7702.5903),(61 7793.1416),(62 7728.8335),(63 7633.0923),(64 7689.3423),(65 7509.326),(66 7508.4395),(67 7615.3936),(68 7603.145),(69 7631.775),(70 7769.1655),(71 7621.6826),(72 7588.336),(73 7744.412),(74 7666.5083),(75 7756.6504),(76 7946.544),(77 7892.9165),(78 7994.7607),(79 8076.3467),
(1 1877.0055),(2 3212.1338),(3 4142.0415),(4 4750.967),(5 5388.057),(6 5640.724),(7 5889.2925),(8 6080.596),(9 6272.7153),(10 6526.7188),(11 6769.1104),(12 6719.931),(13 6789.0566),(14 6893.766),(15 6822.937),(16 6812.1733),(17 6950.876),(18 6918.1055),(19 6989.02),(20 7122.1836),(21 7110.643),(22 7193.029),(23 7380.239),(24 7266.726),(25 7351.9033),(26 7366.164),(27 7340.54),(28 7370.8174),(29 7527.5317),(30 7551.4297),(31 7606.8486),(32 7617.0103),(33 7602.38),(34 7690.8486),(35 7643.078),(36 7551.6514),(37 7693.8066),(38 7577.599),(39 7547.078),(40 7695.5684),(41 7599.45),(42 7514.423),(43 7578.538),(44 7560.9463),(45 7501.1987),(46 7615.534),(47 7530.8467),(48 7434.4414),(49 7331.917),(50 7210.1733),(51 7275.0884),(52 7430.068),(53 7480.8735),(54 7519.0366),(55 7568.801),(56 7617.4507),(57 7667.4736),(58 7768.9214),(59 7678.018),(60 7663.2007),(61 7759.3003),(62 7754.3657),(63 7795.562),(64 7975.1626),(65 7852.0454),(66 7796.5522),(67 7864.753),(68 7900.1787),(69 7956.087),(70 8026.23),(71 7930.435),(72 7870.6973),(73 7952.999),(74 7933.3706),(75 7971.313),(76 8092.5117),(77 8159.1304),(78 8220.105),(79 8328.292),
(1 1807.454),(2 3113.457),(3 3981.2625),(4 4565.6934),(5 5244.154),(6 5569.3545),(7 5855.013),(8 6080.8486),(9 6235.0654),(10 6417.2065),(11 6662.232),(12 6590.944),(13 6674.8433),(14 6808.404),(15 6820.019),(16 6839.715),(17 6900.6167),(18 6875.679),(19 7001.5854),(20 7148.406),(21 7118.6475),(22 7252.9365),(23 7435.8276),(24 7310.5024),(25 7313.2266),(26 7324.6953),(27 7274.839),(28 7296.3306),(29 7351.5815),(30 7351.2207),(31 7355.6143),(32 7273.205),(33 7234.416),(34 7397.9395),(35 7378.6646),(36 7270.9272),(37 7305.4375),(38 7290.499),(39 7334.7476),(40 7449.178),(41 7292.4644),(42 7236.339),(43 7216.357),(44 7130.1343),(45 7100.573),(46 7325.8506),(47 7195.8657),(48 7130.057),(49 7155.4053),(50 7188.623),(51 7263.0664),(52 7441.898),(53 7420.37),(54 7498.091),(55 7628.1055),(56 7616.0796),(57 7667.204),(58 7784.891),(59 7674.593),(60 7700.399),(61 7911.092),(62 7779.7354),(63 7836.6533),(64 7974.1367),(65 7966.889),(66 8006.658),(67 8159.75),(68 8037.59),(69 8033.8945),(70 8074.1816),(71 7946.7666),(72 7914.009),(73 8026.0396),(74 7977.6826),(75 8032.159),(76 8120.987),(77 8100.816),(78 8153.3936),(79 8223.079),
(1 1799.6698),(2 3130.1636),(3 3983.5278),(4 4615.363),(5 5259.9463),(6 5513.3184),(7 5777.05),(8 5960.5747),(9 6131.136),(10 6327.338),(11 6510.549),(12 6452.5503),(13 6552.768),(14 6647.659),(15 6682.6753),(16 6800.5864),(17 6988.4175),(18 6886.9165),(19 6974.4297),(20 7043.216),(21 7040.092),(22 7124.538),(23 7197.845),(24 7084.565),(25 7180.105),(26 7221.3936),(27 7170.543),(28 7194.1626),(29 7230.8857),(30 7196.7773),(31 7173.3936),(32 7126.9624),(33 7069.4434),(34 7172.155),(35 7197.221),(36 7142.9604),(37 7140.892),(38 7070.888),(39 7100.506),(40 7164.8813),(41 7047.0195),(42 6985.256),(43 7008.5137),(44 6964.727),(45 6886.5195),(46 7007.002),(47 6932.3613),(48 6904.071),(49 6925.4897),(50 6936.0083),(51 6979.535),(52 7125.551),(53 7112.3447),(54 7124.73),(55 7327.8),(56 7346.4067),(57 7400.982),(58 7439.3345),(59 7387.4224),(60 7366.6636),(61 7531.898),(62 7447.8433),(63 7475.041),(64 7681.11),(65 7709.2603),(66 7721.1465),(67 7795.9443),(68 7694.0444),(69 7668.9),(70 7621.3447),(71 7493.9155),(72 7531.5356),(73 7604.5356),(74 7519.151),(75 7471.289),(76 7570.7803),(77 7592.663),(78 7664.25),(79 7802.488),
(1 1812.917),(2 3069.3228),(3 3914.6885),(4 4474.879),(5 5045.517),(6 5296.2944),(7 5475.128),(8 5726.641),(9 5875.4253),(10 5966.7344),(11 6171.393),(12 6206.2744),(13 6273.4736),(14 6405.645),(15 6469.1016),(16 6539.4146),(17 6702.6626),(18 6680.639),(19 6787.808),(20 6896.8735),(21 6885.56),(22 7013.3135),(23 7148.225),(24 7095.3833),(25 7146.632),(26 7240.578),(27 7179.0835),(28 7103.8765),(29 7155.4575),(30 7115.0444),(31 7219.9087),(32 7204.7534),(33 7185.8223),(34 7287.608),(35 7259.284),(36 7137.259),(37 7160.733),(38 7065.0474),(39 7036.2476),(40 7074.274),(41 6947.479),(42 6841.636),(43 6937.1445),(44 6975.061),(45 6948.7417),(46 7035.277),(47 7032.7095),(48 7070.861),(49 7186.3203),(50 7221.2524),(51 7213.118),(52 7253.9287),(53 7388.1157),(54 7262.283),(55 7403.3203),(56 7385.7964),(57 7439.275),(58 7453.6206),(59 7407.9614),(60 7394.383),(61 7454.635),(62 7393.372),(63 7381.0996),(64 7476.1147),(65 7380.801),(66 7371.2866),(67 7447.7456),(68 7375.365),(69 7352.5703),(70 7409.3486),(71 7279.5264),(72 7291.823),(73 7425.928),(74 7343.6016),(75 7309.4473),(76 7450.9077),(77 7433.9375),(78 7588.2026),(79 7699.475),
(1 1754.7003),(2 2976.7595),(3 3758.2466),(4 4334.7827),(5 4954.388),(6 5242.907),(7 5408.96),(8 5685.119),(9 5789.7744),(10 5921.8896),(11 6008.0483),(12 5923.254),(13 5943.734),(14 6042.394),(15 6058.0244),(16 6151.6714),(17 6310.341),(18 6284.5786),(19 6377.8994),(20 6504.682),(21 6422.872),(22 6527.9478),(23 6664.4893),(24 6588.082),(25 6595.381),(26 6725.978),(27 6757.09),(28 6793.521),(29 6901.438),(30 6838.888),(31 6922.926),(32 6854.371),(33 6875.1294),(34 6920.4727),(35 6872.2725),(36 6783.766),(37 6820.054),(38 6718.336),(39 6654.9717),(40 6679.04),(41 6644.8164),(42 6604.823),(43 6675.3525),(44 6705.502),(45 6677.678),(46 6725.541),(47 6701.2427),(48 6722.7036),(49 6813.598),(50 6798.775),(51 6902.546),(52 7005.4785),(53 7104.902),(54 7146.553),(55 7223.4336),(56 7240.2207),(57 7246.4595),(58 7259.609),(59 7102.931),(60 7079.851),(61 7169.249),(62 7112.3125),(63 7122.4375),(64 7160.1743),(65 7127.422),(66 7089.243),(67 7131.7124),(68 7053.8125),(69 7036.744),(70 7162.3945),(71 7041.293),(72 7091.4272),(73 7207.0967),(74 7198.1646),(75 7147.8667),(76 7277.089),(77 7207.0825),(78 7261.5547),(79 7318.8877),
(1 1717.6091),(2 2901.5085),(3 3625.4263),(4 4157.293),(5 4778.036),(6 5058.9663),(7 5285.9053),(8 5542.6),(9 5707.7866),(10 5845.2036),(11 5915.698),(12 5929.152),(13 6056.3945),(14 6195.342),(15 6198.242),(16 6284.3354),(17 6519.107),(18 6444.2744),(19 6535.5522),(20 6658.047),(21 6630.0283),(22 6701.5913),(23 6729.211),(24 6655.8843),(25 6709.5166),(26 6857.3735),(27 6874.3823),(28 6921.52),(29 6964.339),(30 6913.8286),(31 6884.955),(32 6904.232),(33 6934.1724),(34 7010.66),(35 6921.188),(36 6863.954),(37 6873.3423),(38 6841.1475),(39 6751.266),(40 6855.076),(41 6764.0737),(42 6727.362),(43 6755.566),(44 6679.8735),(45 6624.2744),(46 6632.7437),(47 6612.6367),(48 6614.1016),(49 6673.199),(50 6633.943),(51 6735.691),(52 6861.7856),(53 6842.958),(54 6854.6772),(55 6943.434),(56 6968.387),(57 7009.779),(58 7084.81),(59 6924.174),(60 6909.144),(61 6969.1416),(62 6947.494),(63 7010.5464),(64 7082.5493),(65 6983.583),(66 7012.1587),(67 7069.721),(68 7013.1826),(69 6981.2793),(70 7095.0044),(71 6986.929),(72 6985.7324),(73 7076.2773),(74 7067.21),(75 7013.253),(76 7145.735),(77 7161.569),(78 7229.0034),(79 7365.357),
(1 1694.6029),(2 2829.4558),(3 3513.512),(4 4036.7783),(5 4638.889),(6 4839.3),(7 5078.625),(8 5367.761),(9 5485.344),(10 5640.1367),(11 5755.3657),(12 5766.113),(13 5908.7266),(14 6074.761),(15 6159.3745),(16 6310.6997),(17 6502.211),(18 6507.3945),(19 6533.1426),(20 6750.2197),(21 6698.146),(22 6777.8135),(23 6774.9194),(24 6719.476),(25 6690.4355),(26 6789.443),(27 6770.767),(28 6720.983),(29 6783.485),(30 6708.133),(31 6726.806),(32 6717.0464),(33 6680.6074),(34 6688.0806),(35 6639.7847),(36 6585.7075),(37 6573.6826),(38 6514.7246),(39 6513.1216),(40 6604.6094),(41 6550.0254),(42 6500.1475),(43 6545.4155),(44 6547.9272),(45 6523.288),(46 6587.7354),(47 6633.9966),(48 6626.9375),(49 6665.2285),(50 6657.812),(51 6708.173),(52 6778.82),(53 6753.505),(54 6738.358),(55 6849.074),(56 6767.88),(57 6812.443),(58 6847.662),(59 6786.059),(60 6758.971),(61 6860.9355),(62 6810.966),(63 6831.849),(64 6955.373),(65 6861.938),(66 6898.317),(67 6867.2925),(68 6776.1763),(69 6768),(70 6853.1104),(71 6819.2397),(72 6828.583),(73 6911.7593),(74 6828.771),(75 6802.896),(76 6929.417),(77 6918.7534),(78 7014.9727),(79 7043.852),
(1 1661.1046),(2 2789.223),(3 3518.6116),(4 3965.1155),(5 4538.511),(6 4690.132),(7 4978.4463),(8 5260.3735),(9 5463.3447),(10 5582.583),(11 5775.4663),(12 5809.8027),(13 5965.5737),(14 6063.474),(15 6120.9727),(16 6175.9175),(17 6344.337),(18 6330.349),(19 6439.6143),(20 6531.2637),(21 6447.4653),(22 6587.1875),(23 6701.586),(24 6677.066),(25 6641.9043),(26 6679.2046),(27 6748.113),(28 6675.2856),(29 6722.9746),(30 6627.887),(31 6687.6143),(32 6646.432),(33 6714.946),(34 6820.259),(35 6805.99),(36 6767.787),(37 6805.275),(38 6785.192),(39 6779.1187),(40 6861.3247),(41 6826.731),(42 6840.1055),(43 6848.7915),(44 6840.886),(45 6822.05),(46 6854.0337),(47 6790.6426),(48 6712.9956),(49 6818.361),(50 6849.614),(51 6848.1187),(52 6871.304),(53 6935.939),(54 6935.081),(55 6981.793),(56 6816.0938),(57 6815.1514),(58 6845.8433),(59 6806.5884),(60 6800.044),(61 6895.2324),(62 6780.818),(63 6798.648),(64 6891.92),(65 6778.6772),(66 6727.7695),(67 6745.521),(68 6685.8164),(69 6671.1255),(70 6710.9307),(71 6628.9873),(72 6561.5347),(73 6591.032),(74 6562.102),(75 6546.006),(76 6629.095),(77 6708.45),(78 6811.4404),(79 6959.8247),
(1 1614.6598),(2 2716.9016),(3 3395.1577),(4 3839.2659),(5 4305.605),(6 4533.385),(7 4801.6143),(8 5049.441),(9 5207.9097),(10 5313.8877),(11 5447.3906),(12 5442.63),(13 5497.483),(14 5631.1875),(15 5592.583),(16 5654.288),(17 5750.764),(18 5700.0293),(19 5786.966),(20 5923.971),(21 5891.069),(22 5923.412),(23 6042.532),(24 6053.738),(25 6099.22),(26 6226.988),(27 6261.3564),(28 6290.2334),(29 6306.0317),(30 6300.414),(31 6409.7954),(32 6404.2246),(33 6477.458),(34 6558.8545),(35 6566.1084),(36 6608.0527),(37 6687.96),(38 6609.8984),(39 6610.775),(40 6728.6753),(41 6627.251),(42 6629.238),(43 6770.385),(44 6728.563),(45 6692.9736),(46 6781.6807),(47 6683.0376),(48 6713.957),(49 6775.9727),(50 6813.1665),(51 6745.8037),(52 6779.8833),(53 6726.8096),(54 6726.157),(55 6746.592),(56 6649.4453),(57 6659.868),(58 6722.625),(59 6610.918),(60 6557.8657),(61 6666.839),(62 6561.7393),(63 6518.419),(64 6506.1313),(65 6413.2246),(66 6403.2305),(67 6418.6426),(68 6382.572),(69 6378.3687),(70 6463.6504),(71 6366.3228),(72 6263.572),(73 6294.2944),(74 6301.11),(75 6316.499),(76 6358.0083),(77 6310.9497),(78 6385.917),(79 6519.9644),
(1 1590.6318),(2 2681.368),(3 3275.7893),(4 3720.615),(5 4204.3735),(6 4414.734),(7 4641.355),(8 4913.8345),(9 5099.0225),(10 5224.642),(11 5339.884),(12 5298.1006),(13 5389.374),(14 5492.895),(15 5440.492),(16 5455.0703),(17 5591.231),(18 5566.2485),(19 5562.309),(20 5671.466),(21 5680.282),(22 5734.165),(23 5881.59),(24 5882.203),(25 5923.339),(26 6094.7813),(27 6077.8496),(28 6111.5596),(29 6159.9233),(30 6091.5654),(31 6216.3125),(32 6120.8457),(33 6144.949),(34 6254.101),(35 6237.157),(36 6200.1865),(37 6276.1133),(38 6210.617),(39 6188.2407),(40 6223.1025),(41 6179.1914),(42 6196.752),(43 6289.5996),(44 6299.3975),(45 6285.011),(46 6365.0796),(47 6315.358),(48 6319.811),(49 6381.1157),(50 6353.507),(51 6422.642),(52 6490.425),(53 6404.6436),(54 6364.2095),(55 6425.046),(56 6413.653),(57 6444.258),(58 6583.665),(59 6509.0967),(60 6462.896),(61 6502.356),(62 6374.679),(63 6380.2207),(64 6465.438),(65 6313.1973),(66 6224.5835),(67 6311.52),(68 6273.6113),(69 6264.8447),(70 6296.642),(71 6196.194),(72 6184.368),(73 6281.567),(74 6238.413),(75 6257.2905),(76 6317.941),(77 6375.188),(78 6414.912),(79 6465.262),
(1 1597.8354),(2 2647.5227),(3 3269.1104),(4 3652.7942),(5 4171.6367),(6 4360.236),(7 4623.729),(8 4931.8877),(9 5116.418),(10 5256.6577),(11 5370.426),(12 5301.281),(13 5368.1465),(14 5475.5874),(15 5458.3696),(16 5448.097),(17 5518.635),(18 5444.977),(19 5455.296),(20 5521.7305),(21 5550.979),(22 5607.269),(23 5709.353),(24 5687.4063),(25 5635.265),(26 5701.357),(27 5643.7183),(28 5636.334),(29 5698.214),(30 5724.0806),(31 5803.922),(32 5702.074),(33 5668.016),(34 5763.842),(35 5765.214),(36 5786.039),(37 5888.263),(38 5832.6636),(39 5843.741),(40 5821.4414),(41 5723.773),(42 5748.196),(43 5874.973),(44 5773.613),(45 5779.5796),(46 5868.4253),(47 5835.829),(48 5909.4146),(49 6031.1606),(50 6022.285),(51 6152.601),(52 6254.336),(53 6233.58),(54 6253.804),(55 6319.023),(56 6207.561),(57 6205.2354),(58 6267.2188),(59 6204.3535),(60 6222.193),(61 6335.4316),(62 6305.6353),(63 6321.5024),(64 6368.9067),(65 6247.528),(66 6217.555),(67 6277.9233),(68 6188.6616),(69 6201.9),(70 6247.1045),(71 6158.1626),(72 6135.2188),(73 6220.7065),(74 6132.9487),(75 6093.601),(76 6178.5903),(77 6208.7993),(78 6228.33),(79 6282.1924),
