1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6967.228),(2 21284.514),(3 41102.426),(4 62297.996),(5 87935.87),(6 114725.98),(7 146909.3),(8 185690.83),(9 226868.56),(10 264261.6),(11 309582.9),(12 344216.5),(13 387104.9),(14 428389.6),(15 467112.84),(16 500926.16),(17 530822.94),(18 558611.44),(19 586856.7),(20 613279.06),(21 644316.2),(22 677955.25),(23 717637.06),(24 758156.25),(25 801213.7),(26 845846.8),(27 890859.2),(28 930265.5),(29 957707.5),(30 968688.06),(31 956655.5),(32 945010.7),(33 931677.25),(34 912336.2),(35 891344.06),(36 874056.5),(37 851808.2),(38 838397.56),(39 831717.3),(40 828576.3),(41 822635.5),(42 806594.44),(43 789813.8),(44 777670.8),(45 757982.94),(46 726951.8),(47 685575.8),(48 640506.94),(49 594135.5),(50 553156.44),(51 528198.1),(52 518221.84),(53 516259.22),(54 521007.63),(55 536281.25),(56 555392.2),(57 584535.9),(58 613458.7),(59 639591.7),(60 657969.56),(61 671063.9),(62 690126.25),(63 716814.5),(64 736666.3),(65 751467.2),(66 767178.5),(67 784997.06),(68 810844.44),(69 838007),(70 859333.2),(71 877100.2),(72 881766.3),(73 892458),(74 902456.3),(75 902128.2),(76 907858.06),(77 915013.56),(78 916135.8),(79 917635.5),
(1 4929.6406),(2 14040.982),(3 24793.387),(4 35590.824),(5 46236.24),(6 56323.37),(7 65851.09),(8 74801.93),(9 83400.86),(10 92161.85),(11 99935.27),(12 106772.77),(13 113028.41),(14 118485.24),(15 123341.66),(16 127722.46),(17 131693.55),(18 135199.2),(19 138152.69),(20 141062.52),(21 143443.63),(22 145674.03),(23 147115.47),(24 148943.19),(25 151765.3),(26 154874.3),(27 157762.14),(28 160526.98),(29 162697.25),(30 164455.94),(31 165345.78),(32 166435.47),(33 167659.11),(34 169567.28),(35 171469.02),(36 172878.11),(37 173886.67),(38 174270.25),(39 175116.38),(40 175795.06),(41 176879.56),(42 178162.8),(43 180481.17),(44 183528.63),(45 186171.6),(46 187474.6),(47 188265.27),(48 188676.25),(49 189708.33),(50 191157.31),(51 192666.3),(52 194779.23),(53 196810.88),(54 198146.67),(55 199052.16),(56 199776.31),(57 200189.94),(58 199721.64),(59 198890.17),(60 198036.33),(61 197362.28),(62 196761.89),(63 196555.19),(64 196540.9),(65 197046.38),(66 197655.03),(67 198473.02),(68 199319.06),(69 200074.17),(70 200715.78),(71 201461.95),(72 202328.88),(73 204168.94),(74 205046.17),(75 205117.48),(76 205696.5),(77 206170.13),(78 206717.64),(79 207335.3),
(1 4846.794),(2 13737.571),(3 24352.094),(4 35108.2),(5 46014.883),(6 56201.39),(7 65649.49),(8 74909.49),(9 84086.516),(10 93213.89),(11 101445.39),(12 108808.055),(13 116108.4),(14 122377.55),(15 128206.28),(16 133043.34),(17 137535.05),(18 141013.72),(19 143951.42),(20 146908.86),(21 150095.64),(22 153005.08),(23 155108.2),(24 157179.98),(25 158730.44),(26 160741.98),(27 163049.17),(28 165647.9),(29 168136.77),(30 169750.64),(31 170861.08),(32 172162.27),(33 173053.6),(34 173969.94),(35 174078.83),(36 174641.6),(37 175314.52),(38 175106.14),(39 175001.8),(40 175557.77),(41 177189.78),(42 178274.84),(43 179458.19),(44 181665.2),(45 183398.06),(46 185264.81),(47 186746.11),(48 188307.58),(49 189405.58),(50 190317),(51 191326.45),(52 192865.56),(53 193984.06),(54 195443.61),(55 196286.83),(56 197404.8),(57 198274.6),(58 197687.45),(59 197453),(60 196481.83),(61 195916.72),(62 196345.69),(63 197216.64),(64 198347.47),(65 199001.66),(66 200517.1),(67 201734.67),(68 203496),(69 204574.97),(70 205840.8),(71 206287.14),(72 206920.33),(73 207805.53),(74 208474.31),(75 208645.5),(76 209030.11),(77 208417.84),(78 207997.72),(79 206874.86),
(1 4796.2603),(2 13475.582),(3 23721.041),(4 33963.73),(5 43983.22),(6 52977.79),(7 60793.992),(8 68447.95),(9 76008.695),(10 83773.97),(11 90987.21),(12 97337.336),(13 103835.984),(14 109279.234),(15 114044.22),(16 118341.984),(17 122810.02),(18 126671.086),(19 129799.13),(20 132797.14),(21 135209.98),(22 138072.16),(23 140632.56),(24 142188.84),(25 144045.28),(26 146698.48),(27 149328.64),(28 152107.66),(29 154243.86),(30 155920.69),(31 157173.36),(32 158074.78),(33 158794.94),(34 160041.72),(35 160331.19),(36 160589.31),(37 160953.77),(38 161348.89),(39 161362.67),(40 161951.36),(41 162922.31),(42 164079.45),(43 165380.98),(44 166779.11),(45 168420.83),(46 170544.14),(47 172452.7),(48 174327.77),(49 176054.17),(50 177174.17),(51 178199.83),(52 179357.7),(53 180021.06),(54 180924.31),(55 180978.66),(56 181496.05),(57 181974.53),(58 181252.16),(59 180533.14),(60 179999.14),(61 179625.02),(62 179509.22),(63 179247.48),(64 179370.75),(65 179193.17),(66 179605.03),(67 180411.27),(68 181330.11),(69 182526.27),(70 183587.92),(71 184041.17),(72 185159.89),(73 186255.44),(74 187030.63),(75 187481.25),(76 187990.95),(77 187947.31),(78 187877.5),(79 188023.25),
(1 4842.195),(2 13565.428),(3 23948.7),(4 34123.875),(5 44381.793),(6 53592.29),(7 61828.223),(8 69871.62),(9 77863.98),(10 85497.54),(11 92892.89),(12 99841.586),(13 106992.42),(14 113270.375),(15 118867.07),(16 123486.76),(17 127518.43),(18 131034.75),(19 133779.19),(20 136413.75),(21 139207.72),(22 142413.92),(23 145696.84),(24 148351.67),(25 151322.67),(26 154491.19),(27 157263.75),(28 159634.31),(29 161126.34),(30 162347.3),(31 163240.28),(32 163858.95),(33 164097.47),(34 164610.34),(35 165196.42),(36 165271.5),(37 165046.39),(38 164713.48),(39 164365.84),(40 164379.45),(41 164778.72),(42 165285.02),(43 164930.36),(44 165454.33),(45 165057.61),(46 164827.61),(47 164701.81),(48 164795.28),(49 164731.81),(50 165021.47),(51 165482.89),(52 165924.48),(53 166303.02),(54 166612.67),(55 166888.83),(56 165993.88),(57 165229.5),(58 164422.03),(59 164420.92),(60 164554.03),(61 164564.45),(62 165061.95),(63 164969.02),(64 165068.06),(65 164813.77),(66 165324.31),(67 166131.83),(68 166630.4),(69 167466.7),(70 168119.7),(71 168370.25),(72 169834.39),(73 171154.86),(74 172334.42),(75 173786.75),(76 174941.92),(77 176016.42),(78 177165.9),(79 178304.6),
(1 4954.284),(2 14194.75),(3 25373.096),(4 36512.7),(5 47778.902),(6 58141.53),(7 67428.51),(8 75336.42),(9 82774.695),(10 89713.664),(11 96215.36),(12 102022.35),(13 108270.78),(14 113169.96),(15 117494.03),(16 121666),(17 124940.39),(18 128005.04),(19 130207.16),(20 133055.3),(21 135525.53),(22 138394.11),(23 141661.48),(24 144274),(25 145910.66),(26 147750.88),(27 148902.97),(28 149856.13),(29 150532.34),(30 151666.78),(31 152876.14),(32 154160.4),(33 155153.27),(34 156027.5),(35 156514.92),(36 156733.75),(37 156345.38),(38 156245.17),(39 157071.53),(40 157941.19),(41 158866),(42 159884.88),(43 160071.27),(44 161109.72),(45 161795.4),(46 162325.97),(47 162481.42),(48 163116.47),(49 164308.92),(50 165635.31),(51 166993.17),(52 168582.44),(53 169468.97),(54 170113.7),(55 170759),(56 170802.23),(57 170639.42),(58 169782.9),(59 169354.16),(60 168803.83),(61 168289.05),(62 167905.34),(63 167441.31),(64 167390.28),(65 167336.86),(66 167056.86),(67 167601.47),(68 168230.55),(69 169264.38),(70 169325.63),(71 169446.34),(72 169721.36),(73 170384.77),(74 171080.86),(75 172348.42),(76 173850.77),(77 175115.08),(78 175698.03),(79 176775.28),
(1 4654.5215),(2 12834.632),(3 22246.582),(4 31649.008),(5 41445.75),(6 50591.707),(7 58616.73),(8 65231.76),(9 71119.375),(10 76571.46),(11 82249.5),(12 87626.51),(13 93295.21),(14 98082.695),(15 102582.01),(16 106677.336),(17 110181.01),(18 113914.74),(19 117944.516),(20 122622.75),(21 127472.945),(22 132012.92),(23 136175),(24 139675.52),(25 142561.33),(26 145150.8),(27 147020.86),(28 148349.22),(29 149605.39),(30 150513.23),(31 151643.39),(32 152986.77),(33 153854.77),(34 153925.33),(35 154022.9),(36 155316.56),(37 156401.22),(38 157311.58),(39 158569.95),(40 159825.55),(41 160932.52),(42 161599.13),(43 161934.84),(44 162268.69),(45 161502.88),(46 160933.2),(47 160184.05),(48 159564.89),(49 158657.19),(50 157939.52),(51 157824.77),(52 158032.53),(53 158023.02),(54 157941.84),(55 158393.48),(56 158952.19),(57 159157.7),(58 158908.83),(59 158576.89),(60 158029.45),(61 158063.34),(62 158223.22),(63 158246.5),(64 158402.89),(65 158216.11),(66 158680.92),(67 160062.86),(68 161688.78),(69 163462.67),(70 164524.47),(71 165060.6),(72 165609.1),(73 165897.75),(74 166195.36),(75 166118.84),(76 166348.44),(77 166959.45),(78 167967.64),(79 169734.42),
(1 4517.0703),(2 12655.005),(3 22184.518),(4 31765.188),(5 41446.145),(6 50484.69),(7 58280.55),(8 65233.6),(9 71426.336),(10 77450.28),(11 83069.8),(12 88133.69),(13 92854.41),(14 97174.56),(15 100927.1),(16 104423.82),(17 107620.43),(18 110428.76),(19 113157.41),(20 116086.25),(21 118731.37),(22 121079.92),(23 123826.82),(24 126335.3),(25 128114.12),(26 130354.23),(27 132373.61),(28 134642.36),(29 135915.11),(30 137107.58),(31 138237.3),(32 138846.75),(33 139368.53),(34 139922.39),(35 140451.97),(36 141398.44),(37 143158.34),(38 144309.25),(39 145001.1),(40 146776.83),(41 147920.14),(42 148918.9),(43 150067.69),(44 151310.86),(45 152252.16),(46 153580.45),(47 154848.23),(48 155843.3),(49 156321.31),(50 156834.06),(51 157272.55),(52 157892.52),(53 158555.34),(54 159168.03),(55 159535.72),(56 160389.77),(57 161030.47),(58 160540.17),(59 160732),(60 160824.84),(61 160919.77),(62 161059.69),(63 161103.58),(64 161183.36),(65 161326.48),(66 161513.03),(67 161727.2),(68 162225.8),(69 163155.75),(70 163726.61),(71 164173.11),(72 164489.92),(73 165078.22),(74 165945.8),(75 166907.13),(76 168013.31),(77 168812.03),(78 169415.66),(79 170063.28),
(1 4611.527),(2 12873.334),(3 22624.68),(4 32157.672),(5 41576.887),(6 50471.72),(7 58330.28),(8 65720.43),(9 72082.37),(10 78085.7),(11 83491.36),(12 88856.86),(13 94228.1),(14 98574.21),(15 102271.08),(16 105230.68),(17 107921.94),(18 110250.2),(19 112054.055),(20 113729.3),(21 115574.516),(22 117731.734),(23 119781.82),(24 121530.69),(25 123646.04),(26 125435.08),(27 127553.34),(28 129053.17),(29 130274.305),(30 131112.73),(31 131861.1),(32 132409.84),(33 133901.4),(34 135019.58),(35 136553.97),(36 138124.86),(37 140449.81),(38 141842.48),(39 142724.75),(40 144255.98),(41 145963.4),(42 146744.7),(43 148025.94),(44 148650.89),(45 149341.42),(46 150086.27),(47 150838.48),(48 151865.22),(49 152887.84),(50 153411.45),(51 154151.66),(52 154498.31),(53 154590.05),(54 154313.61),(55 154083.89),(56 154842.28),(57 155640.45),(58 155800.36),(59 156400.92),(60 157617.9),(61 158681.6),(62 159903.25),(63 161012.69),(64 161708.73),(65 162673),(66 163536.66),(67 163781.22),(68 163944.47),(69 164298.81),(70 164351.86),(71 164403.77),(72 164073.9),(73 164748.66),(74 165254.14),(75 165756.78),(76 167047.83),(77 168241),(78 169246.34),(79 170100.42),
(1 4593.944),(2 12889.028),(3 22734.158),(4 32494.217),(5 42059.688),(6 51093.836),(7 59362.984),(8 67505.45),(9 74851.805),(10 81797.12),(11 87592.445),(12 93014.56),(13 98246.44),(14 102166.15),(15 105498.35),(16 108425.26),(17 110834.266),(18 113336.48),(19 115256.414),(20 117089.26),(21 119350),(22 122055.56),(23 124553.375),(24 126794.52),(25 129188.26),(26 131847.89),(27 134227.45),(28 135788.55),(29 136646.13),(30 137046.06),(31 137312.86),(32 137688.39),(33 138032.3),(34 139072.33),(35 140464.27),(36 142414.95),(37 144014.58),(38 145482.44),(39 146660.39),(40 147836.38),(41 149116.8),(42 149344.17),(43 150218.38),(44 150370.8),(45 150284.05),(46 149621.39),(47 149169.56),(48 148678.6),(49 148678.78),(50 148964.58),(51 149305.94),(52 149640.94),(53 150079.2),(54 150217.48),(55 149704.5),(56 150225.14),(57 150565.25),(58 151318.67),(59 151875),(60 152951.3),(61 154010.05),(62 154498.11),(63 155000.1),(64 155502.33),(65 156538.9),(66 157784.75),(67 158849.05),(68 160252),(69 161104.08),(70 161528.56),(71 161518.78),(72 161345.03),(73 161930.9),(74 162478.1),(75 162217.97),(76 161923.38),(77 161696.83),(78 161527.1),(79 161529.88),
(1 4592.7007),(2 12776.977),(3 22492.055),(4 32018.021),(5 41145.016),(6 49417.297),(7 56907.875),(8 64096.605),(9 70481.69),(10 77211.055),(11 83511.71),(12 88913.06),(13 94150.64),(14 97994.43),(15 101884.914),(16 105520.09),(17 109265.66),(18 112320.31),(19 115180.22),(20 117819.555),(21 119940.98),(22 121884.53),(23 123717.586),(24 125072.77),(25 126569.28),(26 128766.22),(27 131447.17),(28 133652.3),(29 135069.13),(30 135565.55),(31 135875.55),(32 136533.08),(33 137678.25),(34 139157),(35 140652.48),(36 142181.84),(37 143048.64),(38 143550.84),(39 143955.73),(40 143994.92),(41 144745.9),(42 145518.25),(43 146674.88),(44 147907.55),(45 149060.45),(46 149779.56),(47 150305.55),(48 150639.75),(49 151111.52),(50 151797.5),(51 152506.56),(52 153378.48),(53 154052.25),(54 154395.78),(55 154253.16),(56 154367.23),(57 153941.23),(58 154175.36),(59 154335.69),(60 154006.05),(61 153767.89),(62 153928.17),(63 153733.6),(64 153532.08),(65 153195.34),(66 152629.23),(67 151848.66),(68 151367.6),(69 150813.11),(70 150464.2),(71 149744.81),(72 148984.33),(73 148364.84),(74 148408.34),(75 148760.47),(76 148890.36),(77 148770.78),(78 149651.61),(79 150436),
(1 4611.9756),(2 12801.771),(3 22581.672),(4 32155.467),(5 41782.395),(6 50496.87),(7 58114.35),(8 65039.066),(9 71489.75),(10 78047.055),(11 84223.195),(12 89922.234),(13 95635.93),(14 99389.56),(15 102860.95),(16 105797.59),(17 109486.4),(18 112804.28),(19 116040.67),(20 118625.81),(21 120664.586),(22 123379.09),(23 125892.7),(24 127850.46),(25 130103.195),(26 132558.34),(27 134666.19),(28 136437.78),(29 137626.16),(30 138372.11),(31 138621.94),(32 139165.5),(33 139752.1),(34 140644.7),(35 141558.39),(36 143128.45),(37 144226.53),(38 145189.02),(39 146042.08),(40 147165.23),(41 148494.72),(42 149848.27),(43 151565.78),(44 152755.69),(45 153642.36),(46 154423.83),(47 154971.73),(48 155179.63),(49 155216.45),(50 154994.44),(51 155346.27),(52 155486.97),(53 155620.94),(54 155735.52),(55 155124.5),(56 154892.48),(57 154976.81),(58 156051.97),(59 157370.45),(60 158634.83),(61 159667.88),(62 160280.27),(63 160494.2),(64 160955.48),(65 161215.52),(66 161640.1),(67 162404.64),(68 163170.52),(69 164234.28),(70 165936.45),(71 166583.1),(72 167336.77),(73 167746.86),(74 168543.78),(75 169263.19),(76 169584.5),(77 169886.3),(78 170546.13),(79 171450.42),
(1 4545.432),(2 12586.321),(3 22075.7),(4 31446.53),(5 40491.344),(6 49169.47),(7 56577.336),(8 62760.344),(9 68533.164),(10 74023.5),(11 79517.21),(12 84968.51),(13 90672.86),(14 94801.15),(15 98646.77),(16 101944.445),(17 105511.43),(18 108851.61),(19 112249.74),(20 115209.65),(21 117825.695),(22 120864.52),(23 123469.52),(24 125345.445),(25 126831.57),(26 128612.72),(27 130236.59),(28 131374.6),(29 131642.84),(30 131867.61),(31 131754.86),(32 131346.66),(33 131218.39),(34 131227.89),(35 130667.7),(36 130548.266),(37 131296.53),(38 132101.86),(39 132949.72),(40 133664.22),(41 134642.9),(42 135085.67),(43 135467.5),(44 135958.78),(45 136369.92),(46 137076.42),(47 138064.05),(48 138775.92),(49 139663.4),(50 140827.03),(51 142634.75),(52 144218.72),(53 145698.28),(54 147779.92),(55 149282.77),(56 150888.17),(57 152430.33),(58 153809.5),(59 155355.97),(60 157280.7),(61 158452.55),(62 159200.05),(63 159988.81),(64 160756.69),(65 161688.13),(66 162382.36),(67 162525.8),(68 162049.31),(69 161751.58),(70 161541.39),(71 161346.88),(72 161320.98),(73 160740.64),(74 160331.9),(75 160217),(76 159727.31),(77 159303.47),(78 159689.83),(79 160708.31),
(1 4409.2944),(2 12216.931),(3 21461.744),(4 30654.54),(5 39236.855),(6 47144.617),(7 53851.37),(8 59826.3),(9 65314.273),(10 70333.516),(11 74857.98),(12 78848.13),(13 83188.65),(14 86486.27),(15 89533.34),(16 92455.83),(17 95110.89),(18 97750.53),(19 99973.58),(20 102022.3),(21 103944.98),(22 106347.62),(23 109180.42),(24 111615.2),(25 113659.984),(26 115724.38),(27 117010.98),(28 117735.61),(29 117909.71),(30 118296.78),(31 118823.14),(32 119292.55),(33 119913.11),(34 120635.38),(35 121182.43),(36 121497.63),(37 122062.39),(38 123056.89),(39 124046.97),(40 125206.89),(41 126764.34),(42 128263.73),(43 129291.01),(44 130555.945),(45 131579.75),(46 133127.36),(47 134426.14),(48 136041.95),(49 137997.55),(50 140242.81),(51 142312.83),(52 143991.31),(53 145093.69),(54 146528.03),(55 147983.64),(56 149181.63),(57 150707.78),(58 152161.11),(59 153836.52),(60 155422.4),(61 156269.84),(62 156655.39),(63 156831.58),(64 157119.88),(65 157431.67),(66 157850.69),(67 158230.28),(68 158573.84),(69 159093.38),(70 159556.1),(71 159889.05),(72 160022.66),(73 160447.52),(74 160791.73),(75 160693.5),(76 160700.3),(77 160611.05),(78 161022.89),(79 161962.42),
(1 4518.7354),(2 12503.308),(3 21778.27),(4 30670.334),(5 39135.402),(6 46940.402),(7 53796.184),(8 60301.773),(9 66440.016),(10 71839.83),(11 76652.38),(12 81265.54),(13 85712.73),(14 89453.6),(15 93097.984),(16 95799.93),(17 98423.836),(18 100895.016),(19 103083),(20 105443.85),(21 107428.6),(22 109477.984),(23 111832.42),(24 113993.695),(25 116316.195),(26 119386.414),(27 121885.79),(28 123593.375),(29 124827.2),(30 125481.9),(31 126335.11),(32 127492.99),(33 128938),(34 130258.21),(35 131235.4),(36 132264.95),(37 133672.55),(38 136080.38),(39 138259.55),(40 140170.52),(41 141838.94),(42 142768.66),(43 143295.44),(44 143814.3),(45 144230.94),(46 145293.61),(47 145814.66),(48 146103.92),(49 146625.66),(50 147233.16),(51 147666.23),(52 147842.77),(53 147763.42),(54 147781.55),(55 147602.03),(56 148286.47),(57 148922.7),(58 149132.98),(59 149279.1),(60 149217.02),(61 149592.98),(62 149786.72),(63 149724.08),(64 149583.19),(65 149431.19),(66 149308.36),(67 149278.45),(68 148946.69),(69 148320.75),(70 148085.77),(71 147883.84),(72 147543.14),(73 147344.64),(74 147393.67),(75 148651.22),(76 149655.6),(77 150658.3),(78 152008.03),(79 154156.19),
(1 4560.9155),(2 12631.0205),(3 22055.484),(4 31160.992),(5 39761.082),(6 47372.43),(7 53860.344),(8 59501.34),(9 65007.78),(10 69831.47),(11 74692.266),(12 79221.85),(13 83367.805),(14 86697.42),(15 90106.23),(16 92619.65),(17 94913.97),(18 97290.02),(19 99687.53),(20 101925.055),(21 103800.8),(22 105518.63),(23 107244.15),(24 108924.74),(25 110416.2),(26 112259.41),(27 113583.58),(28 114724.87),(29 115356.3),(30 115307.25),(31 114879.37),(32 114969.37),(33 115342.4),(34 116328.99),(35 117116.72),(36 118433.31),(37 119699.23),(38 121542.38),(39 123159.21),(40 124741.23),(41 125958.016),(42 127534.98),(43 129002.61),(44 130600.8),(45 132514.53),(46 134183.81),(47 135244.47),(48 135932.48),(49 136897),(50 138145.34),(51 139059.23),(52 139325.13),(53 139177.06),(54 139216.05),(55 139459.25),(56 139767.66),(57 140484.17),(58 141796.28),(59 143028.66),(60 143845.66),(61 144776.17),(62 145554.78),(63 146166.23),(64 146643.7),(65 147055.22),(66 147609.61),(67 147827.28),(68 147970.03),(69 147820.75),(70 147584.38),(71 147725.28),(72 148355.39),(73 149120.06),(74 150044.72),(75 151265.42),(76 152193.84),(77 153608.48),(78 155139.22),(79 156321.63),
(1 4465.318),(2 12233.904),(3 21378.713),(4 30146.55),(5 38379.52),(6 46179.63),(7 53381.145),(8 59836.035),(9 65926.03),(10 71663.72),(11 76832.49),(12 81590.32),(13 86268.695),(14 90431.04),(15 94072.39),(16 97133.19),(17 99885.945),(18 102852.63),(19 105467.74),(20 108081.664),(21 110131.65),(22 112663.59),(23 114791.32),(24 116774.195),(25 118357.8),(26 119821.78),(27 120629.25),(28 120959.71),(29 120952.055),(30 121143.945),(31 120935.49),(32 121112.195),(33 121050.44),(34 120705.09),(35 119858.11),(36 119693.42),(37 119667.73),(38 119946.18),(39 120278.47),(40 120795.63),(41 121632.055),(42 123020.03),(43 124330.62),(44 125552.234),(45 126445.04),(46 127424.55),(47 128262.45),(48 128848.56),(49 129944.31),(50 131243.73),(51 132358.9),(52 132963.72),(53 133607.23),(54 134251.83),(55 134439.67),(56 134749.55),(57 135611.84),(58 136502.84),(59 137159.4),(60 137530.69),(61 137907.2),(62 138129.98),(63 138215.23),(64 138522.4),(65 139074.25),(66 139625.83),(67 140143.44),(68 140582.05),(69 141003.16),(70 141424.95),(71 141199.42),(72 141581.27),(73 142375.86),(74 142967.11),(75 143510.16),(76 144014.5),(77 144734.61),(78 145039.38),(79 145223.67),
(1 4249.2114),(2 11639.01),(3 20068.596),(4 28138.328),(5 35846.418),(6 42951.785),(7 49585.973),(8 55611.797),(9 61185.695),(10 66818.125),(11 71874),(12 76579.66),(13 80834.86),(14 84538.66),(15 87596.9),(16 90445.11),(17 92547.94),(18 94941.305),(19 97378.766),(20 99539.164),(21 101183.4),(22 103508.04),(23 105355.03),(24 107101.93),(25 109369.02),(26 111039.4),(27 112251.79),(28 113312.89),(29 114779.32),(30 116359.984),(31 117052.13),(32 118068.55),(33 118928.41),(34 119415.13),(35 119913.43),(36 120229.266),(37 120739.47),(38 121260.75),(39 121966.48),(40 122750.02),(41 123202.75),(42 124175.1),(43 125166.09),(44 126273.555),(45 126723.29),(46 126788.99),(47 126739.4),(48 126245.234),(49 126743.06),(50 127168.11),(51 127625.85),(52 127794.64),(53 128028.37),(54 128397.02),(55 128419.59),(56 129097.36),(57 130155.1),(58 130981.89),(59 132005.19),(60 132736.98),(61 132793.08),(62 133504.05),(63 134189.52),(64 134624.55),(65 135045.22),(66 135664.81),(67 136608.83),(68 137502.02),(69 138988.47),(70 140300.98),(71 141345.84),(72 141991.73),(73 142727),(74 143873.19),(75 144874.25),(76 146287.31),(77 147852.95),(78 149004.53),(79 150211.11),
(1 4093.3105),(2 10970.767),(3 18889.15),(4 26549.693),(5 34017.453),(6 41053.082),(7 47069.94),(8 52641.875),(9 57592.863),(10 62611.03),(11 67282.03),(12 71603.836),(13 75467.95),(14 78549.54),(15 81517.45),(16 84194.2),(17 86625.914),(18 88857.04),(19 90837.836),(20 92670.31),(21 94790.54),(22 97015.03),(23 98936.875),(24 100956.555),(25 103132.93),(26 104533.52),(27 105575.4),(28 106612.76),(29 107875.664),(30 109371.9),(31 110823.125),(32 112156.93),(33 113379.03),(34 114260.04),(35 115266.4),(36 116026.83),(37 116452.375),(38 116615.54),(39 116591.84),(40 116273.09),(41 116722.32),(42 117375.41),(43 118112.734),(44 118783.35),(45 119633.34),(46 120817.86),(47 121941.87),(48 123121.07),(49 124528.516),(50 125589.6),(51 126930.59),(52 127950.77),(53 128979.88),(54 130011.42),(55 130417.91),(56 131293.55),(57 132185.77),(58 133167.27),(59 134413.27),(60 135464.06),(61 136107.95),(62 137077.3),(63 138064.63),(64 139057.81),(65 139856.81),(66 140683.66),(67 141767.58),(68 142806.84),(69 144036),(70 144742.72),(71 145029.52),(72 144824.1),(73 144675.4),(74 145322.02),(75 145819.27),(76 146821.64),(77 147710.53),(78 148310.89),(79 148510.78),
