1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11139.376),(2 27110.111),(3 55895.656),(4 81839.77),(5 115388.875),(6 150645.05),(7 190865.3),(8 227958.19),(9 266554.6),(10 302640.5),(11 343358.72),(12 380398),(13 416017.5),(14 449194.34),(15 479863.9),(16 506864.6),(17 535514.3),(18 562090.8),(19 592003.06),(20 623467.94),(21 659142.8),(22 703912.25),(23 749317.94),(24 794359.2),(25 846421.94),(26 891227.5),(27 950136.8),(28 1005395.8),(29 1065594.4),(30 1126107),(31 1194268.5),(32 1267982.3),(33 1332741.3),(34 1407257.9),(35 1490369.5),(36 1575377.6),(37 1651979.5),(38 1733344.6),(39 1822423),(40 1899700.1),(41 1980113),(42 2064823.4),(43 2144068),(44 2211537.3),(45 2282131),(46 2359014.8),(47 2435886),(48 2514311.8),(49 2593484.8),(50 2675003),(51 2760443.3),(52 2841105),(53 2932487),(54 3040526.8),(55 3156727.8),(56 3278333.3),(57 3399166),(58 3511707.3),(59 3629594),(60 3744050.8),(61 3884397),(62 4019796),(63 4168191.3),(64 4309481.5),(65 4459714.5),(66 4598952),(67 4708656.5),(68 4822058.5),(69 4938188),(70 5089210.5),(71 5234998.5),(72 5380228.5),(73 5544486.5),(74 5703176),(75 5850222),(76 5978340),(77 6124754.5),(78 6266593.5),(79 6400180),
(1 7253.1494),(2 21372.021),(3 34423.902),(4 42276.715),(5 44515.664),(6 43777.473),(7 43112.164),(8 43821.594),(9 45491.434),(10 47510.152),(11 49314.777),(12 50033.863),(13 50186.156),(14 50600.76),(15 51071.42),(16 51685.176),(17 52432.336),(18 52576.28),(19 52554.227),(20 52605.566),(21 52612.242),(22 52848.72),(23 54079.063),(24 55576.223),(25 56664.277),(26 56668.508),(27 55660.902),(28 54193.113),(29 53780.08),(30 53947.3),(31 54589.82),(32 55640.805),(33 56494.855),(34 56996.082),(35 56666.082),(36 55825.67),(37 54694.82),(38 53817.082),(39 53038.785),(40 52301.58),(41 52059.87),(42 53256.414),(43 54883.727),(44 55692.664),(45 55701.543),(46 55451.664),(47 54971.18),(48 54717.496),(49 54706.99),(50 54434.26),(51 53665.71),(52 53514.426),(53 54597.258),(54 55627.938),(55 56632.297),(56 57131.26),(57 56646.22),(58 55286.313),(59 53454.797),(60 52542),(61 52487.168),(62 53322.77),(63 54180.54),(64 54063.3),(65 54766.324),(66 55146.082),(67 55150.645),(68 54956.285),(69 54691.543),(70 54645.12),(71 54983.32),(72 55164.93),(73 55627.938),(74 55703.887),(75 55985.586),(76 56734.66),(77 57271.402),(78 58488.13),(79 59394.05),
(1 6940.802),(2 20582.533),(3 33252.28),(4 41201.277),(5 43964.64),(6 44328.24),(7 44445.56),(8 45220.926),(9 46801.754),(10 48854.95),(11 50439.523),(12 51451.035),(13 52022.56),(14 52001.223),(15 52349.54),(16 52568.645),(17 52939.24),(18 52962.254),(19 52114.805),(20 51210.9),(21 50445.176),(22 50270.336),(23 51203.477),(24 52726.05),(25 53988.49),(26 53653.94),(27 51850.242),(28 50044.563),(29 48903.168),(30 48535.7),(31 49261.73),(32 50076.27),(33 50796.613),(34 51089.637),(35 50461.535),(36 49926.63),(37 49178.926),(38 48642.49),(39 48685.11),(40 48661.3),(41 48757.145),(42 49126.375),(43 49459.406),(44 48867.375),(45 48600.285),(46 48627.914),(47 48759.246),(48 49214.66),(49 49209.63),(50 48778.914),(51 48556.473),(52 48788.777),(53 49316.38),(54 49614.31),(55 50049.016),(56 50721.133),(57 51364.934),(58 51634.99),(59 51386.094),(60 51201.043),(61 50986.664),(62 50679.37),(63 50732.86),(64 50757.91),(65 51264.81),(66 51455.832),(67 51440.45),(68 51038.58),(69 50472.773),(70 50822.402),(71 51445.203),(72 52844.78),(73 53833.44),(74 54155.246),(75 54217.76),(76 54149.87),(77 54100.555),(78 54372.887),(79 54621.97),
(1 6842.999),(2 20357.793),(3 32771.1),(4 40043.152),(5 42669.1),(6 42833.875),(7 42591.61),(8 43667.82),(9 45674.83),(10 47471.715),(11 48421.3),(12 48506.984),(13 48113.11),(14 48015.637),(15 48951.605),(16 49799.305),(17 50083.64),(18 49428.777),(19 48323.547),(20 46904.668),(21 45732.676),(22 45671.324),(23 45559.75),(24 46208),(25 46765.387),(26 46627.598),(27 46506.26),(28 46696.19),(29 47201.61),(30 48064.54),(31 48781.637),(32 49095.58),(33 49214.25),(34 49061.37),(35 48732.316),(36 48086.23),(37 47085.32),(38 46327.188),(39 45682.445),(40 45876.64),(41 47060.965),(42 48602.406),(43 49632.242),(44 49391.137),(45 48575.715),(46 47998.363),(47 47905.824),(48 48231.42),(49 48378.97),(50 48672.402),(51 48589.465),(52 48455.16),(53 49105.758),(54 50035.273),(55 51371.414),(56 52396.105),(57 52345.816),(58 51577.684),(59 51151.176),(60 50968.035),(61 50648.06),(62 50264.563),(63 49906.6),(64 50065.133),(65 50032.95),(66 49805.33),(67 49762.973),(68 49675.09),(69 49708.063),(70 49683.2),(71 49165.18),(72 48483.875),(73 48019.008),(74 47914.633),(75 48534.766),(76 49784.082),(77 51226.02),(78 51818.35),(79 51574.688),
(1 6698.5913),(2 19278.299),(3 30646.736),(4 38120.438),(5 41417.4),(6 41957.176),(7 42155.58),(8 43390.797),(9 45311.914),(10 47388.918),(11 48669.652),(12 48983.543),(13 48804.37),(14 48994.37),(15 49327.34),(16 49636.492),(17 49966.71),(18 49752.605),(19 49544.805),(20 49693.582),(21 49252.96),(22 48669.79),(23 48396.063),(24 48678.52),(25 48887.87),(26 49402.63),(27 50006.047),(28 49839.473),(29 49911.64),(30 49933.445),(31 49487.695),(32 48955.156),(33 49399.72),(34 50199.39),(35 50752.676),(36 51024.395),(37 50401.26),(38 49594.504),(39 48765.375),(40 48350.605),(41 49217.42),(42 51007.625),(43 51694.547),(44 51269.34),(45 50409.36),(46 49962.34),(47 49438.797),(48 48854.727),(49 47961.188),(50 47176.465),(51 46896.375),(52 47591),(53 48320.375),(54 48298.77),(55 48412.758),(56 48152.242),(57 47774.57),(58 47409.125),(59 46924.902),(60 46827.27),(61 46852.52),(62 46875.723),(63 47148.91),(64 47922.84),(65 48371.83),(66 48026.047),(67 47841.082),(68 47599.953),(69 47727.29),(70 48110.586),(71 48069.27),(72 47454.605),(73 47522.176),(74 48116.285),(75 49416.637),(76 50578.832),(77 51140.27),(78 51158.543),(79 50667.707),
(1 6550.21),(2 18974.672),(3 30447.049),(4 38101.59),(5 41623.684),(6 42364.016),(7 42805.848),(8 43407.555),(9 43717.793),(10 43760.754),(11 43744.81),(12 43900.336),(13 44102.727),(14 43989.254),(15 43586.707),(16 43217.023),(17 43315.918),(18 43844.137),(19 43949.484),(20 44423.344),(21 44159.73),(22 43550.09),(23 42960.703),(24 42505.816),(25 42348.18),(26 42940.26),(27 43786.754),(28 44258.734),(29 44549.547),(30 44402.42),(31 44059.05),(32 43958.87),(33 44238.863),(34 44446.684),(35 44656.313),(36 45048.51),(37 45198.15),(38 44920.867),(39 44511.555),(40 44287.016),(41 44589.637),(42 44865.484),(43 44879.35),(44 45120.547),(45 45064.44),(46 45065.734),(47 44875.293),(48 44177.73),(49 43225.41),(50 42804.125),(51 43439.977),(52 44986.64),(53 45600.75),(54 45254.617),(55 45309.453),(56 45760.68),(57 45652.293),(58 45555.477),(59 45629.973),(60 46236.684),(61 47014.68),(62 47323.85),(63 47011.06),(64 46554.324),(65 46153.797),(66 45658.715),(67 44744.918),(68 44179.363),(69 44629.625),(70 45397.867),(71 45415.566),(72 45197.13),(73 44751.688),(74 44416.383),(75 44975.39),(76 45394.797),(77 46052.793),(78 46612.523),(79 46785.047),
(1 6536.861),(2 18809.863),(3 29531.838),(4 35682.063),(5 37886.97),(6 38764.152),(7 39880.617),(8 41649.836),(9 43707.855),(10 45445.918),(11 46204.074),(12 46250.91),(13 45581.406),(14 44831.19),(15 44096.043),(16 43667.008),(17 43823.965),(18 43887.38),(19 43904.855),(20 43981.305),(21 43801.313),(22 43963.324),(23 44508.29),(24 44954.08),(25 45076.83),(26 45140.35),(27 45142.82),(28 45479.797),(29 46063.094),(30 46437.297),(31 46191.316),(32 45776.273),(33 45682.258),(34 45966.176),(35 46084.566),(36 46265.234),(37 45989.96),(38 45842.375),(39 44909.58),(40 44602.703),(41 45676.918),(42 46487.645),(43 46838.805),(44 46895.984),(45 46408.406),(46 45446.445),(47 43986.594),(48 43055.453),(49 42907.07),(50 43588.414),(51 44961.35),(52 45986.734),(53 45887.39),(54 45783.16),(55 45754.77),(56 46537.92),(57 47392.438),(58 47874.926),(59 47644.2),(60 47209.387),(61 46659.676),(62 46161.527),(63 45921.824),(64 46089.758),(65 45870.54),(66 45585.152),(67 45592.254),(68 45915.637),(69 46044.14),(70 46386.598),(71 46755.42),(72 46895.402),(73 47181.625),(74 48203.38),(75 48941.973),(76 48990.5),(77 48533.72),(78 48333.957),(79 48301.5),
(1 6651.279),(2 18847.164),(3 29252.332),(4 35101.93),(5 37234.848),(6 37753.633),(7 38353.195),(8 38826.773),(9 39586.934),(10 40558.32),(11 40634.383),(12 40224.477),(13 39982.297),(14 40161.44),(15 40458.176),(16 41074.516),(17 41500.49),(18 41184.656),(19 41034.484),(20 41217.742),(21 41001.984),(22 40696.36),(23 40267.58),(24 39645.926),(25 38806.56),(26 38450.324),(27 39025.46),(28 39993.31),(29 41350.297),(30 42542.605),(31 43499.566),(32 44243.164),(33 44661.07),(34 44570.887),(35 44261.617),(36 44458.47),(37 44455.918),(38 43962.14),(39 43707.67),(40 44026.652),(41 44290.06),(42 44021.125),(43 43733.92),(44 43374.45),(45 43044.035),(46 42375.703),(47 41921.71),(48 41742.563),(49 42217.184),(50 43172.734),(51 44076.633),(52 44854.36),(53 44419.6),(54 43771.293),(55 43903.8),(56 44473.703),(57 44659.258),(58 44466.395),(59 44034.99),(60 43373.152),(61 42844.918),(62 42965.203),(63 43307.863),(64 43725.934),(65 43847.65),(66 43537.113),(67 43382.855),(68 43566.508),(69 44060.46),(70 45037.098),(71 45323.27),(72 45536.24),(73 45676.168),(74 45907.086),(75 45327.51),(76 44373.08),(77 43843.082),(78 44274.992),(79 44851.113),
(1 6229.296),(2 17760.889),(3 27600.613),(4 33203.75),(5 35120.12),(6 35569.688),(7 36021.97),(8 36702.195),(9 37441.13),(10 37647.75),(11 37409.848),(12 36745.977),(13 35985.5),(14 36061.5),(15 36452.316),(16 37360.516),(17 38175.766),(18 38228.613),(19 38182.574),(20 38040.88),(21 37571.914),(22 37279.957),(23 37299.914),(24 37571.16),(25 37665.777),(26 37872.53),(27 38313.38),(28 39303.9),(29 40547.64),(30 41052.965),(31 40997.594),(32 40753.547),(33 40235.99),(34 39958.82),(35 39956.24),(36 40141.64),(37 39349.906),(38 38484.723),(39 38358.21),(40 39037.496),(41 39342.086),(42 39396.08),(43 39284.043),(44 39029.31),(45 38740.68),(46 38496.563),(47 38633.176),(48 39499.35),(49 40796.54),(50 42259.875),(51 43546.867),(52 43666.824),(53 42494.227),(54 41482.2),(55 41274.973),(56 41411.75),(57 41781.617),(58 42369.06),(59 42548.934),(60 42627.793),(61 42847.703),(62 42888.75),(63 42801.07),(64 43081.59),(65 42705.047),(66 42411.117),(67 41884.54),(68 41621.566),(69 42194.438),(70 42960.895),(71 43276.973),(72 43752.914),(73 43987.01),(74 44178.188),(75 44321.086),(76 43971.773),(77 43938.88),(78 43886.066),(79 43641.605),
(1 6588.5664),(2 19027.807),(3 29620.074),(4 35206.824),(5 36512),(6 36748.473),(7 37606.426),(8 38947.688),(9 39851.918),(10 40474.582),(11 40481.25),(12 40013.188),(13 39080.055),(14 37825.58),(15 37509.98),(16 37782.023),(17 37996.863),(18 38684.813),(19 39289.027),(20 39450.066),(21 39477.73),(22 39671.945),(23 39678.97),(24 39013.332),(25 37695.48),(26 36807.777),(27 36548.125),(28 37813.453),(29 39302.863),(30 40069.855),(31 40319.938),(32 40182.867),(33 39471.758),(34 39330.59),(35 39652.188),(36 39819.656),(37 39304.066),(38 39384.336),(39 39854.63),(40 40862.76),(41 41989.97),(42 41755.516),(43 40882.305),(44 40418.523),(45 39953.016),(46 39633.68),(47 39688.363),(48 40222.945),(49 41508.008),(50 42881.78),(51 44534.766),(52 44933.996),(53 44348.773),(54 43360.227),(55 42417.25),(56 41633.906),(57 41231.984),(58 41256.074),(59 41294.05),(60 41680.535),(61 41780.125),(62 41587.402),(63 41688.434),(64 41276.668),(65 40828.297),(66 40576.246),(67 40596.273),(68 40957.38),(69 41928.223),(70 42181.074),(71 42479.008),(72 42689.74),(73 42935.47),(74 42637.51),(75 42321),(76 42099.703),(77 42764.813),(78 43736.348),(79 43877.066),
(1 6414.6353),(2 18174.434),(3 27646.477),(4 32405.928),(5 33768.8),(6 33994.344),(7 34466.45),(8 35323.88),(9 36430.887),(10 37146.406),(11 37251.332),(12 37011.67),(13 36299.566),(14 35882.184),(15 36306.613),(16 36659.81),(17 36899.33),(18 36920.33),(19 36776.63),(20 37223.074),(21 37696.348),(22 37852.625),(23 38106.645),(24 38175.09),(25 38164.88),(26 38505.18),(27 39148.96),(28 40153.168),(29 40808.945),(30 40352.57),(31 39437.633),(32 38335.676),(33 37376.254),(34 37424.184),(35 38013.375),(36 38210.47),(37 38161.457),(38 37823.383),(39 37335.69),(40 37768.96),(41 38557.895),(42 39132.4),(43 39232.05),(44 38704.266),(45 38047.348),(46 37860.74),(47 37843.35),(48 38259.12),(49 39235.027),(50 40114.85),(51 40378.742),(52 39466.21),(53 38256.07),(54 37866.68),(55 38229.805),(56 38642.09),(57 38617.63),(58 38705.594),(59 39076.38),(60 39569.99),(61 39789.426),(62 40228.1),(63 40284.97),(64 39272.484),(65 38654.934),(66 38876.92),(67 39714.723),(68 40445.457),(69 40458.65),(70 40306.754),(71 40741.773),(72 41176.145),(73 41902.973),(74 42055.066),(75 41803.816),(76 41257.793),(77 41053.563),(78 41368.023),(79 41895.586),
(1 6182.5703),(2 17536.44),(3 26780.229),(4 31947.834),(5 34015.67),(6 34574.746),(7 35100.184),(8 35285.137),(9 35478.98),(10 35606.008),(11 35893.227),(12 35655.402),(13 35536.266),(14 35340.883),(15 35592.293),(16 36058.105),(17 36062.5),(18 35568.688),(19 35390.74),(20 35886.254),(21 36169.938),(22 36669.223),(23 37438.68),(24 38069.215),(25 38261.7),(26 38590.26),(27 38394.773),(28 38144.94),(29 38086.75),(30 37224.227),(31 36479.453),(32 36335.465),(33 36812.434),(34 37545.48),(35 37976.21),(36 38440.46),(37 38924.3),(38 39304.45),(39 39799.89),(40 39831.367),(41 39124.71),(42 38776.594),(43 38629.53),(44 37936.61),(45 36537.082),(46 35772.23),(47 35815.395),(48 37068.508),(49 38572.426),(50 39534.566),(51 40013.395),(52 39275.098),(53 38323.35),(54 37349.305),(55 36866.965),(56 36544.688),(57 36280.598),(58 36603.137),(59 36823.11),(60 36666.66),(61 36705.45),(62 36836.4),(63 36616.766),(64 36412.867),(65 36692.883),(66 37129.99),(67 37583.766),(68 37526.188),(69 36982.223),(70 36913.105),(71 37338.68),(72 37987.902),(73 38149.965),(74 37792.902),(75 37669.47),(76 37998.83),(77 38361.895),(78 38604.137),(79 38698.53),
(1 6409.925),(2 18134.178),(3 27770.64),(4 33006.063),(5 34562.516),(6 34308.203),(7 34103.926),(8 34420.42),(9 34886.926),(10 35626.54),(11 36299.59),(12 36559.61),(13 36831.805),(14 37106.188),(15 37356.523),(16 37493.75),(17 37610.168),(18 36935.574),(19 35897.28),(20 35089.26),(21 34842.9),(22 35159.633),(23 35846.477),(24 37049.492),(25 38125.336),(26 38685.58),(27 38624.25),(28 38003.254),(29 37072.33),(30 36672.957),(31 36463.414),(32 36330.184),(33 36671.89),(34 37140.38),(35 37053.33),(36 36971.08),(37 37194.883),(38 37726.688),(39 38392.75),(40 37977.69),(41 37388.516),(42 36918.152),(43 37158.348),(44 37621.34),(45 37720.54),(46 37749.965),(47 37890.93),(48 38569.13),(49 39390.07),(50 39766.72),(51 39657.96),(52 38240.938),(53 36998.863),(54 36718.5),(55 37090.324),(56 37739.254),(57 38073.8),(58 38281.66),(59 38279.867),(60 37994.3),(61 37264.773),(62 36994.09),(63 37065.36),(64 37093.34),(65 37344.816),(66 37771.336),(67 38377.516),(68 38708.37),(69 38498.27),(70 38596.723),(71 38564.973),(72 38102.027),(73 37419.52),(74 36690.945),(75 36638.516),(76 37167.016),(77 37428.598),(78 37472.99),(79 37090.125),
(1 6164.327),(2 17246.814),(3 26220.096),(4 30395.232),(5 31834.75),(6 32631.986),(7 33612.227),(8 34641.813),(9 35296.945),(10 35956.93),(11 36204.91),(12 36301.68),(13 36026.633),(14 35911.887),(15 36196.07),(16 36332.62),(17 36048.18),(18 35524.773),(19 35195.445),(20 35150.652),(21 35081.1),(22 35204.008),(23 35339.285),(24 35541.63),(25 35861.28),(26 36527.242),(27 36920.1),(28 37037.68),(29 37002.04),(30 36817.605),(31 36448.117),(32 36758.207),(33 36755.008),(34 36363.336),(35 35826.71),(36 36172.004),(37 36753.25),(38 37331.563),(39 37471.707),(40 37186.348),(41 36736.305),(42 36773.684),(43 36608.32),(44 36058.24),(45 35719.4),(46 36395.2),(47 36872.72),(48 37568.14),(49 38174.58),(50 38609.61),(51 38281.863),(52 37515.793),(53 36791.86),(54 36223.004),(55 36668.316),(56 37461.26),(57 37885.29),(58 38202.273),(59 38219.68),(60 38104.043),(61 37569.7),(62 37250.656),(63 37448.01),(64 37397.47),(65 37133.406),(66 37174.855),(67 37106.617),(68 37247.3),(69 37560.105),(70 37736.69),(71 37523.363),(72 37142.234),(73 36687.438),(74 36714.652),(75 37437.793),(76 37649.48),(77 37554.855),(78 37711.484),(79 37562.563),
(1 6091.061),(2 17060.094),(3 25447.693),(4 29340.725),(5 30537.096),(6 30825.398),(7 31596.225),(8 32848.523),(9 33913.355),(10 34742.58),(11 34943.707),(12 34438.453),(13 34041.457),(14 34184.37),(15 34728.297),(16 34814.59),(17 34360.168),(18 33990.7),(19 33810.793),(20 34087.85),(21 34323.21),(22 34564.17),(23 34518.2),(24 34244.777),(25 34493.883),(26 35180.207),(27 35469.223),(28 35437.727),(29 35273.535),(30 35077.88),(31 35308.355),(32 35903.06),(33 36506.49),(34 36748.508),(35 36748.293),(36 36841.242),(37 36926.35),(38 37079.96),(39 36884.188),(40 36556.47),(41 36410.574),(42 36147.113),(43 35762.965),(44 35513.76),(45 35533.04),(46 35692.063),(47 35981.387),(48 36635.566),(49 36896.008),(50 36702.086),(51 35919.563),(52 35386.7),(53 35337.996),(54 35760.906),(55 36545.516),(56 37081),(57 36874.61),(58 36774.918),(59 36645.223),(60 36463.484),(61 36338.246),(62 36516.805),(63 36857.266),(64 37076.266),(65 37280.523),(66 37195.17),(67 37005.71),(68 37223.066),(69 37396.34),(70 37780.918),(71 37947.51),(72 38005.69),(73 37985.613),(74 37457.566),(75 36701.11),(76 36283.47),(77 36308.035),(78 36539.434),(79 36409.09),
(1 5995.1216),(2 16701.783),(3 24931.18),(4 28878.4),(5 29501.754),(6 29417.648),(7 30064.625),(8 31194.387),(9 32181.014),(10 32333.455),(11 32127.293),(12 31734.451),(13 31097.832),(14 30874.412),(15 30991.271),(16 30982.781),(17 30997.46),(18 30608.748),(19 30602.865),(20 30565.1),(21 30760.578),(22 31393.104),(23 31756.203),(24 32243.074),(25 32406.213),(26 32824.4),(27 33439.297),(28 33654.17),(29 34014.16),(30 33637.754),(31 33684.715),(32 34106.063),(33 34428.426),(34 34457.387),(35 34203.957),(36 34132.984),(37 34204.766),(38 33956.188),(39 33469.09),(40 32929.492),(41 32714.742),(42 32729.525),(43 32824.566),(44 32750.742),(45 32843.715),(46 33197.816),(47 33591.824),(48 33829.035),(49 33694.164),(50 33321.473),(51 32843.383),(52 32615.955),(53 32854.492),(54 33557.668),(55 33716.887),(56 33169.535),(57 32638.445),(58 32626.45),(59 32889.066),(60 33410.305),(61 33744.543),(62 34221.02),(63 34313.46),(64 34668.75),(65 35115.465),(66 35598.05),(67 35824.67),(68 35860.324),(69 35208.695),(70 34913.508),(71 35026.68),(72 35500.176),(73 35876.38),(74 35933.29),(75 35675.61),(76 35371.203),(77 35573.695),(78 35990.645),(79 35936.715),
(1 5788.0825),(2 16020.414),(3 24130.965),(4 27579.506),(5 28343.725),(6 28827.637),(7 29902.883),(8 30953.674),(9 31495.55),(10 31511.164),(11 31245.688),(12 30883.563),(13 30866.992),(14 30891.031),(15 30868.688),(16 30805.563),(17 30469.678),(18 29871.74),(19 29603.836),(20 29874.451),(21 30485.258),(22 30976.514),(23 31044.617),(24 31207.37),(25 31466.672),(26 31962.418),(27 32314.945),(28 32213.01),(29 32126.45),(30 32375.39),(31 33052.9),(32 33229.277),(33 32533.85),(34 32020.295),(35 31898.555),(36 32685.15),(37 33338.27),(38 33729.473),(39 33952.97),(40 33793),(41 33753.805),(42 34082.227),(43 34407.184),(44 34630.516),(45 34625.37),(46 34745.89),(47 35486.36),(48 35907.91),(49 35457.543),(50 34921.8),(51 34732.492),(52 34791.47),(53 34640.61),(54 34469.418),(55 34216.7),(56 34270.98),(57 34153.598),(58 34472.43),(59 34733.426),(60 34736.52),(61 34195.77),(62 33972.617),(63 34267.008),(64 34733.28),(65 35020.41),(66 35041),(67 35004.1),(68 34927.727),(69 34761.02),(70 35241.613),(71 35504.33),(72 35206.207),(73 34658.926),(74 34141.508),(75 34417.375),(76 34903.188),(77 35493.49),(78 35821.645),(79 35366.387),
(1 5493.064),(2 15252.553),(3 23076.588),(4 26787.715),(5 28064.654),(6 28557.713),(7 28929.523),(8 29325.334),(9 29678.111),(10 30400.156),(11 31258.725),(12 31626.307),(13 31436.676),(14 30937.875),(15 30364.145),(16 29962.627),(17 29917.955),(18 29971.564),(19 29974.092),(20 29989.895),(21 29789.059),(22 29717.154),(23 30033.555),(24 30475.35),(25 31031.902),(26 31557.117),(27 31633.176),(28 30911.605),(29 30137.52),(30 29744.596),(31 30021.393),(32 30427.307),(33 30418.951),(34 30521.023),(35 30761.023),(36 31407.326),(37 31631.404),(38 31389.105),(39 31096.816),(40 30613.918),(41 30449.863),(42 30515.676),(43 30809.414),(44 31153.703),(45 31376.787),(46 31774.693),(47 31958.549),(48 32143.32),(49 32165.941),(50 32507.16),(51 33070.09),(52 33150.73),(53 33250.31),(54 33803.24),(55 33828.51),(56 33198.66),(57 32588.438),(58 32345.725),(59 32044.807),(60 31601.36),(61 31569.48),(62 32082.676),(63 32617.523),(64 32836.555),(65 32679.154),(66 32519.385),(67 32666.135),(68 32638.064),(69 32763.19),(70 33162.62),(71 33572.047),(72 33332.773),(73 32859.234),(74 32783.47),(75 32734.627),(76 32820.39),(77 33139.652),(78 33600.31),(79 33497.65),
