1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45635.285),(2 113727.32),(3 207159.63),(4 323876.6),(5 480619.9),(6 636355.7),(7 813324.3),(8 1014061.3),(9 1236606.4),(10 1490604.4),(11 1771330),(12 2083447.1),(13 2436845.3),(14 2802542.3),(15 3188242.3),(16 3671094),(17 4160760.8),(18 4628206.5),(19 5115086.5),(20 5625548),(21 6194334.5),(22 6834994.5),(23 7693808),(24 8549741),(25 9574401),(26 10611498),(27 11747685),(28 13004507),(29 14316044),(30 15749399),(31 17150090),(32 18790168),(33 20373200),(34 21959330),(35 23652568),(36 25310872),(37 26956042),(38 28534502),(39 30412058),(40 32011338),(41 33593024),(42 35016348),(43 36491600),(44 37816496),(45 39125916),(46 40411868),(47 41787676),(48 43065956),(49 44337996),(50 45534252),(51 46835820),(52 48002404),(53 49229204),(54 50289716),(55 51347200),(56 52390668),(57 53376510),(58 54248268),(59 55119664),(60 56285516),(61 57322260),(62 58328256),(63 59424576),(64 60516000),(65 61589532),(66 62618476),(67 63814076),(68 64807364),(69 65703732),(70 66608940),(71 67517990),(72 68227144),(73 69065860),(74 69803490),(75 70595610),(76 71549240),(77 72601640),(78 73652590),(79 75068200),
(1 18995.092),(2 48378.582),(3 70323.42),(4 83133.305),(5 91873.12),(6 95472.1),(7 97690.984),(8 100356.07),(9 102520.78),(10 105459.68),(11 109179.734),(12 112164.016),(13 114328.28),(14 115213.67),(15 116547.7),(16 118639.22),(17 119583.91),(18 120988.89),(19 122785.87),(20 123389.78),(21 124045.97),(22 125733.016),(23 129381.07),(24 132289.86),(25 133424.3),(26 132299.03),(27 131764.16),(28 133187.25),(29 134689.77),(30 135253.77),(31 136401.39),(32 136983.92),(33 136811.16),(34 136262.83),(35 134105.4),(36 134283.53),(37 135746.75),(38 135400.55),(39 135185.16),(40 135827.72),(41 136439.55),(42 136431.36),(43 136293.22),(44 137528.27),(45 138460.78),(46 139341.14),(47 139763.75),(48 140542.66),(49 140980.81),(50 142000.78),(51 142579.58),(52 141657.72),(53 141414),(54 140546.73),(55 140101.44),(56 139298.56),(57 139360.63),(58 138895.19),(59 137535.19),(60 136800.19),(61 135659.36),(62 134480.95),(63 133792.39),(64 133533.86),(65 132642.7),(66 132381.4),(67 132593.83),(68 133520.69),(69 133274.78),(70 132537.05),(71 132524.25),(72 132827.69),(73 132046.14),(74 131620.58),(75 132953.33),(76 133238.1),(77 133231.81),(78 133520.4),(79 133394.13),
(1 18996.172),(2 47426.668),(3 69429.15),(4 81736.58),(5 90967.69),(6 95451.14),(7 98456.625),(8 101651.22),(9 103836.125),(10 105875.24),(11 109114.99),(12 112577.02),(13 114728.48),(14 116516.766),(15 118152.19),(16 118879.016),(17 120212.55),(18 121707.67),(19 123123.3),(20 123786.836),(21 124841.06),(22 125113.586),(23 126599.75),(24 128057.25),(25 129106.34),(26 128718.31),(27 128421.15),(28 129316.85),(29 130511.34),(30 132107.77),(31 132957.06),(32 133686.1),(33 133768.5),(34 132497.02),(35 130980.52),(36 130263.125),(37 130588.1),(38 132442.1),(39 135817.83),(40 137157.83),(41 137327.81),(42 138014.72),(43 140028.36),(44 142010.33),(45 143863.61),(46 143913.14),(47 143873.4),(48 145076.17),(49 145974.19),(50 145839.63),(51 145421.36),(52 144709.4),(53 144474.34),(54 144198.58),(55 142968.98),(56 141794.48),(57 141057.56),(58 141457.53),(59 141733.03),(60 142100.33),(61 141639.16),(62 141084.3),(63 140307.9),(64 138327.31),(65 136336.56),(66 135676.73),(67 134304.86),(68 133657.9),(69 132996.88),(70 132278.17),(71 133333.69),(72 135323.92),(73 134536.8),(74 133104.83),(75 132139.53),(76 132059.05),(77 131104.52),(78 130560.04),(79 129669.26),
(1 18326.152),(2 45291.707),(3 64914.1),(4 75208.836),(5 81894.34),(6 86130.22),(7 88646.016),(8 91582.375),(9 93294.6),(10 96018.664),(11 99923.15),(12 102962.53),(13 105646.53),(14 106600.6),(15 107912.74),(16 110221.95),(17 111751.984),(18 112506.086),(19 112975.875),(20 114045.81),(21 116193.336),(22 118354.516),(23 120515.7),(24 121542.664),(25 121910.266),(26 122291.26),(27 123655.7),(28 125195.13),(29 126516.34),(30 128450.62),(31 130521.34),(32 132319.78),(33 131581.92),(34 129875.83),(35 129069.875),(36 128908),(37 129164.94),(38 128725.41),(39 128420.875),(40 128832.125),(41 129319.67),(42 129102.77),(43 129160.2),(44 128631.32),(45 128873.92),(46 129103.94),(47 129635.3),(48 129320.96),(49 130054.72),(50 129787.44),(51 129960.625),(52 130197.71),(53 130433.6),(54 130215.055),(55 130178.59),(56 130989.4),(57 131710.58),(58 131825.22),(59 131834.05),(60 131189.55),(61 131194),(62 131498.22),(63 131467.8),(64 130951.625),(65 131141.22),(66 131136.45),(67 129990.94),(68 127860.375),(69 126957.305),(70 127772.266),(71 129698.05),(72 130661.445),(73 130063.99),(74 128403.734),(75 126535.14),(76 124089.68),(77 122382.35),(78 121762.35),(79 121870.484),
(1 18132.568),(2 44260.992),(3 62752.367),(4 73511.484),(5 81720.35),(6 87517.43),(7 91368.29),(8 94391.664),(9 96142.11),(10 99019.96),(11 102904.78),(12 106095.34),(13 107218.55),(14 106879.47),(15 108564.67),(16 110628.48),(17 112782.35),(18 113956.78),(19 114724.96),(20 115707.37),(21 116129.16),(22 116306.93),(23 117719.945),(24 118787.125),(25 121020.6),(26 122756.93),(27 124467.2),(28 126148.41),(29 127921.8),(30 130322.57),(31 132064.9),(32 129276.93),(33 127029.82),(34 126193.75),(35 127069.016),(36 127749.32),(37 128251.695),(38 128982.29),(39 129876.3),(40 130454.5),(41 130175.336),(42 132271.03),(43 132603.3),(44 130606.516),(45 128794.555),(46 127772.08),(47 128564.62),(48 129538.65),(49 129615.336),(50 128514.46),(51 129675.836),(52 130538.875),(53 131552.03),(54 130621.47),(55 131210.84),(56 133408.34),(57 133391.77),(58 130935.95),(59 128270.87),(60 126037.3),(61 124845.66),(62 124992.3),(63 124884.71),(64 124264.65),(65 124964.5),(66 125479.71),(67 125315.84),(68 125603.016),(69 126071.86),(70 127623.73),(71 129209.83),(72 129398.766),(73 127947.95),(74 126699.28),(75 125000.47),(76 122949.85),(77 122493.28),(78 123343.5),(79 124920.414),
(1 17669.889),(2 42677),(3 60505.016),(4 70974.195),(5 78562.7),(6 82838.47),(7 84516.055),(8 85713.48),(9 86747.2),(10 87946.945),(11 90943.375),(12 94387.58),(13 95913.86),(14 97151.18),(15 98908.01),(16 102900.41),(17 103880.08),(18 103378.336),(19 104468.06),(20 106165.4),(21 108176.984),(22 108873.27),(23 109212.95),(24 109637.36),(25 110521.27),(26 111637.945),(27 112934.97),(28 114158.414),(29 115797.19),(30 117812.03),(31 119012.766),(32 118144.2),(33 118426.34),(34 118897.234),(35 118262.586),(36 117430.77),(37 117617.234),(38 117775.85),(39 117441.69),(40 118366.44),(41 119421.16),(42 119881.13),(43 118841.25),(44 117889.01),(45 117435.69),(46 118505.55),(47 120889.25),(48 122127.75),(49 121186.09),(50 119348.04),(51 120538.22),(52 121021.51),(53 120669.01),(54 120808.44),(55 121773.24),(56 122772.87),(57 122928.97),(58 122090.914),(59 120795.53),(60 119334.06),(61 120112.57),(62 120805.984),(63 120885.305),(64 120398.45),(65 119256.56),(66 117910.45),(67 116140.11),(68 114479.086),(69 114370.73),(70 115432.16),(71 115264.45),(72 114487.66),(73 114201.125),(74 114784.1),(75 114927.1),(76 114466.96),(77 113764.84),(78 114095.24),(79 114920.87),
(1 16828.287),(2 40986.29),(3 58883.508),(4 69402.05),(5 77387.9),(6 81546.26),(7 83989.95),(8 86203.97),(9 87960.945),(10 89905.445),(11 93607.164),(12 95817.805),(13 96308.875),(14 96731.97),(15 97067.22),(16 98854.4),(17 98953.42),(18 99389),(19 101043.75),(20 103845.14),(21 105782.04),(22 107360.49),(23 107170.305),(24 107157.77),(25 107505.45),(26 109233.22),(27 110439.25),(28 111265.52),(29 112344.516),(30 113450.11),(31 114142.6),(32 111877.5),(33 110526.055),(34 108994.58),(35 108167.336),(36 108357.695),(37 110100.55),(38 111485.22),(39 113378.87),(40 114709.33),(41 114848.69),(42 113895.41),(43 113532.71),(44 114000.84),(45 114550.98),(46 115859.28),(47 116932.15),(48 117937.79),(49 118155.15),(50 117505.56),(51 118181.5),(52 118911.3),(53 119588.23),(54 121025.43),(55 121858.55),(56 121229.73),(57 120662.26),(58 120117.47),(59 119052.7),(60 117480.73),(61 117645.21),(62 118196.4),(63 118339.74),(64 117228.09),(65 116819.22),(66 116293.555),(67 116468.86),(68 117480.945),(69 119474.7),(70 119360.11),(71 120053.74),(72 121281.63),(73 121113.71),(74 120286.49),(75 119636.11),(76 119691.35),(77 119761.37),(78 120690.32),(79 119816.29),
(1 17028.064),(2 40916.75),(3 58241.93),(4 68812.13),(5 76060.1),(6 80572.06),(7 82834.125),(8 84600.266),(9 87588.43),(10 90686.56),(11 93610.734),(12 95688.31),(13 95787.89),(14 95832.36),(15 97031.69),(16 98345.805),(17 98783.805),(18 99365.83),(19 99901.59),(20 100802.82),(21 101867.06),(22 103083.35),(23 103571.62),(24 104555.65),(25 105737.1),(26 107701.34),(27 109672.72),(28 111180.266),(29 111357.62),(30 111134.03),(31 111493.016),(32 111072.27),(33 111319.5),(34 111074.87),(35 110586.59),(36 110397.28),(37 111399.96),(38 112476.125),(39 113341.42),(40 112340.78),(41 110854.33),(42 110051.234),(43 109156.38),(44 109531.43),(45 110490.28),(46 110582.85),(47 110689.516),(48 110711.664),(49 109999.02),(50 109760.69),(51 110410.33),(52 110650.06),(53 110583.695),(54 110850.18),(55 111504.164),(56 111778.01),(57 112062.46),(58 111093.65),(59 111121.56),(60 112019.74),(61 112964.64),(62 113078.69),(63 113173.36),(64 112473.195),(65 111567.984),(66 109957.03),(67 109588.69),(68 110750.87),(69 113020.8),(70 113023.44),(71 112223.87),(72 111873.92),(73 110827.74),(74 110609.73),(75 111497.234),(76 111668.81),(77 112035.305),(78 112574.945),(79 112826.266),
(1 16565.893),(2 40495.066),(3 57846.94),(4 68084.34),(5 76125.414),(6 80599.76),(7 82586.17),(8 83978.13),(9 85918.93),(10 87798.43),(11 90753.914),(12 92852.016),(13 93270.164),(14 93503.164),(15 93901.2),(16 94705.016),(17 95551.09),(18 96209.21),(19 97557.914),(20 100084.03),(21 101489.99),(22 103662.37),(23 104122.37),(24 103818.65),(25 103702.83),(26 104315.52),(27 105751.586),(28 107593.76),(29 108456.64),(30 108810.39),(31 109357.42),(32 109341.26),(33 108563.88),(34 108467.07),(35 109101.586),(36 111870),(37 113499.78),(38 113257.375),(39 112223.79),(40 111628.5),(41 110584.61),(42 110060.016),(43 111400.695),(44 113113.94),(45 113939.58),(46 114118.84),(47 114197.4),(48 114121.39),(49 114249.305),(50 114984.78),(51 116526.766),(52 115897.625),(53 114875.15),(54 114961.08),(55 115273.14),(56 114581.9),(57 113937.88),(58 114044.61),(59 113970.07),(60 111467.44),(61 110876.18),(62 111008.1),(63 111693.28),(64 110959.18),(65 111114.93),(66 111883.05),(67 112047.07),(68 113198.05),(69 113389.305),(70 113580.48),(71 112940.67),(72 113006.06),(73 111915.24),(74 111730.55),(75 110881.2),(76 110235.13),(77 110090.54),(78 110724.68),(79 110895.984),
(1 16133.949),(2 39615.305),(3 56193.164),(4 66057.09),(5 72937.56),(6 76842.586),(7 79647.016),(8 81739.86),(9 83754.055),(10 86882.836),(11 89813.664),(12 91480.914),(13 91599.21),(14 91790.086),(15 91814.91),(16 91580.73),(17 92434.29),(18 94192.65),(19 96167.29),(20 99072.555),(21 100232.445),(22 100811.81),(23 99309.195),(24 99632.09),(25 101295.766),(26 104204.77),(27 106343.38),(28 107132.59),(29 106684.9),(30 106260.57),(31 106573.08),(32 106088.7),(33 106487.35),(34 107068.766),(35 108004.98),(36 109718.33),(37 111229.914),(38 112044.195),(39 111897.28),(40 112023.71),(41 111453.1),(42 111570.805),(43 112127.05),(44 111877.99),(45 112583.195),(46 113078.01),(47 113959.32),(48 114146.76),(49 114242.07),(50 114760.72),(51 115143.33),(52 115034.66),(53 115118.234),(54 114587),(55 113554.56),(56 114232.03),(57 113997.61),(58 113613.4),(59 112801.95),(60 111018.6),(61 110072.63),(62 109292.32),(63 109786.52),(64 110302.836),(65 111682.78),(66 113158.35),(67 112703.13),(68 111609.86),(69 110883.48),(70 110652.93),(71 110901.26),(72 111610.9),(73 110495.914),(74 109344.44),(75 109138.484),(76 109760.625),(77 110183.805),(78 110099.09),(79 109791.83),
(1 16223.482),(2 39441.984),(3 55784.363),(4 64585.38),(5 70496.51),(6 73473.164),(7 75769.164),(8 77951.695),(9 80525.09),(10 82749.25),(11 85421.96),(12 86504.54),(13 86408.836),(14 86464.5),(15 88201.31),(16 90292.164),(17 92577.836),(18 93905.66),(19 95947.945),(20 98257.1),(21 100344.39),(22 100525.57),(23 99858.6),(24 100340.5),(25 102376.67),(26 104087.65),(27 105230.02),(28 107701.234),(29 108499.84),(30 108690.63),(31 107985.305),(32 106644.055),(33 107118.78),(34 108228.72),(35 109169.125),(36 108563.164),(37 107755.875),(38 107820.03),(39 108862.79),(40 109493.766),(41 109325.1),(42 109802.14),(43 110367.08),(44 110402.28),(45 109412.49),(46 108606.92),(47 108637.59),(48 108763.78),(49 109230.94),(50 108986.81),(51 110672.43),(52 110423.7),(53 109327.68),(54 109353.97),(55 108658.32),(56 107499.29),(57 107140.414),(58 106945.82),(59 105613.3),(60 104483.79),(61 104887.234),(62 105163.22),(63 105380.766),(64 105114.66),(65 105446.46),(66 106283.49),(67 106077.52),(68 105741.625),(69 104603.74),(70 104207.97),(71 103988.88),(72 103767.64),(73 102556.555),(74 102092.97),(75 102683.38),(76 103145.72),(77 103239.94),(78 103623.71),(79 105437.9),
(1 16192.449),(2 38838.055),(3 53989.543),(4 62088.324),(5 67120.055),(6 70168),(7 72781.05),(8 73512.75),(9 74447.36),(10 75755.12),(11 78167.18),(12 79106.66),(13 79606.63),(14 79343.88),(15 79095.73),(16 79193.28),(17 80532.38),(18 81595.51),(19 83127.92),(20 85894.625),(21 87600.46),(22 88121.95),(23 89801.72),(24 91349.31),(25 92017.88),(26 93691.32),(27 95568.25),(28 97382.4),(29 98640.64),(30 98318.25),(31 96898.25),(32 94484.21),(33 93952.56),(34 93703.88),(35 94326.03),(36 95158.65),(37 96266.74),(38 97691.14),(39 97683.734),(40 96898.5),(41 96496.81),(42 96934.25),(43 97189.1),(44 97286.19),(45 97628.59),(46 98671.68),(47 99406.945),(48 100836.43),(49 101491.59),(50 101417.945),(51 101728.234),(52 102130.91),(53 102099.29),(54 101867.36),(55 101295.625),(56 101462.78),(57 101337.18),(58 101024.54),(59 100889.85),(60 100730.26),(61 101399.695),(62 101375.83),(63 100938.54),(64 100858.766),(65 101865.15),(66 103078.73),(67 101757.11),(68 99618.984),(69 99343.7),(70 99156.15),(71 98482.88),(72 97994.164),(73 96253.48),(74 96095.59),(75 97637.78),(76 98949.19),(77 99849.336),(78 100742.05),(79 100750.016),
(1 15769.737),(2 37766.31),(3 53331.313),(4 62813.17),(5 68945.3),(6 72150.5),(7 73473.58),(8 75080.086),(9 77218.33),(10 79975.29),(11 82968.41),(12 84564.55),(13 85542.805),(14 86430.97),(15 87377.34),(16 88101.76),(17 90660.695),(18 91841.84),(19 93360.68),(20 95219.8),(21 95788.26),(22 96422.05),(23 98036.8),(24 98616.375),(25 99492.766),(26 100067.81),(27 100789.43),(28 101807.02),(29 102471.37),(30 102137.21),(31 100819.86),(32 100429.87),(33 100119.01),(34 101125.086),(35 102202.41),(36 102186.89),(37 101942.46),(38 100367.555),(39 99840.836),(40 99142.75),(41 97787.734),(42 97666.555),(43 97309.41),(44 97325.195),(45 97871.05),(46 98836.61),(47 99915.38),(48 100923.58),(49 101853.98),(50 102488.766),(51 103805.445),(52 102506.7),(53 100674.61),(54 99448.36),(55 98896.71),(56 99496.03),(57 99704.26),(58 99716.53),(59 100532.91),(60 100375.62),(61 100312.414),(62 100604.07),(63 100435.8),(64 99995.98),(65 99393.164),(66 99054.09),(67 98147.52),(68 96836.52),(69 96833.59),(70 96371.37),(71 96238.62),(72 95446.23),(73 94783.19),(74 95305.04),(75 96637.5),(76 97684.5),(77 97326.375),(78 97572.27),(79 97686.33),
(1 14836.312),(2 34917.39),(3 49353.207),(4 57595.41),(5 62681.035),(6 65438.13),(7 67513.11),(8 69748.23),(9 72701.14),(10 75625.73),(11 77434.54),(12 77162.47),(13 77129.28),(14 78019.05),(15 79273.39),(16 81308.266),(17 83477.18),(18 84193.21),(19 86199.89),(20 88710.44),(21 89598.98),(22 90478.805),(23 91514.05),(24 91872.414),(25 92148.75),(26 92562.234),(27 94131.55),(28 95025.4),(29 94249.59),(30 92897.09),(31 92020.14),(32 91727.555),(33 91804.164),(34 92214.31),(35 92266.34),(36 92629.25),(37 93936.49),(38 94927.52),(39 95422.734),(40 94559.555),(41 94028.32),(42 96062.65),(43 96815.57),(44 97850.91),(45 97717.19),(46 97826.63),(47 98157.47),(48 98421.13),(49 98512.93),(50 99014.836),(51 99230.55),(52 98424.87),(53 97153.836),(54 96678),(55 97317.59),(56 97456.7),(57 98209.41),(58 98279.05),(59 97694.086),(60 99325.54),(61 100265.88),(62 100251.01),(63 98994.766),(64 98251.516),(65 96997.195),(66 96432.984),(67 95305.41),(68 94719.3),(69 94493.88),(70 94028.09),(71 93281.46),(72 93185.38),(73 94701.04),(74 96101.74),(75 97146.6),(76 97127.555),(77 96947.25),(78 95590.16),(79 95099.97),
(1 14815.26),(2 35174.74),(3 49282.04),(4 56862.305),(5 62429.56),(6 65301.62),(7 67540.47),(8 70004.43),(9 73903.36),(10 77267.54),(11 78503.77),(12 78495.586),(13 78591.914),(14 79113.484),(15 79388.12),(16 79963.92),(17 80996),(18 82788.54),(19 85651.76),(20 88237.66),(21 89429.266),(22 91197.016),(23 93349.3),(24 94515.48),(25 95768.7),(26 95899.3),(27 96016.43),(28 96504.734),(29 96297.19),(30 95776.58),(31 96218.37),(32 96096.48),(33 94664.016),(34 94156.5),(35 93929.43),(36 93791.48),(37 93914.84),(38 93786.15),(39 94883.98),(40 94563.27),(41 93617.79),(42 95009.7),(43 96390.94),(44 96371.66),(45 95616.04),(46 95386.1),(47 94883.01),(48 95995.37),(49 96968.54),(50 96617.445),(51 96515.64),(52 96214.12),(53 94903.586),(54 93932.805),(55 93101.414),(56 93125.61),(57 93133.59),(58 93817.6),(59 94874.44),(60 96039.39),(61 97162.516),(62 96344.87),(63 95512.51),(64 94946.65),(65 94609.164),(66 94238.914),(67 94052.41),(68 94887.82),(69 95303.77),(70 95418.945),(71 96653.16),(72 96751.79),(73 96377.03),(74 97124.21),(75 97798.03),(76 97524.18),(77 97305.95),(78 97184.85),(79 95434.23),
(1 13778.379),(2 32370.275),(3 44809.75),(4 50728.75),(5 54900.934),(6 58098.51),(7 60339.008),(8 62458.496),(9 65531.93),(10 68416.58),(11 70299.516),(12 70720.03),(13 70570.98),(14 70759.2),(15 71796.59),(16 74408.805),(17 76180.02),(18 77834.54),(19 79094.22),(20 79908.05),(21 80969.305),(22 82599.66),(23 84788.52),(24 86090.02),(25 87301.164),(26 87860.36),(27 88259.586),(28 87970.74),(29 87164.37),(30 87534.59),(31 87691.06),(32 86536.46),(33 85521.15),(34 85063.86),(35 85271.07),(36 85090.21),(37 84917.26),(38 84571.34),(39 84735.38),(40 84838.555),(41 85082.586),(42 85715.375),(43 86693.44),(44 86768.83),(45 86365.195),(46 86420.625),(47 86959.44),(48 87739.87),(49 87587.8),(50 87342.97),(51 88699.2),(52 88600.79),(53 88234.586),(54 88040.86),(55 88026.66),(56 88056.34),(57 87963.77),(58 87691.24),(59 87518.516),(60 87451.77),(61 87999.77),(62 88006.94),(63 87658.87),(64 85898.46),(65 85313.86),(66 85169.78),(67 84806.02),(68 84621.31),(69 84635.9),(70 83865.875),(71 82882.31),(72 82416.3),(73 81726.66),(74 81638.86),(75 81795.734),(76 82073.93),(77 81984.52),(78 81596.66),(79 82250.68),
(1 14021.557),(2 32916.277),(3 44646.613),(4 50125.707),(5 54051.97),(6 57398.75),(7 59685.29),(8 61768.44),(9 63911.2),(10 66576.07),(11 68505.49),(12 69101.305),(13 69300.04),(14 69633.9),(15 71077.12),(16 73217.04),(17 74670.49),(18 75412.5),(19 76893.88),(20 78842.875),(21 80214.24),(22 81664.77),(23 82806.07),(24 83312.33),(25 84417.26),(26 85467.58),(27 86014.625),(28 86191.5),(29 84611.375),(30 84387.984),(31 84700.75),(32 84138.46),(33 83357.63),(34 82089.88),(35 80891.09),(36 79926.24),(37 80250.31),(38 81345.266),(39 82938.78),(40 83475.914),(41 83655.64),(42 83754.68),(43 83839.84),(44 84133.89),(45 84342.836),(46 84251.58),(47 84143.88),(48 84082.34),(49 84082.695),(50 84943.195),(51 84903.33),(52 84423.836),(53 84323.41),(54 83894.49),(55 83750.86),(56 84759.42),(57 84898.01),(58 84544.42),(59 84524.34),(60 83972.51),(61 84760.58),(62 85234.23),(63 84671.22),(64 84103.25),(65 84036.4),(66 85241.34),(67 85673.555),(68 85021.516),(69 85384.16),(70 84431.62),(71 83064.66),(72 82779.58),(73 82426.81),(74 82143.77),(75 82991.195),(76 83230.01),(77 82691.41),(78 82459.03),(79 82138.734),
(1 13974.982),(2 33039.367),(3 44496.617),(4 49994.84),(5 53786.207),(6 56893.348),(7 58981.07),(8 60603.65),(9 62096.242),(10 64791.605),(11 66771.68),(12 67660.734),(13 67974.47),(14 68833.7),(15 70041.445),(16 71005.54),(17 71661.72),(18 72434.664),(19 73331.195),(20 73728.08),(21 74015.14),(22 74302.47),(23 73962.5),(24 73937.29),(25 75124.9),(26 76717.086),(27 77512.37),(28 77961.266),(29 78816.17),(30 79266.54),(31 79279.52),(32 78783.99),(33 78665.14),(34 79041.41),(35 79536.99),(36 79954.984),(37 81498.01),(38 82235.48),(39 82246.46),(40 81700.69),(41 81726.82),(42 82864.9),(43 83323.57),(44 83290.2),(45 83640.51),(46 83790.63),(47 84102.016),(48 84868.03),(49 84974.6),(50 84300.664),(51 84522.125),(52 84124.88),(53 83870.64),(54 83946.13),(55 84285.24),(56 84504.95),(57 84602.18),(58 84504.37),(59 84414.16),(60 83608.2),(61 82803.36),(62 82280.625),(63 82028.37),(64 81623.41),(65 81466.87),(66 81842.85),(67 81576.17),(68 81891.57),(69 81760.69),(70 80906.016),(71 80192.305),(72 79848.71),(73 79477.17),(74 80346.914),(75 81193.23),(76 80940.58),(77 80064.36),(78 79741.4),(79 79983.51),
(1 13152.747),(2 30699.6),(3 41222.875),(4 46667.67),(5 50347.324),(6 52870.57),(7 55025.69),(8 56962.125),(9 59039.625),(10 62178.375),(11 64475.848),(12 65142.22),(13 65358.426),(14 65547.75),(15 66512.42),(16 67253.29),(17 69054.13),(18 70654.914),(19 71863.516),(20 72660.31),(21 72851.41),(22 73238.37),(23 74531.64),(24 76102.414),(25 77170.484),(26 77523.45),(27 78116.64),(28 79312.47),(29 80289.05),(30 81033.18),(31 80785.39),(32 79285.695),(33 79225.914),(34 79308.04),(35 79171.95),(36 78914.36),(37 79318.53),(38 79584.46),(39 79867.86),(40 79806.48),(41 79665.195),(42 80071.164),(43 80719.8),(44 80910.04),(45 80816.51),(46 80568.93),(47 81288.12),(48 81774.31),(49 81525.9),(50 81072.42),(51 80734.695),(52 80874.805),(53 80443.55),(54 80615.82),(55 81735.28),(56 82259.21),(57 83203.74),(58 84591.55),(59 85229.31),(60 84083.64),(61 83168.016),(62 82941.05),(63 83489.6),(64 82978.25),(65 82435.63),(66 81472.586),(67 81017.195),(68 80575.56),(69 80571.08),(70 80685.51),(71 80171.28),(72 80312.12),(73 80199.31),(74 79976.19),(75 80339.555),(76 79983.15),(77 80818.16),(78 81884.984),(79 80706.336),
