1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40173.285),(2 59327.168),(3 63209.395),(4 129802),(5 178342.8),(6 200947),(7 278958.1),(8 339069.1),(9 341649.78),(10 404024.34),(11 440746.4),(12 421515.84),(13 472070.4),(14 500362.84),(15 484845.5),(16 548007.44),(17 593204.9),(18 597602.4),(19 680620.7),(20 722281.3),(21 745746.7),(22 842088.56),(23 892628),(24 887842.8),(25 956123.75),(26 980622.5),(27 951084.2),(28 1000072),(29 1005537.2),(30 957209.3),(31 999473.8),(32 1016367.3),(33 982875.8),(34 1035682.56),(35 1061630),(36 1030776.25),(37 1087084.5),(38 1121037.4),(39 1093235.9),(40 1147317.6),(41 1176437.6),(42 1140313.9),(43 1179016.4),(44 1247983.8),(45 1237205.9),(46 1299208.9),(47 1368103.1),(48 1359788.5),(49 1418699.4),(50 1479724),(51 1481471),(52 1562784.5),(53 1661780.6),(54 1696170.6),(55 1810062.9),(56 1942017.5),(57 2020565.1),(58 2162971.3),(59 2310451),(60 2392991),(61 2552730),(62 2731805.8),(63 2824690),(64 2996769.3),(65 3146773.3),(66 3244013.3),(67 3400432),(68 3558014.8),(69 3615504.8),(70 3761264.8),(71 3901540),(72 3991144),(73 4139342.8),(74 4293979),(75 4390830.5),(76 4545927.5),(77 4696364),(78 4771223.5),(79 4893865),
(1 5175.5664),(2 14840.81),(3 23826.215),(4 30071.805),(5 34146.715),(6 36892.074),(7 38586.906),(8 39709.805),(9 40635.473),(10 41603.676),(11 42465.055),(12 43620.48),(13 45082.63),(14 46679.63),(15 47582.47),(16 47639.707),(17 47304.63),(18 47099.41),(19 47315.617),(20 47744.42),(21 47907.36),(22 47814.234),(23 47462.266),(24 47547.254),(25 47658.566),(26 48069.844),(27 48322.895),(28 48272.09),(29 48464.285),(30 48673.37),(31 49110.926),(32 49190.37),(33 49123.125),(34 48737.07),(35 48473.066),(36 48208.66),(37 47818.42),(38 47209.145),(39 46484.6),(40 45743.91),(41 45060.484),(42 44886.203),(43 44329.06),(44 44281.793),(45 44528.797),(46 44643.492),(47 45131.363),(48 45836.203),(49 46399.688),(50 46804.47),(51 47409.125),(52 47877.063),(53 47975.62),(54 47913.023),(55 47832.098),(56 48063.152),(57 48367.33),(58 48595.242),(59 48728.617),(60 49021.555),(61 49356.727),(62 49938.457),(63 50489.125),(64 50975.03),(65 51203.07),(66 51164.668),(67 51200.688),(68 51137.586),(69 51124.066),(70 51492.46),(71 52314.266),(72 53289.3),(73 54130.31),(74 54509.023),(75 54337.504),(76 53936.805),(77 53652.59),(78 53380),(79 53141.445),
(1 5127.635),(2 14638.264),(3 23025.254),(4 28490.777),(5 31916.533),(6 34002.29),(7 35704.215),(8 37518.508),(9 39232.008),(10 40362.547),(11 41276.453),(12 42437.645),(13 44076.402),(14 45373.492),(15 46319.324),(16 46760.25),(17 47326.656),(18 48150.594),(19 48877.22),(20 49300.887),(21 49064.14),(22 48896.258),(23 48759.688),(24 48686.773),(25 48480.074),(26 48529.184),(27 48394.83),(28 48062.727),(29 47773.965),(30 46906.77),(31 46207.12),(32 46142.277),(33 46489.766),(34 46993.61),(35 47290.92),(36 47114.152),(37 46665.348),(38 46270.566),(39 45794.64),(40 45272.46),(41 44892.32),(42 44987.746),(43 44978.227),(44 45146.125),(45 45351.043),(46 45573.617),(47 46250.57),(48 47025.953),(49 47730.09),(50 48298.723),(51 48856.285),(52 49606.457),(53 49794.125),(54 49187.79),(55 48330.652),(56 47656.273),(57 47184.71),(58 47054.45),(59 47529.207),(60 48753.824),(61 50137.63),(62 51364.297),(63 52240.918),(64 52951.586),(65 53340.176),(66 53370.617),(67 53304.676),(68 53253.297),(69 53319.918),(70 53571.797),(71 53562.63),(72 53421.066),(73 53449.344),(74 53247.23),(75 53088.504),(76 52729.816),(77 52251.41),(78 52118.59),(79 52032.344),
(1 5169.607),(2 14662.485),(3 23369.508),(4 28987.854),(5 32351.77),(6 34203.43),(7 35611.832),(8 37228.453),(9 38629.63),(10 39707.3),(11 40535.55),(12 41550.83),(13 43034.063),(14 44443.004),(15 45110.098),(16 45679.785),(17 46259.09),(18 46570.39),(19 46766.758),(20 46620.496),(21 46248.37),(22 46081.93),(23 46050.14),(24 46783.863),(25 47319.02),(26 47907.113),(27 47951.125),(28 47577.016),(29 47140.402),(30 46626.22),(31 45801.453),(32 45377.426),(33 45577.945),(34 46331.05),(35 47318.46),(36 47738.9),(37 46982.594),(38 46277.027),(39 45949.723),(40 45843.72),(41 46094.875),(42 46244.414),(43 46302.57),(44 46448.79),(45 46410.4),(46 46564.797),(47 46859.76),(48 47115.6),(49 47313.77),(50 47936.133),(51 48763.184),(52 49453.44),(53 49894.418),(54 49570.16),(55 48470.035),(56 47320.938),(57 46587.242),(58 46957.293),(59 48135.016),(60 49709.12),(61 51490.027),(62 52727.332),(63 53582.18),(64 53901.363),(65 53404.582),(66 52925.355),(67 52703.496),(68 52283.82),(69 51922.473),(70 51871.375),(71 52025.7),(72 51957.082),(73 51719.535),(74 51336.17),(75 50818.07),(76 50320.242),(77 49917.082),(78 49817),(79 49703.266),
(1 4908.2896),(2 13855.352),(3 22095.99),(4 27897.076),(5 31340.402),(6 33564.813),(7 35470.8),(8 37616.93),(9 39172.188),(10 40196.695),(11 41172.887),(12 42208.754),(13 43450.938),(14 44148.637),(15 44494.97),(16 44953.438),(17 45316.93),(18 45346.277),(19 45172.348),(20 44546.387),(21 43913.61),(22 43478.227),(23 43690.91),(24 44229.313),(25 44608.11),(26 44981.973),(27 44945.09),(28 44410.324),(29 44365.152),(30 44716.004),(31 45196.305),(32 46229.367),(33 47397.11),(34 48482.664),(35 49296.23),(36 50040.566),(37 49871.492),(38 49424.207),(39 48818.332),(40 48535.27),(41 48544.355),(42 48740.73),(43 48728.92),(44 49031.656),(45 48905.6),(46 49023.8),(47 49231.53),(48 49648.027),(49 50068.813),(50 50586.83),(51 51150.22),(52 51425.508),(53 50905.36),(54 50092.617),(55 49307.777),(56 48887.08),(57 49161.01),(58 49836.06),(59 50279.96),(60 50394.457),(61 50497.2),(62 50813.293),(63 50917.99),(64 51099.46),(65 50838.848),(66 50334.973),(67 49903.313),(68 49645.133),(69 49550.855),(70 49713.297),(71 49915.453),(72 49684.62),(73 49358.824),(74 49197.32),(75 49542.656),(76 49942.473),(77 49940.57),(78 49937.977),(79 49959.96),
(1 4952.449),(2 13853.594),(3 22002.168),(4 27718.945),(5 31577.578),(6 34197.46),(7 36011.07),(8 37955.03),(9 39623.996),(10 40848.89),(11 41592.594),(12 42189.55),(13 42862.07),(14 43058.56),(15 42857.48),(16 42602.055),(17 42590.29),(18 43080.305),(19 43670.29),(20 44020.88),(21 44082.594),(22 44267.582),(23 44443.45),(24 44976.99),(25 45048.332),(26 44771.457),(27 43962.344),(28 43385.48),(29 43587.57),(30 44081.188),(31 44780.605),(32 45709.12),(33 46424.84),(34 47109.656),(35 47784.84),(36 48289.55),(37 48221.27),(38 48275.504),(39 48509.36),(40 48827.418),(41 49025.484),(42 48918.4),(43 48726.957),(44 48275.797),(45 47920.2),(46 47515.645),(47 47212.348),(48 46674.984),(49 46845.836),(50 47362.957),(51 48328.973),(52 48811.742),(53 48697.07),(54 48546.48),(55 48508.266),(56 48772.12),(57 48998.64),(58 49303.402),(59 49469.85),(60 49052.508),(61 48306.266),(62 47940.145),(63 48031.44),(64 48253.01),(65 48274.184),(66 48362.117),(67 48265.89),(68 48052.918),(69 48046.73),(70 48047.31),(71 48128.777),(72 48111.957),(73 47994.76),(74 47978.117),(75 48478.6),(76 48763.344),(77 49030.45),(78 49438.816),(79 49923.484),
(1 4920.372),(2 13679.264),(3 21464.166),(4 26524.588),(5 29707.852),(6 31879.666),(7 33418.37),(8 34912.152),(9 36169.434),(10 37181.99),(11 37824.582),(12 38503.727),(13 39452.023),(14 40245.18),(15 40398.72),(16 40333.375),(17 40405.49),(18 40671.5),(19 41081.184),(20 41476.723),(21 41934.863),(22 42456.03),(23 43164.77),(24 43557.746),(25 43300.953),(26 42945.945),(27 42467.137),(28 42367.805),(29 42568.77),(30 43105.73),(31 43406.145),(32 43542.984),(33 43250.652),(34 42823.844),(35 42712.887),(36 42868.895),(37 43124.523),(38 43555.934),(39 43801.863),(40 43996.848),(41 44007.695),(42 43748.65),(43 43225.566),(44 43012.883),(45 42985.96),(46 42958.38),(47 42841.016),(48 42779.18),(49 43059.016),(50 43707.18),(51 44196.09),(52 44606.9),(53 44581.27),(54 44521.773),(55 44682.586),(56 45137.855),(57 45811.81),(58 46223.457),(59 46408.926),(60 46290.926),(61 45751.066),(62 45413.617),(63 45239.703),(64 45399.64),(65 45438.766),(66 45637.703),(67 46019.145),(68 46473.793),(69 47225.504),(70 47954.715),(71 48050.734),(72 48036.473),(73 48189.066),(74 48424.395),(75 48675.586),(76 48562.684),(77 48251.63),(78 47741.863),(79 47515.523),
(1 4830.4614),(2 13337.906),(3 20411.209),(4 24726.805),(5 27332.154),(6 28969.416),(7 30016.758),(8 31153.4),(9 32053.375),(10 32923.574),(11 33367.38),(12 33884.055),(13 34579.457),(14 35099.58),(15 35401.36),(16 35560.273),(17 35626.438),(18 35913.49),(19 36478.004),(20 37039.86),(21 37270.24),(22 37627.395),(23 38296.633),(24 38660.793),(25 38770.34),(26 38722.613),(27 38675.457),(28 38852.92),(29 39305.67),(30 39506.64),(31 39674.055),(32 39891.973),(33 39666.566),(34 39619.414),(35 39460.29),(36 39495.95),(37 39054.543),(38 38662.496),(39 38307.75),(40 38146.945),(41 38253.79),(42 38316.188),(43 38490.637),(44 38678.09),(45 38777.67),(46 38818.348),(47 38939.457),(48 39435.918),(49 40013.816),(50 40205.766),(51 40178.883),(52 39837.367),(53 39373.73),(54 39390.816),(55 39928.848),(56 40982.973),(57 42246.78),(58 43350.004),(59 43847.996),(60 44135.17),(61 44401.977),(62 44843.25),(63 45153.81),(64 45331.063),(65 45517.67),(66 45787.285),(67 46113.145),(68 46651.79),(69 47024.32),(70 47587.01),(71 48362.79),(72 48933.47),(73 49057.438),(74 48616.24),(75 48003.043),(76 47625.867),(77 47196.918),(78 46258.457),(79 45355.914),
(1 4635.325),(2 12729.777),(3 19605.096),(4 24186.219),(5 27266.268),(6 29632.059),(7 31275.313),(8 32976.527),(9 34305.203),(10 34990.348),(11 35598.98),(12 36224.984),(13 36917.21),(14 37283.348),(15 37623.355),(16 37707.906),(17 38205.34),(18 38934.023),(19 39607.492),(20 40205.016),(21 40446.42),(22 40433.3),(23 40926),(24 41493.25),(25 41679.906),(26 41495.973),(27 41128.8),(28 40842.824),(29 40454.555),(30 40295.777),(31 40393.805),(32 40710.242),(33 41096.4),(34 41413.242),(35 41541.715),(36 41371.39),(37 40956.965),(38 40294.703),(39 39933.637),(40 39882.164),(41 40064.844),(42 39701.93),(43 39153.027),(44 38752.785),(45 38800.58),(46 38864.152),(47 39208.332),(48 40174.535),(49 41060.61),(50 41546.297),(51 41766.973),(52 41690.027),(53 41471.285),(54 41560.46),(55 41810.76),(56 42262.91),(57 42995.97),(58 43578.176),(59 44348.406),(60 45143.563),(61 45598.824),(62 45835.375),(63 45933.535),(64 45836.82),(65 45811.12),(66 45923.89),(67 45987.313),(68 46060.266),(69 45911.22),(70 45998.996),(71 46326.46),(72 46956.555),(73 47487.363),(74 47719.09),(75 47584.6),(76 47637.945),(77 47347.465),(78 46760.58),(79 46593.383),
(1 4597.901),(2 12396.626),(3 19052.426),(4 23678.488),(5 27152.92),(6 29522.33),(7 30933.555),(8 31950.852),(9 32899.17),(10 33549.848),(11 34010.742),(12 34305.15),(13 34652.836),(14 34969.668),(15 35221.36),(16 35292.266),(17 35470.344),(18 35599.54),(19 35744.34),(20 35904.156),(21 35960.766),(22 35988.33),(23 36197.082),(24 36641.063),(25 37126.566),(26 37196.53),(27 37165.23),(28 37232.133),(29 37418.023),(30 37630.906),(31 37993.6),(32 38195.836),(33 38475.313),(34 38692.42),(35 38863.066),(36 39007.07),(37 39069.605),(38 39001.2),(39 39246.156),(40 39432.64),(41 39601.234),(42 39465.99),(43 39172.105),(44 38820.453),(45 38390.797),(46 38149.91),(47 37831.035),(48 38032.824),(49 38406.95),(50 38723.254),(51 38462.84),(52 38089.746),(53 38122.457),(54 38514.54),(55 39233.563),(56 40153.777),(57 40858.98),(58 41378.176),(59 41681.855),(60 41898.473),(61 42202.14),(62 42271.66),(63 42267.055),(64 42095.65),(65 41902.715),(66 41825.707),(67 42013.527),(68 42197.297),(69 42428.203),(70 42812.535),(71 43184.652),(72 43790.69),(73 44312.805),(74 44321.01),(75 44203.35),(76 44356.613),(77 43920.95),(78 43347.086),(79 42849.332),
(1 4552.65),(2 12509.537),(3 19183.451),(4 23578.313),(5 26369.654),(6 28313.836),(7 30012.479),(8 31515.367),(9 32703.295),(10 33351.035),(11 33555.527),(12 33710.797),(13 33907.402),(14 34024.24),(15 34210.695),(16 34388.133),(17 34840.004),(18 35585.973),(19 36127.61),(20 36328.324),(21 36336.984),(22 36189.504),(23 36063.953),(24 36172.957),(25 36246.195),(26 35933.605),(27 35801.906),(28 35749.2),(29 35993.47),(30 36608.586),(31 36983.117),(32 37350.92),(33 37842.695),(34 38212.746),(35 38796.664),(36 38649.09),(37 38383.65),(38 38224.08),(39 37905.594),(40 37328.53),(41 36977.6),(42 36821.58),(43 36816.574),(44 37089.414),(45 37503.39),(46 37796.16),(47 38069.523),(48 38404.32),(49 38799.457),(50 39003.652),(51 39209.496),(52 39443.05),(53 39550.156),(54 39984.57),(55 40421.73),(56 40522.344),(57 40376.406),(58 39915.246),(59 39618.28),(60 39779.45),(61 40141.742),(62 40772.54),(63 41465.727),(64 41655.934),(65 41339.06),(66 40922.813),(67 40427.164),(68 40052.418),(69 39741.88),(70 39643.816),(71 39704.22),(72 39635.51),(73 39479.813),(74 39433.516),(75 39422.363),(76 39246.695),(77 38799.74),(78 38791.145),(79 39152.58),
(1 4565.3013),(2 12472.286),(3 19428.477),(4 23866.22),(5 26408.07),(6 28101.97),(7 29500.941),(8 30752.121),(9 31696.164),(10 32307.508),(11 32504.098),(12 32602.705),(13 33136.57),(14 33630.016),(15 34115.688),(16 34309.293),(17 34637.27),(18 35260.93),(19 35614.758),(20 35941.32),(21 36154.48),(22 36314.03),(23 36451.242),(24 36485.676),(25 36186.293),(26 35602.715),(27 35315.336),(28 35449.3),(29 35808.652),(30 36422.73),(31 37123.76),(32 37981.215),(33 38383.637),(34 38580.734),(35 38516.098),(36 38018.137),(37 37972.03),(38 37696.383),(39 37248.03),(40 36997.582),(41 36718.21),(42 36170.62),(43 36212.05),(44 36267.86),(45 36352.547),(46 36666.652),(47 37005.348),(48 37636.9),(49 38232.31),(50 38428.76),(51 38437.46),(52 38395.816),(53 38236.055),(54 38461.465),(55 38908.13),(56 39381.97),(57 39632.14),(58 39565.195),(59 39568.957),(60 39794.914),(61 39874.586),(62 40286.035),(63 40858.766),(64 41090.49),(65 40903.227),(66 40415.87),(67 40141.543),(68 40120.863),(69 40161.69),(70 40276.24),(71 40394.664),(72 40337.805),(73 40297.51),(74 40316.406),(75 40584.25),(76 40973.11),(77 41278.35),(78 41828.13),(79 42440.816),
(1 4534.5483),(2 12278.676),(3 18883.176),(4 23506.049),(5 26271.023),(6 28117.129),(7 29574.148),(8 30974.414),(9 32347.352),(10 33280.934),(11 33844.418),(12 34455.805),(13 35181.383),(14 35680.87),(15 35860.844),(16 35670.965),(17 35733.133),(18 35769.37),(19 35941.344),(20 36346.06),(21 36776.797),(22 37138.46),(23 37088.03),(24 36759.934),(25 36000.664),(26 35096.617),(27 34678.887),(28 34788.758),(29 35008.95),(30 35259.598),(31 35654.22),(32 36047.367),(33 36287.99),(34 36472.727),(35 36910.297),(36 37002.984),(37 37156.098),(38 37317.914),(39 37639.902),(40 37925.62),(41 37938.43),(42 37625.88),(43 37179.977),(44 36939.258),(45 36934.996),(46 37274.69),(47 37815.78),(48 38678.156),(49 39030.797),(50 39250.164),(51 39237.17),(52 39346.29),(53 39698.426),(54 40151.156),(55 40644.395),(56 41331.65),(57 41907.51),(58 42067.348),(59 42076.625),(60 42303.17),(61 42463.91),(62 42900.188),(63 43072.887),(64 42997.953),(65 43015.65),(66 43035.45),(67 43321.97),(68 43563.598),(69 43402.34),(70 43150.082),(71 43011.633),(72 42910.31),(73 42835.477),(74 42639.766),(75 42567.543),(76 42344.965),(77 42177.92),(78 42399.71),(79 42759.645),
(1 4511.637),(2 12297.897),(3 18880.816),(4 23076.87),(5 25514.469),(6 27323.688),(7 29029.1),(8 30523.193),(9 31604.08),(10 32082.07),(11 32353.084),(12 32736.25),(13 33500.61),(14 33803.113),(15 33941.69),(16 34067.652),(17 34085.45),(18 34217.086),(19 34339.598),(20 34423.02),(21 34331.65),(22 34070.727),(23 33863.777),(24 33910.508),(25 33718.55),(26 33626.53),(27 33635.332),(28 33713.73),(29 33940.766),(30 34549.19),(31 35263.277),(32 35874.223),(33 36357.457),(34 36521.27),(35 36419.063),(36 36487.707),(37 36750.777),(38 36737.66),(39 36606.543),(40 36335.734),(41 36266.76),(42 36146.68),(43 35913.082),(44 35673.742),(45 35663.22),(46 35976.375),(47 36416.156),(48 36997.832),(49 37394.035),(50 37361.77),(51 37493.504),(52 37747),(53 37978.566),(54 38116.313),(55 38008.195),(56 38138.746),(57 38186.863),(58 38536.25),(59 39195.55),(60 39848.797),(61 40463.793),(62 40973.184),(63 41438.332),(64 41704.17),(65 42104.063),(66 42315.656),(67 42365.184),(68 42152.78),(69 42071.605),(70 42015.926),(71 41772.254),(72 41727.914),(73 41729.23),(74 41518.066),(75 41406.605),(76 41250.703),(77 40891.402),(78 40580.707),(79 40272.133),
(1 4442.7886),(2 11756.273),(3 17797.613),(4 21571.93),(5 23743.047),(6 24997.04),(7 25954.293),(8 26948.71),(9 27884.04),(10 28743.535),(11 29435.365),(12 30355.082),(13 31344.037),(14 31919.8),(15 32325.775),(16 32583.45),(17 32790.688),(18 33040.176),(19 33026.1),(20 32711.725),(21 32249.275),(22 32170.707),(23 32350.291),(24 32572.693),(25 32602.043),(26 32385.281),(27 32409.97),(28 32598.363),(29 32888.79),(30 33276.348),(31 33751.707),(32 34077.176),(33 34457.93),(34 34776.07),(35 34941.19),(36 35092.9),(37 35016.93),(38 34841.33),(39 34771.945),(40 34826.406),(41 35133.086),(42 35219.688),(43 34884.45),(44 34562.793),(45 34343.445),(46 34166.156),(47 33618.19),(48 33520.41),(49 33614),(50 33812.41),(51 34467.8),(52 35112.492),(53 35698.28),(54 35930.016),(55 36026.7),(56 35864.668),(57 35796.51),(58 35783.605),(59 36172.617),(60 36868.51),(61 37289.527),(62 37535.313),(63 37592.44),(64 38008.926),(65 38589.36),(66 38825.43),(67 38660.285),(68 38684.207),(69 39053.73),(70 39383.81),(71 39993.21),(72 40327.914),(73 40101.27),(74 39478.25),(75 39034.63),(76 39090.035),(77 39470.145),(78 39532.996),(79 39399.234),
(1 4322.1177),(2 11668.152),(3 18080.5),(4 22053.73),(5 24273.898),(6 25674.47),(7 26778.268),(8 28177.15),(9 29339.965),(10 30129.791),(11 30841.223),(12 31355.998),(13 31859.426),(14 32382.768),(15 32946.914),(16 33289.086),(17 33365.875),(18 33074.39),(19 32543.5),(20 32119.898),(21 31948.23),(22 32066.29),(23 32323.39),(24 32289.92),(25 31959.791),(26 31548.87),(27 31585.643),(28 31948.459),(29 32409.16),(30 32672.744),(31 32973.074),(32 33105.152),(33 33380.496),(34 33519.742),(35 33642.77),(36 33841.727),(37 33581.31),(38 33496.813),(39 33831.855),(40 34321.85),(41 34659.03),(42 34577.496),(43 34076.656),(44 33662.582),(45 33270.336),(46 33050.555),(47 32967.26),(48 33074.03),(49 33235.668),(50 33573.99),(51 33976.12),(52 34468.64),(53 34753.918),(54 34922.973),(55 34962.066),(56 35184.652),(57 35633.18),(58 36178.023),(59 36859.85),(60 37476.793),(61 37783.957),(62 37883.723),(63 37942.58),(64 37938.65),(65 38003.793),(66 38046.21),(67 38141.098),(68 38367.99),(69 38300.895),(70 38234.516),(71 38435.156),(72 38488.46),(73 38057.95),(74 37571.31),(75 37646.625),(76 38044.01),(77 38905.277),(78 39393.113),(79 39897.816),
(1 4333.6597),(2 11712.954),(3 17927.885),(4 21699.436),(5 23702.666),(6 24698.773),(7 25610.273),(8 26899.756),(9 27911.008),(10 28486.367),(11 28924.318),(12 29540.62),(13 30375.469),(14 30999.314),(15 31398.707),(16 31694.258),(17 32051.623),(18 32227.541),(19 32471.041),(20 32555.46),(21 32368.482),(22 32074.566),(23 31430.865),(24 30633.633),(25 29913.094),(26 29766.775),(27 30474.402),(28 31169.514),(29 31705.51),(30 32013.672),(31 32316.648),(32 32864.65),(33 33492.25),(34 33999.184),(35 33991.74),(36 33569.344),(37 33039.777),(38 32606.723),(39 32512.639),(40 32539.717),(41 32517.783),(42 32446.443),(43 32163.164),(44 32071.115),(45 32436.486),(46 32961.086),(47 33132.066),(48 32912.086),(49 32825.55),(50 32755.885),(51 32855),(52 33249.93),(53 33744.754),(54 34101.367),(55 34275.32),(56 34534.73),(57 34619.07),(58 34796.96),(59 35268.68),(60 35710.17),(61 36232.883),(62 36673.93),(63 37140.938),(64 37428.543),(65 37335.652),(66 37093.484),(67 36960.727),(68 37179.17),(69 37291.99),(70 37343.754),(71 37423.36),(72 37371.406),(73 37230.23),(74 37073.492),(75 37318.887),(76 37538.92),(77 37643.805),(78 37512.316),(79 37541.89),
(1 4193.09),(2 11123.511),(3 16961.79),(4 20551.813),(5 22683.83),(6 24070.814),(7 25292.6),(8 26396.664),(9 27018.344),(10 27240.023),(11 27378.545),(12 27578.135),(13 27955.102),(14 27979.578),(15 27797.492),(16 27654.068),(17 27866.328),(18 28224.527),(19 28743.033),(20 29086.426),(21 29237.514),(22 29606.805),(23 29704.559),(24 29365.688),(25 28829.324),(26 28460.426),(27 28722.371),(28 29089.625),(29 29671.568),(30 30179.945),(31 30440.258),(32 30484.762),(33 30766.248),(34 30960.674),(35 31006.574),(36 31437.045),(37 31557.512),(38 31844.998),(39 32103.473),(40 32330.123),(41 32227.754),(42 32307.744),(43 32634.188),(44 32766.13),(45 32808.4),(46 33150.71),(47 33254.73),(48 33444.625),(49 33672.21),(50 33956.664),(51 34374.617),(52 34594.918),(53 34684.414),(54 34744.08),(55 34974.973),(56 35454.65),(57 36069.7),(58 36367.8),(59 36226.105),(60 36000.934),(61 35803.11),(62 36037.21),(63 36463.188),(64 36618.23),(65 36388.33),(66 36314.027),(67 35923.508),(68 35701.027),(69 35598.355),(70 35735.414),(71 35805.414),(72 35703.934),(73 35691.28),(74 35457.965),(75 35032.688),(76 34591.074),(77 34233.645),(78 34049.86),(79 34001.016),
