1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 47693.88),(2 141478.5),(3 269680),(4 409453.47),(5 549559.44),(6 704620.8),(7 858526.44),(8 1016330.3),(9 1178977.3),(10 1298552.6),(11 1421897),(12 1547745.4),(13 1679927.9),(14 1832995.5),(15 2009994),(16 2191165.5),(17 2375563.8),(18 2594225.8),(19 2792058.3),(20 2970968.8),(21 3154965.8),(22 3354606),(23 3551340),(24 3799103.8),(25 4004179.8),(26 4242181),(27 4480794.5),(28 4713793.5),(29 5021627.5),(30 5347252),(31 5690096),(32 6048704.5),(33 6352188.5),(34 6612949.5),(35 6834186.5),(36 7044068),(37 7222724.5),(38 7375629.5),(39 7549180),(40 7742970.5),(41 7900038.5),(42 8003388),(43 8081390.5),(44 8082346.5),(45 7986646),(46 7856226.5),(47 7743100.5),(48 7649967.5),(49 7532644.5),(50 7425095.5),(51 7333355.5),(52 7310210.5),(53 7287327.5),(54 7353583.5),(55 7430749.5),(56 7526961.5),(57 7569826),(58 7612549.5),(59 7692142),(60 7723306.5),(61 7876788.5),(62 8042872),(63 8178599.5),(64 8432006),(65 8634553),(66 8863755),(67 9127219),(68 9467304),(69 9669472),(70 10035317),(71 10527551),(72 10958767),(73 11314825),(74 11657471),(75 12126867),(76 12565509),(77 12982941),(78 13465099),(79 13792127),
(1 3759.964),(2 6281.843),(3 7705.6333),(4 8373.518),(5 8656.6875),(6 8944.436),(7 9282.213),(8 9497.35),(9 9686.986),(10 9951.245),(11 10114.875),(12 10433.7705),(13 10376.126),(14 10536.793),(15 10402.147),(16 10305.616),(17 10390.312),(18 10229.198),(19 10011.294),(20 9966.546),(21 9947.167),(22 9831.643),(23 9860.77),(24 9774.912),(25 9673.927),(26 9722.731),(27 10147.063),(28 10195.189),(29 10151.002),(30 10156.387),(31 10298.328),(32 10185.754),(33 10216.636),(34 10250.012),(35 10387.643),(36 10398.628),(37 10358.128),(38 10252.681),(39 10452.831),(40 10430.1875),(41 10285.6455),(42 10204.837),(43 10060.333),(44 10126.912),(45 10125.105),(46 10156.594),(47 9959.724),(48 9898.434),(49 9674.358),(50 9668.641),(51 9764.122),(52 9847.36),(53 9830.676),(54 9954.103),(55 9802.788),(56 9879.445),(57 9886.804),(58 9976.914),(59 10193.357),(60 10269.387),(61 10269.917),(62 10114.457),(63 10032.155),(64 10129.094),(65 10147.374),(66 9884.652),(67 9858.858),(68 9763.458),(69 9667.037),(70 9698.498),(71 9858.054),(72 9813.497),(73 9888.904),(74 9968.912),(75 10278.391),(76 10473.48),(77 10442.57),(78 10602.849),(79 10520.851),
(1 3654.5762),(2 5909.074),(3 7183.349),(4 7725.088),(5 7841.3755),(6 8149.0625),(7 8328.576),(8 8632.201),(9 8834.536),(10 8952.444),(11 9131.013),(12 9504.653),(13 9548.652),(14 9714.685),(15 9730.639),(16 9680.698),(17 9768.359),(18 9583.488),(19 9238.564),(20 9155.179),(21 9114.334),(22 9071.961),(23 9223.297),(24 9033.9795),(25 9079.249),(26 9062.568),(27 9316.093),(28 9267.342),(29 9381.171),(30 9479.839),(31 9625.96),(32 9787.669),(33 9691.319),(34 9580.589),(35 9588.544),(36 9492.399),(37 9333.236),(38 9294.093),(39 9361.045),(40 9317.294),(41 9251.715),(42 9200.491),(43 9066.33),(44 9165.227),(45 9091.836),(46 9110.884),(47 9120.738),(48 9126.457),(49 9037.838),(50 9086.035),(51 9031.417),(52 8903.09),(53 8859.357),(54 8916.658),(55 9023.313),(56 9192.372),(57 9271.295),(58 9350.134),(59 9318.97),(60 9355.247),(61 9444.505),(62 9507.502),(63 9467.744),(64 9456.33),(65 9350.635),(66 9237.787),(67 9107.387),(68 8944.677),(69 8870.277),(70 8833.57),(71 9128.98),(72 9239.684),(73 9423.239),(74 9504.314),(75 9547.633),(76 9522.992),(77 9386.61),(78 9628.502),(79 9587.145),
(1 3487.6155),(2 5514.286),(3 6801.002),(4 7400.178),(5 7687.1655),(6 8075.348),(7 8167.753),(8 8369.839),(9 8684.451),(10 8864.876),(11 9053.914),(12 9276.064),(13 9293.761),(14 9432.077),(15 9391.946),(16 9433.618),(17 9395.036),(18 9182.509),(19 8934.392),(20 8910.308),(21 8998.378),(22 8891.149),(23 9131.956),(24 8891.645),(25 8829.343),(26 8723.143),(27 8817.912),(28 8848.832),(29 8906.867),(30 8970.262),(31 9089.047),(32 9162.35),(33 9257.196),(34 9122.15),(35 9107.739),(36 9058.718),(37 8972.856),(38 8945.884),(39 8907.771),(40 8951.422),(41 8827.695),(42 8834.089),(43 8622.161),(44 8659.573),(45 8522.08),(46 8637.063),(47 8651.382),(48 8670.384),(49 8564.018),(50 8528.491),(51 8548.855),(52 8617.138),(53 8627.863),(54 8599.319),(55 8586.998),(56 8772.116),(57 8825.304),(58 9107.533),(59 9174.088),(60 9262.162),(61 9403.15),(62 9352.772),(63 9213.395),(64 9112.348),(65 8942.567),(66 8796.189),(67 8736.958),(68 8616.264),(69 8623.645),(70 8708.572),(71 8656.014),(72 8615.589),(73 8583.616),(74 8761.244),(75 8904.755),(76 9084.396),(77 9016.382),(78 9091.301),(79 9137.335),
(1 3419.8928),(2 5360.3096),(3 6669.5674),(4 7275.728),(5 7525.302),(6 7782.9766),(7 7861.8154),(8 8020.889),(9 8120.8647),(10 8272.948),(11 8397.467),(12 8504.798),(13 8547.379),(14 8741.646),(15 8684.871),(16 8668.763),(17 8669.405),(18 8559.256),(19 8417.582),(20 8332.929),(21 8272.803),(22 8299.899),(23 8475.042),(24 8403.605),(25 8373.551),(26 8433.036),(27 8330.832),(28 8368.978),(29 8511.936),(30 8442.352),(31 8435.179),(32 8495.96),(33 8487.115),(34 8605.317),(35 8698.461),(36 8574.37),(37 8498.13),(38 8369.802),(39 8408.405),(40 8323.14),(41 8293.407),(42 8386.329),(43 8319.045),(44 8464.054),(45 8416.599),(46 8402.431),(47 8316.862),(48 8319.605),(49 8211.876),(50 8293.36),(51 8308.586),(52 8273.548),(53 8228.987),(54 8389.452),(55 8399.075),(56 8472.3545),(57 8517.442),(58 8632.371),(59 8712.446),(60 8715.461),(61 8969.975),(62 9001.673),(63 8819.45),(64 8624.572),(65 8508.915),(66 8353.011),(67 8359.936),(68 8293.184),(69 8129.1514),(70 8261.721),(71 8527.429),(72 8608.132),(73 8614.971),(74 8665.901),(75 8814.233),(76 8902.731),(77 8875.3125),(78 8890.344),(79 8758.888),
(1 3281.0603),(2 5209.2876),(3 6401.19),(4 6793.307),(5 7001.3623),(6 7277.894),(7 7446.4604),(8 7692.094),(9 7811.717),(10 7970.941),(11 8153.331),(12 8242.4375),(13 8225.432),(14 8324.642),(15 8277.746),(16 8290.599),(17 8372.322),(18 8294.885),(19 8027.581),(20 7923.1035),(21 7958.1523),(22 7962.6577),(23 8111.856),(24 8055.416),(25 7989.3784),(26 7966.9556),(27 8019.775),(28 8053.9795),(29 8166.7876),(30 8127.6475),(31 8089.106),(32 8062.143),(33 8180.694),(34 8346.877),(35 8408.777),(36 8415.065),(37 8409.614),(38 8344.729),(39 8628.164),(40 8595.323),(41 8531.013),(42 8617.3125),(43 8547.304),(44 8542.203),(45 8533.741),(46 8453.489),(47 8312.987),(48 8252.559),(49 8170.583),(50 8213.595),(51 8272.437),(52 8345.257),(53 8283.227),(54 8310.551),(55 8323.118),(56 8462.55),(57 8596.055),(58 8749.939),(59 8890.3125),(60 8927.542),(61 9028.716),(62 8845.898),(63 8728.784),(64 8483.873),(65 8395.524),(66 8192.259),(67 8007.6533),(68 7819.604),(69 7785.156),(70 7786.9023),(71 8133.562),(72 8134.6836),(73 8125.7954),(74 8262.955),(75 8314.629),(76 8346.956),(77 8415.773),(78 8486.902),(79 8498.802),
(1 3212.6882),(2 5087.8877),(3 6205.9224),(4 6563.157),(5 6748.553),(6 7030.6006),(7 7188.2866),(8 7290.2275),(9 7472.025),(10 7682.068),(11 7865.0146),(12 8050.2373),(13 8029.829),(14 8222.531),(15 8136.5786),(16 8050.2495),(17 8083.1865),(18 7976.5244),(19 7825.2007),(20 7692.316),(21 7704.5483),(22 7649.2007),(23 7707.3564),(24 7723.9473),(25 7748.486),(26 7588.522),(27 7892.3477),(28 7894.432),(29 7959.8027),(30 7941.374),(31 7985.4785),(32 7936.1523),(33 8072.528),(34 8105.249),(35 8051.8926),(36 8074.742),(37 8176.13),(38 8071.6777),(39 8267.273),(40 8151.6587),(41 8092.4604),(42 8303.37),(43 8268.685),(44 8204.382),(45 8120.5615),(46 8004.8604),(47 7986.8535),(48 7930.184),(49 7792.8706),(50 7782.6763),(51 7898.9834),(52 7960.872),(53 7952.3965),(54 7964.7334),(55 7936.58),(56 8038.5225),(57 7964.0576),(58 7992.716),(59 8089.4746),(60 8126.6367),(61 8195.822),(62 8106.3535),(63 7946.7754),(64 7889.0483),(65 7898.37),(66 7657.71),(67 7662.409),(68 7667.935),(69 7579.8916),(70 7730.826),(71 8047.9834),(72 7990.131),(73 7941.5894),(74 8040.349),(75 8109.5024),(76 8109.34),(77 7959.667),(78 8109.001),(79 8132.752),
(1 3039.2874),(2 4851.4834),(3 5996.187),(4 6389.7217),(5 6577.496),(6 6742.215),(7 6810.9272),(8 6991.505),(9 7192.1934),(10 7528.4326),(11 7594.4053),(12 7684.4727),(13 7597.8813),(14 7816.201),(15 7745.6724),(16 7762.003),(17 7688.074),(18 7688.755),(19 7592.5654),(20 7574.6885),(21 7474.3037),(22 7281.627),(23 7300.6665),(24 7263.8936),(25 7288.6343),(26 7305.068),(27 7436.6733),(28 7429.9634),(29 7478.559),(30 7376.8037),(31 7445.9634),(32 7454.446),(33 7526.2944),(34 7658.502),(35 7690.0337),(36 7617.6436),(37 7614.493),(38 7684.1646),(39 7836.548),(40 7798.724),(41 7643.047),(42 7645.361),(43 7634.6157),(44 7640.016),(45 7574.206),(46 7543.3467),(47 7645.636),(48 7604.5313),(49 7540.746),(50 7600.3438),(51 7707.8296),(52 7667.8984),(53 7663.8647),(54 7696.321),(55 7704.9106),(56 7707.172),(57 7840.896),(58 8046.9126),(59 7993.829),(60 7904.808),(61 7915.996),(62 7830.8623),(63 7718.528),(64 7757.808),(65 7746.5522),(66 7675.7905),(67 7597.5522),(68 7427.8354),(69 7276.9556),(70 7258.9287),(71 7501.0845),(72 7645.0044),(73 7624.8213),(74 7665.2236),(75 7758.325),(76 7885.7163),(77 8015.1924),(78 8118.092),(79 8106.3247),
(1 2983.1897),(2 4678.3677),(3 5790.6553),(4 6342.4355),(5 6504.8076),(6 6783.9053),(7 6812.2227),(8 6995.7515),(9 7077.498),(10 7298.6436),(11 7421.6147),(12 7635.348),(13 7551.2754),(14 7701.562),(15 7683.598),(16 7649.9053),(17 7677.286),(18 7698.3125),(19 7486.2085),(20 7419.265),(21 7328.548),(22 7274.787),(23 7271.3677),(24 7163.2354),(25 7194.262),(26 7105.9546),(27 7340.3403),(28 7302.3965),(29 7385.3394),(30 7326.2383),(31 7468.015),(32 7542.1855),(33 7717.692),(34 7808.892),(35 7707.6953),(36 7597.021),(37 7590.332),(38 7537.5864),(39 7613.6733),(40 7649.3604),(41 7446.808),(42 7470.0293),(43 7473.0303),(44 7559.295),(45 7521.6963),(46 7568.096),(47 7594.9478),(48 7607.061),(49 7461.4966),(50 7426.24),(51 7326.7173),(52 7324.654),(53 7406.161),(54 7545.1177),(55 7509.426),(56 7441.9673),(57 7485.039),(58 7606.6978),(59 7744.2334),(60 7813.8613),(61 7840.774),(62 7725.688),(63 7665.62),(64 7668.403),(65 7635.903),(66 7489.7246),(67 7291.171),(68 7169.6797),(69 7192.0728),(70 7372.57),(71 7472.8164),(72 7462.441),(73 7558.1953),(74 7478.915),(75 7536.598),(76 7707.263),(77 7714.3726),(78 7860.7935),(79 7773.3135),
(1 2853.8257),(2 4490.668),(3 5566.528),(4 5981.253),(5 6098.9595),(6 6413.2),(7 6484.0938),(8 6647.5444),(9 6823.8154),(10 6919.8804),(11 6963.5376),(12 7113.1714),(13 7093.8047),(14 7190.493),(15 7014.9063),(16 6917.2544),(17 7004.2476),(18 7017.899),(19 6895.3237),(20 6875.6025),(21 6971.1816),(22 7039.78),(23 7034.4224),(24 6956.3906),(25 6913.845),(26 6958.2544),(27 6988.7476),(28 6978.117),(29 7013.023),(30 6949.275),(31 7080.777),(32 7146.411),(33 7146.8975),(34 7147.026),(35 7177.2554),(36 7040.881),(37 6993.937),(38 6968.4106),(39 7072.999),(40 7098.4063),(41 7020.6816),(42 7029.665),(43 7024.8154),(44 7148.007),(45 7124.829),(46 7060.754),(47 7076.0684),(48 7118.657),(49 7037.997),(50 7029.087),(51 7056.443),(52 7109.4063),(53 7050.188),(54 7127.3955),(55 7130.593),(56 7210.9087),(57 7337.212),(58 7432.5635),(59 7517.933),(60 7468.362),(61 7495.8413),(62 7354.0435),(63 7200.607),(64 7263.205),(65 7256.539),(66 7260.6455),(67 7145.873),(68 7060.213),(69 6990.136),(70 7060.064),(71 7151.6665),(72 7088.842),(73 7249.384),(74 7266.2993),(75 7361.682),(76 7482.933),(77 7481.813),(78 7551.548),(79 7551.2295),
(1 2860.2356),(2 4365.6816),(3 5218.0776),(4 5519.0376),(5 5605.734),(6 5882.6675),(7 5933.9795),(8 6059.107),(9 6207.4307),(10 6354.301),(11 6440.544),(12 6597.7363),(13 6667.509),(14 6808.534),(15 6641.9688),(16 6662.9443),(17 6684.8804),(18 6649.8037),(19 6646.466),(20 6663.8174),(21 6620.7925),(22 6571.8945),(23 6550.642),(24 6538.6196),(25 6558.2144),(26 6562.583),(27 6636.5176),(28 6787.3667),(29 6781.861),(30 6689.638),(31 6748.0024),(32 6728.4443),(33 6794.79),(34 6803.9556),(35 6821.151),(36 6794.693),(37 6896.601),(38 6823.625),(39 6793.084),(40 6837.542),(41 6696.1074),(42 6706.5522),(43 6685.0806),(44 6719.007),(45 6684.3403),(46 6724.357),(47 6662.817),(48 6588.4966),(49 6534.348),(50 6540.5728),(51 6629.902),(52 6663.0806),(53 6606.664),(54 6757.1763),(55 6716.2974),(56 6750.0474),(57 6839.8154),(58 6927.156),(59 6950.0522),(60 6838.3687),(61 6770.53),(62 6702.829),(63 6655.95),(64 6664.771),(65 6645.7886),(66 6547.1187),(67 6520.781),(68 6420.0835),(69 6429.267),(70 6532.263),(71 6538.766),(72 6462.7896),(73 6467.06),(74 6607.2324),(75 6770.056),(76 6912.6533),(77 6964.801),(78 7005.7295),(79 6902.3003),
(1 2714.88),(2 4228.4717),(3 5192.1353),(4 5648.5737),(5 5853.7603),(6 6167.769),(7 6200.9067),(8 6331.214),(9 6406.3027),(10 6461.1353),(11 6653.8555),(12 6882.684),(13 6839.8154),(14 7010.066),(15 6931.7993),(16 7037.8604),(17 7005.1445),(18 6977.463),(19 6777.9233),(20 6693.1675),(21 6726.5107),(22 6672.039),(23 6744.195),(24 6717.564),(25 6642.1025),(26 6744.915),(27 6778.548),(28 6811.7573),(29 6911.247),(30 6723.732),(31 6798.802),(32 6854.328),(33 6963.6714),(34 6992.2285),(35 6982.549),(36 6853.9883),(37 6838.7036),(38 6790.104),(39 6978.9395),(40 6994.1875),(41 6874.4033),(42 6998.3823),(43 6984.5024),(44 7058.1973),(45 6981.2534),(46 6950.125),(47 6841.597),(48 6802.5264),(49 6586.1904),(50 6544.9326),(51 6660.612),(52 6806.6216),(53 6762.232),(54 6854.503),(55 6884.0938),(56 6969.1475),(57 6973.057),(58 7078.8364),(59 7183.5444),(60 7083.6084),(61 7110.071),(62 7014.1953),(63 6917.1772),(64 6907.7065),(65 6898.9326),(66 6964.297),(67 6788.5205),(68 6693.778),(69 6613.041),(70 6640.537),(71 6744.434),(72 6690.501),(73 6697.476),(74 6740.351),(75 6932.9536),(76 6990.248),(77 6938.7876),(78 7068.504),(79 7035.6245),
(1 2615.35),(2 4008.0789),(3 4954.4966),(4 5351.891),(5 5547.3965),(6 5664.364),(7 5833.103),(8 5942.6104),(9 6026.2676),(10 6113.383),(11 6298.654),(12 6494.401),(13 6423.674),(14 6533.5635),(15 6523.482),(16 6663.8076),(17 6617.3228),(18 6494.8125),(19 6270.178),(20 6203.6724),(21 6192.0127),(22 6042.782),(23 6103.7305),(24 6066.86),(25 6040.5024),(26 6091.204),(27 6354.3267),(28 6382.2026),(29 6413.7334),(30 6270.772),(31 6318.2627),(32 6391.4087),(33 6502.217),(34 6525.3984),(35 6577.28),(36 6562.7153),(37 6556.9805),(38 6583.847),(39 6547.334),(40 6494.409),(41 6383.5264),(42 6394.6987),(43 6252.5376),(44 6235.9683),(45 6241.6895),(46 6331.065),(47 6286.644),(48 6258.254),(49 6132.653),(50 6126.8433),(51 6116.172),(52 6213.3325),(53 6260.7324),(54 6310.406),(55 6299.2075),(56 6355.3755),(57 6443.7935),(58 6541.6074),(59 6532.0356),(60 6548.581),(61 6502.027),(62 6492.7197),(63 6455.4917),(64 6414.064),(65 6357.69),(66 6355.5586),(67 6386.025),(68 6312.5874),(69 6219.777),(70 6218.123),(71 6368.5625),(72 6398.0244),(73 6344.1714),(74 6369.2705),(75 6411.4253),(76 6394.7075),(77 6353.271),(78 6491.8843),(79 6531.033),
(1 2577.8389),(2 4039.9858),(3 4870.5996),(4 5138.351),(5 5237.387),(6 5362.2676),(7 5403.124),(8 5462.059),(9 5694.587),(10 5866.1006),(11 5972.987),(12 6211.4097),(13 6223.365),(14 6355.2236),(15 6314.2637),(16 6352.417),(17 6316.9316),(18 6144.7886),(19 5964.2764),(20 5891.1167),(21 5841.665),(22 5762.313),(23 5751.303),(24 5708.722),(25 5756.445),(26 5836.8433),(27 6014.6284),(28 6015.347),(29 6086.8853),(30 6040.4116),(31 6117.1436),(32 6152.5347),(33 6177.656),(34 6179.816),(35 6260.089),(36 6181.5176),(37 6258.745),(38 6275.682),(39 6456.319),(40 6458.125),(41 6356.02),(42 6316.0405),(43 6239.303),(44 6231.531),(45 6200.925),(46 6218.882),(47 6136.486),(48 6188.7188),(49 6083.4004),(50 6147.4565),(51 6203.541),(52 6233.7676),(53 6206.3354),(54 6256.5034),(55 6239.957),(56 6280.9395),(57 6255.464),(58 6373.7056),(59 6462.3286),(60 6436.7163),(61 6501.2686),(62 6395.315),(63 6308.789),(64 6387.7476),(65 6343.946),(66 6173.6724),(67 6140.971),(68 6119.9077),(69 6122.0835),(70 6165.862),(71 6296.0913),(72 6315.945),(73 6350.536),(74 6317.4385),(75 6509.599),(76 6590.9067),(77 6539.381),(78 6573.1587),(79 6536.1807),
(1 2473.171),(2 3845.6365),(3 4648.236),(4 4981.6772),(5 5088.1206),(6 5275.9365),(7 5353.9585),(8 5348.896),(9 5492.792),(10 5556.336),(11 5633.9995),(12 5840.2456),(13 5873.458),(14 6023.613),(15 5942.684),(16 6034.772),(17 6055.472),(18 5949.9097),(19 5801.845),(20 5731.9795),(21 5675.3716),(22 5634.0693),(23 5632.2227),(24 5660.815),(25 5726.131),(26 5701.03),(27 5780.7183),(28 5780.4976),(29 5784.17),(30 5729.6978),(31 5884.86),(32 5940.9624),(33 6020.9473),(34 6085.066),(35 6085.7856),(36 6112.879),(37 6109.5034),(38 6067.0635),(39 6185.935),(40 6145.3726),(41 6027.081),(42 5991.1724),(43 5917.5396),(44 5930.8438),(45 5909.1377),(46 5774.1523),(47 5820.8613),(48 5814.836),(49 5697.1826),(50 5752.085),(51 5901.8877),(52 5966.2656),(53 5878.379),(54 5856.484),(55 5902.778),(56 5996.0107),(57 6033.561),(58 6091.045),(59 6103.948),(60 6112.837),(61 6130.0366),(62 6058.823),(63 6090.9023),(64 6158.2593),(65 6118.5063),(66 5959.4844),(67 5898.948),(68 5782.093),(69 5765.06),(70 5824.3374),(71 5957.884),(72 5900.267),(73 5909.5156),(74 5925.0254),(75 6087.0693),(76 6183.5503),(77 6156.1904),(78 6207.3574),(79 6175.878),
(1 2379.3538),(2 3661.747),(3 4437.7974),(4 4674.693),(5 4798.6973),(6 4919.9585),(7 4971.5713),(8 5082.34),(9 5243.2007),(10 5390.2417),(11 5450.84),(12 5649.416),(13 5608.5557),(14 5706.543),(15 5629.697),(16 5637.377),(17 5672.6475),(18 5543.651),(19 5465.7256),(20 5461.001),(21 5376.2686),(22 5279.161),(23 5232.01),(24 5235.806),(25 5296.55),(26 5264.7266),(27 5418.98),(28 5363.4434),(29 5465.2803),(30 5438.898),(31 5442.073),(32 5386.387),(33 5502.174),(34 5509.4507),(35 5504.597),(36 5511.81),(37 5419.119),(38 5396.2974),(39 5487.1724),(40 5455.6465),(41 5464.897),(42 5495.8926),(43 5467.566),(44 5526.7783),(45 5533.715),(46 5568.442),(47 5525.358),(48 5546.146),(49 5457.228),(50 5457.954),(51 5490.736),(52 5584.8486),(53 5552.955),(54 5560.9106),(55 5604.905),(56 5683.898),(57 5764.5273),(58 5802.878),(59 5864.128),(60 5845.31),(61 5809.0474),(62 5797.0522),(63 5814.9956),(64 5751.534),(65 5672.9385),(66 5630.018),(67 5542.0503),(68 5460.62),(69 5473.0776),(70 5386.4253),(71 5501.84),(72 5598.106),(73 5568.76),(74 5577.454),(75 5668.978),(76 5653.507),(77 5766.8345),(78 5766.251),(79 5709.8887),
(1 2301.408),(2 3506.9685),(3 4150.368),(4 4454.815),(5 4651.3975),(6 4816.1426),(7 4952.2246),(8 5031.8477),(9 5199.9204),(10 5266.0728),(11 5389.1807),(12 5490.3574),(13 5435.809),(14 5623.718),(15 5633.966),(16 5615.8394),(17 5542.723),(18 5462.909),(19 5310.2344),(20 5243.406),(21 5211.419),(22 5228.9185),(23 5236.03),(24 5181.9517),(25 5167.859),(26 5140.9023),(27 5246.9434),(28 5298.696),(29 5396.9575),(30 5378.5034),(31 5411.565),(32 5347.3296),(33 5430.7407),(34 5477.6914),(35 5495.9),(36 5455.878),(37 5412.0464),(38 5436.515),(39 5559.5938),(40 5492.976),(41 5417.9014),(42 5414.2983),(43 5486.444),(44 5477.234),(45 5390.9736),(46 5390.214),(47 5456.1777),(48 5448.607),(49 5434.414),(50 5442.9897),(51 5365.859),(52 5414.2603),(53 5549.576),(54 5580.1104),(55 5500.9854),(56 5539.4507),(57 5582.8037),(58 5660.0127),(59 5697.928),(60 5662.332),(61 5695.937),(62 5714.036),(63 5708.917),(64 5607.462),(65 5477.3),(66 5444.448),(67 5433.3765),(68 5362.069),(69 5353.3613),(70 5320.756),(71 5349.0513),(72 5415.0166),(73 5392.383),(74 5440.376),(75 5409.376),(76 5470.797),(77 5489.009),(78 5582.14),(79 5535.306),
(1 2235.1743),(2 3432.3936),(3 4090.9917),(4 4391.645),(5 4648.9707),(6 4863.7656),(7 4972.348),(8 5001.091),(9 5134.3223),(10 5128.748),(11 5135.972),(12 5356.157),(13 5355.1743),(14 5493.1455),(15 5424.5527),(16 5434.335),(17 5407.5127),(18 5345.954),(19 5292.744),(20 5294.4487),(21 5283.2554),(22 5246.0273),(23 5173.2847),(24 5218.725),(25 5199.117),(26 5181.4443),(27 5252.6533),(28 5165.407),(29 5159.3486),(30 5095.475),(31 5153.196),(32 5229.3467),(33 5200.6396),(34 5229.622),(35 5269.924),(36 5277.804),(37 5286.554),(38 5269.242),(39 5289.0586),(40 5227.2563),(41 5172.239),(42 5160.5205),(43 5107.263),(44 5147.9688),(45 5159.8228),(46 5135.3384),(47 5101.2153),(48 5113.1245),(49 5173.5527),(50 5183.1987),(51 5222.61),(52 5250.8384),(53 5266.0093),(54 5295.866),(55 5259.594),(56 5306.8823),(57 5438.05),(58 5609.441),(59 5671.3843),(60 5705.5776),(61 5678.6304),(62 5596.413),(63 5600.455),(64 5499.6157),(65 5452.6953),(66 5390.875),(67 5440.2725),(68 5400.723),(69 5298.693),(70 5279.3486),(71 5391.982),(72 5431.517),(73 5467.491),(74 5514.891),(75 5560.412),(76 5680.0625),(77 5675.1265),(78 5696.743),(79 5695.0313),
