1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17659.686),(2 46870.813),(3 79923.93),(4 120837.22),(5 171979.58),(6 224080.77),(7 293979.16),(8 384323.16),(9 449568),(10 525092.8),(11 625627.56),(12 708068.5),(13 756629.25),(14 842475.7),(15 892961.56),(16 936597.5),(17 981804.44),(18 1047788.5),(19 1099057.6),(20 1198151.1),(21 1264354.6),(22 1327111.6),(23 1386123.8),(24 1456935.6),(25 1552306.4),(26 1639484),(27 1711579.1),(28 1838862.1),(29 1957042.4),(30 2069921.4),(31 2163977),(32 2271586.3),(33 2350756),(34 2442115),(35 2531897.5),(36 2632389.8),(37 2726735.8),(38 2812483),(39 2893768.8),(40 2970374.8),(41 3141488.8),(42 3235669.3),(43 3318097.8),(44 3419276.8),(45 3521837),(46 3621210.3),(47 3772822.8),(48 3892543),(49 4001789.8),(50 4101929.3),(51 4135121.3),(52 4152084),(53 4194371.5),(54 4214916.5),(55 4236594.5),(56 4319355),(57 4415134.5),(58 4530093.5),(59 4660266),(60 4841679.5),(61 4987553.5),(62 5128271.5),(63 5298339.5),(64 5451492.5),(65 5575262),(66 5737514.5),(67 5872354),(68 5958241.5),(69 6050374.5),(70 6140809.5),(71 6206655.5),(72 6321668),(73 6549212),(74 6806024),(75 7026505.5),(76 7275563.5),(77 7541754.5),(78 7756119.5),(79 7941409.5),
(1 3679.5198),(2 8075.6836),(3 10270.596),(4 11784.148),(5 13097.24),(6 13642.858),(7 13992.605),(8 14333.891),(9 14553.529),(10 14818.723),(11 15082.167),(12 15381.938),(13 15573.169),(14 16011.74),(15 16414.955),(16 16681.213),(17 16794.48),(18 16713.834),(19 16517.283),(20 16321.986),(21 16174.354),(22 16204.434),(23 16255.108),(24 16415.852),(25 16484.598),(26 16578.36),(27 16503.852),(28 16472.533),(29 16754.803),(30 16902.727),(31 17025.049),(32 17142.236),(33 17013.46),(34 16937.756),(35 16908.729),(36 16897.203),(37 16778.385),(38 16889.84),(39 17092.33),(40 17191.473),(41 17191.63),(42 17046.664),(43 16715.94),(44 16847.262),(45 16909.506),(46 16886.902),(47 16831.78),(48 16699.158),(49 16634.77),(50 16594.33),(51 16492.219),(52 16571.648),(53 16884.96),(54 16922.9),(55 16510.98),(56 16291.018),(57 16062.437),(58 15949.609),(59 16110.751),(60 16310.976),(61 16514.625),(62 16758.102),(63 16785.766),(64 16785.27),(65 16652.13),(66 16450.22),(67 16446.697),(68 16292.121),(69 16504.324),(70 16612.537),(71 16594.178),(72 16632.8),(73 16795.924),(74 16740.42),(75 16903.695),(76 17175.424),(77 17223.809),(78 17285.723),(79 17378.498),
(1 3702.5847),(2 7968.269),(3 10258.999),(4 11811.972),(5 13037.801),(6 13611.889),(7 14002.556),(8 14373.535),(9 14488.666),(10 14590.67),(11 14698.091),(12 14798.794),(13 14918.241),(14 15357.883),(15 15714.55),(16 15738.019),(17 15701.59),(18 15645.19),(19 15518.753),(20 15430.33),(21 15442.57),(22 15522.157),(23 15775.22),(24 15997.944),(25 16058.457),(26 16150.605),(27 16086.02),(28 16038.448),(29 16193.591),(30 16265.433),(31 16518.732),(32 16777.639),(33 16811.639),(34 16748.277),(35 16623.754),(36 16526.303),(37 16391.371),(38 16517.846),(39 16669.063),(40 16686.334),(41 16829.748),(42 16657.547),(43 16488.293),(44 16629.379),(45 16640.521),(46 16577.18),(47 16509.94),(48 16449.84),(49 16602.314),(50 16725.988),(51 16670.004),(52 16723.725),(53 16815.871),(54 16663.78),(55 16529.86),(56 16591.705),(57 16362.872),(58 16209.595),(59 16350.335),(60 16411.768),(61 16571.057),(62 16941.273),(63 16931.068),(64 17102.473),(65 16932.598),(66 16901.615),(67 16949.418),(68 16843.365),(69 16889.912),(70 17092.002),(71 17041.598),(72 16975.873),(73 16974.48),(74 16835.697),(75 16823.88),(76 16999.586),(77 17206.51),(78 17483.549),(79 17632.594),
(1 3578.3074),(2 7775.3286),(3 9805.552),(4 11121.763),(5 12230.282),(6 12873.312),(7 13075.598),(8 13359.951),(9 13635.107),(10 13929.431),(11 14131.348),(12 14330.675),(13 14546.301),(14 14903.542),(15 15159.169),(16 15299.601),(17 15349.18),(18 15321.591),(19 15205.642),(20 15295.156),(21 15431.276),(22 15594.97),(23 15805.29),(24 15993.96),(25 16110.945),(26 16010.987),(27 15663.041),(28 15741.705),(29 15971.398),(30 15873.16),(31 15888.141),(32 16069.343),(33 16009.977),(34 15991.978),(35 15993.409),(36 16088.038),(37 15836.254),(38 15877.361),(39 15855.045),(40 15840.116),(41 15954.061),(42 16043.18),(43 16071.747),(44 16053.705),(45 16020.45),(46 15913.977),(47 15926.181),(48 15776.365),(49 15858.759),(50 15950.351),(51 16152.4),(52 16306.264),(53 16388.455),(54 16215.129),(55 16246.181),(56 16292.88),(57 16358.965),(58 16391.838),(59 16461.479),(60 16313.288),(61 16268.568),(62 16472.691),(63 16496.688),(64 16522.678),(65 16388.783),(66 16369.35),(67 16346.01),(68 16345.953),(69 16555.14),(70 16676.508),(71 16738.922),(72 16619.127),(73 16637.764),(74 16657.21),(75 16625.186),(76 16582.955),(77 16643.223),(78 16867.93),(79 16983.66),
(1 3535.8384),(2 7553.9927),(3 9218.808),(4 10313.619),(5 11257.903),(6 11720.383),(7 11879.677),(8 12135.382),(9 12411.753),(10 12793.15),(11 13092.423),(12 13443.303),(13 13644.968),(14 13936.872),(15 14146.78),(16 14233.577),(17 14237.835),(18 14234.25),(19 14310.898),(20 14498.818),(21 14668.2295),(22 14942.448),(23 15245.941),(24 15223.532),(25 15049.582),(26 14910.833),(27 14717.96),(28 14853.892),(29 14973.465),(30 14974.945),(31 15113.571),(32 15226.135),(33 15158.037),(34 15262.6),(35 15556.371),(36 15734.985),(37 15606.812),(38 15545.142),(39 15465.979),(40 15447.24),(41 15493.62),(42 15538.661),(43 15496.055),(44 15478.313),(45 15446.209),(46 15410.155),(47 15454.136),(48 15384.494),(49 15293.8955),(50 15336.312),(51 15388.551),(52 15378.61),(53 15366.538),(54 15300.059),(55 15400.219),(56 15460.835),(57 15346.408),(58 15250.841),(59 15237.688),(60 15138.474),(61 15135.307),(62 15180.943),(63 15367.496),(64 15361.835),(65 15243.215),(66 15364.788),(67 15530.748),(68 15494.879),(69 15610.64),(70 15726.163),(71 15841.111),(72 15933.705),(73 15911.66),(74 16047.205),(75 16075.681),(76 16165.423),(77 16257.509),(78 16392.97),(79 16519.549),
(1 3375.5498),(2 7229.4624),(3 9008.913),(4 10129.189),(5 11022.023),(6 11442.583),(7 11528.241),(8 11875.545),(9 12231.738),(10 12582.729),(11 12827.248),(12 13164.275),(13 13390.224),(14 13650.423),(15 13887.536),(16 14034.552),(17 14165.329),(18 14245.02),(19 14341.446),(20 14624.363),(21 14535.408),(22 14623.441),(23 14819.492),(24 14823.725),(25 14739.738),(26 14544.998),(27 14271.813),(28 14314.729),(29 14507.369),(30 14583.662),(31 14650.355),(32 14780.923),(33 14908.945),(34 15061.44),(35 15284.587),(36 15370.586),(37 15128.448),(38 15152.09),(39 15063.009),(40 15005.015),(41 15050.968),(42 15041.283),(43 15093.403),(44 15157.84),(45 15189.668),(46 15177.802),(47 15061.235),(48 14951.793),(49 14891.784),(50 14866.248),(51 14694.211),(52 14527.163),(53 14418.322),(54 14269.056),(55 14264.597),(56 14303.758),(57 14232.987),(58 14224.242),(59 14327.412),(60 14405.445),(61 14424.734),(62 14496.302),(63 14527.349),(64 14533.284),(65 14468.352),(66 14617.037),(67 14881.093),(68 14992.583),(69 15087.956),(70 15299.784),(71 15201.484),(72 15304.996),(73 15520.485),(74 15628.33),(75 15801.911),(76 16007.967),(77 16169.315),(78 16324.18),(79 16350.178),
(1 3403.5872),(2 7230.7686),(3 8948.591),(4 10019.507),(5 10797.049),(6 11027.417),(7 11104.063),(8 11500.837),(9 11908.173),(10 12257.592),(11 12605.522),(12 12864.878),(13 13056.172),(14 13317.661),(15 13506.632),(16 13578.068),(17 13714.647),(18 13758.262),(19 13810.17),(20 13881.744),(21 13660.891),(22 13690.114),(23 13882.443),(24 13968.769),(25 13931.463),(26 13730.528),(27 13441.993),(28 13548.596),(29 13865.007),(30 13845.593),(31 14039.231),(32 14152.346),(33 14124.419),(34 14154.197),(35 14260.99),(36 14176.87),(37 14051.61),(38 13986.928),(39 14173.132),(40 14168.906),(41 14200.251),(42 14258.212),(43 14256.494),(44 14332.673),(45 14250.153),(46 14097.791),(47 14073.801),(48 14016.144),(49 14094.147),(50 14163.807),(51 14001.139),(52 13839.841),(53 13613.161),(54 13554.847),(55 13602.914),(56 13532.058),(57 13460.809),(58 13520.874),(59 13703.426),(60 13719.748),(61 13767.408),(62 13884.52),(63 13770.32),(64 13666.852),(65 13605.291),(66 13802.973),(67 14092.597),(68 14191.024),(69 14260.8125),(70 14509.367),(71 14429.329),(72 14427.807),(73 14727.592),(74 14695.764),(75 14668.119),(76 14764.56),(77 14927.126),(78 15148.227),(79 15382.198),
(1 3354.156),(2 7187.2197),(3 8945.031),(4 9898.702),(5 10685.188),(6 10972.38),(7 10992.281),(8 11227.45),(9 11476.651),(10 11746.707),(11 12029.571),(12 12257.558),(13 12441.798),(14 12664.234),(15 12809.013),(16 12896.431),(17 13011.605),(18 13060.109),(19 13189.12),(20 13283.185),(21 13100.699),(22 13009.151),(23 13031.286),(24 12999.101),(25 12967.434),(26 12952.105),(27 12840.47),(28 13013.72),(29 13108.156),(30 13116.384),(31 13335.863),(32 13369.112),(33 13314.336),(34 13447.064),(35 13668.337),(36 13581.595),(37 13421.738),(38 13513.971),(39 13692.093),(40 13727.657),(41 13825.669),(42 13666.97),(43 13687.736),(44 13679.762),(45 13542.987),(46 13402.303),(47 13551.239),(48 13640.214),(49 13686.535),(50 13763.386),(51 13837.766),(52 13805.139),(53 13695.714),(54 13779.371),(55 13767.877),(56 13717.013),(57 13637.769),(58 13707.091),(59 13792.268),(60 13676.321),(61 13649.955),(62 13709.001),(63 13655.374),(64 13546.202),(65 13376.319),(66 13400.203),(67 13590.404),(68 13495.674),(69 13735.58),(70 14083.849),(71 14189.262),(72 14256.396),(73 14359.519),(74 14251.119),(75 14277.452),(76 14317.61),(77 14407.466),(78 14604.113),(79 14844.788),
(1 3302.576),(2 7039.6533),(3 8722.307),(4 9616.023),(5 10376.027),(6 10760.216),(7 10912.974),(8 11099.318),(9 11343.378),(10 11738.73),(11 12025.256),(12 12257.187),(13 12404.743),(14 12599.355),(15 12691.44),(16 12731.138),(17 12855.232),(18 12834.931),(19 12966.094),(20 13050.911),(21 12923.027),(22 12861.763),(23 13000.262),(24 12999.599),(25 12965.202),(26 13013.569),(27 12895.418),(28 12935.228),(29 12903.905),(30 12958.423),(31 13127.12),(32 13262.107),(33 13244.884),(34 13401.521),(35 13603.826),(36 13549.697),(37 13680.357),(38 13797.477),(39 13768.891),(40 13660.184),(41 13734.999),(42 13677.468),(43 13674.373),(44 13602.283),(45 13682.797),(46 13625.602),(47 13713.178),(48 13669.981),(49 13729.926),(50 13936.038),(51 13990.671),(52 13865.748),(53 13833.935),(54 13981.619),(55 14092.295),(56 14118.067),(57 13979.223),(58 14041.6875),(59 13999.746),(60 13923.431),(61 13939.515),(62 13998.609),(63 13976.511),(64 13927.841),(65 13884.363),(66 13850.481),(67 14009.714),(68 14025.637),(69 14166.944),(70 14309.828),(71 14285.057),(72 14274.755),(73 14468.808),(74 14462.939),(75 14645.25),(76 14744.112),(77 14755.545),(78 14774.74),(79 14821.593),
(1 3353.034),(2 7028.37),(3 8767.116),(4 9716.439),(5 10366.427),(6 10699.819),(7 10907.425),(8 11142.776),(9 11448.655),(10 11870.335),(11 12061.437),(12 12137.078),(13 12284.125),(14 12474),(15 12514.337),(16 12633.083),(17 12765.94),(18 12757.638),(19 12681.958),(20 12790.043),(21 12751.559),(22 12631.697),(23 12728.085),(24 12867.783),(25 12907.894),(26 12991.75),(27 12924.213),(28 12849.723),(29 12787.019),(30 12793.702),(31 12940.687),(32 13007.556),(33 12990.179),(34 13210.816),(35 13376.316),(36 13507.184),(37 13515.417),(38 13558.546),(39 13429.855),(40 13409.929),(41 13548.056),(42 13675.388),(43 13726.972),(44 13760.225),(45 13656.166),(46 13508.448),(47 13476.247),(48 13371.151),(49 13452.157),(50 13593.934),(51 13661.175),(52 13543.27),(53 13596.416),(54 13692.199),(55 13807.516),(56 13922.242),(57 13857.237),(58 13688.949),(59 13550.004),(60 13513.292),(61 13382.105),(62 13334.061),(63 13270.078),(64 13154.448),(65 13121.607),(66 13152.009),(67 13380.803),(68 13580.861),(69 13689.101),(70 13774.025),(71 13673.408),(72 13567.247),(73 13622.074),(74 13600.131),(75 13811.435),(76 13871.048),(77 13911.753),(78 13940.483),(79 13984.561),
(1 3212.4165),(2 6748.946),(3 8388.693),(4 9368.001),(5 10177.08),(6 10583.852),(7 10795.708),(8 11073.318),(9 11405.383),(10 11718.851),(11 11836.02),(12 11940.098),(13 11999.651),(14 12118.072),(15 12411.788),(16 12577.422),(17 12577.499),(18 12599.518),(19 12565.802),(20 12605.216),(21 12539.092),(22 12457.958),(23 12608.682),(24 12663.022),(25 12556.519),(26 12546.067),(27 12576.908),(28 12597.042),(29 12562.134),(30 12593.521),(31 12738.148),(32 12792.39),(33 12831.719),(34 12968.8),(35 12978.241),(36 12995.831),(37 12947.532),(38 13027.037),(39 12767.778),(40 12637.648),(41 12794.438),(42 12918.042),(43 13049.647),(44 13108.776),(45 12981.704),(46 13040.097),(47 13288.397),(48 13235.297),(49 13235.652),(50 13375.912),(51 13285.376),(52 13237.079),(53 13396.02),(54 13531.278),(55 13566.403),(56 13708.226),(57 13593.556),(58 13430.447),(59 13379.09),(60 13428.598),(61 13476.389),(62 13272.237),(63 13112.689),(64 13084.559),(65 12900.178),(66 12899.451),(67 13048.414),(68 13128.3),(69 13351.482),(70 13469.782),(71 13312.36),(72 13387.883),(73 13545.526),(74 13569.616),(75 13729.691),(76 13861.148),(77 13926.206),(78 14115.808),(79 14136.2295),
(1 3081.1467),(2 6462.6987),(3 8063.336),(4 9094.784),(5 9836.023),(6 10247.354),(7 10538.508),(8 10781.866),(9 10993.506),(10 11204.51),(11 11364.007),(12 11404.63),(13 11520.099),(14 11601.925),(15 11747.816),(16 11759.856),(17 11735.281),(18 11775.41),(19 11761.246),(20 11868.667),(21 11894.09),(22 12139.74),(23 12369.445),(24 12360.386),(25 12259.644),(26 12133.994),(27 12102.383),(28 12038.517),(29 12035.725),(30 12033.716),(31 12092.949),(32 12009.199),(33 12060.466),(34 12238.9),(35 12244.812),(36 12232.481),(37 12178.016),(38 12222.312),(39 12109.363),(40 12060.757),(41 12237.2295),(42 12379.867),(43 12406.344),(44 12349.066),(45 12349.368),(46 12507.121),(47 12666.846),(48 12739.742),(49 12800.754),(50 12875.814),(51 12699.8125),(52 12574.595),(53 12684.406),(54 12737.633),(55 12783.552),(56 12917.093),(57 12810.285),(58 12639.255),(59 12514.061),(60 12424.534),(61 12495.621),(62 12447.498),(63 12420.169),(64 12485.638),(65 12427.704),(66 12478.063),(67 12573.725),(68 12512.282),(69 12576.879),(70 12674.701),(71 12600.334),(72 12640.452),(73 12918.772),(74 13005.619),(75 13052.622),(76 13142.916),(77 13203.482),(78 13408.199),(79 13579.585),
(1 3026.738),(2 6322.2144),(3 7814.5664),(4 8796.163),(5 9629.605),(6 9967.289),(7 10091.005),(8 10273.675),(9 10504.142),(10 10743.721),(11 10923.069),(12 11081.615),(13 11157.482),(14 11194.593),(15 11224.522),(16 11202.292),(17 11261.25),(18 11326.221),(19 11497.298),(20 11774.607),(21 11765.193),(22 11853.316),(23 12018.191),(24 12024.26),(25 12061.968),(26 12284.71),(27 12271.885),(28 12251.913),(29 12254.026),(30 12234.782),(31 12156.46),(32 12064.928),(33 11996.647),(34 12100.638),(35 12012.578),(36 11874.462),(37 11763.258),(38 11857.669),(39 11947.611),(40 12021.289),(41 12224.755),(42 12291.442),(43 12265.202),(44 12238.197),(45 12330.625),(46 12497.047),(47 12631.918),(48 12681.855),(49 12665.443),(50 12624.235),(51 12417.227),(52 12341.645),(53 12340.348),(54 12394.479),(55 12303.781),(56 12100.841),(57 12028.986),(58 12007.07),(59 11907.78),(60 11721.995),(61 11640.617),(62 11715.094),(63 11613.54),(64 11735.188),(65 11830.139),(66 11855.914),(67 11897.665),(68 11786.957),(69 11872.777),(70 12017.085),(71 12007.383),(72 12173.996),(73 12254.029),(74 12314.527),(75 12347.824),(76 12477.122),(77 12609.238),(78 12811.29),(79 13128.344),
(1 2964.597),(2 6061.8213),(3 7403.818),(4 8187.9775),(5 8827.497),(6 9163.478),(7 9262.08),(8 9428.947),(9 9610.639),(10 9951.238),(11 10256.093),(12 10325.983),(13 10340.604),(14 10340.795),(15 10399.123),(16 10471.661),(17 10618.357),(18 10732.449),(19 10861.086),(20 11154.85),(21 11069.77),(22 11109.359),(23 11239.936),(24 11206.027),(25 11282.076),(26 11498.011),(27 11557.089),(28 11570.543),(29 11730.776),(30 11753.094),(31 11710.304),(32 11692.296),(33 11661.155),(34 11780.413),(35 11810.795),(36 11743.069),(37 11663.988),(38 11588.676),(39 11586.642),(40 11690.269),(41 11710.052),(42 11669.15),(43 11478.038),(44 11490.224),(45 11449.441),(46 11508.41),(47 11610.044),(48 11655.272),(49 11680.39),(50 11648.425),(51 11528.889),(52 11489.358),(53 11497.952),(54 11503.938),(55 11447.64),(56 11396.429),(57 11303.487),(58 11166.186),(59 11145.442),(60 11009.561),(61 10884.486),(62 10909.195),(63 11064.236),(64 11180.712),(65 11250.502),(66 11332.122),(67 11425.136),(68 11331.544),(69 11386.22),(70 11492.138),(71 11420.924),(72 11503.312),(73 11650.157),(74 11561.815),(75 11644.727),(76 11704.047),(77 11744.332),(78 11789.749),(79 11888.45),
(1 2930.6768),(2 5883.5596),(3 7142.625),(4 7883.9478),(5 8345.832),(6 8620.079),(7 8839.65),(8 9089.524),(9 9286.072),(10 9612.075),(11 9851.234),(12 9949.89),(13 9915.002),(14 9899.507),(15 10029.509),(16 10121.396),(17 10252.597),(18 10340.551),(19 10397.863),(20 10511.966),(21 10449.649),(22 10461.893),(23 10568.23),(24 10569.85),(25 10572.829),(26 10764.927),(27 10783.638),(28 10814.496),(29 11043.944),(30 11143.699),(31 11128.464),(32 11147.23),(33 11198.639),(34 11365.378),(35 11409.524),(36 11372.263),(37 11327.746),(38 11313.553),(39 11198.592),(40 11172.383),(41 11308.439),(42 11245.478),(43 11140.345),(44 11253.59),(45 11412.239),(46 11417.016),(47 11456.874),(48 11587.027),(49 11547.024),(50 11448.055),(51 11343.976),(52 11400.319),(53 11426.92),(54 11390.466),(55 11350.566),(56 11440.192),(57 11337.674),(58 11229.201),(59 11187.797),(60 11069.243),(61 11068.392),(62 11091.444),(63 11277.352),(64 11308.255),(65 11166.832),(66 11115.119),(67 11028.46),(68 10847.66),(69 10793.345),(70 10995.937),(71 11133.218),(72 11295.43),(73 11428.469),(74 11369.239),(75 11358.613),(76 11511.838),(77 11613.79),(78 11661.905),(79 11730.574),
(1 2839.065),(2 5767.602),(3 6996.293),(4 7675.834),(5 8098.9443),(6 8280.697),(7 8513.376),(8 8785.88),(9 8966.411),(10 9310.21),(11 9453.751),(12 9578.824),(13 9523.972),(14 9506.057),(15 9762.414),(16 9783.745),(17 9849.154),(18 9958.606),(19 10022.512),(20 10015.288),(21 9986.05),(22 10082.675),(23 10238.665),(24 10083.543),(25 10126.75),(26 10278.023),(27 10265.145),(28 10299.726),(29 10357.241),(30 10340.692),(31 10293.664),(32 10432.549),(33 10438.132),(34 10435.183),(35 10449.573),(36 10502.965),(37 10510.927),(38 10496.148),(39 10506.71),(40 10561.043),(41 10706.962),(42 10714.966),(43 10791.127),(44 11003.805),(45 11116.528),(46 11114.321),(47 11241.993),(48 11102.113),(49 10922.427),(50 10798.483),(51 10711.086),(52 10739.518),(53 10785.807),(54 10740.589),(55 10769.621),(56 10841.377),(57 10745.006),(58 10644.794),(59 10580.539),(60 10454.31),(61 10378.365),(62 10464.903),(63 10626.122),(64 10729.218),(65 10822.794),(66 10767.196),(67 10719.788),(68 10663.047),(69 10563.583),(70 10732.841),(71 10761.492),(72 10994.893),(73 11161.112),(74 11140.449),(75 11233.801),(76 11413.193),(77 11483.695),(78 11517.373),(79 11593.451),
(1 2769.096),(2 5673.082),(3 7008.7207),(4 7732.646),(5 8146.8643),(6 8348.5),(7 8528.49),(8 8878.122),(9 9098.73),(10 9325.922),(11 9527.588),(12 9487.93),(13 9379.924),(14 9468.239),(15 9607.952),(16 9657.727),(17 9616.221),(18 9743.858),(19 9829.246),(20 9917.332),(21 9886.602),(22 9904.795),(23 9974.031),(24 9905.103),(25 9925.521),(26 10021.117),(27 9978.006),(28 9951.849),(29 9953.703),(30 9911.534),(31 9947.765),(32 10039.4795),(33 10032.91),(34 10034.74),(35 10095.923),(36 10104.777),(37 10046.446),(38 10149.264),(39 10158.319),(40 10199.949),(41 10338.873),(42 10457.844),(43 10605.114),(44 10768.666),(45 10784.496),(46 10818.799),(47 10926.706),(48 10806.829),(49 10579.246),(50 10421.691),(51 10407.592),(52 10423.971),(53 10418.988),(54 10306.892),(55 10483.835),(56 10551.01),(57 10453.572),(58 10427.634),(59 10372.237),(60 10404.019),(61 10473.449),(62 10490.63),(63 10498.904),(64 10542.986),(65 10683.634),(66 10850.022),(67 10819.599),(68 10755.229),(69 10697.661),(70 10866.19),(71 10920.49),(72 10994.272),(73 11142.789),(74 11189.066),(75 11320.507),(76 11293.418),(77 11227.468),(78 11117.889),(79 11144.738),
(1 2739.8997),(2 5514.0547),(3 6872.102),(4 7699.855),(5 8102.956),(6 8288.488),(7 8490.423),(8 8851.348),(9 9126.897),(10 9384.036),(11 9608.813),(12 9514.871),(13 9476.78),(14 9544.065),(15 9785.751),(16 9854.396),(17 9893.365),(18 10042.722),(19 10104.809),(20 10061.556),(21 10122.004),(22 10119.263),(23 10174.584),(24 10112.634),(25 10059.636),(26 10124.732),(27 10097.802),(28 9942.889),(29 9836.365),(30 9781.187),(31 9788.579),(32 9896.055),(33 9828.723),(34 9842.083),(35 9920.338),(36 9852.985),(37 9904.6455),(38 10058.972),(39 10010.066),(40 10078.411),(41 10283.269),(42 10377.911),(43 10451.116),(44 10425.682),(45 10422.444),(46 10477.842),(47 10647.517),(48 10547.735),(49 10510.531),(50 10419.146),(51 10329.999),(52 10254.204),(53 10219.535),(54 10231.942),(55 10428.673),(56 10452.084),(57 10391.885),(58 10370.915),(59 10315.771),(60 10209.63),(61 10133.878),(62 10098.034),(63 10003.78),(64 10098.038),(65 10266.093),(66 10366.284),(67 10505.622),(68 10421.671),(69 10486.996),(70 10555.36),(71 10459.792),(72 10460.34),(73 10564.247),(74 10578.696),(75 10662.353),(76 10638.112),(77 10601.742),(78 10577.015),(79 10608.008),
