1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13838.2705),(2 45987.62),(3 96651.88),(4 165204.31),(5 245178.83),(6 334187.47),(7 434552.84),(8 540736.94),(9 648596.2),(10 762617.8),(11 892403.94),(12 1038870.44),(13 1199529.1),(14 1369507.1),(15 1550542.4),(16 1734330.4),(17 1916714.5),(18 2101267.8),(19 2281900.5),(20 2470512.3),(21 2659524.3),(22 2847196.3),(23 3035655.3),(24 3228402.8),(25 3421169),(26 3604758.3),(27 3797664),(28 3981692.8),(29 4184064),(30 4396184.5),(31 4624106),(32 4854019.5),(33 5090926),(34 5321768),(35 5549020.5),(36 5777020),(37 6003821.5),(38 6233132.5),(39 6488404),(40 6740109.5),(41 6995722.5),(42 7249312),(43 7505554.5),(44 7744080),(45 7978536),(46 8211761.5),(47 8469017),(48 8748328),(49 9025819),(50 9330740),(51 9655867),(52 9976425),(53 10257557),(54 10556247),(55 10850288),(56 11132883),(57 11404597),(58 11667672),(59 11931576),(60 12169208),(61 12378655),(62 12579659),(63 12780565),(64 12973447),(65 13181576),(66 13374676),(67 13575543),(68 13789601),(69 13966403),(70 14135727),(71 14273255),(72 14389040),(73 14497048),(74 14617069),(75 14735809),(76 14850329),(77 14949397),(78 15022923),(79 15099229),
(1 22048.809),(2 83061.49),(3 176657.63),(4 295448.4),(5 436270.97),(6 597236.2),(7 771976.44),(8 960370.44),(9 1159037),(10 1359966.4),(11 1559862.1),(12 1756144.9),(13 1940677.6),(14 2114557.5),(15 2287842.5),(16 2447132.5),(17 2588031.5),(18 2707048),(19 2809623),(20 2890732),(21 2954179.8),(22 2998027.3),(23 3026042.5),(24 3035806),(25 3032994.8),(26 3015887.3),(27 2990450.5),(28 2955002.8),(29 2909525.3),(30 2851995.3),(31 2789347.3),(32 2725058),(33 2661984.8),(34 2597024.8),(35 2535249),(36 2475958.5),(37 2424773.5),(38 2379618.8),(39 2339607.3),(40 2301819.5),(41 2273578),(42 2248281.5),(43 2234057.8),(44 2222639.8),(45 2220067.8),(46 2219493.5),(47 2226068.3),(48 2237577.5),(49 2257535.8),(50 2286663.8),(51 2319245.5),(52 2359672),(53 2410880.5),(54 2462080.3),(55 2514069.3),(56 2565790.5),(57 2612305),(58 2660516.5),(59 2710136.8),(60 2758323.3),(61 2805782),(62 2851547.8),(63 2896839),(64 2938635.3),(65 2982274),(66 3019291.5),(67 3057179.3),(68 3099091.8),(69 3150928.8),(70 3197188.8),(71 3233439),(72 3254732.5),(73 3265793),(74 3275843.5),(75 3281420.5),(76 3276271.3),(77 3262102.3),(78 3236502),(79 3206603.8),
(1 30593.625),(2 117604.12),(3 255676.81),(4 438266.34),(5 659309.8),(6 911931.2),(7 1186469.5),(8 1480744.4),(9 1785707),(10 2089270.4),(11 2384702.3),(12 2671177),(13 2934042),(14 3171938.8),(15 3392508),(16 3584791.3),(17 3743904),(18 3862714.8),(19 3952759.3),(20 4006600),(21 4025193.3),(22 4021579.3),(23 3994567.3),(24 3936512.8),(25 3864919.3),(26 3787522.8),(27 3694382.8),(28 3596062),(29 3494239.3),(30 3392401),(31 3298960.8),(32 3208945.3),(33 3126831.8),(34 3048852.8),(35 2974877.8),(36 2909565.8),(37 2855382.8),(38 2803480),(39 2760954.8),(40 2722060.3),(41 2685955.3),(42 2646656),(43 2610267.5),(44 2582742.3),(45 2566567.5),(46 2559697.8),(47 2564760.3),(48 2580095),(49 2601719),(50 2633365),(51 2669931.8),(52 2708592.8),(53 2753992.8),(54 2792266.3),(55 2823051.8),(56 2842846.3),(57 2863668),(58 2875644.8),(59 2883725.3),(60 2886931),(61 2888791.3),(62 2890090),(63 2889486.8),(64 2888266.8),(65 2900683.8),(66 2911166),(67 2926177.3),(68 2952064),(69 2991442.3),(70 3035923),(71 3087178),(72 3136478.8),(73 3181947.3),(74 3220168.8),(75 3262104.3),(76 3285412),(77 3299393),(78 3296055),(79 3284442.8),
(1 30902.23),(2 117319.52),(3 257037.1),(4 439951.9),(5 659869),(6 908320.5),(7 1174989.5),(8 1449249),(9 1724002.9),(10 1992147.9),(11 2251478.5),(12 2497619.3),(13 2722283),(14 2921116.3),(15 3097700.8),(16 3248141.8),(17 3373319.8),(18 3470761.5),(19 3546802),(20 3593296.8),(21 3614563),(22 3616227),(23 3601092.3),(24 3566371.3),(25 3511083),(26 3448019.3),(27 3375616),(28 3295682.5),(29 3215384),(30 3138032),(31 3058831),(32 2972632.3),(33 2886600.8),(34 2790367.3),(35 2692187.3),(36 2589050.5),(37 2491922.3),(38 2396108.8),(39 2308183.3),(40 2222442.5),(41 2147493.8),(42 2087452.4),(43 2041820),(44 2008989),(45 1990174.1),(46 1986741.5),(47 1996733.8),(48 2020346.8),(49 2049533),(50 2082794.9),(51 2123488.8),(52 2170603.8),(53 2222817.5),(54 2271691.5),(55 2316494.5),(56 2355756.3),(57 2389294.8),(58 2413777.3),(59 2436955.5),(60 2466679.3),(61 2496484.8),(62 2527385),(63 2559787.8),(64 2593888.8),(65 2628368),(66 2656468.3),(67 2678978),(68 2697621.8),(69 2717768.8),(70 2736424.8),(71 2760739),(72 2782783.3),(73 2807564.5),(74 2835019),(75 2862344.8),(76 2891979),(77 2927851.8),(78 2960715),(79 2988942.8),
(1 29772.143),(2 111652.92),(3 238806.1),(4 402785.1),(5 594004.06),(6 804778.6),(7 1025649.7),(8 1255649.5),(9 1482368),(10 1703832.6),(11 1919664.6),(12 2123272.8),(13 2305447.5),(14 2459006),(15 2586733.3),(16 2682362),(17 2747667),(18 2784322),(19 2805021.8),(20 2801155.5),(21 2779394.5),(22 2745800),(23 2707685.5),(24 2664469.3),(25 2630754),(26 2599358),(27 2585209.5),(28 2584691.3),(29 2596883.3),(30 2619552),(31 2648276),(32 2678966),(33 2713252.8),(34 2747777.3),(35 2783428.5),(36 2815461.8),(37 2850290.5),(38 2880480),(39 2912464),(40 2931623),(41 2946098.3),(42 2955847),(43 2963217.3),(44 2965598.8),(45 2958341),(46 2944838.8),(47 2934284.5),(48 2919479),(49 2900031.8),(50 2871139),(51 2833646.5),(52 2794259.5),(53 2753491),(54 2712872.3),(55 2675759.8),(56 2639740.3),(57 2606723.5),(58 2573037.3),(59 2541777.5),(60 2515255.3),(61 2497255.8),(62 2485529),(63 2478979),(64 2477834),(65 2484589),(66 2491553.8),(67 2498836.3),(68 2505373.3),(69 2515023.8),(70 2518109.3),(71 2517147.8),(72 2516914.5),(73 2515530.3),(74 2508191.8),(75 2495312.3),(76 2471231.3),(77 2438188.8),(78 2396580.5),(79 2351722.3),
(1 29493.736),(2 112855.04),(3 244563.23),(4 417526.28),(5 620927.4),(6 852450.8),(7 1099061.5),(8 1354533.6),(9 1604033),(10 1842748.3),(11 2065915.5),(12 2259965.3),(13 2420659.3),(14 2539777.3),(15 2616231),(16 2649542.8),(17 2649035),(18 2623501),(19 2584910),(20 2527295.5),(21 2459145.8),(22 2386733.8),(23 2316040.3),(24 2249431.5),(25 2186612.5),(26 2132086.5),(27 2089497.8),(28 2056291.9),(29 2041364.5),(30 2041867),(31 2056254.5),(32 2077532.9),(33 2104038.5),(34 2137275.5),(35 2177938.8),(36 2223161.3),(37 2268058.3),(38 2312767),(39 2356444.5),(40 2390009.8),(41 2416689.8),(42 2430107),(43 2435878.8),(44 2434539.5),(45 2426214.8),(46 2413702.5),(47 2397965.3),(48 2384673.3),(49 2371926.3),(50 2352775.5),(51 2332418),(52 2310356.5),(53 2284800.3),(54 2259705.5),(55 2236104.3),(56 2216357.5),(57 2202115.8),(58 2193084.3),(59 2190964),(60 2198076.8),(61 2219031.8),(62 2247803.3),(63 2291271.8),(64 2343025.8),(65 2398460.5),(66 2453316.5),(67 2501885.8),(68 2547297.8),(69 2587066),(70 2611987.3),(71 2626553.3),(72 2624914.8),(73 2609630.3),(74 2579398),(75 2537122),(76 2488871.8),(77 2435072.5),(78 2384731.3),(79 2339091.8),
(1 27226.861),(2 102545.85),(3 218116.55),(4 365265.34),(5 536010.2),(6 721635.75),(7 919589.9),(8 1123549.4),(9 1328094),(10 1528182.9),(11 1718515.4),(12 1893719.8),(13 2051587.4),(14 2181016.5),(15 2284980.5),(16 2358243.5),(17 2404575),(18 2424384.8),(19 2423265.5),(20 2409712),(21 2384889),(22 2351640.3),(23 2310567),(24 2265472.5),(25 2215646.3),(26 2159085.8),(27 2105180),(28 2052347.8),(29 2005598.1),(30 1961670.3),(31 1917614),(32 1873105.4),(33 1833949.9),(34 1798816.5),(35 1770945.3),(36 1746412),(37 1728993.1),(38 1717188),(39 1714645.6),(40 1713790),(41 1718195.5),(42 1736083.8),(43 1767790.6),(44 1809831.1),(45 1857243.5),(46 1906974.4),(47 1954723.5),(48 1993483.1),(49 2024797.6),(50 2041772.5),(51 2051180.4),(52 2053888.5),(53 2049834.3),(54 2041469.4),(55 2029343.3),(56 2022590.8),(57 2025149.9),(58 2030520.9),(59 2040332.6),(60 2059096.3),(61 2092939.1),(62 2137203.5),(63 2188394.8),(64 2236516.8),(65 2284148.8),(66 2325912.5),(67 2363415),(68 2394865.5),(69 2421256.5),(70 2435835.5),(71 2442111.5),(72 2439666.8),(73 2424695.5),(74 2395399),(75 2353288.5),(76 2296508.3),(77 2227418.3),(78 2149677),(79 2066657.6),
(1 36238.395),(2 137555.56),(3 293986.06),(4 493310.1),(5 722199.9),(6 968492.25),(7 1215258.1),(8 1447102.6),(9 1652185.3),(10 1822717.5),(11 1957611.1),(12 2053268.4),(13 2113151.3),(14 2143960),(15 2147407.5),(16 2128223.3),(17 2095247.9),(18 2053960.5),(19 2014726.6),(20 1981311.6),(21 1958216.5),(22 1941826.4),(23 1932858.4),(24 1935147.4),(25 1945178.3),(26 1960133),(27 1973267.4),(28 1989332.1),(29 1997575.4),(30 1996568),(31 1988188.4),(32 1967957.1),(33 1942739.1),(34 1908725.9),(35 1870775.8),(36 1827818.9),(37 1783258.9),(38 1739012.4),(39 1700021.9),(40 1661515.3),(41 1625808.1),(42 1595470.5),(43 1572209.3),(44 1556222.3),(45 1549656.5),(46 1550612.9),(47 1561615.3),(48 1583475.9),(49 1611572.9),(50 1646342.3),(51 1689811.3),(52 1738162.3),(53 1782463.5),(54 1826616.3),(55 1864186.4),(56 1898201.8),(57 1929630.8),(58 1955374.8),(59 1978260.6),(60 1998397.4),(61 2018015.5),(62 2035035.6),(63 2052092.1),(64 2065334.3),(65 2074214.5),(66 2073746.1),(67 2069349.5),(68 2058433.1),(69 2046523.3),(70 2031366.6),(71 2014213.1),(72 1993814.8),(73 1971846.3),(74 1948984.1),(75 1928883.9),(76 1907195.6),(77 1884837.4),(78 1857148.4),(79 1826998.1),
(1 30228.355),(2 113960.945),(3 244779.58),(4 409644.66),(5 599497.2),(6 805231.4),(7 1019912),(8 1234786.8),(9 1437309.9),(10 1619645.1),(11 1777008.1),(12 1908324.9),(13 2008424.3),(14 2070665.3),(15 2102847),(16 2112268.5),(17 2107453.5),(18 2088348.6),(19 2058730),(20 2023533.4),(21 1986504.8),(22 1944554.4),(23 1900868.4),(24 1859043),(25 1819958.5),(26 1785386.8),(27 1753604.5),(28 1726477),(29 1699811.1),(30 1671487.5),(31 1646209.5),(32 1630613.4),(33 1622786.6),(34 1621057),(35 1622903),(36 1625265.3),(37 1628186),(38 1628817),(39 1623437.1),(40 1610878.8),(41 1597506.5),(42 1585300.5),(43 1573164.6),(44 1563394),(45 1556322),(46 1546179.1),(47 1531778.6),(48 1509956.9),(49 1486750.8),(50 1465503),(51 1447158.9),(52 1430030.8),(53 1415107.9),(54 1407234),(55 1408823.6),(56 1417938.4),(57 1437064),(58 1462013.1),(59 1490767),(60 1527340.1),(61 1569076.9),(62 1618590.5),(63 1674996.4),(64 1733520.5),(65 1790253.6),(66 1844114.6),(67 1892993.5),(68 1941053.1),(69 1985900.9),(70 2020644),(71 2047803.9),(72 2067759.5),(73 2071274.4),(74 2057272.3),(75 2031681.6),(76 1986105),(77 1926605.3),(78 1856730),(79 1783832.5),
(1 31760.77),(2 119961.2),(3 257417.8),(4 429765.8),(5 624285.94),(6 832021.7),(7 1043660.8),(8 1250279.5),(9 1441146.5),(10 1610956.5),(11 1751828.1),(12 1861437.8),(13 1935014.5),(14 1972479.3),(15 1978713.5),(16 1956339.1),(17 1912005.1),(18 1853306.5),(19 1785719.5),(20 1715445.5),(21 1654195.3),(22 1600268.3),(23 1561097.4),(24 1537513.4),(25 1530418.9),(26 1536490.4),(27 1554985.6),(28 1581849),(29 1611123.5),(30 1632978.3),(31 1643032),(32 1646222.8),(33 1641696.5),(34 1628807.5),(35 1606532),(36 1575251),(37 1543834.8),(38 1510581),(39 1471284.3),(40 1428640.1),(41 1389059.9),(42 1359974),(43 1341382.6),(44 1337590.8),(45 1347811.5),(46 1366769.1),(47 1387550.9),(48 1410012.4),(49 1429542),(50 1447999.3),(51 1464316.6),(52 1473122.9),(53 1474111.8),(54 1471134.4),(55 1467722),(56 1464453.5),(57 1467260.8),(58 1470101.5),(59 1470032.5),(60 1471562.5),(61 1474332.4),(62 1484086.5),(63 1500291.3),(64 1522965.3),(65 1544775.6),(66 1566910.1),(67 1585820),(68 1604971.9),(69 1623210.8),(70 1636635.5),(71 1644103),(72 1646799.5),(73 1634740.9),(74 1606082.1),(75 1572848.1),(76 1530749.6),(77 1487810.5),(78 1449277.3),(79 1417184.9),
(1 26790.707),(2 101115.836),(3 215778.86),(4 358477.56),(5 519961.2),(6 690992.8),(7 863677.3),(8 1027926.7),(9 1174936.3),(10 1302792.3),(11 1409708.1),(12 1494687.4),(13 1553786.3),(14 1592272.6),(15 1617359.1),(16 1632457.1),(17 1640771.4),(18 1646700.5),(19 1650740.1),(20 1650081.1),(21 1648836.1),(22 1644773.3),(23 1638531.6),(24 1629462.8),(25 1622649),(26 1617013.3),(27 1610067.1),(28 1602537.1),(29 1591273.1),(30 1578238.5),(31 1566438.5),(32 1551857.8),(33 1538852),(34 1526873.1),(35 1514444.8),(36 1497841.3),(37 1479398.5),(38 1457071.9),(39 1433247.8),(40 1409047.1),(41 1385745.6),(42 1360208.4),(43 1334821.6),(44 1311989.6),(45 1296920.9),(46 1286332.3),(47 1281674.1),(48 1285977.5),(49 1293078.1),(50 1303460.1),(51 1315167.4),(52 1322566),(53 1326474.8),(54 1325649.3),(55 1323454.8),(56 1319715),(57 1316287.3),(58 1316355.1),(59 1314221),(60 1310602),(61 1307814.8),(62 1304363.8),(63 1302128.6),(64 1300178.1),(65 1297313.3),(66 1290250.1),(67 1279740.6),(68 1269358.1),(69 1253390.9),(70 1235901),(71 1215944.9),(72 1191751.4),(73 1160915.3),(74 1131582.3),(75 1104713.8),(76 1081366),(77 1065403),(78 1058297.5),(79 1059473),
(1 25399.973),(2 93304.5),(3 194092.94),(4 316462.28),(5 451109.53),(6 591789.4),(7 732936.56),(8 870529.2),(9 997176.94),(10 1113860.5),(11 1215170),(12 1297835.6),(13 1360350.1),(14 1406430),(15 1435890.5),(16 1451752.6),(17 1454596.9),(18 1445634),(19 1427058),(20 1396341.8),(21 1360547.6),(22 1318092.4),(23 1277398),(24 1238302.6),(25 1208035.6),(26 1183857.8),(27 1165631.5),(28 1154803.6),(29 1152140.5),(30 1154808.1),(31 1159375.5),(32 1167821.5),(33 1181147.6),(34 1199795.3),(35 1220007.8),(36 1236741.8),(37 1254905.9),(38 1269201.8),(39 1274184.5),(40 1270569.4),(41 1262905.9),(42 1257848.6),(43 1251602.5),(44 1243096.6),(45 1235526),(46 1228857.9),(47 1219539.8),(48 1211930.3),(49 1202721.1),(50 1192093.3),(51 1181519.5),(52 1173194.3),(53 1172000.6),(54 1171708.3),(55 1169819),(56 1164922.6),(57 1158760.8),(58 1151764.6),(59 1143441.1),(60 1135496.6),(61 1125099.5),(62 1114187),(63 1104009.8),(64 1093482.3),(65 1083179.6),(66 1076528.6),(67 1073222.6),(68 1073209.1),(69 1074174.3),(70 1074637),(71 1073642.4),(72 1067832.6),(73 1054580.4),(74 1032223.75),(75 1004431.3),(76 975514.4),(77 949151.9),(78 925824),(79 912713.1),
(1 24895.348),(2 91221.51),(3 187774.73),(4 303358.63),(5 429446.1),(6 557244.44),(7 681541.75),(8 794776.6),(9 892882.44),(10 970532),(11 1023842.44),(12 1056478.9),(13 1071416.4),(14 1072931.4),(15 1062049.8),(16 1044690.44),(17 1030728.25),(18 1019211.7),(19 1015459.75),(20 1019026.56),(21 1031056.3),(22 1047279.44),(23 1068746.3),(24 1089839),(25 1111282.5),(26 1129424.5),(27 1140793.8),(28 1143077.8),(29 1140538.8),(30 1133751.6),(31 1123637.5),(32 1110564.6),(33 1097904.5),(34 1082874.4),(35 1068288.9),(36 1054704.1),(37 1045339.44),(38 1038690.75),(39 1033854.9),(40 1028301.44),(41 1024241.56),(42 1025020.9),(43 1028362.7),(44 1037127.7),(45 1050724.9),(46 1072346),(47 1099661),(48 1125692),(49 1148956.5),(50 1166079.1),(51 1175774.9),(52 1180147.3),(53 1176988.6),(54 1167292.5),(55 1152550.3),(56 1134289.5),(57 1112763.3),(58 1086789.8),(59 1058277),(60 1028991.44),(61 1000211.56),(62 972250.75),(63 946401.56),(64 923242.5),(65 903528.4),(66 886904.5),(67 873735.8),(68 863324.06),(69 856099.2),(70 850854.4),(71 850741.5),(72 852257.7),(73 853734.25),(74 854651.06),(75 850614.7),(76 842351.25),(77 834187.1),(78 828279.3),(79 828962.44),
(1 24603.291),(2 90261.7),(3 187783.19),(4 306393.44),(5 432702.97),(6 556603.4),(7 667423.44),(8 757929),(9 824769.7),(10 869602.5),(11 893166.3),(12 898241.56),(13 884510.6),(14 861750.1),(15 834185.5),(16 806807.25),(17 785360.94),(18 768191.56),(19 757694.6),(20 754630.25),(21 758441.1),(22 768934.5),(23 780359.8),(24 790674.6),(25 797143.25),(26 802251.75),(27 804823.6),(28 804425),(29 800523.2),(30 793548.06),(31 785295.4),(32 773285),(33 758061.4),(34 744021.56),(35 731442.9),(36 720089.2),(37 711878.44),(38 704529.56),(39 699577.9),(40 697121.6),(41 699470.06),(42 706128.56),(43 717493),(44 732550.6),(45 748737),(46 769139.75),(47 787007.4),(48 800425.1),(49 810044.75),(50 816324.8),(51 819806.06),(52 824453.75),(53 830118.9),(54 833061.1),(55 837544.94),(56 845589.2),(57 857836.25),(58 874482.8),(59 893975.25),(60 914455.6),(61 933021.94),(62 948842.1),(63 961655.6),(64 973662.5),(65 985243.56),(66 997044.25),(67 1007087.75),(68 1015300.6),(69 1019787),(70 1015843.56),(71 1003059.56),(72 980242.8),(73 948159.2),(74 910053.4),(75 869242.1),(76 830800.75),(77 797124.25),(78 772172.7),(79 754808.25),
(1 25019.639),(2 92673.84),(3 192511.4),(4 312099.72),(5 437728.84),(6 558929.3),(7 665607.4),(8 751559.6),(9 812744.7),(10 848611.8),(11 861336.4),(12 855473.06),(13 835067.6),(14 807414.7),(15 776161.7),(16 747508.2),(17 724251.75),(18 711020.7),(19 709294.44),(20 719237.7),(21 741054.4),(22 770772.25),(23 803997.6),(24 833929.3),(25 857337.06),(26 868139.94),(27 871398.75),(28 867606.4),(29 859484.25),(30 848199.56),(31 832097.6),(32 814000.9),(33 793502.4),(34 773087.1),(35 753635.8),(36 738107.56),(37 726076.9),(38 717287.5),(39 711629.25),(40 708591.56),(41 709709.3),(42 715993.3),(43 727952.9),(44 743540.25),(45 760709.3),(46 778781.44),(47 793813.06),(48 803176.4),(49 805291.2),(50 803909),(51 800609.6),(52 797928.2),(53 800033.06),(54 801440.2),(55 806889.44),(56 813210.5),(57 820182.4),(58 827753.25),(59 833368.25),(60 835195.4),(61 834224.4),(62 830687.8),(63 826313.3),(64 820032),(65 812086.4),(66 804589.3),(67 797011.3),(68 787069.7),(69 775694.4),(70 767722.06),(71 764021.25),(72 765774.7),(73 772169),(74 780506.1),(75 786596.44),(76 788327.1),(77 783144.4),(78 774474.3),(79 761657.7),
(1 23957.6),(2 87969.375),(3 181684.52),(4 292345.34),(5 405729.34),(6 512811.38),(7 608240.2),(8 686384.6),(9 745518.5),(10 783313.06),(11 801940),(12 801689.44),(13 781780.8),(14 750348.8),(15 711033.2),(16 672065.7),(17 635097.75),(18 603591.75),(19 578310.06),(20 561080.06),(21 553820.2),(22 558004.4),(23 571454.4),(24 586492.06),(25 601983.75),(26 617188),(27 629651.6),(28 641469.3),(29 650337.9),(30 655410.25),(31 658332.56),(32 658573.06),(33 656832),(34 650481.3),(35 640941.75),(36 631440.56),(37 621874.7),(38 613299.6),(39 605945.3),(40 601819.1),(41 601866.94),(42 604394.7),(43 613053.7),(44 627706.9),(45 646487.1),(46 668436.44),(47 691083.4),(48 711125.44),(49 723972.06),(50 732119.56),(51 734717.3),(52 736187.1),(53 735030.9),(54 737156.75),(55 742343),(56 749890.1),(57 757314.94),(58 764353.94),(59 768410.5),(60 772028.2),(61 769610.1),(62 765048.2),(63 761320.44),(64 757077.1),(65 751714.5),(66 744597.6),(67 736594.75),(68 726442.4),(69 709955.4),(70 692149.94),(71 675824.4),(72 664263.3),(73 654887),(74 650408.1),(75 648850.8),(76 652512.56),(77 658305.6),(78 669041),(79 680684.06),
(1 23390.303),(2 83880.234),(3 169555.47),(4 268397.16),(5 367886.72),(6 460482.38),(7 538844.1),(8 599529.1),(9 638995.56),(10 658651.3),(11 659116.7),(12 645423.3),(13 622470.1),(14 593104.7),(15 564028.3),(16 541769.44),(17 527871.25),(18 521209.44),(19 520106.47),(20 525198.44),(21 533472.75),(22 544542.7),(23 557192),(24 573407.7),(25 590194.3),(26 603685.3),(27 612602.4),(28 613779.7),(29 610056.8),(30 604797.9),(31 598094.06),(32 591904.44),(33 586492.1),(34 585229.5),(35 587580.1),(36 594630.7),(37 606509.3),(38 620498.2),(39 638171.06),(40 659794.7),(41 680515.3),(42 701500),(43 723669.9),(44 743696.06),(45 757467.25),(46 763039.9),(47 763736.5),(48 757287.7),(49 744679.5),(50 727803.5),(51 708764.5),(52 691355.1),(53 678642.2),(54 666319.9),(55 657272.44),(56 650140.3),(57 646635.9),(58 644725.06),(59 643481.6),(60 641314.5),(61 634830.06),(62 625115.9),(63 611157.7),(64 596797.5),(65 583718.3),(66 573407.25),(67 566564),(68 562871.06),(69 559108.75),(70 555227.4),(71 552290.1),(72 552528.2),(73 554014.7),(74 556655.6),(75 561294.44),(76 567956.7),(77 577392.3),(78 587892.9),(79 600088.2),
(1 22552.941),(2 81125.695),(3 162729.83),(4 254387.56),(5 344411.72),(6 425928.94),(7 493991.13),(8 542985.3),(9 572161.75),(10 583471.56),(11 581770.1),(12 570277.94),(13 553104.56),(14 533257.5),(15 516512.28),(16 506360.34),(17 503062.56),(18 503500.53),(19 506824.63),(20 511801.16),(21 517554.03),(22 522181.6),(23 525596.6),(24 526003.44),(25 523669.6),(26 517928.1),(27 508943.2),(28 500040.53),(29 494343.44),(30 491162.5),(31 488930.4),(32 487865.03),(33 487661.06),(34 487302.4),(35 487716.4),(36 490786.75),(37 496797.56),(38 504201.88),(39 512669.6),(40 523620.63),(41 536567.44),(42 553284.75),(43 573734.25),(44 595329.1),(45 618911.44),(46 639351.1),(47 654424.9),(48 664147.3),(49 667699.4),(50 660992.06),(51 647351.2),(52 630182.75),(53 609322.5),(54 587048.3),(55 564902.8),(56 544255.06),(57 527146.3),(58 514105.72),(59 504640.13),(60 498755.03),(61 494642.4),(62 493231.66),(63 494989.38),(64 501612.72),(65 507469.7),(66 514339.8),(67 520394.66),(68 525463.8),(69 528255.3),(70 527380.06),(71 527057.44),(72 529388.56),(73 532362.9),(74 534469.7),(75 533620.9),(76 529591.94),(77 525891.5),(78 523059.56),(79 519435.66),
