1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64619.03),(2 233003.38),(3 513076.66),(4 853014.7),(5 1281927.8),(6 1774162.4),(7 2314274.5),(8 2895868.3),(9 3529353.8),(10 4191825),(11 4897408),(12 5628410),(13 6349399.5),(14 7077659.5),(15 7741486),(16 8410007),(17 9026871),(18 9608504),(19 10188523),(20 10771915),(21 11425648),(22 12111899),(23 12849555),(24 13577711),(25 14352589),(26 15179576),(27 16060507),(28 16880182),(29 17706550),(30 18518500),(31 19258980),(32 20038014),(33 20739398),(34 21488596),(35 22240594),(36 23047118),(37 23791696),(38 24504730),(39 25137570),(40 25718786),(41 26174470),(42 26502976),(43 26706154),(44 26872990),(45 27026614),(46 27159754),(47 27256294),(48 27234784),(49 27124434),(50 26852518),(51 26506282),(52 26155950),(53 25926790),(54 25643074),(55 25328706),(56 25017200),(57 24665938),(58 24283974),(59 23824938),(60 23389670),(61 22910974),(62 22486794),(63 22067690),(64 21680096),(65 21306468),(66 20906160),(67 20435370),(68 19932760),(69 19338900),(70 18810584),(71 18374630),(72 18119712),(73 17985578),(74 17829750),(75 17718626),(76 17617540),(77 17447842),(78 17274294),(79 17003506),
(1 5463.5957),(2 9263.037),(3 11020.789),(4 11524.767),(5 11850.753),(6 12249.642),(7 12449.6455),(8 12347.216),(9 12446.124),(10 12550.919),(11 12725.8545),(12 12817.873),(13 12775.349),(14 12902.997),(15 12854.92),(16 12911.095),(17 12985.412),(18 13031.561),(19 13005.824),(20 13188.585),(21 13164.8),(22 13174),(23 13085.063),(24 13058.1),(25 13120.405),(26 13193.774),(27 13312.247),(28 13076.57),(29 13027.775),(30 12913.582),(31 12610.152),(32 12844.545),(33 13075.473),(34 13266.413),(35 13052.493),(36 13305.348),(37 13418.557),(38 13444.958),(39 13254.895),(40 13244.466),(41 13311.07),(42 13594.243),(43 13482.138),(44 13447.32),(45 13397.205),(46 13423.433),(47 13402.418),(48 13424.786),(49 13451.939),(50 13341.785),(51 13137.93),(52 13218.117),(53 13257.341),(54 12769.901),(55 12665.468),(56 12373.86),(57 12167.373),(58 12120.506),(59 12294.238),(60 12479.7),(61 12701.313),(62 12963.173),(63 12969.061),(64 12705.3),(65 12630.738),(66 12715.13),(67 12647.476),(68 12485.459),(69 12491.056),(70 12606.993),(71 12787.109),(72 13017.973),(73 13184.124),(74 12953.443),(75 12738.496),(76 12707.981),(77 12703.186),(78 12746.694),(79 12736.331),
(1 5434.195),(2 9086.13),(3 10895.014),(4 11310.565),(5 11689.7295),(6 11925.634),(7 12013.299),(8 11982.496),(9 12105.524),(10 12184.43),(11 12248.445),(12 12259.935),(13 12287.331),(14 12461.557),(15 12549.393),(16 12621.245),(17 12576.574),(18 12365.36),(19 12359.9),(20 12557.807),(21 12560.985),(22 12478.065),(23 12389.144),(24 12382.753),(25 12550.628),(26 12810.704),(27 13014.522),(28 12918.257),(29 12939.603),(30 12912.467),(31 12725.787),(32 12824.37),(33 12945.941),(34 12958.439),(35 12735.669),(36 12958.547),(37 13044.253),(38 13001.399),(39 12934.4),(40 12839.784),(41 12802.287),(42 12930.733),(43 12777.162),(44 12940.335),(45 13113.013),(46 13151.249),(47 13034.872),(48 12966.603),(49 12731.237),(50 12627.723),(51 12764.545),(52 12839.505),(53 12868.112),(54 12552.219),(55 12662.8),(56 12403.992),(57 12130.688),(58 12193.384),(59 12370.385),(60 12392.272),(61 12458.423),(62 12652.209),(63 12815.726),(64 12604.059),(65 12551.112),(66 12511.026),(67 12535.886),(68 12600.189),(69 12604.059),(70 12746.804),(71 12812.555),(72 12949.596),(73 13007.874),(74 12604.83),(75 12402.524),(76 12212.52),(77 12194.315),(78 12339.935),(79 12387.216),
(1 5336.133),(2 8893.023),(3 10742.097),(4 11316.796),(5 11590.109),(6 11509.746),(7 11600.983),(8 11664.241),(9 11819.301),(10 11791.449),(11 11894.114),(12 12013.633),(13 12223.632),(14 12466.3125),(15 12594.327),(16 12476.009),(17 12323.753),(18 12190.129),(19 12159.099),(20 12293.7705),(21 12315.414),(22 12222.434),(23 12040.169),(24 12105.922),(25 12502.359),(26 12799.449),(27 12965.56),(28 12856.293),(29 12868.949),(30 12763.657),(31 12594.039),(32 12710.746),(33 12728.897),(34 12723.927),(35 12659.567),(36 12604.418),(37 12586.81),(38 12494.692),(39 12438.89),(40 12424.648),(41 12370.074),(42 12330.696),(43 12112.777),(44 12247.238),(45 12513.333),(46 12581.452),(47 12357.626),(48 12320.7295),(49 12179.794),(50 12231.661),(51 12323.456),(52 12192.614),(53 12206.419),(54 12285.472),(55 12319.184),(56 12363.43),(57 12018.313),(58 12045.797),(59 11991.048),(60 11927.616),(61 12013.719),(62 12111.688),(63 12343.278),(64 12452.973),(65 12429.156),(66 12140.114),(67 11910.4375),(68 12133.277),(69 12148.749),(70 12189.2),(71 12199.435),(72 12274.192),(73 12383.081),(74 12097.769),(75 11961.098),(76 11865.042),(77 11801.647),(78 11979.278),(79 11997.477),
(1 4985.7373),(2 8301.079),(3 9896.666),(4 10377.519),(5 10567.872),(6 10627.357),(7 10769.607),(8 10806.087),(9 10870.497),(10 10919.873),(11 10960.093),(12 11274.817),(13 11524.443),(14 11568.899),(15 11517.159),(16 11454.496),(17 11352.564),(18 11448.485),(19 11563.221),(20 11726.352),(21 11765.072),(22 11867.182),(23 11786.268),(24 11748.861),(25 11928.741),(26 12128.068),(27 12429.697),(28 12442.683),(29 12457.926),(30 12222.077),(31 11986.429),(32 12144.503),(33 12166.122),(34 12105.318),(35 12004.93),(36 11889.676),(37 11998.807),(38 12137.594),(39 12066.105),(40 11942.247),(41 11935.608),(42 11999.926),(43 11934.218),(44 11835.365),(45 12008.865),(46 11918.466),(47 11752.156),(48 11804.567),(49 11888.604),(50 11986.841),(51 11964.075),(52 12098.119),(53 12088.167),(54 12001.161),(55 11990.619),(56 12066.104),(57 11924.249),(58 11792.1455),(59 11600.3545),(60 11434.44),(61 11429.682),(62 11535.546),(63 11566.906),(64 11555.813),(65 11620.085),(66 11370.052),(67 11120.426),(68 11170.072),(69 11302.009),(70 11412.161),(71 11521.029),(72 11527.023),(73 11669.526),(74 11547.09),(75 11535.15),(76 11412.402),(77 11112.999),(78 11228.279),(79 11287.314),
(1 4788.315),(2 7942.4326),(3 9420.441),(4 9927.88),(5 10162.648),(6 10414.311),(7 10489.274),(8 10580.084),(9 10703.472),(10 10820.495),(11 10908.362),(12 11201.88),(13 11332.342),(14 11364.186),(15 11321.149),(16 11251.152),(17 11052.1455),(18 11020.026),(19 11146.731),(20 11379.765),(21 11502.518),(22 11609.297),(23 11598.861),(24 11541.094),(25 11528.095),(26 11663.265),(27 11758.677),(28 11895.058),(29 11957.275),(30 11848.7),(31 11614.97),(32 11653.321),(33 11601.37),(34 11418.414),(35 11376.67),(36 11392.823),(37 11509.778),(38 11610.925),(39 11594.051),(40 11471.936),(41 11457.866),(42 11617.505),(43 11600.251),(44 11381.588),(45 11273.931),(46 11244.249),(47 11092.781),(48 11133.953),(49 11297.476),(50 11231.279),(51 11318.269),(52 11431.014),(53 11534.177),(54 11399.036),(55 11417.04),(56 11466.262),(57 11451.167),(58 11299.1875),(59 11141.277),(60 11027.3955),(61 11117.7),(62 11045.679),(63 11106.956),(64 11076.971),(65 10984.446),(66 10882.519),(67 10715.776),(68 10542.169),(69 10731.138),(70 10877.035),(71 11163.319),(72 11213.039),(73 11367.613),(74 11096.892),(75 11082.38),(76 11067.143),(77 11029.893),(78 10975.587),(79 10999.282),
(1 4781.0415),(2 7770.335),(3 8895.9375),(4 9345.598),(5 9749.984),(6 9989.442),(7 10178.375),(8 10334.879),(9 10516.742),(10 10394.922),(11 10678.087),(12 10832.306),(13 10720.166),(14 10674.839),(15 10820.42),(16 10854.258),(17 10720.806),(18 10590.591),(19 10832.51),(20 10971.694),(21 11085.31),(22 11030.822),(23 11023.716),(24 11004.876),(25 10896.946),(26 10880.407),(27 10946.163),(28 11124.931),(29 11220.118),(30 11321.991),(31 11232.532),(32 11310.554),(33 11242.885),(34 11067.467),(35 10975.806),(36 10987.681),(37 11006.984),(38 11090.446),(39 11137.655),(40 10876.199),(41 10891.109),(42 11057.871),(43 11054.93),(44 10837.633),(45 10665.757),(46 10685.381),(47 10611.367),(48 10658.115),(49 10769.514),(50 10684.788),(51 10704.937),(52 10539.502),(53 10687.893),(54 10810.65),(55 10892.101),(56 10919.55),(57 11024.108),(58 10991.018),(59 10730.509),(60 10531.312),(61 10425.875),(62 10433.632),(63 10538.234),(64 10539.646),(65 10424.906),(66 10568.745),(67 10453.023),(68 10306.766),(69 10351.697),(70 10404.842),(71 10831.738),(72 10974.349),(73 11063.692),(74 10730.26),(75 10647.372),(76 10719.782),(77 10739.445),(78 10567.162),(79 10641.645),
(1 4705.202),(2 7521.39),(3 8487.088),(4 8820.973),(5 9323.884),(6 9556.537),(7 9605.335),(8 9465.133),(9 9747.471),(10 9841.496),(11 9971.085),(12 9963.887),(13 9846.103),(14 9876.777),(15 10037.073),(16 10237.087),(17 10046.36),(18 10005.512),(19 10204.353),(20 10263.127),(21 10302.7705),(22 10265.19),(23 10211.552),(24 10016.519),(25 9909.979),(26 9852.214),(27 9804.478),(28 9834.195),(29 10025.195),(30 10398.806),(31 10394.708),(32 10579.091),(33 10697.422),(34 10545.929),(35 10442.326),(36 10362.027),(37 10329.358),(38 10472.622),(39 10347.292),(40 10076.327),(41 9976.371),(42 10043.8125),(43 10089.366),(44 10059.077),(45 10012.898),(46 10003.215),(47 9888.423),(48 9928.423),(49 10065.698),(50 9985.06),(51 9814.226),(52 9833.055),(53 9970.894),(54 10072.177),(55 10134.833),(56 10271.369),(57 10383.105),(58 10434.828),(59 10229.976),(60 10041.193),(61 9840.827),(62 9857.246),(63 10014.333),(64 9994.652),(65 10007.312),(66 9971.501),(67 9970.118),(68 9902.959),(69 9939.379),(70 9970.405),(71 10163.252),(72 10294.368),(73 10478.561),(74 10319.489),(75 10105.486),(76 10004.699),(77 9931.077),(78 9813.714),(79 9864.685),
(1 4503.2607),(2 7217.7295),(3 8281.774),(4 8487.931),(5 8886.064),(6 9018.647),(7 8996.975),(8 8957.21),(9 9360.0625),(10 9392.48),(11 9272.404),(12 9231.678),(13 9234.395),(14 9327.921),(15 9407.495),(16 9594.2705),(17 9674.378),(18 9818.003),(19 9890.385),(20 9757.273),(21 9830.14),(22 9877.582),(23 9773.335),(24 9509.618),(25 9377.532),(26 9399.651),(27 9470.206),(28 9651.251),(29 9912.288),(30 10049.848),(31 10217.865),(32 10359.223),(33 10376.387),(34 10357.119),(35 10210.555),(36 10047.275),(37 10149.968),(38 10243.07),(39 9997.017),(40 9970.242),(41 9890.766),(42 9776.771),(43 9893.937),(44 9951.845),(45 10003.492),(46 9955.916),(47 9839.105),(48 9790.274),(49 9941.175),(50 9850.63),(51 9525.089),(52 9576.288),(53 9667.589),(54 9757.096),(55 9767.655),(56 9889.444),(57 10002.964),(58 10137.295),(59 10085.998),(60 9941.315),(61 9742.977),(62 9681.33),(63 9718.006),(64 9568.078),(65 9537.538),(66 9664.32),(67 9697.696),(68 9698.602),(69 9882.193),(70 9853.48),(71 9959.248),(72 10061.557),(73 10205.589),(74 10060.97),(75 9869.007),(76 9689.87),(77 9680.527),(78 9591.768),(79 9381.018),
(1 4300.8525),(2 6902.245),(3 7905.1895),(4 8060.115),(5 8233.029),(6 8442.525),(7 8471.973),(8 8578.554),(9 8931.383),(10 8916.3955),(11 8744.319),(12 8728.459),(13 8903.14),(14 9067.636),(15 9100.156),(16 9121.259),(17 9213.718),(18 9330.823),(19 9390.079),(20 9314.693),(21 9394.779),(22 9436.692),(23 9389.34),(24 9238.319),(25 9052.468),(26 9161.069),(27 9197.043),(28 9389.511),(29 9591.647),(30 9623.076),(31 9859.023),(32 9870.457),(33 9816.237),(34 9799.583),(35 9747.321),(36 9761.117),(37 9858.537),(38 9794.658),(39 9637.089),(40 9660.054),(41 9574.141),(42 9544.343),(43 9632.146),(44 9576.249),(45 9572.921),(46 9538.595),(47 9475.671),(48 9295.593),(49 9400.371),(50 9311.34),(51 9093.816),(52 9097.195),(53 9107.385),(54 9125.384),(55 9168.542),(56 9268.345),(57 9486.215),(58 9483.998),(59 9483.133),(60 9452.805),(61 9338.654),(62 9289.848),(63 9271.283),(64 9106.582),(65 9121.428),(66 9314.87),(67 9301.69),(68 9308.835),(69 9383.409),(70 9410.65),(71 9608.571),(72 9686.913),(73 9624.796),(74 9431.295),(75 9357.132),(76 9210.015),(77 9181.686),(78 9209.858),(79 9096.846),
(1 4185.126),(2 6592.9473),(3 7467.1377),(4 7713.808),(5 7993.3813),(6 8130.771),(7 8194.842),(8 8260.984),(9 8426.78),(10 8511.692),(11 8420.394),(12 8429.755),(13 8651.359),(14 8748.779),(15 8756.999),(16 8790.584),(17 8787.886),(18 8776.962),(19 8749.777),(20 8715.599),(21 8821.071),(22 8907.781),(23 8823.493),(24 8873.714),(25 8880.996),(26 8879.564),(27 8958.942),(28 9095.812),(29 9172.569),(30 9146.834),(31 9274.592),(32 9254.643),(33 9246.469),(34 9188.769),(35 9373.281),(36 9501.159),(37 9460.925),(38 9413.915),(39 9364.746),(40 9300.618),(41 9130.886),(42 9173.299),(43 9126.563),(44 9081.192),(45 9030.069),(46 9217.058),(47 9151.011),(48 9045.071),(49 9124.671),(50 9093.515),(51 9003.754),(52 9073.675),(53 9127.116),(54 9079.44),(55 9105.053),(56 9108.616),(57 9231.762),(58 9156.3),(59 9187.856),(60 9178.99),(61 9072.3),(62 9056.399),(63 9135.128),(64 8983.648),(65 9031.374),(66 9254.577),(67 9164.071),(68 9102.373),(69 9302.584),(70 9302.928),(71 9441.971),(72 9451.878),(73 9374.567),(74 9207.251),(75 9195.391),(76 9200.12),(77 9215.234),(78 9215.067),(79 9193.092),
(1 4126.645),(2 6327.4526),(3 7083.0005),(4 7268.3354),(5 7631.471),(6 7831.188),(7 7957.119),(8 7884.905),(9 7917.4385),(10 8039.407),(11 8113.569),(12 8070.3),(13 8330.077),(14 8449.839),(15 8435.747),(16 8369.604),(17 8403.046),(18 8471.654),(19 8304.621),(20 8107.983),(21 8299.123),(22 8350.902),(23 8238.285),(24 8316.824),(25 8487.15),(26 8527.342),(27 8579.616),(28 8565.981),(29 8387.558),(30 8293.387),(31 8376.1045),(32 8446.727),(33 8478.099),(34 8486.052),(35 8673.94),(36 8815.421),(37 8770.124),(38 8701.716),(39 8675.708),(40 8573.637),(41 8313.28),(42 8296.921),(43 8342.773),(44 8464.462),(45 8431.47),(46 8546.565),(47 8481.193),(48 8563.804),(49 8646.514),(50 8642.868),(51 8442.519),(52 8525.632),(53 8633.275),(54 8766.286),(55 8744.724),(56 8579.255),(57 8630.653),(58 8538.712),(59 8532.676),(60 8541.72),(61 8445.442),(62 8452.822),(63 8530.975),(64 8397.853),(65 8452.614),(66 8579.024),(67 8551.565),(68 8467.347),(69 8567.106),(70 8574.084),(71 8687.314),(72 8683.011),(73 8669.502),(74 8560.281),(75 8538.348),(76 8636.52),(77 8787.215),(78 8949.358),(79 9000.512),
(1 3970.5945),(2 6133.9355),(3 6738.7695),(4 6896.4585),(5 7234.278),(6 7514.406),(7 7682.401),(8 7635.1206),(9 7715.4624),(10 7772.2466),(11 7893.4434),(12 7915.1157),(13 8252.754),(14 8382.386),(15 8330.438),(16 8212.144),(17 8275.099),(18 8305.082),(19 8238.567),(20 8082.4688),(21 8121.8193),(22 8081.1733),(23 8133.053),(24 8186.8193),(25 8137.0713),(26 8092.8613),(27 8060.1074),(28 8127.673),(29 8025.095),(30 8066.4033),(31 8093.7446),(32 8181.0493),(33 8268.977),(34 8329.235),(35 8515.935),(36 8630.692),(37 8557.683),(38 8529.597),(39 8470.713),(40 8377.321),(41 8107.6865),(42 8047.145),(43 8046.835),(44 8153.7886),(45 8192.001),(46 8270.955),(47 8289.285),(48 8340.651),(49 8401.025),(50 8338.761),(51 8227.744),(52 8369.949),(53 8411.795),(54 8455.0625),(55 8484.958),(56 8186.525),(57 8178.249),(58 8284.739),(59 8299.562),(60 8162.2466),(61 8123.8887),(62 8199.073),(63 8276.471),(64 8333.576),(65 8420.177),(66 8364.909),(67 8344.164),(68 8210.118),(69 8180.364),(70 8261.886),(71 8336.016),(72 8400.399),(73 8470.518),(74 8169.5654),(75 8094.837),(76 8226.797),(77 8431.193),(78 8455.2705),(79 8470.862),
(1 3780.6934),(2 5952.1),(3 6598.6426),(4 6794.9585),(5 7024.7803),(6 7229.4346),(7 7442.3384),(8 7523.3047),(9 7554.165),(10 7514.4443),(11 7686.468),(12 7838.8315),(13 7940.0874),(14 7866.042),(15 7832.0703),(16 7898.1846),(17 7959.642),(18 8104.0693),(19 8137.297),(20 7997.22),(21 7941.1543),(22 7940.1694),(23 8056.6025),(24 8030.023),(25 7990.2554),(26 7991.755),(27 7967.7983),(28 7995.063),(29 7876.9185),(30 7943.9795),(31 7935.749),(32 7957.2593),(33 7945.772),(34 8096.24),(35 8186.028),(36 8353.687),(37 8166.2065),(38 8040.2607),(39 8006.2095),(40 8146.8706),(41 8063.71),(42 7974.638),(43 7876.6694),(44 7910.9717),(45 8009.606),(46 7994.245),(47 7996.893),(48 8142.138),(49 8267.747),(50 8352.114),(51 8340.478),(52 8522.451),(53 8576.256),(54 8532.934),(55 8524.849),(56 8257.187),(57 8240.376),(58 8319.1455),(59 8251.149),(60 7975.2573),(61 7945.954),(62 8011.8906),(63 8049.5244),(64 8050.553),(65 8124.6523),(66 8225.146),(67 8264.134),(68 8159.643),(69 8147.9775),(70 8126.906),(71 8048.9004),(72 8167.0894),(73 8153.744),(74 7870.595),(75 7946.5425),(76 7928.2593),(77 8043.4233),(78 8110.0776),(79 8151.7524),
(1 3607.617),(2 5644.4355),(3 6361.8613),(4 6549.0083),(5 6767.7974),(6 7015.0854),(7 7161.2813),(8 7195.581),(9 7307.1797),(10 7280.6943),(11 7375.2246),(12 7442.284),(13 7502.0947),(14 7496.3647),(15 7600.581),(16 7846.825),(17 7885.529),(18 8066.996),(19 8207.203),(20 8056.8574),(21 7955.7783),(22 7952.5356),(23 7959.8228),(24 7866.5786),(25 7776.1094),(26 7747.1963),(27 7782.241),(28 7706.823),(29 7609.6978),(30 7618.315),(31 7490.7427),(32 7548.6357),(33 7618.8965),(34 7714.1006),(35 7986.8804),(36 7980.2026),(37 7761.9053),(38 7632.697),(39 7727.34),(40 7872.9414),(41 7918.192),(42 7847.7827),(43 7760.3438),(44 7768.7256),(45 7738.284),(46 7684.6704),(47 7750.511),(48 7866.7813),(49 7982.7964),(50 8039.261),(51 7976.6074),(52 8032.5425),(53 8069.1616),(54 8097.63),(55 8068.4897),(56 7947.936),(57 7884.8447),(58 7983.612),(59 7966.2437),(60 7797.505),(61 7705.2637),(62 7711.8223),(63 7711.3438),(64 7712.7505),(65 7742.7856),(66 7952.9463),(67 7969.4277),(68 7840.472),(69 7862.8286),(70 7810.6855),(71 7708.0522),(72 7649.4917),(73 7725.4116),(74 7738.2393),(75 7621.926),(76 7579.404),(77 7711.8477),(78 7829.409),(79 7883.9727),
(1 3561.8118),(2 5594.1836),(3 6315.202),(4 6446.5923),(5 6751.924),(6 6905.8345),(7 6955.202),(8 7085.0146),(9 7179.91),(10 7230.068),(11 7268.0425),(12 7107.6255),(13 7206.8115),(14 7272.067),(15 7378.47),(16 7572.136),(17 7682.367),(18 7851.519),(19 7966.71),(20 7868.4463),(21 7773.828),(22 7815.4014),(23 7733.4985),(24 7649.718),(25 7657.189),(26 7556.102),(27 7610.823),(28 7367.3066),(29 7283.2476),(30 7297.4927),(31 7250.8584),(32 7390.076),(33 7394.5566),(34 7498.817),(35 7593.797),(36 7657.6987),(37 7556.907),(38 7500.628),(39 7501.9614),(40 7531.347),(41 7651.106),(42 7605.6064),(43 7521.8237),(44 7530.5796),(45 7558.088),(46 7543.7114),(47 7677.545),(48 7718.0376),(49 7807.202),(50 7841.2656),(51 7734.4526),(52 7721.274),(53 7809.096),(54 7835.1416),(55 7776.6587),(56 7724.1724),(57 7725.844),(58 7735.497),(59 7709.5513),(60 7575.2354),(61 7468.121),(62 7505.7314),(63 7392.4805),(64 7297.286),(65 7386.1953),(66 7485.6587),(67 7522.353),(68 7421.9097),(69 7401.952),(70 7397.396),(71 7340.912),(72 7233.5806),(73 7426.3486),(74 7461.7153),(75 7361.4434),(76 7383.4126),(77 7421.755),(78 7468.9077),(79 7484.367),
(1 3515.9995),(2 5308.7573),(3 5943.305),(4 6034.7905),(5 6313.743),(6 6391.8433),(7 6438.3247),(8 6620.6),(9 6773.307),(10 6858.7993),(11 6882.823),(12 6695.754),(13 6741.628),(14 6863.2046),(15 7130.862),(16 7197.327),(17 7217.084),(18 7388.5063),(19 7436.2246),(20 7449.578),(21 7368.3535),(22 7344.1),(23 7246.7744),(24 7103.392),(25 7115.0044),(26 7092.4404),(27 7084.8535),(28 6981.3677),(29 6864.308),(30 6928.374),(31 7014.3076),(32 7187.317),(33 7083.583),(34 7197.671),(35 7217.9224),(36 7350.362),(37 7340.578),(38 7373.369),(39 7356.342),(40 7330.9756),(41 7301.1753),(42 7239.342),(43 7247.8623),(44 7381.3213),(45 7384.935),(46 7345.237),(47 7351.897),(48 7379.342),(49 7403.159),(50 7414.083),(51 7376.868),(52 7324.8193),(53 7398.6787),(54 7378.2886),(55 7313.6313),(56 7191.5933),(57 7262.3154),(58 7251.2207),(59 7190.977),(60 7047.253),(61 7027.8184),(62 7127.624),(63 6910.2373),(64 6728.093),(65 6737.0605),(66 6770.5107),(67 6801.105),(68 6733.66),(69 6779.409),(70 6890.499),(71 6891.2373),(72 6703.092),(73 6808.3726),(74 6917.3696),(75 6952.7153),(76 6918.8022),(77 6875.6147),(78 6841.3457),(79 6799.674),
(1 3389.5225),(2 5015.2163),(3 5751.0195),(4 5912.63),(5 5979.539),(6 5934.428),(7 6006.2085),(8 6198.4146),(9 6440.9624),(10 6597.9917),(11 6615.2993),(12 6490.0596),(13 6496.243),(14 6582.7695),(15 6822.8647),(16 6977.3486),(17 7099.92),(18 7163.994),(19 7090.207),(20 7131.697),(21 7054.3867),(22 7067.599),(23 7121.2935),(24 7080.775),(25 7069.9043),(26 7030.388),(27 7089.448),(28 7080.3525),(29 7004.5596),(30 7112.5537),(31 7230.6216),(32 7327.434),(33 7143.9683),(34 7224.236),(35 7317.6626),(36 7396.676),(37 7415.894),(38 7464.3843),(39 7483.4395),(40 7391.5063),(41 7204.193),(42 7163.2007),(43 7125.931),(44 7272.687),(45 7369.9556),(46 7340.8516),(47 7337.884),(48 7324.44),(49 7312.499),(50 7357.767),(51 7281.0537),(52 7197.4907),(53 7149.5317),(54 7199.702),(55 7211.895),(56 7039.838),(57 7090.443),(58 7016.021),(59 6957.5474),(60 6890.599),(61 6873.9),(62 6959.6396),(63 6937.2744),(64 6777.9526),(65 6633.343),(66 6670.8555),(67 6752.6626),(68 6727.698),(69 6773.5273),(70 6799.0977),(71 6693.8916),(72 6570.676),(73 6721.6113),(74 6695.603),(75 6653.849),(76 6628.718),(77 6668.4805),(78 6702.0713),(79 6616.8135),
