1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 714008.2),(2 1067991.6),(3 1471366.1),(4 1868544.9),(5 2252515.8),(6 2607683.8),(7 2981090.3),(8 3402714.8),(9 3809187.3),(10 3231053.8),(11 3255935.3),(12 3251681.3),(13 3313253.3),(14 3403047),(15 3511021.8),(16 3639858),(17 3768470.3),(18 3854801.8),(19 3904216),(20 3937774),(21 3968401),(22 3849005.3),(23 3703113),(24 3520479),(25 3295528),(26 3025407),(27 2747708.3),(28 2465193.8),(29 2226918.8),(30 1960258),(31 2007884.5),(32 2020715),(33 2067974.9),(34 2135062.5),(35 2135757),(36 2151480),(37 2138730.3),(38 2123256.8),(39 2101949.3),(40 2053366.6),(41 2074621.9),(42 2079447.4),(43 2087235.6),(44 2145567.3),(45 2220987.3),(46 2316557.3),(47 2377820.3),(48 2454106),(49 2543483.8),(50 2579086.8),(51 2610677),(52 2626969.3),(53 2631613.3),(54 2616912.3),(55 2598973.3),(56 2598991.3),(57 2605653.3),(58 2585702),(59 2582663.3),(60 2523892),(61 2492739.3),(62 2445736),(63 2420694.5),(64 2396454.3),(65 2374963),(66 2330044.8),(67 2282474.8),(68 2274682.8),(69 2291338.5),(70 2296390),(71 2335079.3),(72 2376932),(73 2454037.8),(74 2533252.8),(75 2615904.8),(76 2689193.3),(77 2778577.5),(78 2831087),(79 2876738.8),
(1 1309.9229),(2 2350.0833),(3 3167.9358),(4 3796.4),(5 4299.0845),(6 4641.5195),(7 4846.681),(8 4977.5166),(9 5111.5137),(10 5437.6367),(11 5580.024),(12 5729.593),(13 5846.6987),(14 5931.705),(15 6033.253),(16 6067.2686),(17 6129.458),(18 6244.8486),(19 6277.2686),(20 6362.1797),(21 6370.593),(22 6524.8325),(23 6658.475),(24 6787.9385),(25 6883.3315),(26 6923.9053),(27 6993.062),(28 7000.9155),(29 7041.305),(30 7077.4014),(31 7049.0303),(32 7031.9336),(33 7063.3853),(34 7236.987),(35 7303.068),(36 7359.5522),(37 7377.826),(38 7381.3374),(39 7405.245),(40 7389.9453),(41 7394.2124),(42 7356.816),(43 7304.7266),(44 7236.3726),(45 7207.622),(46 7288.8213),(47 7276.657),(48 7294.353),(49 7348.7676),(50 7351.3193),(51 7414.9346),(52 7445.3257),(53 7503.132),(54 7542.058),(55 7516.4),(56 7512.7305),(57 7466.563),(58 7508.64),(59 7432.3267),(60 7427.163),(61 7378.7476),(62 7398.9805),(63 7399.888),(64 7394.0366),(65 7426.1),(66 7422.1743),(67 7510.5225),(68 7574.217),(69 7584.9463),(70 7595.3276),(71 7572.0293),(72 7531.8506),(73 7531.0205),(74 7527.379),(75 7534.5015),(76 7506.595),(77 7427.389),(78 7401.2046),(79 7344.294),
(1 1282.0605),(2 2274.497),(3 3063.4895),(4 3647.3208),(5 4118.873),(6 4468.9536),(7 4655.256),(8 4835.4653),(9 4989.054),(10 5216.2446),(11 5303.684),(12 5488.118),(13 5643.764),(14 5744.126),(15 5873.8584),(16 5934.071),(17 6017.9976),(18 6116.0664),(19 6173.308),(20 6241.5107),(21 6258.634),(22 6423.7314),(23 6508.5127),(24 6522.4097),(25 6591.465),(26 6653.178),(27 6755.708),(28 6794.5513),(29 6808.258),(30 6791.597),(31 6719.8643),(32 6756.8706),(33 6724.2383),(34 6790.7456),(35 6799.0254),(36 6813.6133),(37 6842.9385),(38 6847.976),(39 6879.444),(40 6805.979),(41 6794.6064),(42 6779.1606),(43 6789.4424),(44 6820.344),(45 6885.0815),(46 7000.274),(47 6997.993),(48 7016.0405),(49 7040.083),(50 7025.7217),(51 7045.776),(52 7082.456),(53 7078.9473),(54 7109.8066),(55 7110.1387),(56 7150.769),(57 7120.542),(58 7168.9004),(59 7158.121),(60 7101.1187),(61 7115.5444),(62 7168.7754),(63 7198.58),(64 7214.5483),(65 7201.099),(66 7240.345),(67 7233.8516),(68 7255.047),(69 7267.85),(70 7286.0664),(71 7341.4185),(72 7396.901),(73 7436.246),(74 7454.188),(75 7423.4365),(76 7416.4727),(77 7381.33),(78 7332.7656),(79 7317.8467),
(1 1228.3391),(2 2230.3809),(3 2987.3235),(4 3540.5178),(5 3978.769),(6 4294.371),(7 4498.716),(8 4673.8857),(9 4784.771),(10 5059.061),(11 5176.538),(12 5311.3413),(13 5403.978),(14 5491.9365),(15 5612.9736),(16 5721.3105),(17 5790.985),(18 5861.944),(19 5871.698),(20 5954.913),(21 6007.0503),(22 6169.8774),(23 6225.913),(24 6250.638),(25 6284.54),(26 6356.5713),(27 6392.6787),(28 6470.754),(29 6540.0015),(30 6612.9365),(31 6621.3813),(32 6605.866),(33 6628.5225),(34 6737.841),(35 6759.5713),(36 6736.614),(37 6711.3213),(38 6668.605),(39 6692.7886),(40 6723.1523),(41 6745.233),(42 6744.7944),(43 6684.4907),(44 6679.2183),(45 6695.08),(46 6750.728),(47 6757.0176),(48 6767.7954),(49 6769.247),(50 6808.428),(51 6897.475),(52 6966.651),(53 7000.8096),(54 7014.9985),(55 7046.082),(56 7067.302),(57 7067.3496),(58 7097.749),(59 7082.9795),(60 7054.284),(61 7067.756),(62 7085.094),(63 7127.08),(64 7132.5693),(65 7180.3804),(66 7186.8584),(67 7182.2905),(68 7192.4478),(69 7172.8555),(70 7231.8105),(71 7224.678),(72 7208.403),(73 7227.369),(74 7222.949),(75 7245.055),(76 7194.66),(77 7097.7075),(78 7075.517),(79 7002.1963),
(1 1216.8994),(2 2164.7014),(3 2946.313),(4 3481.845),(5 3871.964),(6 4142.284),(7 4302.6777),(8 4408.4346),(9 4511.9497),(10 4824.9277),(11 4938.979),(12 5062.1387),(13 5166.312),(14 5278.2285),(15 5448.361),(16 5551.155),(17 5561.579),(18 5607.203),(19 5601.8804),(20 5607.264),(21 5635.194),(22 5714.283),(23 5761.8604),(24 5795.6826),(25 5849.8706),(26 5929.3765),(27 6024.1553),(28 6088.9575),(29 6158.3433),(30 6203.687),(31 6145.2646),(32 6135.2725),(33 6096.14),(34 6096.432),(35 6076.8193),(36 6047.968),(37 6045.135),(38 6025.791),(39 6068.9917),(40 6128.8516),(41 6176.077),(42 6229.521),(43 6232.3286),(44 6241.383),(45 6278.0376),(46 6310.001),(47 6325.8193),(48 6305.0796),(49 6293.1016),(50 6305.008),(51 6359.177),(52 6390.9707),(53 6399.389),(54 6458.8633),(55 6444.6855),(56 6423.571),(57 6358.9536),(58 6390.6377),(59 6348.1714),(60 6324.346),(61 6349.2695),(62 6392.443),(63 6429.404),(64 6422.146),(65 6463.4136),(66 6493.2427),(67 6504.1226),(68 6503.286),(69 6486.961),(70 6527.7227),(71 6603.5205),(72 6676.512),(73 6701.7085),(74 6721.657),(75 6725.4194),(76 6717.0303),(77 6668.6846),(78 6603.1333),(79 6561.6284),
(1 1168.0503),(2 2085.6123),(3 2801.5757),(4 3301.781),(5 3707.094),(6 4006.7786),(7 4191.8384),(8 4296.0034),(9 4378.1543),(10 4650.167),(11 4727.6685),(12 4801.23),(13 4892.944),(14 5007.4653),(15 5126.434),(16 5229.783),(17 5292.8184),(18 5349.986),(19 5376.3877),(20 5381.729),(21 5436.4546),(22 5576.0234),(23 5653.06),(24 5695.218),(25 5754.9688),(26 5803.9497),(27 5881.5903),(28 5984.66),(29 6067.02),(30 6052.728),(31 6048.704),(32 6024.561),(33 6048.6943),(34 6169.405),(35 6205.9136),(36 6201.661),(37 6177.1323),(38 6189.3643),(39 6221.1265),(40 6227.0474),(41 6270.085),(42 6265.0576),(43 6246.6567),(44 6246.3555),(45 6307.9063),(46 6363.4805),(47 6413.0205),(48 6392.1875),(49 6386.0923),(50 6392.8643),(51 6404.4795),(52 6427.039),(53 6493.301),(54 6522.5),(55 6497.5737),(56 6476.8936),(57 6475.6113),(58 6536.6914),(59 6529.922),(60 6529.6055),(61 6530.109),(62 6481.765),(63 6494.7993),(64 6457.5425),(65 6435.903),(66 6446.9077),(67 6407.6445),(68 6417.6055),(69 6443.82),(70 6532.112),(71 6581.874),(72 6602.5874),(73 6620.034),(74 6624.7725),(75 6603.5894),(76 6576.91),(77 6561.1914),(78 6525.4395),(79 6509.0337),
(1 1133.5012),(2 2053.7258),(3 2739.6638),(4 3253.2542),(5 3640.3813),(6 3917.4072),(7 4082.7566),(8 4226.3926),(9 4342.645),(10 4630.659),(11 4727.6387),(12 4823.379),(13 4959.1846),(14 5081.6953),(15 5134.0586),(16 5188.491),(17 5196.9336),(18 5213.413),(19 5193.0024),(20 5180.9697),(21 5213.897),(22 5342.818),(23 5404.5806),(24 5462.5327),(25 5542.7305),(26 5562.779),(27 5622.021),(28 5633.9663),(29 5653.646),(30 5676.8467),(31 5686.7144),(32 5693.0625),(33 5692.9077),(34 5788.1216),(35 5811.033),(36 5805.9736),(37 5813.2876),(38 5834.1035),(39 5899.8516),(40 5886.816),(41 5921.488),(42 5930.9355),(43 5956.266),(44 5944.466),(45 5960.8955),(46 6016.6963),(47 6067.832),(48 6050.5874),(49 6040.35),(50 6046.792),(51 6103.201),(52 6156.631),(53 6193.371),(54 6238.6885),(55 6242.2026),(56 6213.635),(57 6210.47),(58 6317.1978),(59 6304.274),(60 6280.11),(61 6284.759),(62 6301.286),(63 6311.905),(64 6308.1113),(65 6374.758),(66 6414.7007),(67 6422.479),(68 6457.4487),(69 6474.338),(70 6457.4355),(71 6398.704),(72 6395.2134),(73 6366.3047),(74 6346.616),(75 6369.5347),(76 6323.9106),(77 6272.998),(78 6262.935),(79 6201.493),
(1 1097.076),(2 1944.5349),(3 2609.2153),(4 3071.5198),(5 3441.5083),(6 3697.613),(7 3843.6572),(8 3958.4084),(9 4062.6653),(10 4270.7925),(11 4399.4253),(12 4503.992),(13 4617.121),(14 4707.803),(15 4787.9805),(16 4830.969),(17 4826.5884),(18 4838.894),(19 4820.351),(20 4850.976),(21 4858.5366),(22 5007.3896),(23 5063.6074),(24 5149.135),(25 5212.5474),(26 5207.0117),(27 5214.64),(28 5182.234),(29 5185.78),(30 5215.2383),(31 5270.177),(32 5291.3926),(33 5312.208),(34 5412.76),(35 5438.899),(36 5415.788),(37 5453.789),(38 5472.49),(39 5518.396),(40 5523.313),(41 5532.024),(42 5504.719),(43 5474.254),(44 5462.0737),(45 5463.6),(46 5527.2163),(47 5563.324),(48 5559.3057),(49 5555.544),(50 5523.5566),(51 5519.7676),(52 5548.9595),(53 5569.2153),(54 5587.748),(55 5616.8867),(56 5617.4697),(57 5628.2925),(58 5633.8726),(59 5607.334),(60 5613.132),(61 5590.8203),(62 5574.585),(63 5617.117),(64 5622.3696),(65 5654.649),(66 5654.8604),(67 5707.591),(68 5748.892),(69 5790.555),(70 5847.899),(71 5855.935),(72 5901.047),(73 5896.2017),(74 5918.7534),(75 5963.0635),(76 5941.207),(77 5947.299),(78 5890.0054),(79 5845.6875),
(1 1079.4552),(2 1927.493),(3 2563.3374),(4 3041.8635),(5 3371.8057),(6 3588.4502),(7 3683.8057),(8 3808.824),(9 3906.438),(10 4155.9404),(11 4303.436),(12 4418.579),(13 4509.731),(14 4603.3716),(15 4722.1133),(16 4793.0044),(17 4826.9272),(18 4858.9604),(19 4803.9077),(20 4789.728),(21 4808.1104),(22 4937.4644),(23 4999.483),(24 5056.86),(25 5126.108),(26 5172.1577),(27 5194.2095),(28 5262.237),(29 5297.218),(30 5295.1777),(31 5330.1074),(32 5347.216),(33 5374.5),(34 5440.262),(35 5430.5093),(36 5391.3516),(37 5405.08),(38 5408.1704),(39 5440.2896),(40 5432.6973),(41 5449.8706),(42 5451.002),(43 5403.536),(44 5403.7217),(45 5430.9517),(46 5580.9673),(47 5615.4873),(48 5590.995),(49 5604.5156),(50 5612.195),(51 5643.4834),(52 5694.6294),(53 5669.3936),(54 5677.3745),(55 5706.972),(56 5708.534),(57 5679.1333),(58 5674.422),(59 5653.252),(60 5583.139),(61 5552.395),(62 5539.613),(63 5565.5986),(64 5543.787),(65 5542.6904),(66 5562.5586),(67 5582.3794),(68 5551.312),(69 5582.6816),(70 5645.887),(71 5669.566),(72 5662.594),(73 5622.6035),(74 5604.846),(75 5623.1875),(76 5591.238),(77 5575.8047),(78 5524.0054),(79 5504.37),
(1 1065.7892),(2 1887.0334),(3 2549.4639),(4 2992.9177),(5 3307.4248),(6 3497.74),(7 3614.2854),(8 3724.6355),(9 3855.097),(10 4094.679),(11 4210.4834),(12 4349.035),(13 4459.1465),(14 4514.5093),(15 4597.9956),(16 4682.8545),(17 4739.5913),(18 4746.3105),(19 4729.686),(20 4708.7764),(21 4721.843),(22 4805.11),(23 4813.329),(24 4812.9155),(25 4829.136),(26 4861.21),(27 4884.808),(28 4914.676),(29 4920.3335),(30 4913.816),(31 4932.85),(32 4939.0376),(33 4949.5767),(34 5003.1694),(35 5022.2734),(36 5032.0903),(37 5077.7847),(38 5119.2373),(39 5191.2056),(40 5189.2505),(41 5193.8022),(42 5224.877),(43 5213.0854),(44 5213.82),(45 5230.788),(46 5313.33),(47 5338.4575),(48 5334.1177),(49 5346.117),(50 5310.207),(51 5328.854),(52 5360.8027),(53 5365.442),(54 5412.772),(55 5391.528),(56 5344.2188),(57 5330.0874),(58 5372.697),(59 5315.94),(60 5259.977),(61 5249.046),(62 5287.336),(63 5304.1973),(64 5280.259),(65 5258.0615),(66 5241.133),(67 5228.277),(68 5201.6064),(69 5237.9424),(70 5263.3667),(71 5280.9688),(72 5330.707),(73 5328.745),(74 5286.838),(75 5304.1724),(76 5249.679),(77 5234.874),(78 5203.6133),(79 5202.0063),
(1 1028.9193),(2 1769.7671),(3 2352.7957),(4 2753.8052),(5 3060.4163),(6 3283.6125),(7 3420.1262),(8 3541.5378),(9 3644.4172),(10 3880.805),(11 4035.9414),(12 4138.709),(13 4235.5825),(14 4283.797),(15 4346.697),(16 4381.7944),(17 4412.2886),(18 4438.389),(19 4438.721),(20 4486.019),(21 4517.62),(22 4617.773),(23 4668.8223),(24 4720.1396),(25 4775.9663),(26 4801.8623),(27 4826.903),(28 4810.5786),(29 4810.654),(30 4808.1235),(31 4788.4873),(32 4803.9053),(33 4803.1006),(34 4834.1436),(35 4846.146),(36 4851.6523),(37 4847.0337),(38 4880.42),(39 4956.667),(40 4924.033),(41 4912.7695),(42 4928.5854),(43 4903.7515),(44 4907.833),(45 4912.6777),(46 4947.842),(47 4921.756),(48 4887.8623),(49 4884.495),(50 4877.873),(51 4876.7446),(52 4909.922),(53 4930.809),(54 4981.29),(55 5016.49),(56 4991.288),(57 5002.2383),(58 5059.97),(59 5074.581),(60 5049.513),(61 5035.0635),(62 5041.5835),(63 5016.267),(64 5009.888),(65 5009.976),(66 5027.6855),(67 5020.8633),(68 5014.3247),(69 5009.899),(70 5054.1426),(71 5077.752),(72 5044.3574),(73 4995.647),(74 4979.8745),(75 4978.7017),(76 4948.3594),(77 4978.893),(78 5006.832),(79 5001.1904),
(1 979.89343),(2 1711.136),(3 2292.708),(4 2671.5037),(5 2996.8833),(6 3197.6875),(7 3307.5862),(8 3431.2947),(9 3511.021),(10 3704.6824),(11 3827.6482),(12 3911.809),(13 3974.9688),(14 4061.1309),(15 4111.832),(16 4164.4443),(17 4224.687),(18 4285.0977),(19 4329.9785),(20 4341.7715),(21 4355.6475),(22 4442.1743),(23 4474.838),(24 4504.3887),(25 4537.6826),(26 4570.0254),(27 4606.293),(28 4589.601),(29 4594.2974),(30 4598.9775),(31 4585.3164),(32 4571.7764),(33 4600.3574),(34 4671.954),(35 4689.7393),(36 4694.9634),(37 4715.566),(38 4736.809),(39 4755.0127),(40 4768.0854),(41 4745.157),(42 4719.7485),(43 4713.6216),(44 4697.1187),(45 4712.4927),(46 4797.5513),(47 4804.857),(48 4805.89),(49 4802.1987),(50 4802.365),(51 4847.865),(52 4891.2896),(53 4920.037),(54 4960.327),(55 4958.4326),(56 4949.354),(57 4954.425),(58 4972.715),(59 4923.7793),(60 4891.5107),(61 4847.3096),(62 4835.878),(63 4819.286),(64 4819.983),(65 4838.991),(66 4862.4575),(67 4864.0317),(68 4808.1987),(69 4785.127),(70 4809.4463),(71 4831.3525),(72 4835.6465),(73 4815.4136),(74 4811.224),(75 4779.8477),(76 4770.9424),(77 4763.84),(78 4752.5806),(79 4727.484),
(1 955.85486),(2 1654.5072),(3 2183.4055),(4 2515.5654),(5 2796.9985),(6 2991.5217),(7 3119.9783),(8 3225.8115),(9 3290.375),(10 3427.825),(11 3512.4534),(12 3614.4465),(13 3708.8208),(14 3778.8782),(15 3856.119),(16 3896.005),(17 3947.379),(18 4012.757),(19 4040.6445),(20 4052.6565),(21 4081.7979),(22 4161.453),(23 4210.75),(24 4220.2427),(25 4249.4116),(26 4287.8022),(27 4338.0503),(28 4356.4063),(29 4368.6685),(30 4378.0435),(31 4381.921),(32 4365.0796),(33 4377.6),(34 4465.3887),(35 4528.807),(36 4552.7603),(37 4543.672),(38 4564.398),(39 4584.109),(40 4594.9844),(41 4606.0835),(42 4570.884),(43 4551.773),(44 4538.4063),(45 4538.0483),(46 4582.368),(47 4606.455),(48 4555.737),(49 4573.862),(50 4575.759),(51 4635.804),(52 4678.6255),(53 4743.803),(54 4773.7437),(55 4760.051),(56 4762.9043),(57 4710.162),(58 4721.507),(59 4713.7954),(60 4705.0903),(61 4701.2334),(62 4692.9937),(63 4681.6294),(64 4686.3794),(65 4712.5923),(66 4686.624),(67 4692.083),(68 4675.8784),(69 4695.163),(70 4699.187),(71 4708.7393),(72 4657.9526),(73 4611.1978),(74 4603.2437),(75 4576.999),(76 4577.4644),(77 4588.738),(78 4610.3438),(79 4590.4478),
(1 959.8014),(2 1655.6779),(3 2177.7964),(4 2554.766),(5 2824.78),(6 3006.4458),(7 3138.4255),(8 3242.585),(9 3310.2295),(10 3465.4563),(11 3536.06),(12 3590.4885),(13 3674.4631),(14 3708.5125),(15 3734.096),(16 3790.343),(17 3823.6467),(18 3848.1726),(19 3829.0186),(20 3835.998),(21 3891.358),(22 3943.2468),(23 3956.6028),(24 3968.9197),(25 3960.4668),(26 3969.816),(27 3989.93),(28 3978.8196),(29 4003.6272),(30 4019.4912),(31 4021.7961),(32 4032.4155),(33 4056.0618),(34 4136.2646),(35 4158.5435),(36 4176.9453),(37 4198.53),(38 4230.0073),(39 4274.195),(40 4321.419),(41 4352.11),(42 4343.0903),(43 4368.1675),(44 4344.391),(45 4325.671),(46 4318.0723),(47 4343.7373),(48 4328.4263),(49 4330.225),(50 4346.276),(51 4397.148),(52 4459.2393),(53 4486.977),(54 4465.0063),(55 4446.7065),(56 4472.694),(57 4488.143),(58 4540.4785),(59 4538.6245),(60 4548.446),(61 4584.6606),(62 4571.634),(63 4581.1553),(64 4534.6226),(65 4529.356),(66 4530.299),(67 4525.181),(68 4529.2847),(69 4550.1714),(70 4549.0127),(71 4553.8716),(72 4538.0225),(73 4525.9854),(74 4530.4854),(75 4546.039),(76 4555.6694),(77 4587.5205),(78 4550.9854),(79 4505.615),
(1 920.9786),(2 1575.2697),(3 2076.3928),(4 2448.9153),(5 2698.6477),(6 2880.82),(7 2989.2573),(8 3067.4756),(9 3126.941),(10 3268.5042),(11 3337.8862),(12 3411.5376),(13 3464.416),(14 3505.6643),(15 3566.8525),(16 3628.0552),(17 3674.4558),(18 3678.567),(19 3636.9324),(20 3618.0422),(21 3616.9753),(22 3699.8035),(23 3737.1416),(24 3752.0977),(25 3801.1985),(26 3824.453),(27 3843.8218),(28 3835.1438),(29 3842.311),(30 3845.0408),(31 3849.9114),(32 3889.4336),(33 3912.7515),(34 3999.5322),(35 4040.163),(36 4078.7393),(37 4097.84),(38 4056.4602),(39 4067.0166),(40 4060.5205),(41 4074.766),(42 4076.059),(43 4084.1335),(44 4074.3562),(45 4095.1775),(46 4104.5884),(47 4104.718),(48 4097.8027),(49 4115.1367),(50 4131.5264),(51 4168.531),(52 4189.0557),(53 4217.91),(54 4175.954),(55 4159.814),(56 4150.977),(57 4131.087),(58 4162.043),(59 4153.1543),(60 4141.773),(61 4133.9014),(62 4133.2036),(63 4144.1333),(64 4145.2246),(65 4139.4478),(66 4147.6567),(67 4111.9688),(68 4128.291),(69 4147.0195),(70 4202.6294),(71 4220.384),(72 4227.274),(73 4243.837),(74 4261.7446),(75 4288.8643),(76 4291.856),(77 4265.662),(78 4251.0825),(79 4194.9937),
(1 911.35864),(2 1569.9761),(3 2081.8132),(4 2463.3772),(5 2721.4424),(6 2892.3738),(7 3026.978),(8 3081.889),(9 3151.4097),(10 3258.0981),(11 3334.144),(12 3408.613),(13 3470.5464),(14 3554.2407),(15 3608.5378),(16 3642.915),(17 3654.987),(18 3663.8762),(19 3693.3218),(20 3699.878),(21 3666.9014),(22 3738.3704),(23 3782.9956),(24 3789.861),(25 3806.6938),(26 3849.4775),(27 3870.9233),(28 3862.4958),(29 3884.189),(30 3908.2446),(31 3900.8877),(32 3966.491),(33 3973.1301),(34 4036.4812),(35 4037.0957),(36 4045.4653),(37 4058.686),(38 4030.9941),(39 4037.021),(40 4015.7864),(41 4015.4275),(42 4040.2573),(43 4049.562),(44 4051.7336),(45 4052.5745),(46 4065.5762),(47 4083.46),(48 4072.51),(49 4086.2463),(50 4075.8608),(51 4096.7188),(52 4085.3135),(53 4076.9995),(54 4080.188),(55 4107.6704),(56 4083.269),(57 4117.7),(58 4149.1123),(59 4177.136),(60 4168.2876),(61 4152.788),(62 4191.1094),(63 4214.4053),(64 4183.1045),(65 4162.2207),(66 4114.504),(67 4077.2664),(68 4046.7422),(69 4038.145),(70 4071.7034),(71 4074.6086),(72 4060.6707),(73 4073.3042),(74 4082.1858),(75 4096.3574),(76 4086.8618),(77 4107.535),(78 4087.4495),(79 4094.0369),
(1 895.41565),(2 1531.5797),(3 1984.1959),(4 2304.5105),(5 2554.6946),(6 2721.9102),(7 2864.0574),(8 2954.5015),(9 3038.9192),(10 3148.0105),(11 3220.2197),(12 3298.094),(13 3360.4058),(14 3417.0408),(15 3473.889),(16 3504.8274),(17 3551.386),(18 3592.5486),(19 3571.9106),(20 3592.4675),(21 3613.1218),(22 3709.802),(23 3732.926),(24 3729.955),(25 3737.8638),(26 3756.7244),(27 3766.0645),(28 3708.5627),(29 3713.0571),(30 3716.6047),(31 3707.6055),(32 3745.5034),(33 3766.416),(34 3841.0862),(35 3835.891),(36 3821.0852),(37 3821.2415),(38 3794.9368),(39 3834.385),(40 3845.0464),(41 3890.0784),(42 3888.389),(43 3865.393),(44 3861.346),(45 3879.2417),(46 3898.6055),(47 3888.361),(48 3879.1794),(49 3850.1367),(50 3822.796),(51 3870.2803),(52 3854.5242),(53 3816.5835),(54 3812.221),(55 3835.1143),(56 3868.2578),(57 3860.4893),(58 3889.1362),(59 3882.2102),(60 3897.8342),(61 3895.4854),(62 3908.7473),(63 3924.876),(64 3909.321),(65 3928.2803),(66 3927.2097),(67 3916.339),(68 3893.0308),(69 3882.7747),(70 3925.8357),(71 3934.2288),(72 3929.9736),(73 3968.874),(74 3967.653),(75 3987.8892),(76 3972.3616),(77 3968.9087),(78 3965.526),(79 3964.1492),
