1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125462.445),(2 321048.4),(3 578234.5),(4 792892.06),(5 972583.75),(6 1075489.5),(7 1129777.9),(8 1184534.9),(9 1244091.4),(10 1318152.5),(11 1401288.1),(12 1578033),(13 1795823.4),(14 1993231.6),(15 2224850.8),(16 2394041.3),(17 2481464),(18 2544651.8),(19 2542898.3),(20 2529923.5),(21 2609949),(22 2757215.3),(23 2940562.8),(24 3165610.3),(25 3367151.8),(26 3474293.3),(27 3328171.8),(28 3268541.3),(29 3193056.8),(30 3117259.3),(31 3068676),(32 3130629),(33 3255203.8),(34 3544880.8),(35 3694840),(36 3754534),(37 3710283.8),(38 3565009.8),(39 3368935.3),(40 3152915.3),(41 2954947.8),(42 2870225),(43 2830822.3),(44 2807473.3),(45 2845730.3),(46 2837194),(47 2840235.3),(48 2854041.8),(49 2865780.8),(50 2872362.3),(51 2905374),(52 2936568.8),(53 2964906.3),(54 2993417.8),(55 3002146.3),(56 3037523.8),(57 3069757),(58 3043038.3),(59 3055297.3),(60 3105234.8),(61 3150295.3),(62 3183334),(63 3236827),(64 3336143.3),(65 3444642),(66 3523611),(67 3581698.8),(68 3704045.8),(69 3799491),(70 3810265),(71 3727769.3),(72 3694290.3),(73 3633607.3),(74 3625989.3),(75 3625089.3),(76 3616254.8),(77 3562490),(78 3502652.3),(79 3471499.8),
(1 134099.7),(2 338205.97),(3 570997.25),(4 793145.75),(5 985939.56),(6 1168171),(7 1271235.6),(8 1360892.9),(9 1417523.1),(10 1490296.1),(11 1597540.4),(12 1756742.8),(13 1933821.9),(14 2092226.1),(15 2230814.3),(16 2343195),(17 2430982.3),(18 2492385.8),(19 2539615),(20 2558264.5),(21 2601495.3),(22 2678855.8),(23 2791399),(24 2943553.5),(25 3129815.8),(26 3252488),(27 3346513.5),(28 3415697.5),(29 3476681.8),(30 3541176.3),(31 3577484.5),(32 3605037.5),(33 3582645.5),(34 3606668.5),(35 3644469.5),(36 3661584.8),(37 3645581.5),(38 3602402),(39 3573266.5),(40 3545719.8),(41 3511441),(42 3460352),(43 3461388.8),(44 3497720.3),(45 3542454.3),(46 3564195.8),(47 3596020.3),(48 3638112.8),(49 3669433.5),(50 3674267.8),(51 3696502.3),(52 3677612.5),(53 3652180.8),(54 3649337.8),(55 3647268.8),(56 3627391.3),(57 3604010),(58 3593512.3),(59 3597968.8),(60 3596102.5),(61 3601673),(62 3618494.5),(63 3642163.3),(64 3692319.3),(65 3764327.8),(66 3828109.5),(67 3908830.3),(68 4030637.3),(69 4156439),(70 4268449.5),(71 4348651),(72 4361127.5),(73 4401330),(74 4413865.5),(75 4445925),(76 4509248.5),(77 4549609.5),(78 4585470),(79 4631378),
(1 129286.65),(2 318113.72),(3 517433),(4 705167.3),(5 879549.2),(6 1035790.5),(7 1141795.9),(8 1237660.5),(9 1329333.9),(10 1428265.4),(11 1575601),(12 1737410.4),(13 1879150.4),(14 2009500.4),(15 2096953.9),(16 2174523.3),(17 2232438.8),(18 2267967.3),(19 2290725),(20 2327973.3),(21 2387495.3),(22 2467098.8),(23 2581266),(24 2719437.5),(25 2907904),(26 3030006.8),(27 3167791),(28 3306718.8),(29 3411979.3),(30 3506633.3),(31 3536534.3),(32 3565002.8),(33 3585678),(34 3607892.3),(35 3594078.3),(36 3593721.3),(37 3591626),(38 3569026.8),(39 3522236.8),(40 3480538.3),(41 3412727.8),(42 3316003.3),(43 3246051.3),(44 3216151.8),(45 3223051),(46 3211882.8),(47 3230684),(48 3228411.8),(49 3219809.3),(50 3196207.8),(51 3177594.8),(52 3129453),(53 3099177.3),(54 3092906),(55 3088458),(56 3096943.3),(57 3101501.8),(58 3110921.3),(59 3110345.8),(60 3095049.3),(61 3058536.8),(62 3030595),(63 2999326.8),(64 3005149.8),(65 3040607.8),(66 3059404),(67 3101360.8),(68 3140880),(69 3166564.8),(70 3188163.8),(71 3170341.8),(72 3119131.3),(73 3115819),(74 3115905),(75 3099209.3),(76 3089082),(77 3099195.3),(78 3122229),(79 3130743.3),
(1 138892.42),(2 347280.28),(3 573365.3),(4 776674.4),(5 954579.1),(6 1098400.3),(7 1210182.4),(8 1316795.6),(9 1399153.5),(10 1486046.8),(11 1633143.5),(12 1771295.4),(13 1923729),(14 2078728.5),(15 2189960.8),(16 2257358.3),(17 2272979.8),(18 2271041.5),(19 2265572.5),(20 2257689.5),(21 2310028.8),(22 2432414),(23 2567257),(24 2698363.3),(25 2850490.3),(26 2957131.5),(27 3047154),(28 3098029.8),(29 3153141.8),(30 3193795.8),(31 3227761.5),(32 3263473.3),(33 3303271),(34 3380024.8),(35 3424365.5),(36 3471930.3),(37 3453270.8),(38 3397107.8),(39 3322378.3),(40 3252330.3),(41 3191570.5),(42 3114355),(43 3059166),(44 3043668.5),(45 3043431.3),(46 3053085.8),(47 3084847),(48 3092213),(49 3056266),(50 3029042.5),(51 3017219.3),(52 3045513.3),(53 3067304.3),(54 3110233),(55 3156492.8),(56 3172405),(57 3172627.3),(58 3173714.5),(59 3153662),(60 3127979.5),(61 3099145.5),(62 3076741.5),(63 3073819.8),(64 3098125.8),(65 3150977),(66 3198299.8),(67 3262753),(68 3310763.8),(69 3331112.8),(70 3336105),(71 3330766),(72 3362976),(73 3347331.3),(74 3340432),(75 3328304),(76 3359227.5),(77 3349890.5),(78 3359235.3),(79 3363172.8),
(1 135486.88),(2 336600.44),(3 549982.44),(4 753203.7),(5 930600.2),(6 1104090.9),(7 1253383.6),(8 1367481.9),(9 1448245.5),(10 1554146.8),(11 1692659.4),(12 1826762.5),(13 1962973.8),(14 2078805.1),(15 2168269.3),(16 2253774.8),(17 2326901.5),(18 2369443.3),(19 2362838.5),(20 2369544.5),(21 2405775.5),(22 2491687.3),(23 2588797.5),(24 2697610.3),(25 2832028.5),(26 2921616.3),(27 2983913),(28 2995746),(29 2988235.5),(30 2969251.8),(31 2965777.5),(32 2970619.3),(33 2990402),(34 3029905.3),(35 3084879.3),(36 3118155.3),(37 3134182),(38 3131958.8),(39 3110522.5),(40 3082851.8),(41 3060256.8),(42 3028382.8),(43 2997942.5),(44 2998729.3),(45 3023785),(46 3054769),(47 3098568.3),(48 3141736.8),(49 3161781),(50 3146160.8),(51 3140659.3),(52 3116652.5),(53 3089435.8),(54 3113199.8),(55 3168635.3),(56 3229403),(57 3301247.8),(58 3377122),(59 3445371.3),(60 3485149),(61 3480891),(62 3475065.3),(63 3467970.5),(64 3487414.8),(65 3534067.3),(66 3579656.8),(67 3660868.3),(68 3702019.3),(69 3698086.8),(70 3692447.8),(71 3677801.3),(72 3652161.3),(73 3605332.5),(74 3579915.8),(75 3573412.8),(76 3538946.5),(77 3505820.5),(78 3459080),(79 3424139.3),
(1 135249.88),(2 326435.78),(3 535238.4),(4 723713.5),(5 856194.8),(6 959186.25),(7 1039382.4),(8 1113126),(9 1178070.6),(10 1269920.6),(11 1403210.9),(12 1564917.4),(13 1728635.4),(14 1851523.5),(15 1928726.4),(16 1985361.5),(17 2041419),(18 2090132.9),(19 2130039),(20 2149745.3),(21 2196693.3),(22 2281899),(23 2390489.5),(24 2498449.3),(25 2599601.8),(26 2664743.8),(27 2702951),(28 2756030),(29 2768041.5),(30 2783693),(31 2805171.8),(32 2798980.8),(33 2787973.3),(34 2793174.5),(35 2812078.8),(36 2831439),(37 2820887),(38 2794841),(39 2774123.5),(40 2747790.3),(41 2727603.8),(42 2693467.8),(43 2672097),(44 2662570),(45 2665159.8),(46 2666401.3),(47 2670295.8),(48 2672397.3),(49 2631498),(50 2603245),(51 2575017),(52 2548680.5),(53 2535437.8),(54 2533745.3),(55 2531884.8),(56 2546815),(57 2577315.5),(58 2583494.5),(59 2593436.8),(60 2593553.8),(61 2594132.3),(62 2605766.3),(63 2603302.8),(64 2628297.3),(65 2671110),(66 2732573.8),(67 2793250.3),(68 2822529.3),(69 2798156.8),(70 2794904.3),(71 2767035),(72 2754982.5),(73 2746070),(74 2757697.3),(75 2758931.5),(76 2797716.5),(77 2836232.5),(78 2863940.8),(79 2891502),
(1 136209.58),(2 331607.8),(3 543402.44),(4 733508.06),(5 878540.06),(6 981915.06),(7 1045042),(8 1088397.1),(9 1118385.4),(10 1159516.8),(11 1240637.4),(12 1348372),(13 1496357.4),(14 1638158.6),(15 1748120.5),(16 1811049.1),(17 1836784),(18 1835980),(19 1821957.6),(20 1802415.8),(21 1800517.1),(22 1840495.8),(23 1930857.9),(24 2044597.9),(25 2162022.3),(26 2238055.3),(27 2324952),(28 2369802.3),(29 2398129.5),(30 2386012.3),(31 2368255),(32 2365611),(33 2406761.3),(34 2447607.8),(35 2508685.3),(36 2565423.3),(37 2593722.3),(38 2610567.5),(39 2583335),(40 2526798.3),(41 2465787.8),(42 2395727.5),(43 2385732.3),(44 2434768),(45 2494184.8),(46 2568123.8),(47 2628766.8),(48 2671978.8),(49 2684404.3),(50 2679879.3),(51 2681367),(52 2654861.3),(53 2591271.5),(54 2573180.3),(55 2599629.8),(56 2620395.3),(57 2664696.5),(58 2705863),(59 2719133.5),(60 2692763.5),(61 2656760.3),(62 2638403.8),(63 2636285.8),(64 2634022.8),(65 2671015.8),(66 2736532.8),(67 2820767.8),(68 2869092.8),(69 2907716.3),(70 2942895),(71 2959711.8),(72 2954248.5),(73 2944739.5),(74 2956299.8),(75 2957155),(76 2960637.8),(77 2985485.3),(78 3024733.8),(79 3064681),
(1 133791.48),(2 318341.94),(3 521001.6),(4 702891.25),(5 851582.25),(6 967273.3),(7 1046995.9),(8 1104713.3),(9 1146300.1),(10 1208614.3),(11 1302309.4),(12 1414508.6),(13 1533252.6),(14 1631344.4),(15 1722909.1),(16 1780470.6),(17 1816317.1),(18 1816683.9),(19 1822395.4),(20 1805161.9),(21 1795125),(22 1832360),(23 1909366.8),(24 1999326.1),(25 2078384.4),(26 2132038),(27 2157170.5),(28 2189109),(29 2188014.8),(30 2171222),(31 2159857),(32 2154290.5),(33 2177774.5),(34 2197669.8),(35 2240893.5),(36 2280959),(37 2303420.8),(38 2284342.5),(39 2270976),(40 2234858.5),(41 2191819.3),(42 2175254.3),(43 2189588.8),(44 2223445.5),(45 2289046.3),(46 2362855.5),(47 2427812.8),(48 2454751.5),(49 2452134),(50 2460177),(51 2467715.5),(52 2467220.3),(53 2460002.8),(54 2474839.8),(55 2558592.8),(56 2619705.8),(57 2695951.5),(58 2779395.5),(59 2823538.8),(60 2827021),(61 2806554.3),(62 2776115),(63 2781788.5),(64 2778742.5),(65 2834365),(66 2926833.5),(67 3037394.8),(68 3117104.5),(69 3185425),(70 3205660.5),(71 3226650.5),(72 3247293.5),(73 3276114),(74 3297120.5),(75 3314333.3),(76 3354139.8),(77 3403817.5),(78 3486792.3),(79 3518736.8),
(1 126513.836),(2 299587.88),(3 483634.9),(4 659450.2),(5 796816.06),(6 911459),(7 993182.5),(8 1052691.9),(9 1115470.5),(10 1186159.5),(11 1278188.4),(12 1394639.8),(13 1508287.8),(14 1610008.6),(15 1688887.8),(16 1732653.9),(17 1794207.5),(18 1832231.3),(19 1854418.1),(20 1856672.8),(21 1866230),(22 1915931.9),(23 1976834.8),(24 2057534.3),(25 2127040.8),(26 2182806),(27 2213940.8),(28 2245559.3),(29 2261231.5),(30 2268284),(31 2265313.5),(32 2264762.3),(33 2272938.3),(34 2306927),(35 2327854.3),(36 2353316.3),(37 2347738.8),(38 2319437),(39 2295425),(40 2263481.3),(41 2241865.8),(42 2236412.3),(43 2249955.5),(44 2277022),(45 2316873.8),(46 2340688.3),(47 2366477),(48 2383094.3),(49 2368215.8),(50 2372768.8),(51 2371169.5),(52 2357919.3),(53 2339540.8),(54 2336951.8),(55 2360220.3),(56 2339150),(57 2331635.5),(58 2329716),(59 2307559.3),(60 2285834.3),(61 2256387.5),(62 2212984.8),(63 2177581.5),(64 2160309.8),(65 2155474.3),(66 2168402.3),(67 2191534),(68 2218364.3),(69 2236756),(70 2246670.8),(71 2255496),(72 2247150),(73 2249036),(74 2228983.3),(75 2207797.5),(76 2196867.3),(77 2192635),(78 2209763.3),(79 2218812),
(1 126791.91),(2 300831.3),(3 490809.2),(4 653411.6),(5 780986.56),(6 882363.9),(7 969145.44),(8 1029340.1),(9 1073770.8),(10 1132294.3),(11 1203888.5),(12 1308134.4),(13 1412602.6),(14 1527168.1),(15 1629406.5),(16 1695360),(17 1753146.4),(18 1796843.3),(19 1836403.1),(20 1860116.8),(21 1873912.8),(22 1934457.8),(23 2015181.6),(24 2104427.3),(25 2157781.5),(26 2198025),(27 2212075.5),(28 2231246),(29 2233317.5),(30 2235269),(31 2235890),(32 2228049),(33 2240859),(34 2282245.8),(35 2313891),(36 2328882.5),(37 2313060.8),(38 2282831.3),(39 2253287),(40 2249665),(41 2240267.3),(42 2229870),(43 2247439),(44 2295529.8),(45 2354947),(46 2407811.5),(47 2444630.5),(48 2476177.8),(49 2488400.3),(50 2509558.5),(51 2522829),(52 2528667.5),(53 2492616.5),(54 2471935),(55 2464940.5),(56 2465144.5),(57 2467505.8),(58 2440791.5),(59 2401116.3),(60 2351217),(61 2302684.8),(62 2239411.5),(63 2199132.5),(64 2182513.8),(65 2171669),(66 2189076.8),(67 2214043.5),(68 2228203.8),(69 2235463),(70 2222937),(71 2213808.3),(72 2172610),(73 2150659),(74 2139911.3),(75 2135152.5),(76 2180186),(77 2181291.8),(78 2187410),(79 2176977.5),
(1 123561.92),(2 300345.94),(3 491119.9),(4 655374.1),(5 787201.8),(6 895649),(7 955698.94),(8 1014527),(9 1047329.06),(10 1098578.4),(11 1161204.6),(12 1231383.1),(13 1318796.8),(14 1403668.4),(15 1480120),(16 1538482.4),(17 1573782.3),(18 1592385.1),(19 1589799.4),(20 1595632.6),(21 1618658.8),(22 1681712.8),(23 1766295.3),(24 1852850.8),(25 1936711.8),(26 2001823.8),(27 2042872.3),(28 2065207.6),(29 2091956.8),(30 2116309.3),(31 2125241),(32 2169751.3),(33 2250511.3),(34 2314224.5),(35 2361883.3),(36 2400313.5),(37 2421549.5),(38 2427152.5),(39 2420064),(40 2410332.8),(41 2409520.8),(42 2419995.3),(43 2425766.5),(44 2446143.3),(45 2469739.3),(46 2506385),(47 2551549.8),(48 2599877.8),(49 2618957.5),(50 2628847.5),(51 2629386.3),(52 2623663),(53 2599301.5),(54 2572473.5),(55 2525890.5),(56 2511744.5),(57 2504829),(58 2510417.8),(59 2507093.3),(60 2500441.8),(61 2485978.3),(62 2432028),(63 2378449.3),(64 2349300.8),(65 2349103.5),(66 2376331),(67 2414132.8),(68 2471979.8),(69 2495706.5),(70 2515545.3),(71 2512264.8),(72 2520719.3),(73 2512765.5),(74 2513549.5),(75 2525621.3),(76 2553259.5),(77 2579964.5),(78 2625578),(79 2645220.3),
(1 117874.57),(2 282579.38),(3 456445.28),(4 600096.3),(5 714840.7),(6 811996.5),(7 877970.4),(8 933654.4),(9 970516.7),(10 1020608.25),(11 1110070.3),(12 1203676.4),(13 1293714.3),(14 1382825.9),(15 1453687.8),(16 1515887.1),(17 1555674.3),(18 1579957.4),(19 1580572.4),(20 1558091.9),(21 1547613.8),(22 1594707.3),(23 1680364.5),(24 1766605.1),(25 1839175.5),(26 1888900.4),(27 1933759.5),(28 1976455.1),(29 2012792.5),(30 2029942.4),(31 2030500.1),(32 2033287.5),(33 2040332.4),(34 2070459.4),(35 2082868.8),(36 2081679.8),(37 2078461),(38 2061523.4),(39 2030272),(40 2010205.5),(41 2016556.4),(42 2011845),(43 2027912.5),(44 2054599.4),(45 2073669),(46 2095254),(47 2123628),(48 2132056.8),(49 2121751.5),(50 2101579.5),(51 2080719.8),(52 2057878),(53 2042389.8),(54 2064151.8),(55 2079928),(56 2103168),(57 2129040.5),(58 2132887.8),(59 2097615.3),(60 2076233.4),(61 2077485.8),(62 2051694.6),(63 2061884.4),(64 2091595.3),(65 2138370.8),(66 2208183),(67 2292371.5),(68 2356534.8),(69 2398760.3),(70 2432740.8),(71 2455195),(72 2464732),(73 2493439),(74 2505572),(75 2540610.3),(76 2589284),(77 2645111.3),(78 2723713.3),(79 2779374.8),
(1 117423.555),(2 281422.06),(3 460704.63),(4 622084.25),(5 744849.44),(6 844957.1),(7 923445.1),(8 986722.3),(9 1016720.9),(10 1053129.3),(11 1108727.8),(12 1170749.5),(13 1242168.5),(14 1292826.6),(15 1338601),(16 1385934.9),(17 1425627.4),(18 1431502.1),(19 1435891.9),(20 1448330.1),(21 1458247.9),(22 1506206.5),(23 1589736.9),(24 1686157),(25 1761794),(26 1818800.9),(27 1851445.4),(28 1873248.9),(29 1893557.1),(30 1944278.6),(31 1975433.5),(32 2016664),(33 2042617.5),(34 2082573.4),(35 2110207.5),(36 2127054.3),(37 2126784.3),(38 2126947),(39 2120276),(40 2124751.5),(41 2137370),(42 2158502.5),(43 2160575.3),(44 2161782.5),(45 2159599.8),(46 2163459.5),(47 2160138.5),(48 2151699.5),(49 2131394),(50 2107991),(51 2086889.1),(52 2073088.5),(53 2065670.5),(54 2094550.6),(55 2113920),(56 2134609),(57 2127902.5),(58 2133840.8),(59 2127627),(60 2115885),(61 2112715),(62 2101186.3),(63 2088588.9),(64 2091978.6),(65 2094917.5),(66 2105861.8),(67 2131745.8),(68 2184037),(69 2237680.8),(70 2278843.3),(71 2303375),(72 2327336.5),(73 2346492.5),(74 2349354),(75 2344607),(76 2349545.8),(77 2346641.8),(78 2378341),(79 2395971.3),
(1 113542.766),(2 265811.97),(3 425249.44),(4 562651.2),(5 668989.1),(6 747179.1),(7 797444.25),(8 836516.94),(9 858778.44),(10 869449.2),(11 904762.25),(12 974448.2),(13 1062615.3),(14 1137791.9),(15 1188300.5),(16 1241368.9),(17 1272662.9),(18 1275363.1),(19 1259353.1),(20 1232950.5),(21 1222138.4),(22 1273433),(23 1343205.1),(24 1415676),(25 1474008.5),(26 1521320.8),(27 1540495.5),(28 1561050.8),(29 1557796.9),(30 1562982),(31 1560073.3),(32 1568172.3),(33 1583469.8),(34 1623320.4),(35 1650805.4),(36 1671348.9),(37 1677303.5),(38 1676175.3),(39 1657920),(40 1649391.6),(41 1647239.3),(42 1668180.9),(43 1696649.1),(44 1745364.5),(45 1799943.9),(46 1868568.1),(47 1920293),(48 1969199.6),(49 2000099.8),(50 2011257.5),(51 1995491.9),(52 1988339.5),(53 2010141.4),(54 2042041.5),(55 2076978.6),(56 2106073.5),(57 2131432.3),(58 2133295.3),(59 2108393),(60 2062870),(61 2026758.4),(62 1963282.4),(63 1911774.8),(64 1895006.4),(65 1907423.9),(66 1936392),(67 1973907.4),(68 2004873.6),(69 2007403),(70 1994381.6),(71 1971926.4),(72 1920578.6),(73 1893870.9),(74 1875171.8),(75 1863231.5),(76 1869804.3),(77 1894689.1),(78 1911863.1),(79 1915336),
(1 113566.95),(2 261209.73),(3 414075.38),(4 548192.2),(5 647471),(6 720285),(7 775751.8),(8 812650.25),(9 847456.56),(10 877973.3),(11 917473.94),(12 975469.44),(13 1036861.7),(14 1101537.1),(15 1157702.6),(16 1201967.5),(17 1228387.8),(18 1237824),(19 1226483.8),(20 1209427),(21 1203633.8),(22 1239223.9),(23 1300806),(24 1376320.8),(25 1422271.3),(26 1461140.8),(27 1481667.8),(28 1505503.1),(29 1506576.9),(30 1510563.4),(31 1510967.6),(32 1522787),(33 1544532.8),(34 1566551.1),(35 1580970.6),(36 1592435.3),(37 1586277),(38 1578423.5),(39 1565392.8),(40 1547101.5),(41 1533833.6),(42 1562029.4),(43 1604355.3),(44 1661317.8),(45 1706417.4),(46 1749285.8),(47 1775808.8),(48 1807010.5),(49 1843781.4),(50 1866197),(51 1881495.9),(52 1889327.3),(53 1906178.1),(54 1940938),(55 1971500.8),(56 1988447.9),(57 1979708.5),(58 1972199.9),(59 1955923),(60 1940397.9),(61 1927656),(62 1903258.1),(63 1882164.3),(64 1875188.3),(65 1888915.9),(66 1917206.6),(67 1941055.6),(68 1972189.5),(69 1981141.4),(70 1978353.1),(71 1979265.6),(72 1954205.9),(73 1932175.6),(74 1929309.4),(75 1928445.9),(76 1925379.8),(77 1932107.8),(78 1950074.6),(79 1972408.5),
(1 118661.72),(2 271915.97),(3 433691.97),(4 563798.44),(5 674983.06),(6 765663),(7 831996.6),(8 883445.9),(9 917068),(10 942015.44),(11 985322.7),(12 1033894.94),(13 1085326),(14 1150256.1),(15 1200546.9),(16 1235355.9),(17 1259080),(18 1273220.5),(19 1270687.3),(20 1271529.6),(21 1279213.1),(22 1312138.6),(23 1375275.3),(24 1448127.8),(25 1512968.9),(26 1547384.5),(27 1560512),(28 1584106.6),(29 1581487.1),(30 1583971.5),(31 1570200.5),(32 1559581.4),(33 1569441.3),(34 1594215.9),(35 1596906),(36 1598638),(37 1589859.4),(38 1565922.5),(39 1541898.3),(40 1510969.6),(41 1476150.6),(42 1463109.8),(43 1466756.1),(44 1495175.6),(45 1525161.8),(46 1546853),(47 1553247.5),(48 1563273.8),(49 1566143.5),(50 1564038.9),(51 1554219.3),(52 1553644.6),(53 1554336.4),(54 1572099.9),(55 1594507.9),(56 1626601.6),(57 1661288.1),(58 1690723.5),(59 1704846.6),(60 1683627),(61 1647585.1),(62 1621201.3),(63 1621224.8),(64 1642972.5),(65 1677408),(66 1718705.1),(67 1779604.3),(68 1824519.3),(69 1864487.1),(70 1878471.9),(71 1864882.1),(72 1827313.8),(73 1814548.5),(74 1795355.8),(75 1791714.5),(76 1792315.8),(77 1790123.9),(78 1784817.1),(79 1786238.3),
(1 111768.766),(2 259244.47),(3 420226.2),(4 566751.5),(5 705032.1),(6 815574.94),(7 894091.5),(8 951222),(9 980629.06),(10 1012686.7),(11 1075061.4),(12 1146202.8),(13 1221660.4),(14 1297806.6),(15 1368557.9),(16 1409666.3),(17 1443868.3),(18 1444908.3),(19 1441663.8),(20 1436222),(21 1445232.3),(22 1477107.3),(23 1531999),(24 1585716.3),(25 1635518.6),(26 1662579),(27 1662040.6),(28 1660877.8),(29 1638750.5),(30 1621507.8),(31 1617012),(32 1614638.5),(33 1623336.3),(34 1637744),(35 1642473.5),(36 1660838.9),(37 1670666.5),(38 1668401.9),(39 1676498.5),(40 1660017.1),(41 1648734.5),(42 1644036.6),(43 1662160.4),(44 1686299),(45 1723210.6),(46 1762648.8),(47 1786816.8),(48 1811056),(49 1837923.4),(50 1848277.8),(51 1835104),(52 1827257.9),(53 1827246.5),(54 1828302.3),(55 1835638.6),(56 1850131.8),(57 1863955),(58 1866387.8),(59 1871911.3),(60 1867421),(61 1866429.9),(62 1873455.4),(63 1896218.6),(64 1925249.9),(65 1970569.4),(66 2008038.1),(67 2057441.5),(68 2095570.9),(69 2123141.3),(70 2111672.5),(71 2079388.3),(72 2049320.8),(73 2027240),(74 2012078.3),(75 2004347.4),(76 2000911.6),(77 1994823.3),(78 1988013.5),(79 1999059.4),
