1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 24356.793),(2 33136.895),(3 38504.816),(4 38185.645),(5 41736.254),(6 44349.066),(7 47547.473),(8 52867.484),(9 58854.734),(10 58281.035),(11 56408.395),(12 57822.664),(13 58298.934),(14 58002.973),(15 60558.566),(16 65188.113),(17 64714.49),(18 63373.945),(19 64709.945),(20 64329.254),(21 63968.375),(22 63796.793),(23 64410.305),(24 64187.934),(25 61613.46),(26 59448.695),(27 58985.375),(28 57608.785),(29 57115.035),(30 56886.113),(31 56388.54),(32 55322.063),(33 54474.27),(34 53652.434),(35 53283.063),(36 53332.96),(37 53792),(38 54803.555),(39 55507.617),(40 54659.863),(41 53693.1),(42 53837.54),(43 54940.137),(44 56190.734),(45 58779.977),(46 60567.445),(47 62193.824),(48 65610.13),(49 68535.68),(50 71151.914),(51 72462.57),(52 73348.13),(53 74949.445),(54 75402.484),(55 75002.37),(56 75363.55),(57 74618.78),(58 73715.95),(59 72697.57),(60 70939.57),(61 67548.74),(62 64643.875),(63 60812.832),(64 57029.727),(65 52605.04),(66 49292.344),(67 47561.04),(68 46860.902),(69 45010.95),(70 43975.145),(71 45014.742),(72 45685.1),(73 47261.516),(74 48404.375),(75 48720.9),(76 47824.22),(77 49910.01),(78 53221.164),(79 56004.18),
(1 23361.057),(2 30837.32),(3 36546.06),(4 36061.67),(5 38723.555),(6 40879.133),(7 43649.49),(8 49139.26),(9 54487.28),(10 54387.26),(11 53128.336),(12 54510.76),(13 55833.65),(14 55183.848),(15 57564.848),(16 62456.14),(17 60965.96),(18 59316.418),(19 60055.44),(20 59292.402),(21 58070.582),(22 57278.39),(23 58025.516),(24 58276.977),(25 57240.816),(26 55043.027),(27 54248.934),(28 53265.895),(29 52616.438),(30 52147.168),(31 52936.01),(32 52401.004),(33 51392.8),(34 50809.87),(35 50285.3),(36 50013.023),(37 50224.504),(38 50871.8),(39 51817.016),(40 50829.313),(41 50284.906),(42 50178.348),(43 51079.71),(44 52094.387),(45 54792.246),(46 56776.477),(47 59218.348),(48 61972.324),(49 64485.867),(50 66485.12),(51 68135.164),(52 69679.56),(53 71368.734),(54 70887.02),(55 69576.11),(56 69661.695),(57 69048.43),(58 68455.96),(59 68106.49),(60 67004.125),(61 63821.594),(62 61080.79),(63 57807.977),(64 54334.348),(65 51069.13),(66 48061.676),(67 46409.66),(68 45703.23),(69 44608.84),(70 43781.527),(71 44350.19),(72 44565.555),(73 46232.004),(74 46119.8),(75 45909.992),(76 45776.984),(77 47508.71),(78 49625.727),(79 52049.563),
(1 20634.117),(2 27225.3),(3 32036.053),(4 32129.436),(5 34203.668),(6 35855.168),(7 37646.15),(8 41725.836),(9 46213.89),(10 45863.15),(11 45549.39),(12 46109.254),(13 47371.594),(14 47705.78),(15 48903.223),(16 52617.168),(17 51317.816),(18 50095.207),(19 50943.637),(20 50299.094),(21 49253.676),(22 48763.242),(23 49404.176),(24 49469),(25 48182.4),(26 46681.08),(27 46291.34),(28 45215.402),(29 44815.105),(30 44914.01),(31 45479.03),(32 45399.832),(33 45205.355),(34 44857.42),(35 44223.67),(36 43755.207),(37 44597.25),(38 45535.195),(39 46395.734),(40 45427.176),(41 45176.914),(42 45117.36),(43 45626.492),(44 46311.953),(45 48013.746),(46 49127.594),(47 50467.027),(48 52422.2),(49 54148.87),(50 55134.004),(51 56027.117),(52 56737.832),(53 58155.383),(54 58116.867),(55 57381.387),(56 56941.73),(57 56266.164),(58 55457.477),(59 55233.234),(60 54523.16),(61 52306.793),(62 49773.207),(63 47014.02),(64 44993.598),(65 42673.824),(66 40864.93),(67 39771.535),(68 39508.73),(69 39258.684),(70 38831.81),(71 39262.53),(72 39964.168),(73 41648.363),(74 41864.363),(75 42004.504),(76 42462.62),(77 43532.996),(78 45614.33),(79 47033.82),
(1 20207.791),(2 26963.617),(3 31888.158),(4 32043.22),(5 34232.418),(6 35564.316),(7 37034.016),(8 40224.95),(9 44228.16),(10 44304.7),(11 44043.51),(12 44638.324),(13 45163.695),(14 45530.33),(15 47172.97),(16 49850.258),(17 49015.36),(18 48957.88),(19 48954.164),(20 48659.277),(21 48026.438),(22 47806.67),(23 48524.438),(24 48322.957),(25 47132.26),(26 46156.492),(27 45351.406),(28 44426.656),(29 44585.63),(30 44554.49),(31 44788.004),(32 45152.29),(33 45334.324),(34 44714.176),(35 44182.15),(36 44091.734),(37 44734.402),(38 45469.68),(39 46092.094),(40 45678.56),(41 45764.895),(42 46070.477),(43 46850.06),(44 47585.65),(45 48443.49),(46 49203.207),(47 49556.25),(48 50962.438),(49 52133.3),(50 52739.29),(51 53248.97),(52 53696.785),(53 55327.46),(54 55196.71),(55 54725.426),(56 54726.44),(57 54173.33),(58 53423.465),(59 53119.207),(60 52191.297),(61 50117.23),(62 47805.387),(63 45751.176),(64 43808.996),(65 41456.285),(66 39783.848),(67 38836.035),(68 39104.63),(69 38430.906),(70 37133.12),(71 37717.688),(72 38824.24),(73 40413.375),(74 41182.508),(75 41317.797),(76 41937.605),(77 43148.195),(78 45033.02),(79 46250.043),
(1 19598.818),(2 26069.143),(3 30494.236),(4 30673.365),(5 32531.705),(6 34319.84),(7 35769.32),(8 39018.47),(9 42853.582),(10 42407.09),(11 41741.777),(12 42240.59),(13 43412.348),(14 43853.094),(15 44900.574),(16 47408.836),(17 46311.57),(18 46039.203),(19 46107.504),(20 46437.32),(21 46115.957),(22 46230.418),(23 46814.35),(24 46025.293),(25 45066.844),(26 44679.16),(27 44210.85),(28 43496.93),(29 43278.89),(30 43207.504),(31 43199.777),(32 43045.72),(33 43754.45),(34 43571.33),(35 43245.57),(36 42822.902),(37 43742.523),(38 44385.28),(39 44839.645),(40 44436.47),(41 44381.81),(42 44452.03),(43 44666.477),(44 45016.92),(45 45689.05),(46 46572.254),(47 47459.754),(48 49363.96),(49 50894.348),(50 51631.406),(51 52366.15),(52 52616.56),(53 54011.83),(54 53870.363),(55 53611.555),(56 53527.8),(57 52924.855),(58 52500.145),(59 51775.836),(60 50466.06),(61 48785.266),(62 46978.176),(63 45178.8),(64 43402.246),(65 41013.574),(66 39015.92),(67 38357.176),(68 38170.56),(69 38080.07),(70 37264.082),(71 37478.42),(72 37769.62),(73 38659.977),(74 39723.18),(75 40471.535),(76 41243.3),(77 41930.895),(78 43461.8),(79 44774.37),
(1 19619.594),(2 26285.094),(3 30308.97),(4 29938.043),(5 32095.521),(6 34176.94),(7 36542.637),(8 40525.82),(9 44369.574),(10 43668.633),(11 42770.652),(12 43677.89),(13 45373.76),(14 45030.5),(15 47681.348),(16 50084.234),(17 48381.73),(18 48240.99),(19 49143.434),(20 49598.703),(21 48429.69),(22 47994.594),(23 49068.31),(24 48072.855),(25 45946.785),(26 45019.863),(27 44567.113),(28 43797.266),(29 44055.098),(30 43944.676),(31 43039.152),(32 42915.496),(33 44346.785),(34 44546.043),(35 44334.867),(36 44035.117),(37 45279.2),(38 45790.863),(39 45923.945),(40 45239.016),(41 44980.676),(42 45643.746),(43 45898.023),(44 46192.164),(45 47033.664),(46 48509.21),(47 50097.566),(48 53197.2),(49 55259.2),(50 56551.07),(51 57173.46),(52 58054.04),(53 59550.855),(54 59507.676),(55 58695.35),(56 58926.184),(57 58151.906),(58 57051.7),(59 56021.27),(60 54566.336),(61 52116.383),(62 49817.418),(63 47392.41),(64 44526.145),(65 41570.047),(66 39914.926),(67 38978.855),(68 39075.93),(69 38977.152),(70 38356.42),(71 38680.29),(72 38805.633),(73 40579.645),(74 42399.246),(75 43478.61),(76 44164.71),(77 45845.55),(78 47908.418),(79 49747.03),
(1 19442.855),(2 26030.246),(3 29616.27),(4 29936.68),(5 32228.713),(6 34549.34),(7 37173.766),(8 41252.355),(9 45477.79),(10 45388.094),(11 44883.6),(12 46062.934),(13 47246.156),(14 47390.773),(15 49613.85),(16 52842.14),(17 51486.188),(18 51128.535),(19 51932.31),(20 51736.344),(21 50712.426),(22 50221.965),(23 50581.582),(24 49528.72),(25 47164.41),(26 45695.184),(27 45228.617),(28 44206.098),(29 44165.28),(30 44131.33),(31 42883.586),(32 42262.305),(33 42544.402),(34 43350.227),(35 43149.523),(36 42715.344),(37 43906.434),(38 44866.938),(39 45120.957),(40 44395.125),(41 44315.95),(42 45170.82),(43 45486.01),(44 45978.383),(45 46786.79),(46 47239.926),(47 49398.727),(48 52163.984),(49 54816.17),(50 56985.21),(51 58470.957),(52 59026.336),(53 60074.324),(54 60511.797),(55 60007.88),(56 59900.88),(57 59069.8),(58 58129.313),(59 56653.508),(60 54389.043),(61 51647.844),(62 49464.15),(63 46783.016),(64 43553.14),(65 40200.875),(66 37947.727),(67 36187.688),(68 37344.28),(69 38022.9),(70 38002.51),(71 38532.03),(72 38503.836),(73 41306.59),(74 44076.582),(75 44889.293),(76 45918.195),(77 48144.426),(78 49785.34),(79 51573.293),
(1 19536.307),(2 26308.865),(3 29526.906),(4 29658.498),(5 33245.73),(6 35035.527),(7 37845.156),(8 41745),(9 46065.094),(10 46101.19),(11 46171.48),(12 47706.895),(13 48885.41),(14 48006.55),(15 50472.58),(16 53887.785),(17 52401.176),(18 51623.66),(19 53037.043),(20 52626.746),(21 50935.887),(22 50527.95),(23 51033.75),(24 49944.016),(25 47682.418),(26 45567.234),(27 44489.516),(28 43659.063),(29 43709.27),(30 44063.438),(31 42449.97),(32 41347.26),(33 41624.027),(34 42194.684),(35 42325.645),(36 41987.297),(37 43173.355),(38 43744.348),(39 44453.746),(40 44138.26),(41 44469.332),(42 45324.766),(43 45929.734),(44 46509.33),(45 47630.02),(46 48544.8),(47 50356.215),(48 53751.613),(49 56171.793),(50 57849.277),(51 58373.953),(52 59111.332),(53 60616.223),(54 60819.668),(55 60111.848),(56 60200.09),(57 59544.965),(58 58073.09),(59 56593.035),(60 54391.49),(61 51716.363),(62 49150.49),(63 46223.14),(64 43133.313),(65 39515.76),(66 37148.438),(67 36035.29),(68 37198.223),(69 38269.016),(70 38444.984),(71 39575.754),(72 40013.73),(73 42502.973),(74 45148.38),(75 46103.652),(76 47314.934),(77 49576.625),(78 52129.08),(79 54460.438),
(1 18789.682),(2 25727.105),(3 29013.654),(4 29470.223),(5 32850.555),(6 34216.246),(7 37609.81),(8 42662.727),(9 47240.832),(10 47588.863),(11 47447.332),(12 49398.727),(13 51651.496),(14 50246.15),(15 52901.656),(16 55592.973),(17 53940.383),(18 53239.586),(19 54413.832),(20 53957.645),(21 51950.52),(22 50513.668),(23 50372.586),(24 49482.52),(25 46786.926),(26 44833.445),(27 43637.688),(28 42581.94),(29 42232.7),(30 42974.004),(31 42213.49),(32 41494.957),(33 41461.637),(34 41977.227),(35 42157.227),(36 42347.88),(37 43366.668),(38 43693.594),(39 43640.07),(40 43271.984),(41 43502.773),(42 44590.97),(43 45596.27),(44 45743.85),(45 47029.71),(46 48780.4),(47 51047.848),(48 53910.2),(49 56906.105),(50 59659.938),(51 60504.51),(52 61330.867),(53 62244.27),(54 62585.75),(55 61928.684),(56 62370.94),(57 61704.676),(58 59543.48),(59 57321.11),(60 55074.035),(61 52158.094),(62 49521.938),(63 46416.836),(64 43305.535),(65 39753.766),(66 37519.742),(67 35957.84),(68 36938.113),(69 37422.742),(70 37659.938),(71 38229.777),(72 38519.223),(73 41144.383),(74 43676.742),(75 44865.266),(76 44812.21),(77 46883.688),(78 49543.28),(79 51696.24),
(1 19410.383),(2 26548.58),(3 29688.957),(4 30104.396),(5 33095.895),(6 35018.707),(7 38450.51),(8 43415.316),(9 47384.758),(10 47621.656),(11 46679.9),(12 48393.285),(13 50767.156),(14 50055.234),(15 52836.758),(16 55417.098),(17 53226.35),(18 53046.945),(19 54206.113),(20 54117.055),(21 52337.9),(22 49964.348),(23 49647.207),(24 49144.582),(25 46836.58),(26 44901.51),(27 43221.023),(28 41721.09),(29 42127.08),(30 42392.41),(31 41485.496),(32 40340.387),(33 40944.754),(34 41184.594),(35 41748.32),(36 42319.418),(37 43163.344),(38 43198.867),(39 43586.453),(40 43965.547),(41 44104.2),(42 45459.637),(43 47078.88),(44 47492.434),(45 48788.285),(46 50217.293),(47 52908.176),(48 55617.246),(49 57854.71),(50 59781.797),(51 60617.895),(52 61717.87),(53 63044.504),(54 62973.902),(55 63029.434),(56 63039.293),(57 62706.65),(58 61008.3),(59 59145.71),(60 57235.64),(61 54126.14),(62 52098.477),(63 48877.35),(64 45239.53),(65 40957.86),(66 37903.332),(67 36786.164),(68 37738.52),(69 37260.68),(70 36540.297),(71 36645.156),(72 36853.316),(73 39638.32),(74 42393.08),(75 43211.35),(76 42910.047),(77 44667.535),(78 47719.754),(79 50632.25),
(1 19197.129),(2 26760.773),(3 29673.365),(4 29638.025),(5 32952.84),(6 34286.137),(7 37252.664),(8 41740.906),(9 45748.137),(10 45738.05),(11 45031.746),(12 46725.48),(13 48643.414),(14 47931.516),(15 50714.965),(16 53816.234),(17 52528.895),(18 51872.29),(19 53165.76),(20 52660.02),(21 50822.246),(22 49306.305),(23 49602.402),(24 48270.95),(25 46249.938),(26 44210.223),(27 42800.93),(28 41759.99),(29 41853.656),(30 42384.258),(31 41103.01),(32 40163.414),(33 40531.813),(34 41379.168),(35 41815.926),(36 42080.35),(37 43216.703),(38 43221.188),(39 43657.52),(40 43915.49),(41 44044.496),(42 44953.3),(43 46464.266),(44 46835.188),(45 48377.914),(46 49252.28),(47 51199.035),(48 54616.754),(49 57080.953),(50 58935.016),(51 59093.184),(52 60162.152),(53 61376.688),(54 62036.83),(55 62036.766),(56 63090.42),(57 62461.766),(58 60634.004),(59 59257.016),(60 57364.22),(61 54785.395),(62 52586.85),(63 50119.1),(64 46852.805),(65 42103.71),(66 38386.71),(67 36930.38),(68 37724.094),(69 38176.4),(70 36903.85),(71 36508.895),(72 36275.777),(73 38481.387),(74 40832.25),(75 41867.793),(76 41722.43),(77 42836.363),(78 45475.484),(79 47861.133),
(1 17853.45),(2 24657.36),(3 27477.043),(4 27586.879),(5 31179.123),(6 32507.309),(7 35317.016),(8 39936.445),(9 43686.777),(10 44135.965),(11 43382.523),(12 45848.125),(13 47104.31),(14 46625.18),(15 48980.527),(16 51827.42),(17 50962.06),(18 50547.453),(19 51969.816),(20 51230.938),(21 49155.543),(22 48242.223),(23 48365.043),(24 46866.543),(25 44666.945),(26 42923.36),(27 41077.65),(28 40059.813),(29 40186.727),(30 41138.19),(31 39713.31),(32 38756.992),(33 39117.188),(34 39646.742),(35 39710.51),(36 40223.363),(37 41190.12),(38 41522.523),(39 41909.492),(40 42410.457),(41 42841.9),(42 43862.66),(43 44825.035),(44 44657.527),(45 46029.945),(46 47325.79),(47 48478.3),(48 51414.19),(49 54447.55),(50 56206.73),(51 56310.76),(52 57003.82),(53 58223.285),(54 58534.414),(55 58343.668),(56 59916.633),(57 59453.836),(58 57770.395),(59 56113.313),(60 54372.605),(61 51898.832),(62 49651.496),(63 47018.91),(64 43794.938),(65 39425.824),(66 36080.62),(67 34507.402),(68 35010.19),(69 35253.41),(70 34624.258),(71 35212.066),(72 35295.793),(73 38372.49),(74 40851.707),(75 42091.68),(76 42552.81),(77 44190.543),(78 46756.203),(79 49243.77),
(1 17366.285),(2 24237.707),(3 26983.041),(4 27661.264),(5 30813.535),(6 32709.549),(7 34825.043),(8 39380.426),(9 42741.355),(10 43405.41),(11 42934.86),(12 45269.85),(13 46991.18),(14 46362.25),(15 48516.164),(16 51625.555),(17 50185.996),(18 49460.215),(19 51009.707),(20 50028.31),(21 48148.92),(22 46864.85),(23 46864.984),(24 45766.258),(25 43064.31),(26 40956.51),(27 39188.242),(28 37955.734),(29 38279.57),(30 38929.723),(31 37749.63),(32 37352.516),(33 37960.47),(34 38311.313),(35 38752.535),(36 39461.414),(37 40335.08),(38 41119.82),(39 42031.934),(40 42237.945),(41 42679.47),(42 43279.117),(43 44334.473),(44 44586.19),(45 46379.21),(46 47500.313),(47 48610.688),(48 51210.93),(49 53533.625),(50 55887.49),(51 56693.133),(52 57153.74),(53 58259.832),(54 58018.375),(55 57113.72),(56 58000.7),(57 57594.79),(58 56139.133),(59 54397.508),(60 52301.9),(61 49588.28),(62 47164.18),(63 44928.594),(64 41813.34),(65 37574.047),(66 34939.145),(67 33251.7),(68 34480.742),(69 35664.01),(70 36240.727),(71 37471.598),(72 38134.832),(73 41089.95),(74 44133.395),(75 45693.426),(76 46973.504),(77 48558.21),(78 50375.406),(79 52001.57),
(1 16696.541),(2 22881.217),(3 24889.588),(4 25572.502),(5 28070.281),(6 30243.143),(7 31569.258),(8 35301.84),(9 38771.59),(10 39001.535),(11 38707.137),(12 40441.11),(13 41952.24),(14 41534.504),(15 43146.723),(16 45185.32),(17 44319.492),(18 43398.99),(19 44796.85),(20 44128.805),(21 42502.734),(22 41685.06),(23 41343.945),(24 40784.117),(25 39532.285),(26 37842.26),(27 36328.766),(28 35977.625),(29 36450.105),(30 36690.97),(31 35750.45),(32 35367.344),(33 36123.188),(34 36653.95),(35 36779.25),(36 37437.97),(37 37919.47),(38 38515.63),(39 38931.453),(40 39508.156),(41 40099.703),(42 40116.363),(43 40797.664),(44 40860.434),(45 42565.484),(46 43118.74),(47 44262.918),(48 46672.605),(49 48565.11),(50 50456.004),(51 50738.215),(52 51437.844),(53 52419.484),(54 52360.24),(55 51723.09),(56 52025.527),(57 51304.363),(58 50231.38),(59 48974.44),(60 47066.473),(61 44462.473),(62 42280.523),(63 40166.195),(64 37494.39),(65 34563.31),(66 32267.676),(67 31381.424),(68 32520.236),(69 34053.547),(70 34323.543),(71 35488.043),(72 35913.26),(73 38188.31),(74 40366.844),(75 41686.734),(76 42238.777),(77 44001.703),(78 45488.617),(79 46585.492),
(1 16589.059),(2 22806.15),(3 24801.969),(4 25745.97),(5 28169.09),(6 29874.408),(7 31319.926),(8 34982.047),(9 37727.164),(10 37507.03),(11 36918.723),(12 38727.9),(13 40214.31),(14 39747.367),(15 41913.7),(16 44003.957),(17 42356.41),(18 42131.11),(19 43175.164),(20 42332.723),(21 40890.94),(22 40255.996),(23 39623.785),(24 38512.723),(25 37312.05),(26 36114.844),(27 35005.68),(28 34220.11),(29 34481.207),(30 34916.44),(31 34284.73),(32 33760.55),(33 34018.566),(34 34852.89),(35 35176.8),(36 35744.426),(37 36161.44),(38 36199.88),(39 36813.684),(40 37111.375),(41 37476.492),(42 37751.344),(43 38571.58),(44 38901.62),(45 40063.227),(46 40898.305),(47 42128.883),(48 43750.594),(49 45588.438),(50 47149.55),(51 47697.184),(52 48232.605),(53 48926.06),(54 49021.156),(55 48802.363),(56 49213.105),(57 48707.9),(58 47761.926),(59 46381.652),(60 45208.06),(61 43254.61),(62 41095.773),(63 38900.82),(64 36819.547),(65 33873.594),(66 31398.037),(67 30558.463),(68 31100.684),(69 31940.18),(70 32637.295),(71 34243.695),(72 34956.367),(73 36235.31),(74 37711.68),(75 38852.83),(76 39232.285),(77 40880.555),(78 42365.207),(79 43711.18),
(1 14640.216),(2 20553.912),(3 22773.889),(4 23283.719),(5 25175.621),(6 26565.04),(7 27772.422),(8 30308.047),(9 32472.607),(10 32484.137),(11 32086.959),(12 33896.906),(13 35302.145),(14 35109.742),(15 36402.125),(16 38316.03),(17 37504.78),(18 37065.37),(19 37072.883),(20 36225.19),(21 35436.008),(22 34553.61),(23 33791.79),(24 33270.574),(25 32531.031),(26 31628.797),(27 31163.229),(28 30850.764),(29 30935.254),(30 31317.293),(31 30717.13),(32 30696.164),(33 30456.053),(34 31185.725),(35 31412.049),(36 31472.314),(37 31655.258),(38 31515.727),(39 31848.42),(40 31876.514),(41 32096.127),(42 32654.982),(43 33238.125),(44 33749.99),(45 34928.484),(46 35754.113),(47 36723.57),(48 37646.78),(49 39038.863),(50 40214.617),(51 40670.215),(52 41072.332),(53 41656.348),(54 42052.723),(55 41824.77),(56 42005.035),(57 42153.547),(58 41220.527),(59 40345.934),(60 39089.41),(61 37610.508),(62 36607.89),(63 34763.875),(64 33000.098),(65 31018.443),(66 29339.129),(67 28491.48),(68 28733.041),(69 28710.998),(70 28931.785),(71 29769.502),(72 29607.533),(73 30693.254),(74 31611.365),(75 32259.572),(76 32541.922),(77 33335.49),(78 34348.15),(79 35447.16),
(1 14415.182),(2 20252.654),(3 22045.336),(4 22548.543),(5 24709.17),(6 25665.584),(7 26290.955),(8 29103.922),(9 30818.154),(10 31042.236),(11 30461.215),(12 32038.404),(13 33175.098),(14 32659.67),(15 34103.48),(16 35952.79),(17 34492.754),(18 34237.98),(19 34275.434),(20 33410.957),(21 32269.723),(22 31647.787),(23 31533.008),(24 30950.316),(25 30419.71),(26 29498.293),(27 29054.686),(28 28940.229),(29 28795.83),(30 29018.742),(31 28595.904),(32 28233.533),(33 28057.16),(34 28539.676),(35 28692.48),(36 28737.691),(37 29019.16),(38 29190.59),(39 29637.99),(40 29396.758),(41 29466.088),(42 30000.762),(43 30902.346),(44 31184.855),(45 32345.717),(46 32630.338),(47 33650.207),(48 34810.867),(49 35317.145),(50 36064.207),(51 36581.94),(52 37429.14),(53 38053.56),(54 38020.633),(55 37656.992),(56 37637.453),(57 37645.81),(58 37035.203),(59 36218.79),(60 35120.21),(61 34013.41),(62 33090.51),(63 32018.094),(64 30515.887),(65 28564.578),(66 27048.34),(67 26386.51),(68 26774.037),(69 26768.846),(70 26859.38),(71 27357.666),(72 27359.248),(73 28103.334),(74 29075.44),(75 29267.973),(76 29398.66),(77 30460.941),(78 31594.225),(79 32367.15),
(1 14306.509),(2 20187.299),(3 21883.451),(4 22361.297),(5 24261.854),(6 25973.54),(7 26221.287),(8 29164.299),(9 30762.07),(10 30976.559),(11 30641.918),(12 32335.65),(13 33999.707),(14 33114.777),(15 34504.164),(16 36243.707),(17 35356.188),(18 35130.727),(19 35726.57),(20 35154.27),(21 33765.902),(22 32932.85),(23 32840.805),(24 32317.457),(25 31353.66),(26 30578.424),(27 29794.492),(28 29489.307),(29 29191.268),(30 29261.047),(31 28530.307),(32 28830.63),(33 28870.104),(34 29008.479),(35 28810.887),(36 28846.834),(37 28835.877),(38 29363.307),(39 30009.229),(40 30158.297),(41 30115),(42 30650.693),(43 31444.863),(44 31687.602),(45 32329.4),(46 32776.883),(47 33726.324),(48 34706.695),(49 35935.313),(50 36870.75),(51 37115.02),(52 37772.11),(53 38358.945),(54 38425.613),(55 38116.93),(56 38211.746),(57 38177.965),(58 37971.535),(59 36909.758),(60 35721.188),(61 34498.6),(62 33400.82),(63 32509.477),(64 31208.309),(65 29271.998),(66 27310.89),(67 26785.86),(68 26952.139),(69 26689.373),(70 27034.861),(71 27974.477),(72 27890.19),(73 28726.047),(74 29788.473),(75 30652.82),(76 31108.283),(77 32025.162),(78 32899.133),(79 33513.98),
