1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5961.311),(2 16857.693),(3 31795.281),(4 47788.06),(5 66183.29),(6 85849.875),(7 105640.15),(8 126123.35),(9 146261.88),(10 167213.63),(11 192444.23),(12 218201.08),(13 237527.73),(14 255165.89),(15 271576.34),(16 286466.97),(17 301259.16),(18 315892.13),(19 326739.9),(20 340322.25),(21 351651.9),(22 360513.25),(23 371968.16),(24 380161.88),(25 384526.84),(26 386650.78),(27 387796.78),(28 386648.38),(29 382989.97),(30 377595),(31 376205.53),(32 381216.6),(33 380668.6),(34 384886.47),(35 396625.16),(36 405586.4),(37 416415.38),(38 430795.34),(39 445734.38),(40 466112.9),(41 482324),(42 498180.84),(43 511705.88),(44 523742.16),(45 537091.3),(46 548712.7),(47 559648.56),(48 569105.8),(49 575333.8),(50 575568.06),(51 575823),(52 573615.06),(53 570043),(54 568396.06),(55 564777.4),(56 558027.44),(57 547184.06),(58 538374),(59 523885.4),(60 511006.25),(61 489646.6),(62 470769.84),(63 451655.9),(64 436048.88),(65 418766.1),(66 398706.4),(67 378224.4),(68 362539.9),(69 354766.34),(70 347954.16),(71 344025.03),(72 342975.66),(73 337462.38),(74 331885.16),(75 328141.9),(76 327870.63),(77 326140.3),(78 330261.6),(79 338120.9),
(1 3199.923),(2 9007.853),(3 16393.328),(4 23527.834),(5 30246.658),(6 36537.098),(7 42069.73),(8 47135.277),(9 51152.4),(10 54771.97),(11 57984.195),(12 60632.652),(13 63236.355),(14 65756.33),(15 68197.195),(16 70102.15),(17 72154.305),(18 73832.28),(19 75173.51),(20 76803.74),(21 78851.67),(22 80761.9),(23 82237.7),(24 83378.28),(25 84171.09),(26 85022.8),(27 85867.58),(28 86819.484),(29 87490.016),(30 88345.82),(31 89432.71),(32 90791.3),(33 92144.77),(34 93567.39),(35 94988.75),(36 96630.19),(37 98124.34),(38 99370.695),(39 100544.41),(40 101291.984),(41 102087.65),(42 102859.66),(43 103732.66),(44 105002.84),(45 106424.45),(46 107816.42),(47 109320.42),(48 110696.805),(49 112086.67),(50 112941.66),(51 113445.87),(52 114521.18),(53 115652.55),(54 116610.19),(55 117599.02),(56 118007.24),(57 118337.33),(58 118472.984),(59 118505.4),(60 118402.52),(61 118548.37),(62 118827.3),(63 118927.64),(64 118857.06),(65 118837.51),(66 119207.414),(67 119610.3),(68 120195.24),(69 120762.4),(70 121942.266),(71 122951.82),(72 123557.32),(73 124334),(74 125459.914),(75 127378.74),(76 129145.445),(77 130780.81),(78 131815.81),(79 132419.88),
(1 3336.0325),(2 9178.766),(3 16471.104),(4 23563.848),(5 30110.525),(6 36129.848),(7 41144.813),(8 45405.92),(9 48555.406),(10 51369.91),(11 53896.92),(12 55723.574),(13 57366.418),(14 59464.5),(15 61476.008),(16 63556.832),(17 66145.734),(18 68870.5),(19 71179.42),(20 73175.25),(21 74826.43),(22 76705.664),(23 78332.95),(24 79551.38),(25 80208.31),(26 80805.086),(27 81283.805),(28 81867.2),(29 82488.414),(30 83310.91),(31 84501.5),(32 86110.48),(33 87801.22),(34 89191.46),(35 89816.516),(36 89915.14),(37 89358.73),(38 88781.73),(39 88256.12),(40 88257.76),(41 88660.88),(42 89255.18),(43 90120.445),(44 90827.63),(45 91775.45),(46 92773.42),(47 93740.74),(48 95091.1),(49 96348.984),(50 96830.18),(51 97345.086),(52 97480.02),(53 97860.38),(54 98178.54),(55 98757.375),(56 99322.38),(57 100039.73),(58 100837.164),(59 101602.24),(60 102560.46),(61 104148.34),(62 105645.8),(63 107154.16),(64 108349.23),(65 109554.766),(66 110475.09),(67 111283.234),(68 112223.664),(69 113308.734),(70 114689.805),(71 115838.21),(72 116767.195),(73 117870.78),(74 119060.836),(75 120450.85),(76 121828.72),(77 123647.49),(78 125192.37),(79 126670.64),
(1 3200.7063),(2 8953.704),(3 16109.398),(4 23108.615),(5 29651.107),(6 35578.465),(7 40854.754),(8 44600.79),(9 47499.3),(10 50161.69),(11 52646.703),(12 54444.07),(13 56265.066),(14 58109.84),(15 60169.438),(16 62670.35),(17 65519.555),(18 68759.27),(19 71499.75),(20 73975.63),(21 76087.61),(22 77891.91),(23 79455.02),(24 80921.24),(25 81940.93),(26 82794.5),(27 83617.51),(28 84584.266),(29 85511.266),(30 86828.13),(31 88136.086),(32 90066.24),(33 92626.66),(34 94977.75),(35 96727.95),(36 97927.24),(37 98367.91),(38 98441.66),(39 98068.5),(40 98105.82),(41 98140.63),(42 97947.91),(43 97616.94),(44 97286.8),(45 97269.14),(46 97192),(47 97256.61),(48 98007.766),(49 99207.71),(50 100201.43),(51 100846.19),(52 101279.02),(53 101403.56),(54 101580.18),(55 101753.44),(56 101967.84),(57 102261.84),(58 102798.25),(59 103378.85),(60 104562.73),(61 106108.8),(62 107811.414),(63 109288.77),(64 111180.414),(65 112473.6),(66 113567.01),(67 114141.57),(68 114796.85),(69 115583.87),(70 116923.55),(71 118401.84),(72 120070.86),(73 122270.31),(74 124530.35),(75 126340.21),(76 127528.16),(77 128707.63),(78 130196.19),(79 130939.37),
(1 3253.3088),(2 9027.259),(3 16408.123),(4 23504.162),(5 29992.9),(6 35366.402),(7 39949.438),(8 43682.992),(9 47048.16),(10 50205),(11 52650.207),(12 54241.055),(13 55483.605),(14 56566.156),(15 57496.176),(16 59112.043),(17 60992.008),(18 63189.895),(19 65239.11),(20 67384.36),(21 69425.484),(22 71316.04),(23 72712.74),(24 73832.48),(25 74937.63),(26 76230.06),(27 77400.19),(28 78731.18),(29 80010.445),(30 81349.39),(31 82934.37),(32 84986.66),(33 87308.42),(34 89135.89),(35 90306.68),(36 91294.96),(37 91632.01),(38 91928.37),(39 92269.96),(40 93049.42),(41 93707.5),(42 94332.63),(43 94550.99),(44 94718.27),(45 94991.48),(46 95117.445),(47 95299.62),(48 96142.64),(49 97230.195),(50 98052.5),(51 99480.63),(52 100781.24),(53 101983.01),(54 102810.38),(55 103398.61),(56 104287.19),(57 104693.2),(58 105101.49),(59 105354.89),(60 105814.57),(61 105927.5),(62 106069.82),(63 106024.83),(64 106541.375),(65 106558.86),(66 106507.31),(67 106267.74),(68 106284.48),(69 106140.64),(70 106781.12),(71 107785.48),(72 109043.87),(73 110469.875),(74 112220.63),(75 114147.59),(76 115779.984),(77 117498.73),(78 119143.5),(79 120474.28),
(1 3074.6033),(2 8253.813),(3 14511.208),(4 20531.205),(5 26071.342),(6 30944.229),(7 34783.156),(8 37881.395),(9 40656.914),(10 43452.957),(11 45636.074),(12 47236.69),(13 48878.984),(14 50367.918),(15 51837.34),(16 53640.46),(17 56068.402),(18 58299.957),(19 60258.14),(20 62128.64),(21 63842.26),(22 65265.473),(23 66312.64),(24 67236.63),(25 67973.375),(26 68786.29),(27 69741.37),(28 71046.8),(29 72278.23),(30 73873.586),(31 75968.414),(32 78332.6),(33 81078.42),(34 82964.73),(35 84282.79),(36 85194.25),(37 85664.33),(38 85994.74),(39 86385.125),(40 87173.81),(41 88011.49),(42 88885.75),(43 89823.44),(44 91371.66),(45 92463.09),(46 93465.65),(47 94223.57),(48 95425.3),(49 96327.18),(50 97232.695),(51 98276.69),(52 99606.11),(53 100547.9),(54 101593.3),(55 102194.38),(56 102619.664),(57 103301.125),(58 104367.21),(59 105469.36),(60 106641.73),(61 107811.06),(62 109168.51),(63 110603.586),(64 112041.15),(65 113152.52),(66 113636.414),(67 114358.055),(68 114756.68),(69 114789.46),(70 115058.25),(71 115429.46),(72 115927.38),(73 116242.79),(74 116782.05),(75 117868.836),(76 118955.6),(77 120033.91),(78 121098.55),(79 121612.414),
(1 2985.7952),(2 8148.362),(3 14351.005),(4 20248.379),(5 25788.248),(6 30952.77),(7 35476.777),(8 39353.816),(9 42571.95),(10 45916.152),(11 48868.94),(12 51244.04),(13 53460.61),(14 55910.805),(15 57634.32),(16 59508.61),(17 61559.05),(18 63348.406),(19 65042.754),(20 66519.83),(21 67861.086),(22 69365.36),(23 70567.195),(24 71637.5),(25 72651.91),(26 73607.5),(27 74802.99),(28 76147.53),(29 77643.5),(30 79267.96),(31 81425.41),(32 83691.51),(33 85771.48),(34 87445.4),(35 88734.63),(36 89760.5),(37 90265.04),(38 90707.84),(39 91220.14),(40 91557.97),(41 91654.086),(42 91829.43),(43 92154.32),(44 92967.27),(45 93716.87),(46 94765.32),(47 95713.375),(48 96836.21),(49 97997.02),(50 99117.1),(51 100273.695),(52 101253.5),(53 101939.734),(54 102262.51),(55 103015.93),(56 103403.695),(57 104153.22),(58 105067.71),(59 105859.46),(60 106699.14),(61 107277.59),(62 107887.12),(63 108193.37),(64 109121.56),(65 110071.06),(66 110486.87),(67 111176.586),(68 111373.3),(69 111409.7),(70 111521.34),(71 111460.01),(72 111400.86),(73 110954.64),(74 110468.5),(75 110446.54),(76 110290.65),(77 110518.89),(78 110964.46),(79 111040.74),
(1 3088.4673),(2 8371.721),(3 14827.369),(4 20947.695),(5 26666.965),(6 31501.703),(7 35962.84),(8 39758.996),(9 42588.45),(10 44942.563),(11 46960.38),(12 48297.766),(13 49541.363),(14 51192.25),(15 52451.16),(16 53842.992),(17 55771.754),(18 58103.063),(19 60248.11),(20 62053.617),(21 63595.42),(22 65166.22),(23 66473.336),(24 67617.89),(25 68594.45),(26 69197.88),(27 69773.23),(28 70673.42),(29 71500.555),(30 72561.4),(31 74180.88),(32 76306.44),(33 78848.64),(34 81120.1),(35 83133.44),(36 84932.46),(37 86120.875),(38 87083.23),(39 87595.086),(40 87928.44),(41 88319.15),(42 88946.68),(43 89544.945),(44 90476.19),(45 91609.57),(46 92750.016),(47 93943.266),(48 94931.086),(49 96106.17),(50 97666.45),(51 99515.55),(52 101100.26),(53 102129.8),(54 102856.016),(55 103332.83),(56 103697.484),(57 104237.766),(58 105167.414),(59 105721.664),(60 106419.51),(61 106980.01),(62 107379.95),(63 107988.664),(64 109130.75),(65 110265.72),(66 111115.23),(67 111329.19),(68 111047.516),(69 110927.85),(70 110881.84),(71 110704.445),(72 110510.46),(73 110571.33),(74 110657.414),(75 110588.93),(76 110870.46),(77 111546.586),(78 111961.18),(79 112693.22),
(1 3027.319),(2 8267.176),(3 14660.41),(4 20799.982),(5 26351.125),(6 31088.738),(7 35471.605),(8 39282.04),(9 42016.203),(10 44477.434),(11 46531.78),(12 48376.773),(13 50405.145),(14 52613.492),(15 54247.656),(16 56236.242),(17 58555.734),(18 61178.152),(19 63272.297),(20 64986.11),(21 66505.1),(22 68107.195),(23 69491.664),(24 70357.25),(25 70920.53),(26 71211.914),(27 71835.54),(28 72527.586),(29 73001.67),(30 73628.5),(31 74901.81),(32 76868.07),(33 78993.78),(34 81303.445),(35 83039.35),(36 84296.58),(37 85033.9),(38 85573.336),(39 85704.83),(40 85765.06),(41 86033.61),(42 86474.82),(43 87079.35),(44 87680.87),(45 88471.45),(46 89032.06),(47 89859.664),(48 91059.57),(49 92460.21),(50 93641.49),(51 95109.97),(52 96333.34),(53 97212.26),(54 97966.95),(55 98720.67),(56 99167.305),(57 99375.76),(58 99658.88),(59 99927.34),(60 100263.875),(61 100501),(62 100696.36),(63 101377.305),(64 102087.58),(65 102864.375),(66 103897.63),(67 104328.64),(68 104896.39),(69 105405.516),(70 105482),(71 105469.02),(72 105479.65),(73 105542.39),(74 105822.25),(75 106238.85),(76 106600.445),(77 107320.93),(78 108038.32),(79 108761.45),
(1 2894.0293),(2 7856.6797),(3 13873.062),(4 19426.732),(5 24340.375),(6 28671.297),(7 32246.086),(8 35299.504),(9 37635.367),(10 39914.68),(11 42034.527),(12 44304.406),(13 46586.992),(14 48928.836),(15 50853.01),(16 53287.004),(17 55906.723),(18 58333.19),(19 60243.137),(20 62433.152),(21 64008.668),(22 65556.57),(23 66629.31),(24 67103.07),(25 67775.6),(26 68682.97),(27 69965.44),(28 71560.99),(29 72679.016),(30 73906.4),(31 75427.09),(32 77325.28),(33 79543.64),(34 81705.8),(35 83764.82),(36 85569.08),(37 86068.48),(38 86222.734),(39 86316.92),(40 86655.836),(41 87022.234),(42 87608.43),(43 88462.68),(44 89492.94),(45 90621.19),(46 91460.16),(47 92376.22),(48 93378.08),(49 94246.445),(50 94414.59),(51 94876.836),(52 95275.35),(53 95251.71),(54 94981.26),(55 94842.6),(56 94651.51),(57 94992.734),(58 95659.2),(59 96457.06),(60 97411.57),(61 97968.695),(62 98573.805),(63 98679.83),(64 98689.84),(65 98516.72),(66 98302.1),(67 97811.336),(68 97176.51),(69 96382.87),(70 95706.9),(71 95434.86),(72 95753.68),(73 96324.32),(74 97309.5),(75 98445.234),(76 99384.98),(77 100444.33),(78 100871.46),(79 100978.87),
(1 2912.875),(2 7852.511),(3 14035.552),(4 19555.166),(5 24608.033),(6 29387.738),(7 33473.47),(8 36844.723),(9 39485.113),(10 41805.043),(11 43755.91),(12 45247.113),(13 46921.625),(14 48856.957),(15 50513.527),(16 52379.31),(17 54212.44),(18 56426.01),(19 58467.68),(20 60531.992),(21 62130.227),(22 63636.633),(23 64785.45),(24 65757.55),(25 66500.52),(26 67346.76),(27 67918.25),(28 69096.61),(29 70079.7),(30 70910.516),(31 71801.766),(32 72814.43),(33 74179.29),(34 75650.56),(35 76994.94),(36 78248.12),(37 78843.49),(38 78793.45),(39 78248.05),(40 77947.94),(41 77830.39),(42 78206.73),(43 78953.93),(44 79807.8),(45 81024.25),(46 82117.055),(47 82964.875),(48 84069),(49 85081.016),(50 85362.26),(51 85949.086),(52 86432.42),(53 87579.516),(54 88400.695),(55 89221.86),(56 89765.36),(57 90108.23),(58 90367.79),(59 90617.28),(60 91173.95),(61 91632.52),(62 91979.73),(63 92518.914),(64 92740.96),(65 92704.92),(66 92603.086),(67 92265.79),(68 92124.81),(69 91550.17),(70 91305.13),(71 91624.48),(72 92370.3),(73 93156.26),(74 94079.08),(75 94753.92),(76 95501.06),(77 96000.13),(78 96322.625),(79 96384.25),
(1 2803.2927),(2 7642.7197),(3 13471.697),(4 18834.021),(5 23812.857),(6 28400.63),(7 32357.984),(8 35415.13),(9 37893.777),(10 39966.934),(11 41795.12),(12 43221.23),(13 44679.504),(14 46441.773),(15 48095.91),(16 49878.664),(17 51575.727),(18 53422.277),(19 54782.008),(20 56313.785),(21 57790.32),(22 59411.215),(23 60827.797),(24 62073.348),(25 62704.32),(26 63365.87),(27 63837.21),(28 64735.02),(29 65904.4),(30 66978),(31 68164.14),(32 69184.02),(33 70236.38),(34 71268.695),(35 71811.01),(36 72421.71),(37 72786.83),(38 72920.98),(39 72862.39),(40 73093.914),(41 73573.1),(42 74123.945),(43 74974.88),(44 75951.78),(45 76764.83),(46 77479.48),(47 78134.85),(48 78898.984),(49 79520.6),(50 80184.74),(51 80730.34),(52 81217.43),(53 81972.47),(54 82779.66),(55 83339.06),(56 83730.68),(57 84132.1),(58 84527.35),(59 84921.016),(60 85387.05),(61 85796.26),(62 85882.47),(63 85882.6),(64 86034.74),(65 86203.44),(66 86730.96),(67 87178.945),(68 88012.93),(69 88666.9),(70 89202.22),(71 89956.445),(72 91297.24),(73 92784.27),(74 94209.34),(75 95292.445),(76 96382.93),(77 97453.195),(78 98035.77),(79 98335.07),
(1 2905.531),(2 7819.8325),(3 13973.463),(4 19456.904),(5 24316.01),(6 29023.926),(7 33195.027),(8 36570.992),(9 39208.633),(10 41474.566),(11 43412.977),(12 44736.32),(13 46334.082),(14 48122.215),(15 49753.98),(16 51618.418),(17 53610.348),(18 55530.688),(19 57035.12),(20 58246.02),(21 59275.348),(22 59819.418),(23 60212),(24 60399.73),(25 60709.645),(26 61225.617),(27 61776.582),(28 62469.08),(29 63213.164),(30 64106.895),(31 64860.33),(32 65523.617),(33 66267.805),(34 67210.336),(35 67916.1),(36 68566.56),(37 68877.21),(38 68819.04),(39 68776.78),(40 69102.29),(41 70161.66),(42 71266.63),(43 72254.21),(44 73296.51),(45 74269.32),(46 74798.4),(47 75746.445),(48 77123.19),(49 78132.984),(50 78977.88),(51 79822.164),(52 80637.17),(53 81497.26),(54 82250.84),(55 83245.65),(56 83832.92),(57 84378.75),(58 85433.664),(59 86383.086),(60 87409.83),(61 88680.96),(62 89300.24),(63 90315.2),(64 91136.445),(65 91918.28),(66 92735.01),(67 93709.53),(68 94524.58),(69 95240.66),(70 96151.58),(71 96855.15),(72 97799.664),(73 98634.63),(74 99786.625),(75 100933.625),(76 102068.5),(77 103034.87),(78 104203.72),(79 104995.336),
(1 2783.9724),(2 7392.825),(3 13133.617),(4 18392.8),(5 23190.816),(6 27417.19),(7 31032.22),(8 33940.12),(9 36208.137),(10 38641.574),(11 41110.504),(12 43092.457),(13 45227.168),(14 47273.098),(15 49006.11),(16 50526.74),(17 52000.668),(18 53432.43),(19 54517.383),(20 55420.992),(21 56518.816),(22 57618.426),(23 58624.785),(24 59799.91),(25 60839.91),(26 61650.188),(27 62599.17),(28 63082.766),(29 63315.45),(30 63746.332),(31 64222.938),(32 64944.055),(33 65813.56),(34 66515.76),(35 66925.71),(36 67388.516),(37 67514.47),(38 67519.94),(39 67601.22),(40 68248.695),(41 69079.57),(42 69698.22),(43 70264.72),(44 70822.516),(45 71279.44),(46 71804.89),(47 72684.7),(48 74090.99),(49 75737.336),(50 77336.73),(51 78534.2),(52 79644.39),(53 80788.3),(54 81612.54),(55 82364.99),(56 82975.29),(57 83444.086),(58 84196.34),(59 84994.57),(60 85873.66),(61 86551.2),(62 86701.055),(63 87382.625),(64 87958.17),(65 88240.48),(66 88680.98),(67 89483.61),(68 89876.375),(69 90149.29),(70 90035.055),(71 89971.414),(72 90112.85),(73 90424.22),(74 91081.95),(75 92458.23),(76 93644.93),(77 94880.09),(78 96322.086),(79 97311.4),
(1 2817.8308),(2 7657.935),(3 13423.6455),(4 18425.799),(5 22878.527),(6 26687.506),(7 29952.064),(8 32574.3),(9 34755.49),(10 36832.113),(11 39183.527),(12 41150.445),(13 43123.383),(14 45395.438),(15 47255.13),(16 49231.81),(17 51201.633),(18 53056.457),(19 54172.707),(20 54954.87),(21 55958.055),(22 56887.734),(23 57733.535),(24 58399.402),(25 58889.17),(26 59441.063),(27 60472.938),(28 61619.152),(29 62478.164),(30 63245.074),(31 64099.7),(32 65179.39),(33 66540.805),(34 67933.65),(35 69266.234),(36 70358.7),(37 70746.44),(38 71329.086),(39 71706.086),(40 72526.47),(41 73865.6),(42 75159.08),(43 76065.47),(44 76728.28),(45 77157.82),(46 77690.46),(47 78400.3),(48 78901.75),(49 79770.44),(50 80744.63),(51 81704.47),(52 82535.586),(53 83460.78),(54 84301.41),(55 84811.695),(56 84996.65),(57 84890.1),(58 84715.81),(59 84774.445),(60 85123.97),(61 85363.06),(62 85205.29),(63 85375.37),(64 85222.53),(65 84900.25),(66 84815.56),(67 85272.03),(68 85617.14),(69 86099.945),(70 86325.02),(71 86662.625),(72 86823.84),(73 87275.25),(74 88038.44),(75 89289.38),(76 90065.305),(77 91115.71),(78 92442.125),(79 93387.31),
(1 2840.2964),(2 7663.4727),(3 13373.647),(4 18629.521),(5 23445.086),(6 27572.922),(7 30853.79),(8 33595.07),(9 35355.336),(10 36871.46),(11 38821.332),(12 40676.324),(13 42824.723),(14 45356.426),(15 47633.395),(16 50070.598),(17 52575.676),(18 54725.477),(19 56010.04),(20 56536.5),(21 57043.73),(22 57396.1),(23 57804.137),(24 58498.734),(25 59350.074),(26 60244.367),(27 61249.293),(28 62443.305),(29 63407.285),(30 64366.91),(31 65580.836),(32 66632.23),(33 67618.92),(34 68204.64),(35 68247.3),(36 68166.42),(37 68064.984),(38 68232.61),(39 68458.836),(40 69051.555),(41 70021.01),(42 70899.766),(43 71427.445),(44 71349.46),(45 70806.97),(46 70340.66),(47 70109.02),(48 70244.29),(49 70671.57),(50 71171.22),(51 71914.875),(52 72771.83),(53 73833.4),(54 74734.73),(55 75299.46),(56 75518.6),(57 75568.95),(58 75267.45),(59 74863.02),(60 74416.836),(61 74407.66),(62 74364.6),(63 74576.48),(64 74639.74),(65 74700.6),(66 74794.58),(67 75164.18),(68 75911.055),(69 77044.8),(70 78096.02),(71 78969.19),(72 79578.33),(73 79919.484),(74 80140.28),(75 80849.805),(76 81788.5),(77 83013.76),(78 83976.266),(79 84997.945),
(1 2859.921),(2 7619.374),(3 13435.634),(4 18742.273),(5 23520.58),(6 27758.107),(7 30997.81),(8 33251.8),(9 34684.74),(10 36123.33),(11 37658.62),(12 39208.574),(13 41014.3),(14 43275.367),(15 45234.066),(16 47244),(17 49152.86),(18 50888.086),(19 51647.973),(20 52243.63),(21 52452.273),(22 52698.91),(23 52883.836),(24 53359.695),(25 54388.883),(26 55681.77),(27 57116.14),(28 58782.09),(29 60029.33),(30 60862.15),(31 61835.08),(32 62594.992),(33 63354.918),(34 63877.613),(35 64240.67),(36 64804.73),(37 65146),(38 66026.875),(39 66850.11),(40 67863.91),(41 68847.48),(42 69450.1),(43 70044.07),(44 70308.74),(45 70279.45),(46 70100.18),(47 70049.71),(48 70452.66),(49 71002.15),(50 71689.94),(51 72704.53),(52 74305.445),(53 75899.01),(54 77403.09),(55 79065.375),(56 79880.02),(57 80563.29),(58 80715.61),(59 80653.03),(60 80509.47),(61 80940.96),(62 81469.41),(63 82289.29),(64 83101.35),(65 83701.84),(66 83961.06),(67 84312.71),(68 84816.77),(69 85109.555),(70 85552.76),(71 86039.22),(72 86041.92),(73 85819.6),(74 85638.39),(75 85552.06),(76 85624.625),(77 85542.016),(78 85648.78),(79 86081.79),
(1 2881.8215),(2 7709.964),(3 13504.818),(4 18763.676),(5 23424.146),(6 27560.8),(7 30846.771),(8 33177.684),(9 34727.625),(10 36408.67),(11 37760.91),(12 38684.004),(13 40047.727),(14 41936.617),(15 43894.246),(16 45857.355),(17 47850.684),(18 49630.887),(19 50705.348),(20 51631.13),(21 52056.125),(22 52533.04),(23 52988.31),(24 53589.473),(25 54210.203),(26 54931.902),(27 56274.297),(28 57963.09),(29 59349.8),(30 59946.43),(31 60724.2),(32 61491.074),(33 62734.457),(34 63576.457),(35 64264.79),(36 65108.33),(37 65571.195),(38 66131.36),(39 66942.04),(40 68004.71),(41 68848.42),(42 69573.42),(43 70231.164),(44 70789.02),(45 71157.07),(46 71279.45),(47 71504.68),(48 72168.05),(49 72852.586),(50 73513.55),(51 74434.35),(52 75643.164),(53 77032.1),(54 78031.34),(55 79094.05),(56 79786.6),(57 80584.85),(58 81006.43),(59 81015.055),(60 80856.76),(61 80799.5),(62 81374.35),(63 82290.914),(64 82956.36),(65 83544.7),(66 84225.2),(67 84593.53),(68 85260.09),(69 85419.35),(70 85471.34),(71 85370.26),(72 85321.66),(73 85087.31),(74 85159.75),(75 85710.69),(76 86507.01),(77 87056.64),(78 87457.57),(79 88306.42),
