1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64354),(2 199728.61),(3 424289.9),(4 737001.3),(5 1125724),(6 1600681.6),(7 2175078.8),(8 2790770.3),(9 3467397),(10 4199146.5),(11 4962874.5),(12 5775506.5),(13 6652462.5),(14 7617696),(15 8604471),(16 9692388),(17 10807944),(18 12084757),(19 13447115),(20 14974432),(21 16711649),(22 18523774),(23 20518132),(24 22544632),(25 24436864),(26 26307038),(27 27960554),(28 29690142),(29 31373848),(30 33035098),(31 34691824),(32 36527916),(33 38461810),(34 40404820),(35 42368292),(36 44424644),(37 46489988),(38 48772124),(39 50859892),(40 52835180),(41 54762076),(42 56564464),(43 58237724),(44 59693852),(45 60969940),(46 62310656),(47 63582188),(48 65160780),(49 66881744),(50 68539770),(51 70675896),(52 72774616),(53 74787240),(54 77025590),(55 79061150),(56 81022920),(57 82801544),(58 84949896),(59 86904790),(60 88843280),(61 90723416),(62 92584900),(63 94337210),(64 96092930),(65 98047320),(66 100092936),(67 102243110),(68 104567130),(69 106607944),(70 108765180),(71 111103360),(72 113407670),(73 115478720),(74 117871544),(75 120266300),(76 122755080),(77 125287464),(78 128245560),(79 131177690),
(1 17838.154),(2 36572.88),(3 42164.176),(4 44159.965),(5 47106.387),(6 51166.863),(7 54445.3),(8 56738.73),(9 60580.234),(10 62185.094),(11 63224.816),(12 65605.44),(13 68108.93),(14 70151.95),(15 71421.92),(16 72496.67),(17 74884.586),(18 77233.06),(19 78658.03),(20 79300.84),(21 79568.82),(22 80986.19),(23 82246.31),(24 83622.95),(25 85036.56),(26 85720.02),(27 87508.88),(28 89600.74),(29 91705.89),(30 93458.3),(31 94721.9),(32 96012.52),(33 97048.016),(34 97918.164),(35 98875.03),(36 98803.65),(37 98456.73),(38 98491.23),(39 98535.92),(40 97799.94),(41 98280.83),(42 98263.48),(43 97833.29),(44 97102.31),(45 96518.05),(46 96487.48),(47 95953.18),(48 95581.555),(49 95823.66),(50 96762.54),(51 96920.71),(52 97512.055),(53 99695.41),(54 102330.22),(55 102837.06),(56 102311.16),(57 102471.695),(58 103689.71),(59 103322.11),(60 102879.39),(61 102173.484),(62 102038.195),(63 101621.92),(64 100536.15),(65 99058.89),(66 98029.75),(67 96897.055),(68 94750.445),(69 93326.9),(70 92158.72),(71 91668.1),(72 91411.445),(73 91297.43),(74 91319.375),(75 91283.805),(76 90673.12),(77 88152.73),(78 87125.18),(79 86031.18),
(1 18163.47),(2 37375.75),(3 42414.61),(4 43756.75),(5 46981.86),(6 51494.31),(7 55424.563),(8 58076.65),(9 61632.73),(10 65112.7),(11 65800.38),(12 67160.805),(13 69086.18),(14 70804.5),(15 71587.02),(16 72678.67),(17 73775.26),(18 74686.34),(19 76997.72),(20 78510.24),(21 79192.625),(22 80291.91),(23 81509.336),(24 82944.75),(25 84339.375),(26 86069.24),(27 86903.375),(28 87616.55),(29 88792.36),(30 89807.53),(31 90285.42),(32 91465.66),(33 91796.04),(34 91550.05),(35 92675.26),(36 93568.36),(37 93776.25),(38 92510.95),(39 92270.88),(40 92542.22),(41 94033.36),(42 94928.4),(43 94383.5),(44 93600.195),(45 93909.67),(46 93692.21),(47 93621.125),(48 94096.64),(49 93149.336),(50 92916.055),(51 94129.91),(52 95186.68),(53 95395.086),(54 96109.34),(55 96184.66),(56 96688.055),(57 97766.055),(58 97661.21),(59 97035.07),(60 95982.94),(61 95513.47),(62 96061.13),(63 96091.11),(64 95565.78),(65 95038.086),(66 93692.87),(67 92445.86),(68 90963.5),(69 91408.23),(70 91293.39),(71 90610.5),(72 90441.13),(73 90156.94),(74 90200.1),(75 90027.49),(76 89717.71),(77 88018.87),(78 86854.945),(79 87555.86),
(1 18283.895),(2 36459.97),(3 40708.96),(4 41642.387),(5 46083.1),(6 51841.77),(7 54475.39),(8 55636.703),(9 59926.88),(10 63426.066),(11 64459.055),(12 66135.52),(13 67935.78),(14 69177.77),(15 70570.49),(16 72111.68),(17 73978.29),(18 74685.43),(19 74872.81),(20 76021.15),(21 77218.61),(22 77592.27),(23 78804.97),(24 80027.62),(25 81242.516),(26 82402.31),(27 83371.04),(28 84393.83),(29 86407.25),(30 86753.63),(31 85794.85),(32 86094.984),(33 86972),(34 87573.766),(35 88086.79),(36 88861.984),(37 90129.75),(38 89791.67),(39 89603.85),(40 90437.195),(41 89941.95),(42 90019.305),(43 89988.88),(44 89449.83),(45 89566.23),(46 89907.47),(47 90333.64),(48 90393.84),(49 90079.35),(50 89189.54),(51 89137.38),(52 89556.19),(53 89365.27),(54 89397.8),(55 88909.54),(56 88801.05),(57 88978.9),(58 89611.38),(59 90103.02),(60 90771.37),(61 91626.72),(62 91986.984),(63 90857.37),(64 89040.86),(65 89286.36),(66 89673.59),(67 88440.46),(68 87414.33),(69 87315.23),(70 86425.41),(71 85682.22),(72 86854.38),(73 88299.13),(74 89220.75),(75 89656.55),(76 90166.74),(77 89914.35),(78 89392.96),(79 89636.945),
(1 18351.475),(2 37507.19),(3 43375.01),(4 45742.34),(5 49094.773),(6 53497.363),(7 57444.355),(8 59827.633),(9 64361.535),(10 66701.24),(11 68655.75),(12 71619.05),(13 73554.12),(14 74900.91),(15 77529.016),(16 79978.914),(17 80175.07),(18 81433.75),(19 83598.055),(20 84121.96),(21 84769.02),(22 85413.7),(23 86670.555),(24 88060.23),(25 89809.86),(26 91162.67),(27 92409.21),(28 93460.32),(29 95636.234),(30 96515.19),(31 95837.86),(32 97719.734),(33 101064.63),(34 102627.984),(35 102545.836),(36 102596.13),(37 103065.92),(38 102586.65),(39 103253.72),(40 103698.3),(41 103650.39),(42 103844.14),(43 103905.65),(44 102579.37),(45 102124.55),(46 102164.31),(47 100663.9),(48 99976.97),(49 100094.266),(50 99619.9),(51 99719.11),(52 100341.414),(53 98632.61),(54 97249.875),(55 96289.734),(56 96092.59),(57 96784.82),(58 98356.875),(59 99773.39),(60 99117.55),(61 97890.055),(62 97866.42),(63 97324.12),(64 96477.25),(65 96817.73),(66 95866.76),(67 93317.125),(68 91852.64),(69 91382.14),(70 89993.36),(71 88840.65),(72 88012.875),(73 88186.3),(74 89017.22),(75 88877.03),(76 88772.75),(77 88766.53),(78 88551),(79 88620.08),
(1 16939.758),(2 34700.684),(3 39544.508),(4 41576.133),(5 45384.676),(6 49618.348),(7 52879.492),(8 55347.883),(9 59256.22),(10 61939.055),(11 62815.043),(12 64281.348),(13 66455.96),(14 68349.86),(15 69492.4),(16 69521.67),(17 70713.16),(18 71897.74),(19 72567.53),(20 73014.37),(21 74170.66),(22 74889.9),(23 76094.99),(24 77615.87),(25 78867.45),(26 80180.59),(27 82324.12),(28 84643.44),(29 86316.27),(30 87725.29),(31 87686.43),(32 88162.5),(33 89336.73),(34 90261.04),(35 89631.04),(36 88031.1),(37 87630.18),(38 88240.4),(39 88583.766),(40 87356.37),(41 86924.09),(42 88016.21),(43 88149.48),(44 88151.31),(45 87356.305),(46 86664.695),(47 86576.2),(48 86751.26),(49 87132.91),(50 87814.92),(51 87362.22),(52 85983.63),(53 85696.914),(54 86210.72),(55 87294.65),(56 87919.945),(57 88101.57),(58 89211.125),(59 91082.266),(60 91120.69),(61 89763.42),(62 89322.195),(63 89320.11),(64 89019.97),(65 88991.055),(66 88482.13),(67 86803.28),(68 85830.54),(69 86326.234),(70 85076.35),(71 83311.45),(72 81417.195),(73 81446.97),(74 82030.016),(75 82887.76),(76 82786.03),(77 83191.48),(78 83193.66),(79 83537.65),
(1 15963.84),(2 31936.447),(3 35898.086),(4 38138.8),(5 42240.676),(6 46042.277),(7 48901.895),(8 51439.15),(9 54544.66),(10 56171.168),(11 57088.555),(12 59466.617),(13 61986.21),(14 63376.29),(15 64135.754),(16 64254.13),(17 64268.49),(18 65535.87),(19 66609.99),(20 66584.28),(21 67272.83),(22 68688.75),(23 69038.11),(24 69234),(25 71699.72),(26 74107.11),(27 74499.28),(28 75259.164),(29 77198.55),(30 78827.16),(31 79639.37),(32 80149.055),(33 81258.11),(34 80980.64),(35 80838.28),(36 81145.55),(37 81120.59),(38 80511.57),(39 80131.74),(40 79915.84),(41 79818.234),(42 79443.75),(43 78907.555),(44 78963.086),(45 78550.85),(46 77326.7),(47 77662.98),(48 78106.82),(49 78222.484),(50 78285.85),(51 78202.32),(52 78342.984),(53 78216.54),(54 78927.734),(55 79442.08),(56 78684.6),(57 78748.37),(58 79338.445),(59 79702.19),(60 79862.445),(61 79587.09),(62 78725.74),(63 78459.625),(64 78276.94),(65 77667.88),(66 76749.21),(67 75996.7),(68 75833.43),(69 76125.75),(70 75672.73),(71 74771.86),(72 73566.06),(73 73425.17),(74 73456.484),(75 73233.93),(76 72138.59),(77 71538.086),(78 72387.32),(79 74139.195),
(1 16205.198),(2 31914.293),(3 36257.863),(4 38498.75),(5 42976.195),(6 47223.477),(7 49953.996),(8 53180.68),(9 56445.055),(10 57851.926),(11 59339.01),(12 61701.03),(13 64489.793),(14 65506.453),(15 65620.44),(16 65460.152),(17 66568.38),(18 67960.06),(19 69831.914),(20 70057.24),(21 69437.016),(22 70053.61),(23 71392.38),(24 72051.69),(25 75217.99),(26 76423.19),(27 77376.76),(28 79422.914),(29 80754.21),(30 82345.164),(31 83609.07),(32 84431.805),(33 85154.27),(34 84543.27),(35 83810.1),(36 83558.74),(37 83951.48),(38 83089.93),(39 82536.05),(40 82118.5),(41 81901.86),(42 81244.11),(43 81405.18),(44 81314.1),(45 81425.625),(46 81721.49),(47 81477.016),(48 81322.39),(49 80648.24),(50 81119.8),(51 81595.66),(52 81866.23),(53 82758.46),(54 84028.24),(55 84307.36),(56 85569.21),(57 86202.56),(58 86104.484),(59 84529.63),(60 82800.42),(61 81358.305),(62 80707.42),(63 79775.69),(64 78293.3),(65 77036.164),(66 75784.58),(67 75072.79),(68 74016.89),(69 73279.53),(70 72362.53),(71 71590.14),(72 70833.66),(73 69358.45),(74 68467.05),(75 68243.03),(76 68306.35),(77 67372.47),(78 67593.39),(79 68375.85),
(1 15626.933),(2 30622.29),(3 33943.793),(4 36072.688),(5 39949.504),(6 43826.664),(7 46840.016),(8 49974.42),(9 53304.063),(10 54726.094),(11 56615.93),(12 60036.73),(13 61043.99),(14 60860.926),(15 61338.445),(16 62099.07),(17 62702.027),(18 64652.996),(19 66113.61),(20 66237.71),(21 66496.29),(22 67910.664),(23 70098.52),(24 70899.44),(25 71747.48),(26 72735.78),(27 73585.54),(28 75069.62),(29 76209.13),(30 76577.34),(31 76940.19),(32 77186.586),(33 77958.1),(34 79154.336),(35 79211.83),(36 79802.164),(37 79296.016),(38 78196.945),(39 77966.92),(40 77866.29),(41 76743.74),(42 75443.03),(43 75475.09),(44 76478.12),(45 75986.63),(46 75792.9),(47 76727.6),(48 77675.66),(49 77465.13),(50 76871.92),(51 76403.88),(52 76196.41),(53 76052.54),(54 75401.44),(55 74313.414),(56 74442.69),(57 75279.22),(58 75854.31),(59 75518.92),(60 74582.62),(61 73683.83),(62 73060.02),(63 72021.125),(64 71883.95),(65 71774.516),(66 71597.11),(67 71099.57),(68 70499.51),(69 69819.875),(70 69450.47),(71 68329.3),(72 67075.03),(73 66640.85),(74 66791.66),(75 67145.47),(76 66786.336),(77 66174.01),(78 65709.664),(79 66882.875),
(1 15466.733),(2 30757.842),(3 34685.02),(4 36630.797),(5 40724.71),(6 44520.91),(7 48009.895),(8 50485.082),(9 53856.414),(10 56254.207),(11 57586.27),(12 59926.793),(13 60626.414),(14 60397.11),(15 61121.785),(16 61930.258),(17 61863.047),(18 62296.66),(19 63953.074),(20 64839.58),(21 66078.266),(22 67302.875),(23 67389.68),(24 68194.61),(25 70116.18),(26 71169.13),(27 71594.625),(28 72708.53),(29 73821.76),(30 75325.56),(31 76581.18),(32 76866.31),(33 77384.35),(34 77609.34),(35 77011.21),(36 77790.54),(37 77329.586),(38 75630.67),(39 74638.14),(40 74595.445),(41 73043.56),(42 71745.234),(43 71875.21),(44 71807.57),(45 72630.66),(46 73767.08),(47 73680.945),(48 74035.52),(49 73824.12),(50 73549.734),(51 74359.086),(52 74113.15),(53 74537.125),(54 75113.38),(55 74425.16),(56 74976.67),(57 76235.984),(58 76774.375),(59 76430.24),(60 76350.22),(61 76030.016),(62 75806.09),(63 75166.8),(64 74095.4),(65 72960.21),(66 71944.16),(67 70762.555),(68 69843.88),(69 69834.375),(70 69383.32),(71 68130.766),(72 67421.484),(73 66111),(74 64542.992),(75 64582.684),(76 65143.63),(77 65332.543),(78 65204.227),(79 65793.29),
(1 14459.886),(2 28223.783),(3 31647.008),(4 34508.34),(5 38640.242),(6 42122.22),(7 44847.613),(8 47343.297),(9 50202.1),(10 51918.77),(11 53963.59),(12 55841.543),(13 56708.1),(14 57462.246),(15 58634.15),(16 58967.344),(17 59121.152),(18 60971.824),(19 62494.48),(20 64078.348),(21 65473.977),(22 66236.29),(23 66391.99),(24 67880.28),(25 70917.71),(26 73413.5),(27 74058.055),(28 74487.53),(29 75612.52),(30 75130.88),(31 75265.63),(32 76678.414),(33 77321.36),(34 77069.49),(35 76192.84),(36 75726.14),(37 75379.44),(38 74737.86),(39 73904.46),(40 72851.3),(41 72166.46),(42 72029.67),(43 71445.66),(44 70421.875),(45 69986.59),(46 69861.5),(47 70158.53),(48 70321.75),(49 70463.28),(50 71230.586),(51 71647.77),(52 71490.71),(53 71260.48),(54 71651.914),(55 72135.75),(56 72279.73),(57 72386.71),(58 72975.2),(59 73419.44),(60 73967.28),(61 73674.41),(62 72832.18),(63 71130.99),(64 70056.38),(65 69015.336),(66 67600.75),(67 66897.95),(68 65893.46),(69 65652.2),(70 64087.566),(71 62434.48),(72 61672.46),(73 61721.516),(74 61507.01),(75 61868.37),(76 62125.086),(77 62205.836),(78 62711.32),(79 63788),
(1 15273.494),(2 29060.047),(3 32317.656),(4 35099.473),(5 39315.87),(6 42930.176),(7 45628.285),(8 47736.438),(9 49639.99),(10 51329.297),(11 53209.047),(12 55649.332),(13 56396.92),(14 56544.273),(15 57292.215),(16 58111.86),(17 58939.945),(18 61313.094),(19 62109.75),(20 63207.492),(21 65519.645),(22 66683),(23 67629.89),(24 68948.6),(25 70725.56),(26 72381.914),(27 73719.35),(28 73409.36),(29 73952.58),(30 75140.805),(31 76466.55),(32 77606.914),(33 78190.64),(34 78051.3),(35 78046.43),(36 78523.35),(37 78461.04),(38 76547.15),(39 75092.945),(40 74273.266),(41 73062.63),(42 73786.67),(43 74020.98),(44 73886.21),(45 73945.766),(46 74628.69),(47 74908.41),(48 74155.87),(49 73786.48),(50 73168.96),(51 72574.28),(52 72156.43),(53 72071.41),(54 72931.65),(55 73083.82),(56 73803.336),(57 73955.13),(58 72910.37),(59 72042.99),(60 71641.234),(61 71369.38),(62 70143.02),(63 68633.19),(64 67858.164),(65 67375.18),(66 66436.21),(67 64234.977),(68 62707.02),(69 62591.36),(70 62540.957),(71 62044.457),(72 62169.883),(73 62181.94),(74 61376.383),(75 61262.188),(76 62461.895),(77 62399.227),(78 63434.273),(79 63103.805),
(1 14546.078),(2 27960.082),(3 30882.355),(4 34239.715),(5 38991.695),(6 42854.598),(7 45877.227),(8 47426.277),(9 49354.824),(10 51198.863),(11 52814.62),(12 54727.64),(13 55508.188),(14 55881.492),(15 57100.207),(16 58094.297),(17 59527.242),(18 61122.47),(19 62416.313),(20 64095.03),(21 66251.82),(22 68501.82),(23 70344.15),(24 73223.24),(25 75614.32),(26 77311.96),(27 78365.26),(28 78952.62),(29 79860.07),(30 80125.49),(31 80510.04),(32 81513.03),(33 82731.63),(34 82834.62),(35 82091.78),(36 81459.72),(37 79954.97),(38 78408.55),(39 77863.16),(40 76631.98),(41 76077.086),(42 75752.26),(43 75156.89),(44 74873.086),(45 74871.39),(46 74598.95),(47 73616.305),(48 72673.24),(49 72701.79),(50 72864.46),(51 73119.055),(52 72994.12),(53 73328.05),(54 73127.57),(55 73038.445),(56 74041.52),(57 75355.56),(58 75325.734),(59 74127.18),(60 73558.81),(61 73617.99),(62 72818.01),(63 71000.25),(64 70076.625),(65 69979.55),(66 69312.67),(67 67799.26),(68 66673.05),(69 66416.36),(70 65418.402),(71 64576.38),(72 64388.566),(73 63510.184),(74 62506.77),(75 62373.13),(76 62054.555),(77 61280.59),(78 61757.043),(79 61486.473),
(1 14422.914),(2 27590.346),(3 30424.188),(4 32429.855),(5 35888.38),(6 39659.324),(7 42381.766),(8 43649.254),(9 45548.387),(10 47386.1),(11 48453.363),(12 50667.45),(13 52601.31),(14 53757.633),(15 54906.85),(16 55773.574),(17 56942.1),(18 58071.426),(19 58412.863),(20 59724.305),(21 61747.723),(22 63705.38),(23 66067.836),(24 67849.3),(25 69386.96),(26 70170.86),(27 71501.9),(28 71419.12),(29 71948.77),(30 72693.984),(31 72802.97),(32 73339.4),(33 74903.02),(34 75599.375),(35 76104.23),(36 76256.8),(37 75530.77),(38 74970.195),(39 75599.445),(40 75035.445),(41 73686.945),(42 74634.15),(43 75734.31),(44 75679.25),(45 75967.9),(46 76629.8),(47 75615.04),(48 74566.836),(49 74782.805),(50 74354.39),(51 73340.83),(52 72371.28),(53 72359.336),(54 72762),(55 72741),(56 73834.9),(57 74322.54),(58 73605.9),(59 72451.96),(60 71512.11),(61 70772.47),(62 70134.3),(63 69204.875),(64 68516.28),(65 67714.734),(66 66503.86),(67 64947.242),(68 63996.684),(69 64567.094),(70 64656.586),(71 63696.574),(72 63214.84),(73 62995.293),(74 62922.645),(75 62592.17),(76 62508.418),(77 62330.082),(78 62310.414),(79 62691.93),
(1 14298.69),(2 26589.68),(3 29576.56),(4 32545.135),(5 36238.953),(6 39805.805),(7 42197.207),(8 44519.566),(9 46866.074),(10 48387.2),(11 50580.594),(12 52422.06),(13 53691.938),(14 54764.22),(15 55516.547),(16 56102.313),(17 57083.727),(18 58544.027),(19 58735.965),(20 59237.01),(21 60913.613),(22 61406.645),(23 63017.09),(24 65362.504),(25 67357.42),(26 68213.25),(27 68869.61),(28 69738.195),(29 70931.92),(30 72562.97),(31 72922.88),(32 72335.07),(33 72930.67),(34 73571.85),(35 73047.734),(36 72430.9),(37 72183.83),(38 71626.625),(39 70897.18),(40 71664.32),(41 71570.84),(42 70606.375),(43 70119.97),(44 69919.45),(45 70697.46),(46 70239.695),(47 69340.95),(48 69358.91),(49 69440.625),(50 69876.5),(51 70094.48),(52 70504.8),(53 70925.79),(54 70885.01),(55 70930.086),(56 71260.88),(57 71115.516),(58 71149.734),(59 71057.414),(60 70147.055),(61 68630.94),(62 67654.46),(63 67208.01),(64 66499.63),(65 65978.86),(66 65268.27),(67 63576.99),(68 62847.4),(69 63842.996),(70 63782.813),(71 62962.41),(72 62382.047),(73 62241.703),(74 61338.367),(75 61025.703),(76 61506.184),(77 61176.293),(78 60695.74),(79 60637.77),
(1 14236.32),(2 26165.195),(3 28026.049),(4 30923.592),(5 34992.215),(6 38421.87),(7 41392.223),(8 43010.316),(9 46041.29),(10 48266.99),(11 49700.08),(12 51027.07),(13 51692.05),(14 52946.324),(15 54339.043),(16 55074.938),(17 56138.426),(18 57278.867),(19 57679.023),(20 58294.04),(21 59734.32),(22 60446.598),(23 61078.176),(24 62049.76),(25 62671.77),(26 64138.438),(27 65812.57),(28 66429.38),(29 67516.68),(30 68406.625),(31 69357.05),(32 69534.05),(33 70214.37),(34 70634.9),(35 70652.96),(36 69822.18),(37 69096.016),(38 68881.875),(39 69056.44),(40 68627.1),(41 67850.92),(42 67815.44),(43 67358.77),(44 66674.33),(45 66440.516),(46 66763.55),(47 66928.31),(48 67080.72),(49 67803.914),(50 68367.32),(51 68503.97),(52 69105.94),(53 68621.95),(54 67400.41),(55 66899.31),(56 67517.47),(57 68081.914),(58 68492.01),(59 68974.56),(60 68787.68),(61 67758.31),(62 66688.97),(63 65548.9),(64 64404.64),(65 63626.508),(66 63104.496),(67 62101.117),(68 60533.066),(69 60318.348),(70 60172.547),(71 59610.145),(72 59508.89),(73 59548.75),(74 59081.41),(75 58646.03),(76 58872.695),(77 59025.92),(78 58421.24),(79 58321.023),
(1 14743.747),(2 26424.646),(3 28209.072),(4 31274.629),(5 35008.285),(6 37239.977),(7 39469.164),(8 41332.363),(9 43724.38),(10 45810.64),(11 47670.22),(12 49038.742),(13 50031.754),(14 50607.684),(15 51288.95),(16 51871.664),(17 53030.035),(18 53503.438),(19 53925.652),(20 55057.125),(21 55882.785),(22 56497.816),(23 57256.395),(24 58889.773),(25 60072.45),(26 61079.54),(27 62212.094),(28 62953.816),(29 63885.977),(30 64384.297),(31 64473.234),(32 63895.13),(33 64057.883),(34 64434.973),(35 63715.973),(36 63172.934),(37 63784.64),(38 63632.934),(39 63328.453),(40 63001.047),(41 62789.4),(42 63432),(43 63213.32),(44 62536.832),(45 62650.086),(46 63016.605),(47 62928.32),(48 62500.215),(49 62846.36),(50 62558.05),(51 62331.676),(52 63229.664),(53 63033.63),(54 62624.684),(55 62608.953),(56 63141.45),(57 63449.316),(58 63814.926),(59 63762.574),(60 63043.926),(61 62465.78),(62 62345.91),(63 62014.895),(64 61430.168),(65 60588.18),(66 60020.32),(67 59160.832),(68 58917.28),(69 59667.516),(70 59362.414),(71 58586.465),(72 58046.91),(73 57489.527),(74 57087.664),(75 57189.69),(76 57318.023),(77 57786.484),(78 58122.063),(79 58714.336),
(1 14111.96),(2 25484.69),(3 27403.883),(4 30160.791),(5 33780.76),(6 35803.887),(7 37311.535),(8 39253.906),(9 41041.633),(10 42423.363),(11 43791.23),(12 45636.582),(13 46534.86),(14 46994.938),(15 47526.67),(16 48202.715),(17 49012.074),(18 50008.56),(19 50418.066),(20 51429.465),(21 52162.117),(22 51767.652),(23 52110.14),(24 53341.375),(25 54137.16),(26 55772.074),(27 57106.52),(28 57664.926),(29 58140.848),(30 57788.613),(31 58013.926),(32 58007.855),(33 57497.324),(34 57201.43),(35 56634.598),(36 56734.81),(37 57223.184),(38 56686.324),(39 56766.86),(40 56489.31),(41 55788.35),(42 55856.523),(43 55832.08),(44 55947.848),(45 55677.613),(46 54271.543),(47 54666.336),(48 55356.938),(49 56012.867),(50 56745.66),(51 56223.105),(52 56793.727),(53 56765.492),(54 56927.24),(55 57343.805),(56 57697.92),(57 58073.92),(58 57686.73),(59 57402.12),(60 57702.055),(61 57497.547),(62 57501.25),(63 56979.082),(64 56436.12),(65 56115.313),(66 55802.74),(67 55018.273),(68 54137.844),(69 54696.406),(70 54732.96),(71 54339.96),(72 53860.9),(73 53610.145),(74 53098.613),(75 53529.72),(76 53920.508),(77 54366.17),(78 55345.08),(79 56011.23),
(1 13402.669),(2 23910.428),(3 26131.918),(4 29111.322),(5 32180.344),(6 33712.207),(7 34989.188),(8 37004.484),(9 39099.824),(10 40435.945),(11 42547.566),(12 44073.08),(13 44481.242),(14 44420.79),(15 44286.992),(16 45239.19),(17 45908.176),(18 46311.48),(19 46617.84),(20 47756.81),(21 49291.48),(22 49181.758),(23 49774),(24 51292.37),(25 51611.332),(26 52583.09),(27 53320.3),(28 54162.047),(29 55152.117),(30 55341.4),(31 55982.895),(32 56380.33),(33 55703.957),(34 55006.79),(35 54532.086),(36 54244.63),(37 54247.766),(38 53721.637),(39 53359.645),(40 52715.766),(41 52060.66),(42 51855.555),(43 51927.6),(44 52263.273),(45 52927.242),(46 51954.063),(47 51562.61),(48 52433.164),(49 53806.582),(50 53583.28),(51 53207.58),(52 53996.08),(53 54089.043),(54 54397.074),(55 54460.39),(56 54644.195),(57 55440.46),(58 56023.996),(59 56053.496),(60 55632.418),(61 54544.777),(62 54538.184),(63 54186.945),(64 53512.266),(65 52705.258),(66 52464.055),(67 51417.133),(68 50188.906),(69 50132.07),(70 50167.48),(71 49650.195),(72 49710.87),(73 50187.98),(74 50365.8),(75 50466.473),(76 50732.49),(77 50998.445),(78 51469.555),(79 51814.402),
