1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42611.33),(2 152481.08),(3 331447),(4 570750.44),(5 862734.5),(6 1199642.3),(7 1589821.4),(8 2037098.5),(9 2439309.8),(10 2834958.8),(11 3215639),(12 3587766),(13 3956514),(14 4282105.5),(15 4581404.5),(16 4857129.5),(17 5098765.5),(18 5360585.5),(19 5612566.5),(20 5864004.5),(21 6120026.5),(22 6366212),(23 6628169.5),(24 6855410.5),(25 7058902),(26 7238155.5),(27 7412186),(28 7543448),(29 7632901.5),(30 7714183.5),(31 7821576.5),(32 7912129.5),(33 7990794),(34 8056834.5),(35 8110555.5),(36 8182371.5),(37 8265905.5),(38 8378173.5),(39 8484129),(40 8576789),(41 8663435),(42 8749552),(43 8837339),(44 8921824),(45 9019118),(46 9125651),(47 9261045),(48 9385691),(49 9479891),(50 9590031),(51 9709287),(52 9815499),(53 9935544),(54 10063925),(55 10182703),(56 10294311),(57 10388243),(58 10445551),(59 10466478),(60 10460636),(61 10476990),(62 10499401),(63 10553481),(64 10593099),(65 10641004),(66 10671091),(67 10698131),(68 10694245),(69 10675788),(70 10644111),(71 10623083),(72 10589457),(73 10507450),(74 10391472),(75 10261127),(76 10076737),(77 9880427),(78 9657988),(79 9483186),
(1 33106.402),(2 115480.76),(3 237799.88),(4 384656.25),(5 549722.5),(6 723879.2),(7 909710.6),(8 1098060),(9 1275904),(10 1439956.9),(11 1590956.1),(12 1731058.1),(13 1866187.9),(14 1979534.3),(15 2078425),(16 2162822.3),(17 2245775.3),(18 2316097.5),(19 2372593.8),(20 2429361.3),(21 2480620.5),(22 2534595.8),(23 2578174),(24 2617795.8),(25 2640363.3),(26 2661566.8),(27 2673539.3),(28 2669733.8),(29 2661038),(30 2646123.8),(31 2620626),(32 2593503.3),(33 2563106),(34 2536260.3),(35 2504070.5),(36 2469421.3),(37 2448502.3),(38 2439023.8),(39 2446805.5),(40 2458943.8),(41 2495159.8),(42 2536922),(43 2593554),(44 2657706.5),(45 2743174.5),(46 2834135.3),(47 2938455.3),(48 3031761),(49 3130663),(50 3221705.8),(51 3317040.8),(52 3405963.5),(53 3486540.3),(54 3556675.3),(55 3624439),(56 3678299.8),(57 3723250.8),(58 3754492.5),(59 3769907.8),(60 3776423.8),(61 3779702.5),(62 3768446.5),(63 3737909.5),(64 3709855.3),(65 3669105.5),(66 3626213.5),(67 3577953.5),(68 3535556.8),(69 3488622.5),(70 3436007),(71 3372477.3),(72 3304514.8),(73 3244055.3),(74 3183292.5),(75 3125460.8),(76 3071370.5),(77 3025158.3),(78 2979607),(79 2946577.5),
(1 33017.586),(2 116693.555),(3 241888.67),(4 393647.1),(5 562184.75),(6 742215.7),(7 929647.3),(8 1119674.3),(9 1299825.1),(10 1471680.6),(11 1626960.6),(12 1768157.9),(13 1898134.6),(14 2013408.4),(15 2115507.3),(16 2200063.3),(17 2276799.5),(18 2341747),(19 2394766.3),(20 2435932.5),(21 2465391.3),(22 2492835),(23 2507992.8),(24 2518092.8),(25 2520339.3),(26 2523875.3),(27 2524605.5),(28 2520398.3),(29 2512596.3),(30 2498552),(31 2488354),(32 2476960.8),(33 2469119.3),(34 2468290.8),(35 2470688.8),(36 2484656.3),(37 2509940.8),(38 2542536.3),(39 2580943.3),(40 2628515),(41 2684280.3),(42 2747364.3),(43 2813273.3),(44 2889086.3),(45 2975522),(46 3055101.8),(47 3127857.3),(48 3183404),(49 3239092),(50 3287055.8),(51 3336178.3),(52 3381957),(53 3421016),(54 3448905.8),(55 3474724.3),(56 3496235.8),(57 3505567.3),(58 3509714),(59 3496919),(60 3481080.3),(61 3449921),(62 3412000.8),(63 3360991.3),(64 3315880.3),(65 3262584.8),(66 3210455.8),(67 3156136.8),(68 3100312.3),(69 3044565.8),(70 2992534.3),(71 2937651.3),(72 2886363.3),(73 2845902.8),(74 2818258),(75 2803390),(76 2796533),(77 2806821.8),(78 2825407.8),(79 2846244),
(1 29473.664),(2 102567.29),(3 208549.1),(4 331726.63),(5 469998.88),(6 616479.44),(7 767352),(8 916976),(9 1057961.8),(10 1184493.6),(11 1300885.4),(12 1395064.6),(13 1480444.8),(14 1547784.4),(15 1604508.8),(16 1649577.5),(17 1694766.8),(18 1730536.4),(19 1761275.4),(20 1781321.6),(21 1791955.3),(22 1802789.6),(23 1812288.4),(24 1829474.5),(25 1857567.4),(26 1891839.9),(27 1931992.1),(28 1979136),(29 2017385.3),(30 2040373),(31 2057934.4),(32 2064433.9),(33 2064539.3),(34 2059669.5),(35 2049285.9),(36 2038284.1),(37 2032299.3),(38 2029921.3),(39 2035078.3),(40 2038010.9),(41 2055951.3),(42 2075603.5),(43 2102057),(44 2129409.5),(45 2162923.8),(46 2195456),(47 2228955.3),(48 2261575.8),(49 2295631.5),(50 2327854.3),(51 2358157.5),(52 2382944.3),(53 2412669.5),(54 2439878.3),(55 2469410.5),(56 2497692.5),(57 2527926.8),(58 2552770.3),(59 2576316.8),(60 2589530.3),(61 2592851.5),(62 2601745.5),(63 2605296.3),(64 2600857.8),(65 2604729),(66 2604814.5),(67 2607834),(68 2600321),(69 2592274),(70 2586083.5),(71 2580678.5),(72 2580158.5),(73 2588381.8),(74 2596767),(75 2607169),(76 2611136.8),(77 2623348.3),(78 2631328.3),(79 2634894.8),
(1 29031.498),(2 100501.09),(3 206663.36),(4 332435.8),(5 471067.38),(6 618854),(7 766644.4),(8 909124),(9 1036557.1),(10 1158944.1),(11 1268059.9),(12 1366526.4),(13 1453829.6),(14 1525610.5),(15 1581636.4),(16 1622061.6),(17 1656523.6),(18 1684223.9),(19 1710123.9),(20 1727971.9),(21 1743625.5),(22 1753535.6),(23 1766672.6),(24 1786798.4),(25 1812496),(26 1847935.5),(27 1883013.1),(28 1925164.6),(29 1969600.6),(30 2000400.1),(31 2035123.4),(32 2063197.8),(33 2088185.6),(34 2108129),(35 2117804.3),(36 2126259.5),(37 2133786),(38 2153292.3),(39 2169977.3),(40 2194694),(41 2221562.5),(42 2258213),(43 2288227.3),(44 2321809),(45 2352208.8),(46 2384255.8),(47 2413815),(48 2450823.3),(49 2488558),(50 2522788.5),(51 2543712.8),(52 2557805),(53 2574984.3),(54 2581786),(55 2593433.8),(56 2608008.3),(57 2631010.8),(58 2661051),(59 2693987.5),(60 2715426.5),(61 2746895.8),(62 2764461),(63 2797610),(64 2817899.8),(65 2851157),(66 2872031.3),(67 2899800.3),(68 2917994.3),(69 2933199.3),(70 2939111.3),(71 2953541.5),(72 2965693.5),(73 2985066.5),(74 2992412.5),(75 3001622.8),(76 2990609.3),(77 2983588.5),(78 2967498.3),(79 2942244.3),
(1 29000.508),(2 99240.78),(3 201178.48),(4 319403.97),(5 446060.06),(6 571894.4),(7 693811.3),(8 815338.56),(9 933674.25),(10 1044333.5),(11 1143211.9),(12 1227744.1),(13 1298003.5),(14 1344238.1),(15 1381776.8),(16 1402789.5),(17 1422833.6),(18 1433543.9),(19 1442302.4),(20 1443582.4),(21 1445703.4),(22 1446765.6),(23 1451259.8),(24 1459216.5),(25 1470216),(26 1484033),(27 1508477.1),(28 1528470.3),(29 1551077.6),(30 1578325.4),(31 1609759.1),(32 1638940.8),(33 1671558.4),(34 1694743.4),(35 1724045.9),(36 1751599.5),(37 1786971),(38 1825556.5),(39 1867000.5),(40 1909245.9),(41 1957481.9),(42 2006189.9),(43 2050848.3),(44 2092456.3),(45 2136007),(46 2174083),(47 2198185.3),(48 2215942.3),(49 2221359.5),(50 2216938.3),(51 2203402.3),(52 2181124.3),(53 2151440.5),(54 2117049.3),(55 2079118.9),(56 2045269.6),(57 2017126.1),(58 1990348.8),(59 1963359.8),(60 1939273.5),(61 1925108.3),(62 1906058.4),(63 1898270.3),(64 1882397.4),(65 1872515.9),(66 1863850.5),(67 1860415),(68 1857571.9),(69 1865631.9),(70 1869576.3),(71 1885835.3),(72 1900861.9),(73 1917490.4),(74 1929580.5),(75 1942043.5),(76 1945501.8),(77 1954113.5),(78 1955936),(79 1964899.5),
(1 27009),(2 91990.164),(3 184725.55),(4 289502.9),(5 402029.47),(6 510922.56),(7 616356.25),(8 721584),(9 825695.2),(10 912819.9),(11 992829.2),(12 1047257.56),(13 1085567.9),(14 1104424.1),(15 1122669.9),(16 1139903.8),(17 1163053.6),(18 1186686),(19 1211125.1),(20 1237590.4),(21 1259506.6),(22 1273852.9),(23 1280696.4),(24 1288926),(25 1297682.6),(26 1314732.3),(27 1334666.4),(28 1365181.9),(29 1396081.8),(30 1425961.1),(31 1462229.8),(32 1501021.4),(33 1541655.6),(34 1585634.4),(35 1637082.5),(36 1685800.9),(37 1735416.3),(38 1778092.8),(39 1820098.5),(40 1846985.4),(41 1868236.4),(42 1878973.6),(43 1880985.6),(44 1876583.9),(45 1873177.8),(46 1864628.8),(47 1852299.3),(48 1832086),(49 1811933.1),(50 1779576),(51 1748578.1),(52 1714880.4),(53 1684352.6),(54 1651938.4),(55 1621152.8),(56 1597192.3),(57 1577636.4),(58 1563500),(59 1554563.8),(60 1552196.3),(61 1550267.8),(62 1552270.1),(63 1552968.1),(64 1557687.4),(65 1568694),(66 1580971.3),(67 1591086.8),(68 1594438.4),(69 1594537.5),(70 1592520.5),(71 1588434.8),(72 1584495.5),(73 1575460.1),(74 1562296.4),(75 1542240.3),(76 1520783.5),(77 1504099.3),(78 1485320.4),(79 1464161.3),
(1 27189.71),(2 90503.55),(3 178660.52),(4 275785.94),(5 382153.1),(6 488989.16),(7 596762.25),(8 700259.4),(9 800240.56),(10 883258.94),(11 964414.06),(12 1015426.56),(13 1060325.9),(14 1093996.3),(15 1125213.9),(16 1147373.4),(17 1174610.9),(18 1201148.1),(19 1228768.4),(20 1256355.1),(21 1287847.8),(22 1316984.6),(23 1343250.9),(24 1366284.6),(25 1392322.3),(26 1423412.5),(27 1454612.8),(28 1481390.4),(29 1514070.3),(30 1543969.9),(31 1583921),(32 1619108.6),(33 1656154.1),(34 1686664.1),(35 1715646.8),(36 1735597.1),(37 1758077.4),(38 1778891),(39 1797143),(40 1806872.3),(41 1817525.1),(42 1821162.4),(43 1820936),(44 1813989.6),(45 1802968.5),(46 1790660.9),(47 1777747.1),(48 1759989.6),(49 1745292.1),(50 1722449.5),(51 1710742.3),(52 1703228.5),(53 1705714.8),(54 1708939.3),(55 1716945.4),(56 1730025.6),(57 1754189.9),(58 1774229.9),(59 1800410.1),(60 1818797.4),(61 1840199),(62 1861640),(63 1877734.5),(64 1891834.1),(65 1904696.8),(66 1912894.6),(67 1916663.8),(68 1904848.5),(69 1894461.4),(70 1877258.9),(71 1855961),(72 1833451.1),(73 1812426.6),(74 1790681.6),(75 1768733.6),(76 1742244.6),(77 1724564.8),(78 1700141.5),(79 1683155),
(1 26980.215),(2 87976.836),(3 174889.13),(4 270818.06),(5 371400.06),(6 466074.97),(7 557684.9),(8 637989.2),(9 710653.56),(10 768260.6),(11 821088.1),(12 855644),(13 881861.25),(14 901957.2),(15 918558.7),(16 928156.06),(17 938300.4),(18 948881.8),(19 961244.7),(20 968677.2),(21 978409.3),(22 986129.94),(23 990665.44),(24 990440.25),(25 995057.5),(26 999668.3),(27 1009348.8),(28 1018054.3),(29 1030340.1),(30 1044591.1),(31 1058570.1),(32 1072849.6),(33 1090642.4),(34 1107890.4),(35 1124645.1),(36 1141033.8),(37 1155042.6),(38 1165819.5),(39 1168749.4),(40 1171906.4),(41 1174179.5),(42 1176986.6),(43 1179990),(44 1187710.8),(45 1193063.8),(46 1198083),(47 1203041.3),(48 1207815.6),(49 1210979.4),(50 1215881.4),(51 1228477.5),(52 1244599.5),(53 1263898.1),(54 1280003),(55 1299711.8),(56 1322424.8),(57 1347251),(58 1374973.3),(59 1408065.6),(60 1433850),(61 1467092.5),(62 1499652.6),(63 1532518.6),(64 1572083.6),(65 1603634.1),(66 1629694.3),(67 1647653.3),(68 1660414),(69 1665111.6),(70 1666106.3),(71 1657669.1),(72 1646037),(73 1627824),(74 1605504.6),(75 1574063.9),(76 1541181),(77 1507474.1),(78 1476189.5),(79 1443948.9),
(1 28327.744),(2 92043.1),(3 184238.63),(4 288841),(5 399258.47),(6 505369.72),(7 608377.4),(8 700096.5),(9 783490.25),(10 859657.5),(11 929222.25),(12 983855.1),(13 1029124.6),(14 1058931),(15 1080595.6),(16 1088700.1),(17 1095281.8),(18 1098013.1),(19 1096281.8),(20 1090965.5),(21 1085946.5),(22 1079447.6),(23 1076965.9),(24 1076188.6),(25 1081269),(26 1091679.5),(27 1103797.1),(28 1118945.3),(29 1135018),(30 1147022.5),(31 1155752.6),(32 1160688.6),(33 1163915),(34 1162682.8),(35 1163254),(36 1166307.1),(37 1168963.5),(38 1169401.8),(39 1166764),(40 1165129.6),(41 1169472.3),(42 1174627.5),(43 1183607.4),(44 1192126.8),(45 1204157.5),(46 1214101),(47 1228516.4),(48 1238343.6),(49 1244860.5),(50 1250148.3),(51 1261801.3),(52 1274454.6),(53 1293751.3),(54 1317433.8),(55 1344488.9),(56 1363144.5),(57 1378215.6),(58 1390801.9),(59 1403886.1),(60 1405003.3),(61 1411190.5),(62 1406418.9),(63 1401156.9),(64 1396593.9),(65 1386702.8),(66 1373243.6),(67 1359937),(68 1339240.8),(69 1322559),(70 1309565.9),(71 1303653),(72 1300057.6),(73 1296984.6),(74 1286141.5),(75 1273236.4),(76 1259108),(77 1246577.3),(78 1233566.9),(79 1225613.3),
(1 26398.408),(2 85294.5),(3 168015.08),(4 260855.11),(5 358217),(6 451047.78),(7 538170.5),(8 617529.8),(9 688377.9),(10 753995.2),(11 811313),(12 856609.9),(13 893486.56),(14 919000.44),(15 936786.4),(16 947070.8),(17 951385.6),(18 951338.4),(19 944477.06),(20 937106.6),(21 926373.75),(22 915033.75),(23 905737.25),(24 896141.4),(25 891527),(26 891470.56),(27 897308.94),(28 902661.1),(29 913600.44),(30 918386.4),(31 928606.7),(32 932786.2),(33 937416.1),(34 939445.4),(35 946774.06),(36 957509.6),(37 966253),(38 975405.75),(39 986290.2),(40 997336.6),(41 1007666.4),(42 1016007.8),(43 1024233.06),(44 1032362.06),(45 1041877.4),(46 1042730.8),(47 1043648),(48 1044246.25),(49 1043021),(50 1040277.8),(51 1035526.94),(52 1031624.2),(53 1030669.5),(54 1031678.5),(55 1035598.2),(56 1035460.75),(57 1034753.94),(58 1035168.75),(59 1035983.1),(60 1035363.56),(61 1032991.1),(62 1031492.56),(63 1032572.75),(64 1035102.94),(65 1039636.56),(66 1045849.3),(67 1063134.5),(68 1086664.6),(69 1112727.6),(70 1144991.1),(71 1175492.5),(72 1208270.6),(73 1241243.1),(74 1270172.5),(75 1292203),(76 1321208.3),(77 1350517.9),(78 1381979.9),(79 1409924.4),
(1 26629.125),(2 87316.8),(3 173362.08),(4 267722.06),(5 363670.13),(6 449287.34),(7 528056.2),(8 593397.6),(9 655766.7),(10 709233.4),(11 753348.3),(12 778987.2),(13 797418),(14 805022.94),(15 814399.2),(16 820764.3),(17 829628),(18 838202.06),(19 844592.25),(20 850192.75),(21 858953.7),(22 867480),(23 878045.8),(24 887587.6),(25 900103.2),(26 913517.4),(27 931818.6),(28 951855.6),(29 976062.2),(30 995363.56),(31 1002483),(32 1007763.9),(33 1013245.94),(34 1012374.6),(35 1012364.1),(36 1008309.94),(37 1002752.7),(38 995426.75),(39 991673.4),(40 991771.06),(41 999186.3),(42 1012728.7),(43 1029258.2),(44 1049953.6),(45 1071160.3),(46 1089143.4),(47 1106840.6),(48 1127033.3),(49 1146658.3),(50 1162700.4),(51 1175171.6),(52 1187352),(53 1198780.3),(54 1208078),(55 1214241.1),(56 1216191.5),(57 1211147.3),(58 1204919.6),(59 1193457.6),(60 1179433.8),(61 1167575.4),(62 1155822.4),(63 1146447),(64 1139960.4),(65 1133477.1),(66 1132278.1),(67 1137222.9),(68 1144572.1),(69 1151352.9),(70 1158223.1),(71 1160970.3),(72 1162072.8),(73 1162448.6),(74 1158398.6),(75 1155689.6),(76 1157381.5),(77 1157292.1),(78 1153990.1),(79 1148713.3),
(1 24823.32),(2 81232.375),(3 159794.61),(4 247676.36),(5 333664.06),(6 408293.47),(7 472462.63),(8 529771.9),(9 579811.6),(10 623878.4),(11 663253.94),(12 688242.9),(13 704272.9),(14 713604.75),(15 723633.25),(16 732580.1),(17 743843.1),(18 754596.75),(19 761436.75),(20 764763.3),(21 770781.8),(22 778284.25),(23 785200),(24 792147.8),(25 799311.4),(26 805198.75),(27 809573.5),(28 817285.4),(29 820431.3),(30 820565.94),(31 809060.06),(32 795365.94),(33 779780.06),(34 764671.75),(35 750636.8),(36 739758.7),(37 725783.6),(38 712236.75),(39 702524.7),(40 703151.3),(41 711236.2),(42 728761.44),(43 752023.4),(44 780114.56),(45 812256.9),(46 845740),(47 879894.56),(48 915400),(49 947272.7),(50 970922.56),(51 987242.9),(52 993905.1),(53 993046.3),(54 984620.7),(55 968860.25),(56 948864),(57 929642.8),(58 914601.75),(59 904669.7),(60 902410.56),(61 902216.94),(62 903996.5),(63 905825.7),(64 908968.6),(65 910808.75),(66 914463.1),(67 917833.56),(68 923477.44),(69 921022.5),(70 916747.06),(71 909441.44),(72 902389.56),(73 900896.44),(74 898016.7),(75 896297.9),(76 896580.06),(77 898067.75),(78 900094.8),(79 899893.75),
(1 24452.549),(2 78530.92),(3 152143.72),(4 230511.34),(5 309061.2),(6 378829.63),(7 444077.22),(8 500284.4),(9 550387.8),(10 587550.6),(11 623265.2),(12 647497.56),(13 675271.9),(14 698372.8),(15 725289.2),(16 745628.44),(17 764416.94),(18 773911.4),(19 780412.4),(20 779941.4),(21 778913.56),(22 769307.4),(23 761733.7),(24 751699.5),(25 746720.25),(26 742665.4),(27 742806),(28 741006.44),(29 738871.75),(30 728617.56),(31 719267.2),(32 706906.25),(33 696823.6),(34 680866.5),(35 666625.56),(36 653630.9),(37 644781),(38 636360),(39 637339.44),(40 646401.06),(41 659595.1),(42 673388.5),(43 687420.1),(44 700399.06),(45 713265.2),(46 724830.06),(47 737736.8),(48 755355.25),(49 774652.44),(50 790845.75),(51 802868.44),(52 810506.9),(53 824266.6),(54 836304.94),(55 847217.3),(56 857088),(57 869779.25),(58 884029.3),(59 895973.7),(60 909113.3),(61 920516.25),(62 926861.1),(63 934238.8),(64 944140.4),(65 950689.9),(66 951670.7),(67 944942.3),(68 932532.2),(69 917491.4),(70 906201.1),(71 896305.7),(72 891488.25),(73 890738.25),(74 895801.56),(75 900206.44),(76 905407),(77 902665.56),(78 898408.06),(79 889875.06),
(1 24962.125),(2 78227.81),(3 150529.97),(4 226377.11),(5 305322.84),(6 373370.66),(7 431063.34),(8 473999.6),(9 513534.5),(10 544472.1),(11 570913.5),(12 589965.9),(13 600840.9),(14 603887.5),(15 608603.75),(16 607608.2),(17 610533.25),(18 611094.8),(19 610677.94),(20 608060.94),(21 612027.44),(22 615292.9),(23 621647.3),(24 626954.7),(25 634120.9),(26 642644),(27 649083.2),(28 658190.25),(29 666615.25),(30 670256.25),(31 669499),(32 666184.9),(33 659062.75),(34 650591.94),(35 643938.7),(36 641012.25),(37 644863.75),(38 654156.2),(39 668114.94),(40 684288.3),(41 702800.7),(42 715462.44),(43 731865.5),(44 749146.5),(45 768942.7),(46 786622.25),(47 804753.44),(48 822392.8),(49 839127.8),(50 849129.25),(51 854645.94),(52 856323.75),(53 857572.6),(54 857641.25),(55 859320.9),(56 868112.56),(57 877710.1),(58 888694.4),(59 898699.4),(60 907900.4),(61 912172.7),(62 914188.06),(63 915279.3),(64 917061.5),(65 914499),(66 911262.25),(67 905209.75),(68 900684.7),(69 890507.44),(70 880062.4),(71 871833.06),(72 869718.3),(73 871706.7),(74 876652.9),(75 879830.06),(76 882063.3),(77 879079.75),(78 875139.2),(79 869746.4),
(1 22752.38),(2 70046.82),(3 132501.22),(4 196499.86),(5 261482.8),(6 314438.88),(7 361872.4),(8 401482.13),(9 443853.97),(10 481140.44),(11 515264),(12 536645.56),(13 549352.3),(14 554031.9),(15 557298.9),(16 558218.9),(17 561186.06),(18 562762.25),(19 565813.75),(20 566831.2),(21 570481.94),(22 575099.75),(23 579130.25),(24 581942.94),(25 586969.6),(26 592112.7),(27 594483.1),(28 596762.44),(29 598924.3),(30 601709.4),(31 600774.9),(32 600668.56),(33 601224.7),(34 601308.25),(35 604984.25),(36 610580.25),(37 617769.6),(38 626895.1),(39 636494.2),(40 649065.7),(41 665085.6),(42 677418.44),(43 687715.44),(44 694802.44),(45 701271.8),(46 708555.75),(47 720274.7),(48 734813.4),(49 749262.5),(50 761714.25),(51 771542.3),(52 778086.9),(53 778696.06),(54 778610.25),(55 779116.7),(56 785817.5),(57 790942.25),(58 799014.9),(59 808690.25),(60 817024.2),(61 819226.3),(62 815837.1),(63 813966.75),(64 808649.06),(65 799289.06),(66 787870.25),(67 777307),(68 763221.94),(69 751070.5),(70 739934.1),(71 736218.3),(72 737581.9),(73 741451.56),(74 745483.2),(75 748275),(76 747328.9),(77 740562.4),(78 731147.8),(79 723366.25),
(1 23471.748),(2 71666.37),(3 134278.14),(4 196191.73),(5 256382.9),(6 305360.25),(7 347702.94),(8 383111.56),(9 413762.1),(10 441719.28),(11 463911.2),(12 478419.9),(13 487915.34),(14 492951.75),(15 501064.2),(16 507515.63),(17 521045.06),(18 534299.9),(19 547109.94),(20 554110.94),(21 564382.9),(22 572148.06),(23 579728.56),(24 582684.6),(25 584024.7),(26 584133.1),(27 582777.8),(28 576195.3),(29 570258.3),(30 563528.3),(31 556218.75),(32 556023.9),(33 564783.44),(34 578612.1),(35 598261.25),(36 620558.25),(37 640251.1),(38 658032),(39 665166.4),(40 669714.4),(41 669386.2),(42 663283.5),(43 658760),(44 655869.5),(45 653865.7),(46 656763.94),(47 664155),(48 669661.8),(49 676930.2),(50 680850.75),(51 687437.44),(52 691978.25),(53 697213.8),(54 700259.25),(55 704791.06),(56 706568.56),(57 708899.56),(58 709477.3),(59 711484.8),(60 709836.7),(61 710732.2),(62 704168.44),(63 702635.44),(64 697282.94),(65 693063.5),(66 687551.56),(67 682751.06),(68 676845.44),(69 677581.3),(70 676756.9),(71 680394.2),(72 681066.44),(73 686431.6),(74 683253.25),(75 680081.9),(76 668597.94),(77 662479.3),(78 654008.1),(79 651788.9),
(1 22857.941),(2 70879.5),(3 132009.22),(4 191685.16),(5 249385.2),(6 296289.53),(7 335333.44),(8 361435.9),(9 383142.34),(10 398577.25),(11 414266.1),(12 423749.78),(13 430008.34),(14 434981.56),(15 444883.47),(16 457330.97),(17 473120.8),(18 488903.28),(19 503420.4),(20 516285.5),(21 525771.44),(22 527935.9),(23 529100),(24 525299.75),(25 522948.94),(26 519236.88),(27 516851.44),(28 512349.16),(29 511966.53),(30 511839.34),(31 513336.72),(32 513448.88),(33 517682.03),(34 519233.06),(35 520838.5),(36 520405.7),(37 521226.34),(38 522069.16),(39 524176.44),(40 521926.13),(41 517899.25),(42 509583.13),(43 502958.75),(44 495947.28),(45 495569.16),(46 500405.38),(47 509493.16),(48 517285.88),(49 526804.2),(50 534737.75),(51 543759.3),(52 550170.56),(53 557617.4),(54 563753.56),(55 574095.3),(56 583064.1),(57 592769.3),(58 600598.06),(59 609566.94),(60 615828.1),(61 624898),(62 629814.25),(63 634712.06),(64 636285.1),(65 637498.7),(66 636190.44),(67 635611),(68 632227.44),(69 627265.8),(70 619779.1),(71 613232.6),(72 601520.7),(73 593670.25),(74 582461.94),(75 573690.4),(76 565856.6),(77 561250.4),(78 558726.06),(79 558980.25),
