1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79536.01),(2 282891.63),(3 592443.8),(4 968519.3),(5 1388657.1),(6 1802003.4),(7 2212640),(8 2600696.8),(9 2937166.8),(10 3220376),(11 3444015),(12 3595228),(13 3681372.3),(14 3699900),(15 3706602),(16 3726112),(17 3718508),(18 3760019.8),(19 3913669.3),(20 4166115),(21 4486752.5),(22 4901677.5),(23 5382964.5),(24 5957830.5),(25 6583076.5),(26 7310844),(27 8180611.5),(28 9219488),(29 10386760),(30 11699080),(31 13107420),(32 14484901),(33 15966563),(34 17542190),(35 19128684),(36 20761946),(37 22454432),(38 24183194),(39 25918838),(40 27644602),(41 29361592),(42 31099306),(43 32740834),(44 34274170),(45 35678620),(46 37074130),(47 38194412),(48 39141292),(49 39904764),(50 40448696),(51 40673890),(52 40792188),(53 40662932),(54 40402790),(55 40038310),(56 39689600),(57 39332444),(58 38906224),(59 38330156),(60 37700316),(61 36977932),(62 36187852),(63 35282440),(64 34391684),(65 33515018),(66 32692472),(67 31777768),(68 30858174),(69 29964290),(70 29092942),(71 28265168),(72 27550688),(73 26889498),(74 26337592),(75 25848178),(76 25510950),(77 25289728),(78 25084256),(79 24979920),
(1 6112.2314),(2 12595.65),(3 17269.965),(4 20531.564),(5 22958.787),(6 24525.922),(7 25991.684),(8 27046.129),(9 27890.365),(10 28759.41),(11 29192.414),(12 29786.71),(13 30431.176),(14 30942.986),(15 31481.28),(16 31946.31),(17 31668.74),(18 32060.06),(19 32629.615),(20 32773.957),(21 33061.098),(22 33550.727),(23 33932.945),(24 33699.867),(25 33674.094),(26 33821.645),(27 34092.367),(28 34008.9),(29 34609.33),(30 34835.41),(31 35106.91),(32 35123.22),(33 35199.39),(34 34930.64),(35 34914.22),(36 35192.24),(37 35382.055),(38 35591.723),(39 35455.984),(40 35111.754),(41 35182.01),(42 35011.406),(43 34676.023),(44 34667.77),(45 34646.945),(46 35045.145),(47 35389.633),(48 35387.74),(49 35579.61),(50 35699.645),(51 36059.184),(52 36072.016),(53 36003.176),(54 36007.52),(55 36189.016),(56 36372.5),(57 36385.234),(58 36617.707),(59 36417.855),(60 36188.984),(61 36426.88),(62 36580.703),(63 36420.273),(64 36291.984),(65 36395.184),(66 36185.51),(67 36183.293),(68 35681.645),(69 35841.145),(70 35872.84),(71 35617.87),(72 35771.91),(73 35941.184),(74 36051.62),(75 36036.695),(76 36193.742),(77 36299.344),(78 36049.81),(79 35948.78),
(1 6085.2334),(2 12311.096),(3 16807.822),(4 20026.334),(5 22264.328),(6 23645.986),(7 24853.186),(8 26053.863),(9 26720.46),(10 27380.275),(11 27962.482),(12 28464.707),(13 29220.717),(14 29615.139),(15 29942.555),(16 30274.873),(17 30613.537),(18 30886.31),(19 31374.973),(20 31734.285),(21 32534.316),(22 33117.137),(23 33093.105),(24 33040.207),(25 33040.8),(26 33086.457),(27 33255.594),(28 33355.93),(29 33366.895),(30 33574.766),(31 33678.895),(32 33786.59),(33 33867.13),(34 33937.168),(35 34242.793),(36 34548.363),(37 34599.94),(38 34510.008),(39 34126.76),(40 33591.13),(41 33456.527),(42 33363.395),(43 33219.54),(44 33279.066),(45 33610.938),(46 34056.125),(47 34374.668),(48 34354.336),(49 34507.555),(50 34679.098),(51 34679.13),(52 34749.43),(53 34779.633),(54 34980.992),(55 34944.79),(56 34710.633),(57 34833.156),(58 35291.656),(59 35286.723),(60 34984.574),(61 35357.246),(62 35532.805),(63 35624.01),(64 36240.547),(65 36466.574),(66 36664.94),(67 36715.293),(68 36572.574),(69 36753.734),(70 36440.32),(71 36467.8),(72 36436.176),(73 36016.465),(74 35607.78),(75 35486.203),(76 35270.17),(77 34944.887),(78 34414.406),(79 34282.734),
(1 6016.9595),(2 12062.481),(3 16401.572),(4 19465.533),(5 21759.262),(6 23271.834),(7 24337.832),(8 25086.998),(9 25687.555),(10 26699.83),(11 27515.09),(12 28194.771),(13 28924.367),(14 29252.285),(15 29694.883),(16 29971.951),(17 30035.154),(18 30226.463),(19 30526.525),(20 30979.676),(21 31554.688),(22 31953.492),(23 32280.025),(24 32274.746),(25 32487.701),(26 32706.094),(27 32875.152),(28 33044.74),(29 33180.605),(30 33516.848),(31 33748.977),(32 34027.355),(33 34380.86),(34 34331.066),(35 34784.3),(36 35054.867),(37 34987.74),(38 34909.25),(39 34826.008),(40 34851.766),(41 34930.598),(42 34865.766),(43 34721.957),(44 34508.2),(45 34541.35),(46 34686.29),(47 34911.21),(48 34859.105),(49 35103.227),(50 34986.457),(51 35214.875),(52 35496.508),(53 35475.91),(54 35319.355),(55 35066.26),(56 34888.215),(57 34676.203),(58 34687.344),(59 34845.875),(60 34844.598),(61 35051.215),(62 35126.21),(63 35103.13),(64 35275.953),(65 35605.03),(66 35890.14),(67 35815.734),(68 35629.02),(69 35360.89),(70 35070.11),(71 34760.12),(72 34622.598),(73 34488.703),(74 34240.875),(75 34305.926),(76 34134.504),(77 33787.39),(78 33824.81),(79 33724.3),
(1 5941.2915),(2 12002.9795),(3 16266.548),(4 19277.127),(5 21438.797),(6 22983.748),(7 24067.127),(8 24785.723),(9 25510.354),(10 26396.328),(11 27034.098),(12 27711.588),(13 28426.215),(14 28812.51),(15 29606.643),(16 30054.178),(17 30124.354),(18 30446.838),(19 30644.828),(20 30926.209),(21 31141.111),(22 31461.492),(23 31242.674),(24 30803.852),(25 30561.965),(26 30431.287),(27 30622.396),(28 30788.125),(29 31023.098),(30 31372.17),(31 31724.154),(32 32475.523),(33 32599.28),(34 32859.31),(35 33302.8),(36 33373.887),(37 33209.18),(38 33233.027),(39 33294.61),(40 33159.566),(41 32891.17),(42 32885.895),(43 32637.445),(44 32639.066),(45 32707.926),(46 32533.863),(47 32874.42),(48 33097.61),(49 33413.06),(50 33509.68),(51 33875.06),(52 34002.28),(53 33665.824),(54 33990.027),(55 33838.754),(56 33764.53),(57 33906.594),(58 33919.03),(59 34071.137),(60 34279.727),(61 34251.48),(62 34591.18),(63 34869.023),(64 35125.03),(65 35579.234),(66 35714.223),(67 35837.895),(68 35764.48),(69 35154.36),(70 34882.98),(71 34780.86),(72 34676.086),(73 34751.656),(74 34726.813),(75 34821.05),(76 34927.242),(77 35005.652),(78 35221.434),(79 35314.36),
(1 5882.1343),(2 11732.97),(3 15902.278),(4 18860.648),(5 20792.688),(6 22147.576),(7 23128.389),(8 23942.14),(9 24966.654),(10 25898.836),(11 26357.125),(12 27089.693),(13 27491.863),(14 27780.375),(15 28133.568),(16 28165.21),(17 28226.756),(18 28608.043),(19 28981.252),(20 29077.814),(21 29306.596),(22 29786.943),(23 29753.48),(24 29933.61),(25 30292.902),(26 30395.457),(27 30756.67),(28 30614.65),(29 30729.957),(30 30843.307),(31 31056.465),(32 31035.186),(33 30808.494),(34 30482.096),(35 30434.54),(36 30436.133),(37 30281.76),(38 30326.645),(39 30488.762),(40 30436.035),(41 30359.22),(42 30522.82),(43 30434.135),(44 30416.865),(45 30383.254),(46 30337.162),(47 30513.414),(48 30384.613),(49 30618.545),(50 30701.072),(51 30836.666),(52 30817.3),(53 30889.318),(54 31189.18),(55 31544.76),(56 31645.482),(57 31788.59),(58 32157.238),(59 31991.475),(60 32133.816),(61 32351.795),(62 32847.93),(63 32793.707),(64 32929.637),(65 32852.96),(66 32755.135),(67 33164.67),(68 33201.652),(69 33060.14),(70 33004.01),(71 33028.125),(72 33069.977),(73 33218.23),(74 33107.883),(75 33298.016),(76 33227.28),(77 33458.56),(78 33649.863),(79 33592.31),
(1 5899.4556),(2 11714.525),(3 15818.665),(4 18584.508),(5 20426.72),(6 21761.268),(7 22724.635),(8 23430.803),(9 24123.254),(10 24855.645),(11 25524.512),(12 26291.09),(13 27235.771),(14 27777.043),(15 28336.293),(16 28530.89),(17 28783.482),(18 29136.15),(19 29142.842),(20 29325.027),(21 29538.03),(22 29911.924),(23 29618.361),(24 29713.355),(25 29929.863),(26 29877.646),(27 29831.225),(28 29962.666),(29 30060.584),(30 30104.771),(31 30243.807),(32 30206.33),(33 30519.621),(34 30608.201),(35 31044.713),(36 31621.066),(37 31825.402),(38 31804.666),(39 31821.414),(40 31719.79),(41 31624.969),(42 31656.027),(43 31636.914),(44 31573.19),(45 31641.752),(46 31780.822),(47 31830.814),(48 31744.436),(49 31591.69),(50 31526.973),(51 31508.889),(52 31399.121),(53 31633.05),(54 31622.281),(55 31628.021),(56 31783.076),(57 31638.498),(58 31539.77),(59 31774.621),(60 31575.473),(61 31414.232),(62 31445.543),(63 31469.865),(64 31450.08),(65 31404.111),(66 31577.69),(67 32008.441),(68 32301.963),(69 32322.672),(70 32466.285),(71 32587.828),(72 32602.557),(73 32547.79),(74 32335.6),(75 32167.768),(76 31831.914),(77 31707.932),(78 31530.379),(79 31646.328),
(1 5722.827),(2 11284.532),(3 15362.343),(4 18069.348),(5 20020.516),(6 21310.055),(7 22308.594),(8 22904.334),(9 23324.338),(10 24090.705),(11 24662.592),(12 25250.938),(13 26021.654),(14 26785.756),(15 27172.396),(16 27614.027),(17 27972.121),(18 28226.459),(19 28094.059),(20 28295.996),(21 28550.695),(22 28644.518),(23 28705.48),(24 28778.986),(25 28710.326),(26 28773.498),(27 28524.813),(28 28426.035),(29 28532.383),(30 28920.6),(31 29127.447),(32 29365.314),(33 29527.691),(34 29862.965),(35 30225.713),(36 30486.006),(37 30854.607),(38 30622.434),(39 30271.344),(40 30043.604),(41 29959.967),(42 30174.135),(43 30693.348),(44 30963.414),(45 31133.604),(46 31292.234),(47 30928.791),(48 31106.346),(49 31131.348),(50 31008.434),(51 31076.387),(52 31068.775),(53 31018.248),(54 30788.61),(55 30735.262),(56 30585.734),(57 30768.498),(58 30961.072),(59 30832.846),(60 30870.885),(61 30880.52),(62 30858.996),(63 31058.322),(64 31251.738),(65 31474.719),(66 31687.197),(67 31786.375),(68 31819.63),(69 31849.67),(70 31862.023),(71 31679.924),(72 31415.084),(73 31083.498),(74 30940.55),(75 30859.924),(76 30891.986),(77 30868.984),(78 30892.21),(79 30891.602),
(1 5780.6885),(2 11259.016),(3 15137.354),(4 17697.342),(5 19613.4),(6 20776.885),(7 21670.293),(8 22219.533),(9 22787.646),(10 23226.81),(11 23565.117),(12 24149.232),(13 24867.879),(14 25510.277),(15 26146.219),(16 26576.74),(17 26840.635),(18 27024.023),(19 27244.598),(20 27570.74),(21 27900.105),(22 28308.965),(23 28241.555),(24 28223.695),(25 28237.434),(26 28382.678),(27 28673.09),(28 28941.313),(29 29134.752),(30 29109.057),(31 29177.615),(32 28960.895),(33 29104.654),(34 29022.45),(35 29277.986),(36 29479.334),(37 29532.477),(38 29560.543),(39 29437.02),(40 29438.266),(41 29290.42),(42 29561.71),(43 29651.412),(44 29766.434),(45 29578.86),(46 29192.045),(47 29149.53),(48 29223.58),(49 29250.018),(50 29357.93),(51 29668.244),(52 30035.477),(53 30144.92),(54 29982.006),(55 30074.012),(56 30068.084),(57 30157.684),(58 30322.63),(59 30228.152),(60 30132.172),(61 29934.598),(62 29759.277),(63 29937.111),(64 29994.37),(65 29837.016),(66 29798.783),(67 29536.97),(68 29293.174),(69 29247.877),(70 29474.738),(71 29181.416),(72 28833.354),(73 28861.688),(74 29043.637),(75 29338.422),(76 29333.768),(77 29260.25),(78 29364.473),(79 29277.63),
(1 5666.2266),(2 11005.865),(3 14832.956),(4 17193.465),(5 19001.957),(6 20051.58),(7 20985.379),(8 21873.947),(9 22447.264),(10 22767.209),(11 23194.36),(12 23902.813),(13 24523.557),(14 24905.453),(15 25292.387),(16 25667.729),(17 26074.873),(18 26167.766),(19 26412.389),(20 26528.313),(21 26737.928),(22 26787.611),(23 26823.018),(24 26827.479),(25 26877.418),(26 26874.621),(27 27119.992),(28 27429.314),(29 27393.97),(30 27607.082),(31 27814.49),(32 27556.76),(33 27501.18),(34 27348.168),(35 27238.545),(36 27106.24),(37 27063.205),(38 27209.545),(39 27581.363),(40 27859.977),(41 28083.654),(42 28158.371),(43 28360.783),(44 28492.219),(45 28542.502),(46 28745.646),(47 28895.996),(48 29176.113),(49 29403.783),(50 29460.084),(51 29626.727),(52 29695.537),(53 29895.752),(54 29976.873),(55 30002.02),(56 30029.426),(57 30056.865),(58 30108.33),(59 30398.771),(60 30392.502),(61 30118.857),(62 29632.219),(63 29464.002),(64 29594.654),(65 29348.732),(66 29355.717),(67 29073.193),(68 29106.234),(69 29233.098),(70 29045.652),(71 28605.117),(72 28375.39),(73 28370.05),(74 28272.354),(75 28308.797),(76 28542.021),(77 28518.326),(78 28479.047),(79 28641.924),
(1 5672.1753),(2 11068.649),(3 14947.601),(4 17681.455),(5 19645.629),(6 20959.951),(7 21912.07),(8 22677.055),(9 23357.951),(10 23844.367),(11 24538.477),(12 25220.936),(13 26185.371),(14 26573.09),(15 26841.742),(16 26971.137),(17 26901.283),(18 26944.584),(19 26796.764),(20 26869.055),(21 27009.365),(22 27152.168),(23 27282.064),(24 27247.508),(25 27348.922),(26 27181.521),(27 27337.861),(28 27750.248),(29 27818.457),(30 28011.16),(31 28212.693),(32 28115.107),(33 28159.102),(34 28267.496),(35 28086.398),(36 27915.34),(37 27670.248),(38 27799.99),(39 27692.992),(40 27614.922),(41 27743.346),(42 27382.494),(43 27242.518),(44 27272.988),(45 27298.242),(46 27434.043),(47 27522.16),(48 27848.746),(49 27996.533),(50 27944.236),(51 28431.584),(52 28738.896),(53 28809.871),(54 28749.846),(55 28725.57),(56 28752.81),(57 28666.44),(58 29047.885),(59 29239.102),(60 29240.416),(61 28966.71),(62 28849.193),(63 28967.717),(64 28946.021),(65 28818.346),(66 28696.754),(67 28664.078),(68 28655.424),(69 28894.15),(70 28921.06),(71 28607.494),(72 28251.734),(73 27813.29),(74 27630.922),(75 27782.215),(76 28050.367),(77 28137.01),(78 28139.777),(79 28351.787),
(1 5526.055),(2 10802.852),(3 14608.17),(4 17353.744),(5 19238.434),(6 20325.854),(7 21393.475),(8 22095.395),(9 22800.168),(10 23412.02),(11 23817.975),(12 24335.48),(13 25043.082),(14 25412.643),(15 25635.465),(16 25894.596),(17 26058.04),(18 26413.28),(19 26731.639),(20 26582.398),(21 26673.129),(22 26637.383),(23 26463.262),(24 26503.791),(25 26313.344),(26 26223.752),(27 26070.238),(28 26280.307),(29 26378.342),(30 26792.043),(31 27007.414),(32 27314.73),(33 27531.96),(34 27522.81),(35 27609.889),(36 27484.986),(37 27423.57),(38 27421.668),(39 27496.627),(40 27860.215),(41 28080.78),(42 28058.383),(43 27874.846),(44 27775.908),(45 27643.389),(46 27667.459),(47 27608.025),(48 27882.379),(49 28190.922),(50 28281.707),(51 28383.203),(52 28579.139),(53 28641.148),(54 28492.629),(55 28452.102),(56 28415.477),(57 28558.639),(58 29021.164),(59 29276.543),(60 29372.264),(61 29065.918),(62 28999.77),(63 29065.393),(64 29014.11),(65 29081.65),(66 29070.133),(67 29180.996),(68 29117.297),(69 29249.06),(70 29219.162),(71 29099.482),(72 29141.232),(73 29083.242),(74 29134.361),(75 29234.076),(76 29305.406),(77 29393.797),(78 29510.414),(79 29477.555),
(1 5624.007),(2 10880.473),(3 14516.348),(4 17100.639),(5 18920.346),(6 19950.262),(7 20846.818),(8 21599.486),(9 22236.377),(10 22804.486),(11 23280.803),(12 23768.477),(13 24216.42),(14 24591.178),(15 25084.547),(16 25125.078),(17 25200.633),(18 25351.998),(19 25537.139),(20 25710.426),(21 26095.563),(22 26124.191),(23 26163.574),(24 26256.434),(25 26229.389),(26 26173.879),(27 26334.484),(28 26471.494),(29 26753.229),(30 27040.918),(31 27240.242),(32 27531.727),(33 27677.686),(34 27773.531),(35 27708.848),(36 27639.568),(37 27352.893),(38 27288.273),(39 27209.781),(40 27185.9),(41 27547.883),(42 27710.076),(43 27861.758),(44 27784.201),(45 27730.266),(46 27513.951),(47 27511.36),(48 27708.826),(49 28051.775),(50 27941.8),(51 27850.908),(52 27781.492),(53 27466.34),(54 27509.848),(55 27276.713),(56 27149.744),(57 27388.508),(58 27640.572),(59 27929.865),(60 28095.314),(61 28106.445),(62 28000.34),(63 27856.293),(64 27709.354),(65 27839.453),(66 27634.018),(67 27717.807),(68 27812.666),(69 27736.197),(70 27778.842),(71 27864.82),(72 27799.908),(73 27651.754),(74 27538.82),(75 27559.525),(76 27613.889),(77 27811.654),(78 27969.277),(79 28147.441),
(1 5474.908),(2 10654.802),(3 14201.131),(4 16698.203),(5 18385.6),(6 19458.137),(7 20316.096),(8 20869.637),(9 21481.021),(10 22027.418),(11 22356.66),(12 22848.9),(13 23623.137),(14 24003.434),(15 24386.338),(16 24517.893),(17 24465.967),(18 24502.1),(19 24723.637),(20 25102.227),(21 25275.799),(22 25225.582),(23 25109.236),(24 25107.541),(25 25014.678),(26 24846.105),(27 24976.715),(28 25032.896),(29 25115.256),(30 25216.19),(31 25515.002),(32 25760.484),(33 25811.29),(34 25825.576),(35 25785.605),(36 25658.129),(37 25446.588),(38 25417.137),(39 25770.775),(40 25811.521),(41 26065.105),(42 26197.457),(43 26374.258),(44 26108.205),(45 25902.201),(46 25918.713),(47 25883.465),(48 25988.385),(49 26025.395),(50 26055.66),(51 25902.566),(52 25710.668),(53 25709.781),(54 25842.375),(55 26038.826),(56 26194.193),(57 26374.154),(58 26558.89),(59 26524.266),(60 26505.855),(61 26512.158),(62 26734.223),(63 26672.598),(64 26643.205),(65 26746.188),(66 26626.102),(67 26786.313),(68 26880.121),(69 26899.38),(70 27136.514),(71 27551.016),(72 27438.46),(73 27193.736),(74 27071.885),(75 27126.297),(76 26882.762),(77 26679.291),(78 27003.223),(79 27364.53),
(1 5365.7925),(2 10372.583),(3 13937.224),(4 16517.361),(5 18081.656),(6 18714.135),(7 18994.746),(8 19691.213),(9 20326.395),(10 20971.58),(11 21460.53),(12 22103.17),(13 22751.03),(14 23048.703),(15 23396.006),(16 23391.299),(17 23377.89),(18 23396.879),(19 23530.299),(20 23743.896),(21 23889.025),(22 23855.742),(23 23540.162),(24 23534.805),(25 23320.23),(26 23238.328),(27 23457.008),(28 23718.611),(29 24103.063),(30 24251.398),(31 24523.307),(32 24697.428),(33 24715.848),(34 24627.166),(35 24461.162),(36 24494.898),(37 24609.813),(38 25036.88),(39 25249.201),(40 25577.643),(41 25733.24),(42 25786.52),(43 25816.447),(44 25643.799),(45 25556.293),(46 25502.29),(47 25616.371),(48 25714.168),(49 25980.252),(50 26001.71),(51 26073.275),(52 26090.127),(53 26143.918),(54 26388.074),(55 26497.988),(56 26593.227),(57 26759.908),(58 27024.902),(59 26863.191),(60 26821.059),(61 26933.332),(62 26882.33),(63 26721.564),(64 26819.52),(65 27053.7),(66 26944.299),(67 26999.26),(68 27151.758),(69 27150.31),(70 27072.178),(71 27120.72),(72 27055.697),(73 26917.7),(74 26757.514),(75 26840.195),(76 26657.219),(77 26429.998),(78 26230.477),(79 26125.92),
(1 5474.0547),(2 10602.044),(3 14197.8),(4 16801.047),(5 18393.01),(6 19110.62),(7 19598.385),(8 20238.223),(9 20609.559),(10 20943.762),(11 21130.889),(12 21668.438),(13 22251.23),(14 22493.055),(15 22925.244),(16 23033.834),(17 23076.54),(18 23252.557),(19 23426.086),(20 23714.838),(21 23958.055),(22 24058.547),(23 24178.941),(24 24278.326),(25 24367.916),(26 24376.445),(27 24541.545),(28 24601.365),(29 24745.857),(30 24768.04),(31 25051.27),(32 25091.19),(33 25005.777),(34 25023.889),(35 24906.299),(36 24814.057),(37 25029.89),(38 25365.924),(39 25709.518),(40 25844.217),(41 26030.89),(42 25966.566),(43 26005.42),(44 25689.992),(45 25530.143),(46 25803.723),(47 25898.078),(48 25778.613),(49 25858.434),(50 25808.055),(51 25762.832),(52 25795.432),(53 25809.023),(54 25985.635),(55 26080.457),(56 26180.121),(57 26185.354),(58 26519.563),(59 26543.877),(60 26481.08),(61 26314.283),(62 26469.027),(63 26537.646),(64 26338.172),(65 26304.773),(66 26400.19),(67 26597.49),(68 26729.408),(69 26593.285),(70 26541.414),(71 26634.19),(72 26485.984),(73 26500.76),(74 26342.338),(75 26333.813),(76 26208.938),(77 26345.246),(78 26383.688),(79 26233.146),
(1 5474.512),(2 10682.246),(3 14364.36),(4 17025.814),(5 18583.3),(6 19438.688),(7 20019.6),(8 20439.412),(9 20749.191),(10 21151.484),(11 21618.857),(12 22217.879),(13 22936.24),(14 23413.283),(15 23798.898),(16 24002.023),(17 23839.111),(18 23747.018),(19 23704.346),(20 23768.068),(21 23704.525),(22 23807.268),(23 23833.004),(24 23867.46),(25 23906.309),(26 23889.484),(27 23870.473),(28 23826.451),(29 24203.352),(30 24363.938),(31 24481.111),(32 24508.984),(33 24656.281),(34 24803.936),(35 24783.928),(36 24762.773),(37 24914.885),(38 25171.053),(39 25328.752),(40 25708.5),(41 25731.697),(42 25688.34),(43 25650.664),(44 25523.732),(45 25569.488),(46 25649.936),(47 26013.06),(48 26017.96),(49 26100.086),(50 26149.494),(51 26076.092),(52 26207.795),(53 26252.98),(54 26252.367),(55 26283.531),(56 25931.527),(57 25924.352),(58 26312.938),(59 26296.879),(60 26338.902),(61 26236.076),(62 26261.537),(63 26128.566),(64 26055.436),(65 25957.633),(66 25922.857),(67 25902.791),(68 25799.777),(69 25895.488),(70 26194.664),(71 26252.441),(72 26167.402),(73 25987.8),(74 25771.127),(75 25843.574),(76 25796.777),(77 25960.992),(78 25996.283),(79 26150.316),
(1 5305.6855),(2 10312.219),(3 13937.057),(4 16389.82),(5 17858.096),(6 18629.248),(7 18950.883),(8 19391.121),(9 19692.006),(10 19999.94),(11 20575.014),(12 21155.336),(13 21674.625),(14 22140.52),(15 22388.447),(16 22516.406),(17 22600.994),(18 22725.465),(19 22910.494),(20 23033.736),(21 23078.213),(22 23121.82),(23 23094.955),(24 22910.943),(25 22767.35),(26 22733.756),(27 22798.84),(28 23080.836),(29 23374.336),(30 23528.309),(31 23980.049),(32 24366.059),(33 24453.898),(34 24393.623),(35 24086.486),(36 23905.852),(37 23784.047),(38 23983.768),(39 23931.637),(40 23963.45),(41 23936.54),(42 23954.879),(43 23917.967),(44 23798.156),(45 24054.324),(46 24277.088),(47 24454.264),(48 24437.756),(49 24730.867),(50 24899.158),(51 24815.875),(52 24714.73),(53 24783.266),(54 24994.29),(55 24939.697),(56 24898.45),(57 25026.717),(58 24877.186),(59 24739.23),(60 24907.828),(61 24851.588),(62 24834.852),(63 24935.008),(64 25052.72),(65 25184.984),(66 25258.396),(67 25382.215),(68 25408.73),(69 25415.14),(70 25410.824),(71 25463.244),(72 25488.781),(73 25372.064),(74 25358.158),(75 25471.314),(76 25431.426),(77 25546.049),(78 25518.78),(79 25637.818),
(1 5341.0044),(2 10510.395),(3 14252.665),(4 16603.14),(5 17938.484),(6 18633.994),(7 18866.213),(8 19173.004),(9 19624.594),(10 20135.328),(11 20656.121),(12 21227.19),(13 21629.26),(14 22107.246),(15 22334.404),(16 22152.996),(17 22043.322),(18 22003.043),(19 22200.639),(20 22488.592),(21 22699.244),(22 22639.627),(23 22218.783),(24 21767.434),(25 21715.117),(26 21699.537),(27 22108.799),(28 22397.004),(29 22556.8),(30 22799.326),(31 23275.432),(32 23470.766),(33 23651.727),(34 23797.227),(35 23756.273),(36 23592.145),(37 23631.76),(38 23813.955),(39 24021.46),(40 24177.775),(41 24121.975),(42 23963.965),(43 23734.387),(44 23640.012),(45 23694.45),(46 23888.945),(47 24057.08),(48 24214.604),(49 24328.87),(50 24473.406),(51 24404.277),(52 24242.324),(53 24166.08),(54 24270.803),(55 24569.943),(56 24566.771),(57 24601.4),(58 24620.932),(59 24641.775),(60 24512.412),(61 24809.746),(62 24707.422),(63 24797.463),(64 24818.262),(65 24832.012),(66 24775.188),(67 24781.107),(68 24693.795),(69 24814.688),(70 24987.21),(71 24983.617),(72 24821.531),(73 24731.445),(74 24649.324),(75 24722.748),(76 24846.074),(77 24894.404),(78 24953.336),(79 24920.018),
