1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 107753.164),(2 381777.9),(3 790978.7),(4 1308021.1),(5 1911924),(6 2571432),(7 3281298),(8 3999480.8),(9 4707892),(10 5381842.5),(11 6039045.5),(12 6688770),(13 7348641.5),(14 8066492),(15 8820223),(16 9621199),(17 10515011),(18 11401632),(19 12352816),(20 13293339),(21 14223340),(22 15198772),(23 16218181),(24 17259614),(25 18295214),(26 19277454),(27 20358168),(28 21516392),(29 22785730),(30 24098064),(31 25476606),(32 26859326),(33 28292970),(34 29918888),(35 31652912),(36 33436680),(37 35319790),(38 37213020),(39 38935330),(40 40660370),(41 42393790),(42 44247860),(43 46013036),(44 47787170),(45 49613468),(46 51397664),(47 53485760),(48 55671230),(49 57936428),(50 60077790),(51 62206690),(52 64162948),(53 65946160),(54 67947030),(55 69875460),(56 71799030),(57 73452216),(58 75062750),(59 76737544),(60 78541750),(61 80336640),(62 82037280),(63 83657496),(64 85236040),(65 86864170),(66 88328870),(67 89890560),(68 91440860),(69 93509290),(70 95287304),(71 97295100),(72 99356200),(73 101611390),(74 103988800),(75 106288840),(76 108539720),(77 110549464),(78 112479030),(79 113831624),
(1 2261.0918),(2 3046.4084),(3 3936.2378),(4 4599.008),(5 5125.3853),(6 5446.707),(7 5916.178),(8 6333.621),(9 6641.711),(10 6949.354),(11 7246.7695),(12 7225.8804),(13 7460.4404),(14 7467.019),(15 7588.911),(16 7544.793),(17 7554.785),(18 7545.616),(19 7546.3804),(20 7511.583),(21 7416.765),(22 7277.4453),(23 7303.521),(24 7266.0884),(25 7307.4673),(26 7359.748),(27 7502.898),(28 7497.9585),(29 7718.3975),(30 7751.484),(31 7839.4917),(32 7896.587),(33 8193.065),(34 8160.42),(35 8265.82),(36 8399.326),(37 8574.241),(38 8734.176),(39 8875.838),(40 8915.026),(41 9088.296),(42 9038.059),(43 9221.543),(44 9343.836),(45 9662.333),(46 9837.825),(47 10030.621),(48 10164.637),(49 10240.214),(50 10163.667),(51 10215.976),(52 10177.286),(53 10280.205),(54 10119.876),(55 10040.035),(56 9704.414),(57 9577.972),(58 9413.96),(59 9396.73),(60 9205.405),(61 9419.278),(62 9359.416),(63 9565.676),(64 9540.27),(65 9706.564),(66 9835.086),(67 10163.79),(68 10338.671),(69 10728.931),(70 10834.221),(71 11115.3545),(72 11221.5),(73 11465.752),(74 11461.4375),(75 11640.953),(76 11482.896),(77 11425.877),(78 11092.059),(79 11068.043),
(1 2215.8464),(2 3008.8425),(3 3943.9426),(4 4584.3486),(5 5164.4463),(6 5497.858),(7 5989.364),(8 6270.223),(9 6517.7275),(10 6768.0103),(11 7069.548),(12 7126.64),(13 7325.264),(14 7369.225),(15 7532.471),(16 7418.607),(17 7451.197),(18 7405.679),(19 7399.4443),(20 7354.863),(21 7290.5205),(22 7134.141),(23 7110.6904),(24 6997.9766),(25 7062.7783),(26 7082.01),(27 7165.161),(28 7130.7964),(29 7321.6113),(30 7318.6807),(31 7543.185),(32 7588.0137),(33 7893.9424),(34 7932.3086),(35 8154.686),(36 8244.107),(37 8475.557),(38 8458.098),(39 8525.05),(40 8522.271),(41 8601.037),(42 8495.868),(43 8653.345),(44 8652.05),(45 8820.162),(46 8918.919),(47 9196.018),(48 9271.783),(49 9473.709),(50 9395.426),(51 9568.735),(52 9515.018),(53 9528.361),(54 9353.615),(55 9305.686),(56 9016.615),(57 8895.345),(58 8748.868),(59 8729.483),(60 8585.415),(61 8703.531),(62 8603.666),(63 8635.285),(64 8596.998),(65 8781.83),(66 8902.003),(67 9106.655),(68 9190.766),(69 9486.547),(70 9576.69),(71 9753.717),(72 9817.73),(73 10000.34),(74 9910.144),(75 10086.113),(76 9873.385),(77 9877.531),(78 9750.725),(79 9718.586),
(1 2148.696),(2 2877.9106),(3 3788.0046),(4 4364.034),(5 4997.087),(6 5409.026),(7 5906.017),(8 6105.364),(9 6476.468),(10 6668.7407),(11 6955.031),(12 6999.744),(13 7130.386),(14 7221.387),(15 7296.171),(16 7164.393),(17 7225.443),(18 7129.7725),(19 7168.2813),(20 7101.52),(21 7010.2183),(22 6866.589),(23 6823.6353),(24 6742.984),(25 6765.6353),(26 6739.08),(27 6813.3843),(28 6831.716),(29 6951.838),(30 6986.189),(31 7214.858),(32 7239.557),(33 7532.4277),(34 7562.3057),(35 7747.2734),(36 7723.408),(37 7961.64),(38 7915.97),(39 8042.7637),(40 8097.3364),(41 8147.687),(42 8103.45),(43 8282.98),(44 8400.9375),(45 8614.66),(46 8647.305),(47 8877.299),(48 8852.444),(49 9009.1),(50 9021.696),(51 9128.161),(52 9093.357),(53 9210.166),(54 8997.6455),(55 9000.446),(56 8721.425),(57 8604.414),(58 8429.023),(59 8431.627),(60 8214.086),(61 8280.186),(62 8197.635),(63 8319.75),(64 8241.35),(65 8434.739),(66 8518.4795),(67 8719.376),(68 8854.6045),(69 9249.961),(70 9338.992),(71 9621.2),(72 9700.898),(73 9848.565),(74 9883.221),(75 10014.415),(76 9746.554),(77 9635.756),(78 9434.41),(79 9493.873),
(1 2029.8772),(2 2731.4795),(3 3622.7212),(4 4188.276),(5 4712.887),(6 5009.9116),(7 5408.1533),(8 5555.9204),(9 5841.8623),(10 5978.823),(11 6184.861),(12 6245.5293),(13 6441.1577),(14 6494.258),(15 6529.968),(16 6393.8896),(17 6459.7686),(18 6379.772),(19 6342.477),(20 6235.66),(21 6253.115),(22 6084.3613),(23 6128.041),(24 6099.8633),(25 6230.766),(26 6215.001),(27 6360.6924),(28 6441.711),(29 6568.006),(30 6635.845),(31 6810.019),(32 6909.406),(33 7235.732),(34 7311.6113),(35 7499.685),(36 7562.0005),(37 7662.6616),(38 7636.855),(39 7733.3184),(40 7661.7983),(41 7732.3936),(42 7681.639),(43 7893.6753),(44 7894.9907),(45 8084.382),(46 8124.9644),(47 8363.424),(48 8381.607),(49 8416.265),(50 8395.839),(51 8453.609),(52 8424.088),(53 8556.387),(54 8325.495),(55 8266.491),(56 8158.006),(57 8042.343),(58 7870.0117),(59 7859.3403),(60 7615.062),(61 7745.367),(62 7559.5337),(63 7686.55),(64 7640.814),(65 7719.7617),(66 7776.902),(67 7992.663),(68 8084.8076),(69 8347.14),(70 8413.648),(71 8632.935),(72 8629.584),(73 8758.941),(74 8685.548),(75 8845.644),(76 8727.758),(77 8725.554),(78 8500.743),(79 8552.554),
(1 1984.6686),(2 2682.76),(3 3506.6018),(4 4112.2734),(5 4638.5366),(6 4985.6416),(7 5494.6357),(8 5682.1406),(9 5941.277),(10 6068.668),(11 6272.468),(12 6395.8066),(13 6576.5444),(14 6591.4717),(15 6759.432),(16 6715.1084),(17 6778.437),(18 6759.4375),(19 6735.0513),(20 6631.7925),(21 6600.9307),(22 6445.599),(23 6416.48),(24 6383.736),(25 6471.4966),(26 6458.6187),(27 6596.144),(28 6547.7),(29 6720.367),(30 6719.8677),(31 6937.797),(32 6971.8135),(33 7197.549),(34 7197.848),(35 7275.664),(36 7339.751),(37 7494.872),(38 7509.103),(39 7596.901),(40 7635.8374),(41 7752.117),(42 7734.431),(43 7835.7314),(44 7935.002),(45 8147.9575),(46 8154.603),(47 8254.337),(48 8215.2),(49 8283.598),(50 8317.573),(51 8448.4375),(52 8297.437),(53 8395.334),(54 8186.66),(55 8119.185),(56 7910.402),(57 7803.44),(58 7665.3096),(59 7593.301),(60 7426.8457),(61 7610.4653),(62 7451.8945),(63 7502.96),(64 7427.6675),(65 7497.5464),(66 7569.3555),(67 7807.8184),(68 7908.248),(69 8247.806),(70 8235.345),(71 8413.848),(72 8373.226),(73 8561.061),(74 8610.6875),(75 8720.251),(76 8582.514),(77 8557.383),(78 8356.441),(79 8423.952),
(1 1915.1031),(2 2570.3281),(3 3358.177),(4 3883.7402),(5 4378.066),(6 4662.825),(7 5082.8413),(8 5284.647),(9 5609.3745),(10 5733.022),(11 5946.4224),(12 5979.026),(13 6159.435),(14 6220.161),(15 6349.22),(16 6354.612),(17 6443.8145),(18 6357.4263),(19 6369.837),(20 6306.4443),(21 6324.531),(22 6105.864),(23 6073.892),(24 5981.4375),(25 6069.8037),(26 6040.547),(27 6195.5234),(28 6212.65),(29 6299.433),(30 6313.9395),(31 6448.8286),(32 6446.399),(33 6672.963),(34 6732.84),(35 6841.0464),(36 6842.1875),(37 6952.426),(38 6929.2197),(39 7043.6836),(40 7050.7437),(41 7210.2354),(42 7155.255),(43 7278.0073),(44 7345.747),(45 7561.151),(46 7611.894),(47 7778.28),(48 7823.3076),(49 7884.4023),(50 7907.819),(51 7975.957),(52 7921.693),(53 7998.59),(54 7770.5586),(55 7697.6685),(56 7540.39),(57 7470.0273),(58 7397.369),(59 7431.1265),(60 7314.2446),(61 7452.51),(62 7379.164),(63 7591.0835),(64 7574.9014),(65 7727.026),(66 7809.559),(67 8048.4116),(68 8141.3696),(69 8342.549),(70 8312.847),(71 8450.527),(72 8445.176),(73 8553.661),(74 8509.978),(75 8630.246),(76 8374.068),(77 8250.315),(78 8050.997),(79 8049.6577),
(1 1801.0272),(2 2527.1135),(3 3296.2996),(4 3839.8513),(5 4238.278),(6 4511.668),(7 4895.4014),(8 5074.822),(9 5378.4414),(10 5505.323),(11 5748.7793),(12 5763.006),(13 5960.165),(14 5978.4077),(15 6093.423),(16 6058.5674),(17 6113.7954),(18 6088.6167),(19 6170.636),(20 6086.651),(21 6127.7236),(22 6017.741),(23 5980.589),(24 5934.5654),(25 5956.9277),(26 5954.772),(27 6089.845),(28 6002.4336),(29 6053.2324),(30 6055.7266),(31 6137.933),(32 6140.856),(33 6306.6064),(34 6338.041),(35 6512.043),(36 6489.651),(37 6666.3477),(38 6689.5903),(39 6753.7227),(40 6743.2876),(41 6821.885),(42 6781.513),(43 6926.572),(44 6947.7925),(45 7062.282),(46 7073.9595),(47 7175.548),(48 7214.5596),(49 7282.241),(50 7313.285),(51 7450.761),(52 7399.096),(53 7471.152),(54 7306.6797),(55 7283.4966),(56 7113.387),(57 7049.68),(58 6931.5166),(59 6978.596),(60 6884.2236),(61 7027.924),(62 7064.8535),(63 7210.1826),(64 7156.2573),(65 7274.003),(66 7241.0356),(67 7408.2817),(68 7391.1436),(69 7590.863),(70 7573.9995),(71 7741.208),(72 7676.838),(73 7786.666),(74 7732.777),(75 7850.4604),(76 7746.8335),(77 7768.3867),(78 7681.901),(79 7750.935),
(1 1804.9807),(2 2514.319),(3 3313.7466),(4 3935.288),(5 4370.098),(6 4659.171),(7 5024.507),(8 5270.067),(9 5574.6406),(10 5751.397),(11 6011.7217),(12 6058.833),(13 6290.9575),(14 6317.413),(15 6482.4346),(16 6434.656),(17 6492.36),(18 6420.5845),(19 6469.652),(20 6400.868),(21 6367.5737),(22 6219.884),(23 6179.2104),(24 6053.5874),(25 6072.732),(26 6053.4443),(27 6210.775),(28 6196.1177),(29 6272.829),(30 6270.837),(31 6340.6963),(32 6330.983),(33 6511.224),(34 6511.23),(35 6615.1563),(36 6595.988),(37 6756.1895),(38 6811.755),(39 6895.3013),(40 6878.466),(41 6897.127),(42 6818.205),(43 6928.726),(44 6917.4307),(45 7042.7754),(46 6999.764),(47 7051.286),(48 7031.8486),(49 7086.5283),(50 7053.7393),(51 7148.867),(52 7076.5664),(53 7137.884),(54 7073.806),(55 7071.574),(56 6917.266),(57 7000.744),(58 6995.334),(59 7003.9316),(60 6909.1626),(61 7057.001),(62 7038.8555),(63 7176.906),(64 7192.444),(65 7364.7905),(66 7404.6577),(67 7619.1733),(68 7687.5645),(69 7942.023),(70 7905.0386),(71 8041.6226),(72 8004.1636),(73 8069.466),(74 7998.788),(75 8079.6465),(76 7888.1763),(77 7766.249),(78 7559.915),(79 7524.807),
(1 1721.326),(2 2360.3218),(3 3152.2773),(4 3653.5222),(5 4142.984),(6 4446.7666),(7 4808.9775),(8 4976.181),(9 5309.5425),(10 5427.7676),(11 5656.48),(12 5691.085),(13 5943.6646),(14 5947.6187),(15 6068.3813),(16 6058.1025),(17 6173.515),(18 6067.7085),(19 6101.3364),(20 6020.6665),(21 6021.2417),(22 5933.113),(23 5899.0605),(24 5766.656),(25 5785.017),(26 5782.03),(27 5869.5884),(28 5846.2817),(29 5937.5713),(30 5866.056),(31 5920.404),(32 5910.0767),(33 6087.163),(34 6061.521),(35 6164.4375),(36 6159.2695),(37 6253.086),(38 6263.0493),(39 6382.871),(40 6352.2305),(41 6401.267),(42 6315.1455),(43 6451.8477),(44 6440.116),(45 6594.5244),(46 6609.9067),(47 6700.4697),(48 6690.6274),(49 6812.5205),(50 6768.829),(51 6861.9854),(52 6783.4287),(53 6831.677),(54 6706.8804),(55 6679.624),(56 6529.476),(57 6580.614),(58 6434.093),(59 6457.223),(60 6314.424),(61 6410.1387),(62 6388.41),(63 6578.4233),(64 6567.4287),(65 6748.644),(66 6752.4316),(67 6896.726),(68 6928.724),(69 7117.1265),(70 7114.314),(71 7267.243),(72 7223.168),(73 7284.05),(74 7219.3745),(75 7309.1094),(76 7138.275),(77 7055.3145),(78 6915.9053),(79 6910.8755),
(1 1702.9004),(2 2240.864),(3 2908.8938),(4 3312.8916),(5 3663.379),(6 3883.8813),(7 4184.528),(8 4319.7183),(9 4567.876),(10 4655.3066),(11 4808.64),(12 4865.812),(13 5013.4683),(14 5023.3765),(15 5179.7827),(16 5072.471),(17 5162.132),(18 5117.7017),(19 5142.4604),(20 5052.5933),(21 4995.321),(22 4911.7656),(23 4934.4824),(24 4902.487),(25 4983.853),(26 4985.299),(27 5101.935),(28 5093.9897),(29 5142.632),(30 5172.0107),(31 5288.0137),(32 5349.974),(33 5522.5474),(34 5556.572),(35 5693.0635),(36 5702.329),(37 5783.645),(38 5859.785),(39 5968.1626),(40 5968.051),(41 6100.776),(42 6076.581),(43 6189.191),(44 6198.8706),(45 6290.815),(46 6303.736),(47 6369.36),(48 6348.445),(49 6437.1587),(50 6376.996),(51 6408.115),(52 6342.062),(53 6328.8774),(54 6157.568),(55 6151.5767),(56 6018.3135),(57 6054.509),(58 5971.47),(59 6017.645),(60 5907.546),(61 6015.887),(62 6009.3823),(63 6163.3022),(64 6134.7285),(65 6295.8867),(66 6332.3506),(67 6493.7373),(68 6506.7324),(69 6700.019),(70 6660.16),(71 6744.4897),(72 6718.241),(73 6740.203),(74 6670.0874),(75 6751.9077),(76 6618.214),(77 6551.0923),(78 6393.8154),(79 6406.251),
(1 1603.5203),(2 2166.5422),(3 2848.0393),(4 3332.3718),(5 3769.5945),(6 4090.5422),(7 4440.039),(8 4614.77),(9 4845.6704),(10 5017.8164),(11 5174.7153),(12 5199.915),(13 5330.26),(14 5388.383),(15 5455.246),(16 5438.966),(17 5499.498),(18 5456.0776),(19 5474.7583),(20 5330.709),(21 5248.0054),(22 5081.351),(23 5065.7793),(24 5031.321),(25 5076.2485),(26 5073.296),(27 5140.068),(28 5131.339),(29 5227.73),(30 5245.0625),(31 5416.252),(32 5553.9272),(33 5734.9023),(34 5798.3403),(35 5922.2666),(36 5972.245),(37 6102.053),(38 6130.444),(39 6255.6616),(40 6267.244),(41 6339.744),(42 6255.274),(43 6393.377),(44 6451.974),(45 6521.8203),(46 6538.465),(47 6704.3013),(48 6670.3647),(49 6771.055),(50 6706.9404),(51 6813.552),(52 6751.5215),(53 6797.5283),(54 6530.5513),(55 6442.8433),(56 6348.3774),(57 6316.4224),(58 6264.529),(59 6314.3994),(60 6272.886),(61 6358.5933),(62 6343.7656),(63 6454.8965),(64 6445.413),(65 6584.2095),(66 6668.7866),(67 6883.0557),(68 6942.6533),(69 7239.7813),(70 7223.9673),(71 7249.062),(72 7166.1665),(73 7208.124),(74 7114.8267),(75 7159.0728),(76 6903.699),(77 6750.978),(78 6578.6875),(79 6497.9194),
(1 1600.1581),(2 2188.778),(3 2899.1228),(4 3365.515),(5 3809.1982),(6 4099.701),(7 4463.7954),(8 4698.2686),(9 4959.191),(10 5103.972),(11 5276.686),(12 5333.7847),(13 5455.237),(14 5478.9663),(15 5615.3057),(16 5522.2197),(17 5593.4414),(18 5479.6455),(19 5513.377),(20 5370.6797),(21 5320.3105),(22 5172.6924),(23 5145.8203),(24 5071.309),(25 5073.933),(26 5090.398),(27 5176.7544),(28 5161.459),(29 5214.7256),(30 5184.852),(31 5344.0947),(32 5470.965),(33 5713.446),(34 5742.0483),(35 5827.565),(36 5809.948),(37 5899.8403),(38 5843.595),(39 5859.7573),(40 5797.1807),(41 5852.4443),(42 5785.063),(43 5908.1494),(44 6003.3916),(45 6059.21),(46 6080.221),(47 6232.9873),(48 6196.669),(49 6276.6377),(50 6311.489),(51 6375.997),(52 6358.264),(53 6472.1353),(54 6329.702),(55 6262.018),(56 6136.6772),(57 6134.425),(58 6069.91),(59 6083.1025),(60 6005.795),(61 6110.399),(62 6107.2534),(63 6215.9185),(64 6194.108),(65 6304.7734),(66 6395.8433),(67 6596.7207),(68 6648.814),(69 6895.497),(70 6895.3516),(71 6926.907),(72 6890.553),(73 6940.551),(74 6867.2324),(75 6937.4175),(76 6726.0557),(77 6613.8267),(78 6471.3813),(79 6452.6226),
(1 1562.0798),(2 2146.4932),(3 2841.0396),(4 3287.6714),(5 3734.857),(6 4041.452),(7 4412.4395),(8 4596.914),(9 4807.9277),(10 4939.3022),(11 5090.3833),(12 5141.5767),(13 5262.521),(14 5221.8228),(15 5274.0654),(16 5201.072),(17 5230.247),(18 5181.308),(19 5186.0166),(20 5100.2886),(21 5025.299),(22 4873.2183),(23 4842.7876),(24 4767.3647),(25 4807.2817),(26 4803.2485),(27 4922.5903),(28 4922.826),(29 5022.63),(30 5036.4805),(31 5248.761),(32 5373.168),(33 5674.632),(34 5678.0317),(35 5835.225),(36 5866.8203),(37 6016.0825),(38 6012.8184),(39 6084.985),(40 6034.803),(41 6120.781),(42 6094.3726),(43 6173.9634),(44 6247.1494),(45 6350.37),(46 6368.795),(47 6504.4297),(48 6524.961),(49 6596.2305),(50 6563.6597),(51 6654.1104),(52 6565.0225),(53 6585.2397),(54 6384.826),(55 6360.6226),(56 6206.7085),(57 6170.044),(58 6071.747),(59 6060.655),(60 5914.8184),(61 5946.177),(62 5860.0566),(63 5978.4697),(64 5968.4033),(65 6038.2344),(66 6093.8535),(67 6306.667),(68 6377.2393),(69 6607.6724),(70 6572.49),(71 6707.3853),(72 6663.133),(73 6667.442),(74 6576.845),(75 6581.416),(76 6398.605),(77 6259.213),(78 6056.0894),(79 6022.285),
(1 1482.2874),(2 2054.1404),(3 2721.765),(4 3155.9946),(5 3537.872),(6 3840.6743),(7 4164.6455),(8 4328.2085),(9 4537.9795),(10 4672.5767),(11 4838.9688),(12 4843.5044),(13 4973.281),(14 5002.425),(15 5048.3706),(16 4991.482),(17 5021.566),(18 5021.4575),(19 4967.21),(20 4859.711),(21 4816.658),(22 4717.335),(23 4693.3726),(24 4606.801),(25 4682.3345),(26 4713.091),(27 4817.903),(28 4820.124),(29 4903.8066),(30 4954.0234),(31 5113.5483),(32 5197.428),(33 5427.5166),(34 5455.0767),(35 5620.116),(36 5660.3794),(37 5775.1826),(38 5791.8125),(39 5861.163),(40 5880.3115),(41 5951.25),(42 5983.281),(43 6047.8984),(44 6060.9956),(45 6169.7236),(46 6234.763),(47 6363.405),(48 6392.0703),(49 6450.4907),(50 6433.523),(51 6462.825),(52 6402.6855),(53 6412.71),(54 6194.7324),(55 6154.709),(56 5982.07),(57 5939.3945),(58 5827.6753),(59 5880.3853),(60 5778.9395),(61 5813.972),(62 5761.9106),(63 5850.505),(64 5828.8125),(65 5916.259),(66 6030.7324),(67 6209.3345),(68 6285.3833),(69 6531.2),(70 6525.7456),(71 6664.4297),(72 6652.921),(73 6648.311),(74 6586.4565),(75 6564.6787),(76 6290.041),(77 6135.0205),(78 5933.9116),(79 5939.9507),
(1 1432.8893),(2 1990.0454),(3 2626.5198),(4 3050.7034),(5 3449.3818),(6 3743.828),(7 4093.2961),(8 4295.147),(9 4555.0513),(10 4729.2915),(11 4928.163),(12 4967.5225),(13 5130.097),(14 5172.134),(15 5257.4893),(16 5223.9824),(17 5307.3115),(18 5293.906),(19 5299.2783),(20 5200.958),(21 5131.6045),(22 4999.397),(23 5007.5215),(24 4880.6436),(25 4851.552),(26 4798.953),(27 4876.559),(28 4842.2456),(29 4927.7036),(30 4930.0327),(31 5074.274),(32 5129.627),(33 5310.4326),(34 5367.0107),(35 5501.732),(36 5505.7217),(37 5598.5176),(38 5613.3423),(39 5686.4424),(40 5695.029),(41 5747.457),(42 5688.354),(43 5706.585),(44 5680.8267),(45 5857.171),(46 5885.5894),(47 5984.8135),(48 5992.288),(49 6008.79),(50 6015.1714),(51 6062.905),(52 6003.2104),(53 6029.737),(54 5872.299),(55 5825.8105),(56 5718.207),(57 5722.1294),(58 5627.7017),(59 5629.107),(60 5478.0757),(61 5579.653),(62 5527.089),(63 5688.9023),(64 5699.6255),(65 5861.1304),(66 5918.6123),(67 6155.6055),(68 6193.639),(69 6426.574),(70 6369.1797),(71 6469.5225),(72 6452.979),(73 6479.555),(74 6435.37),(75 6438.1885),(76 6206.671),(77 6058.684),(78 5806.024),(79 5811.3604),
(1 1396.7777),(2 1993.1222),(3 2615.7776),(4 3052.2764),(5 3465.7786),(6 3796.2485),(7 4129.001),(8 4329.754),(9 4617.5996),(10 4744.4526),(11 4952.9053),(12 4979.6885),(13 5151.3867),(14 5191.46),(15 5290.6675),(16 5264.999),(17 5324.13),(18 5254.84),(19 5250.3706),(20 5164.9424),(21 5110.096),(22 4992.008),(23 4984.248),(24 4874.644),(25 4853.92),(26 4826.786),(27 4874.2637),(28 4790.3735),(29 4810.6587),(30 4803.614),(31 4924.993),(32 5039.625),(33 5243.9565),(34 5291.725),(35 5374.286),(36 5403.615),(37 5536.392),(38 5527.216),(39 5548.3213),(40 5500.0327),(41 5505.4653),(42 5433.1685),(43 5462.3604),(44 5480.998),(45 5556.8354),(46 5540.908),(47 5620.548),(48 5610.6616),(49 5662.2935),(50 5637.8325),(51 5732.6904),(52 5725.9316),(53 5774.1523),(54 5656.7397),(55 5637.6567),(56 5525.949),(57 5539.172),(58 5451.045),(59 5534.889),(60 5410.3813),(61 5490.9316),(62 5448.097),(63 5522.668),(64 5534.437),(65 5651.854),(66 5715.753),(67 5921.747),(68 6034.693),(69 6243.537),(70 6231.3525),(71 6311.5464),(72 6268.3174),(73 6270.4106),(74 6192.547),(75 6191.036),(76 5936.6895),(77 5827.9404),(78 5652.2397),(79 5644.02),
(1 1380.7534),(2 1945.9998),(3 2576.1812),(4 2986.6108),(5 3378.5103),(6 3660.327),(7 3993.4373),(8 4180.6704),(9 4378.544),(10 4468.4385),(11 4622.274),(12 4661.6147),(13 4784.6626),(14 4788.7065),(15 4910.004),(16 4827.985),(17 4885.155),(18 4805.9634),(19 4805.93),(20 4754.5625),(21 4744.5625),(22 4626.563),(23 4615.2266),(24 4521.707),(25 4543.3623),(26 4539.6978),(27 4648.761),(28 4624.0015),(29 4701.87),(30 4739.0957),(31 4817.204),(32 4879.723),(33 5041.2065),(34 5090.696),(35 5167.9077),(36 5190.699),(37 5275.1294),(38 5287.945),(39 5331.074),(40 5312.875),(41 5362.1763),(42 5347.4316),(43 5403.609),(44 5410.686),(45 5466.824),(46 5420.06),(47 5463.432),(48 5436.886),(49 5441.3687),(50 5397.0283),(51 5398.91),(52 5321.8423),(53 5340.1245),(54 5228.647),(55 5213.5723),(56 5147.0464),(57 5162.103),(58 5083.0225),(59 5112.3105),(60 4999.858),(61 4999.56),(62 4976.9966),(63 5054.5464),(64 5071.2295),(65 5178.7427),(66 5297.653),(67 5476.6836),(68 5600.9404),(69 5821.1104),(70 5865.7725),(71 5924.2627),(72 5849.725),(73 5835.172),(74 5763.2183),(75 5725.5645),(76 5478.6167),(77 5378.1724),(78 5196.75),(79 5167.577),
