1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35743.23),(2 98789.54),(3 168930.11),(4 258892.58),(5 369556.22),(6 451583.4),(7 538595.56),(8 628524.3),(9 692866.5),(10 727929),(11 762758.06),(12 817670.3),(13 853348.44),(14 894308.3),(15 945578.25),(16 999408.8),(17 1030121.8),(18 1053802),(19 1098626.9),(20 1123214.1),(21 1144571.9),(22 1147932.9),(23 1166932.9),(24 1157092.5),(25 1141526.6),(26 1149904.1),(27 1174470.5),(28 1169530.4),(29 1186531.5),(30 1217129.3),(31 1254209.5),(32 1334595.6),(33 1406774),(34 1467367.4),(35 1502769),(36 1566995),(37 1653533.9),(38 1730602.4),(39 1835855.4),(40 1964802.4),(41 2054592),(42 2149555),(43 2211270.3),(44 2309677),(45 2369492.5),(46 2424202.3),(47 2449697.8),(48 2504796.3),(49 2510439),(50 2539962.3),(51 2572880.5),(52 2621299.3),(53 2647377.5),(54 2731169),(55 2840482.3),(56 2933530.3),(57 3045830.3),(58 3204482),(59 3378081.3),(60 3539474.8),(61 3652608.8),(62 3795036.8),(63 3913239.3),(64 4039266.8),(65 4135471),(66 4203498.5),(67 4266993.5),(68 4367585.5),(69 4477463.5),(70 4584557.5),(71 4677721),(72 4783538.5),(73 4883433.5),(74 4996182),(75 5105633.5),(76 5208387.5),(77 5269212.5),(78 5294791.5),(79 5327500.5),
(1 32785.656),(2 106433.94),(3 203826.45),(4 312361.8),(5 435350.03),(6 560726.94),(7 685222),(8 807286),(9 919468.4),(10 1020736.4),(11 1112211.4),(12 1196480.8),(13 1277071.4),(14 1356228.9),(15 1438879.6),(16 1531665.3),(17 1624495.6),(18 1714226.8),(19 1802955.1),(20 1899625),(21 1994045.6),(22 2095634.1),(23 2207074.5),(24 2324037),(25 2430722),(26 2540287.8),(27 2643996.8),(28 2738660.3),(29 2822545.5),(30 2897250.5),(31 2964847.3),(32 3022662.3),(33 3076106.5),(34 3115260.5),(35 3149147.3),(36 3173570),(37 3184730),(38 3189968.8),(39 3193538.8),(40 3203895.8),(41 3208377.8),(42 3219857.5),(43 3232592.3),(44 3243406.5),(45 3250196.8),(46 3258442.5),(47 3268534.3),(48 3270706.8),(49 3267137),(50 3258820.3),(51 3253199),(52 3254782),(53 3265752.3),(54 3272790.3),(55 3267382.3),(56 3265855.3),(57 3272254.5),(58 3280813.3),(59 3293812.8),(60 3301001),(61 3309753.8),(62 3324068.3),(63 3344819.5),(64 3369183.8),(65 3394520.8),(66 3418175.3),(67 3439384.3),(68 3444738.8),(69 3448646.5),(70 3459404.3),(71 3479622.3),(72 3514840.3),(73 3556562.8),(74 3594978.8),(75 3644980.5),(76 3687815),(77 3737920.8),(78 3779116.3),(79 3813070),
(1 34994.098),(2 112178.31),(3 212999.42),(4 321420.84),(5 446913.25),(6 579178.94),(7 714429.25),(8 853793),(9 992804.44),(10 1123106.9),(11 1246181.1),(12 1365194.1),(13 1473760.1),(14 1560299.6),(15 1638039.5),(16 1713669.4),(17 1790310),(18 1857565),(19 1916770.4),(20 1973500),(21 2028713.4),(22 2078292),(23 2124918.3),(24 2165617),(25 2207976.5),(26 2251891.5),(27 2294091.3),(28 2341693.3),(29 2385316.8),(30 2421582.3),(31 2456318.3),(32 2489796.8),(33 2522354.8),(34 2542828.3),(35 2561891),(36 2581624.3),(37 2596440),(38 2621291.5),(39 2653033.3),(40 2694408.3),(41 2733486.3),(42 2775983.8),(43 2819332),(44 2864393),(45 2911590),(46 2955398),(47 2988712),(48 3002789),(49 3008486),(50 3010073.3),(51 3004704.8),(52 2996610.3),(53 2990384.8),(54 2983946),(55 2983553.3),(56 2993450.8),(57 3016922),(58 3053173.3),(59 3098225.3),(60 3159357),(61 3216062),(62 3290972.8),(63 3370057.8),(64 3447905.3),(65 3530106.8),(66 3595720.3),(67 3636525.3),(68 3660986),(69 3686627),(70 3716510),(71 3744454),(72 3765344.3),(73 3796075.8),(74 3825079.3),(75 3858012.8),(76 3893338),(77 3931891.3),(78 3974095),(79 4005968.8),
(1 37606.53),(2 119713.96),(3 226310.84),(4 348088.88),(5 489236.88),(6 640885.8),(7 792362.56),(8 942685.25),(9 1085538.5),(10 1213762.1),(11 1325459.4),(12 1435445.1),(13 1540862.3),(14 1634051.5),(15 1722466.4),(16 1804506.3),(17 1888382.1),(18 1975526.4),(19 2055375),(20 2133476.8),(21 2220813),(22 2312143),(23 2404001.8),(24 2491721.3),(25 2575992.8),(26 2666300.5),(27 2761140.3),(28 2856398.8),(29 2953430.5),(30 3050934.8),(31 3144926.8),(32 3239635.8),(33 3320689.5),(34 3383379.5),(35 3430745),(36 3460953.5),(37 3479061),(38 3494009.5),(39 3497285.8),(40 3499149.5),(41 3496879.3),(42 3501901),(43 3507280.3),(44 3521413.8),(45 3536470.5),(46 3558562.5),(47 3575342),(48 3586779),(49 3600203),(50 3611856.3),(51 3608700.3),(52 3599877),(53 3595445),(54 3602177.3),(55 3617835.3),(56 3647591),(57 3676249),(58 3705950.8),(59 3724831.3),(60 3748233),(61 3772980.8),(62 3810245),(63 3847027.8),(64 3885404.8),(65 3927575),(66 3965911.3),(67 3989695.8),(68 4018601),(69 4061378),(70 4112524.8),(71 4161789),(72 4229472.5),(73 4314569.5),(74 4408378),(75 4510633),(76 4615005),(77 4710582),(78 4794618),(79 4875682),
(1 32161.66),(2 102905.56),(3 197015.48),(4 303758.7),(5 421520.8),(6 544270.06),(7 666419.8),(8 788589.94),(9 907091.7),(10 1012223.1),(11 1102031.9),(12 1181583.6),(13 1253202.9),(14 1315006.8),(15 1376294.1),(16 1435329.9),(17 1487649.1),(18 1531902.1),(19 1568541),(20 1602162.5),(21 1636480.5),(22 1665156.1),(23 1691925.8),(24 1718410.9),(25 1741469),(26 1765017.6),(27 1792822.1),(28 1824033.6),(29 1863795.6),(30 1902620.1),(31 1939564),(32 1978327.3),(33 2013605),(34 2048234.8),(35 2075991.3),(36 2110138.3),(37 2140125.5),(38 2177313),(39 2220292.8),(40 2259513.8),(41 2302524.3),(42 2336617.5),(43 2365883.5),(44 2408107.3),(45 2448474),(46 2499080.3),(47 2563637),(48 2630808.5),(49 2703056.8),(50 2784972.5),(51 2863806),(52 2949164.3),(53 3036823.3),(54 3118324.5),(55 3200889.5),(56 3289456),(57 3371288.3),(58 3439688),(59 3498945),(60 3550677),(61 3596920.3),(62 3640175),(63 3685146.3),(64 3746255),(65 3793750.8),(66 3852185.5),(67 3895759),(68 3926153.3),(69 3949668.5),(70 3971566.5),(71 3979417.5),(72 3989337.5),(73 4005950),(74 4023032),(75 4043342),(76 4062612.8),(77 4077067.8),(78 4076429),(79 4084303.3),
(1 36987.85),(2 120065.01),(3 226953.11),(4 347257.25),(5 482336.97),(6 623728.9),(7 765686.1),(8 903636.25),(9 1029887.9),(10 1156929.8),(11 1281705.9),(12 1407173.6),(13 1525447.5),(14 1635400.3),(15 1743221),(16 1847513.1),(17 1947996.8),(18 2031511.3),(19 2107131),(20 2183832),(21 2248502.8),(22 2300872.3),(23 2347335.5),(24 2386716.8),(25 2426460.8),(26 2461207.5),(27 2489859.3),(28 2519490.3),(29 2555985.5),(30 2597179),(31 2638302.5),(32 2684995.3),(33 2721922.3),(34 2760846.8),(35 2806970),(36 2853059.5),(37 2887181),(38 2916297.8),(39 2948777.5),(40 2980836.8),(41 3007853),(42 3031662.5),(43 3061227.5),(44 3093453.8),(45 3131616),(46 3163170.8),(47 3190834.8),(48 3220117.3),(49 3239065.8),(50 3254003.8),(51 3269627.3),(52 3284994.3),(53 3292235.8),(54 3305190.8),(55 3324084.3),(56 3341196.8),(57 3350638.3),(58 3357653),(59 3365158.5),(60 3375814),(61 3384888),(62 3396817.8),(63 3402795.5),(64 3404575),(65 3412362.8),(66 3424187.8),(67 3442905.3),(68 3461599),(69 3483768.3),(70 3514159.5),(71 3547190.8),(72 3586286),(73 3617693),(74 3640780.3),(75 3662364.5),(76 3668496),(77 3672302.8),(78 3675034),(79 3680747.3),
(1 36937.785),(2 120223.62),(3 231503.45),(4 356493.28),(5 494467.72),(6 641879.6),(7 788186.7),(8 926864.6),(9 1054975.6),(10 1179917.6),(11 1299751.4),(12 1418040.3),(13 1528367.4),(14 1632704.4),(15 1736334.9),(16 1845747.5),(17 1954666.6),(18 2048907.3),(19 2132538.5),(20 2205534.3),(21 2264783.3),(22 2304673.5),(23 2330946.8),(24 2349666.3),(25 2355645.8),(26 2358964.3),(27 2352670.8),(28 2351640.8),(29 2357880.8),(30 2370350.5),(31 2394805.5),(32 2418704),(33 2446643.8),(34 2476957.3),(35 2503404.5),(36 2527023),(37 2552314.5),(38 2586063),(39 2620799),(40 2661544.5),(41 2703275.8),(42 2739429.3),(43 2780855),(44 2825727.5),(45 2873469),(46 2910747.8),(47 2935621.5),(48 2955854.5),(49 2970842.8),(50 2989001.5),(51 3016602.8),(52 3035738.3),(53 3053098.8),(54 3065746.8),(55 3090030.3),(56 3111688),(57 3119979),(58 3119433.3),(59 3113483.3),(60 3092283.8),(61 3067536.5),(62 3042314.8),(63 3019108.5),(64 3003453.3),(65 2992644.5),(66 2986137),(67 2979479.3),(68 2985859),(69 2998667.5),(70 3015200.8),(71 3032509.5),(72 3055177),(73 3081289.8),(74 3101927.5),(75 3122947.8),(76 3143624),(77 3162309.8),(78 3186736),(79 3216919.8),
(1 35589.074),(2 114065.86),(3 214419.45),(4 324952.34),(5 448241),(6 574392.7),(7 695480.7),(8 811385.7),(9 916665.2),(10 1017242.2),(11 1110324.1),(12 1193044.6),(13 1268377.6),(14 1336652.9),(15 1395617.8),(16 1452148.8),(17 1508604.4),(18 1560117.1),(19 1597537.1),(20 1631643.1),(21 1660664),(22 1679113.5),(23 1687808.8),(24 1689987.8),(25 1685675.3),(26 1677721.6),(27 1668235),(28 1658478.4),(29 1654829),(30 1663498.6),(31 1676992),(32 1692629.4),(33 1713288.8),(34 1743372.1),(35 1776824.3),(36 1816543.3),(37 1863889),(38 1912503),(39 1965455),(40 2028135.8),(41 2086889.8),(42 2143667.5),(43 2197094.8),(44 2251597),(45 2305100.5),(46 2354292.8),(47 2386088.8),(48 2406176.5),(49 2425610.3),(50 2445398.5),(51 2469413.3),(52 2494692.5),(53 2522971.3),(54 2544144.3),(55 2568451.8),(56 2589574),(57 2601431.5),(58 2604151.3),(59 2604387.5),(60 2606362.5),(61 2610349),(62 2613571),(63 2615131.8),(64 2619615.5),(65 2628293.8),(66 2628090.3),(67 2627366.3),(68 2630140.3),(69 2633289.3),(70 2640498),(71 2646966.5),(72 2643632.5),(73 2645703.5),(74 2644920.3),(75 2639102.5),(76 2626960.5),(77 2607574.3),(78 2583664.5),(79 2563801.3),
(1 34829.477),(2 109250.05),(3 199993.9),(4 293546.16),(5 392177.13),(6 493132.5),(7 591704),(8 682033.8),(9 762011.25),(10 838966.06),(11 911408.4),(12 984267.06),(13 1057061.9),(14 1118729.8),(15 1178129.3),(16 1241855.6),(17 1313956.5),(18 1382530.8),(19 1441906.6),(20 1501460.6),(21 1561954.6),(22 1615947.8),(23 1666887.5),(24 1713530.8),(25 1749763.3),(26 1780756),(27 1814914.9),(28 1851329.3),(29 1889751.5),(30 1929633.8),(31 1982161.6),(32 2034835.4),(33 2093353.3),(34 2152266.3),(35 2215069),(36 2276393.3),(37 2334464.3),(38 2396562.8),(39 2449109),(40 2505272),(41 2561847.3),(42 2609910.8),(43 2655640.8),(44 2702257.5),(45 2738993),(46 2777742.3),(47 2815774.5),(48 2863880.8),(49 2917231.3),(50 2974445.3),(51 3028645.3),(52 3075940),(53 3118344.5),(54 3152301.3),(55 3182103.8),(56 3196062.3),(57 3197489.8),(58 3186655.8),(59 3172373.3),(60 3150452.8),(61 3117827.8),(62 3089619),(63 3060775.5),(64 3039567.3),(65 3020383.5),(66 3010727.8),(67 3003908),(68 3006738),(69 3012569.3),(70 3022561.3),(71 3037649),(72 3052191),(73 3075051),(74 3098639.8),(75 3119014.8),(76 3136786),(77 3160340),(78 3186869.5),(79 3206308.3),
(1 34130.27),(2 109470.54),(3 205304.67),(4 309240.4),(5 416808.2),(6 523875.3),(7 624812.5),(8 719985.9),(9 810661),(10 902518),(11 993416.3),(12 1089247.5),(13 1180953.5),(14 1260777.8),(15 1339227.1),(16 1419043.5),(17 1497213.5),(18 1573851.8),(19 1640191.1),(20 1699617.3),(21 1763034.8),(22 1820186.1),(23 1875642.4),(24 1927614.9),(25 1973991),(26 2018733.5),(27 2068209.5),(28 2111650.5),(29 2158614),(30 2207871),(31 2252911.5),(32 2292579),(33 2322592.3),(34 2349991.5),(35 2380142.3),(36 2411747.5),(37 2437144.5),(38 2459856.5),(39 2468083.8),(40 2475910),(41 2480985.8),(42 2488804),(43 2499216.5),(44 2521290.8),(45 2550632),(46 2580226),(47 2604332.3),(48 2626468.5),(49 2642394.8),(50 2651156),(51 2652722.5),(52 2657272.8),(53 2662659.3),(54 2663013),(55 2669441),(56 2672435.5),(57 2671967),(58 2669912),(59 2660123),(60 2646575),(61 2625717.3),(62 2612185),(63 2599392),(64 2592977.5),(65 2578686),(66 2575327),(67 2573894),(68 2567911.5),(69 2558165.5),(70 2551013.5),(71 2540967),(72 2526707),(73 2513645.5),(74 2499512.5),(75 2492200.8),(76 2487790.3),(77 2492300),(78 2496705.5),(79 2503954.8),
(1 35048.613),(2 112455.04),(3 211882.48),(4 317699.3),(5 428420.06),(6 543423.9),(7 657383.44),(8 764103.1),(9 860752.6),(10 953366.2),(11 1049277.3),(12 1147223.5),(13 1241110),(14 1327931.1),(15 1405130.6),(16 1483165.3),(17 1558700),(18 1625648.6),(19 1684367.1),(20 1738473.3),(21 1801714),(22 1870275.5),(23 1938990.8),(24 2006814),(25 2072794.4),(26 2136958.3),(27 2199332.3),(28 2257120.8),(29 2312540.3),(30 2356164),(31 2398544.8),(32 2432607.8),(33 2459221.3),(34 2478749.5),(35 2488198),(36 2485556.5),(37 2477347.5),(38 2468229.3),(39 2453944.8),(40 2438084),(41 2418633),(42 2396622),(43 2376255.5),(44 2354518.5),(45 2331358.8),(46 2313998.5),(47 2305369),(48 2301283),(49 2302923.8),(50 2301783.3),(51 2302355.8),(52 2306197.5),(53 2309388.8),(54 2319291.5),(55 2332900),(56 2345379.8),(57 2357378.3),(58 2373332),(59 2391812),(60 2416413.5),(61 2436423.3),(62 2453986.5),(63 2469166),(64 2481691.3),(65 2487159.3),(66 2480926),(67 2471068.5),(68 2462359.3),(69 2455978.8),(70 2440621.8),(71 2424043.3),(72 2409443.5),(73 2401062.5),(74 2392430.8),(75 2391183.5),(76 2396097.8),(77 2407426.3),(78 2424227.3),(79 2451681),
(1 34810.21),(2 109356.375),(3 201170.17),(4 300997.94),(5 405829.5),(6 513761.72),(7 623611),(8 724691.3),(9 816153.75),(10 904154.6),(11 991906.06),(12 1076364.6),(13 1151754.8),(14 1218567.4),(15 1282379.4),(16 1342920.9),(17 1397863.9),(18 1437259.5),(19 1468257.4),(20 1498005.8),(21 1529374.6),(22 1559258.5),(23 1594354.8),(24 1632150.4),(25 1665662.4),(26 1699029.5),(27 1724803.4),(28 1745192.6),(29 1765595.9),(30 1781635.1),(31 1790557.3),(32 1799346),(33 1805042),(34 1809349.8),(35 1814506.3),(36 1814839.4),(37 1817974.6),(38 1821909.5),(39 1836831.5),(40 1858637.5),(41 1883320.4),(42 1906604.6),(43 1929670.4),(44 1956544.3),(45 1987264),(46 2032996.6),(47 2073787),(48 2125102.8),(49 2180524.3),(50 2234595.8),(51 2280177.5),(52 2318326.3),(53 2347372),(54 2368287.5),(55 2380120.3),(56 2387306.5),(57 2389794.8),(58 2384537.5),(59 2381191.3),(60 2377964),(61 2368673.5),(62 2349464.3),(63 2326923.8),(64 2305414.8),(65 2291454.3),(66 2281660.8),(67 2275558.8),(68 2274415),(69 2276182.8),(70 2278945.3),(71 2277040.8),(72 2284706.3),(73 2294691.3),(74 2313996),(75 2333382.8),(76 2358291.5),(77 2379625.5),(78 2399825.3),(79 2414528),
(1 33761.383),(2 106669.28),(3 198732.31),(4 298509.2),(5 406887.34),(6 522140.84),(7 638420.1),(8 755293.56),(9 864540.75),(10 967842.3),(11 1060324.5),(12 1150185.1),(13 1238942.1),(14 1315755.3),(15 1387784.5),(16 1451212.8),(17 1504051.3),(18 1551149),(19 1584852),(20 1606761.4),(21 1625912),(22 1635981),(23 1646881),(24 1650898.8),(25 1653686.5),(26 1662253.1),(27 1677913.3),(28 1695978.5),(29 1711609.3),(30 1727038),(31 1746458.9),(32 1765107.5),(33 1779331.9),(34 1792890.6),(35 1800065.5),(36 1805608.5),(37 1816669.3),(38 1829107.8),(39 1844635.3),(40 1859160.1),(41 1870531.5),(42 1882205.8),(43 1892225.4),(44 1902998.5),(45 1919172.9),(46 1939363.4),(47 1958814.5),(48 1979254),(49 2001059.4),(50 2019161.5),(51 2032170.5),(52 2043464.3),(53 2048746.5),(54 2052806.9),(55 2057353.8),(56 2055186.5),(57 2053832.9),(58 2057722.6),(59 2065625.4),(60 2076262.9),(61 2085672.6),(62 2103653.8),(63 2119682.8),(64 2133699),(65 2149573),(66 2173172.5),(67 2193617),(68 2215630.5),(69 2236999),(70 2259311),(71 2275352.8),(72 2289934),(73 2307608.5),(74 2321790.8),(75 2338025),(76 2347874),(77 2356261.8),(78 2369294.5),(79 2370068),
(1 33060.816),(2 104719.09),(3 197308.14),(4 299179.06),(5 410106.78),(6 524218.78),(7 635952.25),(8 737210.4),(9 822326.3),(10 899483.94),(11 965152.94),(12 1029763.75),(13 1086090.4),(14 1132130),(15 1173574.8),(16 1217175.3),(17 1256177.9),(18 1291983.5),(19 1324550),(20 1357090.4),(21 1390177),(22 1417547.1),(23 1436159.9),(24 1456926.4),(25 1473092.3),(26 1491124.9),(27 1514374.3),(28 1545217.6),(29 1573479.6),(30 1602217.3),(31 1633811.8),(32 1664130.4),(33 1693177.1),(34 1723411.1),(35 1745568.1),(36 1764963.8),(37 1788210.6),(38 1816269.3),(39 1846527.5),(40 1881729.9),(41 1915479.9),(42 1945208.9),(43 1965176.9),(44 1981968.9),(45 1995662.8),(46 2010162.4),(47 2020273.6),(48 2025789.8),(49 2029580.6),(50 2026477.4),(51 2021678.4),(52 2008619.1),(53 1998401.5),(54 1992517.3),(55 1991932.1),(56 1996112.8),(57 1993426.3),(58 1993762.6),(59 1990622.4),(60 1992857.6),(61 1998878.5),(62 2006808.1),(63 2014871.5),(64 2023335.3),(65 2034531.5),(66 2050832.8),(67 2072875.8),(68 2093712.1),(69 2117181.3),(70 2139532),(71 2161150.8),(72 2180174),(73 2203293.3),(74 2226191),(75 2242726.3),(76 2248305.5),(77 2241535.8),(78 2233782.3),(79 2226334.3),
(1 31600.223),(2 101832.734),(3 190457),(4 284136.13),(5 384650.84),(6 486088.66),(7 582936.3),(8 669643.5),(9 747577.44),(10 822501.1),(11 897322.5),(12 972304.6),(13 1045051.56),(14 1107803.9),(15 1161823.3),(16 1216166.6),(17 1272783.1),(18 1329160.3),(19 1383891.5),(20 1434612.4),(21 1482243.9),(22 1523065.4),(23 1552005.1),(24 1571672.5),(25 1581351.6),(26 1585423.6),(27 1590853.4),(28 1596413.9),(29 1609567.1),(30 1621598.3),(31 1634111.3),(32 1645696),(33 1647918.8),(34 1648172.8),(35 1646014.6),(36 1647405.4),(37 1652147.3),(38 1658234),(39 1660611.9),(40 1666802.5),(41 1675361.4),(42 1689434),(43 1704712.5),(44 1726128.5),(45 1752632.5),(46 1773847.1),(47 1786764.8),(48 1797469.9),(49 1801861.4),(50 1805371.9),(51 1805758),(52 1806098.1),(53 1805635.5),(54 1805469.9),(55 1807841.8),(56 1809867),(57 1809552.9),(58 1810611.8),(59 1808707.5),(60 1806750.6),(61 1800774.3),(62 1794079.3),(63 1794768),(64 1802083.4),(65 1807976.8),(66 1821218.5),(67 1837445.1),(68 1861923.3),(69 1887702.3),(70 1918783.1),(71 1952293.4),(72 1984136.8),(73 2008520.9),(74 2026856.8),(75 2043772.8),(76 2054555.9),(77 2070349.1),(78 2089902.6),(79 2111497.8),
(1 33823.016),(2 108156.92),(3 200126.38),(4 295792.13),(5 394664),(6 493955.03),(7 589673.3),(8 676709.44),(9 755805.75),(10 828636.4),(11 897859.4),(12 968100.25),(13 1031647.94),(14 1081376.4),(15 1124964.6),(16 1165799.9),(17 1205527.3),(18 1241931.3),(19 1277002.9),(20 1313137.9),(21 1346302.6),(22 1377528.4),(23 1400761.3),(24 1414529.3),(25 1419463.3),(26 1423005),(27 1423950.8),(28 1428177),(29 1428140.5),(30 1422182),(31 1419542),(32 1423634.3),(33 1424402.5),(34 1433912.8),(35 1454630.9),(36 1487069),(37 1523824.9),(38 1565780.1),(39 1606280.8),(40 1644783.5),(41 1677827.8),(42 1705272.1),(43 1738838.9),(44 1778930.6),(45 1827527.3),(46 1872972.1),(47 1913033.1),(48 1946291.4),(49 1965902.8),(50 1979519.3),(51 1981741),(52 1984586.3),(53 1986087.1),(54 1996911.1),(55 2010675.9),(56 2020089.8),(57 2025915.5),(58 2024970.3),(59 2016093.4),(60 2000455.9),(61 1980535.5),(62 1960421.8),(63 1942158),(64 1927852.3),(65 1911798.8),(66 1887739.8),(67 1866510.3),(68 1847659.4),(69 1834095.3),(70 1828451.9),(71 1826248.5),(72 1831331),(73 1838680.4),(74 1841074.3),(75 1840922.6),(76 1833714.5),(77 1824539.9),(78 1811910.9),(79 1803844.8),
(1 32207.416),(2 104210.05),(3 197177.55),(4 299170.16),(5 404526.56),(6 506316.38),(7 604263.5),(8 693464.4),(9 770213.7),(10 831775.7),(11 876366.9),(12 912993.7),(13 941242.5),(14 962566.3),(15 981692.4),(16 1004361.5),(17 1035117.44),(18 1069488.3),(19 1103462.5),(20 1136523),(21 1162134.6),(22 1190589.9),(23 1212567.3),(24 1227194.6),(25 1239087),(26 1251224.4),(27 1266511.5),(28 1291199.3),(29 1318014.6),(30 1347848.9),(31 1381432.6),(32 1424908.1),(33 1467367.4),(34 1509514.3),(35 1554022.1),(36 1590398.4),(37 1618706.3),(38 1637942.5),(39 1649244.6),(40 1656629.1),(41 1660594.3),(42 1661867.8),(43 1670735.3),(44 1685633.8),(45 1711320.4),(46 1738962.6),(47 1763936.8),(48 1781131.6),(49 1791890.1),(50 1802323.3),(51 1817093.4),(52 1833309.8),(53 1845224.6),(54 1853004.8),(55 1860150.1),(56 1863086.6),(57 1866653.1),(58 1868377.4),(59 1874041.9),(60 1885693.4),(61 1897888.3),(62 1905038.9),(63 1911547),(64 1913501.1),(65 1902264),(66 1879623.4),(67 1851651.6),(68 1819637.8),(69 1792100.4),(70 1768876.6),(71 1750454.9),(72 1739429),(73 1731226.6),(74 1723111.8),(75 1717840.6),(76 1712554.6),(77 1713435),(78 1710417.9),(79 1711232.8),
